KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K07611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	938.934	NaN
K10380	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.506	NaN
K10381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10389	NaN	NaN	NaN	NaN	NaN	3950	67.003	NaN	NaN
K10392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.298	NaN
K10394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.926	NaN
K10395	NaN	NaN	NaN	NaN	NaN	NaN	0.139	36.785	NaN
K10396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	294.244	NaN
K10398	NaN	NaN	NaN	NaN	350	851	NaN	102.639	NaN
K10400	NaN	NaN	NaN	NaN	NaN	NaN	0.305	NaN	NaN
K10401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.306	NaN
K10405	NaN	NaN	NaN	NaN	541	NaN	3.076	101.984	NaN
K10407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.625	NaN
K10418	NaN	NaN	NaN	NaN	2381	NaN	NaN	703.913	NaN
K10419	NaN	NaN	NaN	NaN	NaN	NaN	NaN	137.99	NaN
K10420	NaN	NaN	NaN	NaN	NaN	NaN	NaN	167.764	NaN
K04648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.139	NaN
K10424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	149.091	NaN
K10425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	163.067	NaN
K10426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.58	NaN
K10436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	602.25	NaN
K02424	2775.01	6186	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10439	1044.57	7924	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03414	NaN	496	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02410	NaN	34	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02417	NaN	192	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02406	NaN	6633	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02411	NaN	43	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02393	NaN	77	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02396	NaN	104	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02397	NaN	233	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02407	121.29	143	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02398	NaN	393	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02399	NaN	112	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02669	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	952.432
K02652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	639.187
K02653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	135.664
K02666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	678.095
K02662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	235.989
K06630	NaN	NaN	264719	130388	NaN	NaN	NaN	2938.743	NaN
K09892	11053.66	2390	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR230W	NaN	NaN	52332	21537	NaN	NaN	NaN	NaN	NaN
K02608	NaN	NaN	730	NaN	912	NaN	NaN	23.438	NaN
K02089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.555	NaN
K02091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.79	NaN
K06639	NaN	NaN	NaN	NaN	418	1667	NaN	2.073	NaN
K06644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04563	NaN	NaN	NaN	NaN	5407	2705	NaN	NaN	NaN
K06650	NaN	NaN	2332	854	NaN	NaN	NaN	NaN	NaN
K06647	NaN	NaN	339	NaN	NaN	NaN	NaN	NaN	NaN
K06651	NaN	NaN	NaN	1015	NaN	NaN	NaN	NaN	NaN
K12414	NaN	NaN	NaN	575	NaN	NaN	NaN	NaN	NaN
K06657	NaN	NaN	4530	NaN	NaN	NaN	NaN	NaN	NaN
K06655	NaN	NaN	NaN	NaN	6437	7991	NaN	NaN	NaN
K06659	NaN	NaN	NaN	1095	NaN	NaN	NaN	NaN	NaN
K12575	NaN	NaN	203	NaN	NaN	NaN	NaN	NaN	NaN
K06687	NaN	NaN	NaN	612	NaN	NaN	NaN	NaN	NaN
K06682	NaN	NaN	1637	NaN	NaN	NaN	NaN	NaN	NaN
K06683	NaN	NaN	2849	NaN	NaN	NaN	NaN	NaN	NaN
K02220	NaN	NaN	599	NaN	3618	2672	NaN	NaN	NaN
K02219	NaN	NaN	3008	NaN	4542	5611	NaN	NaN	NaN
K03114	NaN	NaN	9846	NaN	NaN	NaN	NaN	NaN	NaN
K02515	NaN	NaN	NaN	245	NaN	NaN	NaN	NaN	NaN
K12578	NaN	NaN	7317	371	NaN	NaN	NaN	NaN	NaN
K06665	NaN	NaN	NaN	NaN	2633	2186	NaN	NaN	NaN
K06666	NaN	NaN	NaN	NaN	21757	9039	NaN	NaN	NaN
spo_SPAC1F5.04c	NaN	NaN	NaN	NaN	30	372	NaN	NaN	NaN
spo_SPAC24B11.11c	NaN	NaN	NaN	NaN	3317	4051	NaN	NaN	NaN
K08825	NaN	NaN	NaN	NaN	1580	NaN	NaN	NaN	NaN
spo_SPAC9G1.06c	NaN	NaN	NaN	NaN	3104	4040	NaN	NaN	NaN
spo_SPCC613.04c	NaN	NaN	NaN	NaN	465	NaN	NaN	NaN	NaN
spo_SPCC645.05c	NaN	NaN	NaN	NaN	1118	2763	NaN	NaN	NaN
spo_SPCC1739.11c	NaN	NaN	NaN	NaN	1040	NaN	NaN	NaN	NaN
spo_SPAC27F1.02c	NaN	NaN	NaN	NaN	34651	38093	NaN	NaN	NaN
K06631	NaN	NaN	NaN	NaN	1387	NaN	NaN	159.922	NaN
K05759	NaN	NaN	NaN	NaN	48286	60595	89.822	3046.809	NaN
spo_SPBC19G7.05c	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
spo_SPCC4B3.15	NaN	NaN	NaN	NaN	1069	444	NaN	NaN	NaN
spo_SPAP8A3.08	NaN	NaN	NaN	NaN	16916	19695	NaN	NaN	NaN
spo_SPBC244.01c	NaN	NaN	NaN	NaN	1824	973	NaN	NaN	NaN
spo_SPAC4F8.13c	NaN	NaN	NaN	NaN	546	NaN	NaN	NaN	NaN
K12761	NaN	NaN	NaN	NaN	4198	3716	NaN	NaN	NaN
K12765	NaN	NaN	538	NaN	345	NaN	NaN	NaN	NaN
K12767	NaN	NaN	178	NaN	135	NaN	NaN	NaN	NaN
K12768	NaN	NaN	NaN	1161	NaN	NaN	NaN	NaN	NaN
K12773	NaN	NaN	898	NaN	NaN	NaN	NaN	NaN	NaN
K12783	NaN	NaN	425	NaN	NaN	NaN	NaN	NaN	NaN
K08836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.364	NaN
K02373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	755.812	NaN
K02084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02310	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.75	NaN
K01173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04739	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJR151C	NaN	NaN	5410	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL096W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKR042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR383C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YGR282C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL078C	NaN	NaN	NaN	3234	NaN	NaN	NaN	NaN	NaN
sce_YEL040W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJR150C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR214C	NaN	NaN	NaN	8941	NaN	NaN	NaN	NaN	NaN
sce_YKR102W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YIL123W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YHR126C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR110C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR055W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL163W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YBR078W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL174W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YCR089W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOL030W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNL327W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR077W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YGR279C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YAR050W	NaN	NaN	16097	3179	NaN	NaN	NaN	NaN	NaN
sce_YGR189C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR390W-A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJR004C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YHR143W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL164C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR300W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL096W-A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR037C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNL322C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR009W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR215W	NaN	NaN	NaN	2361	NaN	NaN	NaN	NaN	NaN
sce_YOR382W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YIL011W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNL066W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL160C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDL049C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNR044W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR305C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR247W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YBR067C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL159W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YIR019C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR534C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YER011W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR307W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR010C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL158C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNL300W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNR067C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR286C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YGL028C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOL155C	NaN	NaN	2980	1226	NaN	NaN	NaN	NaN	NaN
sce_YPL130W	NaN	NaN	5335	NaN	NaN	NaN	NaN	NaN	NaN
sce_YER150W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YHR211W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YBR301W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YAL063C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR040C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR006C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06271	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.799	NaN
K06273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05690	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.314	NaN
K05705	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.599	NaN
K06095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06098	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.098	NaN
K06106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.349	NaN
K01104	NaN	0.0017	64300	11134	574	NaN	NaN	348.004	NaN
K10108	1857.09	8403	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K15040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
eco_b0957	NaN	3064	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09475	NaN	881	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09476	NaN	1827	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10540	676.77	12026	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12368	2045.15	11444	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01535	NaN	NaN	20657	48028	145212	95744	449.323	NaN	NaN
K01537	NaN	NaN	NaN	4408	3414	3766	222.271	7.197	NaN
K08139	NaN	NaN	14850	7173	38053	8890	NaN	NaN	29.857
K05641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.096	NaN
K05649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05650	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.833	NaN
K05657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05659	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.144	NaN
K05663	NaN	NaN	741	NaN	162	1199	12.033	47.836	NaN
K05664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11085	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06147	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	205.734
K05665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06148	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	52.104
K05673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.223	NaN
K05679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08711	NaN	NaN	1854	NaN	NaN	NaN	NaN	NaN	NaN
K08712	NaN	NaN	1376	NaN	NaN	NaN	NaN	NaN	NaN
K02471	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	49.981
K02021	NaN	NaN	NaN	NaN	NaN	NaN	0.297	NaN	NaN
K02048	1329.73	2215	NaN	NaN	NaN	NaN	NaN	NaN	657.063
K02045	NaN	89	NaN	NaN	NaN	NaN	NaN	NaN	26.148
K11950	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	542.699
K11951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.414
K11953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.715
K02051	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	2073.911
K02049	157.94	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	196.02
K02020	NaN	639	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02017	NaN	56	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05776	NaN	36	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1742.277
K02011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.08
K02064	NaN	462	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11069	669	3420	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11072	NaN	154	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11073	NaN	4084	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11076	NaN	144	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02055	NaN	4556	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02052	NaN	255	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02002	NaN	73	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05845	NaN	1400	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05847	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10111	NaN	705	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05813	NaN	1696	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05816	NaN	160	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02027	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	42.903
K02067	NaN	74	NaN	NaN	NaN	NaN	NaN	NaN	40.89
K02065	NaN	52	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10537	NaN	1480	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10542	NaN	370	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10543	NaN	866	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10549	NaN	193	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10551	NaN	105	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10555	NaN	2811	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10558	NaN	150	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02058	NaN	3064	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02037	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	94.839
K02038	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	95.484
K02036	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	3355.226
K02044	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02041	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10013	352.81	11135	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10017	NaN	170	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10014	8230.56	3181	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10036	2121.26	8894	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10038	NaN	1069	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09996	3258.34	1485	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09997	175.46	2420	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10000	NaN	247	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10001	NaN	3140	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10010	NaN	220	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.61
K01999	1613.28	18671	NaN	NaN	NaN	NaN	NaN	NaN	23.662
K01995	NaN	196	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01996	NaN	318	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11954	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	985.448
K11955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.071
K11957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.899
K11958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.215
K11959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1122.451
K11961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	184.328
K11962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.565
K02073	171.31	7336	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02071	NaN	221	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12371	NaN	318	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12372	NaN	96	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02035	5256.88	7036	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02032	234.72	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13889	207.13	603	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02016	NaN	90	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09687	NaN	198	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.403
K09810	NaN	88	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07091	NaN	26	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11720	NaN	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06861	NaN	672	NaN	NaN	NaN	NaN	NaN	NaN	57.875
K09013	NaN	182	NaN	NaN	NaN	NaN	41.365	NaN	564.83
K08141	NaN	NaN	7677	NaN	NaN	NaN	NaN	NaN	NaN
K07299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08150	NaN	NaN	14782	8529	3405	NaN	15.426	NaN	NaN
K03289	NaN	17	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03761	NaN	304	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08192	NaN	NaN	2045	NaN	NaN	NaN	NaN	NaN	NaN
K03448	NaN	NaN	NaN	NaN	438	NaN	NaN	NaN	NaN
K12302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.647	NaN
K08198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.05	NaN
K14613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08176	NaN	NaN	NaN	NaN	NaN	NaN	214.809	NaN	NaN
K08171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.215	NaN
K06902	NaN	NaN	NaN	NaN	1760	10756	NaN	NaN	NaN
K08483	4259.89	2413	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08484	NaN	52	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02784	NaN	6042	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02777	9435.59	18877	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02778	NaN	1157	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02802	NaN	650	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02768	NaN	246	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02769	NaN	158	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02798	NaN	525	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02760	NaN	244	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02773	16057.25	9246	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02774	9635.27	19025	NaN	NaN	NaN	NaN	NaN	NaN	NaN
