KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K02926	2948521.3	1503078	NaN	NaN	NaN	NaN	16136.4	27731.2	808457.34
K02927	NaN	NaN	NaN	NaN	NaN	1094800	1071018.2	237997.31	NaN
K02924	NaN	NaN	24842508	15149091	3325836	484044	79975	NaN	NaN
K02925	NaN	NaN	49612626	42217443	60705746	16342676	299142.34	1101328.8	NaN
K02929	NaN	NaN	NaN	NaN	3872013	1726827	291758.6	394701.32	NaN
sce_YKL056C	NaN	NaN	46558750	51864750	NaN	NaN	NaN	NaN	NaN
K02923	NaN	NaN	313170	3778398	5700437	2572554	263083.8	182519.19	NaN
K02931	3154735.4	1503600	NaN	NaN	NaN	NaN	12236	NaN	394437.6
K02930	NaN	NaN	97156456	2.2711699e+08	41135232	20552329	460455.45	1211700.9	NaN
K02933	3825878	1492287	NaN	NaN	NaN	NaN	21457.45	NaN	598235.9
K02935	13239844	1688555	NaN	NaN	NaN	NaN	210309.4	207327.4	888231.11
K02934	NaN	NaN	12255876	6624356	16294411	8976816	404487.65	311303.68	NaN
K02937	NaN	NaN	54866572	53517984	51293224	18108084	392718.2	478131.88	NaN
K02936	NaN	NaN	57776128	31509760	50347700	12440480	318281.25	NaN	NaN
K02938	NaN	NaN	99273432	75555192	92109042	9699534	424509.4	362944.26	NaN
K02908	NaN	NaN	3545115	3206490	24252879	6600819	302092.35	NaN	NaN
K02904	1367816.3	643293	NaN	NaN	NaN	NaN	19370.75	NaN	148799.7
K02905	NaN	NaN	NaN	1619019	163020	NaN	18919.6	221688.2	NaN
K02906	3549486.7	1331748	NaN	NaN	NaN	NaN	23011.8	13182.05	527504.94
K02907	519150.44	562565	NaN	NaN	NaN	NaN	1518.3	54537.7	NaN
K02901	NaN	NaN	74777288	57794696	30102679	7912387	451661.7	218156.76	NaN
K02902	724088.82	506220	NaN	NaN	NaN	NaN	NaN	20871.2	150663.86
K02903	NaN	NaN	NaN	NaN	13037664	6610220	422872.45	NaN	NaN
K02874	695691.69	613401	NaN	NaN	NaN	NaN	2252.908	8243.2	67149.596
K02875	NaN	NaN	59492628	47767458	11537628	5162304	652051.75	806735.38	NaN
K02876	956005.92	827712	NaN	NaN	NaN	NaN	22636.44	15416.45	188156.03
K02870	NaN	NaN	21803925	13844655	39830240	8186880	466505.9	614191.57	NaN
K02871	3196968.1	1236110	NaN	NaN	900151	NaN	23353.05	10091.532	225699.94
K02872	NaN	NaN	24888333	20793510	19045373	2003858	356037.15	385101.32	NaN
K02873	NaN	NaN	33786480	31297680	45123612	10147666	1238611.5	866306.06	NaN
K02878	1232000.9	1218696	NaN	NaN	NaN	NaN	NaN	10787.35	70431.48
K02879	1612402.2	754634	NaN	NaN	NaN	NaN	11840.85	11351.9	506463.89
K02919	NaN	NaN	NaN	NaN	NaN	NaN	302.05	18071.55	NaN
K02918	NaN	NaN	556320	14273040	15921360	4706520	666255.8	1140007.9	NaN
K02913	749711.05	262020	NaN	NaN	NaN	NaN	6138.3	15050.35	28321.28
K02912	NaN	NaN	9116640	8709740	16092957	2495157	210555.45	227287.85	NaN
K02911	NaN	196878	NaN	NaN	NaN	NaN	NaN	13316.8	NaN
K02910	NaN	NaN	21549990	21820170	9993120	4974360	242597.6	222460.22	NaN
K02917	NaN	NaN	13012293	3153156	4399238	2737842	307044.5	253407.26	NaN
K02916	NaN	64545	NaN	NaN	NaN	NaN	NaN	8962.8	326899.7
K02915	NaN	NaN	16021528	11162024	18460143	3810339	194102.18	140694.56	NaN
K02863	3380731.4	1831284	NaN	NaN	NaN	NaN	NaN	15578.15	854079.9
K02867	1767861.7	864780	NaN	NaN	NaN	NaN	19610.85	34673.45	465251.5
K02866	NaN	NaN	58945783	52715793	20984050	3380770	319506.29	1621988.7	NaN
K02865	NaN	NaN	55228635	50919165	48454147	3325525	238415.8	593917.84	NaN
K02864	974003.25	1162590	NaN	NaN	NaN	NaN	8784.3	25453.75	415151.24
K02868	NaN	NaN	45148128	27280938	19740041	7733949	289297.4	182578.78	NaN
K02898	NaN	NaN	35456052	36180705	1769690	3023280	472524.15	238681.46	NaN
K02899	NaN	262140	NaN	NaN	NaN	NaN	3699.85	12309.15	437175.55
K02896	NaN	NaN	43126735	40145775	7141938	4325922	567486.35	787958.16	NaN
K02897	2021047	682816	NaN	NaN	NaN	NaN	31730.3	NaN	180733.7
K02894	NaN	NaN	35551845	44789598	26430165	6665490	116957.4	503051.22	NaN
K02895	2136484.5	854880	NaN	NaN	NaN	NaN	10547.95	17246.95	196742.7
K02892	3731723	411800	NaN	NaN	NaN	NaN	NaN	25767.7	664811.06
K02893	NaN	NaN	10767576	9495824	22037575	2499687	336082.6	1450005.5	NaN
K02890	2528297.2	1123650	NaN	NaN	NaN	NaN	NaN	11903.85	342477.55
K02891	NaN	NaN	2780943	8670497	NaN	NaN	1205978.2	676223.78	NaN
K02889	NaN	NaN	13703936	8952015	19215521	6492793	573302.8	406195.87	NaN
K02888	1829017.4	551565	NaN	NaN	NaN	NaN	12809.65	69778.45	158787.46
K02885	NaN	NaN	48086703	44638965	14822647	2518581	865104.45	624643.18	NaN
K02884	2046527.3	756010	NaN	NaN	NaN	NaN	NaN	79290.4	259349.92
K02887	589793.5	631300	NaN	NaN	NaN	NaN	NaN	34051.15	271321.19
K02886	4125445	1693419	NaN	NaN	NaN	NaN	NaN	33864.6	443992.44
K02881	780563.16	567099	NaN	NaN	NaN	NaN	5841.5	14928.55	636780.6
K02880	NaN	NaN	31853855	32713735	34849745	8564101	234239.95	280941.1	NaN
K02883	NaN	NaN	NaN	4444470	5486592	3782976	439953.18	899168.47	NaN
K02882	NaN	NaN	24774496	23029440	44632412	8549453	508775.05	510022.67	NaN
K02967	3157022.9	2069467	NaN	NaN	1161622	NaN	NaN	7061.95	330073.76
sce_YMR116C	NaN	NaN	81210150	69060600	NaN	NaN	NaN	NaN	NaN
K02939	2790080.1	1091574	NaN	NaN	NaN	NaN	12741.073	17564.75	497171.5
K02988	4713195.9	1546420	NaN	NaN	899346	1349019	14151.9	NaN	382355.78
K02984	NaN	NaN	25487760	22892880	43041915	14118349	800131.5	1332184.6	NaN
K02985	NaN	NaN	45822240	54134160	46150500	15353000	626656.45	888104.28	NaN
K02987	NaN	NaN	83679732	57631149	52904428	18480593	434385	791883.66	NaN
K02980	NaN	NaN	NaN	NaN	31819020	2229180	103420.8	49852.936	NaN
K02981	NaN	NaN	54681628	57321704	46359700	12834634	665021.47	499454.74	NaN
K02983	NaN	NaN	NaN	425187	1437660	1475964	227791.2	94727.976	NaN
K02989	NaN	NaN	1.595034e+08	1.0908652e+08	23880163	11153410	379808.8	231164.18	NaN
K02959	2423170.5	1082318	NaN	NaN	NaN	NaN	4529.831	44053.1	541596.58
K02993	NaN	NaN	84091329	92844747	29791096	13557273	697764.55	NaN	NaN
K02992	3185176.8	1491048	NaN	NaN	NaN	NaN	NaN	8110.55	300365.05
K02991	NaN	NaN	31716276	52260076	24789358	3427371	1473588.6	423749.66	NaN
K02990	1815756.9	1292315	NaN	NaN	NaN	NaN	1554.7	24223.15	49298.284
K02997	NaN	NaN	50900460	48561682	22925096	2326500	279846	445926.58	NaN
K02996	1150748.3	790660	NaN	NaN	NaN	NaN	41926.898	21267.75	412195.93
K02995	NaN	NaN	78842200	56617200	22326140	12624515	1323112.7	815957.17	NaN
K02998	NaN	NaN	96809328	71325828	92858295	20186076	349534.15	NaN	NaN
K02968	839754.45	697218	NaN	NaN	NaN	NaN	24993.85	NaN	389200.7
K02969	NaN	NaN	15337839	12849837	12346125	4709301	253719.9	329290.44	NaN
K02966	NaN	NaN	24236784	31692672	16216821	4944686	399760.55	353455.04	NaN
K02964	NaN	NaN	88441860	74875944	24547512	9832972	309149.05	596969.97	NaN
K02962	NaN	NaN	36128400	41614504	13991994	6747132	417745.65	524667.05	NaN
K02963	705984.75	517200	NaN	NaN	NaN	NaN	NaN	13376.65	152848.96
K02960	NaN	NaN	20505914	19833957	12630240	4890340	278705	362713.37	NaN
K02961	NaN	377580	NaN	NaN	NaN	NaN	16781.031	21185.5	41878.216
K02979	NaN	NaN	53537480	21461015	4921011	3080298	1866241.3	146209.76	NaN
K02975	NaN	NaN	13612968	14829804	2618113	1910652	266612.15	269655.63	NaN
K02974	NaN	NaN	73516275	51866460	16160189	5453178	695755.55	253764.42	NaN
K02977	NaN	NaN	13021992	2280304	22946963	3649308	765751.7	2006625.8	NaN
K02976	NaN	NaN	22255737	17757894	3697848	4412268	382014.85	116720.5	NaN
K02971	NaN	NaN	14162796	20681672	10696998	6339429	60191.95	236533.81	NaN
K02970	666411.68	732223	NaN	NaN	NaN	NaN	NaN	44662.8	20584.38
K02973	NaN	NaN	8323580	10821495	9966270	6976602	522055.45	972150.04	NaN
K02978	NaN	NaN	NaN	NaN	18321669	4869527	234458.16	96080.544	NaN
K02948	3088501.2	604881	NaN	NaN	NaN	NaN	NaN	5066.6	348069.49
K02949	NaN	NaN	20858136	14708616	36600369	9274152	245359.1	NaN	NaN
K02940	NaN	NaN	24295773	22765290	12183511	4921995	793923.2	431538.45	NaN
K02941	NaN	NaN	64434552	66294696	57201835	18452805	715116.85	702152.46	NaN
K02942	NaN	NaN	69349884	76575797	1984847	3552465	4462885.4	593257.95	NaN
K02943	NaN	NaN	52811486	68219462	34923578	18039913	3036894.3	NaN	NaN
K02945	11503036	3889531	NaN	NaN	NaN	NaN	14406.638	NaN	430186.43
K02946	1818565.9	961814	NaN	NaN	NaN	NaN	23006.9	10141.25	315970.3
K02947	NaN	NaN	41963310	28783125	2.177929e+08	11544258	158494	285290.9	NaN
K02900	NaN	NaN	23083050	24296550	24131914	5539435	394655.3	363387.76	NaN
K02957	NaN	NaN	43436510	32412900	15044180	5881528	303962.05	217867.39	NaN
K02956	1118099	693043	NaN	NaN	NaN	NaN	NaN	28948.5	140797.55
K02955	NaN	NaN	34607000	28484800	19775637	6883814	666046.85	475939.32	NaN
K02954	364820.08	446218	NaN	NaN	NaN	NaN	141.86	3778.6	605411.8
K02953	NaN	NaN	26346705	26554110	22340010	6543614	454682.55	297260.71	NaN
K02952	3237612	1127490	NaN	NaN	NaN	158900	19638.15	NaN	264377.3
K02951	NaN	NaN	20097077	30782609	51970368	10839344	1135512.4	NaN	NaN
K02950	NaN	334428	NaN	NaN	NaN	NaN	NaN	10947.3	260828.03
K02958	NaN	NaN	55923434	51462504	17390255	5514954	408562.7	329172.13	NaN
K02982	4056040.7	1966753	NaN	NaN	NaN	NaN	NaN	NaN	870502.51
K02986	3712381.6	1619160	NaN	NaN	NaN	NaN	NaN	NaN	451889.55
K02994	792398.1	604370	NaN	NaN	NaN	NaN	NaN	NaN	139330.8
K02965	1120559.1	649796	NaN	NaN	NaN	NaN	10480.22	NaN	280355.83
K02972	NaN	237690	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02909	136570	210840	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02914	NaN	489578	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02932	NaN	NaN	74287125	81326322	1.0056928e+08	17075072	286998.08	NaN	NaN
sce_YHR193C	NaN	NaN	24611650	39463200	NaN	NaN	NaN	NaN	NaN
K03231	NaN	NaN	5.4122593e+08	3.5702062e+08	5.1094828e+08	2760571	921475.45	371021.35	NaN
eco_b0953	NaN	1213100	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02358	34542977	13729100	2646400	7334663	17563800	8021970	253983.45	299882.67	4182268.4
K01527	NaN	NaN	6967800	18620350	58247000	14693000	NaN	NaN	NaN
K03263	NaN	NaN	39883809	24118654	46119372	14633316	82797.792	253436.3	NaN
K03254	NaN	NaN	NaN	NaN	23786931	6847001	66336.9	496332.06	NaN
K03252	NaN	NaN	NaN	NaN	36883836	6356340	67498.445	282392.11	NaN
K03250	NaN	NaN	NaN	NaN	16747611	4318080	56401.695	92887.29	NaN
K03258	NaN	NaN	4063956	465648	24305648	6061358	NaN	104830.55	NaN
K02519	1761603.7	974550	NaN	NaN	NaN	NaN	2768.85	NaN	694823.14
K02520	790346.88	328176	NaN	NaN	NaN	NaN	NaN	NaN	114665.38
K03232	NaN	NaN	66193712	59953088	25364253	15861684	NaN	384578.3	NaN
K03233	NaN	NaN	73547887	54309609	NaN	NaN	NaN	558015.27	NaN
K03234	NaN	NaN	2.7094044e+08	2.0813819e+08	1.2927846e+08	43774654	1646620.9	1822271.1	NaN
K03235	NaN	NaN	1.7281436e+08	73856736	2.7291546e+08	68528888	NaN	NaN	NaN
K02357	4271619	1711018	NaN	NaN	NaN	NaN	NaN	NaN	1151139.1
K02355	17334719	5657344	NaN	7232589	NaN	NaN	62971.992	NaN	1416768.6
K03265	NaN	NaN	NaN	NaN	6546211	5364287	45980.662	118639.16	NaN
K02835	NaN	NaN	NaN	NaN	NaN	NaN	2254.324	NaN	21757.285
K02838	783959.7	559810	NaN	NaN	NaN	NaN	64985.25	NaN	333830.01
K02518	NaN	140040	NaN	NaN	NaN	NaN	NaN	NaN	23931.6
K02356	449718.56	467570	NaN	NaN	NaN	NaN	NaN	NaN	55060.093
K02836	446520.28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02837	NaN	168036	NaN	NaN	NaN	NaN	NaN	NaN	NaN
eco_b4155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01890	1266840.4	346620	15227835	10551730	29954236	9226400	17621.1	39583.25	411153.71
K04567	1073897.7	883245	19645431	21401883	39879732	8276726	140988.43	138410.57	59179.968
K01866	738633.44	255248	11295050	2040156	22049655	4380075	35343.7	118589.28	93069.522
K01867	436037	307948	NaN	NaN	5433336	2313768	27398.958	108437.14	110562.41
K01868	527845.98	464808	24017214	17922078	31278954	13419224	103381.95	272445.09	159977.76
K01869	979307.8	1085320	14392360	25297006	43681463	12514908	39360.3	63629.983	412932.11
K01870	740541.62	1020544	26119280	8226528	36046556	18455076	31880.114	195095.15	66864.876
K01873	1064492.3	450774	25944000	36078720	32111712	11015856	33560.1	148587.18	84645.47
K01872	1445636.5	886512	9309010	20067945	16191825	13036725	96261.736	404688.26	42789.33
K01875	461983.4	584800	31631292	26965554	18951100	4623500	62182.288	128494.69	133584.23
K01874	724904.52	479993	5046720	3560491	28170592	8721249	27401.164	101597.8	130278.82
K01876	988450.6	732190	26655235	5072028	20685572	8999140	49381.5	310669.49	297364.57
K02434	NaN	NaN	NaN	NaN	129850	NaN	13914.45	2491.65	274608.67
K02435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1969.1	177873.85
K02433	NaN	NaN	NaN	NaN	NaN	NaN	2447.2	5487.65	166627.76
eco_b0144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01880	NaN	NaN	25825320	14921940	20206368	7521024	38268.3	177318.58	NaN
K01881	1922898.1	954096	8123500	897750	61490178	22112002	73183.851	7044.498	251137.51
K01883	NaN	130463	NaN	NaN	3979500	1071700	26014.1	80877.697	43632.288
K01885	1195821.9	541179	21666924	20523504	8191750	4982250	64425.747	1462.65	357347.07
K01886	641576.32	483642	2696397	551738	12916200	6788320	12160	80327.722	NaN
K01887	327712.92	220991	2735425	NaN	19912914	8045544	16112.95	65769.13	21012.32
K01889	660432.09	154344	3296711	NaN	20788460	6318088	32088	47481.198	88530.464
K01893	2044891.9	796860	18229370	18085884	38078160	8031840	204355.8	245585.11	50212.47
K01892	174777.04	303584	2087358	5754840	12280850	6015075	6381.9	NaN	NaN
K09698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01878	1263185.8	317544	NaN	NaN	NaN	NaN	NaN	NaN	20812.792
K01879	1075480.8	948064	NaN	NaN	NaN	NaN	NaN	NaN	95019.532
K14164	NaN	NaN	NaN	NaN	NaN	NaN	7247.064	NaN	NaN
K03341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	292.6	NaN
K00604	NaN	92925	610322	NaN	NaN	NaN	399.02	NaN	3698.64
K14301	NaN	NaN	NaN	NaN	1994685	1439900	2524.55	36579.348	NaN
K14300	NaN	NaN	NaN	NaN	1892400	429600	3147.9	41463.6	NaN
K14302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4262.65	NaN
K14305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12758.2	NaN
K14304	NaN	NaN	NaN	NaN	3213897	1530022	2012.5	30886.316	NaN
K14307	NaN	NaN	NaN	NaN	1026999	3098175	2428.65	12861.576	NaN
K14306	NaN	NaN	NaN	NaN	21784680	9296784	3356.5	78508.046	NaN
K14309	NaN	NaN	1023580	2432261	3017716	333136	5637.45	15313.9	NaN
K14308	NaN	NaN	NaN	NaN	NaN	NaN	3698.1	12607	NaN
K12875	NaN	NaN	NaN	NaN	NaN	NaN	38638.6	90804.625	NaN
K12877	NaN	NaN	NaN	NaN	441000	940800	51757.65	9024.036	NaN
K12879	NaN	NaN	2416261	2288501	1787030	2378705	1056.65	56589.888	NaN
K12878	NaN	NaN	NaN	NaN	609700	613200	4750.9	35378.769	NaN
K03240	NaN	NaN	NaN	3799944	6752592	2921688	22263.15	6916	NaN
K03241	NaN	NaN	NaN	NaN	5624240	1015386	51534	18397.05	NaN
K03242	NaN	NaN	1294312	NaN	19382136	5750583	28499.1	NaN	NaN
K03243	NaN	NaN	NaN	NaN	5619250	1671950	57211.7	179323.14	NaN
K03245	NaN	NaN	NaN	NaN	812000	1628200	178061.45	123786.25	NaN
K03246	NaN	NaN	2138561	NaN	18209012	7604512	100081.1	329842.24	NaN
K03247	NaN	NaN	NaN	NaN	16594200	2820300	62042.711	138671.6	NaN
K03248	NaN	NaN	NaN	NaN	6145282	3384524	29840.165	115214.75	NaN
K03249	NaN	NaN	NaN	NaN	13408500	5176150	31708.815	74886.35	NaN
K14289	NaN	NaN	2834784	NaN	583100	201950	5207.643	14739.357	NaN
K14322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21546	NaN
K14321	NaN	NaN	NaN	NaN	NaN	NaN	1957.9	6677.3	NaN
K14320	NaN	NaN	NaN	NaN	NaN	NaN	7609	5089.7	NaN
K14327	NaN	NaN	253737	NaN	1385141	NaN	7928.2	11028.767	NaN
K14325	NaN	NaN	NaN	NaN	NaN	NaN	25681.475	41075.474	NaN
K14324	NaN	NaN	NaN	NaN	746550	NaN	4212.081	1110	NaN
K03259	NaN	NaN	NaN	NaN	3952372	3117727	46534.25	161625.07	NaN
K03257	NaN	NaN	41636950	9415220	54226900	18751950	227051.4	580710.91	NaN
K03253	NaN	NaN	NaN	NaN	17467100	4723250	89745.6	213607.44	NaN
K03251	NaN	NaN	NaN	NaN	17487077	5205212	69239.8	171630.13	NaN
K05019	NaN	NaN	NaN	NaN	749000	1517250	63090.3	30346.39	NaN
K14004	NaN	NaN	NaN	NaN	14544552	9695776	37998.45	77768.192	NaN
K13114	NaN	NaN	NaN	NaN	NaN	NaN	26285.35	11703.3	NaN
K12880	NaN	NaN	NaN	NaN	304850	NaN	1417.5	6780.16	NaN
K12881	NaN	NaN	NaN	268314	5634078	5589144	145348	360714.85	NaN
K12882	NaN	NaN	NaN	NaN	2502500	796250	24133.232	51926.5	NaN
K12883	NaN	NaN	NaN	NaN	305900	1219400	23274.177	5606.678	NaN
K13129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16845.85	NaN
K03239	NaN	NaN	NaN	NaN	2906750	529200	4759.65	7202.65	NaN
K03237	NaN	NaN	NaN	NaN	15216440	5008614	74797.1	269377.5	NaN
K03236	NaN	NaN	NaN	NaN	1466292	1427100	105097.65	49019.672	NaN
K15516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91484.4	NaN
K13137	NaN	NaN	NaN	NaN	NaN	NaN	15768.55	13490.312	NaN
K13130	NaN	NaN	NaN	NaN	NaN	NaN	210.7	2347.8	NaN
K03754	NaN	NaN	NaN	NaN	3977400	1278200	20035.4	17355.8	NaN
K03680	NaN	NaN	NaN	NaN	4460040	1727388	4710.3	30083.9	NaN
K03113	NaN	NaN	1927044	358236	2093890	3359490	11872	516747.7	NaN
K07205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63170.1	NaN
K13151	NaN	NaN	NaN	NaN	NaN	NaN	4372.9	3059	NaN
K14298	NaN	NaN	NaN	NaN	9062820	6392763	11355.05	30237.84	NaN
K14299	NaN	NaN	NaN	NaN	1452850	1588650	252	24909.564	NaN
K14297	NaN	NaN	NaN	NaN	9395232	7673232	27064.45	74346.72	NaN
K14295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57112.65	NaN
K14293	NaN	NaN	NaN	NaN	12379458	3774624	10854.2	86096.296	NaN
K05749	NaN	NaN	NaN	NaN	NaN	NaN	1609.3	18882.5	NaN
K13171	NaN	NaN	NaN	NaN	207550	628250	29305.85	17588.898	NaN
K13176	NaN	NaN	NaN	NaN	327950	1545600	1732.15	5962.176	NaN
K13175	NaN	NaN	NaN	NaN	NaN	NaN	4044.95	15718.85	NaN
K13174	NaN	NaN	NaN	NaN	NaN	NaN	2557.8	6458.144	NaN
K14292	NaN	NaN	NaN	NaN	213161	NaN	64.4	NaN	NaN
K14312	NaN	NaN	NaN	NaN	3385550	1781500	36734.688	39436.215	NaN
K14313	NaN	NaN	NaN	NaN	NaN	NaN	14902.3	13428.8	NaN
K14310	NaN	NaN	4276503	6474501	4029340	1489840	3318	11102	NaN
K14316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2531.55	NaN
K14314	NaN	NaN	NaN	NaN	NaN	NaN	2307.2	69974.56	NaN
K14315	NaN	NaN	NaN	NaN	4524660	435330	NaN	2151.8	NaN
K14318	NaN	NaN	NaN	NaN	1852200	492450	1335.25	38780.586	NaN
K14319	NaN	NaN	NaN	NaN	5205678	1900548	43717.8	78464.592	NaN
K00974	NaN	13596	NaN	246792	217700	778750	NaN	3724.35	NaN
K13025	NaN	NaN	NaN	NaN	2839900	2191700	37264.15	58218.888	NaN
K03262	NaN	NaN	NaN	658935	2966250	1080100	13286.35	78392.8	NaN
K03260	NaN	NaN	156450	88200	35068733	9293557	136040.31	417996.58	NaN
K14523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14530	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00784	NaN	NaN	2580202	NaN	2827922	1300340	10454.556	33472.668	NaN
K07936	NaN	NaN	7489143	8806209	32520313	7919399	430516.37	367116.62	NaN
K14288	NaN	NaN	NaN	NaN	1438000	913000	521.664	NaN	NaN
K14291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4104.072	NaN
K02516	NaN	NaN	NaN	NaN	6983165	4388335	7249.464	15646.5	NaN
K14294	NaN	NaN	NaN	NaN	NaN	NaN	1218.492	17006.913	NaN
K09291	NaN	NaN	4221519	318750	7443056	2188695	111589.51	519094.73	NaN
K14296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14303	NaN	NaN	NaN	NaN	1623483	NaN	4859.424	51538.186	NaN
K14311	NaN	NaN	633865	711650	3497400	4110048	NaN	NaN	NaN
K14317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56386.005	NaN
K12172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	536407.41	NaN
K10577	NaN	NaN	NaN	NaN	777510	1298784	2975.84	42928.092	NaN
K12160	NaN	NaN	NaN	NaN	3427515	3264417	302950.66	100427.67	NaN
K13131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6390.048	NaN
K13132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72612.312	NaN
K14323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12255.504	NaN
K14284	NaN	NaN	NaN	NaN	883048	762852	NaN	35956.032	NaN
K14285	NaN	NaN	NaN	NaN	NaN	1655150	1972.252	7020.804	NaN
K14326	NaN	NaN	9610958	NaN	3215212	NaN	5517.4	36220.1	NaN
K14328	NaN	NaN	NaN	NaN	NaN	NaN	15403.784	15801.072	NaN
K15541	NaN	NaN	NaN	NaN	334950	339850	NaN	NaN	NaN
K15542	NaN	NaN	NaN	NaN	170450	NaN	742.35	7254.8	NaN
K15543	NaN	NaN	199500	NaN	NaN	NaN	NaN	NaN	NaN
K15544	NaN	NaN	NaN	NaN	536900	787500	NaN	36269.1	NaN
K06100	NaN	NaN	NaN	NaN	343700	868700	6636.35	6931.05	NaN
K13917	NaN	NaN	NaN	NaN	NaN	NaN	1342.95	3366.3	NaN
K06965	NaN	NaN	NaN	NaN	1094800	NaN	248.85	3447.85	NaN
K14398	NaN	NaN	NaN	NaN	NaN	NaN	3624.6	61745.6	NaN
K14399	NaN	NaN	NaN	NaN	1303400	1161650	1320.55	3185	NaN
K14396	NaN	NaN	NaN	NaN	2040500	2557450	56744.45	109476.15	NaN
K14397	NaN	NaN	NaN	NaN	NaN	NaN	1697.5	47110.7	NaN
K11583	NaN	NaN	NaN	NaN	NaN	NaN	12607.03	NaN	NaN
K11584	NaN	NaN	NaN	NaN	2180971	756700	4526.9	60383.884	NaN
K06269	NaN	NaN	NaN	NaN	12442986	4771926	25698.385	144617.17	NaN
K14376	NaN	NaN	748300	1803200	1427300	1338050	1205.75	25877.95	NaN
K14409	NaN	NaN	NaN	NaN	NaN	NaN	1007.3	NaN	NaN
K14406	NaN	NaN	NaN	NaN	NaN	NaN	175.7	11863.25	NaN
K14407	NaN	NaN	NaN	NaN	1680700	908250	3742.2	53778.9	NaN
K14404	NaN	NaN	NaN	NaN	NaN	3192000	2471	11436.25	NaN
K14405	NaN	NaN	NaN	NaN	1940400	NaN	NaN	10889.9	NaN
K14402	NaN	NaN	NaN	109200	954100	1563450	2060.45	13369.65	NaN
K14403	NaN	NaN	NaN	NaN	846300	99050	4917.5	9033.85	NaN
K14400	NaN	NaN	NaN	NaN	936950	554050	854	NaN	NaN
K14401	NaN	NaN	NaN	2759400	628600	361550	5666.15	7402.5	NaN
K00565	NaN	NaN	NaN	NaN	1280280	210184	5849.55	5217.94	NaN
K14408	NaN	NaN	NaN	NaN	1707300	1116150	122.85	NaN	NaN
K14962	NaN	NaN	NaN	NaN	641900	1077650	7214.2	36472.45	NaN
K14416	NaN	NaN	NaN	NaN	NaN	NaN	780.5	16820.65	NaN
K14411	NaN	NaN	NaN	NaN	1710450	1868300	40021.1	271539.1	NaN
K03267	NaN	NaN	3122230	3579125	18394667	5888824	28983.15	172119.14	NaN
K08873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5750.566	NaN
K11125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24708.761	NaN
K11124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3123.159	NaN
K04382	NaN	NaN	NaN	NaN	8843918	5109560	35730.618	94857.747	NaN
K03456	NaN	NaN	NaN	NaN	10579030	7472355	108133.15	230561.5	NaN
K04354	NaN	NaN	NaN	NaN	4136644	2374882	27665.75	54964.351	NaN
K14543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14546	NaN	NaN	NaN	599200	1952300	2437400	39764.55	28952	NaN
K14545	NaN	NaN	NaN	NaN	256550	NaN	20525.4	4972.45	NaN
K14544	NaN	NaN	NaN	NaN	1778700	297150	1128.05	8131.55	NaN
K07178	NaN	NaN	904596	NaN	226450	NaN	1120	2727.55	NaN
K07179	NaN	NaN	NaN	NaN	2966250	1561000	419.65	3401.65	NaN
K14549	NaN	NaN	NaN	NaN	1160950	1117550	2091.25	9299.5	NaN
