Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
-Not Mapped	-Folding, Sorting and Degradation	0.1798	1.671	2.309	3.869	5.121	7.165	14.69	6.327	8.746
TOTAL	-DNA Maintenance	50.09	34.43	469.6	251.8	160	93.17	166.9	102.4	270.4
MAPPED	-DNA Maintenance	49.31	30.85	450.3	242	125.8	61.32	86.05	65.67	198.1
Genetic Information Processing	-DNA Maintenance	25.75	12.09	185.5	85.36	46.12	18.31	32.43	30.2	49.93
-Transcription	-DNA Maintenance	0.9227	1.023	0.9827	0.6098	0.753	0.5488	1.809	1.124	0.08753
-Translation	-DNA Maintenance	20.11	8.083	162.7	81.51	37.57	12.36	23.93	23.45	41.27
-Folding, Sorting and Degradation	-DNA Maintenance	3.952	2.111	7.767	2.735	6.635	4.092	4.896	5.28	7.229
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	0.06525	0.3963	1.279	0.8731	0.6661	0.436	0.4297	0.9063	4.919
-Signal Transduction	-DNA Maintenance	0.06525	0.3934	1.279	0.8731	0.4385	0.1914	0.3112	0.4698	4.919
-Signaling Molecules and Interaction	-DNA Maintenance	0	0.002804	0	0	0.3736	0.2445	0.1777	0.3887	0
Cellular Processes	-DNA Maintenance	0.4607	0.504	5.118	3.869	2.302	1.905	1.85	3.888	0.5709
-Hemoglobin	-DNA Maintenance	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0	0	0.6332	0.8816	0.8065	0.66	1.469	1.695	0
-Cytoskeleton	-DNA Maintenance	0.1326	0.1321	0	0.00517	0.4115	0.2774	0.2019	0.8433	0.3816
-Cell Motility	-DNA Maintenance	0.06522	0.3081	0	0	0	0	0	0	0.185
-Cell Growth and Death	-DNA Maintenance	0.2489	0.04922	2.573	0.7233	0.2234	0.1439	0.07269	0.4915	0.008986
-Cell Communication	-DNA Maintenance	0	0	0.0009878	0.05986	0.1624	0.1065	0.02599	0.2851	0
Metabolism	-DNA Maintenance	22.46	17.21	176.5	120.2	47.82	25.63	26.73	16.31	49.01
-Membrane Transport	-DNA Maintenance	1.343	3.375	0.01362	0	0.1119	0.08803	0.08453	0.07977	4.56
-Central Carbon Metabolism	-DNA Maintenance	4.096	3.867	92.37	46.53	11.16	6.239	6.458	3.701	5.493
-Energy Metabolism	-DNA Maintenance	1.237	0.9745	17.93	12.68	3.267	2.048	4.861	1.241	7.515
-Biosynthesis	-DNA Maintenance	9.449	3.815	25.78	27.37	17	7.781	5.631	3.662	10.95
-Other Enzymes	-DNA Maintenance	6.336	5.286	36.93	33.48	18.11	9.383	7.948	7.242	16.07
Organismal Systems	-DNA Maintenance	0	0.0147	2.629	1.936	1.036	1.029	1.814	1.922	0.06533
-Immune System	-DNA Maintenance	0	0	0.09083	0.04444	0.3994	0.3275	0.06632	0.3473	0
-Endocrine System	-DNA Maintenance	0	0.01359	0.07055	0.03347	0.1848	0.1433	0.2509	0.2791	0
-Circulatory System	-DNA Maintenance	0	0	0	0	0.1086	0.1159	0.02172	0.1932	0
-Digestive System	-DNA Maintenance	0	0	0	0	0.0224	0.03548	0.0004558	0.1963	0
-Excretory System	-DNA Maintenance	0	0	0.04856	0.01975	0.1218	0.1635	0.1293	0.3578	0
-Nervous System	-DNA Maintenance	0	0	0.01247	0	0.001801	0.004051	0.002009	0.142	0
-Sensory System	-DNA Maintenance	0	0	0	0	0	0	0	0.02404	0
-Development	-DNA Maintenance	0	0	0	0	0	0	0	0.02571	0
-Environmental Adaptation	-DNA Maintenance	0	0	0	0	0	0	0.5851	0.003248	0
Human Diseases	-DNA Maintenance	0.8213	0.3765	33.77	15.96	7.904	5.185	5.994	6.061	1.168
-Cancers	-DNA Maintenance	0	0.002975	0.02859	0.02266	0.04938	0.07359	0.09511	0.2704	0
-Immune System Diseases	-DNA Maintenance	0	3.144e-08	0.4376	0.8525	0.3662	0.4866	0.7935	0.2458	0
-Neurodegenerative Diseases	-DNA Maintenance	0.7911	0.1943	26.99	13.27	3.549	2.294	3.924	2.618	0.06712
-Cardiovascular Diseases	-DNA Maintenance	0	0	0	0	0	0	0	0.4488	0
-Metabolic Diseases	-DNA Maintenance	0	0	2.695	1.307	0.5333	0.3013	0.01512	0.02655	0
-Infectious Diseases	-DNA Maintenance	0.2623	0.1025	2.683	0.9466	2.64	1.79	1.041	1.619	0.6993
Not Mapped	-DNA Maintenance	0.7785	3.583	19.32	9.866	34.21	31.85	80.89	36.71	72.33
-Not Mapped	-DNA Maintenance	0.7785	3.583	19.32	9.866	34.21	31.85	80.89	36.71	72.33
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	NaN	Inf	NaN	Inf	Inf	Inf	Inf	Inf	NaN
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Cytoskeleton	-RNA Family	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	Inf
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	NaN
Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Endocrine System	-RNA Family	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	NaN
-Digestive System	-RNA Family	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Nervous System	-RNA Family	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Sensory System	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN
-Development	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN
-Environmental Adaptation	-RNA Family	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	NaN
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN
-Metabolic Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	782.6	88.82	364	222.1	163.5	183.1	310.2	100.5	53.29
MAPPED	Environmental Information Processing	770.4	79.57	349	213.4	128.5	120.5	159.9	64.45	39.04
Genetic Information Processing	Environmental Information Processing	414.5	31.92	135	71.85	47.52	35.87	59.73	30.21	9.968
-Transcription	Environmental Information Processing	11.78	2.765	1.023	0.5338	0.9243	1.233	3.331	1.193	0.01779
-Translation	Environmental Information Processing	313.7	20.69	126.1	68.75	38.41	24.43	45.54	22.95	8.161
-Folding, Sorting and Degradation	Environmental Information Processing	66.84	5.383	7.034	2.388	6.989	8.883	9.054	5.834	1.479
-DNA Maintenance	Environmental Information Processing	10.37	2.507	0.7432	0.8819	1.012	2.07	1.842	1.042	0.1987
-RNA Family	Environmental Information Processing	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	1	0.9928	1	0.9785	0.4152	0.4391	0.4869	0.4909	1
-Signaling Molecules and Interaction	Environmental Information Processing	0	0.007126	0	0	0.4141	0.5487	0.3625	0.4365	0
Cellular Processes	Environmental Information Processing	6.812	1.228	5.957	3.57	2.121	3.447	2.933	3.868	0.1348
-Hemoglobin	Environmental Information Processing	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0	0	0.4142	0.6611	0.9189	1.507	1.925	1.498	0
-Cytoskeleton	Environmental Information Processing	2.072	0.3407	0	0.004515	0.5377	0.6663	0.316	0.8422	0.07521
-Cell Motility	Environmental Information Processing	0.9218	0.7314	0	0	0	0	0	0	0.05713
-Cell Growth and Death	Environmental Information Processing	3.518	0.1205	1.506	0.491	0.3269	0.3051	0.1428	0.3793	0.001524
-Cell Communication	Environmental Information Processing	0	0	0.0007272	0.01811	0.2323	0.222	0.0289	0.3268	0
Metabolism	Environmental Information Processing	327.5	44.34	140	94.89	51.49	52.01	50.57	16.63	9.591
-Membrane Transport	Environmental Information Processing	16.02	8.257	0.01065	0	0.1306	0.1892	0.1313	0.07291	0.906
-Central Carbon Metabolism	Environmental Information Processing	53.99	9.115	67.67	37.1	11.76	12.72	12.44	3.474	1.189
-Energy Metabolism	Environmental Information Processing	13.64	2.437	29.89	18.33	4.905	4.258	7.235	1.152	1.716
-Biosynthesis	Environmental Information Processing	127.3	9.389	20.16	23.9	17.2	15.75	11.84	4.019	2.266
-Other Enzymes	Environmental Information Processing	98.66	14.12	34.78	27.63	20.3	19.44	15.95	7.508	3.289
Organismal Systems	Environmental Information Processing	0	0.03645	2.118	0.9786	1.348	2.085	3.205	2.152	0.01883
-Immune System	Environmental Information Processing	0	0	0.1681	0.2579	0.3607	0.5133	0.1581	0.3618	0
-Endocrine System	Environmental Information Processing	0	0.03636	0.05778	0.02877	0.2433	0.3276	0.1956	0.3221	0
-Circulatory System	Environmental Information Processing	0	0	0	0	0.1233	0.4932	0.02087	0.2141	0
-Digestive System	Environmental Information Processing	0	0	0	0	0.02288	0.08138	0.0005069	0.1742	0
-Excretory System	Environmental Information Processing	0	0	0.03726	0.01583	0.1704	0.4313	0.3354	0.3547	0
-Nervous System	Environmental Information Processing	0	0	0.008074	0	0.003434	0.0144	0.004773	0.1244	0
-Sensory System	Environmental Information Processing	0	0	0	0	0	0	0	0.03156	0
-Development	Environmental Information Processing	0	0	0	0	0	0	0	0.0192	0
-Environmental Adaptation	Environmental Information Processing	0	0	0	0	0	0	1.126	0.003584	0
Human Diseases	Environmental Information Processing	9.314	0.8868	23.36	15.83	7.998	9.442	9.859	4.929	0.6446
-Cancers	Environmental Information Processing	0	0.007673	0.01874	0.005744	0.04194	0.1576	0.1365	0.2602	0
-Immune System Diseases	Environmental Information Processing	0	7.716e-08	0.3824	0.7957	0.5102	1.286	1.089	0.2181	0
-Neurodegenerative Diseases	Environmental Information Processing	6.769	0.4579	2.214	4.542	4.057	4.562	5.397	2.519	0.04818
-Cardiovascular Diseases	Environmental Information Processing	0	0	0	0	0	0	0	0.4676	0
-Metabolic Diseases	Environmental Information Processing	0	0	0.9082	1.168	0.8273	0.8541	0.04261	0.03477	0
-Infectious Diseases	Environmental Information Processing	1.905	0.2339	2.065	1.086	2.671	2.658	1.252	1.78	0.3034
Not Mapped	Environmental Information Processing	12.16	9.242	14.97	8.7	34.95	62.6	150.3	36.03	14.25
-Not Mapped	Environmental Information Processing	12.16	9.242	14.97	8.7	34.95	62.6	150.3	36.03	14.25
TOTAL	-Signal Transduction	782.6	89.44	364	222.1	424	443	469.5	223.2	53.29
MAPPED	-Signal Transduction	770.4	80.13	349	213.4	333.3	291.5	242	143.2	39.04
Genetic Information Processing	-Signal Transduction	414.5	32.15	135	71.85	124.9	87.28	95.26	69.06	9.968
-Transcription	-Signal Transduction	11.78	2.785	1.046	0.5338	1.577	2.721	5.122	2.283	0.01779
-Translation	-Signal Transduction	313.7	20.83	126.1	68.75	103.2	58.52	71.75	50.83	8.161
-Folding, Sorting and Degradation	-Signal Transduction	66.84	5.419	7.034	2.388	17.84	20.14	16.19	12.11	1.479
-DNA Maintenance	-Signal Transduction	10.37	2.525	0.7538	0.8819	2.206	5.207	3.131	1.629	0.1987
-RNA Family	-Signal Transduction	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Signal Transduction	1	1.007	1	1	1.707	2.216	1.569	1.775	1
-Signal Transduction	-Signal Transduction	1	1	1	1	1	1	1	1	1
-Signaling Molecules and Interaction	-Signal Transduction	0	0.007177	0	0	0.7066	1.216	0.5687	0.7746	0
Cellular Processes	-Signal Transduction	6.812	1.237	5.957	3.57	5.011	8.74	5.064	7.869	0.1348
-Hemoglobin	-Signal Transduction	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Signal Transduction	0	0	0.4789	0.6854	1.999	2.79	4.022	2.766	0
-Cytoskeleton	-Signal Transduction	2.072	0.3431	0	0.004515	0.9434	1.293	0.3521	1.412	0.07521
-Cell Motility	-Signal Transduction	0.9218	0.7361	0	0	0	0	0	0	0.05713
-Cell Growth and Death	-Signal Transduction	3.518	0.1213	2.016	0.617	0.4839	0.6809	0.2932	0.781	0.001524
-Cell Communication	-Signal Transduction	0	0	0.0007272	0.0213	0.6944	0.9428	0.0322	0.6883	0
Metabolism	-Signal Transduction	327.5	44.65	150.9	106	129.3	124.7	76.63	33.43	9.591
-Membrane Transport	-Signal Transduction	16.02	8.318	0.01065	0	0.2969	0.4805	0.2685	0.1643	0.906
-Central Carbon Metabolism	-Signal Transduction	53.99	9.182	73.56	40.18	24.47	32.29	24.1	8.145	1.189
-Energy Metabolism	-Signal Transduction	13.64	2.451	29.89	18.33	9.986	9.063	12.47	2.207	1.716
-Biosynthesis	-Signal Transduction	127.3	9.458	20.16	23.98	44.5	37.03	21.02	7.039	2.266
-Other Enzymes	-Signal Transduction	98.66	14.23	41.12	29.52	41.3	46.31	23.77	14.2	3.289
Organismal Systems	-Signal Transduction	0	0.03672	2.118	0.9786	3.055	4.767	5.551	4.266	0.01883
-Immune System	-Signal Transduction	0	0	0.1681	0.4429	1.095	1.089	0.481	0.9412	0
-Endocrine System	-Signal Transduction	0	0.03657	0.05778	0.02922	0.3543	0.6867	0.4017	0.5386	0
-Circulatory System	-Signal Transduction	0	0	0	0	0.1706	0.8398	0.06979	0.315	0
-Digestive System	-Signal Transduction	0	0	0	0	0.03904	0.1853	0.0007048	0.3197	0
-Excretory System	-Signal Transduction	0	0	0.03726	0.01725	0.3068	1.061	0.4616	0.6948	0
-Nervous System	-Signal Transduction	0	0	0.008074	0	0.004107	0.03292	0.01009	0.289	0
-Sensory System	-Signal Transduction	0	0	0	0	0	0	0	0.103	0
-Development	-Signal Transduction	0	0	0	0	0	0	0	0.04075	0
-Environmental Adaptation	-Signal Transduction	0	0	0	0	0	0	1.758	0.005292	0
Human Diseases	-Signal Transduction	9.314	0.8918	25.46	18.29	14.99	24.18	19.98	10.79	0.6446
-Cancers	-Signal Transduction	0	0.007726	0.01874	0.005744	0.1243	0.3844	0.178	0.4617	0
-Immune System Diseases	-Signal Transduction	0	7.771e-08	0.3879	0.9357	0.8973	2.547	2.237	0.501	0
-Neurodegenerative Diseases	-Signal Transduction	7.092	0.4605	9.203	10.3	7.153	11.57	13.17	6.096	0.04818
-Cardiovascular Diseases	-Signal Transduction	0	0	0	0	0	0	0	0.8865	0
-Metabolic Diseases	-Signal Transduction	0	0	0.9082	1.168	1.408	2.066	0.06684	0.07082	0
-Infectious Diseases	-Signal Transduction	1.996	0.2381	4.022	2.403	5.538	6.347	2.83	2.806	0.3034
Not Mapped	-Signal Transduction	12.16	9.307	14.97	8.7	90.64	151.4	227.5	80.05	14.25
-Not Mapped	-Signal Transduction	12.16	9.307	14.97	8.7	90.64	151.4	227.5	80.05	14.25
TOTAL	-Signaling Molecules and Interaction	Inf	12830	Inf	113300	391	308.2	769.8	249	Inf
MAPPED	-Signaling Molecules and Interaction	Inf	11490	Inf	108900	307.4	202.8	396.8	159.7	Inf
Genetic Information Processing	-Signaling Molecules and Interaction	Inf	4572	Inf	38410	112.7	60.33	151.7	76.39	Inf
-Transcription	-Signaling Molecules and Interaction	Inf	388.1	Inf	300.3	2.232	2.267	9.559	2.499	Inf
-Translation	-Signaling Molecules and Interaction	Inf	3003	Inf	36550	92.56	41.03	116.2	57.38	Inf
-Folding, Sorting and Degradation	-Signaling Molecules and Interaction	Inf	798.3	Inf	1107	16.21	14.24	21.45	12.03	Inf
-DNA Maintenance	-Signaling Molecules and Interaction	Inf	344.4	Inf	452.9	2.444	3.679	4.508	1.956	Inf
-RNA Family	-Signaling Molecules and Interaction	NaN	0	NaN	0	0	0	0	0	NaN
Environmental Information Processing	-Signaling Molecules and Interaction	Inf	138.9	Inf	46.44	1.71	1.783	1.949	1.964	Inf
-Signal Transduction	-Signaling Molecules and Interaction	Inf	137.9	Inf	45.44	0.71	0.7829	0.9489	0.9643	Inf
-Signaling Molecules and Interaction	-Signaling Molecules and Interaction	NaN	1	NaN	1	1	1	1	1	NaN
Cellular Processes	-Signaling Molecules and Interaction	Inf	172.4	Inf	1975	5.966	5.77	7.696	9	Inf
-Hemoglobin	-Signaling Molecules and Interaction	NaN	0	NaN	0	0	0	0	0	NaN
-Vesicular Transport	-Signaling Molecules and Interaction	NaN	0	Inf	1664	1.936	2.169	5.804	3.433	NaN
-Cytoskeleton	-Signaling Molecules and Interaction	Inf	49.21	Inf	9.478	1.408	1.298	0.7437	2.25	Inf
-Cell Motility	-Signaling Molecules and Interaction	Inf	102.6	NaN	0	0	0	0	0	Inf
-Cell Growth and Death	-Signaling Molecules and Interaction	Inf	17.13	Inf	308.3	0.6683	0.641	0.2782	0.7331	Inf
-Cell Communication	-Signaling Molecules and Interaction	NaN	0	Inf	875.2	0.3172	0.2903	0.2821	0.8004	NaN
Metabolism	-Signaling Molecules and Interaction	Inf	6413	Inf	56280	116.9	84.45	127.6	38.52	Inf
-Membrane Transport	-Signaling Molecules and Interaction	Inf	1242	Inf	16.34	0.3375	0.3238	0.3532	0.1329	Inf
-Central Carbon Metabolism	-Signaling Molecules and Interaction	Inf	1249	Inf	24690	31.2	20.77	29.05	7.959	Inf
-Energy Metabolism	-Signaling Molecules and Interaction	Inf	336.9	Inf	3848	10.78	7.814	19.66	2.733	Inf
-Biosynthesis	-Signaling Molecules and Interaction	Inf	1338	Inf	11120	41.54	26.01	24.97	6.772	Inf
-Other Enzymes	-Signaling Molecules and Interaction	Inf	1912	Inf	19900	35.81	32.09	48.72	20.07	Inf
Organismal Systems	-Signaling Molecules and Interaction	NaN	5.064	Inf	1045	2.487	4.213	10.2	4.946	Inf
-Immune System	-Signaling Molecules and Interaction	NaN	0	Inf	47.64	1.002	0.9136	0.4793	0.6471	NaN
-Endocrine System	-Signaling Molecules and Interaction	NaN	5.064	Inf	512.5	0.4501	0.6747	1.254	0.6329	Inf
-Circulatory System	-Signaling Molecules and Interaction	NaN	0	NaN	2.604	0.5023	0.9945	0.03073	0.6686	NaN
-Digestive System	-Signaling Molecules and Interaction	NaN	0	NaN	5.288	0.05525	0.1451	0.004948	0.4039	Inf
-Excretory System	-Signaling Molecules and Interaction	NaN	0	Inf	204.4	0.3244	0.9329	0.951	0.6709	NaN
-Nervous System	-Signaling Molecules and Interaction	NaN	0	Inf	297	0.01324	0.02559	0.01952	0.2979	NaN
-Sensory System	-Signaling Molecules and Interaction	NaN	0	NaN	0	0	0	0	0.0455	NaN
-Development	-Signaling Molecules and Interaction	NaN	0	Inf	425.4	0	0	0	0.03632	NaN
-Environmental Adaptation	-Signaling Molecules and Interaction	NaN	0	Inf	11.21	0	0	3.292	0.0111	NaN
Human Diseases	-Signaling Molecules and Interaction	Inf	134.9	Inf	9565	21.03	17.94	28.71	11.86	Inf
-Cancers	-Signaling Molecules and Interaction	NaN	1.108	Inf	47.95	0.1194	0.2119	0.2519	0.6387	Inf
-Immune System Diseases	-Signaling Molecules and Interaction	NaN	1.083e-05	Inf	546.3	1.004	2.459	3.577	0.4001	NaN
-Neurodegenerative Diseases	-Signaling Molecules and Interaction	Inf	27.31	Inf	8110	9.5	7.792	15.25	5.421	Inf
-Cardiovascular Diseases	-Signaling Molecules and Interaction	NaN	0	Inf	0.3212	0	0	0	1.021	NaN
-Metabolic Diseases	-Signaling Molecules and Interaction	Inf	0	Inf	591.9	1.998	1.245	0.1175	0.06829	Inf
-Infectious Diseases	-Signaling Molecules and Interaction	Inf	27.75	Inf	1118	6.451	4.74	2.539	2.891	Inf
Not Mapped	-Signaling Molecules and Interaction	Inf	1335	Inf	4439	83.61	105.4	373	89.3	Inf
-Not Mapped	-Signaling Molecules and Interaction	Inf	1335	Inf	4439	83.61	105.4	373	89.3	Inf
TOTAL	Cellular Processes	101.9	70.64	61.1	68.1	71.14	53.13	91.07	26.02	281.4
MAPPED	Cellular Processes	100.3	63.29	58.59	65.43	55.93	34.96	46.94	16.69	206.1
Genetic Information Processing	Cellular Processes	54.22	25.53	22.66	23.24	20.76	10.19	17.53	7.825	52.83
-Transcription	Cellular Processes	1.908	1.981	0.1904	0.1495	0.3356	0.374	0.978	0.2892	0.1141
-Translation	Cellular Processes	41.01	16.56	21.17	22.29	16.57	7.087	13.37	5.965	43.02
-Folding, Sorting and Degradation	Cellular Processes	9.338	4.366	1.181	0.7221	2.942	2.468	2.735	1.403	8.717
-DNA Maintenance	Cellular Processes	2.034	1.964	0.1527	0.2446	0.4043	0.5011	0.4344	0.2506	1.329
-RNA Family	Cellular Processes	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0.1461	0.7915	0.1431	0.2557	0.3818	0.2497	0.3021	0.2347	5.245
-Signal Transduction	Cellular Processes	0.1461	0.7858	0.1431	0.2557	0.1606	0.114	0.1384	0.121	5.245
-Signaling Molecules and Interaction	Cellular Processes	0	0.005762	0	0	0.1623	0.1706	0.09608	0.1055	0
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1
-Hemoglobin	Cellular Processes	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Cellular Processes	0	0	0.1336	0.3608	0.423	0.4298	0.6738	0.407	0
-Cytoskeleton	Cellular Processes	0.2697	0.271	0	0.001206	0.2206	0.2354	0.1213	0.1838	0.3971
-Cell Motility	Cellular Processes	0.1416	0.6052	0	0	0	0	0	0	0.4289
-Cell Growth and Death	Cellular Processes	0.5403	0.09872	0.3175	0.1728	0.112	0.09453	0.04293	0.09924	0.0175
-Cell Communication	Cellular Processes	0	0	0.0002735	0.01547	0.06565	0.05005	0.01109	0.08448	0
Metabolism	Cellular Processes	45.68	35.32	23.5	32.67	21	14.46	14.97	4.007	50.03
-Membrane Transport	Cellular Processes	2.46	6.468	0.001525	0	0.05719	0.05739	0.04865	0.01999	5.141
-Central Carbon Metabolism	Cellular Processes	7.925	7.231	10.88	12.5	5.065	3.542	3.857	0.8152	7.3
-Energy Metabolism	Cellular Processes	2.653	1.934	2.737	3.026	1.489	1.29	2.158	0.2959	9.989
-Biosynthesis	Cellular Processes	20.01	7.838	4.088	6.695	6.567	4.397	3.245	0.9177	12.9
-Other Enzymes	Cellular Processes	12.88	10.79	5.711	10.08	7.361	5.395	5.232	1.718	19.78
Organismal Systems	Cellular Processes	0	0.0283	0.5549	0.505	0.5418	0.7056	0.9712	0.5368	0.1058
-Immune System	Cellular Processes	0	0	0.01775	0.02413	0.2157	0.1921	0.05915	0.0683	0
-Endocrine System	Cellular Processes	0	0.02788	0.0097	0.008187	0.0707	0.09981	0.09583	0.07316	0
-Circulatory System	Cellular Processes	0	0	0	0	0.04157	0.09574	0.007114	0.04975	0
-Digestive System	Cellular Processes	0	0	0	0	0.008734	0.01862	0.0001945	0.04669	0
-Excretory System	Cellular Processes	0	0	0.01074	0.004448	0.06507	0.1282	0.1287	0.08966	0
-Nervous System	Cellular Processes	0	0	0.001356	0	0.0009594	0.001896	0.001177	0.03592	0
-Sensory System	Cellular Processes	0	0	0	0	0	0	0	0.008711	0
-Development	Cellular Processes	0	0	0	0	0	0	0	0.005178	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0	0	0.3508	0.0008139	0
Human Diseases	Cellular Processes	2.112	0.7662	4.462	5.518	3.054	3.06	2.598	1.267	3.717
-Cancers	Cellular Processes	0	0.006659	0.004032	0.002308	0.02098	0.03863	0.04122	0.06106	0
-Immune System Diseases	Cellular Processes	0	6.239e-08	0.05476	0.3765	0.2167	0.3993	0.4003	0.06321	0
-Neurodegenerative Diseases	Cellular Processes	2.034	0.3564	3.146	4.101	1.542	1.329	1.674	0.5911	0.2322
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0	0.1172	0
-Metabolic Diseases	Cellular Processes	0	0	0.2041	0.2453	0.2377	0.2053	0.006568	0.007894	0
-Infectious Diseases	Cellular Processes	0.5694	0.1737	0.3413	0.5137	0.9656	0.7262	0.3684	0.4056	2.785
Not Mapped	Cellular Processes	1.584	7.35	2.513	2.668	15.21	18.16	44.13	9.331	75.27
-Not Mapped	Cellular Processes	1.584	7.35	2.513	2.668	15.21	18.16	44.13	9.331	75.27
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
