sce_YJR151C	-
K10110	malG
K10111	malK
sce_YGR180C	-
K18326	mdtD
K18324	acrD
K05844	rimK
K05845	osmF
K05846	yehY
K05846	yehW
K05847	yehX
K15548	aaeA
sce_YKL096W	-
K04081	ibpB
K04080	ibpA
K04087	hflC
K04085	tusA
K04084	dsbD
K04088	hflK
K00507	-
K15547	mdtO
spo_SPBC1709.05	-
K03973	pspC
K00982	glnE
K01104	etp
K01104	wzb
K00981	cdsA
K00981	ynbB
K05592	deaD
K02967	rpsB
K05590	srmB
K05591	dbpA
K05596	argP
K05595	marC
K01297	ldcA
K05601	hcp
K02926	rplD
K00216	entA
K01568	-
spo_SPBC530.07c	-
hsa_B8ZZJ2	-
K00219	fadH
K01035	atoA
K01034	atoD
K01740	-
K01744	aspA
K02031	ddpD
K02032	ddpF
K02033	ddpB
K02034	ddpC
K02035	ygiS
K02035	ddpA
K02036	pstB
K02037	pstC
K01585	speA
K01584	adiA
eco_b4155	EpmA
K01586	lysA
K01581	speF
K01581	speC
K01580	GadB
K01580	gadA
K01580	gadB
K01582	cadA
K01582	ldcC
K13497	trpD
K01589	purK
K01588	purE
K18138	acrB
K13654	mcbR
K13655	mqsA
K13301	secM
hsa_Q9C0K3	-
K08348	fdnG
K08349	fdnH
K02456	gspG
hsa_P63313	-
K02106	atoE
K02455	gspF
K02100	araE
K02453	gspD
K02450	gspA
K02451	gspB
sce_YPL058C	-
K02108	atpB
K02108	AtpB
K02109	atpF
K03981	dsbC
K02459	gspJ
K08137	galP
hsa_Q96FU6	-
K01639	nanA
K01638	aceB
K01638	glcB
K01637	aceA
eco_b0329	YahO
K01633	folB
K02058	yphF
K02058	ytfQ
K01631	dgoA
K01630	garL
K00265	gltB
hsa_I3L1U9	-
K14057	abgR
K03522	fixB
K14051	gmr
K03524	birA
K03527	ispH
K03526	ispG
K02852	wecG
K02853	wzyE
K02850	waaY
K02851	wecA
K13014	arnD
K14058	ttcA
K02854	rhaR
K02855	rhaS
K03671	trxA
K03673	dsbA
K03672	trxC
K03675	grxB
K03674	grxA
K03676	grxC
K09761	rsmE
hsa_Q9BYD9	-
K02217	ftnA
K02218	-
K04083	hslO
K04082	hscB
K03299	ygbN
K03299	yjhF
hsa_Q9NZ32	-
K03291	setA
K03291	setB
K03291	setC
K03290	nanT
K03297	emrE
K13479	xdhB
K03073	secE
K03072	secD
K03071	secB
K03070	secA
K03077	ulaF
K03076	secY
K03075	secG
K03074	secF
K03275	waaR
mmu_108124	-
K03277	waaU
K03276	waaJ
K03271	gmhA
K03270	kdsC
K03273	gmhB
K03272	hldE
mpn_MPN452	-
mpn_MPN453	-
K06131	clsA
K06133	acpT
K15545	mlc
K03186	ubiX
K03185	ubiH
K03184	ubiF
K03183	ubiE
K03182	ubiD
