K03040	0.33768329	0.35405768	0.83548015
K03043	0.30571564	0.34240829	0.77949612
K03046	0.29724508	0.31872994	0.76536038
K03060	0.31890109	0.31667918	0.75886609
K04064	0.29543107	0.3500308	0.82637095
K03530	0.24949555	0.31357727	0.76434189
K03924	0.29444301	0.33830225	0.80569756
K05787	0.26111781	0.32402366	0.80525063
K02099	0.25186992	0.31211812	0.78197035
K02854	0.26111247	0.31863437	0.77961332
K02855	0.25186992	0.31211812	0.78197035
K03490	0.26978894	0.29585237	0.78705725
K03755	0.25186992	0.31211812	0.78197035
K04033	0.27336782	0.33895244	0.79749529
K07780	0.2875935	0.31159643	0.83479563
K11920	0.26501166	0.31528631	0.7832959
K13631	0.29543107	0.3500308	0.82637095
K13632	0.28988144	0.32506699	0.78669235
K14063	0.29543107	0.3500308	0.82637095
K10778	0.24995313	0.29450345	0.77041852
K03566	0.25186992	0.31211812	0.78197035
K02521	0.27336782	0.33895244	0.79749529
K03576	0.29198152	0.30794641	0.81853745
K03717	0.29444301	0.33830225	0.80569756
K04761	0.29444301	0.33830225	0.80569756
K05596	0.30626617	0.33096815	0.82220222
K05798	0.29779343	0.31765317	0.81228604
K05817	0.29198152	0.30794641	0.81853745
K07592	0.24995313	0.29450345	0.77041852
K10972	0.26111247	0.31863437	0.77961332
K11921	0.29543107	0.3500308	0.82637095
K13634	0.25941369	0.31179675	0.80453362
K13635	0.29444301	0.33830225	0.80569756
K13636	0.26111247	0.31863437	0.77961332
K14057	0.25941369	0.31179675	0.80453362
K16135	0.26978894	0.29585237	0.78705725
K11534	0.29543107	0.3500308	0.82637095
K02081	0.24949555	0.31357727	0.76434189
K02430	0.286952	0.31326592	0.7766434
K02468	0.25186992	0.31211812	0.78197035
K03477	0.29198152	0.30794641	0.81853745
K02529	0.29444301	0.33830225	0.80569756
K05499	0.26111781	0.32402366	0.80525063
K03435	0.28988144	0.32506699	0.78669235
K03485	0.25186992	0.31211812	0.78197035
K03487	0.2875935	0.31159643	0.83479563
K03604	0.26501166	0.31528631	0.7832959
K06145	0.26978894	0.29585237	0.78705725
K06146	0.25941369	0.31179675	0.80453362
K12113	0.29393203	0.32620652	0.79941727
K16136	0.25941369	0.31179675	0.80453362
K03482	0.25941369	0.31179675	0.80453362
K02043	0.286952	0.31326592	0.7766434
K10711	0.27336782	0.33895244	0.79749529
K11922	0.28988144	0.32506699	0.78669235
K03603	0.27158939	0.29584175	0.740562
K05799	0.29096428	0.32871804	0.83665003
K11474	0.25941369	0.31179675	0.80453362
K13637	0.25186992	0.31211812	0.78197035
K14348	0.25186992	0.31211812	0.78197035
K13654	0.26111247	0.31863437	0.77961332
K15735	0.29198152	0.30794641	0.81853745
K02167	0.26978894	0.29585237	0.78705725
K03577	0.2875935	0.31159643	0.83479563
K05501	0.24949555	0.31357727	0.76434189
K09017	0.25941369	0.31179675	0.80453362
K16137	0.29444301	0.33830225	0.80569756
K16138	0.26111247	0.31863437	0.77961332
K18140	0.29543107	0.3500308	0.82637095
K03718	0.26111247	0.31863437	0.77961332
K03719	0.25186992	0.31211812	0.78197035
K05800	0.26501166	0.31528631	0.7832959
K03556	0.26111247	0.31863437	0.77961332
K04333	0.26501166	0.31528631	0.7832959
K07781	0.24995313	0.29450345	0.77041852
K07782	0.2552024	0.31206137	0.78227028
K03712	0.26501166	0.31528631	0.7832959
K06075	0.29444301	0.33830225	0.80569756
K15974	0.29596381	0.32725152	0.80149303
K11923	0.26978894	0.29585237	0.78705725
K13638	0.29198152	0.30794641	0.81853745
K13639	0.2875935	0.31159643	0.83479563
K03711	0.27158939	0.29584175	0.740562
K09823	0.2875935	0.31159643	0.83479563
K13641	0.28988144	0.32506699	0.78669235
K05818	0.2875935	0.31159643	0.83479563
K10973	0.25186992	0.31211812	0.78197035
K10914	0.28988144	0.32506699	0.78669235
K01420	0.30366695	0.35042357	0.85440773
K16326	0.29444301	0.33830225	0.80569756
