!!SBtab TableType='Proteomaps' Organism='mpn'
!ProteinIdentifier	!Abundance
MPN063	2664.269
MPN141	9921.543
MPN004	1732.592
MPN003	1569.14
MPN665	37446.878
MPN172	392.285
MPN171	1879.699
MPN446	2304.675
MPN595	441.321
MPN309	1765.283
MPN197	3808.434
MPN153	3072.9
MPN079	65.381
MPN078	49.036
MPN077	1013.403
MPN076	4658.385
MPN073	621.118
MPN071	245.178
MPN070	163.452
MPN067	4952.599
MPN066	1307.617
MPN065	343.249
MPN064	2435.436
MPN062	6979.405
MPN061	2321.02
MPN059	196.143
MPN058	179.797
MPN055	539.392
MPN053	12275.253
MPN052	6407.323
MPN051	1013.403
MPN050	3661.327
MPN046	49.036
MPN045	179.797
MPN044	1209.546
MPN036	228.833
MPN034	1144.165
MPN033	212.488
MPN030	735.534
MPN029	2419.091
MPN025	19581.563
MPN024	719.189
MPN023	392.285
MPN022	588.428
MPN020	719.189
MPN019	539.392
MPN018	212.488
MPN017	212.488
MPN015	702.844
MPN007	49.036
MPN006	310.559
MPN005	1307.617
MPN684	1323.962
MPN683	441.321
MPN680	277.869
MPN679	1225.891
MPN678	3023.864
MPN677	1634.521
MPN673	1013.403
MPN671	2942.138
MPN670	882.641
MPN669	147.107
MPN668	1945.08
MPN667	65.381
MPN664	1013.403
MPN663	245.178
MPN662	3269.042
MPN661	196.143
MPN660	817.261
MPN658	424.975
MPN140	3530.566
MPN653	196.143
MPN641	65.381
MPN638	6292.906
MPN636	5737.169
MPN632	114.416
MPN630	277.869
MPN628	1274.926
MPN627	1389.343
MPN625	4560.314
MPN624	277.869
MPN623	98.071
MPN622	2321.02
MPN621	2795.031
MPN620	196.143
MPN619	702.844
MPN618	1160.51
MPN617	130.762
MPN616	3170.971
MPN611	506.702
MPN609	343.249
MPN608	179.797
MPN607	277.869
MPN606	21739.13
MPN574	21052.632
MPN572	21101.667
MPN568	948.022
MPN567	2549.853
MPN566	81.726
MPN563	163.452
MPN562	277.869
MPN561	670.154
MPN560	2419.091
MPN558	261.523
MPN557	375.94
MPN556	3612.292
MPN555	3269.042
MPN554	32.69
MPN553	474.011
MPN552	147.107
MPN551	114.416
MPN549	506.702
MPN548	261.523
MPN547	1242.236
MPN546	1144.165
MPN545	653.808
MPN544	65.381
MPN541	343.249
MPN540	604.773
MPN539	4037.267
MPN538	326.904
MPN533	11686.826
MPN532	1078.784
MPN531	1520.105
MPN530	5034.325
MPN529	555.737
MPN528	1961.425
MPN526	310.559
MPN523	228.833
MPN522	130.762
MPN521	588.428
MPN520	1863.354
MPN134	1699.902
MPN519	98.071
MPN518	1569.14
MPN517	3906.505
MPN515	5982.347
MPN509	147.107
MPN506	147.107
MPN499	261.523
MPN493	114.416
MPN492	245.178
MPN491	1618.176
MPN489	784.57
MPN488	147.107
MPN487	261.523
MPN483	212.488
MPN481	424.975
MPN480	572.082
MPN479	9709.055
MPN478	686.499
MPN476	506.702
MPN475	261.523
MPN474	2778.686
MPN473	179.797
MPN472	604.773
MPN470	7077.476
MPN469	130.762
MPN461	686.499
MPN460	130.762
MPN459	65.381
MPN456	3661.327
MPN454	1454.724
MPN453	6341.942
MPN445	147.107
MPN444	784.57
MPN436	931.677
MPN434	25155.28
MPN126	81.726
MPN125	98.071
MPN124	1176.855
MPN123	228.833
MPN121	4462.243
MPN119	474.011
MPN432	245.178
MPN430	36433.475
MPN428	7829.356
MPN427	2124.877
MPN426	866.296
MPN425	474.011
MPN423	147.107
MPN422	375.94
MPN421	915.332
MPN420	800.915
MPN419	1127.82
MPN416	114.416
MPN415	653.808
MPN408	1144.165
MPN407	147.107
MPN406	343.249
MPN402	228.833
MPN400	277.869
MPN399	114.416
MPN398	98.071
MPN397	441.321
MPN396	1634.521
MPN395	408.63
MPN394	28816.607
MPN393	16165.414
MPN392	4069.958
MPN391	20235.371
MPN390	11457.993
MPN389	8466.819
MPN387	2370.056
MPN386	3301.733
MPN384	2386.401
MPN383	3939.196
MPN381	506.702
MPN380	392.285
MPN379	817.261
MPN378	474.011
MPN376	2631.579
MPN372	3334.423
MPN362	98.071
MPN361	277.869
MPN359	147.107
MPN358	457.666
MPN356	130.762
MPN355	277.869
MPN354	2157.568
MPN353	359.595
MPN349	670.154
MPN342	98.071
MPN339	49.036
MPN338	1683.557
MPN337	392.285
MPN336	114.416
MPN118	506.702
MPN109	277.869
MPN331	3301.733
MPN330	114.416
MPN329	65.381
MPN328	4331.481
MPN327	1209.546
MPN326	98.071
MPN323	1847.009
MPN322	7453.416
MPN319	964.367
MPN317	196.143
MPN316	130.762
MPN315	10836.875
MPN314	13141.55
MPN312	98.071
MPN311	1340.307
MPN310	5279.503
MPN302	997.058
MPN301	964.367
MPN300	245.178
MPN299	1127.82
MPN297	997.058
MPN295	8695.652
MPN294	7682.249
MPN291	277.869
MPN288	245.178
MPN284	1291.272
MPN280	768.225
MPN279	294.214
MPN278	277.869
MPN277	2811.376
MPN276	114.416
MPN275	114.416
MPN273	11000.327
MPN269	277.869
MPN268	751.88
MPN267	5410.265
MPN266	2680.615
MPN265	294.214
MPN264	392.285
MPN263	20676.692
MPN262	359.595
MPN260	228.833
MPN259	408.63
MPN258	2239.294
MPN257	800.915
MPN256	1323.962
MPN255	1667.212
MPN252	800.915
MPN251	392.285
MPN248	114.416
MPN247	1814.318
MPN246	2206.603
MPN245	2762.341
MPN244	98.071
MPN243	1863.354
MPN241	65.381
MPN240	1928.735
MPN239	1193.2
MPN238	2124.877
MPN237	1193.2
MPN236	147.107
MPN233	555.737
MPN232	245.178
MPN231	2092.187
MPN230	506.702
MPN229	2729.65
MPN228	1062.439
MPN227	3988.231
MPN226	1552.795
MPN225	2271.984
MPN224	6783.263
MPN223	359.595
MPN219	1683.557
MPN218	1781.628
MPN217	1029.748
MPN216	3236.352
MPN215	1879.699
MPN214	130.762
MPN213	555.737
MPN211	898.987
MPN210	1144.165
MPN208	8777.378
MPN106	375.94
MPN105	1078.784
MPN207	7763.975
MPN170	163.452
MPN169	130.762
MPN168	2010.461
MPN167	3121.935
MPN166	1389.343
MPN165	3759.398
MPN164	392.285
MPN163	882.641
MPN162	2304.675
MPN161	2533.508
MPN159	196.143
MPN158	196.143
MPN157	1323.962
MPN156	65.381
MPN155	1977.771
MPN154	1945.08
MPN090	81.726
MPN083	163.452
MPN082	4805.492
MPN081	245.178
MPN080	343.249
MPN060	768.225
MPN021	1209.546
MPN009	49.036
MPN674	16966.329
MPN631	5475.646
MPN629	1029.748
MPN576	6717.882
MPN573	35681.595
MPN516	2745.995
MPN122	147.107
MPN120	3563.256
MPN429	15952.926
MPN401	4707.421
MPN360	474.011
MPN357	375.94
MPN352	2124.877
MPN117	163.452
MPN115	4217.064
MPN332	1994.116
MPN325	245.178
MPN324	4919.908
MPN321	1258.581
MPN320	3530.566
MPN307	81.726
MPN303	6832.298
MPN261	4887.218
MPN250	8761.033
MPN221	130.762
MPN220	1062.439
MPN209	2157.568
MPN186	343.249
MPN200	457.666
MPN199	81.726
MPN196	49.036
MPN195	228.833
MPN194	457.666
MPN193	408.63
MPN191	7747.63
MPN190	1634.521
MPN189	277.869
MPN187	408.63
MPN185	474.011
MPN183	539.392
MPN182	2549.853
MPN181	196.143
MPN180	1863.354
MPN179	588.428
MPN178	375.94
MPN177	702.844
MPN175	147.107
MPN174	1209.546
MPN173	359.595
MPN002	98.071
MPN001	4347.826
MPN688	3890.16
MPN687	326.904
MPN685	2811.376
MPN602	441.321
MPN600	1029.748
MPN599	343.249
MPN598	4020.922
MPN597	49.036
MPN596	81.726
MPN592	228.833
MPN591	343.249
MPN142	3530.566
MPN452	8613.926
MPN449	964.367
MPN447	1536.45
MPN184	915.332
MPN686	898.987
MPN254	212.488
MPN272	392.285
MPN377	2517.162
MPN388	1209.546
MPN495	931.677
