!!SBtab TableType='Proteomaps'
!ProteinIdentifier	!Abundance
YJR086W	9.49
YDR103W	0.016
YLR452C	17.907
YIL117C	1.765
YIL015W	13.797
YKL209C	0.878
YFL026W	26.463
YHR005C	14.836
YPR122W	0.291
YJL170C	2.799
YDR210W-B	84.22
YPL156C	0.212
YLR256W-A	1630.375
YBR072W	94.86
YGR044C	1.982
YGL032C	2.823
YLR327C	0.194
YBR083W	0.737
YJL157C	2.928
YGR014W	4.554
YBL016W	8.879
YIL067C	2.404
YDR085C	0.065
YDR306C	1.44
YMR011W	4.352
YOR212W	6.357
YBR073W	12.725
YKR042W	75.364
YGR279C	94.977
YAR073W	0.005
YGR032W	14.33
YIL055C	0.131
YMR251W-A	1.78
YLR079W	1.199
YNL261W	2.266
YIL123W	2.347
YLR303W	1043.417
YMR305C	69.68
YMR122W-A	0.011
YDR463W	0.209
YLR332W	0.033
YOR052C	0.211
YDR003W	0.016
YKL109W	0.1
YKL096W	41.122
YLR049C	0.016
YDR342C	13.937
YDR406W	0.936
YHR084W	6.197
YOL011W	8.96
YBR162C	174.31
YCR065W	0.659
YLR286C	74.169
YGL028C	13.971
YNL036W	3.301
YDR183W	1.514
YOL109W	872.975
YGR243W	0.026
YDL107W	0.218
YDR034C	2.227
YDR184C	0.125
YLR094C	1.267
YBR036C	6.389
YNL058C	0.487
YLR110C	1.783
YJL013C	1.195
YER103W	94.95
YPL242C	0.442
YDR423C	0.315
YHR097C	17.485
YHR152W	1.157
YNL160W	271.012
YOR152C	0.003
YER124C	0.954
YLR084C	0.105
YBR173C	0.398
YMR173W	477.991
YJL048C	0.572
YOL082W	1.504
YJL159W	30.316
YDR309C	1.306
YBR071W	1.71
YPR115W	9.935
YCR069W	3.145
YIR002C	0.191
YMR001C	0.018
YNR034W-A	7.241
YPR160W	65.966
YPR075C	0.297
YIL140W	3.019
YOR153W	249.896
YJR053W	0.025
YML058W	39.037
YNL327W	6.863
YKR039W	8.698
YOR372C	0.004
YLR023C	1.31
YOR226C	0.494
YGR108W	0.54
YLR168C	0.813
YKL164C	25.374
YOL002C	0.226
YGR043C	1.261
YLR121C	0.002
YNL339C	1.06
YDR262W	5.077
YGL219C	0.077
YOR025W	0.032
YPL049C	12.273
YJL158C	142.362
YJR015W	0.688
YLR256W	5.797
YBR038W	0.646
YPL042C	0.627
YMR266W	38.831
YGL186C	0.796
YJR047C	17.392
YDL160C-A	1.805
YDL222C	0.041
YJR025C	179.302
YPR017C	0.173
YHR087W	59.084
YDL223C	15.131
YGL021W	0.682
YPL135W	12.815
YHR006W	0.528
YHR057C	8.933
YJL156C	0.88
YDR461C-A	0.113
YGR282C	169.73
YDR492W	2.41
YBL009W	1.003
YHR154W	11.492
YDR040C	0.007
YDL070W	37.341
YDR384C	3.663
YJL127C	0.214
YDL240W	2.22
YOL122C	0.139
YPR119W	1.627
YDR222W	0.93
YOR355W	2.04
YGR055W	2.561
YGL248W	3.79
YJR085C	12.375
YEL040W	2.073
YIL045W	0.724
YPL034W	0.048
YDL028C	0.179
YOR301W	3.86
YLR190W	1.289
YMR072W	496.634
YNL192W	11.498
YKL185W	1.286
YDR113C	0.867
YNL040W	2.512
YHR106W	0.716
YNL222W	2.155
YGR201C	0.02
YJR008W	0.886
YFL047W	24.025
YBR054W	3.215
YLR350W	10.484
YOR059C	0.007
YLL027W	0.329
YGL106W	406.206
YNL065W	2.769
YLR082C	3.125
YJL052W	597.723
YEL011W	14.756
YGL060W	1.08
YOR330C	0.419
YAL061W	1.467
YKL011C	0.018
YEL001C	30.223
YMR281W	0.442
YJR092W	17.808
YPL230W	0.027
YDR381C-A	1.922
YDR186C	2.023
YOL086W-A	3.913
YNL155W	10.393
YDR539W	21.666
YPL224C	0.02
YDR038C	47.504
YOL025W	0.348
YGL010W	0.187
YGR092W	8.363
YBR092C	48.404
YLR353W	0.078
YGR040W	6.001
YBR167C	0.733
YLR211C	0.642
YPL057C	0.345
YPL184C	3.521
YNL052W	1.275
YDL090C	3.943
YLR142W	0.018
YKL051W	0.385
YDR503C	0.775
YLL012W	0.67
YPL265W	34.517
YFR053C	810.75
YLR120C	3.658
YLR144C	0.811
YPL119C	0.846
YOR081C	0.618
YOL019W	4.295
YOR324C	0.517
YER100W	6.119
YLL062C	0.561
YGL035C	3.344
YDL181W	41.751
YKL090W	0.479
YOL063C	0.572
YLL028W	0.882
YMR032W	0.325
YLR407W	1.064
YJR135C	0.141
YLR433C	18.328
YBR004C	0.011
YNR032W	0.259
YOR368W	0.482
YMR234W	0.457
YKL189W	1.408
YHL027W	0.888
YHR138C	22.936
YLR105C	0.604
YMR019W	0.402
YGR106C	4.921
YMR169C	6.305
YPR049C	1.86
YLR056W	28.691
YLR435W	17.049
YNL265C	6.428
YLR126C	2.643
YML091C	2.557
YOR296W	0.612
YAR027W	3.903
YBL061C	10.994
YAR014C	10.367
YOR008C	9.871
YGR227W	0.037
YDL156W	4.131
YPR026W	0.571
YGL191W	1.513
YMR154C	0.748
YFR043C	0.758
YJL218W	4.113
YNL053W	0.149
YOR156C	0.226
