!!SBtab TableType='Proteomaps'
!ProteinIdentifier	!Abundance
YAL005C	14053.195
YAL007C	210.07
YAL012W	630.722
YAL016W	378.945
YAL017W	26.866
YAL019W	31.728
YAL023C	30.142
YAL026C	57.98
YAL029C	60.386
YAL031C	29.937
YAL033W	154.955
YAL035W	959.004
YAL036C	212.117
YAL038W	4701.883
YAL041W	67.038
YAL043C	42.986
YAL044C	1401.968
YAL053W	31.882
YAL059W	41.451
YAL060W	702.11
YAL061W	66.015
YAR002C-A	275.573
YAR002W	71.9
YAR007C	192.159
YAR014C	74.714
YAR015W	1194.917
YAR044W	68.318
YBL002W	2835.203
YBL003C	2067.692
YBL004W	52.863
YBL007C	340.308
YBL011W	65.912
YBL015W	104.907
YBL016W	110.792
YBL017C	112.327
YBL021C	45.34
YBL022C	73.333
YBL023C	58.85
YBL024W	162.734
YBL026W	151.783
YBL027W	1738.387
YBL028C	184.381
YBL029C-A	80.241
YBL032W	276.085
YBL033C	160.175
YBL036C	97.487
YBL037W	38.892
YBL038W	48.871
YBL040C	417.325
YBL042C	235.913
YBL045C	238.472
YBL046W	37.101
YBL047C	520.697
YBL051C	57.571
YBL056W	226.957
YBL058W	128.959
YBL061C	39.097
YBL064C	115.909
YBL068W	70.109
YBL071W-A	219.895
YBL072C	2328.476
YBL076C	1806.448
YBL079W	56.087
YBL085W	25.843
YBL086C	28.146
YBL087C	260.732
YBL091C	46.313
YBL099W	1625.548
YBL101C	46.568
YBL102W	97.999
YBL104C	27.122
YBL105C	62.432
YBL111C	88.787
YBR002C	182.436
YBR003W	67.038
YBR009C	1209.757
YBR011C	508.16
YBR015C	35.054
YBR016W	41.656
YBR017C	81.111
YBR023C	40.069
YBR025C	959.516
YBR028C	95.44
YBR034C	151.731
YBR036C	162.222
YBR037C	36.59
YBR039W	825.695
YBR043C	52.965
YBR046C	80.855
YBR049C	238.472
YBR052C	227.213
YBR054W	362.057
YBR058C-A	90.067
YBR059C	90.322
YBR067C	314.209
YBR068C	1414.71
YBR069C	344.914
YBR077C	93.905
YBR079C	898.874
YBR080C	161.045
YBR081C	30.705
YBR082C	333.758
YBR084C-A	939.814
YBR084W	101.581
YBR085C-A	454.887
YBR086C	85.512
YBR089C-A	253.773
YBR090C	445.983
YBR094W	44.266
YBR101C	185.25
YBR102C	35.822
YBR105C	212.373
YBR106W	818.684
YBR109C	825.439
YBR110W	70.62
YBR111C	28.913
YBR112C	107.722
YBR115C	1888.583
YBR118W	12295.106
YBR120C	113.504
YBR121C	1105.362
YBR122C	117.598
YBR123C	26.099
YBR126C	1097.942
YBR127C	603.343
YBR130C	83.414
YBR132C	124.353
YBR135W	115.961
YBR137W	36.948
YBR140C	50.048
YBR142W	51.686
YBR143C	1104.594
YBR149W	124.353
YBR151W	77.785
YBR152W	35.566
YBR155W	91.346
YBR159W	236.169
YBR160W	175.527
YBR162C	101.837
YBR162W-A	30.449
YBR164C	120.259
YBR166C	79.576
YBR167C	43.498
YBR169C	154.034
YBR170C	75.994
YBR171W	237.192
YBR172C	121.795
YBR177C	186.018
YBR179C	30.96
YBR181C	146.87
YBR185C	66.271
YBR187W	44.522
YBR188C	54.245
YBR191W	1680.304
YBR196C	4789.902
YBR199W	37.101
YBR200W	71.9
YBR202W	92.625
YBR207W	88.531
YBR208C	91.858
YBR212W	75.482
YBR214W	120.259
YBR216C	51.942
YBR218C	949.025
YBR221C	271.479
YBR222C	170.922
YBR227C	59.874
YBR234C	429.607
YBR236C	38.381
YBR237W	26.355
YBR241C	50.918
YBR244W	109.103
YBR245C	87.252
YBR248C	558.054
YBR249C	1927.987
YBR251W	54.5
YBR252W	88.634
YBR253W	25.434
YBR258C	69.187
YBR260C	55.524
YBR261C	30.449
YBR262C	78.194
YBR263W	116.677
YBR265W	38.892
YBR267W	160.431
YBR268W	103.73
YBR269C	77.068
YBR279W	100.813
YBR282W	58.441
YBR283C	484.875
YBR287W	40.172
YBR288C	28.658
YBR289W	26.866
YBR290W	44.777
YBR291C	101.837
YCL001W	46.824
YCL009C	534.77
YCL010C	40.428
YCL011C	38.125
YCL017C	280.69
YCL025C	1553.392
YCL028W	125.121
YCL030C	4989.482
YCL031C	180.645
YCL034W	35.566
YCL035C	263.956
YCL037C	1022.46
YCL040W	170.154
YCL043C	112.583
YCL045C	177.421
YCL050C	303.207
YCL052C	33.519
YCL055W	42.475
YCL057W	188.833
YCL059C	107.466
YCR002C	176.807
YCR003W	159.356
YCR004C	368.71
YCR005C	85.973
YCR009C	358.475
YCR011C	93.751
YCR012W	18223.378
YCR016W	50.918
YCR017C	54.859
YCR018C-A	232.075
YCR020W-B	139.347
YCR024C-A	2067.948
YCR028C	51.43
YCR028C-A	232.28
YCR030C	165.548
YCR034W	411.44
YCR035C	90.834
YCR036W	159.152
YCR037C	26.866
YCR043C	103.832
YCR044C	73.947
YCR046C	97.18
YCR047C	56.292
YCR051W	45.033
YCR053W	1889.095
YCR054C	26.355
YCR057C	132.541
YCR059C	69.341
YCR063W	78.041
YCR071C	46.364
YCR077C	151.22
YCR082W	25.587
YCR084C	81.879
YCR088W	476.687
YCR090C	44.317
YCR093W	195.741
YDL002C	37.869
YDL003W	29.937
YDL005C	42.986
YDL008W	57.11
YDL015C	311.651
YDL018C	125.888
YDL019C	94.16
YDL022W	1468.955
YDL025C	154.546
YDL040C	321.886
YDL046W	30.142
YDL047W	58.594
YDL051W	189.6
YDL052C	343.379
YDL053C	103.832
YDL055C	7475.011
YDL058W	69.699
YDL061C	1003.833
YDL064W	175.783
YDL065C	90.067
YDL066W	950.048
YDL070W	37.101
YDL072C	332.632
YDL074C	46.313
YDL076C	34.031
YDL078C	138.426
YDL081C	2714.739
YDL082W	1520.129
YDL083C	222.864
YDL085C-A	142.571
YDL088C	90.322
YDL092W	140.985
YDL095W	47.848
YDL097C	228.493
YDL099W	100.557
YDL100C	193.438
YDL102W	102.604
YDL103C	99.79
YDL110C	144.158
YDL111C	69.085
YDL112W	30.96
YDL113C	29.169
YDL116W	116.37
YDL119C	30.705
YDL121C	142.111
YDL122W	99.278
YDL123W	142.725
YDL124W	295.275
YDL125C	235.452
YDL126C	806.505
YDL128W	66.271
