!!SBtab TableType='Proteomaps' Condition='Intensity L Kidney medulla'
!ProteinIdentifier	!Abundance
17196	55714.2857143
69187	5300.28571429
12954	709183.673469
11354	21400.0
14077	5368421.05263
12961	164857.142857
12889	13307.1428571
12955	11485714.2857
380684	18715.5963303
226180	9439.48412698
18039	85082.8729282
17189	325714.285714
12960	5699.14285714
110187	11067.7142857
20617	41230.7142857
18823	2760.68571429
12962	36857.1428571
19194	10185.7142857
G3UXD0	6022.28571429
12373	4565.14285714
21956	57142.8571429
70350	17635.1428571
22349	2478839.17775
218038	2413.11953353
21954	36834.5971564
66473	23342.2053232
19752	68456.3758389
11723	132000.0
21924	50104.9689441
68416	2182.8
16204	191406.25
19660	69428.5714286
22003	106338.028169
22072	29767.4796748
282619	11598.0
12716	358851.674641
19293	545714.285714
17906	486144.578313
12409	104098.360656
227120	38857.1428571
56727	1800000.0
52430	172857.142857
109901	20765.4135338
12613	10268.4474124
12307	10371428.5714
12308	18597.7142857
12970	12124.8571429
22227	8412.37785016
59006	384.885714286
109697	33412.8878282
55948	297580.645161
215384	38000.0
13706	5209.59409594
26950	9196.57142857
16618	409.961685824
18378	5953.14285714
12797	174285.714286
12957	17504.8571429
22287	23136.2857143
16612	336015.32567
14120	117404.129794
17897	227941.176471
22074	25488.5714286
29818	3394.9112426
107753	83846.1538462
140781	2754.2118863
22004	3137323.94366
12652	4917.42857143
69117	28162.5714286
21345	2654285.71429
76703	48285.7142857
18040	41509.4339623
17888	16718.2662539
14580	6778.13953488
233335	3385.13773222
18946	9074.41860465
20259	370629.370629
17901	259042.553191
23795	17037.1428571
56370	10417.1428571
11847	378531.073446
17287	1526104.41767
69191	476280.834915
66284	7616.28571429
17907	401183.431953
106393	28857.1428571
18645	356428.571429
53318	16495.7142857
22003	9366197.1831
11770	8181818.18182
69060	7684.08602151
59290	90.4285714286
68738	442815.249267
20215	670.028571429
20618	134000.0
17896	9378.75647668
99709	1403.14285714
21953	96703.2967033
11636	1752577.31959
17075	42857.1428571
16855	16454.601227
67041	3557692.30769
67931	11686.0
66283	16503.4285714
20199	3495.42857143
12346	191570.881226
12180	1403.91836735
76722	74701.6706444
103968	22050.2901354
12865	1337500.0
380683	120857.142857
12709	278215.223097
12036	791348.600509
18951	14933.604336
16765	393288.590604
67868	714.721189591
19701	445273.631841
11475	6153846.15385
59011	29714.2857143
19285	711428.571429
11754	4019.86928105
236539	48592.8705441
17756	30908.0962801
11472	11744.966443
20200	440000.0
22004	619718.309859
12722	8734.72070099
17762	159618.008186
13807	25576.0368664
18600	3572.95690936
77337	1965714.28571
17882	60571.4285714
22223	187892.376682
54200	1260.0295858
67373	12758.0
75600	194571.428571
17957	1344.0
24131	20005.7142857
14264	8853.72340426
12389	62921.3483146
17868	792.992125984
69824	348571.428571
13346	469083.15565
12958	11408.0
81600	3824.5243129
18479	11519.4495413
19695	3096.57142857
223809	6746.0
17880	230730.223124
259300	34622.4677716
11459	50928.3819629
20964	26265.4285714
16832	15508982.0359
14778	3203539.82301
53322	181428.571429
21925	34548.75
104069	23540.8571429
12715	148818.897638
69983	29349.3775934
233799	1930434.78261
14598	500000.0
329251	13114.7540984
13142	489855.072464
12353	8468.13880126
12925	151714.285714
20203	12682.8571429
216188	2583.96533044
74551	27656.25
20404	129261.363636
66824	72538.8601036
15277	4494.00218103
13823	200215.285253
13070	964.106463878
27357	39339.3393393
27053	15414.0819964
20910	145142.857143
14725	107296.137339
12557	6037.96856106
67092	2434988.17967
67182	19015.4285714
56012	695652.173913
13628	5605.83153348
13808	61981.5668203
14199	104857.142857
13007	1720207.25389
16763	625714.285714
109042	4900.85714286
218138	61021.5053763
19132	40842.1052632
19058	31431.1764706
224796	517928.286853
56421	82397.9591837
68794	5759.35436537
17922	7193.56365357
107993	5882.21153846
16777	31354.9832027
21916	9861.00278552
50876	20172.9344729
216350	19940.8571429
109272	10567.1428571
18295	85234.8993289
21648	29142.8571429
18073	53734.939759
15507	1162679.42584
66695	56568.3646113
12512	4305.88235294
72088	75714.2857143
12323	133.26199262
67399	35714.2857143
12372	25228.0
18746	1996233.52166
20198	177142.857143
104183	44857.1428571
27273	4404.12621359
64661	1418.88571429
69787	12028.0
330440	2772.17142857
12971	63428.5714286
17929	19462.5714286
14660	350148.367953
12799	15421.9047619
433470	208.48
17035	26476.5714286
16664	6775.61983471
226519	35345.3640324
16854	549242.424242
19283	1577.05714286
75572	747169.811321
20195	1057142.85714
16775	3088.32599119
226041	5102.57142857
67326	26004.0
18489	34571.4285714
118449	14181.7142857
12349	10192307.6923
76293	1339.42857143
17885	2005.05937016
17879	60247.1678682
67971	176000.0
270097	8826.85714286
11674	4340659.34066
66734	76321.4876033
107272	59729.7297297
13602	1711.97142857
17022	600591.715976
171580	211.34
11450	32849.7975709
107029	11820.5837174
26558	1137.48571429
22240	84857.1428571
232714	3625.42857143
232400	15004.8571429
17930	34285.7142857
18483	145428.571429
13179	195901.639344
23969	12434.5714286
11983	3000000.0
17118	183495.145631
69051	12638.75
14467	1362857.14286
56185	3824362.60623
16852	2392592.59259
72948	35714.2857143
11676	117355.371901
21985	868571.428571
12933	124000.0
20965	12058.5714286
16890	610.685111989
20194	714285.714286
21753	71142.8571429
19340	2402.32876712
229731	37714.2857143
17988	3514285.71429
73723	494285.714286
13405	11.1266992931
12721	205639.913232
13184	1641.91428571
216739	360.50215208
14583	22525.107604
13010	72142.8571429
16985	21866.8571429
11997	185443.037975
15275	171457.905544
22352	3755364.80687
107684	1777142.85714
18611	134000.0
19652	206535.947712
71960	14200.0
381204	1372.2147651
16952	291428.571429
11820	31038.961039
12306	1562857.14286
14381	46990.2912621
18074	32359.230221
66395	4228571.42857
12362	14597.0149254
56356	18765.7142857
17105	2317567.56757
74340	86460.0326264
11808	1977142.85714
109857	25074.7292419
13821	122866.894198
17760	654.591611479
56078	124921.135647
109934	6545.71428571
12406	803357.314149
83397	72285.7142857
67103	282674.772036
216810	30857.1428571
217124	29428.5714286
12934	178321.678322
67865	6386.0
20324	400000.0
29877	117714.285714
380698	688.371428571
11766	4120.0
26556	17439.4285714
16776	1184.61538462
12332	1951704.54545
269713	9312.12989494
24014	629.034013605
192176	69890.4420098
65969	520000.0
21346	1942857.14286
109264	47185.4304636
66355	117971.014493
208943	9805.42857143
20963	8845.78696343
76281	216000.0
12313	1765100.67114
23917	1195.89494163
18476	38158.1896552
66222	406332.453826
20708	53428.5714286
16779	5836.57587549
102502	1125714.28571
14590	9409.14826498
58194	8707.47531735
66098	92857.1428571
66144	1722689.07563
16019	16577.7142857
76932	13558.2857143
67443	44077.6
30948	63428.5714286
12696	75000.0
22138	2473.5183029
67834	2019125.68306
11717	6760.44386423
19038	193867.924528
67861	150857.142857
16403	40879.9266728
68028	31572.9508197
72269	462328.767123
12140	23591.6666667
74145	1399.04371585
14571	141678.129298
56205	55142.8571429
12653	5189.42857143
12798	103142.857143
17755	3827.96266234
18799	17063.4920635
13017	31910.1123596
56526	7654.57142857
16560	26194.6902655
234267	1781.11428571
50706	20332.5714286
229603	2416.66666667
19895	14719.1419142
P01864	6812.28571429
11544	39779.0055249
66251	8585.46845124
21804	14346.0
23999	106876.790831
11677	5949367.08861
229593	11380.2857143
68196	74857.1428571
22271	38906.7524116
14432	776.628571429
97165	430952.380952
22152	8378.0
19309	25296.912114
66471	67428.5714286
114584	1979253.11203
14079	37108.3333333
74103	6512.0
72042	2174285.71429
15929	1007633.58779
73442	50857.1428571
59046	43142.8571429
11486	92045.4545455
22323	68533.3333333
66849	140571.428571
11641	534285.714286
12554	3960.22408964
98878	251386.321627
270685	618.331627431
114663	35862.0689655
16541	494033.412888
17904	6953642.38411
212307	176993.865031
11857	244500.0
227737	24899.4285714
20692	48857.1428571
12810	2561.31428571
19055	17532.0537428
11745	714285.714286
19339	2268.13636364
14086	21258.5714286
16594	15319.0317195
20193	1251428.57143
67980	46739.1304348
15163	82921.8106996
13476	7194.0
68106	30571.4285714
71733	408571.428571
219072	92000.0
11973	5663716.81416
16956	4862.86919831
17254	107604.562738
13860	61142.8571429
98932	1953488.37209
54609	36990.5956113
64933	787.703349282
170718	3571428.57143
16678	20094.1915228
13132	847258.48564
107589	61823.8021638
11518	240000.0
11775	1337.70794824
19231	228571.428571
20719	428571.428571
432516	7533.36529243
16906	1513605.44218
18537	475770.92511
74325	305240.174672
93686	17601.4285714
227620	94674.556213
15129	39795918.3673
326618	7459677.41935
11964	1701782.8201
15122	15000000.0
12908	292332.268371
53416	42985.6115108
110935	285714.285714
75608	388392.857143
12325	2063.89413989
26611	72857.1428571
56360	857142.857143
20362	162000.0
353170	27980.2857143
18754	607.354138399
56195	7046.0
22003	841549.295775
16592	1022222.22222
66111	11800.8571429
12550	7841.17647059
104001	2587.8
69654	763681.59204
11465	576000.0
71780	90843.8061041
320707	1735.05714286
110078	71648.8730724
223601	333.0
232748	719.542857143
68631	1285266.45768
15444	21164.8571429
107975	5494.0
209378	3703.14285714
68420	5092.0
19264	531.789310612
14960	86328.125
16149	13068.8172043
23825	474285.714286
14007	5048.42519685
230972	28857.1428571
18582	92666.6666667
14936	3043.63143631
213539	50000.0
654795	7720.0
22142	95565.4101996
381694	6921.26789366
73212	1943.37142857
14593	4957.33333333
170930	881052.631579
67068	605208.333333
57915	3257.42857143
94181	268857.142857
68519	13231.7142857
11722	2018.39530333
15512	28909.9526066
17524	457142.857143
59069	9612676.05634
14688	517647.058824
22637	19093.8511327
16593	36598.8909427
19672	89714.2857143
67803	967.542857143
17219	710.901339829
11966	796477.495108
14245	1304.82857143
26364	3616.50366748
268996	3141.14285714
73112	348571.428571
71148	118000.0
18751	9065.4247392
52589	18743.4285714
101314	49428.5714286
11931	2832236.84211
22629	747967.479675
18717	5412.85930408
20970	88914.0271493
13589	746268.656716
12491	72033.8983051
56327	64673.9130435
18033	5314.0061792
66273	870.114285714
227541	365.714285714
14269	50285.7142857
18597	2369230.76923
18739	136.22
56702	9739.01345291
17161	50760.4562738
74091	628125.0
68263	2980501.39276
69772	1228571.42857
11891	439.357466063
216197	8343.13043478
18536	756.742857143
234779	1882.8458498
14026	6600.57142857
74044	198000.0
12759	285714.285714
16170	1309.22857143
73834	765182.186235
228359	180857.142857
380711	8725.42857143
380686	5316.0
432467	21509.1428571
51793	40000.0
380928	261142.857143
66128	357142.857143
P01867-2	211142.857143
21987	43714.2857143
229877	72857.1428571
22631	4285714.28571
66310	72285.7142857
66645	14109.7142857
18797	4974.39222042
57349	2450.68571429
235627	630.971428571
20202	14197.7142857
59069	426056.338028
21825	10256.4102564
239217	69142.8571429
109552	103428.571429
12419	227748.691099
73086	1085.70104287
11630	879.0
108911	16323.7142857
66128	408571.428571
320183	477.2
13016	26984.1269841
72157	70161.2903226
12417	209836.065574
216963	9522.72727273
27360	235428.571429
18642	16923.0769231
319713	14956.0117302
72108	381.4
170750	192616.372392
65106	22356.5714286
12412	29548.1081081
14225	1527777.77778
227700	20090.0
20111	20856.3535912
12402	1477.43702081
17831	586.902985075
12322	656.569037657
15193	34285.7142857
17220	7449.65229485
53598	217741.935484
11429	6576923.07692
16181	2244.60674157
66576	255056.179775
100900	103846.153846
