Gene names	Intensity L Ovary
224902	23744.8571429
68033	1543.37142857
78808	1194.87847222
60595	753289.473684
17222	932.9218107
233824	52857.1428571
107652	39080.4597701
75597	30000.0
56040	1701754.38596
66481	265060.240964
80838	27015.9624413
19230	360000.0
22166	2638095.2381
27643	13189.1428571
100041953	38285.7142857
67604	4550.85714286
74167	23481.1428571
234797	3216.0
74764	33925.6865913
15170	44705.8823529
12539	277044.854881
224904	39428.5714286
14679	138983.050847
20133	10680.4292929
170625	15174.0
21810	212000.0
12818	63439.0651085
22200	50000.0
72068	17305.9259259
18949	28965.5172414
67988	17088.1578947
15452	148165.137615
12370	21666.6666667
270192	86057.6923077
104444	137428.571429
110380	11000.8571429
68304	40571.4285714
78294	5775641.02564
56480	4103.97805213
16418	19591.8367347
66656	1501779.35943
11363	655813.953488
215615	57076.9230769
76707	43714.2857143
77963	4772.28571429
11744	149142.857143
14265	37714.2857143
76938	40987.654321
217342	4571.27329193
329877	13477.7142857
109778	146101.694915
77573	6188.85714286
276846	4225.22522523
13806	4331797.23502
109711	19170.4035874
16653	148677.248677
67898	19873.1428571
102058	1430.71428571
319939	18691.1428571
68991	19465.1428571
68089	475000.0
56749	2352.86075949
56433	191428.571429
16785	698305.084746
68981	33155.6862745
22145	39955.3571429
71268	16326.5714286
23950	53972.6027397
56282	75714.2857143
80743	13234.5714286
51796	33509.5137421
21371	121142.857143
26951	3844.03080873
105675	52912.6213592
20916	619870.410367
320473	4491.42857143
12351	1236.2295082
66530	23529.4117647
26891	127093.596059
71169	3808.28571429
66658	3192.0
104130	25819.8675497
16151	21091.9902913
70153	55428.5714286
15369	34920.6349206
23881	74000.0
17913	115710.253998
56174	27372.5947522
59042	22809.1428571
68505	1973.45714286
22158	1382.57142857
70497	8292.28571429
52064	11481.3455657
19041	7122.50712251
234699	4540.89615932
66317	73770.4918033
59021	206132.075472
106039	26299.2125984
71678	28330.2857143
55949	706666.666667
107476	31727.0788913
216344	31501.3513514
99412	9629.71428571
66072	632.285714286
56334	32285.7142857
13430	90000.0
20832	110465.116279
17969	3132.57142857
74781	7471.42857143
212999	11243.7142857
110052	44285.7142857
14782	193800.0
22042	1456.88073394
17120	10722.0362622
22273	102291.666667
16434	280303.030303
12301	363318.777293
50770	2330.0758214
109785	27121.7712177
54451	80857.1428571
16709	71714.2857143
19286	50320.8333333
67282	9524.57142857
26754	133832.335329
11992	65923.566879
76742	30857.1428571
19069	399.269588313
21917	5221.71428571
233199	2319.4
77305	103428.571429
266692	50285.7142857
19821	6697.91666667
20022	17508.5470085
19359	355769.230769
51786	72285.7142857
226591	58285.7142857
105245	448441.247002
70439	48857.1428571
15354	84000.0
13430	5405.63218391
56812	2387.47292419
26893	22521.2962963
20844	33394.1605839
27965	3848.85714286
54709	162153.846154
67078	19580.0623053
276770	1045454.54545
12632	425301.204819
218490	11978.5714286
67726	17784.0
22134	15168.0
66200	5285.42857143
53323	7547.5
12368	119927.536232
100206	71621.6216216
56744	38754.2857143
217473	9034.57142857
66105	50585.0340136
66495	202884.615385
230721	83428.5714286
21372	57305.5028463
69976	53711.790393
223754	4143.14285714
13382	685658.153242
621156	6017.14285714
18570	74857.1428571
269682	31428.5714286
234671	11349.1428571
11739	1640939.59732
215999	48857.1428571
71919	4283.42857143
18718	4495.30864198
66399	68209.8765432
226407	27669.7142857
22195	1642857.14286
170791	76037.7358491
53421	27310.9243697
238024	54571.4285714
110829	291428.571429
13006	96959.7370583
19656	686.114285714
11747	1877142.85714
71732	4125.42857143
77407	113432.835821
98386	10732.8571429
234865	6784.58874459
17184	48936.1702128
54127	2289855.07246
71713	10724.17962
66861	10423.2030265
286940	274788.624135
223723	64285.7142857
54170	28199.4285714
83796	47834.2749529
212111	3269.42857143
26922	19144.2359249
72124	58888.8888889
12729	4043.34745763
16456	13357.6666667
65970	56000.0
16545	116.700854701
277360	2328.78787879
18120	14073.7142857
19205	741935.483871
108030	14710.0
20624	92481.9773429
59035	22203.9473684
11566	91228.0701754
14674	25122.0159151
15492	1332439.67828
94232	2791.61073826
101943	58093.6729663
13854	28869.5652174
105504	6696.0
23983	78932.5842697
11564	35743.8016529
23789	26288.0
381760	85526.3157895
27366	1190.71428571
19878	11239.1930836
54198	81428.5714286
213350	11478.8571429
71881	136571.428571
11927	331428.571429
73699	17970.0499168
93684	41714.2857143
26384	139100.346021
99683	2591.54285714
232341	1163.90408077
67300	474626.865672
223453	1826.68571429
70430	5118.0
68059	51142.8571429
12467	45197.740113
17319	499130.434783
69710	4422.03856749
12388	57356.0767591
14667	253367.875648
83701	28223.1428571
100226	30434.3065693
219135	1460.76175041
212880	47868.2170543
17995	103232.758621
238123	5043.71428571
320267	51428.5714286
50709	8715.06849315
108083	16901.9230769
19045	35454.5454545
73046	8437.5
71955	51714.2857143
13040	10803.2352941
20637	176562.5
14860	481981.981982
665775	19595.1428571
214952	2864.35483871
230861	184293.856871
11639	5424.66367713
208263	8514.85714286
19324	1165853.65854
227446	16444.2857143
73473	15622.8571429
17992	959756.097561
66616	108857.142857
110253	49428.5714286
268470	26989.3258427
215449	673913.043478
18415	34725.5369928
56275	32735.426009
107702	914285.714286
140858	28186.8571429
11737	1260000.0
12988	33555.5555556
26450	408571.428571
69276	16048.241206
76192	86432.160804
78798	12492.0
232087	125063.291139
18706	9121.16104869
15239	23225.8064516
215114	5329.44606414
52469	3378.57142857
16658	3792.56965944
27041	258285.714286
14433	5135135.13514
75624	31347.1502591
103136	11540.5714286
13631	963.370165746
79560	50314.4654088
100043714	14036.8571429
21872	16905.4441261
226646	45788.336933
28018	25311.1428571
67542	23985.7142857
19134	11221.449851
245828	3589.14285714
72692	41962.7749577
70564	281142.857143
229543	13160.4226705
22245	17991.6967509
78655	79428.5714286
27967	10790.5982906
108155	44646.2715105
22378	22716.5714286
320938	27236.8571429
28006	14344.2857143
23945	28161.0561056
67040	107692.307692
70297	12189.7142857
19718	1744.41260745
13424	81826.0120586
228994	34285.7142857
213827	365714.285714
19192	106299.212598
54128	174793.38843
66922	8909.80392157
19383	72115.3846154
66449	5554.0
52432	4934.21633554
72754	1244.05714286
72047	16792.2497309
56443	57297.2972973
11771	24257.9324463
16480	9354.22818792
66998	2806.74603175
52502	9478.28571429
13684	132258.064516
22088	5511.76470588
102339	27965.1428571
57320	2280423.28042
18102	10732.2368421
225028	621.856823266
66108	10357.5596817
192289	25653.2066508
27058	282558.139535
26383	6058.0
208606	7973.14285714
207352	24251.4285714
103573	59477.124183
11364	280285.035629
15894	5539.66480447
319192	702857.142857
14194	341222.879684
15212	81156.7164179
28295	365714.285714
23879	5532.28571429
20042	3151515.15152
50933	94347.826087
66164	17232.8571429
68303	70857.1428571
54138	75714.2857143
14084	16576.2857143
69368	30857.1428571
66073	167647.058824
231380	37132.0037987
217325	1694.44985394
216724	3271.76966292
68556	2241.97080292
19247	30318.2579564
19201	12560.2857143
15458	1291428.57143
19035	4375000.0
12929	46204.620462
14083	10275.2293578
53380	25903.4632035
69719	23949.4186047
195018	1940.17142857
56258	33407.5723831
20924	102000.0
76563	1182.17142857
233871	51142.8571429
60596	2772.79305355
66609	19874.7126437
76688	10215.920398
69456	22258.5714286
16978	24611.7142857
269614	1120.95121951
20130	30719.266055
20656	1959459.45946
231713	3474.85714286
211488	22510.546875
23972	21095.0080515
20684	5051.71428571
67939	18506.5714286
14469	96285.7142857
224727	37428.5714286
66646	7739.47368421
107271	255681.818182
67437	24624.3243243
70231	22797.4285714
67500	156000.0
14104	234025.559105
51810	487500.0
333433	272934.472934
73910	879.828571429
75612	23897.0588235
70616	1791.60186625
59287	20056.4971751
170720	22560.0
329777	4743.03797468
67039	10598.4486874
71835	11638.2857143
26936	31142.8571429
232989	141142.857143
68194	122480.620155
217449	6719.42857143
29816	16798.5714286
56418	124242.424242
50911	6745.43378995
269951	904867.256637
54189	3238.63109049
226432	15642.2857143
225341	82571.4285714
233765	1743.88571429
19342	10063.8497653
70160	12573.5751295
76987	23793.4285714
12566	3330.05780347
66592	239142.857143
71853	611363.636364
17425	4510.29207232
99045	9522.0
20336	8763.69230769
17970	23619.047619
245945	1919.65714286
20115	685567.010309
11370	127743.902439
58240	26412.5714286
27369	74729.2418773
14768	2940.85714286
83493	29142.8571429
71177	6017.42857143
235315	3117.71428571
20901	190227.272727
66383	351428.571429
56085	61168.3848797
228866	4826.28571429
12261	135714.285714
625249	251778.656126
238831	21207.4303406
75705	112765.957447
20430	11971.2689545
74326	123714.285714
107526	24979.7142857
14828	4335877.8626
257633	14920.2857143
13680	79142.8571429
97387	6646.85714286
66916	37561.3138686
22601	133142.857143
17436	931818.181818
68299	24639.4285714
68337	322857.142857
433702	11436.3291139
209086	2479.11428571
13204	52201.2578616
54367	19482.7586207
56070	22909.0909091
69225	144571.428571
266781	21977.4285714
28106	140857.142857
75553	16802.5714286
223650	36571.4285714
20479	46621.6216216
100019	9143.42857143
338337	7680.85714286
13722	118571.428571
213541	1368.4
18102	3263157.89474
68653	42571.4285714
76457	8156.28571429
69713	5965.14285714
104112	269477.543538
56194	140608.604407
50917	1803.90384615
21991	4916387.95987
73830	42571.4285714
107047	8117.8030303
70549	44631.5789474
75415	3127.71428571
27784	12108.2857143
67144	12611.1428571
17164	4168.9119171
105787	2673.34525939
232679	16570.0
21429	33986.9281046
67897	25376.344086
68135	211363.636364
93692	178504.672897
64652	38000.0
53890	16797.7142857
66053	2483.10940499
234912	1899.68571429
68197	322500.0
110920	26963.9065817
19324	43581.9512195
20648	6150.0
52635	4532.57142857
71994	511428.571429
17257	9672.72727273
56354	35425.1012146
28169	2253.29787234
67074	4606.57142857
67332	80158.7301587
11806	5946969.69697
18518	33714.2857143
14208	50738.0073801
54161	411428.571429
15254	385714.285714
76824	13677.4285714
20817	4237.00440529
16412	117919.799499
20843	6530.05686434
110379	75465.8385093
19223	35928.1437126
98732	8446.85714286
105446	116954.022989
12842	6133.03509979
14359	38571.4285714
71770	149413.020277
12848	248306.997743
78885	14189.7142857
233900	2588.41158841
84092	1702.22222222
66580	1657.14285714
17096	26367.1875
16329	18398.989899
56447	185142.857143
70127	3476.57142857
66978	15721.7142857
67028	13261.1428571
68275	4109.43506115
22201	741965.973535
75956	9618.94191639
19087	101995.012469
75751	21972.8571429
69634	77142.8571429
100383	6273.14285714
13830	32000.0
73137	27282.5714286
16650	16411.1428571
223658	939.428571429
216134	887820.512821
14694	1471428.57143
17939	121445.783133
80911	7646.42857143
231086	547368.421053
12215	94858.6118252
12282	257257.257257
52653	14444.2857143
22687	6692.57142857
56705	12754.2857143
24010	14381.508079
66660	7792.0
69940	5983.71428571
170762	13299.7843278
70356	636118.598383
23992	13092.0
76308	28390.5472637
11750	100857.142857
74467	5887.14285714
234729	35714.2857143
11792	212618.29653
70349	408571.428571
19653	17660.9418283
233870	831858.40708
11757	1536964.98054
51788	351562.5
18708	1076.16022099
56292	190212.765957
12385	43487.8587196
108147	375000.0
211446	4388.60927152
228410	13512.0
19271	3259.53150242
66171	102334.63035
67943	52857.1428571
17973	32095.4907162
68126	40857.1428571
11774	43981.9004525
26894	276363.636364
27979	39476.9613948
69019	61658.3850932
22225	92890.4428904
66866	30857.1428571
108645	30838.3233533
218503	30285.7142857
81489	15023.2352941
380840	31714.2857143
56369	181742.738589
66446	4798.28178694
230027	14461.6216216
64009	18106.0
74375	994.685714286
26357	68493.1506849
277250	2406.40204866
58184	11315.3846154
12764	54861.1111111
78232	4864.28571429
22214	20828.4153005
110750	2737142.85714
18103	334210.526316
71805	30647.1306471
22365	21578.9473684
328417	5345.42857143
69232	7870.85714286
15211	49621.2121212
70223	64400.7155635
66525	19240.2857143
11946	685352.622061
50527	16620.4741379
104184	194945.054945
11736	11049.1428571
69641	2644.11428571
15525	609988.109394
18100	17976.2857143
231580	5562.75862069
77862	28389.7142857
66898	3068.28571429
15481	5619195.04644
65114	157714.285714
50797	534285.714286
11565	4367.39606127
104721	212162.162162
271457	2261.6744186
16410	16762.4521073
30930	37428.5714286
17754	12752.1613833
232533	1751.40086207
70369	16344.5190157
100041230	4142857.14286
225896	16871.4285714
100088	15098.3372922
68736	1769.31428571
81702	2716.94285714
55946	27033.492823
22083	14560.2857143
216551	20370.2857143
22335	469964.664311
50783	236496.350365
67264	20351.6129032
231874	470.028571429
76303	32857.1428571
20874	4578.83211679
68178	12530.5714286
67267	486.657142857
64697	16587.4285714
64657	10006.5714286
18571	201380.897583
20333	13608.372093
13809	9307.08994709
14297	16880.2857143
230257	22919.4285714
238988	10964.5714286
66834	246000.0
19060	43887.7755511
20224	264141.414141
13383	54033.1491713
234594	6568.42105263
67804	257142.857143
67972	37142.8571429
69146	1003.94285714
83768	5326.6798419
16978	72571.4285714
20866	38285.7142857
15519	3260572.98772
59047	14900.7662835
19079	24305.9259259
12211	870.60630889
16211	105251.141553
108737	21062.6185958
56294	1043.82799325
14569	2125714.28571
234683	2165.94285714
217149	17174.8571429
20020	3254.7715736
211948	14689.4285714
72946	25709.1428571
66362	5775.54744526
227715	19504.0955631
114641	219200.0
271564	13445.4285714
239719	9304.85714286
15115	148330.058939
73744	8846.29451396
11958	2112676.05634
66676	11175.4285714
21770	13588.5714286
53317	16511.1111111
71207	19644.1340782
231872	41714.2857143
13205	119486.404834
67857	27164.5901639
70533	142857.142857
20227	3288.2133995
56445	237135.92233
108067	33714.2857143
19711	52000.0
210766	18872.1649485
109658	31428.5714286
19345	111111.111111
19659	517142.857143
29807	11809.8765432
66142	8196.875
69780	15729.9065421
218210	18924.0
227800	13361.4285714
66917	201142.857143
110959	4994.11764706
20926	9038.2387022
28084	131818.181818
76608	778.257839721
209318	20979.8301486
12367	15812.6353791
13681	1002463.05419
66902	180918.727915
11886	179187.817259
74098	42857.1428571
54563	2558.16542948
11848	17374.0932642
76501	3684.28571429
108841	3403.89221557
74776	136969.69697
20085	645517.241379
70699	10788.2857143
28088	497142.857143
238799	109714.285714
67914	13648.8571429
22596	19808.7431694
12461	424299.065421
20403	6954.85714286
56438	16216.6666667
217869	101165.501166
22288	260285.714286
74558	12646.5714286
13026	31607.6294278
66354	11034.7014925
74108	40705.1282051
216238	121190.644933
17999	73618.940248
57261	443.064285714
233726	52571.4285714
67128	37475.8823529
17886	561224.489796
98221	53714.2857143
234664	21348.3146067
74143	254285.714286
17274	26571.0144928
320191	71142.8571429
77097	9670.28571429
72322	4484.05315615
67106	38571.4285714
16341	92808.988764
232910	54178.8732394
26425	1423.05714286
19386	8942.02423845
66840	5896.57142857
21843	44387.755102
217715	24429.0598291
19325	237500.0
72508	4864.95238095
24061	47769.6674777
20335	48075.0
235567	7255.42857143
66246	25876.4179104
21379	6656.85714286
68564	4178.85714286
16201	95100.2227171
26442	564315.352697
13665	150476.190476
101861	1977.28215768
11764	28207.8472959
14827	5306930.69307
245638	3646.0
19697	13392.5318761
22215	7125.98870056
13211	73188.4057971
56041	462857.142857
20716	20406.5714286
23968	25295.7142857
66482	7983.14285714
26897	213603.818616
66302	46000.0
67154	7724.85714286
320632	146571.428571
229589	19456.8281938
15078	1970588.23529
56207	2058.23708207
224020	19740.2857143
23996	122727.272727
20499	6027.88550323
16330	177.089627392
21822	34857.1428571
72141	4211.89516129
20014	123771.790808
76952	7485.89285714
76983	53142.8571429
211673	3047.14285714
12361	3943.30453564
66143	92857.1428571
102098	7012.0
67059	288571.428571
67511	16212.8571429
60315	27462.8571429
11933	168705.035971
66847	9555.14285714
223691	328571.428571
69702	5221.71428571
269252	5714.93268054
11800	28097.1428571
72117	78285.7142857
234366	2604.0
59026	1223.46355952
13682	1132678.13268
229096	79428.5714286
212627	66857.1428571
23918	112451.361868
11949	865771.812081
75686	24547.6923077
16783	44334.9753695
217707	1117647.05882
226849	5685.18518519
66199	5001.71428571
26371	8876.0
433771	9690.57142857
19244	11058.6826347
12317	5528846.15385
28114	69428.5714286
11765	14233.5766423
11776	10175.145955
16834	3785.14285714
66606	2515.74285714
76582	10766.8571429
103694	61142.8571429
53382	320000.0
52245	3438.57142857
106504	9119.35483871
76299	394285.714286
13858	33556.2987737
229707	5947.14285714
20501	50304.2596349
107767	16852.0
226791	7316.0
53895	84926.4705882
69082	10138.2857143
71772	13542.8571429
20701	217191.283293
27681	52713.1782946
229363	21645.021645
78891	1854.96277916
66155	302395.209581
83945	8001.45833333
70699	895.371428571
13207	257328.990228
71653	24136.8571429
30960	413654.618474
104303	24114.3646409
30926	460000.0
74351	11877.1428571
13209	80952.3809524
68512	409.628571429
66659	14149.2822967
101869	32571.4285714
67160	336384.439359
68292	4296.71931956
170789	2772.59375
14854	8841.98312236
53356	93125.0
13000	19944.8571429
66445	347692.307692
50497	14128.5714286
56088	13431.1418685
56403	80898.8764045
70834	29428.5714286
19349	777777.777778
20725	4843.71428571
68055	7232.57142857
237459	3335.18164436
26572	87943.2624113
217057	149171.270718
20846	49532.7102804
30795	419196.428571
66945	587349.39759
20103	68137.254902
234673	6989.14285714
68953	12404.954955
105732	464.628571429
225115	7972.35023041
16646	8167.71428571
13046	56790.1234568
11837	1447949.52681
66615	4228.24427481
73942	7938.28571429
26900	31610.9422492
19173	90909.0909091
68473	19468.2857143
98766	2281.44254279
81898	53604.2944785
53333	35734.0720222
68038	4900.28571429
66401	14047.6190476
58810	800000.0
59025	116835.699797
225363	152631.578947
94044	20187.1428571
20466	1828.4144427
74568	19512.2881356
56347	92864.9835346
13120	1186.22309198
12465	1044362.29205
238505	3463.28810854
72029	957142.857143
105501	7669.59064327
20867	1005524.86188
71877	8308.85714286
68018	570.240384615
71984	1111.54440154
74022	58285.7142857
101592	12244.8979592
107932	2491.01827676
13185	4424.57142857
16004	10310.1087394
30058	3514.0
26443	267479.674797
14852	80031.4465409
12870	163996.229972
432572	23277.7142857
57312	3455.14285714
56351	243142.857143
117198	1790.28571429
234388	2972.0
109905	82608.6956522
67097	127272.727273
20340	12085.106383
64655	14219.4285714
14270	3337.94358508
70791	9430.2970297
67563	1818.77142857
66074	1909.0
69608	88285.7142857
52036	10806.0
243819	4476.85714286
14113	133714.285714
67345	5536.89687796
57294	125000.0
207728	2493.66812227
12462	278899.082569
74252	9217.71428571
66687	62000.0
83814	3484.3625498
268449	560897.435897
101513	17332.0
67014	10369.1428571
26398	13010.8312343
21817	972303.206997
71679	1552795.03106
18453	2809430.2554
26444	1181451.6129
320011	125080.593166
19089	376199.616123
26396	15514.713217
11426	32857.1428571
19025	90295.3586498
14149	362348.178138
71902	1082857.14286
109620	10613.9438085
67894	16305.1428571
230233	4781.54538635
114863	132285.714286
59029	7090.64516129
75221	142276.422764
71648	799.257142857
69527	2813.05714286
52665	26815.7142857
68090	6914.0
50493	17944.5350734
384309	4698.36512262
75786	11197.1428571
15107	1391719.74522
218343	25972.0
65102	20695.4285714
72026	7053.23741007
26940	5129.65517241
26416	37777.7777778
224139	85714.2857143
67958	9838.0
74237	4932.28571429
27375	356.298342541
67680	687943.262411
19166	136752.136752
269261	267272.727273
69601	1915.31428571
21454	514106.583072
320528	47428.5714286
20823	66987.9518072
67204	93051.3595166
15505	106759.90676
19766	15243.902439
14479	19062.1814475
229663	131428.571429
210998	16446.8571429
54160	28571.4285714
20316	25839.4285714
26408	442.710144928
320727	1742.48571429
218035	33142.8571429
226982	19325.6578947
12469	445255.474453
353242	14323.4285714
217737	114571.428571
97541	121428.571429
56529	24349.7206704
12466	568738.229755
68215	112000.0
64656	15232.2857143
66691	7342.57142857
240832	3113.14285714
19344	21597.6744186
102436	5876.05321508
235542	2844.39918534
13629	1678321.67832
100683	195.317738791
330260	112146.892655
13669	139880.952381
14228	1058951.96507
67201	462857.142857
68276	2145.59686888
68606	8261.28318584
15951	93714.2857143
59040	1206.67194929
59007	8069.73886329
15516	2914364.64088
20702	1966019.41748
22027	2231920.1995
A6X940	520000.0
13511	1204.90196078
69134	346.142857143
73825	17346.8571429
14670	13619.1428571
15528	9039215.68627
18674	61142.8571429
18703	1754.08560311
19185	80585.106383
66375	39644.9704142
67615	17861.3445378
51798	626911.314985
227648	22574.0
100038882	57510.5590062
100043461	2494.28571429
20068	1844444.44444
30055	194000.0
226101	81142.8571429
19941	182758.62069
27393	10745.1428571
14375	36184.2105263
14229	30482.4561404
237542	1012.62857143
109079	46938.7755102
67776	229428.571429
94061	5529.14285714
101490	17439.4285714
320806	350.192554557
66165	6082.28571429
72662	7514.3006263
13030	1528023.59882
56491	126000.0
66725	14048.2785912
19186	1923694.77912
66366	3320.85714286
69923	35629.4536817
67035	118694.362018
20815	2690.74074074
109674	13659.1478697
18438	8885.05154639
85305	228571.428571
66661	191142.857143
19182	184841.628959
14319	245054.945055
225160	4939.42161339
18813	560000.0
71985	29428.5714286
104831	6855.79196217
56717	26716.3593566
104458	490909.090909
11977	363.105298457
56715	5536.85714286
77065	955.507246377
110175	60638.2978723
19170	779166.666667
338355	5975.14285714
218885	14868.0
56284	1051.22857143
99311	7346.0
18673	357142.857143
56530	85714.2857143
230598	14556.416882
218811	47142.8571429
12330	475465.313029
20286	10248.2857143
53872	668571.428571
19141	49425.2873563
12091	52550.2318393
16423	118481.848185
81018	10189.7142857
23923	5252.23529412
107976	16213.5770235
73078	31901.8404908
69178	251142.857143
12822	1510.59751973
68095	60857.1428571
69162	117073.170732
64685	59142.8571429
12607	562857.142857
26445	40008.9552239
22193	13708.2125604
53312	24039.4285714
22284	10082.063306
17713	182027.64977
20185	1935.6
14450	34950.4950495
219249	14385.7142857
52443	1038.97142857
18786	52518.8916877
18822	11916.8956044
26441	873563.218391
19188	349372.384937
235606	40983.6065574
67429	21456.8571429
56551	83132.5301205
93762	4483.82492864
235587	48285.7142857
11431	106329.113924
12464	330241.187384
26440	307604.562738
14387	5047.32423924
17827	10094.8571429
18655	3141486.81055
231279	1293.14285714
66388	6665.71428571
109880	6664.92537313
19983	397306.397306
68117	97142.8571429
20044	396688.741722
80280	28339.1428571
77219	87749.2877493
26905	239406.779661
26932	6020.34261242
75669	2674.07952872
269523	887096.774194
73024	10562.2857143
66082	1598.45238095
19072	169014.084507
243743	2659.21817221
11749	3857142.85714
97212	509829.619921
72459	13150.330251
192169	31142.8571429
56486	104273.504274
68995	190000.0
103963	1233552.63158
12304	2335423.19749
227331	6982.0
59125	33443.7086093
20088	40181.2030075
20005	284895.833333
68365	406046.511628
67826	19865.8595642
216820	2637.43034056
100037258	226190.47619
67179	80571.4285714
19341	14080.733945
20054	231034.482759
267019	428461.538462
114893	24980.5714286
67427	385714.285714
11545	8543.63277394
110821	211325.966851
56295	2333.51428571
13194	128947.368421
67490	72571.4285714
19298	82274.2474916
19946	149565.217391
56436	34571.4285714
53319	12503.3980583
54723	2651.07398568
17449	3652694.61078
20091	488636.363636
22041	880000.0
13200	337868.480726
30934	31142.8571429
19877	3679.91137371
67398	1681.91823899
109652	77696.0784314
75805	23153.4090909
15461	16823.2804233
18041	44124.1685144
14886	32765.5310621
12010	429411.764706
211548	4744.0
213988	860.771428571
16828	5210843.37349
67533	46571.4285714
16648	77428.5714286
214498	3189.71428571
55944	116605.839416
140570	2561.1834962
66701	10872.0
74080	6126.53061224
20912	51142.8571429
15526	1944035.3461
228026	4957.60286225
67707	5617.14285714
20084	3098684.21053
14227	599285.714286
14735	12384.3806104
80509	483.885714286
68188	10591.9003115
69893	18245.4285714
21856	151142.857143
27404	1613.14814815
77604	1215.45714286
65019	167857.142857
329908	164.130683989
76577	6862.57142857
20397	12768.1338028
13167	34244.8275862
218506	11762.5714286
215476	2136.05714286
54638	24671.4285714
233489	84285.7142857
93747	582758.62069
74157	8525.71428571
65111	21836.5714286
69077	360189.57346
231659	74857.1428571
67151	34507.2072072
73724	17004.494382
74153	11294.0
20619	19489.5238095
73178	14900.7984032
26446	137560.97561
12408	436823.104693
59027	150916.496945
19248	417.187096774
68083	4203.14285714
67382	8341.59779614
107733	19578.2857143
68734	43142.8571429
11658	21612.3499142
381314	59881.4229249
19184	216502.463054
67873	30352.303523
64138	74509.8039216
27050	625514.403292
75617	630400.0
22258	15592.5155925
66882	247142.857143
76051	10304.6770601
75717	23205.1282051
70737	6067.08648195
72461	4741.14052953
67089	87146.529563
67512	3703.95683453
94062	2809.8
57296	53824.3626062
11767	67848.6997636
19177	123826.714801
69617	249428.571429
75964	7105.14285714
16913	56884.057971
13690	35209.7130243
67460	591044.776119
18567	3624.0
101994	24342.0
29810	45233.9688042
11303	3528.43874392
68636	18788.0
23997	329787.234043
26554	8620.05208333
11652	18133.6798337
213326	21787.7142857
56524	25944.0
13480	14075.7692308
72562	5248.16176471
76795	9647.14285714
75646	57428.5714286
14251	10825.4672897
52690	5367.42857143
19042	22065.7068063
50887	58000.0
107227	30000.0
56451	173410.404624
17463	238006.23053
67025	1191011.23596
111173	18722.8571429
20932	28348.2857143
70186	144285.714286
56463	828571.428571
67738	583783.783784
18107	65120.9677419
12238	8014.85714286
56462	30285.7142857
59022	25048.2857143
109700	8566.58184902
69694	14347.4285714
105083	5358.0
65246	22615.1428571
66248	5589.19753086
229285	60000.0
75909	931.457142857
225913	32525.9515571
109333	1268.97253306
14933	8544.54382826
11605	4283.53221957
78428	10109.3596059
19082	24783.3333333
18432	1996.42857143
228003	9206.76567657
66413	247300.771208
16443	42857.1428571
20416	10880.1381693
58203	2245.37712895
18412	14400.9049774
230249	42000.0
72479	45142.8571429
66881	344554.455446
106326	6531.42857143
18458	419811.320755
226043	9096.0
66307	114857.142857
230163	140659.340659
3338890	18074.5714286
105372	8872.28571429
77040	4210.28571429
68879	2645.80233794
72416	385714.285714
74996	3933.5755814
13167	3425287.35632
109359	19912.8571429
19167	206666.666667
667370	11917.1428571
28030	23834.8868176
19211	1331.21588089
55983	591428.571429
12972	127492.44713
68346	17514.8387097
246703	156000.0
110611	674285.714286
13039	4467.96407186
56389	11911.2676056
27061	84897.9591837
269587	10391.3752914
71795	1747.34285714
114664	133142.857143
12468	481617.647059
18563	118845.500849
13437	117336.15222
19896	126728.110599
70110	5551.71428571
70767	3670.86383602
223254	581.742857143
20480	6038.25701625
108100	2589.71962617
23807	3510.36585366
67308	23319.7142857
76826	4725.39184953
69008	8824.33234421
66865	28053.4351145
223978	1411.0
234889	2985.14285714
269823	18475.9887006
217830	24872.8571429
13627	3419913.41991
54131	46778.0429594
12847	102941.176471
12864	306578.947368
17356	6428.57142857
70925	4666.28571429
19181	309468.822171
224619	790.269360269
227095	186233.766234
74370	1873.8576779
19704	18327.4021352
13495	5569.42857143
94230	9706.85714286
109136	2109.68674699
207425	12870.8571429
69116	2123.55212355
66904	43068.3918669
74617	336283.185841
105522	369.171428571
11740	1057046.97987
15288	68421.0526316
19106	6732.23300971
68626	4402.52707581
110173	18316.2684869
399510	4693.38842975
11950	1117187.5
21762	120044.052863
11409	296116.504854
68611	576.0
71361	1351.45714286
27418	1916.31428571
74600	10284.0
67727	5600.33222591
68195	37142.8571429
11772	32515.9914712
69863	1906.82857143
15510	4956369.98255
13177	560553.633218
24015	100285.714286
66419	6565.42857143
23874	109677.419355
103080	16243.7142857
68767	1262.57142857
71702	1632.5436409
19951	68332.5925926
107358	7220.0
18534	11467.2025723
667846	300000.0
24070	25197.1659919
28080	685446.00939
53381	78832.1167883
70207	13178.8571429
66407	2799.0
230866	23989.7142857
20851	21374.0458015
13506	353.070953437
110842	1054285.71429
20848	29610.3896104
16774	1452.62526253
19934	300781.25
209354	2863.86885246
66427	35428.5714286
66997	320175.438596
66397	24973.7373737
70675	3047.70491803
223593	19789.4285714
66590	63188.976378
56200	17815.1428571
67863	97714.2857143
26914	78763.4408602
105148	30348.6529319
66857	38285.7142857
22321	9422.01108472
69089	1315.63510393
73139	63142.8571429
360013	2329.46341463
71745	6020.93959732
140483	15275.2542373
109168	144000.0
58875	202686.567164
99371	2936.0
208718	4037.14285714
22230	68729.6416938
72361	94571.4285714
217365	22697.3684211
