Gene names	Intensity L Ovary
19895	4756.76567657
P01864	20086.8571429
11544	119060.773481
66251	36711.2810707
23999	181948.424069
11677	2006329.11392
229593	12230.2857143
68196	2922.0
22271	9291.31832797
14432	4307.14285714
97165	795238.095238
22152	8478.0
19309	24584.3230404
66471	178285.714286
114584	937759.3361
14079	15650.7575758
74103	199714.285714
72042	317142.857143
15929	113486.005089
73442	35714.2857143
11486	175852.272727
22323	94133.3333333
66849	17827.4285714
11641	110000.0
12554	10634.8739496
98878	50646.9500924
270685	13306.0388946
114663	43793.1034483
16541	1014.98806683
17904	7417218.54305
212307	192331.288344
11857	309000.0
227737	64000.0
20692	10104.0
12810	81714.2857143
19055	28406.9097889
11745	1080000.0
19339	13090.9090909
14086	43428.5714286
16594	17195.3255426
20193	8744.85714286
67980	93115.942029
15163	17310.6995885
13476	115714.285714
68106	56857.1428571
71733	19570.2857143
219072	76000.0
11973	197787.610619
16956	1247.21518987
17254	55323.1939163
13860	41142.8571429
98932	1732558.13953
54609	28213.1661442
170718	224000.0
16678	21821.0361068
13132	83028.7206266
107589	422462.64812
11518	139428.571429
19231	1871428.57143
20719	1224867.72487
432516	3323.10642378
16906	2993197.27891
18537	125110.132159
75974	4438.57142857
74325	29181.6593886
93686	17414.0
227620	10756.4102564
15129	19863945.5782
326618	1991935.48387
11964	79254.4570502
15122	4885714.28571
12908	40575.0798722
53416	20863.3093525
75608	119642.857143
12325	2493.76181474
26611	81714.2857143
56360	148857.142857
20362	172857.142857
353170	4797.42857143
18754	5467.29986431
56195	15250.2857143
22003	11465.8450704
16592	822222.222222
66111	110571.428571
12550	15271.4932127
104001	187428.571429
69654	130348.258706
11465	128000.0
71780	89946.1400359
320707	12273.4285714
110078	103202.846975
223601	31714.2857143
232748	16769.4285714
68631	114106.583072
15444	9565.71428571
107975	48285.7142857
68420	3201.42857143
19264	9682.41673122
14960	2784.3359375
16149	22756.9892473
23825	634285.714286
14007	24409.4488189
230972	7976.85714286
18582	16446.0
14936	4727.100271
213539	135714.285714
22142	200221.72949
381694	11811.0429448
14593	36000.0
170930	765263.157895
67068	64070.8333333
57915	3658.28571429
94181	173714.285714
68519	56857.1428571
11722	551.174168297
15512	210110.584518
17524	58571.4285714
59069	3450704.22535
14688	308823.529412
16593	64695.0092421
19672	198000.0
67803	5189.42857143
17219	12166.8696711
11966	45988.258317
14245	5012.0
268996	7841.71428571
71148	31714.2857143
18751	16393.442623
52589	85142.8571429
101314	9526.28571429
11931	153618.421053
22629	776422.764228
18717	1580.93797277
20970	5461.31221719
13589	764925.373134
12491	85593.220339
56327	42992.3913043
18033	2700.10298661
66273	8914.0
227541	7246.49350649
14269	50857.1428571
18597	289743.589744
18739	3020.85714286
56702	13958.7443946
17161	230038.022814
74091	74062.5
68263	345403.899721
69772	1213.71428571
11891	6036.65158371
216197	193043.478261
18536	15224.8571429
234779	2853.51778656
14026	11593.7142857
74044	1864.65714286
12759	275428.571429
16170	3124.85714286
73834	15500.0
228359	197714.285714
380711	425.257142857
380686	6787.14285714
51793	58947.3684211
380928	12720.5714286
66128	26590.5714286
P01867-2	246000.0
21987	73142.8571429
229877	111142.857143
22631	1232653.06122
66310	1571.08571429
66645	61714.2857143
18797	17585.089141
57349	6696.85714286
20202	18636.0
59069	192605.633803
21825	19401.7094017
239217	43142.8571429
12419	316753.926702
73086	3441.13557358
108911	117428.571429
66128	11342.8571429
320183	7679.14285714
13016	26077.0975057
72157	133225.806452
12417	275409.836066
216963	4060.77922078
27360	258285.714286
18642	28589.7435897
319713	1058.40175953
72108	9901.42857143
170750	71749.5987159
65106	58857.1428571
12412	226486.486486
14225	1194444.44444
227700	22873.75
20111	15193.3701657
12402	94.8762322015
17831	670.708955224
105298	4024.28571429
12322	11825.7322176
15193	38571.4285714
17220	10922.2531293
53598	50046.2365591
11429	891025.641026
16181	12214.6067416
12816	21025.6410256
52398	754285.714286
17698	634315.42461
29812	89142.8571429
18220	188571.428571
68614	6283.14285714
22793	17467.0212766
26417	84210.5263158
66204	147474.747475
18195	109677.419355
53378	38000.0
12183	52895.7528958
192662	843137.254902
27984	59142.8571429
108058	30627.3062731
13688	2895.71428571
244373	348571.428571
233908	335907.335907
54391	153548.387097
63986	12214.5714286
12757	41917.4468085
17967	8844.84304933
382643	482857.142857
15382	1253125.0
116847	505291.005291
56086	657439.446367
18753	18249.2581602
22343	84571.4285714
66469	5700.28571429
29875	47495.4737477
14904	4267.71428571
14857	59641.2556054
76626	212857.142857
668218	4349.42857143
26370	15360.4651163
16400	231.006647673
15469	727762.803235
12858	193150.684932
11852	5875.0
108671	57915.0579151
114886	88285.7142857
11733	962.298603652
227960	2550.4
14784	146543.778802
234353	6453.23047252
214459	6820.85714286
407785	73516.3793103
74325	5365.50218341
100732	18913.1672598
17215	16748.7684729
320183	7572.0
26949	295566.502463
22375	131808.731809
54120	853.228571429
14156	11603.7037037
75901	1376.5448505
11957	209259.259259
63913	144857.142857
108664	11729.8136646
53605	57033.2480818
57752	2512.18450827
59069	570422.535211
17931	130223.517979
269774	17622.5234619
20742	268726.195514
20024	340000.0
232201	9166.0
72096	5377.71428571
19088	106730.769231
29817	66857.1428571
66514	38343.5582822
17955	277333.333333
329910	7024.57912458
20739	933.209109731
50926	207973.421927
80890	5455.24193548
56426	45428.5714286
68598	202371.541502
208194	4337.5
18738	221428.571429
30059	5274.0
22151	185393.258427
54519	9050.85714286
16773	9207.98454604
54401	930894.308943
93730	18949.4285714
14555	421203.438395
329154	14998.0
12340	330419.58042
69270	2193.46938776
193740	411856.474259
18750	2080.80357143
12041	9602.42718447
54403	179.53660797
171210	31346.5783664
75007	9842.0
17996	180857.142857
22630	1600000.0
18993	6421.93158954
22350	1136518.77133
14923	27792.9292929
50492	151382.823872
13138	41097.4244121
22628	668016.194332
68732	16256.2857143
11484	4025.0
12631	7168674.6988
223255	57540.6032483
11657	62285714.2857
19291	391428.571429
67199	282786.885246
235661	92351.8164436
94184	68285.7142857
18538	132950.191571
54673	14718.0821918
67469	3537.89173789
13855	4131.42857143
66905	284285.714286
117150	25415.6769596
26413	72346.3687151
229709	143207.54717
109711	517937.219731
20741	4078.2424812
23988	32278.1818182
71889	5250.62893082
19156	183123.877917
67860	5350.28571429
11308	29428.5714286
18624	5994.72616633
72565	3706.85714286
66125	179069.767442
67689	1281.98717949
224650	2232.34285714
57258	3328.28571429
65962	3154.30267062
13822	66194.3319838
22329	8776.58998647
20650	33714.2857143
13169	86857.1428571
319162	16286.9230769
77579	125000.0
54130	445714.285714
64383	19848.5861183
14976	577165.354331
22221	6150.92592593
109624	3542857.14286
12336	249070.63197
22330	1716697.93621
18637	564935.064935
19046	103363.914373
76895	10900.2857143
53602	55428.5714286
51886	150537.634409
16905	2330827.06767
12974	267241.37931
103850	7340.0
57376	51581.5085158
93739	92307.6923077
77134	1036065.57377
268656	2490.27484144
66335	75916.2303665
98366	3653.81355932
58231	44722.7191413
20588	5929.4384058
99889	102857.142857
59041	8807.27699531
74134	9863.27345309
224105	97709.9236641
67881	2331.0
58233	18452.1410579
66540	23484.8571429
23943	28571.4285714
76551	8972.70788913
17919	312.563256326
19385	235142.857143
20383	3817073.17073
83965	4626.0
110651	15405.4054054
66290	134745.762712
66593	26148.9451477
27205	14774.3538767
18798	6879.71428571
231148	1729.24836601
52700	131142.857143
228998	30193.236715
58193	4941.81818182
20163	774285.714286
227613	3955056.17978
11474	472.111111111
17876	51714.2857143
22154	5198.42342342
69151	54285.7142857
56737	21193.7349398
70974	85346.215781
68942	47417.8403756
234663	67479.6747967
54132	431428.571429
17993	534285.714286
108123	92857.1428571
67530	2180180.18018
16790	30124.2236025
21961	340000.0
53424	50571.4285714
69083	21590.5405405
30056	25940.0
50927	23285.8990944
12111	204336.04336
18002	130864.197531
76467	8242.85714286
22153	2297297.2973
11603	642.615384615
17149	228082.191781
235339	241433.021807
20740	412621.359223
22388	1560000.0
232975	121421.520237
12912	35190.6158358
56431	3678787.87879
72900	99193.5483871
14544	43171.8061674
56330	69428.5714286
13877	172285.714286
230872	12250.0
213012	2496.66666667
12017	17539.4366197
22196	550632.911392
18475	56768.558952
66365	21386.8571429
404634	51344.0860215
71766	95142.8571429
18671	7836.99059561
66094	97714.2857143
63985	111142.857143
56459	124000.0
13427	117320.261438
216190	68857.1428571
109689	68660.2870813
16691	4367346.93878
106628	9083.91376451
18046	17676.4179104
234852	49647.9591837
226977	12830.2857143
13660	113483.146067
56440	240571.428571
192196	63775.5102041
68539	39714.2857143
65964	69428.5714286
66999	3483.42857143
12757	18451.9148936
52551	133714.285714
27402	24151.6966068
56297	39824.1935484
66983	10885.399449
56212	28245.026178
15463	73714.2857143
13014	57714.2857143
18293	13489.7360704
53331	10824.9042146
69724	2182.62458472
78330	204807.692308
13191	142571.428571
15387	30237.5809935
380752	35142.8571429
52163	17328.8770053
55980	295667.870036
83409	22274.2857143
72931	33714.2857143
66385	131142.857143
52009	12610.0
108903	10935.4285714
59013	472160.356347
14105	25130.5343511
105559	10808.2857143
56456	10857.5757576
76737	7012.57142857
14678	400000.0
15381	722044.728435
68183	56444.4444444
107513	49300.6993007
12400	10602.0
66054	507368.421053
67673	242372.881356
21923	12132.7014218
16331	246.994122586
67870	43579.766537
76959	68949.7716895
386649	207027.027027
192292	16806.9158879
433759	52904.5643154
51797	100000.0
67457	2841.08571429
21881	1850117.09602
232807	97142.8571429
94186	65714.2857143
14693	66176.4705882
21351	2495548.96142
20168	2292.88571429
22627	2533333.33333
21835	49428.5714286
245688	105176.470588
22334	657627.118644
20947	21263.7142857
67938	96511.627907
12333	45301.542777
17216	8617.92035398
18000	811428.571429
20411	19224.8062016
170719	7857.14285714
50773	8876.5
110208	397515.52795
12859	283593.75
110854	108000.0
238330	4221.42857143
12331	1837142.85714
56692	70337.9032258
110809	1290322.58065
104015	765.883100381
50875	198011.363636
68202	359482.758621
54473	21462.0437956
54126	38747.099768
67299	6761.42857143
21849	342925.659472
227624	4107.14285714
19047	83281.7337461
94176	11816.1925602
66201	24222.0064725
66373	77592.3076923
16907	305369.127517
110119	75650.1182033
68097	634831.460674
70225	29149.068323
78830	166285.714286
18104	71897.810219
216873	19687.7142857
68051	314285.714286
20723	146000.0
23964	26526.2857143
14567	377142.857143
20382	376923.076923
12380	126000.0
14030	143511.450382
16563	4239.43262411
30949	30285.7142857
66070	106986.899563
13486	5277.71428571
320165	18217.0542636
225027	5989.51310861
110323	1825581.39535
101739	68285.7142857
74192	94117.6470588
67475	7758.45824411
12928	46710.5263158
22192	214207.650273
52822	7434.57142857
13043	261904.761905
55992	3063.97849462
71978	65771.8120805
70620	133103.448276
57319	3877.30337079
210126	391428.571429
56726	40000.0
319965	17910.5714286
16688	700.551601423
27756	420000.0
21917	402857.142857
14164	15411.6129032
56376	107142.857143
75739	17724.5714286
11972	74643.8746439
268980	30285.7142857
53610	625792.811839
66226	7441.14285714
68969	3005.75221239
12655	6517.42857143
20911	47714.2857143
D3YV37	106857.142857
15159	1289.11764706
320981	22727.2727273
14866	354464.285714
14751	901433.691756
14957	117647.058824
20630	97484.2767296
66420	38562.8571429
68240	38974.3801653
18971	420.50678733
18472	356097.560976
14272	8389.65517241
17685	72941.1764706
69207	29142.8571429
54394	4522.0
225887	45523.5849057
60409	192285.714286
66231	28507.1428571
68094	49216.8178071
12401	67428.5714286
52639	18600.8571429
15204	296.93961952
216001	12267.1428571
235072	831428.571429
19070	8602.57142857
12488	64521.1930926
20222	38105.2631579
108121	66945.6066946
19155	153260.869565
11777	22691.1917098
26941	451428.571429
21873	28106.2553556
P01868	154285.714286
19646	310588.235294
18451	53932.5842697
59079	1511.84022825
18643	6235714.28571
66531	1062.42857143
20218	167268.623025
595136	921698.113208
218460	610.028571429
56362	11526.0869565
18569	43428.5714286
11984	61648.3870968
56612	207142.857143
12343	254895.104895
83997	405714.285714
67465	187104.930468
67771	475496.688742
140546	64571.4285714
23970	184000.0
56217	2653.77777778
269593	11509.4285714
56372	4029.14285714
66624	44042.4778761
110082	7439.42857143
98053	9390.94488189
338367	8617.79324056
108160	13251.9174041
16569	5936.81392236
229279	4063324.53826
12283	195894.428152
15387	1110151.1879
66177	84732.8767123
13001	6197.20930233
22324	2711.83431953
59008	9430.0
22333	1141891.89189
73341	1362.77561608
72590	34974.0932642
93765	907894.736842
18641	40128.2051282
18148	845890.410959
56150	13072.195122
23837	39714.2857143
116733	6131.35011442
20021	14929.4545455
22327	24677.4285714
16573	111111.111111
12321	511428.571429
68971	13440.8571429
21887	1109.51428571
71810	76857.1428571
59020	31714.2857143
15384	501754.385965
54196	79428.5714286
320795	1439.32346723
57342	129301.075269
74246	776.109510086
66075	57142.8571429
170760	66000.0
11629	18006.0
12833	76292.6829268
70650	1945.27503526
57230	4710.57142857
21807	24941.7142857
12835	1714285.71429
22319	118446.601942
231887	165714.285714
212531	6037.71428571
67951	52348.9932886
68816	127108.433735
75454	589516.129032
68833	13731.4285714
52563	38860.9715243
68342	466477.272727
20826	414062.5
18221	462857.142857
237823	30590.8750935
72404	18187.7142857
22384	88857.1428571
109006	14538.8571429
107260	31489.6678967
81877	188571.428571
75530	1939.0
68349	100000.0
12540	327225.13089
66101	132446.808511
50995	102507.836991
14187	100316.455696
16202	338495.575221
98238	55428.5714286
56031	3831.89368771
72567	50272.0348205
17380	4294.4
432508	146000.0
19326	1128440.36697
68705	52610.4417671
19826	189508.196721
66314	273428.571429
53379	3742857.14286
76614	725714.285714
69878	42015.1162791
20405	61141.3043478
100986	16211.1428571
269113	33529.4117647
14489	150000.0
52428	1111.34285714
17472	2095.17142857
18141	15795.9227468
17975	1356435.64356
69091	20710.0
70885	1095.56338028
74355	29714.2857143
192174	6970.28571429
433904	6421.71428571
12834	108317.2147
67010	9516.22641509
55988	8524.57142857
100034361	10507.7142857
229542	56285.7142857
66377	119875.0
100336	13932.4786325
19052	23332.038835
67397	633587.78626
14682	93314.7632312
217517	5476.66666667
29806	12040.8571429
66585	41061.452514
13009	1541.49484536
60321	11451.1700468
321022	16807.1428571
18826	674285.714286
108014	88288.2882883
16414	1187.25032425
16416	4894.91740788
11991	994366.197183
20174	215982.721382
11746	431428.571429
12334	123857.142857
19889	4921.71428571
11938	83908.045977
56309	55428.5714286
80877	44285.7142857
67851	12828.8571429
67474	23040.0
11928	157380.254154
69957	71129.0322581
228836	16159.7142857
66437	161714.285714
94242	30000.0
18226	33460.0760456
228983	4150.0
16796	204857.142857
15388	813993.174061
69459	13617.4285714
69024	510.914285714
19703	3140.23255814
68693	497142.857143
20318	46571.4285714
15161	45714.2857143
72552	3135.71428571
223696	13644.8571429
70572	394285.714286
67781	92307.6923077
13063	1323809.52381
23808	7811.42857143
230596	49679.4871795
242687	28772.6358149
71844	6879.89778535
14082	10300.9756098
230649	10132.0
74200	1430.28571429
17991	99457.5757576
67877	17866.8539326
53817	187149.53271
66588	265306.122449
98758	874698.795181
69875	78723.4042553
70316	483333.333333
67130	517557.251908
66118	102857.142857
21399	300000.0
84094	22802.8571429
14672	14832.5905292
64136	24072.0
67890	471764.705882
16976	505714.285714
72313	8762.0
56399	48000.0
102566	2817.65714286
66091	44779.7619048
19053	73139.1585761
268373	13841463.4146
68219	58285.7142857
74125	2981.42857143
71514	323319.027182
106344	7561.26373626
66912	54571.4285714
18795	4018.58552632
54683	2508928.57143
68724	58602.1505376
67273	257183.098592
12537	55739.7959184
21787	140285.714286
11735	4186.53748088
56350	219780.21978
17448	1840236.68639
56637	32619.047619
23827	132792.207792
20833	106638.418079
19358	69421.4876033
11853	219170.984456
12867	323809.52381
21968	13760.8571429
51792	718166.383701
67959	100177.304965
18854	41581.920904
55936	5656.31399317
68682	1080.94285714
15368	13288.2352941
55990	19813.0841121
20657	45019.9203187
67186	4921739.13043
59005	6683.71428571
67955	494047.619048
18747	121652.421652
66642	23445.8259325
29876	648221.343874
54214	10865.1428571
12857	1201183.43195
17884	7220.2166065
19707	11676.2857143
19290	143142.857143
76055	6633.42857143
103967	9378.91077636
21672	2045454.54545
76137	44857.1428571
56324	12619.8852772
68585	137428.571429
20409	102000.0
76302	66285.7142857
217030	3187.14285714
66899	28857.1428571
14790	6694.85714286
224111	45428.5714286
70470	34000.0
269061	16796.0
16568	3872.467903
57317	94478.5276074
27054	22555.410691
107701	5723.11320755
72333	254571.428571
23971	21314.1025641
67923	334821.428571
330662	5290.9383378
213760	8146.85714286
193116	1625.52136752
70296	74857.1428571
101706	273428.571429
320024	19297.0588235
27374	20408.1632653
72170	4834.85714286
23790	69428.5714286
11975	5141.23957092
17758	102222.222222
19317	47428.5714286
109331	8621.9938335
224903	106857.142857
56378	275842.696629
20410	26347.7142857
236573	49714.2857143
16426	72285.7142857
319186	11190476.1905
96979	17437.5
240028	27414.6341463
17128	15311.615245
104457	15297.4285714
12237	123312.883436
216705	308571.428571
68607	18620.8571429
76709	806666.666667
11487	2094.25901202
76936	174211.248285
27055	40526.3157895
28000	158928.571429
56495	98850.5747126
192170	105596.107056
22594	6434.54833597
103466	6832.57142857
23980	1354285.71429
12345	1324909.74729
217864	10689.7274633
57435	137142.857143
104009	10677.9411765
68926	13110.0
381308	52857.1428571
109676	35428.5714286
69150	17635.4285714
13822	15485.8299595
76899	1679.68571429
93760	371.4717477
19384	2634259.25926
66911	959.571428571
54353	8389.14285714
72183	158857.142857
19357	17795.2755906
22668	38131.6998469
P16546	20398.8571429
74117	371428.571429
21894	602125.14758
12321	128285.714286
64704	8615.93886463
68375	552906.976744
22169	4535.34675615
252870	22484.1341795
102122	25477.7142857
67963	202013.422819
19229	11892.96333
21915	85377.3584906
54195	2948.22580645
20810	123790.322581
22099	113428.571429
66629	23286.5714286
26395	74045.8015267
22070	522857.142857
13002	49163.6363636
226251	8979.55865273
100434	3102.90964778
216156	13765.7142857
13033	817073.170732
16801	5508.91304348
11840	322099.447514
19414	7758.0
72205	68285.7142857
11844	118888.888889
66218	575418.994413
73288	6903.71428571
22680	54571.4285714
331026	26810.2777778
67899	19532.8571429
74255	2064.13255361
75062	101197.60479
21681	124705.882353
230908	517142.857143
66914	17057.0135747
338350	11467.4285714
20587	13287.5324675
13859	88285.7142857
11416	5375.27272727
67145	26891.7142857
108124	164000.0
234023	105166.051661
109154	173714.285714
11947	1769376.18147
66043	45712.5
76884	8699.12210694
22612	13395.0092421
22608	123913.043478
18810	94222.9801748
215951	13526.5714286
75710	23343.1428571
15182	2968.03278689
66044	71142.8571429
20226	212890.625
66827	608.885714286
78618	16883.1168831
19655	139897.69821
57750	28328.5714286
12995	98209.7186701
15568	383435.582822
20616	984.2
11491	2602.41837969
66521	9849.14285714
108989	471428.571429
52440	10723.1428571
19084	110498.687664
107182	3459.71428571
16649	26312.2857143
20384	123048.327138
50884	42198.5815603
269966	21293.7142857
18693	4908.28571429
16549	124064.171123
19303	11689.678511
53893	108256.880734
15530	21472.8891287
319322	391428.571429
53413	20229.5552367
67838	199162.011173
67003	401766.004415
104759	10108.8571429
17920	31225.2964427
78920	120044.052863
19744	64673.9130435
56307	106694.560669
67043	99142.8571429
26921	1321.81670722
103468	58207.3434125
70248	19540.5714286
53375	42857.1428571
76425	6264.0
107686	426271.186441
14873	1366666.66667
56758	169142.857143
227197	261348.005502
11632	60285.7142857
245847	5688.0195599
14390	15803.9647577
74105	35157.5456053
67675	8298.57142857
66411	12551.7142857
56044	15404.8543689
230753	107255.520505
12568	153424.657534
12866	143373.493976
69639	6836.23188406
19246	36342.5925926
15289	3288372.09302
102595	1582.51428571
66235	233333.333333
66414	45364.8275862
70052	27063.3397313
78651	290000.0
56215	31390.1345291
74383	76571.4285714
17938	597142.857143
66416	163716.814159
114741	196000.0
69305	31065.0887574
235041	388571.428571
20196	34571.4285714
19027	51714.2857143
11651	36458.3333333
66700	45089.2857143
66713	405714.285714
21402	345398.773006
228061	277.100775194
11843	70555.5555556
14533	960.914285714
67684	9506.57142857
66663	18354.0942928
56748	36000.0
269966	44571.4285714
11867	572580.645161
338467	1253.54285714
27366	18533.4285714
66055	17900.8571429
56505	201535.087719
353172	124828.532236
68045	645714.285714
66050	2451.42857143
19387	30730.0509338
233405	6788.28571429
71268	35714.2857143
66694	89416.0583942
27222	2656.97674419
18604	20653.3169533
20918	260176.99115
18521	342541.436464
22185	155368.421053
66046	39386.2433862
66679	22870.1086957
12387	26760.5633803
54645	21948.2857143
109181	36000.0
20639	43144.4444444
22122	71028.0373832
12562	15561.2244898
233802	95714.2857143
18648	901574.80315
20658	58571.4285714
231386	10644.5714286
98845	5597.14285714
233204	3091.71428571
68581	245142.857143
15191	528571.428571
26394	43722.9437229
14707	20414.7058824
56045	365714.285714
16993	422258.592471
70047	47004.6082949
68988	10171.3426854
66278	4504.57142857
227290	4836.0
69736	28675.1533742
71943	5291.71428571
56430	19698.0589504
269338	2326.8
319565	48000.0
223527	115841.584158
66492	43411.0552764
67996	119714.285714
23806	6321.98198198
14696	60882.3529412
229665	40671.1409396
23880	1378.85714286
78388	360000.0
386612	17734.6041056
76499	8612.57142857
19360	11356.7073171
74840	808571.428571
11625	139428.571429
56274	27162.9778672
21922	9244.85714286
19353	345833.333333
232314	42285.7142857
19063	22701.9607843
