!!SBtab TableType='Proteomaps' Condition='Intensity L Jejunum'
!ProteinIdentifier	!Abundance
17196	145142.857143
69187	22055.7142857
12954	1959183.67347
11354	40285.7142857
14077	500000.0
12961	728571.428571
12889	8970.57142857
12955	1342857.14286
380684	689.293577982
226180	20238.0952381
18039	134438.305709
17189	708571.428571
12960	465714.285714
20617	892857.142857
18823	1327.08571429
12962	69428.5714286
19194	36857.1428571
G3UXD0	3514285.71429
12373	19767.7142857
21956	78405.3156146
70350	28418.0
22349	45586457.0738
218038	2178.42565598
21954	1587677.72512
66473	12091254.7529
19752	1369127.51678
11723	30571428.5714
21924	136024.84472
68416	27087.4285714
16204	68828125.0
19660	12914285.7143
22003	87676.056338
22072	10447154.4715
282619	33428.5714286
12716	12272727.2727
19293	542857.142857
17906	722891.566265
12409	268852.459016
227120	76857.1428571
56727	8081.05263158
109901	4285714.28571
12613	1028380.63439
12307	32285.7142857
12308	156857.142857
12970	19409.4285714
22227	24058.3061889
59006	3495.42857143
109697	5751789.97613
55948	9475806.45161
215384	15257142.8571
13706	3837638.37638
26950	12922.0
16618	5400.0
18378	16164.5714286
12797	1971428.57143
12957	57428.5714286
22287	77714.2857143
16612	2475095.78544
14120	9144542.77286
17897	563725.490196
22074	7971428.57143
29818	11859.7633136
107753	43307692.3077
140781	6563.30749354
22004	1250000.0
12652	368571.428571
69117	10628571.4286
21345	12628571.4286
76703	4714285.71429
18040	120283.018868
17888	81527.3477812
14580	18684.1860465
233335	8712.36386931
18946	266384.778013
20259	3664335.66434
17901	343085.106383
23795	11400000.0
56370	13979.7142857
11847	9604519.77401
17287	491298.527443
69191	1049335.86338
66284	342857.142857
17907	816568.047337
106393	35142.8571429
18645	47880.0
53318	70571.4285714
22003	5387323.94366
11770	4257575.75758
69060	1529032.25806
59290	1811428.57143
68738	431085.043988
20215	10837.4285714
20618	117714.285714
17896	9148.70466321
99709	3142857.14286
21953	272527.472527
11636	525773.195876
17075	3460317.46032
16855	30061349.6933
67041	1428846.15385
67931	171714.285714
66283	322857.142857
12346	597701.149425
76722	5274463.00716
103968	5222.05029014
12865	6250000.0
380683	25310.8571429
12709	3385826.77165
12036	470737.913486
18951	1197831.97832
16765	926174.496644
67868	940520.446097
19701	7268.90547264
11475	18169761.2732
59011	20879.7142857
19285	276857.142857
11754	14379.0849673
236539	504690.43152
17756	5743.98249453
11472	64765.1006711
20200	1168571.42857
22004	753521.126761
12722	3811610.07667
17762	13235.0613915
13807	166129.032258
18600	1755.57206538
77337	8870.28571429
17882	198285.714286
22223	374887.892377
54200	1739644.97041
67373	6200000.0
75600	1580000.0
17957	2897.42857143
24131	351428.571429
17156	6356.94227769
14264	1303.24468085
12389	212359.550562
17868	7244.88188976
69824	3771428.57143
13346	705756.929638
12958	16547.7142857
81600	511627.906977
18479	445871.559633
19695	968571.428571
223809	11814.2857143
17880	3057809.33063
259300	153775.322284
11459	128647.214854
20964	66000.0
16832	401197.60479
14778	242920.353982
53322	240285.714286
21925	68750.0
104069	107142.857143
12715	385826.771654
69983	24771784.2324
233799	24695.6521739
14598	198943.661972
329251	8042.41803279
13142	159420.289855
12353	191167.192429
12925	18514285.7143
20203	18303.7142857
216188	28602.383532
74551	315625.0
20404	392045.454545
66824	6943005.18135
15277	273718.647764
13823	2755651.23789
13070	2124.14448669
27357	114714.714715
27053	536541.889483
20910	104000.0
14725	1773.26180258
12557	11136638.4522
67092	66193.8534279
56012	13530.8300395
13628	119222.462203
13808	546082.949309
14199	928571.428571
13007	3036269.43005
16763	2051428.57143
218138	9865591.39785
19132	5858.31578947
19058	395294.117647
224796	5697211.15538
56421	4158163.26531
68794	173881.144534
17922	1651680.07572
107993	7197.59615385
16777	217245.240761
21916	1625.01392758
50876	137891.737892
216350	2854285.71429
109272	51142.8571429
18295	12687.9194631
21648	1371428.57143
665270	5742857.14286
18073	34457.8313253
15507	535885.167464
66695	71849.8659517
12512	249159.663866
72088	2628571.42857
12323	13143.7269373
67399	148285.714286
12372	38285.7142857
18746	14199623.3522
20198	72285.7142857
104183	59428.5714286
27273	51456.3106796
64661	8929.42857143
69787	6714285.71429
330440	3496.0
12971	39428.5714286
17929	7208.57142857
14660	994065.281899
12799	158095.238095
433470	1168571.42857
17035	548571.428571
16664	4892.97520661
226519	34349.7199751
16854	9280303.0303
19283	2202.42857143
75572	88387.7358491
20195	1154285.71429
16775	1598.1277533
226041	138857.142857
67326	61428.5714286
18489	1900000.0
118449	75714.2857143
12349	2269230.76923
76293	57714.2857143
17885	2346.20547238
17879	198764.160659
67971	591428.571429
11674	12554945.0549
66734	53266.1157025
107272	190810.810811
17022	556213.017751
14457	1295.17142857
171580	640000.0
11450	36224.291498
107029	4639016.89708
26558	657.885714286
22240	261714.285714
232714	7657142.85714
232400	6358.0
17930	20340.5714286
18483	11418.0
13179	268032.786885
23969	177428.571429
11983	2631428.57143
17118	919093.851133
