!!SBtab TableType='Proteomaps' Condition='Intensity L Olfactory bulb'
!ProteinIdentifier	!Abundance
17196	87714285.7143
69187	55714.2857143
12954	2209183.67347
11354	121142.857143
14077	10075187.9699
12961	1642857.14286
12889	3485714.28571
12955	7942857.14286
380684	910091.743119
226180	8154761.90476
18039	13848987.1087
17189	1800000.0
110187	12556.0
20617	19428571.4286
18823	14914285.7143
12962	98000.0
19194	222285.714286
12373	26683.4285714
21956	114617.940199
70350	14428571.4286
22349	353083.434099
218038	4169096.20991
21954	159715.63981
66473	200380.228137
19752	300671.14094
11723	602857.142857
21924	1559006.21118
68416	6499.71428571
16204	1250000.0
19660	239428.571429
22003	235563.380282
22072	55691.0569106
282619	18122.8571429
12716	11339712.9187
19293	1148571.42857
17906	1506024.09639
12409	504098.360656
227120	348571.428571
56727	7556.49122807
109901	136090.225564
12613	49582.6377295
12307	2277142.85714
12308	1802857.14286
12970	34857.1428571
22227	44299.6742671
59006	8745.71428571
109697	153937.947494
55948	31499.1935484
215384	234000.0
13706	52029.5202952
26950	20971428.5714
16618	3774.82758621
18378	13885714.2857
12797	92285.7142857
12957	123142.857143
22287	1245714.28571
16612	377777.777778
14120	6876.99115044
17897	833333.333333
22074	102857.142857
29818	9997.04142012
107753	600769.230769
140781	12248.0620155
22004	1644366.19718
12652	905714.285714
69117	127142.857143
21345	1388571.42857
76703	65714.2857143
18040	6745283.01887
17888	111971.104231
14580	2372093.02326
233335	4459.51313261
18946	1319238.90063
20259	37342.6573427
17901	1340425.53191
23795	53714.2857143
56370	10714285.7143
11847	23279.9435028
17287	1773.3601071
69191	252371.916509
17907	2189349.11243
106393	391428.571429
18645	18000000.0
53318	9448.28571429
22003	6232394.3662
11770	2689393.93939
69060	61290.3225806
59290	8863.42857143
68738	98826.9794721
20215	5484.28571429
20618	334285.714286
17896	80829.015544
99709	1218.17142857
21953	440659.340659
11636	23608247.4227
17075	5760.95238095
16855	334355.828221
67041	7365384.61538
67931	33428.5714286
66283	148857.142857
20199	5142857.14286
12346	1214559.38697
12180	39.3183673469
76722	651551.312649
103968	93230.1740812
12865	351250.0
380683	51142.8571429
12709	44094488.189
12036	333333.333333
18951	17262872.6287
16765	2684563.75839
67868	18333.0855019
19701	16218.9054726
11475	5437665.78249
59011	66857.1428571
19285	665714.285714
11754	1395.4248366
236539	3958724.20263
17756	5038293.21663
11472	306487.695749
20200	82285.7142857
22004	510563.380282
12722	198247.535597
17762	11405184.1746
13807	6497695.85253
18600	127043.090639
77337	4337.71428571
17882	420000.0
22223	25381165.9193
67373	420000.0
17957	6771428.57143
24131	94000.0
14264	45478.7234043
17868	4153.38582677
69824	160571.428571
13346	228144.989339
12958	19774.8571429
81600	20528.7526427
18479	1429357.79817
223809	21652.8571429
17880	512170.385396
259300	36095.7642726
11459	184615.384615
20964	31714285.7143
16832	58982035.9281
14778	192477.876106
53322	74857.1428571
21925	186250.0
104069	20057142.8571
12715	847769.028871
69983	98340.2489627
233799	20173.9130435
14598	32746.4788732
329251	218237.704918
13142	16634.2028986
12353	3779.81072555
12925	354285.714286
20203	2311428.57143
216188	12351.0292524
74551	351562.5
20404	33522727.2727
66824	76683.9378238
15277	55398.0370774
13823	3013993.54144
13070	7845.62737643
27357	187087.087087
27053	262032.085561
20910	69142857.1429
14725	13283.2618026
12557	12817.4123337
67092	245862.884161
56012	100000.0
13628	7969762.41901
13808	3548387.09677
14199	1014285.71429
13007	6735751.29534
218138	556451.612903
19132	11323.5789474
19058	20000000.0
224796	173705.179283
56421	4043367.34694
68794	27989.72854
17922	1722.33790819
107993	6033.89423077
16777	27771.556551
21916	233704.735376
50876	2735042.73504
216350	50857.1428571
109272	138857.142857
18295	62080.5369128
21648	28198.5714286
18073	39759.0361446
15507	309569.37799
66695	12385.5227882
12512	53781.512605
12323	3284132.84133
67399	47142.8571429
12372	42000.0
18746	39736346.516
20198	18930.0
104183	101428.571429
27273	1751.69902913
64661	504.285714286
69787	5457.71428571
330440	14194.5714286
12971	1500000.0
17929	31428.5714286
14660	3353115.727
12799	25476190.4762
433470	15098.0
17035	1731428.57143
16664	7180.5785124
226519	84629.7448662
19283	4228571.42857
75572	8669811.32075
20195	114857.142857
16775	6552.86343612
226041	47142.8571429
67326	597142.857143
118449	6564.0
12349	30653846.1538
76293	577.228571429
17885	42.5596282912
17879	335221.421215
67971	1297142.85714
270097	700000.0
11674	61263736.2637
66734	3826446.28099
107272	3081081.08108
13602	334285.714286
17022	152366.863905
14457	551428.571429
171580	18650.8571429
11450	95546.5587045
107029	78033.7941628
26558	46285.7142857
22240	8114285.71429
232714	63714.2857143
232400	617142.857143
17930	99428.5714286
18483	1242857.14286
13179	66393.442623
23969	9200000.0
11983	4742857.14286
17118	5177993.52751
69051	346875.0
14467	7542857.14286
56185	28611.898017
16852	2125925.92593
72948	3685714.28571
11676	17603305.7851
21985	1840000.0
12933	44571428.5714
20965	24914285.7143
16890	2275.75757576
20194	50857.1428571
21753	82857.1428571
19340	8401826.48402
229731	139142.857143
17988	1462857.14286
73723	1331428.57143
13405	10929.8531811
12721	9436008.67679
13184	16456.0
216739	1492109.03874
14583	421807.747489
13010	1107142.85714
11997	759493.670886
15275	7854209.44559
22352	2746781.11588
107684	242857.142857
18611	594285.714286
71960	54500.0
381204	902.630872483
16952	153142.857143
11820	297402.597403
12306	2534285.71429
14381	429126.213592
18074	38061.2972202
66395	3285714.28571
12362	121641.791045
56356	597142.857143
17105	29817.5675676
74340	854812.398042
11808	431428.571429
109857	93501.8050542
13821	1467576.79181
17760	4050772.62693
56078	5202.83911672
109934	2942857.14286
12406	446043.165468
83397	284857.142857
67103	4620060.79027
216810	505714.285714
217124	255142.857143
12934	19230769.2308
67865	190000.0
20324	61142.8571429
29877	4600000.0
380698	50285.7142857
11766	1213.11428571
26556	2142857.14286
16776	1184.66917698
12332	61647.7272727
269713	268385.864374
24014	12390.2040816
192176	153003.400076
65969	8837.14285714
21346	477142.857143
109264	369205.298013
66355	321739.130435
208943	176857.142857
20963	178060.413355
76281	155714.285714
12313	5161073.8255
23917	186770.428016
18476	599137.931034
66222	1833773.08707
20708	7336.57142857
16779	12896.053363
102502	851428.571429
14590	422712.933754
58194	912552.891396
66098	1020000.0
66144	5537815.12605
16019	41714.2857143
76932	205142.857143
67443	928000.0
30948	6971428.57143
12696	947674.418605
22138	29818.5329282
67834	12213114.7541
11717	48955.613577
19038	13864.1509434
67861	680000.0
16403	23739.6883593
68028	127868.852459
26430	169246.646027
12140	3310606.06061
74145	21174.863388
14571	2668500.68776
56205	1594285.71429
12653	285714.285714
12798	209428.571429
17755	2962662.33766
18799	78439.1534392
13017	40224.7191011
56526	2857142.85714
16560	327433.628319
234267	2445714.28571
50706	5944.0
229603	20714.2857143
19895	20446.2046205
P01864	25007.4285714
11544	425414.364641
66251	121223.709369
23999	2217765.04298
11677	11962025.3165
229593	575.742857143
68196	52857.1428571
22271	5873.95498392
14432	2137142.85714
97165	595238.095238
22152	14577777.7778
19309	1142517.81473
66471	1088571.42857
114584	775933.609959
14079	248484.848485
74103	4971428.57143
72042	3114285.71429
15929	5394402.03562
73442	7457142.85714
59046	428571.428571
11486	68465.9090909
22323	125066.666667
66849	440000.0
11641	357142.857143
12554	56862.745098
98878	462107.208872
270685	196519.959058
114663	8905.17241379
16541	4579.47494033
17904	5410596.02649
212307	2711656.44172
11857	46950.5
227737	545714.285714
20692	24603.7142857
12810	582857.142857
19055	6487523.99232
11745	877142.857143
19339	9363636.36364
14086	1351428.57143
16594	400667.779633
20193	4420.28571429
67980	260869.565217
15163	68518.5185185
13476	1357142.85714
68106	22085.7142857
71733	74857.1428571
219072	397142.857143
11973	7787610.61947
17254	602661.596958
13860	1091428.57143
98932	2023255.81395
54609	581504.702194
64933	626794.258373
170718	13428571.4286
16678	215070.643642
13132	57049.6083551
107589	43122.1020093
11518	9000000.0
11775	1118299.44547
19231	322857.142857
20719	1502645.50265
432516	17833.1735379
16906	4965986.39456
18537	6343612.3348
75974	7904.28571429
74325	2506550.21834
93686	357142.857143
227620	84812.6232742
15129	111564625.85
326618	384274.193548
11964	10940032.4149
15122	60000000.0
12908	527156.549521
53416	273381.294964
110935	1944.2
75608	633928.571429
12325	1119092.6276
56360	2071428.57143
20362	2260000.0
353170	28857.1428571
18754	502035.278155
56195	1211428.57143
22003	53873.2394366
16592	12000000.0
12550	33484.1628959
104001	6485714.28571
69654	2587064.67662
11465	25730.9333333
71780	328545.780969
320707	87142.8571429
110078	2230130.48636
223601	1065714.28571
232748	12923.1428571
68631	203761.755486
15444	2420000.0
107975	1154285.71429
209378	3696.57142857
68420	1800.11428571
19264	716.026336174
14960	10205.859375
23825	1222857.14286
14007	2401574.80315
18582	535333.333333
14936	43902.4390244
213539	88095.2380952
654795	288571.428571
22142	10864745.0111
381694	60736.196319
14593	366666.666667
170930	3884210.52632
67068	3583333.33333
57915	38857.1428571
94181	402857.142857
68519	500000.0
15512	1753554.50237
17524	414285.714286
59069	7394366.19718
14688	21029411.7647
22637	3022.00647249
12945	468105.515588
16593	1940850.27726
19672	106857.142857
67803	107714.285714
17219	848.818514007
11966	7142857.14286
14245	144857.142857
268996	440.942857143
71148	242857.142857
18751	4098360.65574
52589	3228571.42857
101314	951428.571429
11931	23486842.1053
22629	18333333.3333
18717	1459909.22844
20970	107918.552036
13589	8582089.55224
12491	61228.8135593
56327	227173.913043
18033	23995.8805355
66273	99142.8571429
227541	503896.103896
14269	225428.571429
18597	8589743.58974
