!!SBtab TableType='Proteomaps' Organism='mmu' ValueType='Intensity L' Tissue='Salivary gland'
!ProteinIdentifier	!Abundance
17196	74000.0
69187	3346.28571429
12954	309183.673469
11354	4657142.85714
14077	334586.466165
12961	113714.285714
12889	946.657142857
12955	441714.285714
380684	20091.7431193
226180	8299.8015873
18039	16465.0092081
17189	1168571.42857
110187	9171428.57143
20617	289285.714286
18823	2139.22857143
12962	2655.57142857
19194	66857.1428571
G3UXD0	3209.71428571
12373	1166.82857143
21956	13419.6013289
70350	6540.85714286
22349	31076.1789601
218038	1218.96501458
21954	8101.8957346
66473	47908.7452471
19752	159060.402685
11723	574285.714286
21924	52096.8944099
68416	4527.42857143
16204	120312.5
19660	31714.2857143
22003	482394.366197
22072	4072.35772358
282619	5704.85714286
12716	863636.363636
19293	7457142.85714
17906	231325.301205
12409	289344.262295
227120	728571.428571
56727	3086.52631579
109901	2312.51879699
12613	10198.3305509
12307	12696.0
12308	2853.14285714
22227	7648.85993485
59006	888.228571429
109697	37708.8305489
55948	79838.7096774
215384	7074.85714286
26950	7452.28571429
16618	6168582.37548
18378	3830.0
12797	314285.714286
12957	2108.28571429
22287	29142.8571429
16612	30651340.9962
14120	173156.342183
17897	101960.784314
22074	16768.8571429
29818	4496.50887574
107753	123846.153846
140781	5478.03617571
22004	1697183.09859
12652	9441.14285714
69117	5874.28571429
21345	2020000.0
76703	42285.7142857
18040	16155.6603774
17888	7172.34262126
14580	2718.8372093
233335	10698.2703395
18946	8404.86257928
20259	2509.09090909
17901	3675531.91489
23795	440000.0
56370	1545.68571429
11847	1183.36158192
17287	1061.67336011
69191	82163.1878558
66284	3273.42857143
17907	8461538.46154
106393	162571.428571
18645	90000.0
53318	22200.2857143
22003	9612676.05634
11770	1780303.0303
69060	10940.0
68738	107624.633431
20215	1452.48571429
20618	209714.285714
17896	2228.44559585
99709	634.6
21953	3384615.38462
11636	1087628.86598
17075	22191.4285714
16855	761.134969325
67041	573076.923077
67931	3016.85714286
66283	12049.7142857
20199	3907.42857143
12346	187739.463602
12180	19331.2244898
76722	10438.6634845
103968	28820.1160542
12865	378750.0
380683	7387.14285714
12709	233595.800525
12036	842239.185751
18951	33875.3387534
16765	114765.100671
67868	1171.15241636
19701	2036.31840796
11475	5596816.97613
59011	106857.142857
19285	502857.142857
11754	9724.83660131
236539	540337.711069
17756	76039.3873085
11472	19127.5167785
20200	146000.0
22004	482394.366197
12722	23329.6823658
17762	46248.2946794
13807	39631.3364055
18600	273402.674591
17882	128000.0
22223	104035.874439
54200	394.230769231
67373	961.371428571
17957	3806.85714286
24131	531428.571429
67399	7877.42857143
14264	13162.7659574
12389	292134.831461
69824	5115.42857143
13346	43496.8017058
12958	696.314285714
81600	4247.78012685
18479	464.495412844
223809	1477142.85714
17880	573022.312373
259300	53591.160221
11459	832891.246684
20964	32857.1428571
16832	1275449.1018
14778	208849.557522
53322	3371428.57143
21925	59731.25
104069	22622.8571429
12715	4803149.6063
69983	28036.5145228
233799	9722.60869565
14598	28873.2394366
329251	2840.36885246
13142	1369.13043478
12353	2406940.06309
12925	149714.285714
20203	18081.4285714
216188	386782.231853
74551	212500.0
20404	18893.1818182
66824	246113.989637
15277	22464.5583424
13823	21528.525296
13070	556.273764259
27357	1554.08408408
27053	846702.317291
20910	49428.5714286
14725	239.270386266
12557	697.315598549
67092	9586.76122931
67182	1271.2
56012	529644.268775
13628	75593.9524838
13808	774193.548387
14199	62285.7142857
13007	751295.336788
16763	10602.0
109042	3251.42857143
218138	491935.483871
19132	32842.1052632
19058	57761.7647059
224796	14398.8047809
56421	105484.693878
68794	3095.85473221
17922	4113.582584
107993	205.235576923
16777	94624.8600224
21916	991643.454039
50876	32478.6324786
216350	68857.1428571
109272	47714.2857143
18295	4093.62416107
21648	4392.85714286
18073	40883.5341365
15507	11174.6411483
66695	154423.592493
12512	13778.9915966
12323	753.081180812
67399	17272.0
12372	357142.857143
18746	1180790.96045
20198	98285.7142857
104183	19480.5714286
27273	2282.40291262
64661	162.822857143
69787	649.114285714
330440	741.971428571
12971	3460.28571429
17929	62285.7142857
14660	15578.6350148
12799	5738.0952381
433470	869.657142857
17035	341.571428571
16664	179338.842975
226519	54262.6011201
16854	5393.18181818
19283	37142.8571429
75572	144339.622642
20195	525714.285714
16775	11343.6123348
226041	8747.42857143
67326	49142.8571429
18489	25208.0
118449	6598.0
12349	2246153.84615
17885	145.709860609
17879	1745623.069
67971	273142.857143
270097	1717.14285714
11674	3379120.87912
66734	6290.16528926
107272	190000.0
17022	831360.946746
14457	5965.71428571
171580	10356.8571429
11450	74898.7854251
107029	1005.51459293
26558	361.8
22240	225142.857143
232714	3098.0
232400	4457142.85714
17930	322857.142857
18483	4211.14285714
13179	530054.644809
23969	47714.2857143
11983	241428.571429
17118	216504.854369
69051	49687.5
14467	934285.714286
56185	21921.2464589
16852	591851.851852
72948	5441.42857143
11676	54820.9366391
21985	1308571.42857
12933	95714.2857143
20965	317142.857143
16890	687.378129117
20194	172571.428571
21753	134000.0
19340	18206.3926941
229731	65428.5714286
17988	48857.1428571
73723	73714.2857143
13405	2491.21805329
12721	852494.577007
13184	380000.0
216739	703.18507891
14583	1779053.08465
13010	6281.07142857
16985	17946.0
11997	224683.544304
15275	120123.203285
22352	551502.145923
18611	64285.7142857
71960	24000.0
16952	1122857.14286
11820	9947.4025974
12306	957142.857143
14381	44660.1941748
18074	34996.4362081
66395	3085714.28571
12362	9718.4079602
56356	58857.1428571
17105	1517.7027027
74340	13479.771615
11808	542857.142857
109857	127436.823105
13821	34015.92719
17760	6550.66225166
56078	10782.0189274
109934	3714.28571429
12406	273381.294964
83397	27379.7142857
67103	1674772.03647
216810	1875.48571429
12934	38636.3636364
67865	20421.1428571
20324	25959.1428571
29877	275714.285714
380698	10614.0
11766	15818.2857143
26556	10424.8571429
16776	601.264120495
12332	68465.9090909
