!!SBtab TableType='Proteomaps' Condition='Intensity L Embryonic tissue'
!ProteinIdentifier	!Abundance
17196	48857.1428571
69187	964.6
12954	358673.469388
11354	2218.94285714
14077	413533.834586
12961	124000.0
12889	8020.28571429
12955	554857.142857
380684	10917.4311927
226180	882936.507937
18039	839779.005525
17189	246285.714286
20617	300000.0
18823	3749.42857143
12962	12305.1428571
19194	3752.0
12373	36000.0
21956	198006.644518
70350	119714.285714
22349	50906.8923821
218038	15451.8950437
21954	73459.7156398
66473	70342.2053232
19752	8500.0
11723	79428.5714286
21924	95031.0559006
68416	2574.82857143
16204	129687.5
19660	54857.1428571
22003	202816.901408
22072	19719.9186992
282619	1654.91428571
12716	17736.3636364
19293	24515.4285714
17906	728915.662651
12409	37075.4098361
227120	239428.571429
56727	2801.43859649
109901	9800.7518797
12613	16131.2186978
12307	17233.4285714
12308	31142.8571429
12970	7897.42857143
22227	1975.21172638
59006	2287.4
109697	52505.9665871
55948	235080.645161
215384	11040.0
13706	8451.29151292
26950	45428.5714286
18378	1001.42857143
12797	11066.0
12957	74571.4285714
22287	7408.57142857
16612	25863.9846743
14120	7697.34513274
17897	383333.333333
22074	3943.14285714
29818	19889.3491124
107753	97692.3076923
140781	242377.260982
22004	859154.929577
12652	34000.0
69117	4921.42857143
21345	468571.428571
76703	13102.5714286
18040	705188.679245
17888	279669.762642
14580	5817.44186047
233335	20948.1101858
18946	16347.5687104
20259	14405.5944056
17901	978723.404255
23795	5316.57142857
56370	754285.714286
11847	15138.4180791
69191	44212.5237192
66284	1219.0
17907	952662.721893
106393	82857.1428571
18645	878571.428571
53318	18113.7142857
22003	3626760.56338
11770	361363.636364
69060	9476.12903226
68738	15102.6392962
20215	686.542857143
20618	166857.142857
17896	647668.393782
99709	1477.54285714
21953	84615.3846154
11636	348969.072165
16855	3348.46625767
67041	350000.0
67931	7663.71428571
66283	4149.71428571
20199	1259.57142857
12346	88505.7471264
12180	12724.2857143
76722	6004.29594272
103968	852.51450677
12865	74643.75
380683	4608.28571429
12709	3464566.92913
12036	186513.994911
18951	395663.95664
16765	1489932.88591
19701	1572.6119403
11475	5066312.99735
59011	6159.42857143
19285	52285.7142857
11754	980.941176471
236539	1397748.59287
17756	444748.358862
11472	126398.210291
20200	12477.7142857
22004	44718.3098592
12722	1818.40087623
17762	95907.2305593
18600	662.34769688
17882	110285.714286
22223	2197309.41704
67373	13304.8571429
75600	496.885714286
17957	27673.7142857
24131	33428.5714286
17156	455.959438378
14264	23198.1382979
12389	53552.8089888
17868	15039.3700787
69824	1343.31428571
13346	184008.528785
12958	2374.8
81600	636.89217759
18479	56880.733945
223809	10917.7142857
17880	236308.31643
259300	15436.4640884
11459	326259.94695
20964	48285.7142857
16832	3892215.56886
14778	244690.265487
53322	11229.1428571
21925	20698.75
104069	46000.0
12715	64304.4619423
69983	6494.60580913
233799	6528.86956522
14598	653.468309859
329251	676.321721311
13142	1207.10144928
12353	565.678233438
12925	27774.0
20203	12266.5714286
216188	37161.4301192
74551	37500.0
20404	275852.272727
66824	44486.5284974
15277	68047.9825518
13823	102260.495156
13070	2169.39163498
27357	36036.036036
27053	201426.024955
20910	317142.857143
14725	1624.69957082
12557	2876.54171705
67092	23608.7470449
67182	657.885714286
56012	69565.2173913
13628	66738.6609071
13808	350230.414747
14199	219428.571429
13007	364766.839378
109042	4412.85714286
218138	121774.193548
19132	60421.0526316
19058	37622.3529412
224796	7048.60557769
56421	83290.8163265
68794	119955.979457
17922	1566.5404638
107993	1742.88461538
16777	101343.784994
21916	548746.518106
50876	160968.660969
216350	3069.71428571
109272	48571.4285714
18295	18349.6644295
21648	176285.714286
18073	16305.2208835
15507	332057.416268
66695	34852.5469169
12512	33758.8235294
72088	1384.34285714
12323	18178.7822878
67399	51142.8571429
12372	41428.5714286
18746	7005649.71751
20198	2936.28571429
104183	19329.1428571
27273	1819.22330097
64661	60.3371428571
69787	1214.14285714
330440	1057.25714286
12971	105714.285714
17929	26759.7142857
14660	72997.0326409
12799	31428.5714286
433470	3468.57142857
17035	96857.1428571
16664	55371.9008264
226519	53951.4623522
16854	12039.0151515
19283	23110.2857143
20195	440000.0
16775	13986.784141
226041	74857.1428571
67326	59714.2857143
18489	1391.25714286
118449	9482.85714286
12349	976923.076923
76293	34571.4285714
17885	6401.65203924
17879	226055.61277
67971	540000.0
270097	107142.857143
11674	3076923.07692
66734	324793.38843
107272	1072972.97297
17022	497041.420118
171580	18995.4285714
11450	1159.87854251
107029	54992.3195084
26558	9452.85714286
22240	2514285.71429
232714	506.142857143
232400	12065.1428571
17930	10617.1428571
18483	47714.2857143
13179	75956.284153
23969	160000.0
11983	405714.285714
17118	1818770.22654
69051	233437.5
14467	414285.714286
56185	24064.8725212
16852	4325925.92593
72948	5349.14285714
11676	43801.6528926
21985	119428.571429
12933	2042857.14286
20965	15027.7142857
16890	1152.01581028
20194	186857.142857
21753	284571.428571
19340	15434.2465753
229731	305714.285714
17988	106000.0
73723	220571.428571
13405	13866.2316476
12721	206073.752711
13184	924.6
216739	1458.96700143
14583	179340.028694
13010	219285.714286
16985	11120.2857143
11997	59810.1265823
15275	100308.008214
22352	3948497.85408
107684	10823.7142857
18611	6787.71428571
71960	8050.0
16952	77142.8571429
11820	23506.4935065
12306	2608571.42857
14381	236893.203883
18074	37134.7113329
66395	6571428.57143
12362	3046.26865672
56356	14632.2857143
74340	28874.3882545
11808	1962857.14286
13821	29920.3640501
17760	19205.2980132
109934	106571.428571
12406	7529976.01918
83397	600000.0
67103	2215805.47112
216810	6187.42857143
217124	60857.1428571
12934	1223776.22378
67865	34000.0
20324	6346.0
29877	308571.428571
380698	5344.85714286
11766	6161.14285714
26556	44857.1428571
16776	830.392684239
12332	19215.625
269713	62177.6504298
24014	4858.63945578
192176	1220249.33887
65969	2605.94285714
21346	274285.714286
109264	638.956953642
66355	77971.0144928
208943	2905.14285714
20963	160572.337043
76281	184857.142857
12313	193959.731544
23917	30155.6420233
18476	335775.862069
66222	96042.2163588
20708	1064.94285714
16779	3402.72373541
102502	328571.428571
14590	18000.3154574
58194	28349.7884344
66098	11027.7142857
66144	145378.151261
16019	1826.62857143
76932	16408.8571429
67443	516000.0
30948	394285.714286
12696	320348.837209
22138	13517.7349274
67834	327868.852459
11717	1533.55091384
19038	537735.849057
67861	36000.0
16403	22548.1209899
68028	1139344.2623
26430	21052.6315789
12140	803030.30303
74145	75273.2240437
14571	66162.3108666
56205	37714.2857143
12653	24006.0
12798	554285.714286
17755	653409.090909
18799	11470.6349206
13017	123370.786517
56526	46857.1428571
16560	18053.0973451
234267	22991.4285714
50706	168285.714286
229603	18214.2857143
19895	12917.1617162
P01864	11920.5714286
11544	224585.635359
66251	28871.8929254
23999	690544.412607
11677	2471518.98734
229593	1266.08571429
68196	129.965714286
14432	537142.857143
97165	6904761.90476
22152	1393333.33333
19309	28978.6223278
66471	874285.714286
114584	1489626.55602
14079	32090.1515152
74103	25694.2857143
72042	1388571.42857
15929	189567.430025
73442	93714.2857143
59046	45428.5714286
11486	96590.9090909
22323	62133.3333333
66849	37142.8571429
11641	294285.714286
12554	2533.89355742
98878	31238.4473198
270685	53121.801433
114663	54137.9310345
17904	3192052.98013
212307	429447.852761
11857	99000.0
227737	59714.2857143
20692	64285.7142857
12810	8671.14285714
19055	98464.4913628
11745	203142.857143
19339	55454.5454545
14086	141142.857143
16594	79966.6110184
67980	9418.47826087
15163	50411.5226337
13476	140285.714286
68106	64857.1428571
219072	371428.571429
11973	632743.362832
17254	207224.334601
13860	32857.1428571
98932	352906.976744
54609	322884.012539
64933	3656.93779904
170718	331428.571429
16678	44897.9591837
13132	121409.921671
107589	17516.7439464
11518	468571.428571
11775	17190.3881701
19231	3285714.28571
20719	236243.386243
432516	8656.66347076
16906	8316326.53061
18537	418942.731278
75974	33142.8571429
74325	4988.20960699
93686	56000.0
227620	145.380670611
15129	30340136.0544
326618	1120967.74194
11964	226904.376013
15122	38571428.5714
12908	25079.8722045
53416	70143.8848921
110935	6422.57142857
75608	306696.428571
12325	36862.0037807
26611	112000.0
56360	151428.571429
20362	113428.571429
353170	4419.14285714
56195	357142.857143
22003	15103.8732394
16592	7311111.11111
104001	221714.285714
69654	507462.686567
71780	337522.441652
320707	4330.28571429
110078	103084.223013
