Gene names	Intensity L Duodenum
66663	250620.347395
56748	17077.1428571
269966	40857.1428571
11867	1346774.19355
338467	3577.71428571
27366	34571.4285714
66055	80857.1428571
56505	178289.473684
353172	679012.345679
68045	602857.142857
66050	3135.71428571
19387	100339.558574
233405	21690.2857143
76561	83714.2857143
71268	165142.857143
66694	2390510.94891
27222	24127.9069767
18604	24570.02457
20918	3238938.0531
18521	544198.895028
22185	305263.157895
66046	515343.915344
66679	9276.08695652
12387	220230.473752
54645	114857.142857
109181	127142.857143
20639	120444.444444
22122	953271.028037
12562	6930.35714286
233802	139714.285714
18648	4173228.34646
20658	78285.7142857
231386	16464.0
98845	207142.857143
233204	5865.14285714
68581	851428.571429
15191	1665714.28571
26394	204329.004329
56045	602857.142857
16993	1530278.23241
71544	3015.42857143
68845	18180.0
70047	71889.4009217
68988	40881.7635271
330474	619.257142857
69736	54294.4785276
71943	70000.0
56430	185478.073329
269338	6748.0
105445	2617.88571429
319565	110857.142857
223527	961386.138614
66492	44375.3768844
67996	305714.285714
23806	16881.0810811
14696	20253.8235294
23880	1453.77142857
78388	4285714.28571
386612	30791.7888563
19360	11966.4634146
74840	4114285.71429
11625	264285.714286
56274	32193.1589537
21922	31142.8571429
19353	635416.666667
232314	40285.7142857
19063	656862.745098
224902	3913.71428571
68033	13458.5714286
78808	7201.04166667
60595	4594298.24561
17222	635.751028807
233824	77142.8571429
107652	649425.287356
75597	74571.4285714
56040	4263157.89474
66481	9325301.20482
80838	6118.30985915
19230	1054285.71429
22166	9904761.90476
27643	37428.5714286
100041953	196857.142857
67211	38000.0
67604	50571.4285714
74167	92000.0
234797	96571.4285714
232791	15978.6950732
74764	126817.447496
15170	81176.4705882
12539	1216358.83905
228769	67158.6715867
224904	152857.142857
14679	522598.870056
20133	37500.0
170625	34571.4285714
21810	694285.714286
54139	34689.5074946
12818	37006.1213133
22200	37878.7878788
18949	143448.275862
67988	73464.9122807
15452	1096330.27523
12370	148541.666667
270192	253846.153846
104444	514285.714286
72772	10349.1428571
110380	5663.71428571
68304	77428.5714286
78294	23076923.0769
56480	10599.1769547
16418	10790.2040816
66656	3879003.55872
11363	2009302.32558
215615	543076.923077
76707	52285.7142857
77963	74857.1428571
11744	397142.857143
14265	17351.1428571
76938	13718.0246914
217342	13198.757764
329877	57142.8571429
109778	549152.542373
77573	54857.1428571
276846	25765.7657658
13806	15000000.0
109711	106950.672646
16653	433333.333333
67898	31142.8571429
30057	11412.2857143
102058	52571.4285714
319939	46857.1428571
68991	38571.4285714
68089	934523.809524
56749	3131.13924051
56433	265142.857143
16785	3491525.42373
68981	278431.372549
22145	812500.0
71268	85142.8571429
23950	43287.6712329
56282	414285.714286
80743	20435.7142857
51796	46934.4608879
21371	374285.714286
105675	1266990.29126
20916	2142548.59611
320473	21057.7142857
12351	4840.6557377
66530	49095.0226244
26891	642857.142857
71169	48000.0
66658	40285.7142857
104130	715231.788079
16151	54126.2135922
26895	6796.96969697
70153	186857.142857
15369	102857.142857
23881	454285.714286
17913	398871.119473
56174	94169.0962099
59042	765714.285714
68505	28857.1428571
70497	47142.8571429
110355	10347.7503628
52064	58409.7859327
19041	8319.08831909
234699	6854.05405405
66317	154098.360656
59021	1306603.77358
106039	52440.9448819
71678	112571.428571
55949	11377777.7778
107476	69509.5948827
216344	178828.828829
99412	235428.571429
66072	6554.0
56334	1325714.28571
13430	318390.804598
20832	2808139.53488
17969	2410.62857143
74781	3349.42857143
212999	60857.1428571
110052	80571.4285714
14782	340000.0
22042	5781.38925295
239667	58857.1428571
17120	8530.68340307
22273	977083.333333
16434	611111.111111
12301	886462.882096
50770	22493.6815501
109785	232472.324723
54451	10983.7142857
16709	207714.285714
19286	64427.0833333
67282	25369.7142857
26754	205688.622754
11992	500000.0
76742	29714.2857143
19069	3729.34926959
21917	9028.57142857
77305	173428.571429
266692	72000.0
19821	14313.3928571
20022	22602.5641026
19359	439903.846154
51786	40000.0
226591	117714.285714
105245	2565947.24221
70439	174285.714286
15354	112500.0
13430	11211.1494253
56812	12841.1552347
26893	160802.469136
20844	72080.2919708
52348	16852.1410579
27965	4414.57142857
54709	1236923.07692
67458	337142.857143
67078	75077.8816199
276770	6883116.88312
12632	3337349.39759
218490	394285.714286
67726	153714.285714
22134	44571.4285714
66200	46285.7142857
53323	60500.0
12368	369565.217391
100206	49189.1891892
56744	53948.5714286
217473	28571.4285714
66495	1500000.0
230721	1705714.28571
210376	33142.8571429
21372	44971.5370019
69976	114628.820961
223754	19796.5714286
13382	1984282.90766
621156	98000.0
18570	511428.571429
269682	250285.714286
234671	1540000.0
11739	4731543.62416
215999	657142.857143
71919	34857.1428571
18718	8642.71604938
66399	188271.604938
226407	52000.0
22195	3103896.1039
170791	571698.113208
53421	386554.621849
238024	189142.857143
110829	340000.0
13006	199671.322925
19656	60000.0
11747	5600000.0
71732	22852.2857143
77407	70149.2537313
98386	53428.5714286
234865	23203.4632035
17184	211583.92435
54127	5318840.57971
66861	156368.221942
286940	1464258.26287
223723	100857.142857
54170	117428.571429
83796	41431.2617702
212111	53428.5714286
26922	434316.353887
56748	13329.7142857
72124	58611.1111111
12729	8241.10169492
16456	29185.3333333
65970	580000.0
16545	157.763532764
277360	1123.93939394
18120	45428.5714286
68251	7216.28571429
19205	990512.333966
108030	6129.71428571
20624	176107.106076
59035	31743.4210526
11566	714912.280702
14674	68169.7612732
94232	2334.22818792
101943	81265.4067379
13854	76521.7391304
105504	53142.8571429
23983	432584.269663
11564	336776.859504
319154	35868.3823529
23789	245142.857143
229524	3451.42857143
381760	235526.315789
19878	65489.9135447
54198	368571.428571
71881	331428.571429
11927	402857.142857
73699	46422.6289517
93684	420000.0
26384	158131.487889
99683	23772.8571429
232341	4543.54228019
67300	1904477.61194
223453	411428.571429
70430	7768.28571429
68059	238571.428571
12467	12162.9001883
17319	100000.0
69710	2119.55922865
12388	319829.424307
226144	57428.5714286
14667	54404.1450777
83701	275714.285714
233977	50857.1428571
100226	212408.759124
219135	5102.43111831
212880	31395.3488372
17995	508620.689655
238123	188000.0
320267	35428.5714286
50709	216438.356164
108083	32451.9230769
11821	42203.8888889
19045	109090.909091
73046	65446.7105263
71955	340000.0
13040	636.264705882
20637	537946.428571
14300	60465.1162791
14860	7657657.65766
66552	5012.0
665775	1564.94285714
214952	998.967741935
230861	278657.378087
11639	56950.6726457
208263	3795.42857143
19324	6878048.78049
227446	91428.5714286
73473	28571.4285714
17992	1780487.80488
66616	354285.714286
22276	17693.2075472
216363	10100.2857143
110253	48285.7142857
268470	10682.8651685
215449	1690217.3913
18415	52386.6348449
56275	12516.2929746
107702	2277142.85714
140858	18563.4285714
11737	1085714.28571
12988	52222.2222222
26450	451428.571429
69276	30904.5226131
76192	19617.839196
78798	50000.0
232087	273417.721519
21885	115142.857143
18706	44194.7565543
15239	84903.2258065
215114	44412.0505345
52469	43142.8571429
16658	83591.3312693
27041	311428.571429
14433	16906906.9069
75624	25585.2331606
192231	3624.57142857
103136	55142.8571429
13631	24723.7569061
79560	54088.0503145
100043714	27840.2857143
21872	65902.5787966
226646	349892.008639
28018	9959.71428571
67542	153428.571429
19134	16583.9126117
245828	9934.28571429
72692	114043.993232
70564	131714.285714
229543	11719.5004803
22245	4137.54512635
78655	765714.285714
27967	9822.54273504
108155	31739.9617591
22378	62000.0
320938	58571.4285714
28006	42285.7142857
23945	169636.963696
67040	298461.538462
70297	380000.0
19718	11996.5616046
13424	441429.801895
59015	7631.95435093
228994	44571.4285714
213827	3514285.71429
19192	289763.779528
54128	2409090.90909
66922	29310.7843137
19383	46153.8461538
66449	6194.85714286
52432	45916.1147903
72754	2995.71428571
72047	37244.3487621
56443	170000.0
11771	60491.2998976
16480	255033.557047
66998	142857.142857
52502	130285.714286
13684	1078341.01382
22088	96675.1918159
102339	48571.4285714
57320	8359788.35979
18102	1000000.0
225028	3149.44071588
66108	297082.228117
192289	12924.7030879
27058	895348.837209
26383	12262.0
207352	252857.142857
103573	251167.13352
11364	1218527.31591
319192	5685714.28571
14194	1199211.04536
15212	46828.358209
28295	585714.285714
20042	9318181.81818
50933	513043.478261
66164	48857.1428571
66085	26908.033241
68303	262285.714286
54138	230857.142857
72201	62000.0
14084	188857.142857
69368	5569.14285714
66073	1435294.11765
231380	66096.8660969
217325	58519.9610516
216724	639.662921348
68556	8961.67883212
19247	579564.489112
69697	32571.4285714
19201	9614.0
15458	239142.857143
19035	28842592.5926
12929	135313.531353
224014	42000.0
14083	31651.3761468
53380	52813.8528139
69719	202616.27907
195018	22327.4285714
56258	14611.1358575
20924	264000.0
76563	4284.0
233871	184000.0
60596	20694.6454414
66609	18589.0804598
76688	56218.9054726
69456	49428.5714286
16978	297142.857143
226539	10970.1378254
269614	1467.56097561
20130	747706.422018
20656	6486486.48649
211488	3508.4375
23972	1626409.01771
20684	5859.14285714
67939	46000.0
14469	154000.0
224727	26162.2857143
66646	87280.7017544
107271	1210227.27273
67437	794594.594595
70231	219142.857143
67500	557142.857143
14104	694888.178914
51810	621250.0
333433	985754.985755
73910	49142.8571429
75612	16863.0514706
70616	3359.8755832
72198	80096.1538462
170720	38000.0
329777	15322.5316456
67039	112529.832936
26936	74285.7142857
232989	20332.2857143
68194	682945.736434
217449	9705.42857143
29816	342857.142857
56418	221717.171717
50911	21578.3105023
269951	5376106.19469
54189	6811.36890951
226432	55428.5714286
225341	213714.285714
233765	65428.5714286
19342	12498.5915493
70160	87564.7668394
76987	156571.428571
12566	43063.583815
66592	417142.857143
71853	6568181.81818
56361	13052.9550827
17425	17802.5034771
99045	59714.2857143
52715	3482.0
20336	27692.3076923
17970	9352.76190476
245945	46285.7142857
20115	6855670.10309
11370	1048780.4878
58240	141428.571429
27369	119855.595668
14768	76571.4285714
83493	127428.571429
71177	13386.0
235315	7324.28571429
20901	831818.181818
66383	87428.5714286
56085	176975.945017
228866	12275.7142857
12261	748571.428571
625249	363241.106719
238831	31578.9473684
75705	363338.788871
20430	34078.2122905
74326	246571.428571
107526	54285.7142857
14828	30839694.6565
257633	65428.5714286
13680	434285.714286
97387	32571.4285714
66916	34603.649635
22601	891428.571429
17436	2307692.30769
68299	70571.4285714
68337	1577142.85714
433702	44936.7088608
209086	28857.1428571
13204	274213.836478
54367	40689.6551724
56070	72272.7272727
69225	340000.0
28106	588571.428571
75553	2286.45714286
223650	168571.428571
20479	371621.621622
100019	23784.8571429
338337	130857.142857
13722	780000.0
72515	20246.0
213541	9166.28571429
18102	23026315.7895
68653	234285.714286
76457	17548.5714286
69713	54857.1428571
104112	717690.192484
56194	27177.3347324
50917	2186.53846154
21991	10468227.4247
73830	325714.285714
107047	49621.2121212
70549	55157.8947368
75415	19001.7142857
27784	48285.7142857
67144	13504.5714286
17164	12463.2124352
105787	54919.4991055
53310	11735.1428571
232679	4935.14285714
21429	121176.470588
67897	45806.4516129
68135	1014204.54545
93692	599065.420561
64652	70857.1428571
66053	10083.3013436
234912	8749.71428571
68197	1133333.33333
110920	102123.142251
20648	4016.57142857
74245	4835.24590164
52635	48571.4285714
101568	3706.62251656
71994	391428.571429
66921	1220.88560886
17257	168801.652893
56354	70242.9149798
28169	5548.40425532
67074	51714.2857143
67332	164285.714286
11806	2507575.75758
18518	185428.571429
14208	122140.221402
67184	156944.444444
54161	2637142.85714
15254	1294285.71429
76824	34571.4285714
20817	12818.9427313
16412	169172.932331
17330	14680.6652807
20843	15840.7798538
66245	9742.85714286
110379	388198.757764
19223	9413.97205589
12028	92708.3333333
98732	71428.5714286
105446	21615.2298851
12842	874.260151411
14359	93428.5714286
71770	458911.419424
12848	246049.6614
78885	11760.8571429
233900	4616.38361638
84092	1044.35185185
66580	4116.0
70527	9852.59433962
17096	78515.625
16329	74242.4242424
56447	868571.428571
20641	591596.638655
225010	15175.2659574
66978	32000.0
67028	13827.1428571
76332	19456.5714286
68275	7047.17530577
22201	1975425.33081
69064	63142.8571429
75956	6030.33666297
213464	9628.85714286
19087	1281795.51122
56494	4069.71698113
75751	32857.1428571
69634	477142.857143
100383	98000.0
13830	16503.4285714
73137	147142.857143
16650	88571.4285714
223658	2991.14285714
216134	862179.487179
14694	7971428.57143
17939	373493.975904
80911	18000.0
231086	1995789.47368
12215	473007.712082
12282	2122122.12212
52653	25990.0
22687	72857.1428571
24010	82764.8114901
66660	35142.8571429
69940	109428.571429
170762	46657.0812365
70356	991913.746631
23992	50857.1428571
76308	731343.283582
11750	594285.714286
74467	9894.85714286
234729	83714.2857143
11792	104731.861199
70349	2531428.57143
19653	24042.9362881
21745	184.355268163
233870	2809734.51327
217232	1773.93939394
11757	1307392.99611
51788	2937500.0
27883	8168.85714286
18708	12457.320442
56292	459574.468085
12385	1158940.39735
108147	923986.486486
211446	39337.7483444
210711	11674.5714286
228410	24795.1428571
19271	1282.39095315
66171	463035.019455
67943	354285.714286
17973	87267.9045093
68126	92000.0
11774	130316.742081
26894	59272.7272727
27979	484433.374844
69019	1571428.57143
22225	416083.916084
66866	215428.571429
108645	151197.60479
23989	7097.42857143
218503	64857.1428571
81489	62058.8235294
380840	40285.7142857
56369	242738.589212
66446	37457.0446735
230027	66216.2162162
64009	26438.8571429
74375	23555.7142857
26357	2238.35616438
277250	9154.92957746
58184	28527.090301
12764	488425.925926
78232	30000.0
22214	165027.322404
110750	948571.428571
18103	4125000.0
71805	70818.0708181
69367	12183.3333333
22365	13535.6140351
328417	40285.7142857
69232	3036.85714286
15211	12903.4090909
70223	635062.611807
230393	20479.1428571
66525	106857.142857
11946	8987341.77215
50527	123060.344828
104184	294505.494505
11736	148571.428571
107829	7669.54612006
69641	17357.7142857
15525	1438763.37693
66181	112123.4375
102103	34571.4285714
18100	57714.2857143
231580	29042.1455939
77862	67142.8571429
66898	294285.714286
15481	17337461.3003
65114	705714.285714
50797	3000000.0
11565	21603.7199125
66508	24989.4285714
104721	429729.72973
271457	21065.1162791
71974	16645.6766917
16410	9430.93869732
30930	428571.428571
17754	28710.3746398
232533	13023.0603448
70369	29306.4876957
100041230	11114285.7143
225896	76285.7142857
100088	38242.280285
68736	5463.71428571
81702	49142.8571429
55946	41148.3253589
22083	21237.1428571
216551	25611.1428571
22335	604240.282686
50783	446715.328467
67264	170430.107527
234730	31428.5714286
231874	39428.5714286
76303	302857.142857
20874	68450.9326845
68178	25464.5714286
64697	32285.7142857
64657	71428.5714286
18571	920598.388953
20333	453953.488372
68499	9254.28571429
13809	21481.4814815
14297	58285.7142857
230257	176000.0
238988	54285.7142857
76479	73949.5798319
66834	594285.714286
19060	149298.597194
20224	1141414.14141
26419	3430.20833333
105513	5857.14285714
13383	223204.41989
234594	13052.6315789
67804	548571.428571
67972	245714.285714
69146	145142.857143
83768	28260.8695652
16978	211714.285714
20866	270857.142857
15519	9358799.4543
59047	10382.9501916
19079	152962.962963
12211	7927.07906596
16211	391552.511416
108737	134345.351044
56294	14918.8870152
14569	9428571.42857
234683	2193.97142857
217149	77428.5714286
20020	5583.75634518
211948	56285.7142857
72946	90000.0
66362	19770.8029197
227715	29446.7576792
26557	27084.2857143
114641	904000.0
271564	32000.0
239719	2942.57142857
15115	844793.713163
73744	6490.37536092
11958	12014084.507
227377	1767.79342723
66676	66000.0
21770	49428.5714286
53317	4264.71734893
231872	148857.142857
13205	787009.063444
67857	193114.754098
70533	377142.857143
20227	4198.01488834
56445	881067.961165
108067	149428.571429
19711	18454.0
380773	45428.5714286
210766	35738.8316151
109658	118571.428571
19345	392592.592593
19659	1302857.14286
29807	171193.415638
66142	24431.25
71521	32432.4324324
69780	42523.364486
218210	47142.8571429
227800	79428.5714286
66917	428571.428571
110959	27312.8851541
20926	6141.36732329
28084	359090.909091
76608	12659.6980256
209318	102547.770701
76130	4432.28571429
12367	246570.397112
75547	4545.42857143
13681	2709359.60591
66902	614840.989399
11886	421319.796954
74098	134285.714286
54563	8483.5630965
11848	922279.792746
76501	8941.71428571
108841	18029.0419162
74776	596969.69697
20085	5255172.41379
70699	12290.0
68796	204285.714286
28088	1437142.85714
238799	282571.428571
67914	98857.1428571
22596	33333.3333333
12461	1962616.82243
20403	16561.7142857
226757	40571.4285714
56438	220370.37037
217869	421911.421911
22288	854285.714286
74558	757.171428571
16430	66382.9787234
13026	94277.9291553
66354	28917.9104478
74108	14914.5833333
216238	211906.449327
17999	106200.676437
57261	237.692857143
233726	397142.857143
67128	110588.235294
17886	5816326.53061
98221	728571.428571
234664	150000.0
74143	940000.0
17274	240096.618357
320191	103714.285714
72322	11129.5681063
67106	54000.0
16341	759550.561798
319801	62285.7142857
232910	183098.591549
26425	4438.28571429
19386	33737.3075663
66840	24346.8571429
21843	97704.0816327
217715	127920.22792
19325	745000.0
67510	8191.14285714
72508	9180.19047619
24061	64963.5036496
20335	1445588.23529
235567	67142.8571429
66246	30746.2686567
68564	22719.1428571
16201	91648.1069042
26442	1331950.20747
13665	1507936.50794
11764	355249.204666
14827	17306930.6931
245638	47714.2857143
19697	33515.4826958
22215	36836.1581921
13211	271014.492754
56041	1408571.42857
20716	35428.5714286
23968	6494.28571429
66482	69714.2857143
26897	144152.74463
66302	108285.714286
67154	51142.8571429
18114	7886.28571429
320632	247142.857143
229589	66519.8237885
15078	8382352.94118
56207	136778.115502
224020	89714.2857143
23996	287081.339713
20499	4466.75900277
16330	7188.21752266
21822	18138.2857143
72141	63306.4516129
20014	784469.096672
76952	49821.4285714
76983	360000.0
211673	131142.857143
12361	63066.9546436
109093	7154.32525952
66143	288571.428571
102098	27672.2857143
67059	954285.714286
67511	437142.857143
60315	89714.2857143
11933	73381.294964
66847	56285.7142857
223691	1014285.71429
69702	119142.857143
269252	9688.49449204
11800	147142.857143
72117	221714.285714
234366	5046.85714286
59026	10920.7219557
208440	59714.2857143
13682	3980343.98034
229096	90000.0
212627	43142.8571429
23918	289883.268482
11949	6342281.87919
75686	78461.5384615
16783	87684.729064
217707	56092.4369748
226849	77160.4938272
66199	82857.1428571
433771	16838.2857143
19244	26634.7305389
12317	27403846.1538
28114	193142.857143
11765	104257.907543
224794	11273.1428571
11776	51042.5354462
16834	38857.1428571
76582	13321.7142857
103694	402857.142857
53382	542857.142857
52245	88857.1428571
106504	86236.5591398
76299	1288571.42857
216766	4385.75233023
13858	88740.245262
77032	13824.2857143
229707	7297.71428571
20501	103245.436105
107767	38857.1428571
226791	32571.4285714
53895	386029.411765
50907	86570.7434053
69082	80000.0
71772	3717.71428571
20701	1389830.50847
27681	318992.248062
229363	101443.001443
78891	72952.853598
66155	3562874.2515
83945	66458.3333333
13207	869706.840391
71653	261142.857143
30960	815261.044177
104303	784530.38674
30926	1085714.28571
74351	57142.8571429
13209	293995.859213
68512	100285.714286
66659	98803.8277512
20852	12425.3285544
101869	199428.571429
67160	2608695.65217
68292	36938.0315917
170789	23770.625
14854	244725.738397
53356	556250.0
13000	165428.571429
66445	1840000.0
50497	23033.7142857
56088	9757.43944637
56403	765650.080257
70834	86000.0
19349	2193236.71498
20725	38857.1428571
212986	91714.2857143
68055	13361.7142857
237459	19311.6634799
26572	262411.347518
107650	5025.24509804
217057	182872.928177
20846	55540.7209613
30795	1227678.57143
66945	2620481.92771
20103	485784.313725
72008	7990.28571429
234673	241428.571429
68953	247747.747748
105732	25822.5714286
225115	59447.0046083
16646	22886.2857143
13046	312757.201646
11837	9842271.29338
66615	21702.7989822
73942	19094.8571429
26900	79483.2826748
19173	140151.515152
68473	37428.5714286
98766	11310.0244499
81898	680981.595092
53333	43490.3047091
68038	69142.8571429
66401	80952.3809524
217207	2313.66559486
58810	2323076.92308
246782	37428.5714286
59025	212981.744422
225363	1105263.15789
94044	48857.1428571
20466	1184.77237049
24136	416.148148148
56347	767288.693743
13120	2379.25636008
12465	1624768.9464
238505	2531.92338388
72029	72000.0
105501	2964.03508772
26414	8339.00862069
20867	2412523.02026
71877	13411.7142857
68018	44551.2820513
231655	47945.2054795
71984	193.474903475
27277	29428.5714286
74022	187142.857143
101592	102040.816327
107932	23133.1592689
13185	19047.7142857
16004	7772.85541683
20586	4155.7966522
30058	46857.1428571
26443	1101626.01626
14852	272012.578616
12870	40245.0518379
432572	2861.14285714
57312	82285.7142857
56351	414285.714286
234388	159714.285714
109905	319565.217391
67097	1133333.33333
20340	3157.10638298
64655	168857.142857
14270	2847.40673339
70791	20198.019802
67563	3486.57142857
66074	25726.2857143
69608	674285.714286
52036	145428.571429
243819	1066.48571429
14113	311428.571429
67345	25070.9555345
57294	1690476.19048
207728	58078.6026201
12462	768807.33945
74252	92000.0
66687	136571.428571
83814	29482.0717131
268449	5320512.82051
211347	10408.6486486
101513	47142.8571429
67014	9631.14285714
100273	24638.0
26398	94206.5491184
21817	1329446.06414
71679	6180124.2236
18453	44204322.2004
26444	1830645.16129
320011	385557.704707
19089	1550863.72361
26396	170822.942643
11426	255142.857143
19025	175527.42616
14149	45951.417004
71902	1562857.14286
109620	247311.827957
19039	104857.142857
67894	58000.0
230233	22805.7014254
114863	717142.857143
100763	4265.46629732
59029	396774.193548
75221	330623.306233
71648	22446.5714286
107338	158285.714286
69527	77714.2857143
73192	12980.2699896
52665	142000.0
68090	64285.7142857
50493	334420.880914
384309	9103.13351499
75786	97142.8571429
15107	5191082.80255
218343	224571.428571
65102	87714.2857143
72026	11979.8561151
26940	24827.5862069
26416	94722.2222222
224139	374285.714286
67958	63142.8571429
74237	5724.57142857
27375	17569.0607735
67680	3070921.98582
19166	1867521.36752
269261	1066666.66667
69601	29142.8571429
21454	977011.494253
320528	270857.142857
20823	303614.457831
67204	981873.111782
15505	312354.312354
19766	15396.3414634
14479	97961.2640163
229663	462857.142857
210998	114571.428571
54160	305714.285714
20316	46000.0
26408	2218.04347826
320727	3887.71428571
218035	65714.2857143
226982	147203.947368
12469	1952554.74453
353242	25300.2857143
217737	394285.714286
97541	468571.428571
56529	222905.027933
12466	2033898.30508
68215	241714.285714
64656	51142.8571429
66691	20815.4285714
240832	33428.5714286
54122	22732.0
19344	44093.9534884
102436	8744.67849224
235542	147046.843177
13629	7435897.4359
100683	934.424951267
330260	607344.632768
13669	818452.380952
14228	2041484.71616
71941	6531.94192377
67201	825714.285714
D3YUM8	5230.85714286
68276	3968.6888454
68606	23451.3274336
15951	537.257142857
59040	9273.37559429
59007	14906.9124424
15516	5732044.1989
20702	3713592.23301
80888	73979.5918367
22027	11059850.3741
A6X940	2814285.71429
13511	38057.0409982
69134	10230.8571429
73825	16170.2857143
15528	16470588.2353
18674	531428.571429
18703	34500.6485084
19185	63031.9148936
66375	185798.816568
67615	16063.4453782
51798	385321.100917
227648	122285.714286
100038882	8996.27329193
100043461	2860.0
20068	10666666.6667
30055	291428.571429
226101	357142.857143
19941	1400000.0
27393	15039.4285714
14375	88157.8947368
14229	48464.9122807
237542	4358.0
109079	54336.7346939
67776	110857.142857
94061	84000.0
320806	11007.7021823
66165	19978.2857143
72662	20459.2901879
20351	577.75
13030	1581120.94395
56491	554285.714286
19186	2477911.64659
66366	103714.285714
321006	796.613545817
69923	79572.4465558
67035	403560.830861
20815	37500.0
109674	21052.6315789
18438	3649.22680412
85305	927731.092437
66661	1485714.28571
19182	880090.497738
14319	2043956.04396
225160	4973.97260274
18813	2942857.14286
71985	91714.2857143
104831	12825.0591017
56717	8160.06276971
104458	857575.757576
67166	60752.688172
77582	6264.05919662
11977	908.383635144
56715	32857.1428571
19346	31457.2115385
67439	1780.81871345
77065	398.136645963
110175	31514.893617
19170	1920833.33333
108077	47428.5714286
338355	102285.714286
218885	25515.1428571
56284	10818.8571429
18673	1605714.28571
56530	78000.0
74778	9504.57142857
230598	33850.129199
218811	251714.285714
12330	1912013.53638
20286	17539.1428571
53872	2362857.14286
19141	167356.321839
12091	171561.051005
16423	91089.1089109
81018	19298.8571429
23923	25647.0588235
107976	18068.9295039
73078	48670.7566462
69178	622857.142857
231889	7014.28571429
12822	925.084554679
68095	207714.285714
69162	651219.512195
106821	8414.85714286
64685	288571.428571
12607	4530.57142857
26445	83582.0895522
22193	10942.0289855
53312	14259.4285714
22284	20711.2153185
17713	797235.023041
20185	22613.1428571
14450	78514.8514851
219249	17138.0
26399	13961.3772455
52443	10396.0
18786	143576.826196
71517	36285.7142857
26441	1919540.22989
19188	435146.443515
235606	241803.278689
67429	73142.8571429
56551	182530.120482
68537	1663.59550562
93762	29495.7183635
235587	24797.1428571
11431	346202.531646
12464	866419.294991
26440	866920.152091
14387	1673.87198321
17827	86285.7142857
18655	8393285.3717
231279	27054.0
66388	18053.7142857
109880	11944.278607
19983	6902356.90236
68117	140571.428571
20044	2708609.27152
80280	110571.428571
77219	407407.407407
26905	762711.864407
26932	68950.7494647
75669	4741.53166421
269523	2481389.57816
73024	41714.2857143
66082	21048.5119048
170752	710.883458647
19072	512676.056338
243743	5758.05599577
16150	7830.91149273
11749	8714285.71429
110279	1034.88188976
97212	2542595.01966
72459	34478.2034346
192169	320000.0
56486	169230.769231
68995	328571.428571
103963	2779605.26316
12304	10062695.9248
227331	48857.1428571
59125	84105.9602649
20088	2458646.61654
20005	3843750.0
72145	507.342857143
68365	786046.511628
67826	58353.5108959
100037258	1343253.96825
67179	221142.857143
20054	9517241.37931
267019	2761538.46154
114893	170000.0
67427	3647058.82353
11545	46100.6910168
110821	1058011.04972
56295	21985.1428571
13194	113157.894737
67490	277714.285714
19298	182943.143813
19946	6252173.91304
56436	107428.571429
53319	21359.223301
54723	8714.55847255
67367	5946.01962923
17449	9880239.52096
63958	4919.86359761
20091	7992424.24242
22041	27719.7142857
13200	1195011.33787
30934	206857.142857
19877	27252.5849335
67398	149842.767296
109652	143872.54902
75805	109659.090909
15461	45185.7142857
18041	110199.556541
14886	27955.9118236
12010	810084.033613
211548	122857.142857
213988	8285.71428571
16828	14698795.1807
16648	238285.714286
214498	2228.74285714
55944	403284.671533
140570	17372.4212812
66701	69714.2857143
74080	24519.5918367
78893	7310.21505376
20912	163428.571429
15526	5360824.74227
228026	27549.1949911
67707	18125.4285714
20084	3539473.68421
66121	16089.7142857
14227	5278571.42857
14735	7856.91202873
80509	1360.02857143
68188	16510.9034268
69893	2125.97142857
21856	267428.571429
27404	532.691358025
77604	2374.48571429
65019	1042857.14286
329908	7107.37485671
76577	264857.142857
20397	69190.1408451
13167	2103.67816092
218506	113428.571429
12651	8772.33502538
20338	5719.11392405
215476	8032.57142857
320714	4202.0
54638	40000.0
233489	250000.0
93747	2465517.24138
216440	51041.6666667
65111	133142.857143
69077	1225118.48341
231659	528571.428571
67151	594594.594595
73724	279213.483146
74153	13244.5714286
20619	218571.428571
73178	68263.4730539
26446	765853.658537
12408	5451263.53791
59027	299389.002037
67382	32782.369146
107733	54000.0
68734	32857.1428571
11658	110120.068611
381314	107707.509881
104662	18270.2857143
19184	793103.448276
67873	23873.4417344
27050	4156378.60082
75617	2480000.0
22258	98440.7484407
66361	1840.4
66882	625714.285714
76051	5058.3518931
75717	95256.4102564
70737	105793.450882
72461	83299.389002
67089	431876.606684
67512	59712.2302158
94062	51142.8571429
67840	32571.4285714
57296	126912.181303
11767	226004.728132
19177	215884.476534
69617	505714.285714
75964	42571.4285714
16913	76449.2753623
13690	84105.9602649
67460	1217910.44776
18567	15154.0
101994	8130.57142857
29810	92374.3500867
11303	109685.979655
68636	29142.8571429
23997	595744.680851
26554	117708.333333
11652	22453.2224532
213326	107428.571429
56524	76000.0
13480	178846.153846
72562	402205.882353
76795	14759.4285714
75646	49714.2857143
14251	45093.4579439
52690	81714.2857143
19042	41623.0366492
50887	115714.285714
107227	116571.428571
56451	491329.479769
98193	26057.5296108
18704	31791.2218268
17463	454828.660436
67025	8764044.94382
111173	73714.2857143
20932	371428.571429
70186	331428.571429
56463	7457142.85714
67738	1272972.97297
18107	538306.451613
12238	23110.2857143
56462	12568.8571429
59022	328571.428571
109700	84478.3715013
69694	82285.7142857
105083	34857.1428571
