Gene names	Intensity L Duodenum
69787	154571.428571
330440	68285.7142857
12971	42857.1428571
17929	18129.1428571
14660	126706.231454
12799	197142.857143
433470	178571.428571
17035	114571.428571
16664	37396.6942149
226519	864965.774736
16854	1723484.84848
19283	30285.7142857
75572	166037.735849
20195	1685714.28571
16775	164647.577093
226041	3314285.71429
67326	66285.7142857
18489	8646.0
118449	1454285.71429
12349	22730769.2308
76293	420000.0
17885	5885.38977801
17879	196189.495366
67971	3685714.28571
270097	186571.428571
11674	6565934.06593
66734	109090.909091
107272	743243.243243
13602	64285.7142857
17022	6538461.53846
14457	6227.71428571
171580	16157.4285714
11450	310931.174089
11811	14247.7678571
107029	288786.482335
26558	1262.45714286
22240	702857.142857
232714	14808.0
232400	50857.1428571
17930	10999.7142857
18483	66285.7142857
13179	2923497.26776
23969	49142.8571429
11983	1205714.28571
17118	1300970.87379
69051	180625.0
14467	668571.428571
56185	69688.3852691
16852	3540740.74074
72948	153428.571429
11676	178236.914601
21985	2425714.28571
12933	702857.142857
20965	104000.0
16890	1412.64822134
20194	4742857.14286
21753	342857.142857
19340	84474.8858447
229731	337142.857143
17988	640000.0
73723	814285.714286
13405	75040.7830343
12721	635574.83731
13184	8180.28571429
216739	7687.23098996
14583	3185078.90961
13010	265000.0
16985	8933.71428571
11997	344936.708861
15275	524640.657084
22352	15836909.8712
107684	94857.1428571
18611	169142.857143
19652	100000.0
71960	735000.0
381204	771.302013423
16952	3885714.28571
11820	37402.5974026
12306	11142857.1429
14381	384466.019417
18074	129009.265859
66395	30285714.2857
12362	43532.3383085
56356	57714.2857143
74340	86949.4290375
11808	1028571.42857
109857	790613.718412
13821	88395.9044369
17760	19536.4238411
56078	12787.6971609
109934	121142.857143
12406	2376498.80096
83397	238571.428571
67103	7568389.05775
216810	14129.7142857
217124	32285.7142857
12934	888111.888112
67865	125142.857143
20324	920000.0
29877	141714.285714
380698	1283.65714286
11766	40857.1428571
26556	27445.7142857
16776	28778.9133943
12332	963068.181818
269713	18720.1528176
24014	12334.5578231
192176	6724593.87986
65969	16562.0
21346	7828571.42857
109264	6196.68874172
66355	40869.5652174
208943	89714.2857143
20963	21939.5866455
76281	117428.571429
12313	2181208.05369
23917	29961.0894942
18476	43534.4827586
66222	9445910.29024
20708	26499.7142857
16779	177320.733741
102502	3171428.57143
14590	438485.804416
58194	445698.166432
66098	8549.71428571
66144	152941.176471
16019	70000.0
76932	134285.714286
67443	116000.0
30948	325714.285714
12696	14786.0465116
22138	11899.0145685
67834	1379781.42077
11717	23759.7911227
19038	542452.830189
67861	166857.142857
16403	58386.8010999
68028	2024590.16393
26430	4134.2621259
72269	1950.4109589
12140	9782.57575758
74145	107513.661202
14571	718019.257221
56205	82857.1428571
12653	440000.0
12798	102000.0
17755	72646.1038961
18799	60052.9100529
13017	82921.3483146
56526	13813.7142857
16560	37581.120944
234267	5469.42857143
50706	2971428.57143
229603	3418.69047619
19895	163036.30363
P01864	6503.42857143
11544	86740.3314917
66251	307839.388145
21804	291428.571429
23999	137822.34957
11677	3164556.96203
229593	255714.285714
68196	129428.571429
22271	151446.945338
14432	50571.4285714
97165	1733333.33333
22152	190222.222222
19309	159144.893112
66471	160285.714286
114584	5228215.76763
14079	1280303.0303
74103	18012.0
72042	1562857.14286
15929	536895.6743
73442	50857.1428571
59046	24743.1428571
11486	480113.636364
22323	605333.333333
66849	170000.0
11641	199142.857143
12554	48459.3837535
98878	451016.63586
270685	46980.5527124
114663	145862.068966
16541	675.584725537
17904	53841059.6026
212307	892638.03681
11857	479500.0
227737	119428.571429
20692	24813.4285714
19055	107677.543186
11745	3657142.85714
19339	199090.909091
14086	38285.7142857
16594	17696.1602671
20193	174571.428571
67980	96376.8115942
15163	161522.633745
13476	1285714.28571
68106	136857.142857
71733	81714.2857143
219072	29714.2857143
11973	1061946.90265
17254	585551.330798
13860	66000.0
98932	33662790.6977
54609	23824.4514107
64933	757.464114833
170718	1360000.0
16678	115070.643642
13132	62402.0887728
107589	2617207.62494
11518	288571.428571
11775	1793.90018484
19231	1445714.28571
20719	3121693.12169
432516	153403.643337
16906	3231292.51701
18537	863436.123348
75974	16713.7142857
74325	628820.960699
93686	29714.2857143
227620	55621.3017751
15129	13877551.0204
326618	4758064.51613
11964	364667.747164
15122	5428571.42857
12908	107188.498403
53416	159172.661871
110935	23824.8571429
75608	781250.0
12325	37807.1833648
26611	266571.428571
56360	668571.428571
20362	204000.0
353170	14400.8571429
18754	3669.60651289
56195	28450.2857143
22003	922535.211268
16592	3274074.07407
66111	33428.5714286
12550	248868.778281
104001	42285.7142857
69654	1373134.32836
11465	690666.666667
71780	100000.0
320707	5804.85714286
110078	876631.079478
223601	101428.571429
232748	25830.8571429
68631	142946.708464
15444	27615.1428571
107975	24764.2857143
209378	28442.8571429
68420	15612.0
19264	15491.8667699
14960	120703.125
16149	23818.2795699
23825	848571.428571
14007	39763.7795276
230972	52571.4285714
18582	59128.6666667
14936	22899.7289973
213539	1942857.14286
654795	52000.0
22142	214855.875831
381694	19001.2269939
73212	6005.71428571
14593	39000.0
170930	834736.842105
67068	405208.333333
57915	29428.5714286
94181	3285714.28571
68519	522857.142857
11722	2248.92367906
15512	423380.726698
17524	126285.714286
59069	28873239.4366
14688	1094117.64706
22637	25080.9061489
12945	23069.5443645
16593	148798.521257
19672	242857.142857
67803	971.142857143
17219	26552.9841657
11966	324853.228963
14245	377142.857143
26364	6382.88508557
73112	905714.285714
71148	2156.37142857
18751	83010.4321908
52589	110285.714286
101314	65142.8571429
11931	2592105.26316
22629	3800813.00813
18717	10583.5098336
20970	33031.6742081
13589	1899253.73134
12491	118855.932203
56327	89130.4347826
18033	5268.28012358
227541	4359.48051948
14269	242000.0
18597	1302564.10256
18739	3124.28571429
56702	54708.5201794
17161	243346.007605
74091	48750.0
68263	1785515.32033
69772	26899.1836735
11891	195475.113122
216197	655652.173913
18536	3350.0
234779	7718.81422925
14026	20499.7142857
12759	3085714.28571
16170	2908.0
73834	83400.8097166
228359	597142.857143
380711	25840.8571429
380686	32000.0
432467	5240.85714286
51793	8390.1754386
380928	388571.428571
66128	428571.428571
P01867-2	180000.0
21987	239428.571429
229877	244857.142857
22631	17346938.7755
66310	7829.71428571
66645	30000.0
18797	77066.4505673
235627	963.457142857
20202	25740.2857143
59069	408450.704225
21825	8803.41880342
239217	74000.0
109552	130000.0
12419	581151.832461
73086	1163.49942063
108911	119714.285714
66128	166857.142857
320183	37428.5714286
13016	73469.3877551
72157	738709.677419
12417	759562.84153
216963	25844.1558442
27360	522857.142857
18642	82179.4871795
319713	730.806451613
72108	10227.1428571
170750	181380.417335
65106	802857.142857
12412	442162.162162
14225	4138888.88889
227700	210750.0
20111	331491.712707
12402	9674.04162103
17831	4888.05970149
105298	2760.71428571
12322	182635.983264
15193	97428.5714286
17220	45201.6689847
53598	193548.387097
11429	4256410.25641
16181	30377.5280899
100900	11312.3931624
12816	43269.2307692
52398	1108571.42857
17698	2894280.76256
29812	48571.4285714
18220	600000.0
68614	7217.71428571
26417	381578.947368
66204	393939.393939
18195	674731.182796
53378	51142.8571429
12183	26626.6409266
192662	5441176.47059
27984	345714.285714
108058	74907.7490775
20201	20666.2857143
65972	373790.322581
244373	974285.714286
233908	478764.478764
54391	1200000.0
63986	47714.2857143
12757	434042.553191
17967	53542.6008969
382643	517142.857143
15382	2015625.0
116847	1105820.10582
56086	2903114.18685
18753	142581.602374
22343	351428.571429
66469	9550.57142857
29875	633675.316838
14904	14065.4285714
14857	15381165.9193
76626	253142.857143
668218	60285.7142857
26370	88953.4883721
16400	8583.09591643
15469	646900.269542
12858	4465753.42466
11852	31304.5918367
108671	4955.21235521
114886	195142.857143
11733	383.319011815
227960	8094.57142857
14784	566820.276498
234353	1845.99807136
214459	24329.7142857
407785	406034.482759
74325	646288.209607
100732	1711743.77224
17215	31527.0935961
26949	1034482.75862
22375	1827442.82744
54120	266285.714286
76497	47714.2857143
76820	39142.8571429
14156	117724.867725
75901	8193.8538206
11957	525925.925926
63913	522857.142857
108664	141407.867495
53605	588235.294118
57752	685.944299391
59069	1686619.71831
17931	1020408.16327
269774	11783.1074035
20742	1303427.84596
20024	380000.0
232201	2656.94285714
72096	8160.85714286
19088	107692.307692
29817	102571.428571
66514	34355.8282209
17955	618666.666667
329910	5402.02020202
545030	221.402857143
20739	1941.07660455
50926	289700.996678
80890	10734.4086022
56426	284000.0
68598	513833.992095
208194	6160.86956522
18738	1140000.0
30059	280285.714286
22151	235955.05618
16773	45074.0502254
54401	4552845.52846
69071	19851.4285714
93730	107428.571429
14555	1200573.0659
329154	13815.7142857
12340	947552.447552
193740	1887675.50702
18750	51339.2857143
12041	62378.6407767
54403	5864.22613531
171210	153200.883002
12826	7010.18573996
17996	5912.0
22630	5714285.71429
22350	4488054.60751
14923	240404.040404
50492	302765.647744
13138	210526.315789
22628	6275303.64372
68732	55142.8571429
11484	43910.2564103
12631	15662650.6024
223255	262180.974478
11657	41714285.7143
19291	80000.0
67199	577868.852459
56409	5077.67857143
235661	500956.022945
94184	1665714.28571
18538	305363.984674
54673	25375.0684932
67469	1757.03703704
13855	19495.7983193
66905	451428.571429
117150	66270.783848
26413	594972.067039
229709	226415.09434
109711	4450672.64574
20741	8599.62406015
23988	166666.666667
71889	11264.1509434
19156	1132854.5781
67860	110857.142857
11308	209428.571429
18624	102231.237323
72565	23980.5714286
66125	205813.953488
67689	275.106837607
224650	1687.62857143
57258	11796.8571429
65962	79821.958457
13822	190283.40081
22329	3610.55480379
20650	125142.857143
13169	85142.8571429
319162	86923.0769231
77579	108805.668016
54130	1305714.28571
64383	61182.5192802
14976	608661.417323
22221	4634.25925926
109624	47714285.7143
12336	1040892.19331
22330	6238273.9212
18637	274675.324675
19046	357798.165138
235442	64251.2077295
76895	41714.2857143
53602	192285.714286
51886	239631.336406
16905	8030075.18797
12974	965517.241379
103850	1137.27272727
57376	79318.7347932
93739	153846.153846
77134	626229.508197
268656	30021.141649
66335	162827.225131
98366	65677.9661017
58231	79069.7674419
20588	9420.28985507
99889	551428.571429
59041	40845.0704225
74134	148702.59481
67808	20866.2857143
224105	314885.496183
67881	45142.8571429
58233	75062.9722922
66540	132857.142857
23943	545714.285714
76551	128784.648188
64899	12904.8571429
17919	9680.96809681
19385	1380000.0
235380	6765.14285714
20383	400000.0
83965	17553.1428571
110651	229729.72973
66290	594915.254237
27205	10191.8489066
18798	24609.7142857
231148	4427.12418301
52700	58285.7142857
228998	285024.154589
58193	3231.51515152
20163	2197142.85714
227613	7640449.4382
11474	1916.33333333
17876	34571.4285714
22154	371621.621622
69151	87714.2857143
67581	7358.28571429
56737	69397.5903614
70974	18518.5185185
68942	226760.56338
234663	296747.96748
54132	1208571.42857
17993	1537142.85714
56398	44285.7142857
108123	308571.428571
67530	9729729.72973
16790	159420.289855
21961	1362857.14286
53424	129428.571429
69083	4054054.05405
30056	46571.4285714
50927	121086.675291
12111	691056.910569
18002	338271.604938
22153	1759009.00901
11603	4788.92307692
17149	760273.972603
235339	858255.451713
20740	2010517.79935
73833	16763.7142857
22388	3600000.0
67902	4088.57142857
232975	239881.53998
12912	62756.5982405
56431	24969696.9697
72900	689516.129032
14544	148678.414097
56330	90571.4285714
13877	208857.142857
230872	23919.1428571
213012	21046.4646465
12017	166478.873239
22196	561392.405063
18475	231004.366812
66365	194285.714286
404634	12603.4946237
71766	123142.857143
18671	14576.8025078
66094	107714.285714
63985	174857.142857
56459	141142.857143
67628	156857.142857
13427	289215.686275
216190	422857.142857
109689	277511.961722
16691	50000000.0
106628	68988.3913765
18046	37014.9253731
68205	14063.3663366
234852	152551.020408
226977	209428.571429
13660	610486.891386
56440	440000.0
192196	290816.326531
68539	78285.7142857
65964	362857.142857
66999	5703.42857143
12757	110212.765957
70314	47714.2857143
52551	174285.714286
27402	196207.58483
56297	11814.516129
12695	944.874591058
20411	32403.1007752
56212	60209.4240838
15463	116571.428571
13014	14932.2857143
18293	88758.5532747
53331	1913.02681992
78330	97115.3846154
13191	1205714.28571
380752	42571.4285714
52163	151871.657754
55980	1191335.74007
83409	29714.2857143
72931	74000.0
66385	351428.571429
76088	15873.1428571
52009	44857.1428571
108903	85428.5714286
59013	797327.394209
14105	37229.7709924
105559	26650.2857143
56456	147552.447552
76737	91428.5714286
14678	549295.774648
15381	1031948.88179
68183	119111.111111
107513	958041.958042
12400	19306.5714286
66054	1442105.26316
67673	1864406.77966
21923	130805.687204
16331	1059.44584383
67870	133073.929961
76959	270319.634703
386649	781081.081081
66498	11029.4117647
67488	11017.4285714
192292	21308.411215
433759	286307.053942
51797	136000.0
21881	5292740.04684
232807	468571.428571
94186	145142.857143
14693	797058.823529
21351	4866468.84273
20168	457142.857143
22627	17019607.8431
21835	4058.85714286
245688	249411.764706
22334	1213559.32203
20947	177428.571429
67938	517441.860465
12333	199158.485273
17216	27765.4867257
18000	982857.142857
20411	247286.821705
170719	156000.0
50773	605000.0
110208	3043478.26087
12859	1164062.5
110854	258285.714286
12331	6371428.57143
56692	697580.645161
110809	1479838.70968
104015	4723.57052097
50875	647727.272727
68202	1982758.62069
54473	92700.729927
54126	38979.1183295
67299	70000.0
21849	514388.489209
227624	27066.2857143
19047	315789.473684
94176	18107.2210066
66201	187378.640777
66373	260439.56044
16907	833892.61745
110119	71631.2056738
68097	1303370.78652
70225	11683.8509317
78830	457142.857143
18104	3583941.60584
216873	11507.1428571
68051	229142.857143
20723	262000.0
23964	391428.571429
14567	888571.428571
20382	701357.466063
12380	600000.0
14030	230534.351145
16563	12240.9929078
30949	154285.714286
66070	72052.4017467
13486	42000.0
320165	11694.7028424
225027	87265.917603
110323	4441860.46512
101739	150571.428571
69499	4698.57142857
74192	611764.705882
67475	265524.625268
12928	121710.526316
22192	510382.513661
52822	35142.8571429
13043	959706.959707
55992	11444.4892473
71978	393736.017897
70620	820689.655172
57319	68764.0449438
210126	854285.714286
56726	41142.8571429
66892	17908.8571429
234069	31142.8571429
319965	51428.5714286
16688	61032.0284698
27756	1063157.89474
21917	811428.571429
14164	2853.09677419
56376	762857.142857
75739	70285.7142857
11972	438746.438746
268980	74285.7142857
53610	1572938.68922
66226	30000.0
53607	106620.209059
18952	120000.0
68969	7144.95575221
12655	2191.37142857
20911	122285.714286
60365	548275.862069
D3YV37	402857.142857
17217	66589.3271462
15159	5066.91176471
14866	1366071.42857
72993	1930.55162659
14751	4659498.20789
14957	1904977.37557
20630	167924.528302
66420	76190.4761905
68240	55450.4132231
18971	2770.76923077
18472	834146.341463
14272	173209.549072
17685	15508.0213904
69207	21388.5714286
54394	1777.42857143
225887	156603.773585
60409	43714.2857143
66231	51428.5714286
68094	74443.5284419
12401	119428.571429
52639	7814.85714286
15204	2522.74607113
19663	84857.1428571
216001	156000.0
235072	1222857.14286
19070	1479.85714286
12488	351648.351648
20222	45684.2105263
108121	104602.51046
19155	354347.826087
11777	143523.316062
26941	785714.285714
21873	202227.934876
P01868	20232.2857143
19646	282352.941176
18451	23595.505618
59079	15691.8687589
18643	15785714.2857
66531	8300.57142857
20218	347629.79684
595136	2141509.43396
218460	903.714285714
56362	1595317.72575
18569	391428.571429
11984	194193.548387
56612	275324.675325
12343	1681818.18182
83997	3257142.85714
67465	285714.285714
67771	2000000.0
140546	35714.2857143
23970	562857.142857
56217	4455.55555556
269593	56571.4285714
56372	51428.5714286
66624	818584.070796
110082	10512.5714286
98053	10925.3937008
338367	168986.083499
270110	102000.0
108160	30678.4660767
16569	6272.02141901
229279	10000000.0
12283	434017.595308
15387	2786177.10583
13001	61395.3488372
59008	12209.8648649
22333	3479729.72973
75734	20128.5714286
216527	15452.8571429
94284	84934.086629
73341	15434.5006485
83431	28857.1428571
72590	158549.222798
93765	1631578.94737
18641	91794.8717949
18148	3106164.38356
56150	20604.3902439
66601	1865714.28571
23837	91142.8571429
116733	14267.0480549
20021	17944.0
22327	100857.142857
16573	734164.070613
12321	2822857.14286
208618	47428.5714286
68971	18897.1428571
21887	8002.0
71810	91714.2857143
59020	93714.2857143
15384	1638596.49123
54196	382857.142857
320795	6527.16701903
621893	170000.0
57342	1115591.39785
74246	23455.3314121
66075	614285.714286
170760	300000.0
12833	552195.121951
70650	56699.5768688
57230	20002.0
21807	48857.1428571
12835	5342857.14286
22319	1165048.54369
231887	697142.857143
212531	120571.428571
67951	188814.317673
68816	29048.7951807
75454	1411290.32258
68833	79428.5714286
52563	19597.9899497
68342	1920454.54545
56358	250285.714286
20826	271875.0
19143	16842.1052632
18221	1028571.42857
237823	16529.5437547
17079	36913.7670197
72404	36285.7142857
22384	497142.857143
109006	40000.0
107260	830258.302583
81877	1128571.42857
75530	11153.4285714
68349	1034220.53232
12540	942408.376963
66101	49692.5531915
50995	260188.087774
14187	2898734.17722
16202	750000.0
98238	811428.571429
56031	21674.7508306
72567	85418.9336235
105348	660000.0
432508	64571.4285714
19326	3059633.02752
216131	17732.0
68705	97991.9678715
19826	152786.885246
66314	258000.0
53379	8828571.42857
76614	3114285.71429
69878	7173.60465116
20405	85869.5652174
100986	77428.5714286
269113	31176.4705882
14489	565714.285714
52428	88571.4285714
17472	5171.42857143
18141	26609.4420601
17975	2574257.42574
69091	109428.571429
74355	15155.1428571
192174	25083.1428571
433904	33428.5714286
12834	180851.06383
67010	44150.9433962
55988	342857.142857
100034361	62285.7142857
229542	35428.5714286
66377	13326.3157895
100336	44444.4444444
19052	44983.8187702
217837	13533.8902148
67397	961832.061069
14682	281337.047354
236732	12795.6989247
217517	7334.28571429
29806	143142.857143
66585	65363.1284916
18034	2659.28809789
13009	81958.7628866
60321	41809.6723869
321022	178857.142857
18826	1565714.28571
108014	45945.9459459
16414	13618.6770428
16416	7759.46632783
11991	949295.774648
20174	209935.205184
11746	5742857.14286
12334	995714.285714
19889	15391.1428571
11938	398467.43295
22218	441584.158416
56309	189714.285714
80877	126857.142857
67851	28857.1428571
67474	195000.0
11928	964809.384164
69957	59193.5483871
228836	50571.4285714
66437	620000.0
94242	152285.714286
18226	111596.958175
228983	7596.85714286
16796	417142.857143
15388	1117747.44027
69459	15993.7142857
69024	6231.42857143
19703	4003.72093023
68693	894285.714286
20318	158285.714286
15161	173428.571429
72552	9961.42857143
223696	69714.2857143
70572	788571.428571
67781	140000.0
13063	7104761.90476
230596	60897.4358974
242687	55331.9919517
71844	18398.637138
14082	40606.8292683
230649	6662.28571429
17991	1565656.56566
56697	5876.85714286
67877	38028.6516854
53817	1151869.15888
110639	26261.6352201
66588	7551020.40816
98758	2939759.03614
69875	612056.737589
70316	332051.282051
67130	2412213.74046
66118	119428.571429
21399	362857.142857
84094	91142.8571429
14672	68523.6768802
64136	114571.428571
67890	3235294.11765
16976	1042857.14286
72313	25164.5714286
56399	55714.2857143
102566	86857.1428571
66091	1500000.0
19053	3705.50161812
268373	42012195.122
68219	86857.1428571
74125	8213.42857143
71514	656652.360515
106344	25742.5824176
66912	83142.8571429
18795	17516.4473684
54683	4437500.0
68724	82795.6989247
67273	1383098.59155
12537	58035.7142857
21787	882857.142857
11735	16879.1432942
56350	389010.989011
17448	7692307.69231
56637	33571.4285714
17218	36016.3710778
23827	1198051.94805
20833	97881.3559322
66368	46448.0874317
19358	54820.9366391
11853	321243.523316
12867	1777777.77778
21968	30857.1428571
51792	1867572.1562
67959	133510.638298
18854	96610.1694915
55936	8681.74061433
68682	3662.0
15368	5676.12456747
55990	62616.8224299
20657	110756.972112
67186	19304347.8261
59005	51714.2857143
67955	738095.238095
18747	210541.310541
66642	75843.6944938
29876	2351778.65613
54214	140571.428571
12857	10769230.7692
17884	13563.6926251
19707	7657.42857143
19290	1054285.71429
76055	28571.4285714
103967	22363.8470452
21672	2378787.87879
76137	24543.1428571
56324	28871.8929254
68585	362857.142857
20409	348571.428571
76302	18477.1428571
217030	8036.28571429
109232	41142.8571429
66899	2169.11428571
14790	6348.0
224111	18553.1428571
70470	105428.571429
269061	16727.4285714
16568	5513.40941512
57317	1601226.99387
27054	700130.378096
107701	105896.226415
72333	2602857.14286
23971	129807.692308
67923	1330357.14286
330662	109919.571046
213760	12621.1428571
193116	8958.63247863
72542	71428.5714286
56699	14254.8571429
70296	181714.285714
101706	600000.0
320024	33088.2352941
27374	29513.3437991
72170	35714.2857143
23790	1545714.28571
76614	3277.42857143
11975	11570.0834327
17758	606222.222222
19317	36571.4285714
109331	10688.5919836
224903	102857.142857
56378	2258426.96629
236573	153142.857143
16426	141714.285714
319186	18809523.8095
96979	164062.5
67886	2702.65714286
240028	33756.097561
17128	16453.3575318
104457	10325.4285714
12237	50613.4969325
216705	908571.428571
68607	34000.0
76709	3400000.0
11487	20160.2136182
76936	263374.485597
28000	275793.650794
56495	376436.781609
192170	559610.705596
22594	21711.5689382
103466	30857.1428571
23980	1500000.0
12345	2657039.71119
217864	21383.6477987
57435	140285.714286
104009	20454.5454545
68926	18452.0
12369	695.676567657
381308	36285.7142857
26431	11446.8926554
109676	134285.714286
69150	76000.0
29857	6794.55040872
76899	32571.4285714
93760	780.157687254
19384	6712962.96296
66911	8058.28571429
54353	6197.42857143
72183	3514285.71429
19357	29291.3385827
22668	132006.125574
67973	4498.28571429
74117	302857.142857
21894	1341991.34199
12321	291428.571429
64704	4936.68122271
68375	1540697.67442
22169	38031.3199105
252870	133272.892112
67963	198657.718121
19229	16253.716551
21915	117452.830189
54195	53548.3870968
20810	582661.290323
22099	137714.285714
66629	422857.142857
26395	549618.320611
22070	3485714.28571
13002	51515.1515152
225131	3218.0
226251	49709.6399535
14011	12284.1237113
216156	31142.8571429
13033	1224390.2439
108099	49116.6077739
16801	14130.4347826
11840	889502.762431
19414	18590.8571429
72349	832432.432432
72205	171428.571429
11844	872222.222222
67285	7208.74200426
66218	1150837.98883
665113	5901.5117158
73288	20006.8571429
22680	88571.4285714
331026	50555.5555556
67899	25147.4285714
74255	77777.7777778
75062	177245.508982
68278	103981.264637
21681	443137.254902
230908	685714.285714
66914	158371.040724
338350	28571.4285714
20587	27012.987013
13859	214571.428571
11416	4008.54545455
67145	20203.4285714
108124	528571.428571
234023	245756.457565
109154	1068571.42857
11947	9697542.53308
66043	357738.095238
76884	83000.7980846
22612	29759.7042514
22608	1304347.82609
18810	637390.748241
215951	23876.5714286
75710	36000.0
15182	27254.0983607
66044	157428.571429
20226	1447265.625
66827	29714.2857143
78618	30259.7402597
19655	312020.460358
57750	54857.1428571
12995	498721.227621
15568	340490.797546
20616	83142.8571429
11491	2915.23579202
66521	172000.0
108989	1268571.42857
52440	52571.4285714
19084	362204.724409
107182	3155.14285714
16649	125714.285714
20384	397769.516729
50884	137411.347518
269966	30571.4285714
18693	8913.14285714
16549	124732.620321
19303	85448.392555
53893	249082.568807
15530	39384.9473968
319322	808571.428571
53413	60114.7776184
67838	1486033.51955
67003	1732891.83223
104759	7123.42857143
75619	4019.14285714
17920	188932.806324
78920	341409.69163
19744	170652.173913
56307	248953.974895
67043	437142.857143
26921	897.648012976
103468	14470.8423326
70248	61428.5714286
75914	27526.8571429
53375	331428.571429
76425	47714.2857143
107686	1347457.62712
14873	17750000.0
56758	206571.428571
227197	881705.639615
11632	78000.0
245847	15474.8166259
14390	9928.63436123
74105	9315.09121061
207565	2162.58503401
67675	23911.7142857
66411	175142.857143
56044	85436.8932039
230753	225026.288118
12568	122602.739726
12866	3204819.27711
69639	24583.6956522
19246	142361.111111
15289	7906976.74419
102595	5137.14285714
66235	1145833.33333
66414	301379.310345
70052	24760.0767754
78651	60418.75
56215	27354.2600897
74383	158000.0
17938	1737142.85714
66416	1415929.20354
114741	179142.857143
69305	132248.52071
235041	677142.857143
20196	388571.428571
19027	146000.0
11651	122916.666667
18607	8607.69230769
66700	147321.428571
66713	1288571.42857
21402	699386.503067
228061	39379.8449612
11843	633333.333333
67684	128571.428571
