Gene names	Intensity L Liver
70974	16425.1207729
68942	61032.8638498
234663	129065.04065
54132	702857.142857
17993	1845714.28571
56398	37142.8571429
108123	342857.142857
67530	17117117.1171
16790	288819.875776
21961	454285.714286
53424	232000.0
69083	668918.918919
30056	117142.857143
50927	43596.377749
12111	149593.495935
18002	375308.641975
76467	23602.8571429
22153	1695945.94595
11603	6307.69230769
17149	620547.945205
235339	1433021.80685
20740	1476537.21683
73833	25600.8571429
22388	2802857.14286
67902	41428.5714286
232975	147087.857848
12912	26749.2668622
56431	6181818.18182
72900	1580645.16129
14544	226872.246696
56330	86857.1428571
13877	212857.142857
230872	19701.7142857
213012	16577.1043771
12017	88450.7042254
22196	702531.64557
18475	368558.951965
66365	168285.714286
404634	69892.4731183
71766	58857.1428571
18671	1634.09090909
66094	54285.7142857
63985	237428.571429
56459	133142.857143
67628	195142.857143
13427	393790.849673
216190	32571.4285714
109689	122727.272727
16691	20612244.898
106628	33333.3333333
18046	20604.1791045
68205	44275.2475248
234852	86224.4897959
226977	163428.571429
13660	488764.044944
56440	460000.0
192196	275510.204082
68539	23212.0
65964	25181.4285714
66999	6312.85714286
15132	11120.5714286
12757	123404.255319
70314	10975.1428571
52551	143714.285714
27402	371257.48503
56297	10512.3655914
12695	3395.80152672
20411	13178.2945736
66983	15993.3884298
56212	33944.5026178
15463	118857.142857
13014	84571.4285714
18293	74780.058651
53331	26639.0804598
69724	7983.72093023
78330	1326923.07692
13191	448571.428571
15387	68682.5053996
380752	23371.7142857
52163	88235.2941176
55980	411552.34657
83409	54285.7142857
72931	24112.5714286
66385	388571.428571
76088	6078.0
52009	102571.428571
108903	40571.4285714
59013	984409.799555
14105	38931.2977099
105559	14965.4285714
56456	183916.083916
76737	42285.7142857
14678	557746.478873
15381	712460.063898
68183	355111.111111
107513	157692.307692
12400	20637.1428571
66054	2505263.15789
67673	1262711.86441
21923	9668.2464455
16331	1400.08396306
67870	46692.6070039
76959	322374.429224
386649	618918.918919
66498	29292.1568627
67488	7596.85714286
192292	53084.1121495
433759	80912.8630705
51797	97714.2857143
67457	12469.4285714
21881	9133489.46136
232807	38285.7142857
94186	142285.714286
14693	452941.176471
21351	8219584.56973
20168	217714.285714
22627	13725490.1961
21835	117714.285714
245688	303529.411765
22334	2094915.25424
20947	96857.1428571
67938	947674.418605
12333	102664.796634
17216	19579.6460177
18000	1588571.42857
20411	57751.9379845
170719	79142.8571429
50773	278500.0
110208	1759834.36853
12859	3187500.0
110854	218285.714286
238330	16794.5714286
12331	3885714.28571
56692	377419.354839
110809	2262096.77419
104015	5460.73697586
50875	383522.727273
68202	6103448.27586
54473	52189.7810219
54126	107192.575406
67299	58000.0
665596	18765.1428571
21849	623501.199041
227624	6070.0
19047	643962.848297
94176	13129.1028446
66201	158899.676375
66373	90178.021978
16907	709731.543624
110119	160756.501182
68097	2494382.02247
70225	12287.5776398
78830	434285.714286
18104	645985.40146
216873	48571.4285714
68051	259428.571429
20723	160571.428571
23964	368571.428571
14567	1694285.71429
20382	529411.764706
12380	328571.428571
14030	134656.48855
16563	3398.43971631
30949	96571.4285714
66070	53275.1091703
13486	78000.0
320165	9491.98966408
225027	602996.254682
110323	10151162.7907
101739	102000.0
69499	50857.1428571
74192	601307.189542
67475	50107.0663812
12928	106907.894737
22192	104371.584699
52822	221428.571429
13043	1307692.30769
55992	6562.3655914
71978	172483.221477
70620	1489655.17241
57319	92808.988764
210126	402857.142857
56726	206571.428571
66892	13946.0
234069	32857.1428571
319965	26526.8571429
16688	8734.6975089
27756	797894.736842
21917	207714.285714
14164	17973.5483871
56376	974285.714286
75739	36285.7142857
11972	278632.478632
268980	45428.5714286
53610	868921.775899
66226	22965.7142857
53607	46341.4634146
18952	185142.857143
68969	68764.6017699
12655	64285.7142857
20911	99428.5714286
60365	220114.942529
D3YV37	120000.0
17217	3279.81438515
15159	20360.2941176
320981	4427.72727273
14866	714285.714286
72993	17963.2248939
14751	5931899.64158
14957	497737.556561
20630	125157.232704
66420	9469.04761905
68240	55138.0165289
18971	1812.12669683
18472	565853.658537
14272	83819.6286472
17685	8760.10695187
69207	30000.0
54394	31714.2857143
225887	278301.886792
60409	27010.5714286
66231	53428.5714286
68094	64385.8202803
12401	48285.7142857
52639	8063.42857143
15204	5851.94375517
19663	99142.8571429
216001	23481.1428571
235072	1700000.0
19070	13855.7142857
12488	89324.9607535
20222	91157.8947368
108121	119665.271967
19155	339130.434783
11777	89637.3056995
26941	2785714.28571
21873	99400.1713796
P01868	41714.2857143
19646	284705.882353
18451	31273.4082397
59079	5979.17261056
18643	20714285.7143
66531	11658.5714286
20218	159593.679458
595136	5849056.60377
218460	56285.7142857
56362	1170568.56187
18569	294285.714286
11984	172903.225806
56612	227922.077922
12343	1541958.04196
83997	76857.1428571
67465	159292.035398
67771	1456953.64238
140546	71428.5714286
23970	437142.857143
56217	3315.11111111
269593	25899.7142857
56372	32857.1428571
66624	116371.681416
110082	28857.1428571
98053	3953.34645669
338367	83399.6023857
270110	60571.4285714
108160	27900.8849558
16569	12599.1967871
229279	5039577.83641
12283	524926.686217
15387	2375809.93521
66177	358904.109589
13001	224186.046512
22324	7659.28994083
59008	9347.02702703
22333	8614864.86486
75734	88285.7142857
216527	14629.4285714
94284	195856.873823
73341	33463.0350195
83431	234000.0
72590	59585.492228
93765	1901315.78947
18641	176923.076923
18148	2897260.27397
56150	30769.2682927
66601	2288571.42857
23837	58571.4285714
116733	13455.1487414
20021	25122.1818182
22327	25496.2857143
16573	230529.595016
12321	988571.428571
208618	30000.0
68971	11865.1428571
21887	11468.2857143
71810	74000.0
59020	4514285.71429
15384	1873684.21053
54196	297142.857143
320795	6180.02114165
621893	232307.692308
57342	330645.16129
74246	26497.4063401
66075	1425714.28571
170760	208000.0
11629	167714.285714
12833	92097.5609756
70650	8295.48660085
57230	11235.1428571
21807	16667.4285714
12835	1048571.42857
22319	363106.796117
231887	425714.285714
212531	124571.428571
67951	21514.3176734
68816	250000.0
75454	615322.580645
68833	30571.4285714
52563	8936.5159129
68342	3710227.27273
56358	12995.7142857
20826	820312.5
19143	17076.0233918
18221	425714.285714
237823	39790.5759162
17079	4285.47655068
72404	77428.5714286
22384	371428.571429
109006	78000.0
107260	627306.273063
81877	94571.4285714
75530	35142.8571429
68349	1486692.01521
12540	1387434.55497
66101	64361.7021277
50995	119122.257053
14187	607594.936709
16202	278761.061947
98238	320000.0
56031	54152.8239203
72567	97932.5353645
105348	26186.2857143
17380	17066.6666667
432508	120857.142857
19326	2183486.23853
216131	11913.7142857
68705	18209.2369478
19826	181311.47541
66314	431428.571429
53379	7800000.0
76614	6285714.28571
69878	83709.3023256
20405	52989.1304348
100986	11713.1428571
269113	29607.8431373
14489	768571.428571
52428	14424.2857143
17472	6100.57142857
18141	32832.6180258
17975	1951909.47666
69091	188857.142857
70885	16760.5633803
74355	9979.71428571
192174	29428.5714286
433904	40857.1428571
12834	88007.7369439
67010	29179.245283
55988	322857.142857
100034361	51714.2857143
229542	28329.4285714
66377	281578.947368
100336	20056.4102564
19052	43042.0711974
217837	19847.4940334
67397	618320.610687
14682	183565.45961
236732	12043.0107527
217517	26733.8095238
29806	53428.5714286
66585	91061.452514
18034	1930.36707453
13009	912371.134021
60321	13798.4399376
321022	133714.285714
18826	3000000.0
108014	77477.4774775
16414	21011.6731518
16416	4189.70775095
11991	932394.366197
20174	112742.980562
11746	2702857.14286
12334	394285.714286
19889	7891.42857143
11938	143678.16092
22218	344554.455446
56309	172571.428571
80877	222000.0
67851	38571.4285714
67474	94230.7692308
11928	748778.103617
69957	15183.5483871
228836	12012.8571429
66437	928571.428571
94242	131142.857143
18226	28517.1102662
228983	13410.2857143
16796	1445714.28571
15388	1877133.1058
69459	8612.85714286
69024	3252.28571429
19703	6192.09302326
68693	982857.142857
20318	106285.714286
15161	109428.571429
217692	41428.5714286
72552	25342.0
223696	24023.4285714
70572	414285.714286
67781	150000.0
13063	27142857.1429
23808	9942.0
230596	54807.6923077
242687	38832.9979879
71844	19591.1413969
14082	38644.3902439
230649	32000.0
74200	10333.4285714
17991	4050505.05051
56697	10011.1428571
67877	14325.2808989
53817	880841.121495
110639	39308.1761006
66588	5714285.71429
98758	2224096.38554
69875	3524822.69504
70316	4987179.48718
67130	3793893.12977
66118	308571.428571
21399	186000.0
84094	87428.5714286
14672	252646.239554
64136	106571.428571
67890	1741176.47059
16976	1288571.42857
72313	15075.7142857
56399	57428.5714286
102566	5239.14285714
66091	765476.190476
19053	63430.420712
268373	67682926.8293
68219	98571.4285714
74125	17839.7142857
71514	423462.088698
106344	32142.8571429
66912	84857.1428571
18795	6295.88815789
54683	16785714.2857
68724	202688.172043
67273	3577464.78873
12537	38647.9591837
21787	502857.142857
11735	53034.1662417
56350	172527.472527
17448	14822485.2071
56637	44761.9047619
17218	6258.39017735
23827	2538961.03896
20833	77966.1016949
66368	49726.7759563
19358	426997.245179
11853	756476.683938
12867	6460317.46032
21968	18582.0
51792	1952461.79966
67959	182624.113475
18854	71412.4293785
55936	13950.1706485
68682	2704.77142857
15368	89619.3771626
55990	76074.7663551
20657	125498.007968
67186	13913043.4783
59005	19563.7142857
67955	497023.809524
18747	252991.452991
66642	55239.7868561
29876	1766798.41897
54214	64285.7142857
12857	17041420.1183
17884	381124.290872
19707	28517.4285714
19290	857142.857143
76055	27372.8571429
103967	15643.1054461
21672	3681818.18182
76137	58000.0
56324	25239.0057361
68585	274285.714286
20409	471428.571429
76302	110571.428571
217030	16728.0
109232	21298.2857143
66899	23042.8571429
14790	7592.57142857
224111	17552.2857143
70470	79714.2857143
269061	21034.0
16568	5099.00142653
57317	113292.433538
27054	409387.222947
107701	85377.3584906
72333	272285.714286
23971	8170.3525641
67923	1919642.85714
330662	4229.81233244
213760	17670.8571429
193116	5540.51282051
12229	1038.36115326
72542	98285.7142857
56699	20598.5714286
70296	79714.2857143
101706	534285.714286
320024	54656.8627451
27374	57613.8147567
72170	69142.8571429
23790	328571.428571
76614	21800.8571429
11975	13825.9833135
17758	153777.777778
19317	72571.4285714
109331	14799.5889003
224903	87428.5714286
56378	1404494.38202
20410	53714.2857143
236573	255142.857143
16426	20155.4285714
319186	16825396.8254
96979	258854.166667
67886	2367.34285714
240028	11317.0731707
17128	9330.12704174
14797	15625.7142857
104457	17094.8571429
12237	161349.693252
216705	851428.571429
68607	182285.714286
76709	2816666.66667
11487	4478.37116155
76936	395061.728395
27055	8868.24561404
28000	220238.095238
56495	276724.137931
192170	454987.83455
22594	13072.5832013
103466	13195.4285714
23980	4400000.0
12345	2685920.57762
217864	10447.3794549
57435	77428.5714286
104009	5105.88235294
68926	68000.0
12369	60396.039604
381308	29714.2857143
26431	10528.1073446
109676	78571.4285714
69150	162857.142857
13822	31477.7327935
29857	6447.68392371
76899	17449.4285714
93760	2314.49846693
19384	4907407.40741
66911	7564.28571429
54353	10448.0
72183	497142.857143
19357	30866.1417323
22668	156202.143951
67973	10256.8571429
P16546	114857.142857
74117	1551428.57143
21894	791027.154664
12321	146571.428571
64704	43013.1004367
68375	4534883.72093
22169	87024.6085011
252870	59746.1468722
102122	55428.5714286
67963	1147651.00671
19229	10604.5589693
21915	193396.226415
54195	31129.0322581
20810	375000.0
22099	265714.285714
66629	161714.285714
26395	340966.92112
22070	2222857.14286
13002	76767.6767677
225131	8928.0
226251	30429.7328688
14011	9720.6185567
100434	16998.4686064
216156	11738.5714286
13033	3512195.12195
108099	11712.0141343
16801	28695.6521739
11840	756906.077348
19414	3894.0
72349	208108.108108
68001	31142.8571429
72205	73714.2857143
11844	458333.333333
67285	13227.5053305
66218	3296089.38547
665113	2285.7898715
73288	18316.5714286
22680	160571.428571
331026	107222.222222
67899	84285.7142857
74255	138401.559454
75062	179041.916168
237859	14764.3911439
68278	65339.5784543
21681	129803.921569
230908	1760000.0
66914	148868.778281
338350	125714.285714
20587	19017.1428571
13859	228857.142857
11416	216363.636364
67145	56571.4285714
108124	860000.0
234023	301107.01107
109154	197142.857143
11947	24196597.3535
66043	6309523.80952
76884	48124.5011971
22612	40850.2772643
22608	1372670.80745
18810	368791.302494
215951	199428.571429
75710	41714.2857143
15182	13205.942623
66044	163428.571429
20226	1117187.5
66827	40571.4285714
78618	23636.3636364
19655	439897.69821
57750	62571.4285714
20720	9491.71428571
12995	552429.667519
15568	1128834.35583
20616	44571.4285714
11491	3403.26481258
66521	108571.428571
108989	891428.571429
52440	28857.1428571
19084	317585.301837
107182	7926.28571429
16649	137142.857143
20384	650557.620818
50884	70301.4184397
269966	35142.8571429
