Gene names	Intensity L Liver
18693	24998.2857143
16549	197860.962567
19303	44839.2554992
53893	486238.53211
15530	25573.2398166
319322	765714.285714
53413	41176.4705882
67838	583798.882682
67003	9845474.61369
104759	8032.57142857
75619	4880.0
17920	152569.16996
78920	1240088.10573
19744	69565.2173913
56307	263598.32636
67043	228000.0
26921	7691.72749392
103468	21922.2462203
70248	265142.857143
75914	12421.4285714
53375	414285.714286
76425	47142.8571429
107686	1144067.79661
14873	4625000.0
56758	454285.714286
227197	2833562.58597
11632	124857.142857
245847	20173.3496333
14390	37004.4052863
74105	7689.22056385
207565	1164.48979592
67675	87428.5714286
66411	80857.1428571
56044	19426.2135922
230753	111461.619348
12568	328424.657534
12866	5674698.79518
69639	33574.2753623
19246	19084.9537037
15289	6558139.53488
102595	5900.85714286
66235	833333.333333
66414	1510344.82759
70052	43761.9961612
78651	167500.0
56215	59192.8251121
74383	193428.571429
17938	1617142.85714
66416	5238938.0531
114741	311428.571429
69305	126035.502959
235041	160571.428571
20196	471428.571429
19027	109428.571429
11651	87291.6666667
18607	12690.6976744
66700	98660.7142857
66713	2102857.14286
21402	1269938.65031
228061	8846.20155039
11843	161666.666667
14533	7117.71428571
67684	41428.5714286
66663	163027.295285
56748	147142.857143
269966	40285.7142857
11867	1881720.43011
338467	2997.71428571
27366	25283.7142857
66055	428571.428571
56505	212280.701754
353172	493827.160494
68045	625714.285714
66050	16788.8571429
19387	66383.7011885
233405	22773.1428571
76561	39142.8571429
71268	162571.428571
66694	5000000.0
27222	1220.34883721
18604	99508.5995086
20918	1938053.09735
18521	1588397.79006
22185	254736.842105
66046	499470.899471
66679	52445.6521739
12387	135723.431498
54645	44857.1428571
109181	75142.8571429
20639	144000.0
22122	492211.838006
12562	9955.86734694
233802	194000.0
18648	9409448.8189
20658	116857.142857
231386	16653.4285714
98845	279428.571429
233204	39428.5714286
68581	740000.0
15191	1717142.85714
26394	528138.528139
14707	42469.1176471
56045	911428.571429
16993	2471358.42881
71544	88000.0
68845	5904.85714286
70047	146082.949309
68988	47494.98998
66278	11692.0
227290	33428.5714286
330474	5907.14285714
69736	14568.404908
71943	35142.8571429
56430	95614.6657081
269338	3708.28571429
105445	10962.5714286
319565	18729.1428571
223527	1455445.54455
66492	55778.8944724
67996	193428.571429
23806	37837.8378378
14696	511764.705882
229665	40805.3691275
23880	6274.85714286
78388	2477142.85714
386612	3802.05278592
76499	21390.0
19360	1646.41768293
74840	1960000.0
11625	477142.857143
56274	22132.7967807
21922	50571.4285714
19353	572916.666667
232314	44571.4285714
19063	441176.470588
67693	26382.2857143
224902	36000.0
68033	17297.7142857
78808	2235.32986111
60595	2938596.49123
17222	711.471193416
233824	65714.2857143
107652	186206.896552
75597	189428.571429
56040	7245614.03509
66481	10566265.0602
80838	302347.41784
19230	1080000.0
22166	7000000.0
27643	57714.2857143
100041953	88000.0
67211	23197.4285714
67604	20073.1428571
74167	96571.4285714
234797	13746.8571429
232791	13315.5792277
74764	152988.691438
15170	294117.647059
12539	633245.382586
228769	130996.309963
224904	162285.714286
14679	559322.033898
20133	27146.4646465
170625	62285.7142857
21810	165428.571429
54139	45824.4111349
12818	63439.0651085
22200	26623.3766234
72068	7958.33333333
18949	197241.37931
67988	50877.1929825
15452	967889.908257
12370	138750.0
270192	294711.538462
104444	185714.285714
72772	31428.5714286
110380	14042.2857143
68304	62000.0
78294	13076923.0769
56480	4221.39917695
16418	219591.836735
66656	4341637.01068
11363	12069767.4419
215615	246153.846154
76707	25263.7142857
20248	25246.0
77963	50857.1428571
11744	491428.571429
14265	96571.4285714
76938	76049.382716
217342	9627.32919255
329877	208000.0
109778	874576.271186
77573	50571.4285714
276846	29549.5495495
13806	28110599.0783
109711	36322.8699552
16653	149206.349206
67898	110857.142857
30057	32285.7142857
102058	44000.0
192970	118571.428571
319939	95142.8571429
68991	38571.4285714
68089	863095.238095
56749	14787.0886076
56433	557142.857143
16785	3074576.27119
68981	392156.862745
22145	1662946.42857
71268	110000.0
23950	129315.068493
56282	551428.571429
80743	660000.0
51796	47674.4186047
21371	557142.857143
26951	4670.73170732
105675	849514.563107
20916	7365010.79914
320473	19476.2857143
12351	14928.1967213
66530	32352.9411765
26891	820197.044335
71169	8706.57142857
66658	46571.4285714
104130	630463.576159
16151	44660.1941748
26895	2214.65909091
70153	188571.428571
15369	130158.730159
23881	851428.571429
17913	190028.222013
56174	106122.44898
59042	377142.857143
68505	7460.28571429
22158	25207.4285714
70497	90571.4285714
110355	10095.5007257
52064	132110.091743
19041	17720.7977208
234699	31934.5661451
66317	173442.622951
59021	420754.716981
106039	44094.488189
71678	81714.2857143
55949	9111111.11111
107476	456289.978678
216344	407207.207207
99412	98000.0
66072	60000.0
56334	411428.571429
13430	329885.057471
20832	691860.465116
17969	7333.71428571
74781	14077.1428571
212999	87142.8571429
110052	124857.142857
14782	1180000.0
22042	8520.31454784
239667	10362.8571429
17120	19525.8019526
22273	3541666.66667
16434	813131.313131
12301	1131004.36681
50770	59477.6748104
109785	124538.745387
54451	64000.0
16709	29142.8571429
19286	186805.555556
67282	19451.7142857
26754	485029.94012
11992	1315286.6242
76742	78857.1428571
19069	5807.96812749
21917	35142.8571429
233199	4605.71428571
77305	163714.285714
266692	111714.285714
19821	4074.70238095
20022	8772.64957265
19359	346153.846154
51786	76571.4285714
226591	185142.857143
105245	1920863.30935
70439	2102857.14286
15354	159500.0
13430	21609.1954023
56812	21336.4620939
26893	138580.246914
20844	133394.160584
52348	9043.32493703
27965	29428.5714286
54709	1504615.38462
67458	63714.2857143
67078	15890.6542056
276770	9610389.61039
12632	1500000.0
218490	660000.0
67726	229714.285714
22134	34000.0
66200	26449.7142857
53323	235500.0
12368	223550.724638
100206	57297.2972973
56744	283809.52381
217473	18414.2857143
68572	7374.57142857
66105	187755.102041
66495	1942307.69231
230721	377142.857143
210376	37714.2857143
21372	127893.73814
69976	149126.637555
223754	11788.0
223433	1486.74285714
13382	7347740.66798
621156	43714.2857143
18570	702857.142857
269682	133428.571429
234671	1125714.28571
11739	16644295.302
215999	405714.285714
71919	28857.1428571
213491	5370.0
18718	11542.962963
66399	336419.753086
226407	58857.1428571
22195	4253246.75325
170791	288679.245283
53421	82983.1932773
238024	317142.857143
110829	28432.2857143
13006	110106.820049
19656	48000.0
11747	5571428.57143
71732	53428.5714286
77407	161691.542289
98386	8088.28571429
234865	9004.32900433
17184	120567.375887
54127	5956521.73913
71713	26770.2936097
66861	18663.3039092
286940	699461.952344
223723	171142.857143
54170	146857.142857
83796	51789.0772128
212111	13654.5714286
26922	563002.680965
56748	43142.8571429
72124	99166.6666667
12729	2915.50847458
16456	63333.3333333
65970	905714.285714
16545	698005.698006
277360	1695.39393939
18120	73142.8571429
68251	11453.7142857
19205	1538899.43074
108030	136857.142857
20624	183316.168898
59035	39144.7368421
11566	567982.45614
14674	51193.6339523
15492	56032.1715818
94232	9610.23489933
101943	92029.5809367
13854	245217.391304
105504	40857.1428571
23983	837078.651685
11564	316115.702479
319154	757352.941176
23789	371428.571429
229524	3490.85714286
381760	390131.578947
27366	12555.1428571
19878	126080.691643
54198	948571.428571
213350	86285.7142857
71881	700000.0
11927	1445714.28571
73699	61064.8918469
93684	148285.714286
26384	737024.221453
99683	95428.5714286
232341	3610.05469079
67300	3044776.1194
223453	82857.1428571
70430	29142.8571429
68059	181714.285714
12467	101883.239171
17319	7156521.73913
69710	7093.66391185
12388	355010.660981
226144	18844.8571429
14667	1031088.0829
83701	354285.714286
233977	27516.8571429
100226	290875.912409
219135	4437.76337115
212880	63178.2945736
17995	2219827.58621
238123	47714.2857143
320267	1000000.0
50709	180365.296804
108083	68990.3846154
11821	395000.0
19045	234242.424242
73046	3026315.78947
71955	143428.571429
13040	87352.9411765
268301	10726.2857143
20637	595982.142857
14300	48837.2093023
14860	2216216.21622
66552	14196.5714286
665775	6226.28571429
214952	17258.0645161
230861	949968.334389
11639	475336.32287
208263	9295.14285714
19324	5170731.70732
227446	91142.8571429
73473	9781.71428571
17992	5975609.7561
66616	382857.142857
22276	28155.4716981
216363	12262.8571429
110253	100857.142857
268470	50000.0
215449	1152173.91304
18415	118735.083532
56275	39162.9297459
107702	1560000.0
140858	20863.7142857
11737	1497142.85714
12988	105777.777778
26450	414285.714286
69276	11925.3768844
76192	13859.798995
78798	98000.0
232087	387341.772152
21885	9486.28571429
18706	68820.2247191
15239	80258.0645161
215114	13508.260447
52469	44857.1428571
16658	73374.6130031
27041	417142.857143
14433	45345345.3453
75624	61139.8963731
192231	19061.1428571
103136	72571.4285714
13631	7523.75690608
79560	74213.836478
100043714	37142.8571429
21872	138681.948424
226646	1678185.74514
28018	59142.8571429
67542	57714.2857143
19134	2989.87090367
245828	22154.5714286
72692	201353.637902
70564	320000.0
229543	9014.98559078
22245	87003.6101083
78655	711428.571429
67824	35428.5714286
27967	24038.4615385
108155	78967.4952199
22378	65428.5714286
320938	68000.0
28006	46285.7142857
23945	518151.815182
67040	227692.307692
70297	52857.1428571
19718	7323.20916905
13424	269164.513351
59015	12767.4750357
228994	60000.0
213827	2188571.42857
19192	301968.503937
54128	1309917.35537
66922	61274.5098039
19383	41987.1794872
66449	27470.0
52432	26490.0662252
72754	4894.0
72047	73304.6286329
56443	508108.108108
11771	90788.1269191
16480	143624.161074
66998	91666.6666667
52502	305714.285714
13684	1589861.75115
22088	93861.8925831
102339	69142.8571429
57320	15291005.291
18102	203289.473684
58202	12112.0
225028	5381.43176734
66108	968169.761273
192289	26840.8551069
70769	49428.5714286
27058	1790697.67442
26383	27694.8571429
208606	8012.28571429
207352	259714.285714
103573	154061.62465
11364	10665083.1354
15894	11955.8659218
319192	5171428.57143
14194	7751479.28994
15212	298507.462687
28295	4857142.85714
23879	25165.4285714
20042	10984848.4848
50933	360434.782609
66164	43428.5714286
66085	74238.2271468
68303	57714.2857143
54138	98857.1428571
72201	18537.4285714
14084	95714.2857143
69368	63142.8571429
66073	1605882.35294
231380	50997.1509972
217325	15676.728335
216724	14887.6404494
68556	8237.77372263
19247	130318.257956
69697	11406.2857143
19201	25526.0
15458	474285.714286
19035	10925925.9259
12929	128712.871287
224014	14082.0
14083	21009.1743119
53380	108225.108225
69719	87500.0
195018	29714.2857143
56258	28062.3608018
20924	170285.714286
76563	8596.28571429
233871	240000.0
60596	9244.57308249
66609	35632.183908
76688	35142.7860697
69456	38571.4285714
17420	11156.3106796
16978	157142.857143
226539	15093.7212864
269614	23048.7804878
20130	99082.5688073
20656	30315315.3153
231713	14226.0
211488	50390.625
23972	4412238.32528
20684	97714.2857143
67939	108857.142857
14469	34571.4285714
224727	64000.0
66646	278070.175439
107271	725378.787879
67437	140540.540541
70231	130000.0
67500	422857.142857
14104	5990415.33546
51810	2387500.0
333433	1207977.20798
73910	3164.28571429
75612	88970.5882353
70616	4132.65940902
59287	25706.2146893
72198	29038.4615385
170720	94000.0
329777	9958.73417722
67039	76372.3150358
71835	23263.4285714
26936	65142.8571429
232989	115142.857143
68194	1325581.39535
217449	54571.4285714
29816	146857.142857
56418	272222.222222
50911	23059.3607306
269951	12323008.8496
54189	23201.8561485
226432	118571.428571
225341	6820.0
233765	16104.0
19342	21397.6525822
70160	105699.481865
76987	176285.714286
12566	11468.2080925
66592	674285.714286
71853	4659090.90909
56361	6778.95981087
69727	10813.6612022
17425	4926.56467316
99045	170571.428571
52477	4566.57142857
52715	11992.5714286
20336	20717.9487179
17970	23047.6190476
245945	228000.0
20115	10567010.3093
11370	5365853.65854
58240	51714.2857143
27369	199638.98917
14768	224571.428571
83493	99714.2857143
71177	25450.5714286
235315	331428.571429
20901	725000.0
66383	622857.142857
56085	160824.742268
228866	9846.0
12261	748571.428571
625249	924901.185771
238831	27863.7770898
75705	906710.310966
20430	27693.5355148
74326	288571.428571
107526	742857.142857
14828	16946564.8855
257633	800000.0
13680	388571.428571
97387	14400.8571429
66916	281021.89781
22601	631428.571429
17436	9318181.81818
68299	62571.4285714
68337	1105714.28571
433702	22784.8101266
209086	36000.0
13204	231446.540881
54367	30862.0689655
56070	54454.5454545
69225	845714.285714
266781	23484.5714286
28106	871428.571429
75553	12343.1428571
223650	940000.0
20479	425675.675676
100019	212857.142857
338337	57142.8571429
13722	611428.571429
72515	12368.5714286
213541	28273.7142857
18102	55723684.2105
68653	785714.285714
76457	53714.2857143
69713	69428.5714286
104112	4436296.97525
56194	66841.5529906
50917	28461.5384615
21991	27859531.7726
73830	491428.571429
107047	48106.0606061
70549	79157.8947368
75415	37428.5714286
27784	113142.857143
67144	53142.8571429
17164	77202.0725389
105787	135778.175313
53310	12863.7142857
232679	76571.4285714
21429	141176.470588
67897	63870.9677419
68135	1465909.09091
93692	2242990.65421
64652	79428.5714286
53890	78857.1428571
66053	8788.6756238
234912	3839.14285714
68197	3016666.66667
110920	98513.8004246
19324	100487.804878
20648	48000.0
74245	38797.8142077
52635	8117.42857143
101568	21129.1390728
71994	942857.142857
66921	5469.00369004
17257	42768.5950413
56354	120242.91498
28169	12857.4468085
67074	39714.2857143
67332	656349.206349
11806	5075757.57576
18518	139428.571429
14208	26014.7601476
67184	1000000.0
54161	2385714.28571
15254	3571428.57143
76824	75714.2857143
20817	8410.86637298
16412	150375.93985
17330	23284.8232848
20843	15840.7798538
66245	32212.8851541
110379	891304.347826
19223	6496.00798403
12028	11405.2083333
98732	27598.2857143
105446	42816.091954
12842	1229.18100482
14359	89142.8571429
71770	1376734.25827
12848	862302.48307
78885	161142.857143
233900	1726.27372627
84092	5616.2037037
66580	4256.85714286
70527	22967.4528302
17096	107226.5625
16329	169444.444444
56447	371428.571429
20641	1134453.78151
70127	25022.5714286
225010	41223.4042553
66978	123714.285714
100169	40285.7142857
67028	11918.0
76332	13154.0
68275	10425.1601631
22201	2079395.08507
69064	118000.0
75956	18830.9285979
213464	9996.0
19087	937655.860349
56494	29732.0754717
75751	27255.7142857
69634	1454285.71429
100383	145714.285714
13830	55428.5714286
73137	246285.714286
16650	183428.571429
223658	4573.14285714
216134	2628205.12821
19268	5321.39093783
14694	9457142.85714
17939	210361.445783
80911	32571.4285714
231086	10821052.6316
12215	1028277.63496
12282	1881881.88188
52653	21667.7142857
22687	17217.7142857
56705	51142.8571429
24010	106822.262118
66660	44285.7142857
69940	53142.8571429
170762	33788.6412653
70356	2188679.24528
23992	182285.714286
76308	512437.810945
11750	665714.285714
74467	21184.0
234729	178857.142857
11792	520504.731861
70349	2194285.71429
19653	50969.5290859
21745	826.245720806
233870	8362831.85841
217232	3560.96969697
11757	6420233.46304
51788	2742187.5
27883	52285.7142857
18708	72513.8121547
56292	413617.021277
12385	1008830.02208
108147	1425675.67568
211446	30728.4768212
210711	10122.0
228410	75428.5714286
19271	9854.60420032
66171	1081712.06226
13433	3453.27160494
67943	160571.428571
69168	25506.5714286
17973	104244.03183
68126	605714.285714
11774	188235.294118
26894	66181.8181818
27979	332503.113325
69019	142236.024845
22225	423076.923077
66866	104571.428571
108645	305389.221557
23989	4701.14285714
218503	106285.714286
81489	46764.7058824
380840	72571.4285714
56369	489626.556017
66446	44673.5395189
230027	211351.351351
64009	6482.28571429
74375	24899.4285714
26357	42922.3744292
277250	40204.865557
58184	20669.5652174
12764	743055.555556
78232	50285.7142857
22214	235519.125683
110750	1085714.28571
18103	10723684.2105
71805	41025.6410256
69367	270512.820513
22365	21403.5087719
328417	63428.5714286
66897	6750.69444444
69232	5976.28571429
15211	285984.848485
70223	434704.830054
230393	1039.65714286
66525	457142.857143
11946	21699819.1682
50527	83405.1724138
104184	938461.538462
11736	184571.428571
245877	52571.4285714
107829	39677.8916545
69641	13373.1428571
15525	1414982.16409
66181	468750.0
102103	233428.571429
18100	300000.0
231580	20996.1685824
77862	42571.4285714
66898	84000.0
15481	18575851.3932
65114	1265714.28571
50797	2971428.57143
11565	455142.231947
66508	53714.2857143
104721	679729.72973
271457	54418.6046512
71974	12580.4511278
16410	9572.89272031
30930	471428.571429
17754	1364.08501441
232533	14353.6637931
70369	40268.4563758
100041230	20342857.1429
225896	525714.285714
100088	81235.1543943
68736	3605.14285714
81702	30857.1428571
55946	160287.08134
22083	39142.8571429
216551	43428.5714286
22335	2802120.14134
50783	296350.364964
67264	639784.946237
234730	24499.1428571
231874	54571.4285714
12181	17029.4285714
76303	825714.285714
20874	43146.7964315
68178	53142.8571429
67267	7349.14285714
64697	4314285.71429
228850	23901.7142857
64657	157142.857143
18571	1369390.10357
20333	73023.255814
68499	86571.4285714
13809	248677.248677
14297	391428.571429
230257	207142.857143
238988	34857.1428571
76479	7164.70588235
66834	6400000.0
30940	4481.04265403
19060	286573.146293
20224	1429292.92929
26419	2536.04166667
105513	14700.0
13383	142541.436464
234594	16842.1052632
67804	2471428.57143
67972	97428.5714286
69146	740000.0
83768	33399.2094862
16978	342857.142857
20866	219714.285714
15519	12428376.5348
59047	23180.0766284
19079	195185.185185
12211	2191.72470299
16211	424657.534247
108737	349146.110057
56294	4972.00674536
14569	11200000.0
234683	48285.7142857
217149	445714.285714
20020	9035.53299492
211948	53714.2857143
72946	334285.714286
66362	15595.620438
227715	38907.8498294
26557	55714.2857143
114641	3688000.0
271564	41714.2857143
239719	4368.28571429
15115	728880.157171
73744	28392.6852743
11958	28309859.1549
227377	21032.8638498
66676	89142.8571429
21770	29714.2857143
53317	102144.249513
71207	9704.46927374
231872	129714.285714
13205	681268.882175
67857	130163.934426
70533	625714.285714
20227	6385.60794045
56445	1674757.28155
108067	146571.428571
19711	5246.0
380773	192285.714286
210766	249828.178694
109658	73428.5714286
19345	643518.518519
19659	737142.857143
29807	112757.201646
66142	192500.0
71521	10660.6606607
69780	102102.803738
218210	13938.5714286
227800	40000.0
66917	660000.0
110959	217366.946779
20926	5399.42062572
28084	778409.090909
76608	30778.1649245
209318	337579.617834
76130	12047.7142857
12367	364620.938628
75547	33142.8571429
13681	3029556.65025
66902	816254.416961
11886	507614.213198
74098	382857.142857
54563	18080.5938494
11848	1606217.61658
76501	21701.7142857
108841	33532.9341317
74776	3787878.78788
20085	8413793.10345
70699	19968.0
68796	13983.4285714
28088	1505714.28571
238799	261428.571429
67914	491428.571429
22596	30737.704918
12461	2953271.02804
20403	102857.142857
226757	45142.8571429
56438	144444.444444
217869	477855.477855
22288	817142.857143
74558	28269.1428571
16430	115177.304965
13026	343324.250681
66354	23134.3283582
74108	10891.8269231
216238	394755.492558
17999	67531.0033822
57261	727.928571429
233726	1917142.85714
67128	198823.529412
17886	4729591.83673
98221	668571.428571
234664	70599.2509363
74143	1882857.14286
17274	438164.251208
320191	172000.0
77097	18382.0
72322	2582.47508306
67106	85142.8571429
16341	674157.303371
319801	21258.8571429
232910	830985.915493
28028	48000.0
26425	22901.4285714
19386	47821.8146086
66840	15382.5714286
21843	82908.1632653
217715	115099.7151
19325	1130000.0
67510	7096.0
72508	3469.52380952
24061	78264.3957826
24068	8078.28571429
12895	1554404.14508
20335	452941.176471
235567	34571.4285714
66246	55223.880597
21379	38285.7142857
68564	63428.5714286
16201	93652.5612472
26442	4232365.14523
13665	1438095.2381
101861	6713.58921162
11764	472958.64263
14827	20594059.4059
245638	17004.0
19697	72313.2969035
22215	38192.0903955
13211	276086.956522
56041	1962857.14286
20716	56857.1428571
23968	58285.7142857
66482	70000.0
26897	1398568.01909
66302	814285.714286
67154	29428.5714286
18114	10560.2857143
320632	711428.571429
84585	749.878234399
229589	60572.6872247
15078	28897058.8235
56207	285410.334347
224020	103142.857143
23996	784688.995215
20499	8335.64173592
16330	14199.3957704
21822	164285.714286
72141	42943.5483871
20014	553090.332805
76952	48750.0
76983	317142.857143
211673	189428.571429
69786	38857.1428571
12361	33153.3477322
109093	38581.3148789
66143	44857.1428571
102098	56000.0
67059	2711428.57143
67511	133714.285714
60315	98571.4285714
11933	340287.769784
66847	41714.2857143
223691	1282857.14286
277468	1671428.57143
69702	131714.285714
269252	6811.99510404
11800	377142.857143
72117	745714.285714
234366	20512.2857143
59026	9458.53324195
208440	20589.1428571
13682	4152334.15233
229096	440000.0
212627	108571.428571
23918	807392.996109
11949	12281879.1946
75686	35025.1282051
16783	29802.955665
217707	245798.319328
226849	69958.8477366
66199	49142.8571429
26371	47714.2857143
433771	425714.285714
19244	56238.9221557
12317	21658653.8462
28114	126857.142857
11765	106934.306569
224794	24454.0
11776	48540.4503753
16834	14130.8571429
66606	12533.1428571
76582	9457.71428571
103694	320000.0
53382	968571.428571
52245	66000.0
106504	64946.2365591
13096	91836.7346939
76299	1480000.0
216766	3857.39014647
13858	97658.8628763
77032	22970.8571429
229707	3997.71428571
20501	158823.529412
107767	133714.285714
226791	768571.428571
53895	333088.235294
50907	4967.14628297
69082	135428.571429
71772	46285.7142857
20701	2297820.82324
27681	359302.325581
229363	366522.366522
78891	17741.9354839
66155	1269461.07784
83945	300000.0
70699	1812.02857143
13207	1016286.64495
71653	141142.857143
30960	759036.144578
104303	139779.005525
30926	2480000.0
74351	43142.8571429
13209	306418.219462
68512	82857.1428571
66659	260765.550239
20852	5602.62843489
101869	52000.0
67160	2494279.1762
68292	51761.8469016
170789	53437.5
14854	434599.156118
53356	255000.0
13000	149714.285714
66445	3200000.0
50497	90857.1428571
56088	93771.6262976
56403	629213.483146
70834	205428.571429
19349	3342995.16908
20725	37714.2857143
212986	31428.5714286
68055	93142.8571429
237459	8358.6998088
26572	260047.281324
107650	6962.25490196
217057	861878.453039
20846	285714.285714
30795	2250000.0
66945	7439759.03614
20103	877450.980392
72008	7340.85714286
234673	2111428.57143
68953	53603.6036036
105732	54000.0
225115	11105.9907834
16646	113714.285714
263406	13350.5714286
13046	312757.201646
11837	13470031.5457
66615	34096.692112
73942	27619.1428571
26900	100759.878419
19173	606060.606061
68473	60000.0
98766	12230.0733496
81898	186349.693252
53333	131024.930748
68038	44857.1428571
66401	108163.265306
217207	60932.4758842
58810	14646153.8462
246782	26226.5714286
59025	417849.89858
225363	491990.846682
227683	40571.4285714
94044	140000.0
20466	6912.79434851
24136	5613.08641975
74568	24788.1355932
56347	816684.961581
13120	37573.3855186
12465	2902033.27172
238505	25219.4732642
72029	100000.0
105501	24626.6081871
26414	23060.3448276
20867	5469613.25967
71877	55714.2857143
68018	38942.3076923
231655	26418.7866928
71984	17618.9189189
27277	19303.1428571
74022	152000.0
17772	10051.4096186
101592	68145.5190772
107932	10130.5483029
13185	27363.7142857
16004	5235.60209424
20586	9361.4383137
30058	170285.714286
26443	1638211.38211
14852	548742.138365
12870	114043.355325
432572	160285.714286
57312	159428.571429
56351	1714285.71429
117198	11843.1428571
234388	44000.0
109905	97282.6086957
67097	3066666.66667
20340	3895.65957447
64655	159714.285714
14270	4545.49590537
70791	65148.5148515
67563	25218.0
66074	11761.7142857
69608	942857.142857
52036	166000.0
243819	27936.8571429
14113	451428.571429
67345	70860.9271523
57294	446428.571429
207728	29803.4934498
12462	1853211.00917
74252	322857.142857
66687	60857.1428571
83814	17430.2788845
268449	8653846.15385
268490	5220.0
26875	21847.7142857
211347	21384.3243243
101513	105714.285714
67014	44857.1428571
100273	62571.4285714
26398	117380.352645
21817	3658892.12828
71679	30062111.8012
18453	37131630.6483
26444	3822580.64516
320011	480980.012895
19089	3109404.9904
26396	173316.708229
11426	264857.142857
19025	736286.919831
14149	520242.91498
71902	3228571.42857
109620	251474.158862
19039	162857.142857
67894	68571.4285714
230233	19954.9887472
114863	1865714.28571
100763	8924.65373961
59029	467741.935484
75221	692411.924119
71648	37714.2857143
107338	25892.8571429
69527	164857.142857
73192	5972.06645898
52665	691428.571429
68090	21862.5714286
50493	375203.915171
384309	10151.0899183
75786	32857.1428571
15107	32165605.0955
218343	103428.571429
65102	103428.571429
72026	68824.940048
26940	74022.9885057
26416	150833.333333
54194	6719.71428571
224139	172000.0
67958	144571.428571
74237	58285.7142857
27375	9626.07734807
67680	10531914.8936
19166	8162393.16239
269261	3848484.84848
69601	6792.28571429
21454	2298850.57471
320528	249142.857143
20823	628915.662651
67204	574018.126888
15505	667832.167832
19766	29573.1707317
14479	96432.2120285
229663	788571.428571
210998	106000.0
54160	308571.428571
20316	153142.857143
26408	7826.08695652
320727	8849.14285714
218035	93428.5714286
226982	226151.315789
12469	4470802.91971
353242	65428.5714286
217737	805714.285714
97541	948571.428571
56529	305586.592179
12466	2919020.71563
68215	142000.0
64656	123142.857143
66691	41142.8571429
240832	80571.4285714
54122	7988.28571429
19344	187906.976744
102436	87804.8780488
235542	7211.81262729
13629	9324009.32401
100683	2218.51851852
330260	604519.774011
13669	1153273.80952
14228	3624454.14847
71941	11734.3012704
67201	2340000.0
D3YUM8	55428.5714286
68276	4251.07632094
68606	36504.4247788
15951	58000.0
59040	28050.7131537
59007	32411.6743472
15516	11174033.1492
20702	6480582.52427
80888	387244.897959
22027	12194513.7157
A6X940	1705714.28571
13511	73618.5383244
69134	56285.7142857
73825	58285.7142857
14670	18717.1428571
15528	63823529.4118
18674	1931428.57143
18703	50583.6575875
19185	166489.361702
66375	205325.443787
67615	53361.3445378
51798	6299694.1896
227648	176285.714286
100038882	283850.931677
100043461	163714.285714
20068	10740740.7407
30055	1974285.71429
226101	688571.428571
19941	7655172.41379
27393	163142.857143
14375	69407.8947368
14229	168640.350877
237542	11434.0
109079	154591.836735
67776	417142.857143
94061	131428.571429
101490	13116.2857143
320806	59820.2824134
227720	4543.117506
66165	42571.4285714
72662	10751.565762
20351	3693.55263158
13030	2368731.56342
56491	218000.0
66725	571.032845271
19186	6987951.80723
66366	20878.2857143
321006	2820.8499336
69923	145605.700713
67035	138872.403561
20815	26851.8518519
109674	28696.7418546
18438	12694.8453608
85305	853781.512605
66661	1734285.71429
22129	10616.0
19182	1561085.97285
14319	4648351.64835
225160	21917.8082192
18813	4657142.85714
71985	1351428.57143
104831	12234.0425532
56717	7296.97920753
104458	931818.181818
67166	330107.526882
77582	12790.2748414
11977	1273.91012743
56715	27035.1428571
19346	12479.3269231
67439	608.561403509
77065	599.824016563
110175	558510.638298
19170	6541666.66667
108077	78571.4285714
338355	126857.142857
218885	68000.0
56284	26808.2857143
99311	42000.0
18673	5485714.28571
56530	374285.714286
74778	7543.71428571
230598	60292.8509905
218811	331428.571429
12330	922165.820643
20286	13519.7142857
53872	3828571.42857
19141	829885.057471
12091	114992.272025
16423	501650.165017
81018	25325.4285714
23923	2131764.70588
107976	69712.7937337
73078	415132.924335
69178	1308571.42857
231889	19352.2857143
12822	6651.63472379
68095	594285.714286
69162	773170.731707
106821	49428.5714286
64685	431428.571429
12607	6947.42857143
26445	271144.278607
22193	18831.4009662
53312	156285.714286
22284	59788.9800703
17713	2585253.45622
20185	6972.28571429
14450	196039.60396
219249	18526.8571429
26399	56287.4251497
52443	136000.0
18786	152392.947103
18822	6601.92307692
71517	76571.4285714
26441	4367816.09195
19188	1753138.07531
235606	342896.174863
67429	66857.1428571
56551	2048192.77108
68537	43538.7640449
93762	21503.3301618
235587	121714.285714
11431	708860.759494
12464	1892393.32096
26440	3178707.22433
14387	32948.5834208
17827	86571.4285714
18655	23597122.3022
231279	14180.5714286
66388	113428.571429
109880	17786.0696517
19983	8619528.61953
68117	565714.285714
20044	4059602.64901
80280	192857.142857
77219	971509.97151
26905	2029661.01695
26932	35760.1713062
75669	4525.11045655
269523	5086848.63524
73024	78000.0
66082	41666.6666667
170752	25751.8796992
20463	114414.414414
19072	790140.84507
243743	12783.9408347
16150	46103.0383091
11749	10228571.4286
110279	5986.8503937
97212	13892529.4889
72459	13197.0937913
192169	258857.142857
56486	123076.923077
68995	437142.857143
103963	4473684.21053
12304	10172413.7931
227331	79428.5714286
59125	108278.145695
20088	2270676.69173
20005	2984375.0
72145	15070.5714286
68365	1120930.23256
67826	83535.1089588
216820	34674.9226006
100037258	1263888.88889
67179	525714.285714
19341	27417.4311927
20054	6896551.72414
267019	5138461.53846
114893	120000.0
