Gene names	Intensity L Colon
16765	377852.348993
67868	4566.54275093
19701	9899.75124378
11475	31299734.748
59011	17604.8571429
19285	1548571.42857
11754	30196.0784314
236539	339587.242026
17756	11433.2603939
11472	24049.2170022
20200	2497142.85714
22004	5809859.15493
12722	7557502.73823
17762	28240.1091405
13807	133640.552995
18600	4384.54680535
77337	22231.4285714
17882	308571.428571
22223	211659.192825
54200	228994.08284
67373	50857.1428571
75600	305714.285714
17957	7314.0
24131	72571.4285714
67399	5366.57142857
17156	414976.599064
14264	2173.48404255
12389	926966.292135
17868	11496.0629921
69824	246857.142857
13346	5373134.32836
12958	36571.4285714
81600	3613.3192389
18479	173211.009174
19695	3550.28571429
223809	43714.2857143
17880	8164300.20284
259300	290976.058932
11459	130238.72679
20964	54000.0
16832	970059.88024
14778	269026.548673
53322	271142.857143
21925	88750.0
104069	123142.857143
12715	480314.96063
69983	60995.8506224
233799	13807.6521739
14598	16192.9577465
329251	125000.0
13142	4376.8115942
12353	10200.6309148
12925	2411428.57143
20203	6703.71428571
216188	39219.9349946
74551	160937.5
20404	168181.818182
66824	3264248.70466
15277	339149.400218
13823	202368.137783
13070	9756.6539924
27357	103603.603604
27053	338680.926916
20910	322857.142857
14725	2660.94420601
12557	1245465.53809
67092	58865.248227
67182	756.828571429
56012	17104.743083
13628	38012.9589633
13808	486175.115207
14199	1920000.0
13007	12331606.2176
16763	922857.142857
109042	55428.5714286
218138	5698924.73118
19132	93052.6315789
19058	124705.882353
224796	657370.517928
56421	848214.285714
68794	232942.039618
17922	96545.1964032
107993	8858.65384615
16777	54367.3012318
21916	1917.54874652
50876	69230.7692308
216350	1522857.14286
109272	100000.0
18295	402684.563758
21648	212285.714286
665270	11604.8571429
18073	57429.7188755
15507	1468899.52153
66695	455764.075067
12512	81932.7731092
72088	258285.714286
12323	10756.6420664
67399	322857.142857
12372	84857.1428571
18746	6007532.95669
20198	44571.4285714
104183	59428.5714286
27273	13510.6796117
64661	2779.94285714
69787	247428.571429
330440	9367.14285714
12971	39714.2857143
17929	15465.7142857
14660	302670.623145
12799	90952.3809524
433470	2394285.71429
17035	93714.2857143
16664	6207.23140496
226519	130056.004978
16854	18446969.697
19283	1502.14285714
75572	424528.301887
20195	722857.142857
16775	14592.5110132
226041	557142.857143
67326	49142.8571429
18489	22719.1428571
118449	279142.857143
12349	22538461.5385
76293	160571.428571
17885	2599.12235416
17879	227600.411946
67971	1848571.42857
270097	26973.4285714
11674	12197802.1978
66734	206611.570248
107272	138378.378378
13602	785.171428571
17022	766272.189349
14457	3203.42857143
171580	51714.2857143
11450	87044.534413
11811	5830.35714286
107029	648233.486943
26558	6016.28571429
22240	380000.0
232714	80857.1428571
232400	64285.7142857
17930	42571.4285714
18483	64000.0
13179	590163.934426
23969	222000.0
11983	931428.571429
17118	1271844.66019
69051	239687.5
14467	971428.571429
56185	1665722.3796
16852	1111111.11111
72948	368571.428571
11676	168044.077135
21985	3000000.0
12933	460000.0
20965	30857.1428571
16890	5709.48616601
20194	1971428.57143
21753	702857.142857
19340	116438.356164
229731	2942857.14286
17988	1285714.28571
73723	1097142.85714
13405	5328.98314301
12721	997830.802603
13184	747.914285714
216739	529.182209469
14583	4203730.2726
13010	84285.7142857
16985	22511.7142857
11997	462025.316456
15275	544147.843943
22352	3304721.03004
107684	417142.857143
18611	42285.7142857
19652	1071895.42484
71960	1145000.0
381204	11078.2550336
16952	2168571.42857
11820	34415.5844156
12306	9371428.57143
14381	467961.165049
18074	19814.6828225
66395	17800000.0
12362	1094527.36318
56356	180285.714286
74340	725938.009788
11808	580000.0
109857	516245.487365
13821	75654.152446
17760	10249.4481236
56078	588.58044164
109934	328571.428571
12406	1014388.48921
83397	52285.7142857
67103	3039513.67781
216810	60000.0
217124	51428.5714286
12934	575174.825175
67865	137142.857143
20324	171714.285714
29877	44857.1428571
380698	1657.97142857
11766	135714.285714
26556	18953.1428571
16776	6481.9795589
12332	974431.818182
269713	26170.0095511
24014	375510.204082
192176	1956932.37628
65969	12249.4285714
21346	4857142.85714
109264	1943.21192053
66355	72173.9130435
208943	55142.8571429
20963	108108.108108
76281	500000.0
12313	1516778.52349
23917	33073.9299611
18476	267672.413793
66222	9208443.27177
20708	20641.4285714
16779	11617.5653141
102502	5314285.71429
14590	858044.164038
58194	56417.4894217
66098	39428.5714286
66144	272268.907563
16019	41428.5714286
76932	174000.0
67443	49987.2
30948	132285.714286
12696	63953.4883721
22138	15761.2245478
67834	1718579.23497
11717	102872.062663
19038	55188.6792453
67861	120571.428571
16403	101741.52154
68028	836065.57377
26430	32404.5407637
72269	23522.6027397
12140	9206.06060606
74145	53551.9125683
14571	797799.174691
56205	69142.8571429
12653	937142.857143
12798	104285.714286
17755	13839.2857143
18799	40740.7407407
13017	102921.348315
56526	28564.2857143
16560	24660.7669617
234267	585.742857143
50706	294285.714286
229603	3296.07142857
19895	77887.7887789
P01864	6062.85714286
11544	108287.292818
66251	275334.608031
21804	29142.8571429
23999	110601.719198
11677	4525316.4557
229593	1431428.57143
68196	36857.1428571
22271	40836.0128617
14432	53428.5714286
97165	2914285.71429
22152	135111.111111
19309	49049.8812352
66471	100857.142857
114584	4979253.11203
14079	5303030.30303
74103	257.52
72042	994285.714286
15929	1157760.81425
73442	30571.4285714
59046	63428.5714286
11486	352272.727273
22323	805333.333333
66849	141142.857143
11641	154571.428571
12554	4991.8767507
98878	279112.754159
270685	88536.3357216
114663	21292.4137931
16541	1980.28639618
17904	12582781.457
212307	398773.006135
11857	442500.0
227737	228285.714286
20692	12902.2857143
12810	6112.28571429
19055	95969.2898273
11745	2068571.42857
19339	95454.5454545
14086	29142.8571429
16594	19699.4991653
20193	253714.285714
67980	106159.42029
15163	93827.1604938
13476	128857.142857
68106	55142.8571429
71733	21864.2857143
219072	22860.0
11973	1070796.46018
16956	141.303797468
17254	187832.69962
13860	305714.285714
98932	7325581.39535
54609	51567.3981191
64933	1256.60287081
170718	2445714.28571
16678	3422291.99372
13132	71018.2767624
107589	343122.102009
11518	442857.142857
11775	928.835489834
19231	2242857.14286
20719	6746031.74603
432516	577181.208054
16906	3673469.38776
18537	691629.955947
75974	6908.28571429
74325	624454.148472
93686	9811.42857143
227620	75542.4063116
15129	8027210.88435
326618	3810483.87097
11964	560777.957861
15122	4114285.71429
12908	152875.399361
53416	134172.661871
110935	1662.25714286
75608	741071.428571
12325	4514.5557656
26611	91142.8571429
56360	340000.0
20362	219714.285714
353170	21478.0
18754	13704.2062415
56195	3471.14285714
22003	531690.140845
16592	409629.62963
66111	156285.714286
12550	705882.352941
104001	494285.714286
69654	1656716.41791
11465	538666.666667
71780	211849.192101
320707	81714.2857143
110078	760379.596679
223601	38285.7142857
232748	37714.2857143
68631	686520.376176
15444	184000.0
107975	11289.1428571
209378	26846.8571429
68420	67428.5714286
19264	11618.9000775
14960	74218.75
16149	20401.0752688
23825	622857.142857
14007	31692.9133858
230972	207142.857143
18582	56292.0
14936	23848.2384824
213539	50476.1904762
654795	46857.1428571
22142	154988.913525
381694	29652.3517382
73212	8909.42857143
14593	60000.0
170930	1347368.42105
67068	307291.666667
57915	21649.7142857
94181	13600000.0
68519	92857.1428571
15512	81674.5655608
17524	162000.0
59069	16514084.507
14688	1820588.23529
22637	2572.97734628
12945	24940.0479616
16593	184842.883549
19672	65428.5714286
67803	2695.71428571
17219	86601.7052375
11966	277886.497065
14245	5373.71428571
26364	6538.87530562
268996	3816.28571429
73112	771428.571429
71148	128571.428571
18751	90163.9344262
52589	126571.428571
101314	61428.5714286
11931	6480263.15789
22629	4308943.08943
18717	1675.94553707
20970	42081.4479638
13589	985074.626866
12491	27754.2372881
56327	92391.3043478
18033	5850.56642636
66273	60285.7142857
227541	57402.5974026
14269	160571.428571
18597	712820.512821
18739	5771.14285714
56702	30611.6591928
17161	4068441.06464
74091	46250.0
68263	2064066.85237
69772	2179.3877551
11891	51583.7104072
216197	173565.217391
18536	24756.2857143
234779	6421.4229249
14026	4955.42857143
74044	50857.1428571
12759	141714.285714
16170	7968.28571429
73834	106477.732794
228359	840000.0
380711	74571.4285714
380686	7178.28571429
432467	15367.1428571
51793	19315.4385965
380928	848571.428571
66128	491428.571429
P01867-2	72857.1428571
21987	83428.5714286
229877	345714.285714
22631	14448979.5918
66310	76000.0
66645	69142.8571429
18797	147487.844408
57349	1183.2
235627	15519.4285714
20202	21233.7142857
59069	647887.323944
21825	1381.62393162
239217	104571.428571
109552	800000.0
12419	475916.230366
73086	2323.87022016
11630	39142.8571429
108911	178857.142857
66128	248285.714286
320183	9010.0
13016	174603.174603
72157	916129.032258
12417	885245.901639
216963	19740.2597403
27360	491428.571429
18642	76410.2564103
319713	7148.82697947
72108	28151.7142857
170750	231139.64687
65106	1165714.28571
12412	697297.297297
14225	3074074.07407
227700	32000.0
20111	667127.071823
12402	15553.1215772
17831	802238.80597
105298	4044.85714286
12322	53556.4853556
15193	57428.5714286
17220	52433.9360223
53598	303763.44086
11429	7794871.79487
16181	303932.58427
66576	25246.0674157
100900	52564.1025641
12816	3143.36538462
52398	582857.142857
17698	580589.254766
29812	142285.714286
18220	1748571.42857
68614	5641.42857143
22793	49290.7801418
26417	655263.157895
66204	245454.545455
18195	639784.946237
53378	80000.0
57138	677.542857143
12183	54054.0540541
192662	3887254.90196
27984	417142.857143
108058	159225.092251
13688	25699.7142857
20201	139142.857143
65972	391129.032258
244373	1482857.14286
233908	480694.980695
54391	2851612.90323
63986	72857.1428571
12757	326808.510638
17967	21614.3497758
382643	207428.571429
15382	1159375.0
116847	238359.78836
56086	1415224.91349
18753	122700.296736
22343	368571.428571
66469	20379.7142857
29875	651780.32589
14904	38000.0
14857	686098.654709
76626	191142.857143
668218	560000.0
26370	90116.2790698
16400	33523.2668566
15469	873315.363881
12858	3458904.10959
11852	35887.755102
108671	41312.7413127
114886	187142.857143
11733	36.3936627282
227960	27969.1428571
14784	626728.110599
234353	24975.8919961
214459	117142.857143
407785	337068.965517
74325	934497.816594
100732	1064056.9395
17215	70197.044335
320183	2655.88571429
26949	534482.758621
22375	1257796.2578
54120	111428.571429
76497	273142.857143
76820	23590.5714286
14156	98412.6984127
75901	24750.8305648
11957	619444.444444
67683	28190.8571429
63913	545714.285714
108664	198136.645963
53605	352941.176471
57752	13228.894691
59069	1732394.3662
17931	241010.68999
269774	26068.8216893
20742	1299195.93737
20024	408571.428571
232201	2729.68571429
72096	8566.85714286
19088	28365.3846154
29817	3468.85714286
66514	41104.2944785
17955	696000.0
329910	56565.6565657
545030	2162.74285714
20739	19047.6190476
50926	438538.20598
80890	95161.2903226
56426	228000.0
68598	256521.73913
208194	43750.0
18738	771428.571429
30059	105428.571429
22151	557303.370787
54519	5300.85714286
16773	5183.51577592
54401	3682926.82927
69071	3237.42857143
93730	112285.714286
14555	948424.068768
329154	30000.0
12340	993006.993007
193740	1560062.4025
18750	174107.142857
12041	34223.3009709
54403	5576.36700649
171210	100441.501104
75007	59142.8571429
17996	106000.0
22630	2873469.38776
18993	217.203219316
22350	5802047.78157
14923	414646.464646
50492	202328.966521
13138	47032.474804
22628	3809716.59919
68732	35714.2857143
11484	24070.5128205
12631	14457831.3253
223255	255220.417633
11657	14800000.0
19291	118000.0
67199	436065.57377
56409	8929.16666667
235661	667304.015296
94184	5714285.71429
18538	578544.061303
54673	152054.794521
67469	3588.31908832
13855	4874.11764706
66905	394285.714286
117150	122802.850356
26413	930167.597765
229709	1533962.26415
109711	1434977.57848
20741	10902.2556391
23988	83636.3636364
71889	6967.7672956
19156	649910.233393
67860	112571.428571
11308	382857.142857
18624	126977.687627
72565	72857.1428571
66125	105754.651163
67689	895.064102564
224650	22914.8571429
57258	6598.57142857
65962	354.599406528
13822	142712.550607
22329	1229.70230041
20650	8240.57142857
13169	269714.285714
319162	136923.076923
77579	16396.7611336
54130	2020000.0
64383	73521.8508997
14976	1188976.37795
22221	12693.5185185
109624	6028571.42857
12336	773234.200743
22330	2110694.18386
18637	645454.545455
19046	172477.06422
235442	24007.2463768
76895	3928.85714286
53602	297142.857143
51886	397849.462366
16905	5984962.40602
12974	3189655.17241
103850	3347.77272727
57376	90997.56691
93739	509401.709402
77134	2688524.59016
268656	68710.359408
66335	274869.109948
98366	125000.0
58231	118067.978533
20588	21648.5507246
99889	1340000.0
59041	143192.488263
74134	15148.9021956
67808	16019.4285714
224105	559160.305344
67881	130571.428571
58233	38539.0428212
66540	180571.428571
23943	320000.0
76551	139445.628998
64899	54285.7142857
17919	43619.3619362
19385	582857.142857
235380	2865.71428571
20383	2963414.63415
83965	82571.4285714
110651	156756.756757
66290	370338.983051
66593	191561.181435
27205	1300.87475149
18798	54000.0
231148	14841.8300654
52700	158285.714286
228998	158695.652174
58193	9554.84848485
20163	905714.285714
227613	8853932.58427
11474	66777.7777778
17876	47428.5714286
22154	295045.045045
69151	125714.285714
67581	11846.0
56737	33493.9759036
70974	25764.8953301
68942	178873.239437
234663	296747.96748
54132	2111428.57143
17993	1851428.57143
56398	41714.2857143
108123	360000.0
67530	14504504.5045
16790	23913.0434783
21961	471428.571429
53424	153142.857143
69083	2297297.2973
30056	13967.7142857
50927	301423.027167
12111	136043.360434
18002	141975.308642
76467	10922.8571429
22153	3423423.42342
11603	1001.28205128
17149	1027397.26027
235339	710280.373832
20740	1877022.65372
73833	46285.7142857
22388	4085714.28571
67902	3205.42857143
232975	491609.081935
12912	75366.568915
56431	15454545.4545
72900	1036290.32258
14544	87885.4625551
56330	141142.857143
13877	217428.571429
230872	12815.7142857
213012	17083.5016835
12017	92676.056338
22196	1360759.49367
18475	170742.358079
66365	131142.857143
404634	15217.7419355
71766	156857.142857
18671	11363.6363636
66094	334285.714286
63985	262000.0
56459	224000.0
67628	235142.857143
13427	491830.065359
216190	471428.571429
109689	279904.30622
16691	77142857.1429
106628	116417.910448
18046	50447.761194
68205	20702.970297
234852	305612.244898
226977	554285.714286
13660	415730.337079
56440	877142.857143
192196	558673.469388
68539	9536.0
65964	21071.7142857
66999	10068.0
15132	1135.37142857
12757	14134.4680851
70314	27887.4285714
52551	110857.142857
27402	199201.596806
56297	24571.5053763
12695	5888.76772083
20411	30232.5581395
66983	15662.2589532
56212	52879.5811518
15463	90000.0
13014	13054.0
18293	61876.8328446
53331	31931.0344828
69724	22753.4883721
78330	484615.384615
13191	877142.857143
15387	18099.1360691
380752	70000.0
52163	194385.026738
55980	1328519.8556
83409	46000.0
72931	38857.1428571
66385	500000.0
76088	22315.1428571
52009	85142.8571429
108903	91428.5714286
59013	1461024.49889
14105	46564.8854962
105559	83714.2857143
56456	155011.655012
76737	46000.0
14678	507042.253521
15381	1862619.80831
68183	277333.333333
107513	430069.93007
12400	8556.28571429
66054	2400000.0
67673	1533898.30508
21923	42748.8151659
16331	375.793450882
67870	129182.879377
76959	529680.365297
386649	702702.702703
66498	45060.7843137
67488	4167.42857143
192292	54018.6915888
433759	458506.224066
51797	99142.8571429
67457	12028.0
21881	6311475.40984
232807	130000.0
94186	245714.285714
14693	355882.352941
21351	11364985.1632
20168	228571.428571
22627	10666666.6667
21835	4338.85714286
245688	503529.411765
22334	3206779.66102
20947	300000.0
67938	889534.883721
12333	504908.835905
17216	58407.079646
18000	1151428.57143
20411	117054.263566
170719	134285.714286
50773	810000.0
110208	3933747.41201
12859	2250000.0
110854	417142.857143
238330	31142.8571429
12331	6057142.85714
56692	713709.677419
110809	4000000.0
104015	7941.5501906
50875	1008522.72727
68202	4060344.82759
54473	35914.5985401
54126	78770.3016241
67299	133142.857143
21849	962829.736211
227624	44571.4285714
19047	727554.179567
94176	802.516411379
66201	209061.488673
66373	118681.318681
16907	949664.42953
110119	465721.040189
68097	1348314.60674
70225	58602.484472
78830	388571.428571
18104	1923357.66423
216873	48285.7142857
68051	222285.714286
20723	126571.428571
23964	156571.428571
14567	894285.714286
20382	823529.411765
12380	700000.0
14030	296183.206107
16563	19007.0921986
30949	89714.2857143
66070	326637.554585
13486	106571.428571
320165	3641.47286822
225027	464419.475655
110323	7325581.39535
101739	88285.7142857
69499	17592.8571429
74192	217647.058824
67475	14347.5374732
12928	168421.052632
22192	293442.622951
52822	66571.4285714
13043	1780219.78022
55992	2394.48924731
71978	308724.832215
70620	917241.37931
57319	276404.494382
210126	671428.571429
56726	17108.8571429
66892	1155.11428571
234069	46285.7142857
319965	55428.5714286
16688	3080.60498221
27756	1200000.0
21917	233714.285714
14164	2024.96774194
56376	457142.857143
75739	103714.285714
11972	310541.310541
268980	106571.428571
53610	1042283.2981
66226	43428.5714286
53607	178745.644599
18952	18792.5714286
68969	1415.04424779
12655	227.311428571
20911	136285.714286
60365	603448.275862
D3YV37	232285.714286
17217	104640.37123
15159	54779.4117647
14866	928571.428571
72993	41442.7157001
14751	7849462.36559
14957	417647.058824
20630	205031.446541
66420	57619.047619
68240	130578.512397
18971	7677.73755656
18472	763414.634146
14272	86737.4005305
17685	53048.1283422
69207	24523.7142857
54394	2642.25714286
225887	55188.6792453
60409	100857.142857
66231	80571.4285714
68094	128606.760099
12401	12906.2857143
52639	11854.5714286
15204	2336.64185277
19663	21047.1428571
216001	206857.142857
235072	1234285.71429
19070	3966.85714286
12488	395604.395604
20222	210526.315789
108121	181589.958159
19155	501086.956522
11777	138860.103627
26941	2154285.71429
21873	208226.22108
P01868	13551.7142857
19646	531764.705882
18451	5024.53183521
59079	27888.7303852
18643	22214285.7143
66531	58285.7142857
20218	273137.697517
595136	3301886.79245
218460	22268.5714286
56362	4314381.2709
18569	451428.571429
11984	358064.516129
56612	379220.779221
12343	1409090.90909
83997	328571.428571
67465	353982.300885
67771	2390728.47682
140546	41714.2857143
23970	528571.428571
56217	8110.96296296
269593	134571.428571
56372	43714.2857143
66624	177876.106195
110082	62000.0
98053	19408.2677165
338367	634194.831014
270110	176000.0
108160	58702.0648968
16569	36144.5783133
229279	7282321.89974
12283	1331378.29912
15387	2203023.7581
66177	297260.273973
13001	354883.72093
22324	5403.55029586
59008	18783.7837838
22333	6554054.05405
75734	116285.714286
216527	5640.85714286
94284	20338.9830508
73341	12022.9571984
83431	149428.571429
72590	201813.471503
93765	1822368.42105
18641	528205.128205
18148	1979452.05479
56150	36946.3414634
66601	1760000.0
23837	68285.7142857
116733	21830.2059497
20021	20189.4545455
22327	33714.2857143
16573	661474.558671
12321	1077142.85714
208618	121428.571429
68971	64857.1428571
21887	23345.4285714
71810	89714.2857143
59020	104000.0
15384	2098245.61404
54196	305714.285714
320795	13953.4883721
621893	362307.692308
57342	362903.225806
74246	155907.78098
66075	1254285.71429
170760	857142.857143
12833	50926.8292683
70650	19322.9901269
57230	43714.2857143
21807	22337.7142857
12835	888571.428571
22319	644660.194175
231887	434285.714286
212531	234285.714286
67951	56152.1252796
68816	541566.26506
75454	484677.419355
68833	78857.1428571
52563	33165.8291457
68342	2920454.54545
56358	22962.8571429
20826	512500.0
19143	58479.5321637
18221	840000.0
237823	37023.1862378
17079	33888.0484115
72404	116571.428571
22384	471428.571429
109006	78571.4285714
107260	734317.343173
81877	56000.0
75530	27454.5714286
68349	912547.528517
12540	827225.13089
66101	90425.5319149
50995	349529.780564
14187	2316455.6962
16202	495575.221239
98238	183714.285714
56031	61794.0199336
72567	189336.235038
105348	988571.428571
17380	584.386666667
432508	244857.142857
19326	3188073.3945
216131	26221.4285714
68705	116465.863454
19826	254426.229508
66314	485714.285714
53379	7800000.0
76614	5514285.71429
69878	122093.023256
20405	35869.5652174
100986	176571.428571
269113	63529.4117647
14489	314285.714286
52428	144285.714286
17472	414285.714286
18141	9392.27467811
17975	2630834.51202
69091	140571.428571
70885	4803.38028169
74355	31142.8571429
192174	26877.4285714
433904	588571.428571
12834	51160.5415861
67010	47924.5283019
55988	203428.571429
100034361	70571.4285714
229542	72285.7142857
66377	95381.5789474
100336	34757.8347578
19052	40453.0744337
217837	48687.3508353
67397	748091.603053
14682	265181.058496
236732	33870.9677419
217517	38063.3333333
29806	38285.7142857
66585	121229.050279
18034	10243.0478309
13009	3659.3814433
60321	57878.3151326
321022	186571.428571
18826	1054285.71429
108014	90090.0900901
16414	10463.2944228
16416	1428.71664549
11991	1295774.64789
20174	473002.159827
11746	6571428.57143
12334	295714.285714
19889	27769.7142857
11938	83620.6896552
22218	584158.415842
56309	134857.142857
80877	728571.428571
67851	37428.5714286
67474	115000.0
11928	1397849.46237
69957	49677.4193548
228836	34285.7142857
66437	1234285.71429
94242	40285.7142857
18226	100570.342205
228983	25509.4285714
16796	1045714.28571
15388	2098976.10922
69459	25303.4285714
69024	13478.5714286
19703	49302.3255814
68693	1517142.85714
20318	382857.142857
15161	357142.857143
217692	9501.71428571
72552	32857.1428571
223696	102285.714286
70572	688571.428571
67781	282051.282051
13063	9904761.90476
23808	61142.8571429
230596	99038.4615385
242687	102213.279678
71844	63543.4412266
14082	50731.7073171
230649	41428.5714286
74200	6890.57142857
17991	2222222.22222
56697	24677.1428571
67877	13465.1685393
53817	1133177.57009
110639	13560.6918239
66588	14234693.8776
98758	3325301.20482
69875	1439716.31206
70316	2282051.28205
67130	3824427.48092
66118	357142.857143
21399	302857.142857
84094	8600.57142857
14672	328690.807799
64136	220857.142857
67890	2552941.17647
16976	717142.857143
72313	57142.8571429
56399	134857.142857
102566	4881.14285714
66091	767857.142857
19053	436893.203883
268373	44146341.4634
68219	158000.0
74125	11299.7142857
71514	373390.55794
106344	38461.5384615
66912	115428.571429
18795	1926.31578947
54683	6830357.14286
68724	152150.537634
67273	2661971.83099
12537	72448.9795918
21787	857142.857143
11735	28913.8194799
56350	104395.604396
17448	8757396.4497
56637	69523.8095238
17218	20054.5702592
23827	1873376.62338
20833	133898.305085
66368	69672.1311475
19358	355371.900826
11853	358031.088083
12867	4158730.15873
21968	53142.8571429
51792	2852292.02037
67959	414893.617021
18854	51977.4011299
55936	34300.3412969
68682	2165.22857143
15368	16414.1868512
55990	20000.0
20657	31900.7968127
67186	11130434.7826
59005	56857.1428571
67955	702380.952381
18747	197150.997151
66642	83481.3499112
29876	830039.525692
54214	408571.428571
12857	17218934.9112
17884	24755.0283651
19707	16140.5714286
19290	834285.714286
76055	105428.571429
103967	69988.4125145
21672	2742424.24242
76137	66571.4285714
56324	58317.3996176
68585	21936.0
20409	517142.857143
76302	113428.571429
217030	38285.7142857
109232	7351.71428571
66899	27423.1428571
14790	1943.37142857
224111	30285.7142857
70470	135142.857143
269061	35714.2857143
16568	6479.45791726
57317	102044.989775
27054	328552.803129
107701	98820.754717
72333	340000.0
23971	198717.948718
67923	1267857.14286
330662	400536.193029
213760	36571.4285714
193116	7464.95726496
12229	1523.82397572
72542	96857.1428571
70296	153428.571429
101706	1051428.57143
320024	69362.745098
27374	75981.1616954
72170	48285.7142857
23790	657142.857143
76614	6230.28571429
11975	17044.1001192
17758	276444.444444
19317	11172.0
109331	11202.4665982
224903	84285.7142857
56378	2415730.33708
20410	2230.51428571
236573	297142.857143
16426	207428.571429
319186	14523809.5238
96979	268229.166667
67886	976.628571429
240028	77756.097561
17128	6916.8784029
14797	9578.85714286
104457	22614.5714286
12237	259202.453988
216705	1351428.57143
68607	388571.428571
76709	3466666.66667
11487	14686.2483311
76936	508916.323731
27055	9133.50877193
28000	400793.650794
56495	327586.206897
192170	649635.036496
22594	11868.4627575
103466	20916.8571429
23980	2154285.71429
12345	4404332.12996
217864	68134.1719078
57435	30857.1428571
104009	25935.828877
68926	25487.4285714
12369	198019.80198
381308	29428.5714286
26431	3069.91525424
109676	54285.7142857
69150	160000.0
13822	13461.5384615
76899	74571.4285714
93760	9461.23521682
19384	5324074.07407
66911	10058.2857143
54353	5242.57142857
72183	554285.714286
19357	30708.6614173
22668	194486.983155
67973	9473.14285714
P16546	29142.8571429
74117	1737142.85714
21894	661157.024793
12321	137714.285714
64704	29694.3231441
68375	2587209.30233
22169	36241.6107383
252870	111514.052584
102122	87428.5714286
67963	379194.630872
19229	33994.0535183
21915	207547.169811
54195	10970.6451613
20810	239919.354839
22099	158285.714286
66629	565714.285714
26395	773536.895674
22070	934285.714286
13002	43712.6262626
225131	18104.2857143
226251	41347.2706156
14011	13835.0515464
100434	60949.4640123
216156	53428.5714286
13033	1036585.36585
108099	41342.7561837
16801	30978.2608696
11840	861878.453039
19414	3447.71428571
72349	199459.459459
68001	12242.0
72205	145142.857143
11844	1227777.77778
67285	6845.84221748
66218	1519553.07263
665113	2475.81254724
73288	51714.2857143
22680	221714.285714
331026	136111.111111
67899	87714.2857143
74255	224171.539961
75062	285429.141717
237859	17625.2767528
68278	103278.688525
21681	207058.823529
230908	1048571.42857
66914	182805.429864
338350	62000.0
20587	53766.2337662
13859	320000.0
11416	58181.8181818
67145	38571.4285714
108124	525714.285714
234023	288929.889299
109154	141428.571429
11947	13213610.586
66043	2446428.57143
76884	106145.251397
22612	65249.5378928
22608	2111801.24224
18810	965678.95971
215951	172571.428571
75710	6520.85714286
15182	47131.147541
66044	88285.7142857
20226	1451171.875
66827	24702.0
78618	41298.7012987
19655	414322.250639
57750	42000.0
12995	616368.286445
15568	1343558.28221
20616	14225.1428571
11491	5438.33131802
66521	157714.285714
108989	1297142.85714
52440	111142.857143
19084	192125.984252
107182	21770.5714286
16649	169142.857143
20384	892193.30855
50884	160460.992908
269966	52285.7142857
18693	4579.42857143
16549	244652.406417
19303	49069.3739425
53893	150000.0
15530	12597.7879687
319322	917142.857143
53413	59540.8895265
67838	980446.927374
67003	6048565.12141
104759	7074.85714286
75619	5891.71428571
17920	374703.557312
78920	359030.837004
19744	305434.782609
56307	248953.974895
67043	428571.428571
26921	4924.49310624
103468	26997.8401728
70248	129428.571429
75914	16881.4285714
53375	187142.857143
