Gene names	Intensity L Colon
76425	21740.5714286
107686	1711864.40678
14873	6750000.0
56758	557142.857143
227197	1815680.88033
11632	52000.0
245847	23896.8215159
14390	56607.9295154
74105	5269.15422886
207565	2069.55782313
67675	28541.1428571
66411	102000.0
56044	78155.3398058
230753	228180.86225
12568	275684.931507
12866	4662650.60241
69639	50000.0
19246	79861.1111111
15289	6511627.90698
102595	1963.05714286
66235	627777.777778
66414	889655.172414
70052	35124.7600768
78651	248750.0
56215	77727.9521674
74383	258571.428571
17938	1680000.0
66416	1415929.20354
114741	297142.857143
69305	168047.337278
235041	194571.428571
20196	385714.285714
19027	382857.142857
11651	103333.333333
18607	13489.6243292
66700	95535.7142857
66713	2971428.57143
21402	926380.368098
228061	21240.3100775
11843	1472222.22222
14533	12337.7142857
67684	85714.2857143
66663	211414.39206
56748	52857.1428571
269966	84000.0
11867	1811827.95699
338467	6706.0
27366	40571.4285714
66055	231142.857143
56505	304824.561404
353172	547325.102881
68045	768571.428571
66050	27696.5714286
19387	133616.298812
233405	64571.4285714
76561	101428.571429
71268	305714.285714
66694	2985401.45985
27222	18992.248062
18604	66339.0663391
20918	1610619.46903
18521	1237569.06077
22185	296842.105263
66046	835978.835979
66679	47554.3478261
12387	651728.553137
54645	144571.428571
109181	162857.142857
20639	306666.666667
22122	1772585.66978
12562	5461.60714286
233802	99428.5714286
18648	5433070.86614
20658	103714.285714
231386	35714.2857143
98845	400000.0
233204	46285.7142857
68581	1168571.42857
15191	1471428.57143
26394	748917.748918
14707	62982.3529412
56045	751428.571429
16993	2716857.61047
68845	5834.28571429
70047	85944.7004608
68988	48496.993988
227290	13349.4285714
330474	9590.28571429
69736	36196.3190184
71943	101714.285714
56430	91301.2221423
269338	8265.71428571
105445	10337.4285714
319565	73428.5714286
223527	1148514.85149
66492	74371.8592965
67996	277428.571429
23806	29189.1891892
14696	26947.9411765
229665	37046.9798658
23880	3010.28571429
78388	12257142.8571
386612	21265.9824047
76499	28468.2857143
19360	8612.80487805
74840	2128571.42857
11625	68000.0
56274	53319.9195171
21922	19689.1428571
19353	1109375.0
232314	79714.2857143
19063	288562.091503
67693	3791.14285714
224902	42285.7142857
68033	17076.0
78808	4548.4375
60595	3848684.21053
17222	3223.61111111
233824	262857.142857
107652	1754789.27203
75597	249714.285714
56040	4307017.54386
66481	7036144.57831
80838	173239.43662
19230	2260000.0
22166	16571428.5714
27643	37142.8571429
100041953	225428.571429
67211	50000.0
67604	32285.7142857
74167	75428.5714286
234797	65428.5714286
232791	18908.1225033
74764	473344.103393
15170	213445.378151
12539	738786.279683
228769	102952.02952
224904	120285.714286
14679	364406.779661
20133	60479.7979798
170625	10957.4285714
21810	180857.142857
54139	39186.2955032
12818	13411.2409572
22200	23593.0735931
72068	18888.8888889
18949	162758.62069
67988	49122.8070175
15452	1376146.78899
12370	287500.0
270192	430769.230769
104444	1245714.28571
72772	25459.1428571
110380	6286.0
68304	80285.7142857
78294	11410256.4103
56480	14128.9437586
16418	216326.530612
66656	3444839.85765
11363	2558139.53488
215615	333846.153846
76707	40571.4285714
20248	2733.77142857
77963	214285.714286
11744	1614285.71429
14265	124000.0
76938	93827.1604938
217342	10326.0869565
329877	270285.714286
109778	508474.576271
77573	87714.2857143
276846	38198.1981982
13806	13041474.6544
109711	109080.717489
16653	242328.042328
67898	154571.428571
30057	15178.2857143
102058	61428.5714286
192970	55142.8571429
319939	66285.7142857
68991	56285.7142857
68089	1315476.19048
56749	61265.8227848
56433	255428.571429
16785	1983050.84746
68981	407843.137255
22145	944196.428571
71268	291428.571429
23950	30684.9315068
56282	1437142.85714
80743	17615.1428571
51796	85412.2621564
21371	252000.0
26951	17843.3889602
105675	1354368.93204
20916	2419006.47948
320473	62000.0
12351	153770.491803
66530	19577.1493213
26891	480295.566502
71169	22538.0
66658	15408.8571429
104130	368211.92053
16151	51941.7475728
26895	20082.1969697
70153	285714.285714
15369	62539.6825397
23881	414285.714286
17913	178739.416745
56174	223615.16035
59042	677142.857143
68505	10704.5714286
22158	4809.71428571
70497	139714.285714
110355	5882.14804064
52064	115290.519878
19041	12364.6723647
234699	12588.9046942
66317	183934.42623
59021	1061320.75472
106039	130708.661417
71678	152571.428571
55949	7688888.88889
107476	69083.1556503
216344	281531.531532
99412	269714.285714
66072	10301.7142857
56334	500000.0
13430	505747.126437
20832	1000000.0
17969	3723.14285714
74781	16790.5714286
212999	114857.142857
110052	106571.428571
14782	884000.0
22042	64089.1218873
239667	20468.2857143
17120	35564.8535565
22273	2500000.0
16434	555555.555556
12301	820960.69869
50770	41533.2771693
109785	284132.841328
54451	66000.0
16709	105142.857143
19286	238194.444444
67282	1158.4
26754	287724.550898
11992	165605.095541
76742	84285.7142857
19069	10477.2908367
21917	20799.7142857
77305	154285.714286
266692	62571.4285714
19821	9840.77380952
20022	66194.017094
19359	401442.307692
51786	140571.428571
226591	285714.285714
105245	5923261.39089
70439	267142.857143
15354	182500.0
13430	41149.4252874
56812	7471.11913357
26893	170061.728395
20844	71350.3649635
52348	18430.7304786
27965	13964.0
54709	1153846.15385
67458	275142.857143
67078	69781.9314642
276770	6493506.49351
12632	831325.301205
218490	391428.571429
67726	203142.857143
22134	58571.4285714
66200	36285.7142857
53323	172500.0
12368	227898.550725
100206	90810.8108108
56744	21820.0
217473	48571.4285714
68572	32285.7142857
66495	2240384.61538
230721	340000.0
210376	53428.5714286
21372	52182.1631879
69976	965065.502183
223754	25298.8571429
223433	447.228571429
13382	3555992.14145
621156	104857.142857
18570	628571.428571
269682	445714.285714
234671	4028571.42857
11739	11308724.8322
215999	614285.714286
71919	27506.2857143
213491	11764.8571429
18718	13250.8641975
66399	475308.641975
226407	63714.2857143
22195	1876623.37662
170791	180377.358491
53421	47689.0756303
238024	100000.0
110829	79428.5714286
13006	185702.547247
19656	40857.1428571
11747	1814285.71429
71732	21713.7142857
77407	55721.3930348
98386	18210.2857143
234865	15411.2554113
17184	144208.037825
54127	6608695.65217
71713	16442.4870466
66861	64186.6330391
286940	1810146.04151
223723	230285.714286
54170	90571.4285714
83796	40112.9943503
212111	223428.571429
26922	678284.182306
56748	22808.0
72124	104722.222222
12729	13908.0508475
16456	84000.0
65970	1500000.0
16545	1031.25356125
277360	641.696969697
18120	132000.0
68251	9915.14285714
19205	1897533.20683
108030	45142.8571429
20624	269824.92276
59035	52631.5789474
11566	559210.526316
14674	132360.742706
15492	66487.9356568
94232	19966.442953
101943	155299.917831
13854	215652.173913
105504	93714.2857143
23983	1014044.94382
11564	394628.099174
319154	625735.294118
23789	485714.285714
229524	3149.42857143
381760	255921.052632
27366	24488.2857143
19878	47046.1095101
54198	740000.0
213350	26970.8571429
71881	448571.428571
11927	239428.571429
73699	48419.3011647
93684	337142.857143
26384	289619.377163
99683	45714.2857143
232341	3669.96213715
67300	2644776.1194
223453	83428.5714286
70430	18588.0
68059	1091428.57143
12467	169114.877589
17319	227826.086957
69710	2899.72451791
12388	948827.292111
226144	13874.8571429
14667	174093.264249
83701	240000.0
100226	197445.255474
219135	20097.2447326
212880	98837.2093023
17995	1157327.58621
238123	196285.714286
320267	131428.571429
50709	35642.9223744
108083	6479.32692308
11821	153888.888889
19045	151212.121212
73046	576973.684211
71955	238857.142857
13040	38529.4117647
268301	38285.7142857
20637	720982.142857
14300	61240.3100775
14860	864864.864865
66552	13175.7142857
665775	9006.57142857
214952	27903.2258065
230861	544015.199493
11639	29278.0269058
208263	2029.91428571
19324	4058536.58537
227446	140571.428571
73473	65428.5714286
17992	2231707.31707
66616	337142.857143
22276	29477.7358491
216363	26272.0
110253	155142.857143
268470	41011.2359551
215449	782608.695652
18415	186157.5179
56275	71449.9252616
107702	957142.857143
140858	51714.2857143
11737	1037142.85714
12988	66000.0
26450	285714.285714
69276	3138.44221106
76192	3781.65829146
78798	138571.428571
232087	726582.278481
21885	9934.0
18706	7749.81273408
15239	72516.1290323
215114	2072.59475219
52469	70857.1428571
16658	11743.9628483
27041	525714.285714
14433	22432432.4324
75624	143523.316062
192231	14076.0
103136	68571.4285714
13631	17955.801105
79560	147484.27673
100043714	23988.2857143
21872	76217.765043
226646	987041.036717
28018	56857.1428571
67542	362857.142857
19134	24826.2164846
245828	36571.4285714
72692	233502.538071
70564	62571.4285714
229543	8890.58597502
22245	51985.5595668
78655	431428.571429
67824	24225.4285714
27967	43162.3931624
108155	98470.3632887
22378	78285.7142857
320938	110571.428571
28006	19736.0
23945	31093.3993399
67040	284615.384615
70297	434285.714286
19718	17391.4040115
13424	348837.209302
59015	20399.4293866
228994	74000.0
213827	3314285.71429
19192	515748.031496
54128	4380165.28926
66922	32900.0
19383	94551.2820513
66449	11631.7142857
52432	27814.5695364
72754	20345.7142857
72047	69537.1367061
56443	321621.621622
11771	95087.0010235
16480	671140.939597
66998	140476.190476
52502	164571.428571
13684	751152.073733
22088	60869.5652174
102339	210857.142857
57320	6190476.19048
18102	550657.894737
58202	26659.7142857
225028	3051.67785235
66108	411140.583554
192289	23628.9786223
70769	19974.8571429
27058	419767.44186
26383	16007.1428571
208606	20047.4285714
207352	328571.428571
103573	228758.169935
11364	2353919.2399
319192	3771428.57143
14194	2504930.96647
15212	421641.791045
28295	645714.285714
23879	8554.28571429
20042	5689393.93939
50933	521739.130435
66164	63428.5714286
66085	55955.6786704
68303	588571.428571
54138	60857.1428571
72201	7862.57142857
14084	90571.4285714
69368	46571.4285714
66073	1464705.88235
231380	76543.2098765
217325	78188.8997079
216724	14466.2921348
68556	31021.8978102
19247	108877.721943
69697	31142.8571429
19201	24822.5714286
15458	227428.571429
19035	14351851.8519
12929	86138.6138614
224014	29428.5714286
14083	35137.6146789
53380	75324.6753247
69719	166279.069767
195018	52571.4285714
56258	33407.5723831
20924	294285.714286
76563	18807.7142857
233871	360000.0
60596	11493.9218524
66609	72413.7931034
76688	103980.099502
69456	59142.8571429
16978	200571.428571
226539	23430.3215926
269614	21829.2682927
20130	81651.3761468
20656	6306306.30631
231713	24386.0
211488	30132.421875
23972	2834138.48631
20684	5704.0
67939	97428.5714286
14469	22537.4285714
224727	102000.0
66646	92105.2631579
107271	1126893.93939
67437	54594.5945946
70231	131428.571429
67500	314285.714286
14104	746805.111821
51810	1825000.0
333433	1598290.59829
73910	17300.8571429
75612	52941.1764706
70616	6127.06065319
59287	48870.0564972
72198	55384.6153846
170720	91714.2857143
329777	21522.278481
67039	87828.1622912
71835	37714.2857143
26936	36000.0
232989	87428.5714286
68194	1217054.26357
217449	29714.2857143
29816	260857.142857
56418	530303.030303
50911	31050.2283105
269951	4800884.95575
54189	16937.3549884
226432	118857.142857
225341	5457.71428571
233765	44571.4285714
19342	8886.85446009
70160	40932.642487
76987	120857.142857
12566	17817.3410405
66592	331428.571429
71853	4954545.45455
56361	14929.5508274
69727	1281.53005464
17425	14464.5340751
99045	61428.5714286
52477	1582.25714286
52715	12158.5714286
20336	16000.0
17970	1079.71428571
245945	145714.285714
20115	3623711.34021
11370	2057926.82927
58240	57714.2857143
27369	71841.1552347
14768	125142.857143
83493	33428.5714286
71177	11105.7142857
235315	86571.4285714
20901	509090.909091
66383	297142.857143
56085	238831.61512
228866	13332.0
12261	525714.285714
625249	422924.901186
238831	45975.2321981
75705	590834.697218
20430	31205.1077414
74326	229714.285714
107526	122571.428571
14828	13862595.4198
257633	181142.857143
13680	588571.428571
97387	23839.1428571
66916	227007.29927
22601	80285.7142857
17436	569930.06993
68299	157714.285714
68337	314285.714286
433702	56835.443038
209086	105714.285714
13204	318238.993711
54367	21724.137931
56070	101818.181818
69225	474285.714286
266781	32000.0
28106	1222857.14286
75553	27326.5714286
223650	1720000.0
20479	479729.72973
100019	80857.1428571
338337	454285.714286
13722	405714.285714
72515	10646.8571429
213541	42857.1428571
18102	17302631.5789
68653	865714.285714
76457	22092.5714286
69713	41428.5714286
104112	1457378.55179
56194	101469.045121
50917	25000.0
21991	21538461.5385
73830	394285.714286
107047	18126.5151515
70549	28968.4210526
75415	24659.1428571
27784	62285.7142857
67144	18242.0
17164	48186.5284974
105787	89803.2200358
53310	47142.8571429
232679	16562.8571429
21429	65620.9150327
67897	71827.9569892
68135	906250.0
93692	1439252.33645
64652	69142.8571429
53890	59142.8571429
66053	19961.6122841
68197	2308333.33333
110920	63481.9532909
19324	222926.829268
20648	10151.7142857
74245	20480.3278689
52635	13277.4285714
101568	5284.54746137
71994	288571.428571
66921	4777.8597786
17257	8000.82644628
56354	135020.242915
28169	1346.56914894
67074	73142.8571429
67332	428571.428571
11806	893939.393939
18518	193428.571429
14208	93542.4354244
67184	368750.0
54161	3228571.42857
15254	1711428.57143
76824	32571.4285714
20817	8423.34801762
16412	100250.626566
17330	33679.8336798
20843	24370.4305443
66245	31932.7731092
110379	350931.677019
19223	1800.03992016
12028	2553.17708333
98732	66000.0
105446	29022.9885057
12842	266.813489332
14359	149428.571429
71770	760939.167556
12848	571106.094808
78885	113428.571429
233900	4595.9040959
84092	2081.85185185
66580	6958.28571429
70527	27358.490566
17096	71484.375
16329	71969.6969697
56447	748571.428571
20641	647058.823529
70127	33714.2857143
225010	5033.24468085
66978	72285.7142857
100169	32000.0
67028	16611.1428571
76332	42857.1428571
68275	27198.6022132
22201	1493383.74291
69064	104857.142857
75956	11098.7791343
213464	17532.0
19087	947630.922693
56494	25070.754717
75751	32285.7142857
69634	1328571.42857
100383	231142.857143
13830	6472.85714286
73137	280857.142857
16650	106285.714286
216134	910256.410256
19268	2789.93677555
14694	5285714.28571
17939	532530.120482
80911	36000.0
231086	3326315.78947
12215	1264781.491
12282	1291291.29129
52653	31714.2857143
22687	17061.7142857
56705	24363.4285714
24010	55834.8294434
66660	45714.2857143
69940	122571.428571
170762	22861.2508986
70356	835579.514825
23992	231142.857143
76308	412935.323383
11750	502857.142857
74467	36857.1428571
234729	74285.7142857
11792	288958.990536
70349	3285714.28571
19653	53185.5955679
21745	8558.38721948
233870	6703539.82301
217232	571.115151515
11757	3019455.25292
51788	2273437.5
27883	13667.1428571
18708	47099.4475138
56292	410638.297872
12385	1887417.21854
108147	1684121.62162
211446	31920.5298013
210711	22355.7142857
228410	92571.4285714
19271	5586.42972536
66171	560311.284047
13433	9012.34567901
67943	144000.0
69168	1153.94285714
17973	64986.7374005
68126	50571.4285714
11774	133936.651584
26894	98909.0909091
27979	366127.023661
69019	67080.7453416
22225	324009.324009
66866	137142.857143
108645	329341.317365
23989	13301.1428571
218503	141714.285714
81489	69705.8823529
380840	281714.285714
56369	141908.713693
66446	57044.6735395
230027	101081.081081
64009	54285.7142857
74375	52857.1428571
26357	972.876712329
277250	6786.1715749
58184	30159.8662207
12764	1196759.25926
78232	59428.5714286
22214	110928.961749
110750	2188571.42857
18103	4743421.05263
71805	58241.7582418
69367	346153.846154
22365	26140.3508772
328417	189428.571429
69232	8405.42857143
15211	217803.030303
70223	450805.008945
230393	8419.71428571
66525	255714.285714
11946	8318264.01447
50527	140301.724138
104184	523076.923077
11736	262000.0
107829	40995.6076135
69641	11590.5714286
15525	1121284.18549
66181	155515.625
102103	56285.7142857
18100	284000.0
231580	51877.394636
77862	46857.1428571
66898	282571.428571
15481	13328173.3746
65114	877142.857143
50797	4057142.85714
11565	17462.5820569
66508	32571.4285714
104721	682432.432432
271457	79069.7674419
71974	10938.9097744
16410	14367.816092
30930	394285.714286
17754	7600.86455331
232533	41379.3103448
70369	33333.3333333
100041230	12314285.7143
225896	351428.571429
100088	87885.9857482
68736	11508.0
81702	44285.7142857
55946	209330.143541
22083	42285.7142857
216551	20693.1428571
22335	3568904.59364
50783	140875.912409
67264	530107.526882
234730	70571.4285714
231874	58000.0
12181	10134.2857143
76303	614285.714286
20874	91646.3909165
68178	9972.28571429
67267	9574.0
64697	57142.8571429
228850	7166.85714286
64657	155142.857143
18571	1449942.4626
20333	126046.511628
68499	42857.1428571
13809	8407.51322751
14297	91428.5714286
230257	368571.428571
238988	26387.4285714
76479	12944.5378151
66834	1057142.85714
30940	3742.08530806
19060	310621.242485
20224	1656565.65657
26419	9199.21875
105513	5157.14285714
13383	118232.044199
234594	24210.5263158
67804	1008571.42857
67972	195428.571429
69146	840000.0
83768	21936.7588933
16978	308571.428571
20866	425714.285714
15519	9427012.27831
59047	14211.4942529
19079	566666.666667
12211	5059.40188447
16211	557077.625571
108737	187096.774194
56294	10433.2209106
14569	9485714.28571
234683	80000.0
217149	645714.285714
20020	14873.0964467
211948	82857.1428571
72946	146000.0
66362	13674.8175182
227715	34119.4539249
26557	34571.4285714
114641	2776000.0
271564	24966.2857143
239719	26450.0
15115	451866.404715
73744	16458.13282
11958	15211267.6056
227377	19624.4131455
66676	134000.0
21770	89714.2857143
53317	97076.0233918
71207	418994.413408
231872	103142.857143
13205	700906.344411
67857	220327.868852
70533	374285.714286
20227	17990.0744417
56445	1123786.40777
108067	98285.7142857
19711	21392.0
380773	124571.428571
210766	130927.835052
109658	93428.5714286
19345	283796.296296
19659	93142.8571429
29807	190123.45679
66142	5010.0
71521	9684.68468468
69780	100000.0
218210	36857.1428571
227800	40857.1428571
66917	731428.571429
110959	80392.1568627
20926	17265.3534183
28084	664772.727273
76608	42508.7108014
209318	156475.583864
76130	22478.0
12367	602888.086643
75547	151428.571429
13681	2192118.2266
66902	249116.607774
11886	350253.807107
74098	159714.285714
54563	26033.9342524
11848	616580.310881
76501	25618.0
108841	72455.0898204
74776	3090909.09091
20085	4462068.96552
70699	90857.1428571
68796	4460.57142857
28088	1288571.42857
238799	256285.714286
67914	156285.714286
22596	37021.8579235
12461	2299065.42056
20403	35428.5714286
226757	46000.0
56438	201851.851852
217869	361305.361305
22288	422857.142857
74558	34571.4285714
16430	5223.97163121
13026	768392.370572
66354	56902.9850746
74108	14145.1923077
216238	323883.770376
17999	76662.9086809
57261	804.857142857
233726	1614285.71429
67128	138235.294118
17886	5612244.89796
98221	628571.428571
234664	50374.5318352
74143	1177142.85714
17274	355555.555556
320191	16040.5714286
77097	14491.4285714
72322	10963.4551495
67106	86000.0
16341	573033.707865
319801	19225.7142857
232910	407746.478873
28028	64285.7142857
26425	15854.2857143
19386	48476.9079594
66840	15339.7142857
21843	67346.9387755
217715	61253.5612536
19325	1105000.0
67510	32000.0
72508	2684.38095238
24061	100567.721006
24068	43428.5714286
12895	112176.165803
20335	414705.882353
235567	95142.8571429
66246	40895.5223881
21379	39428.5714286
68564	69428.5714286
16201	99443.2071269
26442	2854771.78423
13665	1450793.65079
101861	15145.2282158
11764	464475.079533
14827	21980198.0198
245638	60571.4285714
19697	16568.6703097
22215	16723.1638418
13211	418840.57971
56041	2237142.85714
20716	13557.7142857
23968	39714.2857143
66482	85428.5714286
26897	125059.665871
66302	288571.428571
67154	42571.4285714
18114	4991.14285714
320632	774285.714286
84585	498.911719939
229589	50220.2643172
15078	11029411.7647
56207	177203.647416
224020	33714.2857143
23996	528708.133971
20499	8188.18097876
16330	3729.80866062
21822	33142.8571429
72141	32661.2903226
20014	348652.931854
76952	25714.2857143
76983	491428.571429
211673	225714.285714
69786	5177.14285714
12361	43736.5010799
109093	67474.0484429
66143	187714.285714
102098	40285.7142857
67059	1951428.57143
67511	172571.428571
60315	55714.2857143
11933	46762.5899281
66847	42000.0
223691	1005714.28571
69702	85428.5714286
269252	11059.7307222
11800	442857.142857
72117	545714.285714
234366	40285.7142857
59026	10555.1747772
208440	2106.74285714
13682	2751842.75184
229096	134857.142857
212627	196285.714286
23918	449416.342412
11949	5167785.2349
75686	37865.1282051
16783	455665.024631
217707	779411.764706
226849	89506.1728395
66199	25030.2857143
26371	2007.62857143
433771	184285.714286
19244	106586.826347
12317	19423076.9231
28114	269428.571429
11765	188564.476886
224794	28857.1428571
11776	46038.3653044
16834	110571.428571
66606	4688.85714286
76582	7133.14285714
103694	216000.0
53382	1028571.42857
52245	42857.1428571
106504	70537.6344086
76299	1242857.14286
216766	4122.03728362
13858	58974.3589744
229707	13457.1428571
20501	318458.41785
107767	191428.571429
226791	113714.285714
53895	244485.294118
50907	5511.51079137
69082	121142.857143
71772	11700.0
20701	576271.186441
27681	403100.775194
229363	252525.252525
78891	35483.8709677
66155	590419.161677
83945	227083.333333
70699	7432.85714286
13207	1086319.21824
71653	253714.285714
30960	258634.538153
104303	668508.287293
30926	1065714.28571
74351	340000.0
13209	244306.418219
68512	214857.142857
66659	322966.507177
20852	14575.8661888
101869	494285.714286
67160	1594965.67506
68292	2070.83839611
170789	85000.0
14854	512658.227848
53356	279687.5
13000	95142.8571429
66445	2560000.0
50497	103142.857143
56088	17921.4532872
56403	582664.526485
70834	130000.0
19349	2149758.45411
20725	4656.0
212986	58857.1428571
68055	52285.7142857
237459	2952.19885277
26572	319148.93617
107650	5470.71078431
217057	183977.900552
20846	188251.001335
30795	888392.857143
66945	2996987.95181
20103	225980.392157
72008	3659.14285714
234673	1757142.85714
68953	35952.7027027
105732	100000.0
225115	4792.62672811
16646	33714.2857143
263406	7520.0
13046	316872.427984
11837	9148264.98423
66615	37659.0330789
73942	10639.7142857
26900	105015.197568
19173	522727.272727
68473	49714.2857143
98766	15163.8141809
81898	144938.650307
53333	204709.141274
68038	100571.428571
66401	58762.585034
217207	48392.2829582
58810	3753846.15385
246782	23254.2857143
59025	231237.322515
225363	416475.97254
227683	16125.1428571
94044	46285.7142857
20466	6679.5133438
24136	135.703703704
74568	12564.4067797
56347	458836.443469
13120	4882.97455969
12465	2550831.79298
238505	11811.6520351
72029	60857.1428571
105501	13448.8304094
26414	12174.7844828
20867	3167587.47698
71877	771428.571429
68018	54807.6923077
231655	19960.8610568
71984	10518.1467181
27277	35714.2857143
74022	132000.0
17772	27529.0215589
101592	56166.8145519
107932	12689.2950392
13185	49714.2857143
16004	15626.2585582
20586	3536.14383137
30058	55714.2857143
26443	1589430.89431
14852	460691.823899
12870	19604.1470311
432572	53142.8571429
57312	155714.285714
56351	565714.285714
117198	27550.5714286
234388	26939.1428571
109905	112500.0
67097	2181818.18182
20340	14382.9787234
64655	152857.142857
14270	5252.5022748
70791	62970.2970297
67563	8805.14285714
66074	14161.7142857
69608	800000.0
52036	451428.571429
243819	15505.4285714
14113	388571.428571
67345	33774.8344371
57294	1892857.14286
207728	118995.633188
12462	1007339.44954
74252	86857.1428571
66687	82857.1428571
83814	29780.876494
268449	3391025.64103
268490	6934.57142857
26875	9620.57142857
211347	34594.5945946
101513	56571.4285714
67014	16550.2857143
100273	37428.5714286
26398	55919.395466
21817	470845.48105
71679	12608695.6522
18453	18153241.6503
26444	3161290.32258
320011	500967.117988
19089	2571976.96737
26396	177057.356608
11426	226571.428571
19025	343881.85654
14149	164979.757085
71902	1708571.42857
109620	707596.253902
19039	94285.7142857
67894	66571.4285714
230233	13653.4133533
114863	540000.0
100763	8549.95383195
59029	490322.580645
75221	636856.368564
71648	19642.8571429
107338	87714.2857143
69527	167428.571429
73192	6569.36656282
52665	140857.142857
68090	14849.1428571
50493	450244.698206
384309	15667.5749319
75786	34285.7142857
15107	8694267.51592
218343	75714.2857143
65102	98285.7142857
72026	43405.2757794
26940	54022.9885057
26416	100277.777778
54194	20150.0
224139	1157142.85714
67958	155142.857143
74237	29142.8571429
27375	27734.8066298
67680	5602836.87943
19166	3935897.4359
269261	1666666.66667
69601	6437.71428571
21454	1253918.4953
320528	189428.571429
20823	580722.891566
67204	432024.169184
15505	369463.869464
19766	64024.3902439
14479	117227.319062
229663	511428.571429
210998	92857.1428571
54160	365714.285714
20316	119428.571429
26408	7536.23188406
320727	8635.14285714
218035	77142.8571429
226982	105263.157895
12469	2883211.67883
353242	90285.7142857
217737	631428.571429
97541	1042857.14286
56529	388268.156425
12466	2071563.08851
68215	236571.428571
64656	136857.142857
66691	52571.4285714
240832	70000.0
54122	12365.7142857
19344	24745.1162791
102436	30709.5343681
235542	9113.03462322
13629	5664335.66434
100683	223.177387914
330260	771186.440678
13669	729166.666667
14228	3165938.86463
71941	8035.75317604
67201	1271428.57143
D3YUM8	20960.0
68276	2271.42857143
68606	3585.84070796
15951	17403.7142857
59040	16957.2107765
59007	36866.359447
15516	6505524.86188
20702	2300970.87379
80888	9816.32653061
22027	7992518.70324
A6X940	631428.571429
13511	131907.308378
73825	24153.4285714
14670	3548.28571429
15528	25294117.6471
18674	1191428.57143
18703	256809.338521
19185	69414.893617
66375	11024.852071
67615	34659.6638655
51798	1152905.19878
227648	322857.142857
100038882	64596.2732919
100043461	64000.0
20068	7703703.7037
30055	588571.428571
226101	50000.0
19941	1220689.65517
27393	165714.285714
14375	89144.7368421
14229	436403.508772
109079	85969.3877551
67776	445714.285714
94061	240285.714286
101490	6977.14285714
320806	26572.5288832
227720	6139.08872902
66165	24555.4285714
72662	22233.8204593
20351	2569.86842105
13030	837758.112094
56491	245142.857143
66725	391.183221211
19186	5702811.24498
66366	37142.8571429
321006	2980.61088977
69923	76959.6199525
67035	87833.8278932
20815	22685.1851852
109674	17167.9197995
18438	33762.8865979
85305	791596.638655
66661	942857.142857
22129	13515.7142857
19182	1285067.8733
14319	1972527.47253
225160	46270.9284627
18813	2354285.71429
71985	222000.0
104831	5300.53191489
56717	8081.6006277
104458	642424.242424
67166	244623.655914
77582	4640.16913319
11977	535.44600939
56715	53142.8571429
19346	17954.3269231
67439	4916.02339181
77065	1150.41407867
110175	70212.7659574
19170	2804166.66667
108077	52857.1428571
338355	137428.571429
218885	71714.2857143
56284	28857.1428571
99311	848.285714286
18673	3657142.85714
56530	241428.571429
74778	4330.57142857
230598	38415.1593454
218811	428571.428571
12330	365482.233503
20286	4319.71428571
53872	1602857.14286
19141	161839.08046
12091	171561.051005
16423	97359.7359736
81018	24898.2857143
23923	9548.94117647
107976	48563.9686684
73078	110020.449898
69178	994285.714286
231889	14739.4285714
12822	988.838782413
68095	288571.428571
69162	672357.723577
106821	42000.0
64685	249428.571429
26445	146766.169154
22193	21634.2995169
53312	104571.428571
22284	39038.6869871
17713	926267.281106
20185	4054.28571429
14450	145544.554455
219249	26418.8571429
26399	68862.2754491
52443	66000.0
18786	109949.622166
18822	2487.22527473
71517	62571.4285714
26441	2800766.28352
19188	2502092.05021
235606	385245.901639
67429	66857.1428571
56551	262650.60241
68537	24496.0674157
93762	12464.3196955
235587	46285.7142857
11431	217088.607595
12464	1246753.24675
26440	2114068.44106
14387	2150.99685205
17827	156857.142857
18655	9952038.3693
231279	5389.14285714
66388	46571.4285714
109880	10978.4825871
19983	3670033.67003
68117	545714.285714
20044	1655629.13907
80280	156285.714286
77219	549857.549858
26905	889830.508475
26932	34475.3747323
75669	6256.40648012
269523	2903225.80645
73024	26725.1428571
66082	55654.7619048
170752	5833.27067669
20463	122522.522523
19072	646478.873239
243743	7765.45166403
16150	27212.681638
11749	1385714.28571
110279	1639.05511811
97212	3446920.05242
72459	34478.2034346
192169	153714.285714
56486	251282.051282
68995	311428.571429
103963	4013157.89474
12304	5940438.87147
227331	61428.5714286
59125	61589.4039735
20088	1225563.90977
20005	1802083.33333
72145	1438.42857143
68365	767441.860465
67826	17558.8377724
216820	40557.2755418
100037258	613095.238095
67179	311428.571429
19341	10195.8715596
20054	3848275.86207
267019	2276923.07692
114893	142000.0
67427	2857142.85714
11545	11253.7018756
110821	734806.629834
56295	269714.285714
13194	177192.982456
67490	160000.0
19298	156521.73913
19946	4556521.73913
56436	331428.571429
53319	31391.5857605
54723	2934.96420048
67367	2816.79389313
17449	10479041.9162
63958	7492.41261722
12395	695.025996534
20091	3977272.72727
22041	58000.0
13200	866213.151927
30934	67428.5714286
19877	22747.4150665
67398	25314.4654088
109652	225490.196078
75805	157670.454545
15461	39689.4179894
225467	11714.5888594
18041	166075.388027
11906	97.4503488996
14886	29258.5170341
12010	857142.857143
211548	183428.571429
72634	6080.0
213988	1608.94285714
16828	31325301.2048
67533	5229.14285714
16648	314285.714286
214498	14515.7142857
55944	476277.372263
140570	25787.1878393
