Gene names	Intensity L Midbrain
11745	52285.7142857
19339	422727.272727
14086	33714.2857143
16594	15806.5108514
20193	115142.857143
67980	27213.7681159
15163	24897.1193416
13476	42000.0
68106	15946.0
71733	5048.57142857
219072	40857.1428571
11973	3424778.76106
17254	32699.6197719
13860	5086.0
98932	120930.232558
54609	98746.0815047
64933	5262.91866029
170718	1700000.0
16678	24018.8383046
13132	4009.66057441
107589	3125.09015971
11518	448571.428571
11775	16081.3308688
19231	53714.2857143
20719	78571.4285714
432516	7207.38255034
16906	681972.789116
18537	1841409.69163
75974	1096.54285714
74325	558951.965066
93686	38285.7142857
227620	1077.37672584
15129	20680272.1088
326618	564516.129032
11964	717990.275527
15122	9514285.71429
12908	20766.7731629
53416	19964.028777
75608	273660.714286
12325	16198.8657845
26611	75714.2857143
56360	123714.285714
20362	120000.0
18754	28493.8941655
56195	98571.4285714
22003	260211.267606
16592	1637037.03704
66111	963.771428571
12550	2248.64253394
104001	245714.285714
69654	1773631.8408
11465	71200.0
71780	15300.7181329
320707	15279.7142857
110078	71886.1209964
223601	46000.0
68631	7651.41065831
15444	235428.571429
107975	79142.8571429
19264	226.893880713
14960	6343.75
23825	70571.4285714
14007	124803.149606
230972	718.142857143
18582	92666.6666667
14936	1507.72357724
213539	15934.7619048
654795	35428.5714286
22142	274944.567627
381694	2495.91002045
73212	986.257142857
14593	11815.3333333
170930	505263.157895
67068	861458.333333
57915	3330.28571429
94181	155428.571429
68519	13149.7142857
11722	396.203522505
15512	51658.7677725
17524	41714.2857143
59069	1929577.46479
14688	814705.882353
22637	1069.0776699
16593	21626.6173752
19672	84000.0
67803	2915.71428571
17219	303.897685749
11966	461839.530333
268996	713.828571429
73112	45428.5714286
71148	151142.857143
18751	119970.193741
52589	642857.142857
101314	123428.571429
11931	1358552.63158
22629	1987804.87805
18717	39788.1996974
20970	8712.8959276
13589	697761.19403
12491	71398.3050847
56327	37369.0217391
18033	1423.58393409
66273	33714.2857143
227541	15355.0649351
14269	44285.7142857
18597	538461.538462
56702	3267.71300448
17161	15353.2319392
74091	17280.3125
68263	623955.431755
69772	1902.28571429
11891	30191.8552036
216197	6415.65217391
18536	1291.91428571
14026	16607.4285714
12759	300000.0
16170	177.122857143
73834	538461.538462
228359	127428.571429
380711	15343.1428571
380686	103714.285714
432467	49428.5714286
51793	9447.01754386
380928	13991.7142857
66128	176857.142857
P01867-2	16722.5714286
21987	71428.5714286
229877	170285.714286
22631	5551020.40816
66310	5982.0
66645	45714.2857143
18797	1847.08265802
57349	1353.4
20202	5311.71428571
59069	359154.929577
21825	6836.58119658
239217	26386.8571429
109552	3091.14285714
12419	53403.1413613
73086	1935.11008111
108911	11688.5714286
66128	130000.0
13016	62358.276644
72157	4199.19354839
12417	79234.9726776
216963	6799.22077922
27360	135714.285714
18642	52435.8974359
319713	25073.313783
72108	4555.14285714
170750	9477.36757624
65106	15258.0
12412	31529.7297297
14225	8055555.55556
227700	138250.0
20111	7520.85635359
12402	1161.22672508
17831	1745.29850746
105298	1617.14285714
12322	345188.284519
15193	18046.8571429
17220	157.218358832
53598	368817.204301
11429	875641.025641
16181	314.780898876
100900	25755.982906
52398	757142.857143
17698	122703.639515
29812	23180.5714286
18220	60000.0
68614	796.314285714
22793	2363.4751773
26417	16221.8421053
66204	178787.878788
18195	907258.064516
53378	34285.7142857
57138	4964.28571429
12183	55984.5559846
192662	1014705.88235
27984	642857.142857
108058	5342.6199262
13688	17370.8571429
20201	59428.5714286
244373	135142.857143
233908	347490.34749
54391	198709.677419
12757	2246808.51064
17967	81704.0358744
382643	6014.57142857
15382	578125.0
116847	9633.5978836
56086	356401.384083
18753	9389.46587537
22343	674285.714286
66469	25510.5714286
29875	2106.09535305
14904	1259.8
14857	16527.8026906
76626	147428.571429
668218	5149.42857143
26370	263953.488372
16400	7.89705603039
15469	51482.4797844
12858	1020547.94521
11852	57653.0612245
108671	3610.23166023
114886	126285.714286
11733	2659.12996778
227960	4753.42857143
14784	788018.43318
234353	155255.544841
214459	6188.0
407785	1198275.86207
74325	256768.558952
100732	1423487.54448
17215	488.793103448
26949	92857.1428571
22375	37629.9376299
54120	1534.02857143
76497	545714.285714
76820	5568.85714286
14156	217.325396825
75901	2204.65116279
11957	338888.888889
67683	762.457142857
63913	2343.74285714
108664	225672.877847
53605	87212.2762148
57752	975.979112272
59069	390845.070423
17931	13508.260447
269774	35349.3222106
20742	300042.319086
20024	124571.428571
232201	6256.85714286
72096	8783.14285714
19088	111538.461538
29817	1921.11428571
66514	524539.877301
17955	200533.333333
329910	3759.25925926
20739	182.443064182
50926	411960.13289
80890	23252.688172
56426	61142.8571429
68598	151778.656126
208194	29076.0869565
18738	300000.0
30059	748571.428571
22151	523595.505618
54519	242.142857143
16773	215.827430779
54401	3195121.95122
69071	377.171428571
93730	80000.0
14555	102292.26361
329154	1464.65714286
12340	107342.657343
69270	8540.30612245
193740	88143.525741
18750	13285.8630952
12041	1718.83495146
54403	6772.38183503
171210	18858.7196468
75007	1958.74285714
17996	7254.0
22630	881632.653061
18993	5631.18712274
22350	232081.911263
14923	101515.151515
50492	27219.7962154
13138	99328.1075028
22628	5587044.53441
68732	4432.0
11484	24419.2307692
12631	7530120.48193
223255	26914.1531323
11657	1011428.57143
19291	119142.857143
67199	376229.508197
56409	16382.1428571
235661	271510.516252
94184	28078.0
18538	9580.84291188
54673	15759.7260274
13855	37478.9915966
66905	72857.1428571
117150	22337.7672209
26413	187709.497207
229709	264150.943396
109711	49215.2466368
20741	4067.43421053
23988	40480.6060606
71889	6302.04402516
19156	192100.5386
67860	11902.5714286
11308	187142.857143
18624	8812.77890467
72565	426.057142857
66125	43787.2093023
65962	4069.73293769
13822	83704.4534413
22329	2342.21921516
20650	5623.71428571
13169	83714.2857143
319162	7136.92307692
77579	55668.0161943
54130	717142.857143
64383	385604.113111
14976	795275.590551
22221	910.703703704
109624	288571.428571
12336	344981.412639
22330	39493.4333959
18637	212337.662338
19046	41590.2140673
235442	8380.6763285
76895	8539.42857143
53602	72857.1428571
51886	90322.5806452
16905	873684.210526
12974	303879.310345
103850	16478.6363636
57376	11721.6545012
93739	795726.495726
77134	790163.934426
268656	363.10782241
66335	282722.513089
98366	63029.6610169
58231	9918.78354204
20588	116.222826087
99889	66000.0
59041	8792.48826291
74134	517.425149701
67808	179714.285714
224105	60496.1832061
67881	4792.57142857
58233	31989.9244332
66540	17636.5714286
23943	525.514285714
76551	14988.2729211
17919	71.7821782178
19385	130857.142857
235380	140000.0
20383	804878.04878
83965	33428.5714286
110651	1090.93243243
66290	526271.186441
66593	23054.4303797
27205	2108.3499006
18798	13713.7142857
231148	23366.0130719
52700	23671.4285714
228998	201207.729469
58193	17157.5757576
20163	69428.5714286
227613	4808988.76404
11474	310.322222222
17876	196571.428571
22154	67792.7927928
69151	33428.5714286
67581	202.497142857
56737	10788.4337349
70974	87600.6441224
68942	65727.6995305
234663	109959.349593
54132	42857.1428571
17993	1971428.57143
56398	2694.97142857
108123	554285.714286
67530	11081081.0811
16790	3717.28778468
21961	7438.57142857
53424	103428.571429
69083	8643.58108108
30056	127428.571429
50927	5316.17076326
12111	2205.25745257
18002	176543.209877
76467	23105.7142857
22153	2590090.09009
11603	708.512820513
17149	51066.4383562
235339	228971.962617
20740	1840614.88673
73833	1761.48571429
22388	488571.428571
67902	1162.14285714
232975	490621.915104
12912	16043.4017595
56431	624242.424242
72900	455645.16129
14544	73348.0176211
56330	70571.4285714
13877	17064.5714286
230872	19398.0
213012	21554.8821549
12017	15478.5915493
22196	106329.113924
18475	127947.598253
66365	26046.0
404634	8935.48387097
71766	6385.42857143
66094	34571.4285714
63985	222000.0
56459	17391.4285714
13427	19607.8431373
216190	9120.0
109689	30622.0095694
16691	718367.346939
106628	1072.15588723
18046	12774.3283582
234852	97959.1836735
226977	45714.2857143
13660	104681.64794
56440	245714.285714
192196	104336.734694
68539	563.628571429
65964	1186.28571429
66999	1461.4
15132	6569.71428571
12757	13401.2765957
70314	8852.0
52551	72285.7142857
27402	114770.459082
56297	16066.1290323
12695	594.601962923
20411	1487.13178295
66983	9879.88980716
56212	20913.6125654
15463	148857.142857
13014	11481.4285714
18293	10166.1779081
53331	2037.16475096
78330	186538.461538
13191	108000.0
15387	12793.5205184
380752	46000.0
52163	45989.3048128
55980	120577.617329
83409	27411.4285714
72931	34000.0
66385	871428.571429
76088	54.8257142857
52009	6204.28571429
108903	6877.71428571
59013	525612.47216
14105	7868.32061069
105559	13936.5714286
56456	2775.75757576
76737	3705.71428571
14678	190140.84507
15381	686900.958466
68183	35650.6666667
107513	9134.61538462
12400	925.057142857
66054	81263.1578947
67673	644915.254237
21923	1361.37440758
16331	104.038623006
67870	167315.175097
76959	325114.155251
386649	332432.432432
66498	4527.15686275
67488	9135.71428571
192292	2768.59813084
433759	4451.0373444
51797	10862.5714286
67457	1549.94285714
21881	279859.484778
232807	10147.7142857
94186	47714.2857143
14693	485294.117647
21351	789317.507418
20168	179714.285714
22627	10627450.9804
21835	2664.11428571
245688	5100.94117647
22334	389830.508475
20947	8996.57142857
67938	91279.0697674
12333	1831.13604488
17216	682.256637168
18000	422857.142857
20411	10542.6356589
170719	155142.857143
50773	28705.0
110208	64389.2339545
12859	761718.75
110854	226571.428571
238330	341.914285714
12331	614285.714286
56692	224193.548387
110809	1189516.12903
104015	30304.9555273
50875	21756.8181818
68202	357758.62069
54473	46350.3649635
54126	32946.6357309
67299	3389.14285714
21849	52877.6978417
227624	4341.42857143
19047	82352.9411765
94176	141.553610503
66201	82200.6472492
66373	25950.5494505
16907	360738.255034
110119	14566.9030733
68097	1113483.14607
70225	11944.7204969
78830	219142.857143
18104	51824.8175182
216873	37142.8571429
68051	56000.0
20723	4550.28571429
23964	5442.0
14567	1074285.71429
20382	177375.565611
12380	19488.8571429
14030	61679.389313
16563	31631.2056738
30949	52857.1428571
66070	55458.5152838
13486	12353.7142857
320165	13436.6925065
225027	62172.2846442
110323	6523255.81395
101739	237714.285714
69499	10558.8571429
74192	440522.875817
67475	4628.69379015
12928	207565.789474
22192	48408.1967213
52822	325714.285714
13043	1012820.51282
55992	3217.47311828
71978	178970.917226
70620	528965.517241
57319	985.078651685
210126	1568.31428571
56726	9319.71428571
319965	8599.14285714
16688	725.765124555
27756	201052.631579
21917	9847.14285714
14164	3877.16129032
56376	31428.5714286
75739	386.542857143
11972	284900.2849
268980	14801.7142857
53610	374207.188161
66226	11978.0
53607	15879.4425087
18952	96857.1428571
68969	3315.48672566
12655	609.4
20911	2451.82857143
60365	136206.896552
D3YV37	498.657142857
17217	228.79350348
15159	10427.5735294
320981	12744.0909091
14866	161160.714286
72993	2863.9321075
14751	1333333.33333
14957	15740.2714932
20630	42535.8490566
66420	18372.8571429
68240	11587.6033058
18472	135609.756098
14272	17020.1591512
17685	986.71657754
69207	17877.4285714
54394	1454.0
225887	112735.849057
60409	42285.7142857
66231	79142.8571429
68094	8821.10469909
12401	4409.42857143
19663	2031.0
216001	1395.0
235072	1042857.14286
19070	4999.71428571
12488	6010.51805338
20222	13362.3157895
108121	20784.9372385
19155	44239.1304348
11777	15692.2279793
26941	557142.857143
21873	34018.8517566
P01868	631.0
19646	16876.9411765
18451	1538.78277154
59079	2139.72895863
18643	1035714.28571
66531	50571.4285714
20218	142889.390519
595136	1622641.50943
218460	2761.05714286
56362	17908.361204
18569	2173.42857143
11984	46452.2580645
56612	321428.571429
12343	1646853.14685
83997	166000.0
67465	71807.8381795
67771	437086.092715
140546	56285.7142857
23970	114571.428571
56217	1882.81481481
269593	25699.1428571
66624	4153.40707965
110082	15172.5714286
98053	616.417322835
338367	13717.693837
270110	17293.7142857
108160	15077.5811209
16569	29718.875502
229279	1076517.1504
12283	280058.651026
15387	466522.678186
66177	41675.3424658
13001	25241.3953488
22324	393.964497041
59008	980.013513514
22333	3783783.78378
75734	66857.1428571
216527	1197.82857143
94284	217.212806026
73341	978.145265888
83431	76571.4285714
72590	79533.6787565
93765	1197368.42105
18641	43974.3589744
18148	186301.369863
56150	54146.3414634
23837	77142.8571429
116733	4748.28375286
20021	856.036363636
22327	60571.4285714
16573	22014.5379024
12321	238571.428571
208618	39714.2857143
68971	1627.82857143
21887	496.685714286
71810	22413.1428571
59020	63428.5714286
15384	216842.105263
54196	44285.7142857
320795	1728.32980973
621893	8371.53846154
57342	6350.80645161
74246	161.521613833
66075	654285.714286
170760	35428.5714286
11629	2773.34285714
12833	292.751219512
70650	492.651622003
21807	22703.1428571
12835	22241.4285714
22319	39614.5631068
231887	297142.857143
212531	91142.8571429
67951	34228.1879195
68816	87349.3975904
75454	1225806.45161
68833	4046.0
52563	4664.99162479
68342	1056818.18182
20826	52496.875
19143	3332.51461988
18221	620000.0
237823	5594.54001496
72404	35428.5714286
22384	132285.714286
109006	30857.1428571
107260	113284.132841
81877	3882.28571429
75530	2116.88571429
68349	475285.171103
12540	66492.1465969
66101	14921.2765957
50995	12181.9749216
14187	32911.3924051
16202	6887.83185841
98238	6112.85714286
56031	1654.6179402
72567	36996.7355822
105348	2410.6
17380	2788.53333333
432508	66857.1428571
19326	568807.33945
216131	1013.37142857
68705	4710.84337349
19826	75737.704918
66314	314285.714286
53379	3885714.28571
76614	1297142.85714
69878	26487.2093023
20405	23376.3586957
100986	1612.25714286
269113	18780.1960784
14489	194571.428571
52428	203.96
18141	4650.21459227
17975	434229.137199
69091	57714.2857143
70885	117.954929577
74355	1401.51428571
192174	23855.4285714
433904	2718.45714286
12834	708.027079304
67010	2040.22641509
55988	96857.1428571
100034361	25710.5714286
229542	24680.5714286
100336	8230.1994302
19052	1367.21682848
217837	901.07398568
67397	209541.984733
14682	87465.1810585
236732	8880.86021505
217517	18548.5714286
66585	3706.70391061
18034	55.9922135706
13009	4837.83505155
60321	8690.01560062
321022	53714.2857143
18826	25844.0
108014	17571.6216216
16414	1544.22827497
11991	232676.056338
20174	34125.2699784
11746	27686.8571429
12334	26285.7142857
19889	3580.0
11938	20785.440613
22218	8431.28712871
56309	29428.5714286
80877	1685.0
67851	44000.0
67474	83076.9230769
11928	97458.455523
69957	4347.09677419
228836	5934.85714286
66437	548571.428571
94242	5091.71428571
18226	22623.5741445
228983	2984.85714286
16796	837142.857143
15388	101194.539249
69459	14417.1428571
69024	2400.94285714
19703	2634.41860465
68693	135714.285714
20318	49428.5714286
15161	3430.28571429
217692	3197.42857143
72552	5693.14285714
223696	10730.0
70572	29714.2857143
67781	38974.3589744
13063	2542857.14286
23808	6462.0
230596	1515.57692308
242687	19269.6177062
71844	2337.64906303
230649	25636.8571429
74200	438.314285714
17991	638383.838384
56697	1779.34285714
67877	11515.1685393
53817	41121.4953271
110639	892.452830189
66588	724489.795918
98758	118554.216867
69875	368794.326241
70316	1089743.58974
67130	1022900.76336
66118	127142.857143
21399	31428.5714286
14672	14123.1197772
67890	396470.588235
16976	828571.428571
72313	731.085714286
56399	7130.57142857
19053	18115.210356
268373	16341463.4146
68219	72000.0
74125	2677.6
71514	188841.201717
66912	9989.14285714
18795	35773.0263158
54683	5446428.57143
68724	48760.7526882
67273	467605.633803
12537	3020.28061224
21787	246857.142857
11735	7445.18103009
56350	97802.1978022
17448	1946745.56213
56637	14165.4761905
23827	279545.454545
20833	8044.7740113
66368	3965.84699454
19358	104132.231405
11853	41436.7875648
12867	457142.857143
21968	1261.05714286
51792	305602.716469
67959	46808.5106383
18854	693.717514124
55936	624.641638225
15368	20251.5570934
55990	423.514018692
20657	18994.8207171
67186	1173913.04348
59005	3545.71428571
67955	175297.619048
18747	93162.3931624
66642	5767.31793961
29876	155731.225296
54214	1485.6
12857	1704142.01183
17884	2786.3847344
19707	32285.7142857
19290	654285.714286
76055	8726.85714286
103967	30127.4623407
21672	717171.717172
76137	2714.57142857
56324	6205.1625239
68585	146285.714286
20409	18084.5714286
76302	15829.7142857
217030	13710.2857143
109232	4257.14285714
66899	2186.54285714
14790	18079.4285714
224111	2516.54285714
70470	3985.71428571
269061	12421.1428571
16568	6118.11697575
57317	72801.6359918
27054	9323.07692308
107701	3055.66037736
72333	2416.65714286
23971	1607.05128205
67923	448214.285714
330662	829.544235925
213760	39714.2857143
193116	1954.01709402
72542	30571.4285714
70296	5434.28571429
101706	10952.8571429
320024	5496.56862745
27374	8989.95290424
72170	17144.2857143
23790	27854.8571429
11975	60905.8402861
17758	45422.2222222
19317	55714.2857143
109331	1592.49743063
224903	34571.4285714
56378	306741.573034
20410	4912.57142857
236573	15038.8571429
16426	16995.1428571
319186	3873015.87302
96979	18141.1458333
67886	2325.88571429
240028	1934.43902439
17128	1315.69872958
14797	9636.57142857
104457	9676.28571429
12237	7733.12883436
216705	189714.285714
68607	444.057142857
76709	1146666.66667
76936	47736.6255144
28000	21428.5714286
56495	162643.678161
192170	66423.3576642
22594	902.424722662
103466	90000.0
23980	1277142.85714
12345	245126.353791
217864	3721.17400419
57435	1265.48571429
68926	2968.0
12369	27.7089108911
381308	449.714285714
26431	1671.04519774
109676	417142.857143
69150	42857.1428571
13822	3077.63157895
29857	181.732970027
76899	1712.34285714
93760	397.222952256
19384	842592.592593
66911	1247.91428571
72183	55428.5714286
19357	1679.52755906
22668	38131.6998469
67973	979.257142857
P16546	925.0
74117	62857.1428571
21894	24832.7430146
12321	62285.7142857
64704	9552.40174672
68375	368604.651163
22169	4833.10961969
252870	6763.82592928
67963	8692.61744966
19229	6673.9345887
21915	37680.6603774
54195	4873.38709677
20810	23991.9354839
22099	31142.8571429
66629	10082.2857143
26395	284987.277354
22070	254571.428571
13002	93939.3939394
225131	241.262857143
226251	20789.7793264
14011	6055.67010309
100434	9048.69831547
216156	1580.22857143
13033	292682.926829
108099	5580.91872792
16801	1413.15217391
11840	88397.7900552
19414	4297.71428571
72349	12347.5675676
68001	11711.1428571
72205	6686.57142857
11844	26531.6666667
67285	1068.14498934
66218	726256.98324
665113	3780.574452
73288	17224.0
22680	44285.7142857
331026	5504.72222222
67899	28857.1428571
74255	7623.58674464
75062	16319.760479
237859	6055.53505535
68278	871.943793911
21681	55294.1176471
230908	177142.857143
66914	49321.2669683
338350	4608.0
20587	1406.07792208
13859	285428.571429
11416	91272.7272727
67145	13480.0
108124	155714.285714
234023	108118.081181
109154	8596.57142857
11947	6994328.9225
66043	282142.857143
76884	27693.5355148
22612	9129.75970425
22608	39440.9937888
18810	28778.5120443
215951	59428.5714286
75710	4039.42857143
15182	1382.04918033
66044	132857.142857
20226	88867.1875
66827	4247.42857143
78618	3345.32467532
19655	198721.227621
57750	2509.45714286
20720	16811.1428571
12995	173913.043478
15568	84355.8282209
20616	477142.857143
66521	62857.1428571
108989	106857.142857
52440	5214.28571429
19084	39370.0787402
107182	765.028571429
16649	10608.5714286
20384	85873.605948
50884	39627.6595745
269966	4830.85714286
18693	25078.2857143
16549	15374.3315508
19303	1290.72758037
53893	22720.6422018
15530	673.509576477
319322	148285.714286
53413	11689.2395983
67838	96927.3743017
67003	1408388.52097
17920	7860.86956522
78920	174229.07489
19744	158695.652174
56307	8196.86192469
67043	49428.5714286
26921	556.934306569
103468	387.678185745
70248	51142.8571429
53375	94857.1428571
76425	2562.71428571
107686	438135.59322
14873	159583.333333
56758	98571.4285714
227197	151306.740028
11632	13605.1428571
245847	4231.5403423
14390	947.422907489
207565	8467.68707483
67675	14086.2857143
66411	12237.7142857
56044	39865.0485437
230753	38696.1093586
12568	153767.123288
12866	426506.024096
69639	1361.01449275
19246	1209.35185185
15289	1623255.81395
102595	343.742857143
66235	186805.555556
66414	122068.965517
70052	306.295585413
78651	53656.25
56215	23991.0313901
74383	128285.714286
17938	357142.857143
66416	530088.495575
114741	4474.0
69305	14309.1715976
235041	1575.91428571
20196	198285.714286
19027	5512.0
11651	9453.33333333
18607	9625.58139535
66700	95982.1428571
66713	169142.857143
21402	380368.09816
11843	2001.61111111
14533	1618.51428571
67684	21524.0
66663	7649.87593052
56748	50000.0
269966	4015.71428571
11867	9853.76344086
27366	4732.85714286
66055	41428.5714286
56505	23026.3157895
353172	37448.5596708
68045	206571.428571
66050	1156.34285714
19387	6415.78947368
233405	5502.57142857
76561	5183.14285714
71268	89142.8571429
66694	1525547.44526
18604	13678.1326781
