Gene names	Intensity L Midbrain
20918	211504.424779
18521	134530.38674
22185	19563.3684211
66046	192063.492063
66679	3618.20652174
12387	18693.9820743
54645	160285.714286
109181	4782.28571429
20639	38898.6666667
22122	28853.894081
233802	59142.8571429
18648	2854330.70866
20658	8318.28571429
231386	1685.02857143
98845	3884.0
233204	1046.57142857
68581	30571.4285714
15191	194857.142857
26394	103463.203463
56045	14056.2857143
16993	59574.4680851
68845	827.457142857
70047	46774.1935484
68988	3986.57314629
66278	8050.85714286
227290	1120.25714286
69736	1736.34969325
71943	7545.42857143
56430	44140.9058231
269338	2810.88571429
319565	92.6628571429
223527	361386.138614
66492	14628.1407035
67996	23528.0
23806	4730.27027027
229665	22281.8791946
78388	26489.7142857
386612	157.020527859
76499	45714.2857143
74840	90000.0
11625	7263.42857143
56274	1298.55130785
21922	1165.25714286
19353	87500.0
232314	5445.42857143
19063	33006.5359477
67693	1014.11428571
224902	751.085714286
68033	3409.71428571
78808	2227.60416667
60595	111842.105263
17222	192.844650206
233824	2080.51428571
107652	5191.76245211
75597	196857.142857
56040	475438.596491
66481	368674.698795
80838	11555.8685446
19230	69428.5714286
22166	1000000.0
27643	14996.0
100041953	19656.5714286
67211	3616.85714286
67604	1075.57142857
74167	59428.5714286
234797	27415.7142857
232791	4920.23968043
74764	4158.64297254
15170	2418.65546218
12539	72295.5145119
228769	60516.6051661
224904	33142.8571429
14679	23478.8135593
20133	110.742424242
170625	9832.28571429
21810	54.5114285714
12818	439.042849193
22200	11335.0649351
72068	1870.55555556
18949	19448.2758621
67988	10746.0526316
15452	128899.082569
12370	4158.125
270192	345673.076923
104444	22301.1428571
110380	136857.142857
68304	5280.0
78294	7756410.25641
16418	3910.24489796
66656	508896.797153
11363	200000.0
215615	8877.23076923
76707	20489.4285714
11744	17430.8571429
14265	18430.2857143
76938	10049.1358025
217342	3623.36956522
329877	22518.0
109778	34915.2542373
77573	52285.7142857
276846	548.306306306
13806	8248847.92627
109711	6478.47533632
16653	121693.121693
67898	4698.57142857
102058	9370.0
192970	2485.48571429
319939	2788.97142857
68991	811.628571429
68089	280952.380952
56749	6612.65822785
56433	146571.428571
16785	139322.033898
68981	73333.3333333
22145	812500.0
71268	39714.2857143
23950	157534.246575
56282	305714.285714
80743	967.0
51796	6167.12473573
21371	135714.285714
26951	391.527599487
105675	40169.4174757
20916	686825.053996
320473	623.942857143
12351	3135.60655738
66530	45475.1131222
26891	109852.216749
66658	9543.71428571
104130	166225.165563
16151	11306.7961165
26895	3572.12121212
70153	19010.8571429
15369	40000.0
23881	82857.1428571
17913	2193.97930386
56174	23230.3206997
59042	8013.71428571
68505	28571.4285714
70497	5216.85714286
110355	5120.89985486
52064	9171.25382263
19041	1552.47863248
234699	233.399715505
66317	22169.8360656
59021	132547.169811
106039	22992.1259843
71678	7102.0
55949	1151111.11111
107476	7121.53518124
216344	33936.4864865
99412	9126.57142857
66072	5004.28571429
56334	30285.7142857
13430	149425.287356
20832	11048.8372093
212999	4801.42857143
110052	10587.1428571
14782	29000.0
22042	126.327653997
239667	6622.0
17120	1811.85495119
22273	198541.666667
16434	106060.606061
12301	178602.620087
50770	4801.68491997
109785	4550.0
54451	739.228571429
16709	3374.57142857
19286	36548.6111111
67282	4828.57142857
26754	114970.05988
11992	401273.88535
76742	33142.8571429
19069	141.66002656
21917	179.502857143
77305	39714.2857143
266692	19897.7142857
20022	2672.39316239
19359	283653.846154
51786	2105.45714286
226591	55714.2857143
105245	62110.3117506
70439	28571.4285714
15354	55000.0
13430	122.32183908
56812	61371.8411552
26893	68209.8765432
20844	40693.4306569
52348	10085.138539
27965	1584.85714286
54709	99076.9230769
67078	12803.4267913
276770	837662.337662
12632	789156.626506
218490	12218.2857143
67726	13956.2857143
22134	6125.42857143
66200	4449.14285714
53323	15647.0
12368	4309.42028986
100206	15784.0540541
56744	10603.8095238
217473	10199.4285714
66105	34772.1088435
66495	830769.230769
230721	24824.2857143
210376	4153.71428571
21372	8428.84250474
69976	6104.36681223
223754	2080.51428571
13382	516699.410609
621156	15312.0
18570	78285.7142857
269682	8914.57142857
234671	11415.4285714
11739	1298657.71812
215999	8032.57142857
71919	2489.54285714
213491	2232.88571429
18718	9226.17283951
66399	33024.691358
226407	14284.2857143
22195	662337.662338
170791	25094.3396226
53421	2100.84033613
238024	223714.285714
110829	30857.1428571
13006	6911.58586689
19656	10160.0
11747	717142.857143
71732	14198.2857143
77407	53731.3432836
234865	128.268398268
17184	165484.63357
54127	544927.536232
71713	425.803108808
66861	1916.14123581
286940	26902.3827825
223723	6744.57142857
54170	25671.4285714
83796	2270.80979284
212111	6064.28571429
26922	16872.922252
56748	9345.71428571
72124	3703.61111111
12729	7336.01694915
65970	9541.71428571
16545	1900.51282051
277360	222.115151515
18120	19101.4285714
68251	3836.28571429
19205	22011.3851992
108030	360000.0
20624	7166.94129763
59035	4155.42763158
11566	87938.5964912
14674	28381.9628647
15492	1373.16353887
94232	5436.74496644
101943	2186.77074774
13854	440000.0
105504	4496.85714286
23983	29213.4831461
11564	6954.75206612
23789	7696.85714286
381760	21816.4473684
27366	10318.8571429
19878	8717.57925072
54198	457142.857143
213350	3002.57142857
71881	100571.428571
11927	191142.857143
73699	954.459234609
93684	18250.8571429
26384	51557.0934256
99683	2184.34285714
232341	771.729070257
67300	597014.925373
70430	1815.54285714
17319	327826.086957
12388	10642.4307036
226144	1485.17142857
14667	17979.2746114
83701	31142.8571429
233977	765.028571429
100226	66058.3941606
212880	5364.4379845
17995	104956.896552
238123	7142.0
320267	9299.42857143
50709	8122.83105023
108083	52644.2307692
11821	1637.27777778
19045	12515.1515152
73046	190789.473684
71955	39142.8571429
13040	1343.82352941
268301	3391.42857143
20637	217633.928571
14300	1189.92248062
14860	199549.54955
66552	1264.8
665775	3790.57142857
214952	328.258064516
230861	321722.609246
11639	149775.784753
208263	1011.85714286
19324	800000.0
227446	12327.1428571
73473	2970.28571429
17992	865853.658537
66616	10003.1428571
22276	6669.05660377
216363	383.971428571
110253	1525.45714286
268470	1738.48314607
215449	125000.0
18415	69212.4105012
56275	12309.2675635
107702	60000.0
140858	668.857142857
11737	280285.714286
12988	3846.66666667
26450	177428.571429
76192	11312.8140704
78798	1391.48571429
232087	47594.9367089
18706	5904.7752809
15239	53290.3225806
215114	997.667638484
52469	4952.28571429
16658	446.873065015
27041	17723.7142857
14433	11591591.5916
75624	3382.38341969
103136	850.771428571
79560	20298.7421384
100043714	6278.28571429
21872	9856.73352436
226646	98920.0863931
28018	59142.8571429
67542	3994.85714286
19134	502.552135055
245828	2230.97142857
72692	14391.8781726
70564	46571.4285714
229543	278.030739673
22245	13607.9422383
78655	82857.1428571
67824	41428.5714286
27967	667.681623932
108155	36233.2695985
22378	172000.0
320938	6305.71428571
28006	57142.8571429
23945	25993.3993399
67040	25230.7692308
70297	6584.85714286
13424	38329.0267011
228994	8674.85714286
213827	52000.0
19192	45275.5905512
54128	18659.0909091
66922	14082.8431373
19383	26571.474359
66449	4502.0
52432	9580.13245033
72754	257.008571429
72047	8630.57050592
56443	318918.918919
11771	56294.7799386
16480	2357.31543624
66998	3673.01587302
52502	37142.8571429
13684	118894.009217
22088	8435.8056266
102339	14544.5714286
57320	3582010.58201
18102	205921.052632
58202	1110.22857143
66108	27586.2068966
192289	759.287410926
70769	4540.57142857
27058	101172.093023
26383	2352.62857143
207352	1872.08571429
103573	12044.8179272
11364	106888.361045
319192	268285.714286
14194	739644.970414
15212	11256.7164179
28295	320000.0
23879	3944.85714286
20042	528030.30303
50933	69130.4347826
66164	749.428571429
68303	2559.8
54138	35142.8571429
72201	8441.14285714
14084	18416.0
69368	13337.1428571
66073	356470.588235
231380	3794.96676163
217325	413.602726388
216724	330.280898876
68556	564.762773723
19247	28810.720268
69697	4245.71428571
15458	13097.1428571
19035	680555.555556
12929	117491.749175
224014	538.085714286
14083	11100.9174312
53380	11274.8917749
69719	1144.65116279
195018	2438.68571429
56258	20943.8752784
20924	12633.4285714
233871	33428.5714286
60596	1634.00868307
66609	2072.4137931
76688	1607.26368159
69456	56857.1428571
17420	1638.77022654
16978	70571.4285714
226539	248.177641654
269614	215.085365854
20130	867.293577982
20656	6261261.26126
231713	2912.57142857
211488	5828.125
23972	21739.1304348
20684	328.514285714
67939	4949.14285714
14469	1716.25714286
224727	12630.0
66646	8580.26315789
107271	111931.818182
70231	3455.71428571
67500	38285.7142857
14104	37020.7667732
51810	109250.0
333433	135042.735043
73910	152.528571429
75612	4964.33823529
70616	1586.7807154
59287	2795.48022599
72198	203.192307692
67039	6794.03341289
71835	13788.8571429
26936	6136.28571429
232989	7460.28571429
68194	172868.217054
217449	1193.54285714
29816	19061.4285714
56418	125757.575758
50911	1597.96803653
269951	190044.247788
54189	82366.5893271
226432	1209.2
225341	2553.68571429
233765	2455.48571429
19342	5367.6056338
70160	11130.0518135
76987	48000.0
66592	187428.571429
71853	78409.0909091
69727	927.704918033
17425	322.433936022
99045	28022.8571429
52715	24096.8571429
20336	3844.51282051
245945	743.285714286
20115	502061.85567
11370	32469.5121951
58240	11302.5714286
27369	17771.4801444
14768	72000.0
83493	4750.85714286
235315	49428.5714286
20901	100681.818182
66383	164571.428571
56085	72680.4123711
228866	1033.05714286
12261	73142.8571429
625249	79841.8972332
238831	1258.28173375
75705	168576.104746
20430	2600.3990423
74326	70571.4285714
107526	54857.1428571
14828	1120610.68702
257633	15470.8571429
13680	21010.2857143
97387	11314.2857143
66916	335766.423358
22601	42857.1428571
17436	120104.895105
68299	10076.0
68337	348571.428571
433702	1273.03797468
209086	1023.22857143
13204	3908.42767296
54367	12740.862069
56070	5757.36363636
69225	96857.1428571
266781	3518.28571429
28106	167428.571429
75553	7461.14285714
223650	897.8
20479	13966.4414414
100019	14279.1428571
13722	28857.1428571
213541	3977.14285714
18102	7171052.63158
68653	34285.7142857
76457	3779.42857143
69713	4480.85714286
104112	57103.5747021
56194	8807.86988458
50917	87.0807692308
21991	2923076.92308
73830	480000.0
107047	1416.89393939
70549	8800.0
75415	2520.51428571
27784	10066.2857143
17164	178.92746114
105787	1451.98568873
53310	75428.5714286
21429	2197.64705882
67897	9521.72043011
68135	87784.0909091
93692	356074.766355
64652	29428.5714286
53890	2809.97142857
68197	351666.666667
110920	33333.3333333
19324	14340.9756098
20648	1483.57142857
74245	1932.97814208
71994	40000.0
66921	8945.38745387
17257	193388.429752
56354	4771.45748988
67074	5281.14285714
67332	138095.238095
11806	568181.818182
18518	29142.8571429
14208	1437.82287823
67184	12637.5
54161	44571.4285714
15254	742857.142857
76824	16040.8571429
20817	2351.6886931
16412	1011.09022556
20843	345.134037368
66245	1058.71148459
110379	34782.6086957
98732	15709.4285714
105446	11310.9195402
14359	32571.4285714
71770	344717.182497
12848	73137.6975169
78885	783.742857143
84092	361.703703704
70527	2533.96226415
17096	7046.875
16329	17887.8787879
56447	40857.1428571
20641	132773.109244
225010	1294.20212766
66978	38000.0
100169	2224.6
67028	19512.8571429
76332	838.457142857
68275	882.585905649
22201	241965.973535
69064	15434.2857143
75956	1362.8190899
19087	35162.0947631
75751	4096.28571429
69634	38571.4285714
100383	27091.7142857
73137	9464.0
16650	6989.71428571
216134	407051.282051
14694	199714.285714
17939	3187.71084337
80911	714.414285714
231086	311578.947368
12215	82519.2802057
12282	81881.8818819
52653	3846.57142857
22687	10996.2857143
24010	19748.6535009
66660	22859.4285714
69940	13664.5714286
170762	92.4586628325
70356	436657.681941
23992	7188.57142857
76308	62189.0547264
11750	37428.5714286
74467	321.171428571
234729	3470.0
11792	8058.35962145
70349	70857.1428571
19653	11773.6842105
233870	398230.088496
11757	412451.361868
51788	467187.5
27883	1437.31428571
18708	1766.02209945
56292	103404.255319
12385	18101.5452539
108147	21790.5405405
211446	2783.8410596
228410	1646.94285714
19271	860.096930533
66171	22610.1167315
67943	49142.8571429
69168	1151.68571429
17973	18830.7692308
68126	34571.4285714
11774	1675.02262443
26894	70545.4545455
27979	20049.8132005
69019	4891.80124224
22225	49650.3496503
66866	6330.85714286
108645	19309.2814371
218503	2249.94285714
81489	49411.7647059
380840	55428.5714286
56369	33058.0912863
66446	981.374570447
230027	1169.81081081
64009	2802.4
74375	12052.5714286
26357	539.162861492
12764	50462.962963
78232	3835.14285714
22214	25312.0218579
110750	65714.2857143
18103	438815.789474
71805	1269.47496947
69367	2854.61538462
22365	2043.33333333
328417	299.685714286
15211	2018.93939394
70223	20930.2325581
66525	28342.0
11946	1971066.90778
50527	2881.68103448
104184	52967.032967
11736	7000.0
245877	7453.71428571
69641	8212.57142857
15525	120095.124851
66181	25568.75
102103	3340.57142857
18100	111142.857143
231580	2990.42145594
77862	11407.7142857
66898	2452.11428571
15481	4489164.08669
65114	82285.7142857
50797	118285.714286
11565	31728.6652079
66508	1612.22857143
104721	28378.3783784
271457	11517.2093023
71974	1510.95864662
16410	488.860153257
30930	38285.7142857
17754	61599.4236311
232533	3270.68965517
70369	4826.62192394
100041230	1431428.57143
225896	35714.2857143
100088	1119.0023753
55946	1898.54066986
216551	14753.4285714
22335	311660.777385
50783	55821.1678832
67264	97849.4623656
231874	40285.7142857
76303	7501.71428571
20874	7651.82481752
68178	24689.1428571
64697	10921.1428571
228850	1566.62857143
64657	15764.2857143
18571	40506.3291139
20333	4545.76744186
13809	11640.2116402
14297	31428.5714286
230257	4311.71428571
238988	1380000.0
76479	5357.98319328
66834	1245714.28571
19060	48697.3947896
20224	33735.3535354
105513	1917.02857143
13383	69613.2596685
234594	1012.67368421
67804	147714.285714
67972	35714.2857143
69146	2584.31428571
83768	578.557312253
16978	738.685714286
20866	25745.4285714
15519	1357435.19782
59047	1621.76245211
19079	5920.0
12211	72.0667759115
16211	26712.3287671
108737	4218.02656546
56294	2159.02192243
14569	734285.714286
217149	23398.8571429
20020	366.83248731
211948	4375.42857143
72946	3349.14285714
227715	1483.54948805
26557	75714.2857143
114641	98400.0
271564	3049.14285714
239719	28317.4285714
15115	33398.8212181
73744	1279.2107796
11958	3718309.85915
66676	12457.4285714
21770	12764.2857143
53317	1659.23976608
71207	4522.40223464
231872	3158.0
13205	28247.734139
67857	31156.0655738
70533	294285.714286
20227	3226.05459057
56445	410194.174757
108067	2019.51428571
19711	194.517142857
380773	8038.85714286
210766	7817.18213058
109658	2218.94285714
19345	99074.0740741
19659	78571.4285714
29807	1073.08641975
66142	8494.75
71521	192.59009009
69780	53971.9626168
227800	10144.0
66917	414285.714286
110959	331.344537815
20926	386.147161066
28084	123295.454545
76608	311.161440186
209318	12949.4692144
12367	1353.21299639
13681	158374.384236
66902	22703.5335689
11886	43908.6294416
74098	22095.1428571
54563	253.006362672
11848	10613.4715026
76501	3561.42857143
108841	802.604790419
74776	155151.515152
20085	466206.896552
70699	2040.77142857
28088	64571.4285714
238799	10146.0
67914	61714.2857143
22596	215.696721311
12461	182242.990654
20403	5677.42857143
226757	6477.14285714
56438	22702.7777778
217869	30069.9300699
22288	20330.0
74558	552.228571429
13026	3940.8719346
66354	13344.5895522
74108	2790.54487179
216238	102763.997165
17999	2391.6572717
233726	33714.2857143
67128	11588.8235294
17886	59693.877551
98221	12544.8571429
234664	9368.53932584
74143	266571.428571
17274	5771.01449275
320191	36571.4285714
77097	1310.2
72322	331.453488372
67106	44000.0
16341	12912.3595506
319801	1653.8
232910	537323.943662
28028	1339.77142857
26425	2992.28571429
19386	1521.81460858
66840	856.771428571
21843	17679.0816327
217715	3550.997151
19325	204500.0
72508	4442.0952381
24061	1278.75101379
24068	12113.1428571
12895	43523.3160622
20335	2048.38235294
235567	3708.85714286
66246	827.970149254
21379	1381.28571429
68564	4991.14285714
16201	23496.6592428
26442	423236.514523
13665	29346.6666667
101861	759.68879668
11764	25344.6447508
14827	3287128.71287
245638	836.628571429
19697	2412.02185792
22215	654.971751412
13211	11956.5217391
56041	56571.4285714
20716	1139.91428571
66482	5142.28571429
26897	28400.9546539
66302	13974.5714286
67154	1267.82857143
320632	9943.71428571
229589	14333.4801762
15078	1375000.0
56207	5991.79331307
224020	42285.7142857
23996	133014.354067
20499	45.8781163435
21822	11219.7142857
20014	1093.81933439
76952	1402.21428571
76983	9129.14285714
211673	19097.4285714
12361	7323.43412527
109093	575.034602076
66143	13504.5714286
102098	2671.51428571
67059	274285.714286
60315	5187.14285714
11933	20270.8633094
66847	24027.1428571
223691	45428.5714286
69702	6174.57142857
269252	279.559363525
11800	5176.0
72117	28454.2857143
59026	748.252227553
208440	4532.28571429
13682	597051.597052
229096	59142.8571429
212627	29142.8571429
23918	12950.1945525
11949	3228187.91946
75686	30128.7179487
16783	6979.31034483
217707	32773.1092437
226849	3802.88065844
66199	7563.42857143
26371	418.657142857
433771	16674.2857143
19244	3827.66467066
12317	1627403.84615
28114	5131.42857143
11765	8530.90024331
224794	2852.6
11776	11843.2026689
16834	281.468571429
66606	19378.5714286
76582	778.0
103694	10410.0
53382	77714.2857143
52245	14572.5714286
106504	1971.95698925
76299	27062.2857143
13858	13377.9264214
229707	2047.4
20501	4447.46450304
107767	26150.8571429
226791	10949.4285714
53895	30742.2794118
69082	12760.0
71772	5832.85714286
20701	221307.506053
27681	82170.5426357
229363	15295.8152958
78891	851.327543424
66155	205389.221557
83945	34166.6666667
13207	65309.4462541
71653	33714.2857143
30960	105220.883534
104303	3272.43093923
30926	250000.0
74351	17291.7142857
13209	9829.19254658
68512	16846.5714286
66659	4350.0
67160	124485.125858
170789	223.41875
14854	28481.0126582
53356	31122.5
13000	34857.1428571
66445	221230.769231
50497	1389.88571429
56088	2065.39792388
56403	58105.9390048
70834	11486.5714286
19349	206763.285024
212986	3030.28571429
68055	3076.85714286
237459	5259.84703633
26572	51536.643026
217057	29656.9060773
20846	1732.30974633
30795	328125.0
66945	225903.614458
20103	6672.05882353
234673	3916.28571429
68953	57657.6576577
16646	5168.0
13046	11856.7901235
11837	413249.211356
66615	876.564885496
73942	5634.28571429
26900	3044.22492401
19173	32758.3333333
68473	3237.14285714
98766	15086.5525672
81898	4768.09815951
53333	1468.58725762
68038	8746.28571429
66401	11459.1836735
58810	326153.846154
59025	25152.1298174
225363	37757.4370709
94044	10515.1428571
20466	78.4270015699
56347	28540.0658617
13120	220.978473581
12465	208872.45841
238505	663.838786911
72029	21119.1428571
105501	841.081871345
26414	17968.5344828
20867	751381.21547
71877	4135.42857143
68018	1161.98717949
71984	6055.40540541
74022	4285.42857143
101592	5932.47559894
13185	920.8
16004	1816.10954491
20586	458.481091135
30058	44571.4285714
26443	213008.130081
14852	45754.7169811
12870	3797.83223374
432572	4490.57142857
57312	34000.0
56351	120857.142857
234388	6123.71428571
109905	14301.0869565
67097	44786.0606061
64655	40000.0
14270	1480.5277525
70791	1016.25742574
66074	158.725714286
69608	12772.5714286
52036	8960.0
243819	846.142857143
14113	16817.1428571
67345	2050.14191107
57294	32636.9047619
207728	12008.7336245
12462	84770.6422018
74252	18498.8571429
66687	6276.85714286
83814	3467.03187251
268449	980769.230769
268490	611.771428571
26875	36571.4285714
101513	3172.0
100273	1913.42857143
26398	8212.0906801
21817	22594.7521866
71679	1167701.86335
18453	459724.950884
26444	762096.774194
320011	3863.70083817
19089	262955.854127
26396	18187.032419
11426	33142.8571429
19025	22573.8396624
14149	5640.89068826
71902	348571.428571
109620	1108.77558099
19039	196.885714286
230233	1583.42085521
114863	221428.571429
100763	474.764542936
59029	57096.7741935
75221	12274.1192412
71648	4126.28571429
107338	17812.0
69527	15004.5714286
73192	1152.64797508
52665	17107.1428571
50493	10163.6215334
384309	82.0885558583
75786	12799.7142857
15107	236942.675159
218343	1418.77142857
65102	7080.57142857
72026	1144.91606715
26940	8994.48275862
26416	1131.47222222
54194	1633.25714286
224139	2369.14285714
67958	15175.7142857
74237	999.142857143
67680	436170.212766
19166	700854.700855
269261	29406.0606061
69601	2277.17142857
21454	148380.355277
320528	11178.8571429
20823	66987.9518072
67204	28778.2477341
15505	83333.3333333
19766	27.3475609756
14479	4767.99184506
229663	40857.1428571
210998	2485.37142857
54160	2098.91428571
20316	17795.1428571
26408	788.405797101
218035	830.657142857
226982	1907.97697368
12469	197080.291971
353242	8548.57142857
217737	72285.7142857
97541	27928.5714286
56529	563.854748603
12466	229755.178908
68215	16340.0
64656	19967.4285714
66691	2196.74285714
54122	1095.02857143
102436	335.909090909
235542	4041.34419552
13629	278554.778555
330260	10495.1977401
13669	53050.5952381
14228	86899.5633188
67201	163428.571429
68276	71.4911937378
68606	7155.97345133
15951	355.057142857
59040	2547.70206022
59007	4957.60368664
15516	741712.707182
20702	330097.087379
80888	16309.1836735
22027	317955.112219
A6X940	23106.0
13511	942.424242424
69134	541.0
73825	4774.0
14670	12551.7142857
15528	15588235.2941
18674	40571.4285714
18703	172.879377432
19185	43085.106383
66375	1365.68047337
67615	7191.17647059
51798	124159.021407
227648	2248.65714286
100038882	3498.01242236
100043461	2478.77142857
20068	616296.296296
30055	256285.714286
226101	15881.4285714
19941	122068.965517
27393	1882.11428571
14375	1462.74671053
14229	1539.05701754
237542	221.191428571
109079	2488.1122449
67776	17196.2857143
94061	16895.4285714
320806	5490.62901155
66165	558.457142857
72662	483.162839248
20351	229.118421053
13030	109734.513274
56491	130571.428571
19186	224096.385542
66366	465.485714286
69923	7721.6152019
67035	62611.2759644
20815	794.012345679
109674	12907.2681704
18438	17830.1546392
85305	23697.4789916
66661	55714.2857143
22129	968.571428571
19182	113122.171946
14319	873626.373626
18813	59714.2857143
71985	5144.0
104831	2259.57446809
56717	447.430364849
104458	20454.5454545
67166	25016.6666667
77582	1058.09725159
56715	4202.57142857
19346	2346.05769231
110175	24598.4042553
19170	275416.666667
108077	711.742857143
338355	5163.42857143
218885	3125.42857143
56284	1071.68571429
99311	3900.57142857
18673	305714.285714
56530	3622.85714286
74778	1217.85714286
230598	1706.97674419
218811	254000.0
12330	36717.428088
20286	673.485714286
53872	440000.0
19141	1045.40229885
12091	1431.19010819
16423	66996.69967
81018	18157.1428571
23923	5795.52941176
107976	2354.22976501
73078	5639.67280164
69178	69428.5714286
231889	544.142857143
12822	234.453213078
68095	45714.2857143
69162	11707.3170732
64685	1589.45714286
26445	50746.2686567
53312	5751.14285714
22284	4806.56506448
17713	159447.004608
14450	3385.44554455
219249	1750.31428571
52443	8329.71428571
18786	7277.83375315
71517	2025.6
26441	145593.869732
19188	74058.5774059
235606	7853.1420765
67429	415.371428571
56551	303012.048193
68537	4948.87640449
93762	267.354900095
235587	1889.11428571
11431	38867.0886076
12464	74025.974026
26440	369201.520913
14387	3955.82371459
17827	2204.02857143
18655	2009592.32614
231279	798.571428571
109880	12110.3233831
19983	377104.377104
68117	6849.42857143
20044	175496.688742
80280	908.428571429
77219	20235.8974359
26905	47669.4915254
26932	9550.10706638
269523	256823.82134
73024	769.657142857
66082	3169.64285714
20463	2747.02702703
19072	44647.8873239
243743	3036.60855784
16150	807.424042272
11749	139428.571429
110279	727.322834646
97212	69331.5858453
72459	3918.36195509
192169	6300.0
56486	79544.4444444
68995	61142.8571429
103963	56907.8947368
12304	421630.094044
227331	4566.0
59125	3161.49006623
20088	169172.932331
20005	33631.7708333
72145	4108.57142857
68365	138139.534884
67826	84019.37046
216820	466.656346749
100037258	15150.9920635
67179	74571.4285714
19341	4334.35779817
20054	391724.137931
267019	90769.2307692
114893	4610.28571429
67427	504201.680672
11545	731.75715696
110821	43093.9226519
56295	391.257142857
13194	17368.4210526
67490	9694.57142857
19298	19583.277592
19946	253043.478261
56436	23903.1428571
53319	288.754045307
54723	198.69928401
67367	1046.82660851
17449	3952095.80838
20091	269696.969697
22041	8630.28571429
13200	18635.3741497
30934	1199.48571429
19877	191.853766617
67398	149.968553459
109652	30882.3529412
75805	7837.35795455
15461	29958.2010582
18041	32815.9645233
14886	24148.2965932
12010	14546.2184874
211548	18905.4285714
72634	1508.57142857
16828	1246987.95181
16648	30857.1428571
55944	18430.6569343
140570	854.777415852
66701	59142.8571429
74080	3386.0
20912	16910.8571429
15526	556701.030928
228026	3277.81753131
67707	14841.7142857
20084	400657.894737
66121	8318.85714286
14227	432142.857143
14735	2668.22262118
68188	187.795950156
69893	5495.71428571
21856	172857.142857
77604	273.32
65019	2706.35714286
329908	252.59075277
76577	1273.34285714
20397	623.89084507
13167	7383.10344828
218506	5657.42857143
12651	263.934010152
215476	4118.0
320714	913.342857143
54638	6100.57142857
233489	55714.2857143
93747	326206.896552
216440	523.630952381
65111	4851.14285714
69077	118957.345972
231659	6440.28571429
67151	189189.189189
73724	91011.2359551
74153	535.657142857
73178	8472.25548902
26446	92195.1219512
12408	143321.299639
59027	47046.8431772
67382	882.231404959
107733	19799.7142857
68734	769.514285714
11658	12193.9965695
381314	9824.11067194
19184	98768.4729064
67873	3323.84823848
64138	3674.50980392
27050	142386.831276
75617	440800.0
22258	3547.81704782
66882	31142.8571429
75717	11175.1282051
70737	53988.2451721
72461	1378.63543788
67089	38817.4807198
67512	3452.30215827
94062	6034.0
208967	609.142857143
67840	6263.42857143
57296	23295.4674221
11767	44444.4444444
19177	15143.3212996
69617	27147.4285714
75964	4109.14285714
16913	1113.84057971
13690	7503.31125828
67460	93731.3432836
101994	644.771428571
29810	4162.39168111
11303	4643.9628483
68636	13202.5714286
23997	43882.9787234
26554	25390.625
11652	2497.2972973
213326	6822.28571429
56524	74857.1428571
13480	5257.30769231
72562	223529.411765
76795	401.942857143
75646	9595.71428571
14251	24299.0654206
52690	4113.42857143
19042	20967.539267
50887	15444.0
107227	8639.42857143
56451	151734.104046
98193	897.241962775
17463	170716.510903
67025	133146.067416
111173	164857.142857
20932	606.628571429
70186	8894.0
56463	97714.2857143
67738	408108.108108
18107	62903.2258065
12238	2826.17142857
56462	4421.14285714
59022	40285.7142857
109700	487.574215437
69694	986.114285714
105083	6025.42857143
65246	11441.4285714
229285	8067.71428571
67311	4301.20967742
225913	17301.0380623
109333	217.416073245
14933	14917.1735242
114301	34857.1428571
78428	47650.2463054
67036	2687.14285714
50932	4988.53211009
19082	6723.93939394
66413	37017.9948586
14453	965.628571429
16443	66571.4285714
20416	661.398963731
58203	115.934306569
18412	1663.19004525
230249	7465.71428571
72479	14602.8571429
66881	72079.2079208
106326	514.057142857
18458	91823.8993711
66307	39142.8571429
20813	5610.18181818
230163	126648.351648
3338890	1504.77142857
56273	17005.0531915
100710	940.594744122
77040	14160.8571429
68879	1222.95430393
72416	70000.0
18108	664.234404537
74996	557.8125
13167	6241379.31034
109359	13946.2857143
19167	206274.509804
667370	197.16
28030	4265.37949401
55983	129428.571429
12972	92145.0151057
68346	10514.516129
246703	31428.5714286
110611	89142.8571429
13039	9152.09580838
27061	14919.1836735
269587	3452.0979021
71795	35142.8571429
105663	15972.7678571
114664	6523.42857143
12468	92647.0588235
18563	22835.3140917
13437	3501.05708245
19896	57142.8571429
70110	534.485714286
70767	6644.21669107
223254	5323.71428571
20480	6286.26292467
108100	92149.5327103
23807	1092.62195122
67308	2233.97142857
76826	4437.61755486
69008	2179.49554896
66865	11673.8549618
223978	7743.71428571
234889	7281.71428571
269823	788.898305085
217830	10128.2857143
13627	742424.242424
54131	21227.9236277
12847	14215.6862745
12864	415789.473684
68514	4564.57142857
17356	1675.65934066
19181	29330.2540416
227095	126233.766234
74370	782.546816479
19704	3003.20284698
13495	3934.85714286
94230	651.142857143
109136	3712.77108434
207425	2539.54285714
69116	775.733590734
66904	15903.5120148
74617	22787.6106195
28126	2471.2
105522	625.171428571
11740	193288.590604
15288	13810.2493075
68626	259.44645006
110173	236.496018203
11950	519531.25
21762	9624.22907489
11409	31310.6796117
68611	3158.0
27418	881.057142857
74600	21394.5714286
67727	4015.94684385
68195	562.371428571
11772	120469.083156
69863	354.457142857
15510	3001745.2007
13177	142214.532872
24015	10595.1428571
66419	3508.85714286
23874	19185.0594228
103080	3054.85714286
68767	33142.8571429
