Gene names	Intensity L Diaphragm
70153	20810.2857143
15369	81587.3015873
23881	21362.2857143
17913	48071.4957667
56174	19061.8075802
59042	29142.8571429
68505	2996.85714286
70497	21135.4285714
52064	327217.125382
19041	1631.05413105
234699	1266.99857752
66317	26599.6721311
59021	46574.0566038
106039	10314.8031496
71678	24400.5714286
55949	786666.666667
107476	49893.3901919
216344	39743.6936937
99412	19778.8571429
66072	11535.1428571
56334	17470.0
13430	25287.3563218
20832	53196.5116279
74781	2131.05714286
212999	11016.5714286
110052	2530.77142857
14782	125000.0
22042	994.534731324
17120	6631.65969317
22273	4541666.66667
16434	177272.727273
12301	70742.3580786
109785	5157.19557196
54451	1694.8
16709	29714.2857143
19286	5932.91666667
26754	128443.113772
11992	296496.815287
76742	28857.1428571
21917	831.914285714
233199	691428.571429
77305	28571.4285714
266692	19678.2857143
20022	4508.97435897
19359	53605.7692308
51786	10658.5714286
226591	28452.8571429
105245	503597.122302
70439	940000.0
15354	20019.5
56812	10741.1552347
26893	43209.8765432
20844	2557.11678832
52348	1615.31486146
27965	1253.68571429
54709	146153.846154
67078	20486.9158879
276770	1694805.19481
12632	2530120.48193
218490	32285.7142857
67726	32000.0
22134	2058.2
53323	27970.5
12368	7194.20289855
100206	18048.1081081
56744	13153.3333333
68572	4571.42857143
66495	3682692.30769
230721	155428.571429
21372	2075.33206831
69976	13005.6768559
223433	176.254285714
13382	3909626.71906
621156	100571.428571
18570	45714.2857143
269682	28453.1428571
234671	30285.7142857
11739	29731543.6242
215999	133714.285714
71919	3400.28571429
18718	52.7012345679
66399	141975.308642
226407	6367.42857143
22195	551948.051948
170791	13553.9622642
238024	47428.5714286
110829	35714.2857143
13006	19967.1322925
19656	8513.14285714
11747	1005714.28571
71732	5294.0
77407	24669.6517413
234865	1164.76190476
17184	40070.9219858
54127	392753.623188
66861	495.170239596
286940	79938.5088394
223723	16431.1428571
54170	13776.0
83796	698.587570621
212111	3644.57142857
26922	72386.0589812
56748	3686.0
72124	6445.0
12729	1786.52542373
65970	32000.0
16545	69515.6695157
277360	46.9709090909
18120	23385.1428571
19205	48956.3567362
20624	14418.1256437
59035	9182.40131579
11566	25877.1929825
14674	4700.53050398
15492	14247.9892761
94232	236.224832215
101943	9367.29663106
13854	7854.7826087
105504	4584.57142857
23983	19753.9325843
11564	318181.818182
23789	13601.4285714
229524	587.514285714
381760	96052.6315789
27366	2413.4
19878	11239.1930836
54198	99142.8571429
71881	69714.2857143
11927	32000.0
73699	1679.36772047
93684	4902.0
26384	28054.3252595
99683	840.828571429
232341	1183.7189735
67300	201194.029851
223453	20747.1428571
12467	11074.3879473
17319	111304.347826
69710	115.123966942
12388	13432.8358209
226144	5382.57142857
83701	9454.28571429
100226	41240.8759124
219135	1184.82982172
212880	1217.92635659
17995	3685344.82759
238123	3178.0
320267	4968.85714286
50709	7008.21917808
108083	14328.6057692
19045	36969.6969697
73046	90789.4736842
71955	21071.4285714
20637	42410.7142857
14860	387387.387387
66552	743.8
665775	339.714285714
214952	5325.16129032
230861	496516.782774
11639	50224.2152466
208263	5592.0
19324	370731.707317
227446	1349.88571429
17992	8231707.31707
66616	37714.2857143
22276	20329.8113208
110253	5922.28571429
268470	3459.83146067
215449	215217.391304
18415	20883.0548926
56275	2841.40508221
107702	250857.142857
11737	86000.0
26450	92285.7142857
69276	1320.40201005
76192	2128.41708543
78798	1600.31428571
232087	30632.9113924
18706	554.400749064
15239	3235.09677419
215114	1188.14382896
52469	9576.85714286
16658	7146.43962848
27041	47428.5714286
14433	32132132.1321
79560	15285.2201258
21872	8595.98853868
226646	1656587.473
67542	56000.0
19134	98709.0367428
72692	15546.1928934
70564	131142.857143
229543	496.330451489
22245	10971.4801444
78655	80571.4285714
67824	5055.71428571
27967	330.694444444
108155	4776.86424474
22378	5947.42857143
320938	10736.8571429
28006	1755.71428571
23945	76567.6567657
67040	22769.2307692
70297	5288.57142857
19718	648.108882521
13424	48234.2807924
59015	123.480741797
228994	3048.0
213827	110285.714286
19192	52755.9055118
54128	67768.5950413
66922	5103.43137255
19383	19315.3846154
66449	18536.2857143
52432	21549.0066225
72754	2359.85714286
72047	10289.0204521
56443	38918.9189189
11771	8525.99795292
16480	15436.2416107
66998	12635.7142857
52502	29714.2857143
13684	203225.806452
22088	6736.8286445
57320	6190476.19048
18102	69736.8421053
66108	795755.96817
192289	3621.37767221
26383	4788.57142857
207352	14131.7142857
103573	26984.1269841
11364	5486935.86698
319192	1711428.57143
14194	4082840.23669
15212	4824.62686567
28295	1717142.85714
20042	840909.090909
50933	195217.391304
66164	3221.71428571
66085	4109.69529086
68303	1167.88571429
72201	36571.4285714
14084	35714.2857143
66073	162352.941176
231380	6772.55460589
217325	217.740993184
19247	59966.4991625
15458	420000.0
19035	819444.444444
12929	41254.1254125
14083	7489.44954128
53380	1849.35064935
69719	5498.54651163
195018	7696.57142857
56258	5052.11581292
20924	15297.1428571
76563	1161.8
233871	8585.42857143
60596	1879.88422576
66609	6986.20689655
76688	2536.26865672
69456	11454.0
16978	20903.1428571
226539	3047.1669219
269614	20487.804878
20130	37578.440367
20656	20270270.2703
211488	5275.390625
23972	69726.2479871
20684	3076.0
67939	24393.4285714
14469	4822.85714286
224727	13606.2857143
107271	131818.181818
67437	6903.78378378
70231	10106.0
67500	37142.8571429
14104	328674.121406
51810	64125.0
333433	272364.672365
73910	7118.85714286
75612	2500.73529412
59287	853.474576271
72198	1273.26923077
329777	636.987341772
67039	13365.1551313
71835	2178.8
26936	12848.2857143
232989	7577.71428571
68194	1682170.54264
217449	1494.2
29816	5237.14285714
56418	19758.0808081
50911	1218.88127854
269951	25221238.9381
54189	1822.96983759
226432	4268.85714286
225341	2325.71428571
70160	17955.1813472
76987	129428.571429
66592	68285.7142857
71853	158409.090909
56361	120.312056738
99045	9906.0
52477	1087.14285714
52715	5036.57142857
20336	2457.94871795
17970	2953.52380952
20115	385567.010309
11370	4832317.07317
58240	2601.77142857
27369	69675.0902527
14768	17673.7142857
83493	13271.1428571
235315	5666.28571429
20901	149318.181818
66383	109142.857143
56085	22508.5910653
228866	4472.0
12261	574285.714286
625249	430830.039526
75705	53518.8216039
20430	1918.19632881
74326	31142.8571429
107526	14945.1428571
14828	1493129.77099
257633	74571.4285714
13680	128571.428571
66916	609489.051095
22601	7114.57142857
17436	449300.699301
68299	3170.57142857
68337	196571.428571
433702	138.17721519
13204	30817.6100629
54367	686.189655172
56070	8701.09090909
69225	69428.5714286
28106	78571.4285714
75553	810.257142857
223650	281428.571429
20479	39639.6396396
100019	81142.8571429
338337	521.285714286
13722	68000.0
72515	12609.1428571
18102	19013157.8947
68653	671428.571429
69713	1983.65714286
104112	286892.758937
56194	2535.36201469
50917	653.884615385
21991	9464882.94314
73830	54571.4285714
70549	27915.7894737
27784	1855.37142857
17164	17148.1865285
105787	7480.1431127
21429	10355.8169935
67897	2976.34408602
68135	148579.545455
93692	331775.700935
64652	61714.2857143
68197	2366666.66667
110920	1398.83227176
20648	62000.0
71994	39142.8571429
17257	5950.0
56354	27327.9352227
28169	1593.77659574
67332	54753.968254
11806	4166666.66667
18518	12034.8571429
14208	2443.17343173
67184	1458333.33333
54161	102000.0
15254	522857.142857
76824	42000.0
20817	4417.91483113
16412	10606.3909774
17330	1800.81081081
20843	213.379366369
66245	18350.4201681
110379	34161.4906832
19223	1750.97804391
98732	11472.2857143
105446	3512.64367816
12842	407.660013765
14359	14560.8571429
71770	59231.5901814
12848	167945.823928
78885	15199.4285714
84092	246.240740741
17096	15337.109375
16329	2294.64646465
56447	21984.2857143
20641	40945.3781513
70127	13770.0
225010	588.457446809
66978	203.388571429
67028	4223.71428571
68275	1451.89283634
22201	417769.376181
69064	4639.42857143
75956	486.052534221
19087	436408.977556
75751	2995.71428571
69634	645714.285714
100383	627.085714286
73137	14550.0
16650	14744.0
216134	253846.153846
14694	577142.857143
17939	3516.38554217
231086	9894736.84211
12215	212853.470437
12282	86886.8868869
56705	678.0
24010	3437.88150808
66660	1090.51428571
69940	5807.71428571
170762	3112.14953271
70356	358490.566038
23992	9217.42857143
76308	57213.9303483
11750	82857.1428571
74467	1778.02857143
234729	21662.5714286
11792	4160.25236593
70349	122857.142857
19653	2321.41274238
233870	3960176.99115
11757	4357976.6537
51788	735156.25
27883	39428.5714286
18708	536.740331492
56292	82127.6595745
12385	21412.803532
108147	77533.7837838
211446	4451.65562914
210711	1608.45714286
66171	27909.7276265
67943	45428.5714286
17973	11890.4509284
68126	43142.8571429
11774	5506.06334842
26894	21411.2727273
27979	33125.7783313
22225	56060.6060606
66866	17278.5714286
108645	21297.6047904
23989	799.114285714
218503	5775.42857143
380840	28144.2857143
56369	175103.73444
66446	2894.08934708
230027	159459.459459
64009	5468.57142857
74375	389.571428571
26357	12340.7914764
277250	357.740076825
12764	14683.5648148
78232	3149.42857143
22214	17807.1038251
110750	168285.714286
18103	2986842.10526
71805	10591.4529915
69367	22349.3589744
328417	6661.42857143
70223	43649.3738819
230393	2513.6
66525	81142.8571429
11946	16401446.6546
50527	1586.35775862
104184	159340.659341
11736	27060.2857143
107829	521.464128843
15525	200951.248514
102103	84857.1428571
231580	169.724137931
77862	2299.82857143
66898	1006.48571429
15481	5325077.39938
65114	181428.571429
50797	112857.142857
11565	2094091.90372
66508	6509.42857143
104721	136486.486486
71974	6091.91729323
16410	716.168582375
30930	75142.8571429
17754	597.406340058
70369	3591.94630872
100041230	3600000.0
225896	138571.428571
81702	476.4
55946	1662.79904306
22083	5280.0
216551	5764.0
22335	1989399.29329
50783	60628.4671533
67264	940860.215054
231874	4982.85714286
76303	141714.285714
20874	3243.22789943
68178	552.6
67267	29428.5714286
64697	42571.4285714
64657	30571.4285714
18571	105753.739931
20333	14881.8604651
68499	13504.8571429
13809	3144.23280423
14297	124000.0
230257	11597.4285714
238988	2886.28571429
66834	1840000.0
19060	123246.492986
20224	213131.313131
26419	1080.88541667
13383	13922.6519337
234594	577.305263158
67804	110857.142857
67972	16499.4285714
69146	4072.0
83768	2722.13438735
20866	214571.428571
15519	1841746.24829
19079	6887.77777778
12211	31.2126177796
16211	51712.3287671
108737	71726.7552182
14569	1271428.57143
217149	148857.142857
20020	3088.93401015
211948	4496.28571429
72946	17302.5714286
227715	3700.0
26557	57428.5714286
114641	236000.0
271564	6766.57142857
15115	62475.4420432
73744	3765.73628489
11958	46760563.3803
227377	7869.95305164
66676	3337.14285714
21770	11461.7142857
53317	5201.55945419
71207	3833.79888268
13205	104229.607251
67857	91147.5409836
70533	55142.8571429
56445	322815.533981
108067	1029.34285714
19711	1457.54285714
380773	19208.2857143
210766	18615.8075601
109658	1810.74285714
19345	91203.7037037
19659	124571.428571
66142	298750.0
71521	806.681681682
69780	4028.97196262
227800	7887.14285714
66917	125428.571429
110959	3323.80952381
20926	162.18424102
28084	148863.636364
76608	859.651567944
209318	94692.1443737
12367	8071.84115523
13681	213546.79803
66902	69611.3074205
11886	22031.4720812
74098	17481.1428571
54563	644.114528102
11848	355958.549223
76501	2405.71428571
108841	5333.23353293
74776	987878.787879
20085	972413.793103
70699	1740.4
28088	178285.714286
238799	13630.8571429
67914	534285.714286
12461	274766.35514
20403	958.771428571
226757	6898.0
56438	12045.3703704
217869	55944.0559441
22288	140285.714286
74558	2472.91428571
13026	40599.4550409
74108	297.275641026
216238	49326.7186393
17999	22773.3934611
57261	80.4
233726	87142.8571429
67128	22912.9411765
17886	481122.44898
98221	89142.8571429
234664	7662.7340824
74143	1322857.14286
17274	12499.5169082
320191	50000.0
72322	73.4750830565
16341	58202.247191
319801	17147.4285714
232910	49668.3098592
26425	3559.14285714
19386	1269.43989519
66840	533.085714286
21843	3400.25510204
217715	2751.05413105
19325	375500.0
67510	316.457142857
24061	4714.43633414
12895	341968.911917
66246	1803.07462687
21379	40571.4285714
68564	1467.57142857
16201	11068.1514477
26442	393360.995851
13665	221587.301587
11764	23117.709438
14827	1459405.94059
19697	6564.84517304
22215	22259.8870056
13211	24492.7536232
56041	78285.7142857
20716	4264.85714286
23968	79428.5714286
66482	1671.68571429
26897	279236.27685
66302	200857.142857
67154	3177.71428571
320632	15184.0
84585	1726.33181126
229589	60352.4229075
15078	3286764.70588
56207	24019.7568389
224020	1315.37142857
23996	56220.0956938
20499	1201.93905817
16330	174.592145015
21822	16046.0
20014	13729.6354992
76983	14434.5714286
211673	11820.2857143
69786	2632.17142857
109093	1568.73702422
66143	27916.0
67059	477142.857143
67511	25373.1428571
60315	4211.14285714
11933	11165.1079137
66847	30571.4285714
223691	74857.1428571
277468	75428.5714286
69702	14663.7142857
11800	19022.8571429
72117	27503.4285714
59026	4820.65341558
13682	891891.891892
229096	10916.2857143
212627	8958.0
23918	62645.9143969
11949	7751677.85235
75686	1674.1025641
16783	4941.62561576
217707	340336.134454
226849	10145.6790123
66199	4552.28571429
433771	27425.1428571
19244	1220.95808383
12317	1305288.46154
28114	12162.8571429
11765	4002.31143552
224794	2413.17142857
11776	2925.9382819
16834	397.028571429
76582	1469.91428571
103694	31428.5714286
53382	97142.8571429
52245	2627.85714286
106504	26881.7204301
76299	103428.571429
216766	4990.21304927
13858	6275.696767
229707	226.691428571
20501	57200.811359
107767	4075.14285714
226791	9658.28571429
53895	97794.1176471
69082	16737.1428571
71772	1025.28571429
20701	1024213.07506
27681	44573.6434109
229363	33477.6334776
66155	158083.832335
83945	92500.0
13207	119869.70684
30960	93574.2971888
104303	20281.2154696
30926	614285.714286
13209	36024.8447205
68512	45142.8571429
66659	19795.215311
20852	573.010752688
67160	677345.537757
68292	497.241798299
170789	8465.0
14854	24472.5738397
53356	11217.1875
13000	1732.0
66445	3784615.38462
50497	2432.17142857
56403	46067.4157303
70834	58571.4285714
19349	389371.980676
20725	1610.71428571
212986	5326.85714286
68055	21358.0
237459	453.78585086
26572	54846.3356974
217057	86740.3314917
20846	8608.94526035
30795	1147321.42857
66945	4246987.95181
20103	75000.0
234673	28571.4285714
105732	3900.0
225115	8617.51152074
13046	47736.6255144
11837	1192429.02208
66615	3933.84223919
26900	8016.71732523
19173	110606.060606
68473	10484.0
81898	49386.5030675
53333	38227.1468144
66401	48169.3877551
217207	46221.8649518
58810	424615.384615
246782	28470.5714286
59025	19232.0486815
225363	47368.4210526
94044	45428.5714286
20466	89.874411303
74568	31355.9322034
56347	128430.296378
13120	1171.15459883
12465	280961.182994
238505	4224.50119713
72029	5188.28571429
26414	2329.09482759
20867	773480.662983
71877	35714.2857143
68018	3357.8525641
231655	376.927592955
71984	6087.45173745
17772	19402.9850746
101592	1403.19432121
107932	7780.67885117
20586	131.897086175
30058	12150.5714286
26443	467479.674797
14852	59591.1949686
12870	54665.4099906
432572	4954.85714286
57312	50571.4285714
56351	57714.2857143
234388	18829.4285714
109905	21682.6086957
67097	172121.212121
20340	311.2
64655	106285.714286
70791	5950.0990099
66074	1911.57142857
69608	17986.8571429
52036	36857.1428571
243819	5391.71428571
14113	30000.0
67345	3273.03689688
57294	36541.6666667
207728	739.301310044
12462	155779.816514
74252	84000.0
83814	2584.46215139
268449	316025.641026
67014	4496.28571429
26398	13323.929471
21817	672011.661808
71679	17515527.9503
18453	1043222.00393
26444	398387.096774
320011	25080.5931657
19089	161804.222649
26396	22441.6458853
11426	4586.85714286
19025	40295.3586498
14149	50607.2874494
71902	132571.428571
109620	3607.35345127
67894	3437.14285714
230233	1435.70892723
114863	751428.571429
100763	1087.07294552
59029	10558.3870968
75221	53929.5392954
71648	6749.14285714
69527	19493.4285714
73192	374.330218069
52665	22472.8571429
50493	76672.1044046
384309	594.795640327
75786	2768.28571429
15107	6751592.35669
218343	465.828571429
65102	8932.57142857
72026	22318.9448441
26940	10962.2988506
26416	52222.2222222
224139	5264.57142857
67958	3853.42857143
67680	9255319.14894
19166	628205.128205
269261	147272.727273
21454	99477.5339603
320528	32857.1428571
20823	2786.98795181
67204	32326.2839879
15505	43706.2937063
14479	40163.0988787
229663	86571.4285714
210998	6366.85714286
54160	9303.71428571
20316	8786.57142857
26408	370.753623188
218035	9782.57142857
226982	10526.3157895
12469	512773.722628
353242	37142.8571429
217737	92571.4285714
97541	118571.428571
56529	7715.08379888
12466	380414.312618
68215	15854.8571429
64656	12968.2857143
66691	1422.54285714
19344	7360.46511628
102436	4350.55432373
235542	40325.8655804
13629	1016317.01632
100683	23.4035087719
330260	29378.5310734
13669	56770.8333333
14228	224890.829694
71941	8429.21960073
67201	198285.714286
D3YUM8	923.857142857
68276	665.753424658
68606	19080.5309735
15951	2417.57142857
59007	2221.04454685
15516	2071823.20442
20702	3373786.40777
80888	154591.836735
22027	892768.0798
A6X940	214857.142857
69134	1544.17142857
15528	14509803.9216
18674	1614285.71429
19185	166489.361702
66375	2664.43786982
51798	2278287.46177
227648	3340.85714286
100038882	11680.7453416
20068	634074.074074
30055	224285.714286
226101	919.4
19941	171724.137931
27393	28435.7142857
14375	11514.9671053
14229	4296.71052632
109079	11978.8265306
67776	35142.8571429
94061	28857.1428571
320806	55327.3427471
72662	284.634655532
13030	233923.303835
56491	103428.571429
19186	839357.429719
69923	31591.4489311
67035	189910.979228
109674	1579.94987469
85305	139159.663866
66661	51714.2857143
22129	11457.7142857
19182	280542.986425
14319	1329670.32967
18813	273428.571429
71985	451428.571429
104831	433.014184397
56717	511.102393095
104458	69090.9090909
67166	155913.978495
110175	21635.106383
19170	875000.0
108077	1053.77142857
218885	46285.7142857
56284	20299.7142857
18673	325714.285714
56530	6076.85714286
74778	280.054285714
230598	931.696813092
218811	19568.2857143
12330	61759.7292724
53872	182571.428571
19141	5404.36781609
12091	1602.31839258
16423	81848.1848185
23923	19365.6470588
107976	1653.65535248
73078	24539.8773006
69178	98857.1428571
231889	2191.02857143
12822	335.87373168
68095	86285.7142857
69162	22926.8292683
106821	4695.42857143
64685	81714.2857143
26445	51741.2935323
53312	541.314285714
22284	4728.40953497
17713	441474.654378
20185	160.011428571
14450	42673.2673267
26399	5015.26946108
52443	12613.1428571
18786	20906.8010076
18822	229.052197802
71517	3429.71428571
26441	482758.62069
19188	68200.8368201
235606	72540.9836066
56551	344578.313253
68537	13212.3595506
93762	725.252140818
235587	52285.7142857
11431	163924.050633
12464	100000.0
26440	395437.262357
17827	62000.0
18655	8489208.63309
66388	15999.7142857
109880	2278.85572139
19983	632996.632997
68117	288571.428571
20044	131125.827815
80280	5671.14285714
77219	184045.584046
26905	51483.0508475
26932	1716.9379015
269523	930521.091811
73024	16288.0
66082	1569.22619048
20463	15130.6306306
19072	142253.521127
243743	8029.58267301
11749	5800000.0
97212	7260812.58191
192169	13038.0
56486	36123.9316239
68995	128285.714286
103963	226973.684211
12304	266457.680251
227331	1664.6
59125	19539.7350993
20088	83458.6466165
20005	127083.333333
68365	49767.4418605
100037258	23809.5238095
67179	19112.2857143
20054	211724.137931
267019	688461.538462
114893	5776.0
67427	348739.495798
11545	347.877591313
110821	852209.944751
56295	26883.1428571
13194	40438.5964912
67490	6267.14285714
19298	55183.9464883
19946	166086.956522
56436	31142.8571429
53319	135.503236246
67367	937.022900763
17449	21257485.0299
63958	145.763000853
20091	315909.090909
22041	91714.2857143
13200	75283.446712
30934	21343.4285714
19877	4267.57754801
67398	4030.50314465
109652	50000.0
75805	15625.0
15461	28229.1005291
18041	121286.031042
14886	1397.99599198
12010	131932.773109
211548	5730.0
16828	10451807.2289
67533	3757.71428571
16648	99142.8571429
214498	473.828571429
55944	24635.0364964
140570	759.391965255
66701	97428.5714286
74080	25031.8367347
20912	31142.8571429
15526	5051546.39175
228026	72629.6958855
67707	47714.2857143
20084	234868.421053
66121	6956.85714286
14227	120714.285714
68188	1909.50155763
21856	345714.285714
77604	2303.48571429
65019	65737.8571429
329908	2196.56094765
76577	13588.0
218506	64857.1428571
12651	4384.01015228
215476	1113.37142857
320714	1881.74285714
233489	62000.0
93747	5310344.82759
216440	2543.60119048
65111	141428.571429
69077	327014.218009
231659	46000.0
67151	80630.6306306
73724	1151685.39326
74153	6477.42857143
20619	6360.95238095
73178	4383.23353293
26446	314634.146341
12408	685920.577617
59027	564154.786151
67382	1427.41046832
107733	6372.57142857
381314	64426.8774704
19184	191379.310345
67873	19957.4525745
27050	306172.839506
75617	215200.0
22258	11954.2619543
66361	1093.28571429
66882	48571.4285714
76051	4461.02449889
75717	46153.8461538
70737	453.450881612
72461	9900.81466395
67089	93573.2647815
94062	41428.5714286
208967	1423.08571429
67840	16042.2857143
57296	39943.3427762
11767	43971.6312057
19177	5336.46209386
69617	244000.0
75964	10961.7142857
16913	3022.86231884
13690	33002.2075055
67460	2546268.65672
29810	166204.506066
11303	27509.951349
68636	59142.8571429
23997	96276.5957447
26554	29296.875
11652	37837.8378378
213326	51714.2857143
56524	34285.7142857
72562	97794.1176471
76795	5902.28571429
75646	3688.0
14251	8098.8317757
52690	5134.57142857
19042	10833.2460733
50887	2870.28571429
107227	754285.714286
56451	942196.531792
18704	17081.8505338
17463	272585.669782
67025	381460.674157
111173	14330.8571429
20932	17794.0
70186	737142.857143
56463	248571.428571
67738	491891.891892
18107	41935.483871
56462	13970.2857143
59022	77428.5714286
105083	10243.4285714
65246	12840.8571429
229285	148285.714286
67311	4303.22580645
225913	46366.7820069
14933	8500.35778175
11605	78.6372315036
114301	11066.0
78428	43890.1477833
19082	75757.5757576
18432	801.860119048
228003	698019.80198
66413	58097.6863753
16443	22637.7142857
58203	39416.0583942
18412	3170.58823529
230249	56857.1428571
72479	188000.0
66881	96831.6831683
106326	2852.45714286
18458	134905.660377
226043	10026.5714286
66307	69714.2857143
20813	63020.0
230163	450549.450549
3338890	79428.5714286
100710	1615.2835408
77040	5631.14285714
68879	949.54303932
72416	1408571.42857
18108	3315.6899811
74996	7848.8372093
13167	2310344.82759
109359	2496.57142857
19167	236470.588235
667370	5332.28571429
28030	116245.006658
19211	678.982630273
55983	780000.0
12972	200000.0
68346	31561.2903226
246703	120857.142857
110611	262000.0
64658	8142.28571429
27061	109795.918367
269587	65151.5151515
71795	3551.42857143
114664	22723.7142857
12468	122242.647059
18563	238539.898132
13437	31923.8900634
19896	151152.073733
70110	5749.71428571
70767	573.821376281
20480	35745.9379616
108100	626168.224299
23807	940.81300813
67308	8368.28571429
76826	7295.29780564
69008	18445.6973294
66865	75381.6793893
223978	35714.2857143
269823	20106.2146893
217830	249714.285714
13627	4588744.58874
54131	10161.097852
12847	46160.130719
12864	8118421.05263
241062	140.498915401
17356	675.934065934
19181	200692.840647
227095	1288311.68831
74370	1264.19475655
19704	5785.49822064
13495	10022.2857143
94230	330.514285714
109136	42650.6024096
207425	865.6
69116	4440.15444015
66904	190388.170055
74617	12630.7522124
105522	1280.2
11740	620805.369128
15288	6936.56509695
68626	1461.01083032
399510	1657.49704841
11950	8710937.5
21762	79074.8898678
11409	1206310.67961
68611	37142.8571429
71361	5631.71428571
27418	1307.31428571
74600	17564.2857143
68195	14097.1428571
11772	25053.3049041
15510	4450261.7801
13177	5674740.48443
24015	19278.2857143
66419	17271.1428571
23874	66044.1426146
68767	293.771428571
19951	31834.8148148
18534	28617.3633441
667846	86285.7142857
54447	126.281746032
24070	2587.36842105
28080	6572769.95305
53381	3103.13868613
217666	37284.4827586
70207	174857.142857
230866	6190.28571429
20851	1249.03307888
68493	22102.8571429
110842	13428571.4286
20848	2675.45454545
19934	177343.75
209354	5745.90163934
235439	2259.54285714
66427	32285.7142857
66997	139473.684211
66397	89393.9393939
223593	1948.91428571
66590	38582.6771654
56200	1111.94285714
67863	514285.714286
26914	48924.7311828
105148	33914.4215531
66857	25432.2857143
22321	9501.18764846
69089	6588.91454965
73139	16626.0
360013	7268.29268293
71745	31006.7114094
140483	7567.11864407
58875	408955.223881
99371	4644.0
208718	2069.8
22230	57003.257329
18803	1244.47004608
72361	2709.85714286
217365	31414.4736842
67054	119529.411765
107045	10016.9779287
53315	71428.5714286
219189	657142.857143
170728	184857.142857
228140	9151.71428571
19942	111029.411765
67671	13187.0
56280	65714.2857143
15925	34347.3994112
224897	1370.06960557
217337	25280.0
67941	680952.380952
71586	158.117073171
11640	9272.85714286
76890	30857.1428571
13358	38857.1428571
27267	10917.6895307
70247	49317.9433368
27407	52857.1428571
17719	23747.2766885
230709	3039.36842105
56384	203142.857143
192159	707.708779443
66711	12872.5714286
21780	314814.814815
69956	46571.4285714
217866	20671.4285714
98828	3858.85714286
81910	69781.9314642
14376	26483.0508475
665155	16490.8571429
107732	28571.4285714
55951	95428.5714286
20751	92720.3065134
381045	127714.285714
224742	42857.1428571
108654	39142.8571429
17159	650.365251728
13367	2660.39840637
224045	3010.73919107
245474	3628.68369352
22139	648571.428571
55989	30857.1428571
20055	284931.506849
18777	246521.73913
12896	1487841.94529
629974	1067.28571429
73158	8840.85714286
338359	31142.8571429
12628	1902.8363047
69597	45012.4688279
66841	2240259.74026
66736	5859.42857143
68015	269121.813031
19212	92285.7142857
232536	32000.0
19266	15690.376569
18139	12183.1428571
110826	11142857.1429
56043	19224.2524917
20334	7339.73856209
69202	80571.4285714
22224	4333.96464646
217615	4272.0
225326	2265.38895152
50529	16638.8571429
15441	281.98
67871	65648.8549618
27395	6708.85714286
66890	14258.6592179
20818	6394052.04461
225791	57142.8571429
56187	13698.2363316
14635	22027.1099744
27207	107594.936709
66885	206481.481481
223267	478.8
69632	85.6707712249
18950	146020.761246
67006	13314.8571429
14268	5086.79854663
93687	1160.23738872
226562	417142.857143
14252	6640.42056075
331401	1042.53450439
67994	5740.57142857
19330	37894.6601942
56305	15775.1428571
78523	6034.57142857
207304	4010.69518717
69955	10652.1064302
76187	92258.0645161
228961	27671.7557252
67713	102586.206897
13384	12953.4285714
74142	213909.378293
229900	4502.57142857
229211	127840.0
66821	27844.5714286
66948	88135.5932203
100705	109428.571429
11845	2097.37142857
67163	45428.5714286
66475	30763.6363636
74769	197.490601504
78913	658.314285714
14870	2938095.2381
13088	864.28
110446	4150943.39623
20917	505773.672055
239528	20000.0
94064	9404.0
20717	88857.1428571
26462	196564.885496
72039	288702.92887
69562	39.9179351423
11905	415053.763441
13884	276173.285199
64143	16207.2815534
72722	8779.71428571
13113	69.1510934394
328099	54571.4285714
12034	557142.857143
97998	2916.85714286
72535	70905.5876686
66052	739644.970414
66753	3442.65010352
3338902	13299.7142857
66071	50571.4285714
664994	308571.428571
229317	11664.0
28200	896057.34767
117586	14421.7142857
65973	5545.20917679
11637	510460.251046
74838	5108.67052023
231801	3315.14285714
110198	181198.910082
14057	38857.1428571
20102	188212.927757
56248	810572.687225
57344	72074.4680851
110135	119334.719335
68133	13555.4285714
75456	61714.2857143
75778	11924.2857143
18816	44399.185336
76740	535.314285714
68052	111920.529801
68585	3079.71428571
22235	21501.0141988
107375	1133.22857143
13885	464539.007092
107508	117724.867725
24071	15960.5714286
67812	52285.7142857
140630	10874.8571429
14962	7507.49014455
71602	676.323396567
27370	110434.782609
216136	289.2
20655	3402597.4026
20239	6574.85714286
71701	49297.5734355
16564	517.541866029
22247	6497.50519751
28185	41428.5714286
226414	88822.3552894
13494	9307.42857143
26965	8100.25773196
17777	103142.857143
69219	392982.45614
72584	5772.88659794
67636	44571.4285714
56428	53428.5714286
26926	707516.339869
232078	4318.57142857
11287	1080000.0
19179	36363.6363636
67414	36000.0
20649	85428.5714286
17281	35142.8571429
52637	1574285.71429
71336	3004.48916409
67976	2640.02857143
27373	1778.84615385
15108	264750.957854
229900	5630.85714286
78781	496.4
56298	17073.1428571
230073	5034.77321814
52815	18859.7107438
320560	1126.02857143
11818	26107.7142857
14466	181.345631068
319876	18898.2857143
68917	114571.428571
192156	1347.53117207
20714	190857.142857
19043	44358.974359
66488	2315.57142857
216443	7948.55875831
78038	380106.571936
266645	2666.16071429
623661	7639.67828418
11773	40919.5402299
72502	442.457142857
70361	20309.4777563
108888	153428.571429
67841	325.732484076
80898	24838.7096774
