Gene names	Intensity L Diaphragm
269713	631.346704871
24014	1953.7414966
192176	103513.411409
65969	5604.85714286
21346	157428.571429
109264	71688.7417219
66355	124347.826087
20963	3084.41971383
76281	35428.5714286
12313	293288.590604
23917	1961.47859922
66222	788918.205805
20708	36000.0
16779	33351.8621456
102502	84285.7142857
14590	8972.87066246
58194	31170.6629055
66098	6379.71428571
66144	36996.6386555
16019	51142.8571429
67443	37616.0
30948	637142.857143
12696	3768.54651163
22138	868997.245336
67834	2622950.81967
11717	7914.09921671
19038	18055.1886792
67861	394285.714286
16403	6825.38955087
68028	29811.4754098
26430	15789.4736842
12140	5272.1969697
74145	71448.0874317
14571	176066.024759
56205	7867.71428571
12653	6038.0
12798	26202.0
17755	2150.04058442
18799	9189.81481481
13017	9777.75280899
56526	1824.6
16560	61946.9026549
234267	42857.1428571
50706	31714.2857143
19895	51815.1815182
P01864	6841.42857143
11544	30662.9834254
66251	1456.63479924
21804	6370.57142857
23999	126074.498567
11677	4493670.88608
229593	1551.77142857
68196	4965.14285714
22271	4210.61093248
97165	585714.285714
22152	36222.2222222
19309	4667458.4323
66471	11262.5714286
114584	95435.6846473
14079	57872.7272727
72042	89142.8571429
15929	3409669.2112
73442	9933.14285714
59046	3601.42857143
11486	43465.9090909
22323	34666.6666667
66849	20174.5714286
11641	100571.428571
12554	45518.2072829
98878	81885.3974122
114663	21014.8275862
16541	1081.07398568
17904	1086092.71523
212307	112576.687117
11857	28188.0
227737	14089.7142857
20692	24325.1428571
12810	27386.0
19055	42994.2418426
11745	342857.142857
19339	16954.5454545
16594	10317.0283806
20193	425714.285714
67980	8531.52173913
15163	22633.744856
13476	22143.4285714
68106	30285.7142857
219072	114285.714286
11973	139823.00885
16956	184177.21519
17254	13877.9467681
13860	3359.71428571
98932	627906.976744
54609	6131.34796238
64933	139.354066986
170718	4028571.42857
16678	61067.5039246
13132	31984.3342037
107589	17619.7836167
11518	14192.2857143
11775	152.837338262
19231	139428.571429
20719	560846.560847
432516	17641.4189837
16906	1316326.53061
18537	1189427.31278
75974	821.342857143
74325	45414.8471616
93686	4672.28571429
227620	2499.80276134
15129	45374149.6599
326618	2108870.96774
11964	99837.9254457
15122	26942857.1429
12908	1220447.28435
53416	13046.2230216
110935	3086.57142857
75608	30540.1785714
12325	21550.094518
26611	6779.71428571
56360	206285.714286
20362	43428.5714286
353170	206857.142857
56195	705.342857143
22003	78169.0140845
16592	523703.703704
104001	72571.4285714
69654	308457.711443
11465	15189.3333333
71780	6914.00359066
320707	26268.8571429
110078	28706.9988138
223601	27815.1428571
232748	401.514285714
68631	17819.7492163
15444	3588.28571429
107975	349.685714286
209378	6391.14285714
19264	2627.34314485
14960	16954.296875
16149	1305.41218638
23825	297142.857143
14007	23425.1968504
18582	14132.0
14936	268292.682927
654795	154000.0
22142	55654.1019956
381694	2118.81390593
73212	745.171428571
14593	23369.0
170930	38781.0526316
67068	76570.8333333
57915	626.057142857
94181	268000.0
68519	64857.1428571
11722	12832.4853229
15512	5517.69352291
17524	18720.2857143
59069	32605633.8028
14688	140588.235294
16593	43622.9205176
19672	40857.1428571
67803	777.542857143
17219	499.196102314
11966	69080.2348337
14245	36857.1428571
268996	1557.37142857
73112	64571.4285714
71148	678.628571429
18751	9733.23397914
52589	4103.14285714
101314	2940.28571429
11931	572368.421053
22629	293902.439024
20970	2199.77375566
13589	155597.014925
12491	292372.881356
56327	8964.67391304
18033	7783.93408857
66273	29142.8571429
14269	9476.57142857
18597	3512820.51282
18739	1023.68571429
17161	36882.1292776
74091	10410.9375
68263	4345403.89972
69772	4643.67346939
216197	22956.5217391
234779	911.62055336
14026	1836.8
12759	54285.7142857
73834	16154.6558704
228359	36571.4285714
380686	6220.0
380928	62000.0
66128	365714.285714
P01867-2	162571.428571
21987	23842.0
229877	45428.5714286
22631	1224489.79592
66310	10394.0
66645	9590.0
18797	5249.43273906
57349	1588.4
20202	27818.0
59069	12116.1971831
21825	3895.12820513
239217	16324.0
109552	12327.4285714
12419	659685.863874
73086	12166.8597914
108911	10495.4285714
66128	237714.285714
320183	8516.0
13016	54648.5260771
72157	29838.7096774
12417	97814.2076503
216963	1110.31168831
27360	53428.5714286
18642	1142307.69231
319713	17155.4252199
72108	2235.14285714
170750	6433.06581059
65106	85714.2857143
14225	2194444.44444
227700	5670.0
20111	8257.59668508
12402	579.605695509
11937	374245.472837
17831	1970.97014925
105298	15375.7142857
12322	3884.51882845
15193	9590.28571429
53598	75806.4516129
11429	17435897.4359
16181	1704.3258427
66576	110559.550562
12816	2131.12179487
52398	208857.142857
17698	804159.445407
18220	67428.5714286
68614	1764.6
26417	50526.3157895
66204	325252.525253
18195	77150.5376344
12183	58687.2586873
192662	676470.588235
27984	13429.7142857
108058	3852.95202952
20201	820.742857143
65972	13607.2580645
244373	45428.5714286
233908	78957.5289575
54391	74838.7096774
63986	7100.0
12757	103829.787234
17967	2975.87443946
382643	51142.8571429
15382	321875.0
116847	835978.835979
56086	85467.1280277
22343	50285.7142857
66469	82285.7142857
29875	9474.95473748
14904	2356.08571429
14857	91479.8206278
76626	178571.428571
668218	32857.1428571
26370	2627.79069767
15469	212129.380054
12858	2582191.78082
11852	9968.87755102
114886	42857.1428571
11733	12352.3093448
14784	176497.695853
234353	2020.44358727
214459	993.057142857
407785	1456896.55172
100732	32193.594306
17215	721.194581281
320183	4608.57142857
26949	66009.8522167
22375	80041.5800416
54120	5171.71428571
76820	2476.68571429
14156	763.28042328
75901	783.089700997
11957	1787037.03704
63913	14262.8571429
108664	6346.99792961
53605	46547.314578
57752	6941.51436031
17931	4779.88338192
20742	264494.286923
20024	48285.7142857
72096	708.285714286
19088	7904.08653846
29817	14726.8571429
66514	61349.6932515
17955	352000.0
329910	2103.53535354
20739	6501.03519669
50926	15103.3222591
80890	184.287634409
56426	15579.1428571
68598	29478.2608696
208194	4778.5326087
18738	275714.285714
30059	150857.142857
22151	33483.1460674
54519	742.657142857
16773	40566.6452028
54401	573170.731707
93730	12982.5714286
14555	1679083.09456
329154	893.942857143
12340	62587.4125874
193740	265210.608424
12041	102912.621359
171210	403973.509934
12826	1054.2840024
17996	14657142.8571
22630	101632.653061
22350	313993.174061
50492	73508.0058224
13138	82082.8667413
22628	2797570.8502
11484	12333.3333333
12631	1036144.57831
223255	37587.0069606
11657	32571428.5714
19291	16781.1428571
67199	152459.016393
235661	133843.212237
94184	20170.2857143
18538	10586.5900383
54673	48767.1232877
67469	1713.96011396
66905	351428.571429
26413	34078.2122905
229709	41132.0754717
109711	153587.443946
20741	54041.3533835
23988	23422.4242424
71889	2685.53459119
19156	147217.235189
11308	3574.85714286
18624	23529.4117647
72565	1853.8
66125	33383.7209302
67689	393.888888889
57258	184.728571429
65962	38872.4035608
13822	44534.4129555
22329	519.810554804
20650	11665.1428571
13169	11915.4285714
319162	65400.7692308
77579	33502.0242915
54130	308571.428571
64383	26478.1491003
14976	184251.968504
22221	350.981481481
109624	480000.0
12336	275092.936803
22330	634146.341463
18637	192857.142857
19046	84709.4801223
235442	9408.21256039
76895	10720.2857143
53602	32857.1428571
51886	58064.516129
16905	2105263.15789
12974	3469827.58621
57376	6710.2189781
93739	28276.9230769
77134	491803.278689
268656	816.997885835
66335	21126.4397906
98366	6998.83474576
58231	6939.17710197
20588	1338.31521739
99889	29142.8571429
59041	5441.31455399
74134	1469.04191617
67808	1946.65714286
224105	56679.389313
67881	28857.1428571
58233	355163.72796
66540	1660.05714286
23943	88000.0
76551	2602.34541578
64899	335.428571429
17919	313.102310231
19385	92285.7142857
235380	2010.6
20383	19189.0243902
110651	11493.7837838
66290	10524.5762712
27205	11964.612326
18798	4114.28571429
231148	41503.2679739
52700	27408.8571429
228998	4586.95652174
58193	312.787878788
20163	348571.428571
227613	2040449.4382
11474	448888.888889
17876	1960.77142857
22154	349099.099099
69151	21826.0
70974	2344.44444444
68942	15907.5117371
234663	77032.5203252
54132	665714.285714
17993	2771428.57143
56398	2992.0
108123	30285.7142857
67530	31261261.2613
16790	27225.6728778
21961	142571.428571
53424	21351.4285714
69083	7212.83783784
30056	4971.42857143
12111	384823.848238
18002	50488.8888889
76467	21201.4285714
22153	335585.585586
17149	82876.7123288
235339	1573208.72274
20740	412621.359223
22388	1080000.0
232975	72852.9121422
12912	6569.20821114
56431	745454.545455
72900	2439516.12903
14544	9906.3876652
56330	78285.7142857
13877	20735.4285714
213012	1469.66329966
12017	3166.47887324
22196	81645.5696203
18475	34718.7772926
66365	69142.8571429
404634	4638.17204301
71766	3199.14285714
66094	50000.0
63985	45142.8571429
56459	4655.71428571
67628	39142.8571429
13427	76797.3856209
216190	8189.42857143
109689	18029.9043062
16691	1163265.30612
106628	29684.9087894
18046	3923.58208955
68205	26319.8019802
234852	3118.7244898
226977	25665.1428571
13660	262172.284644
56440	78571.4285714
192196	81122.4489796
68539	1025.77142857
65964	161714.285714
15132	183428.571429
52551	2907.14285714
27402	431137.724551
20411	37906.9767442
66983	1919.22865014
56212	4860.20942408
15463	11374.2857143
18293	277614.85826
53331	168.436781609
78330	398076.923077
13191	111428.571429
52163	9280.7486631
55980	87364.6209386
83409	5597.14285714
72931	6339.42857143
66385	104571.428571
52009	8889.71428571
108903	34857.1428571
59013	269487.750557
105559	2858.57142857
56456	8916.31701632
76737	672.714285714
14678	81126.7605634
15381	174121.405751
68183	17287.1111111
107513	31053.1468531
12400	4970.0
66054	198947.368421
67673	247457.627119
21923	207.966824645
16331	4398.40470193
67870	16364.2023346
386649	197837.837838
66498	1426.07843137
67488	1526.34285714
192292	74205.6074766
433759	12727.1784232
51797	756.171428571
21881	393442.622951
94186	122000.0
14693	47352.9411765
21351	605341.246291
20168	16965.7142857
22627	4470588.23529
21835	13349.7142857
245688	84235.2941176
22334	1542372.88136
20947	24387.1428571
67938	137790.697674
12333	56241.2342216
17216	672.123893805
18000	537142.857143
20411	15658.9147287
170719	202285.714286
50773	51500.0
110208	240165.63147
12859	2554687.5
110854	67142.8571429
12331	642857.142857
56692	134677.419355
110809	117741.935484
104015	887.611181703
50875	77840.9090909
68202	1629310.34483
54473	50364.9635036
54126	20649.6519722
21849	76618.705036
227624	681.8
19047	121052.631579
94176	192.221006565
66201	15544.9838188
16907	184563.758389
110119	143971.631206
68097	321348.314607
78830	3142857.14286
18104	308759.124088
216873	20082.0
68051	168571.428571
20723	34857.1428571
23964	98000.0
14567	247714.285714
20382	114027.149321
12380	200571.428571
14030	14750.0763359
16563	357.191489362
30949	57142.8571429
13486	5788.0
225027	70411.9850187
110323	10883720.9302
101739	10229.7142857
74192	90849.6732026
12928	49342.1052632
22192	123497.26776
13043	99633.6996337
55992	905.658602151
71978	106487.695749
70620	294482.758621
57319	3331.01123596
210126	62857.1428571
234069	616.228571429
319965	3561.14285714
16688	3975.6227758
27756	142105.263158
21917	74000.0
14164	10208.3870968
56376	4257142.85714
75739	3368.28571429
11972	24786.8945869
268980	6599.14285714
53610	137420.718816
66226	566.2
53607	6059.93031359
18952	30000.0
68969	2279.38053097
12655	24422.0
20911	7591.42857143
60365	22516.6666667
D3YV37	31714.2857143
15159	25676.4705882
14866	250446.428571
72993	629.773691655
14751	4569892.47312
14957	7310.40723982
20630	9435.8490566
66420	6193.33333333
68240	7541.32231405
18971	1563.43891403
18472	217560.97561
14272	11681.1671088
17685	725.679144385
225887	116037.735849
60409	12458.0
66231	5851.42857143
68094	6553.00906843
12401	55142.8571429
52639	10277.4285714
15204	17762.6137304
19663	16033.1428571
216001	39142.8571429
235072	208571.428571
12488	10241.2872841
20222	10409.4736842
108121	2004.72803347
19155	286956.521739
11777	2267.51295337
26941	95714.2857143
21873	8477.46358183
P01868	14428.8571429
19646	30588.2352941
18451	14179.7752809
18643	2928571.42857
66531	25962.5714286
20218	29571.1060948
595136	8858490.56604
218460	11212.5714286
56362	35117.0568562
18569	9366.57142857
11984	29363.2258065
56612	10070.1298701
12343	597902.097902
83997	260571.428571
67465	13780.0252845
67771	138410.596026
140546	43142.8571429
23970	34857.1428571
56372	13483.1428571
66624	26094.2477876
110082	41428.5714286
98053	971.141732283
338367	10437.3757455
108160	3955.75221239
16569	464.163319946
229279	1166226.91293
12283	171847.507331
15387	267818.574514
13001	18001.3953488
59008	1042.33783784
22333	15810810.8108
75734	25040.2857143
216527	1527.6
94284	4024.29378531
73341	11562.1271077
83431	20341.7142857
72590	17078.7564767
93765	1151315.78947
18641	5081.02564103
18148	386986.30137
66601	405714.285714
23837	2551.54285714
116733	3421.96796339
22327	15192.2857143
16573	88265.8359294
12321	691428.571429
208618	2596.57142857
68971	6304.28571429
21887	968.685714286
71810	1951.97142857
59020	84285.7142857
15384	163859.649123
320795	1156.13107822
621893	19474.6153846
57342	40860.2150538
66075	1965714.28571
170760	16061.4285714
12833	138536.585366
70650	182.270803949
12835	3000000.0
22319	110679.61165
231887	88857.1428571
212531	6332.28571429
67951	20137.360179
68816	13266.8674699
75454	2943548.3871
68833	10691.4285714
52563	1760.97152429
68342	6136363.63636
20826	55596.875
18221	81142.8571429
237823	359.76065819
72404	9785.42857143
22384	14330.8571429
109006	16800.5714286
107260	99261.9926199
81877	305714.285714
75530	56857.1428571
68349	2174904.94297
12540	116753.926702
66101	9094.68085106
50995	20062.6959248
14187	109810.126582
16202	75221.2389381
98238	23015.7142857
72567	11534.2763874
105348	9229.71428571
432508	7186.28571429
19326	495412.844037
216131	3195.42857143
68705	2109.67871486
19826	32539.3442623
66314	98285.7142857
53379	1888571.42857
76614	6857142.85714
69878	9001.1627907
20405	10333.423913
269113	4843.92156863
14489	30571.4285714
17472	126000.0
18141	1601.82403433
17975	173974.540311
69091	8350.0
74355	1686.71428571
192174	5304.28571429
433904	1070.4
12834	234042.553191
67010	2954.67924528
55988	59714.2857143
100034361	8318.28571429
229542	6785.14285714
66377	603947.368421
100336	4345.01424501
19052	4780.90614887
67397	70992.3664122
14682	19981.3370474
29806	1243.0
66585	11669.273743
18034	546.929922136
13009	804123.71134
60321	1354.63338534
321022	11117.1428571
18826	166857.142857
16414	3140.07782101
11991	218028.169014
20174	9644.27645788
11746	187428.571429
12334	245714.285714
11938	135057.471264
56309	28007.4285714
80877	11458.5714286
67851	29428.5714286
67474	16697.3076923
11928	41837.7321603
69957	7190.32258065
228836	3508.28571429
66437	628571.428571
94242	11088.5714286
18226	6602.47148289
228983	2118.48571429
16796	128285.714286
15388	126279.863481
69459	3115.71428571
68693	82285.7142857
20318	1749.48571429
15161	1297142.85714
72552	1205.6
223696	11639.7142857
70572	152571.428571
67781	14811.7948718
13063	20476190.4762
23808	2046.0
230596	6872.11538462
242687	12614.2857143
71844	3790.80068143
14082	4845.70731707
230649	46857.1428571
17991	5474747.47475
53817	259345.794393
110639	3216.35220126
66588	673469.387755
98758	1012048.19277
69875	3553191.48936
70316	3628205.12821
67130	4267175.57252
66118	27583.1428571
21399	8464.0
84094	2290.65714286
14672	22838.9972145
67890	228235.294118
16976	132000.0
72313	2078.4
56399	5894.28571429
66091	815476.190476
268373	5457317.07317
68219	8337.14285714
74125	2335.31428571
71514	68240.3433476
66912	22222.5714286
18795	449.416118421
54683	6473214.28571
68724	67741.9354839
67273	4056338.02817
12537	3069.26020408
21787	108857.142857
11735	7547.16981132
56350	74725.2747253
17448	15000000.0
56637	6473.57142857
23827	167857.142857
20833	8655.64971751
66368	9019.3989071
19358	145730.027548
11853	58031.0880829
12867	3539682.53968
51792	869269.949066
67959	21276.5957447
18854	10647.6836158
55936	1005.35836177
68682	3679.42857143
15368	1789.61937716
55990	25794.3925234
20657	30363.7450199
67186	2260869.56522
59005	5206.28571429
67955	76785.7142857
18747	231623.931624
66642	7060.56838366
29876	166403.162055
54214	6346.57142857
12857	25325443.787
17884	1191335.74007
19707	5113.71428571
19290	111142.857143
76055	3139.14285714
103967	7747.97219003
21672	1898989.89899
76137	44000.0
68585	4248.57142857
20409	42285.7142857
76302	9158.0
14790	2960.28571429
224111	5784.57142857
70470	4074.85714286
269061	3316.28571429
57317	15725.5623722
27054	18383.3116037
107701	11443.1603774
72333	20896.0
67923	621428.571429
330662	814.852546917
213760	4840.57142857
193116	842.393162393
72542	35714.2857143
101706	50571.4285714
320024	12580.8823529
27374	7151.80533752
72170	9904.85714286
23790	37142.8571429
11975	234.243146603
17758	27822.2222222
19317	17257.4285714
109331	4886.33093525
56378	183707.865169
20410	26194.2857143
236573	320000.0
16426	24822.0
319186	1500000.0
96979	151822.916667
67886	676.828571429
240028	19609.7560976
104457	4318.28571429
216705	66571.4285714
68607	63142.8571429
76709	264333.333333
11487	3097.73030708
76936	73799.7256516
27055	2680.1754386
28000	28769.8412698
56495	61206.8965517
192170	43065.6934307
103466	71714.2857143
23980	1571428.57143
12345	797833.935018
217864	2566.66666667
57435	186000.0
104009	1767.9144385
68926	2542.85714286
12369	963.795379538
381308	13574.5714286
109676	88285.7142857
69150	15502.5714286
13822	5164.47368421
29857	79836.5122616
19384	1069444.44444
72183	45428.5714286
19357	3538.42519685
22668	21745.7886677
74117	157142.857143
21894	72412.4360488
12321	73142.8571429
68375	4616279.06977
22169	16769.7986577
252870	11876.6999093
67963	6187.11409396
21915	33751.4150943
54195	15846.4516129
20810	17447.3790323
22099	5376.0
66629	9521.14285714
26395	65648.8549618
22070	785714.285714
13002	11310.1010101
226251	2021.83507549
216156	2635.97142857
13033	831707.317073
108099	1534.39929329
11840	42055.801105
19414	697.371428571
72349	98378.3783784
72205	43428.5714286
11844	43008.3333333
66218	1966480.44693
73288	11035.1428571
22680	18456.2857143
331026	3598.05555556
67899	74000.0
74255	18412.4756335
75062	12459.0818363
68278	10007.2599532
21681	8510.19607843
230908	37428.5714286
66914	23382.3529412
338350	156285.714286
20587	553.74025974
13859	17179.7142857
67145	7838.0
108124	74571.4285714
234023	109225.092251
109154	20409.7142857
11947	20604914.9338
66043	863095.238095
76884	4998.32402235
22612	14451.0166359
22608	400621.118012
18810	916648.902153
215951	32571.4285714
75710	14690.8571429
66044	100571.428571
20226	208984.375
66827	3801.14285714
78618	2616.36363636
19655	122762.148338
57750	5282.85714286
12995	89769.8209719
15568	36503.0674847
20616	3616.0
11491	69.7025392987
66521	16926.2857143
108989	69428.5714286
52440	3424.28571429
19084	93963.2545932
16649	40285.7142857
20384	66542.7509294
50884	7036.61347518
16549	9988.90374332
19303	5041.79357022
53893	22021.559633
15530	9711.35689237
319322	85142.8571429
53413	7350.21520803
67838	76536.3128492
67003	6997792.49448
104759	3861.71428571
75619	714.685714286
17920	2909.56521739
78920	964757.709251
19744	40876.6304348
56307	635983.263598
67043	4715.14285714
26921	68.4939172749
103468	1288.98488121
70248	10004.2857143
75914	1445.65714286
53375	165428.571429
76425	12274.5714286
107686	424576.271186
14873	608333.333333
56758	138857.142857
227197	4099037.13893
11632	72285.7142857
245847	2833.00733496
14390	1335.83700441
207565	216.887755102
66411	16507.1428571
56044	8660.67961165
230753	11566.7718191
12568	39383.5616438
12866	415662.650602
69639	5632.24637681
15289	2074418.60465
102595	275.577142857
66235	33688.1944444
66414	2972413.7931
78651	3209.375
56215	3237.9671151
74383	52857.1428571
17938	202285.714286
66416	4699115.04425
114741	13613.7142857
69305	12314.4970414
235041	11387.1428571
20196	37142.8571429
19027	14080.8571429
11651	17929.1666667
18607	2386.2254025
66700	23458.0357143
66713	131142.857143
21402	188957.055215
11843	8728.88888889
67684	3642.0
66663	2478.13895782
56748	32285.7142857
269966	8603.42857143
11867	75000.0
27366	5440.57142857
66055	18444.8571429
56505	36184.2105263
353172	97119.3415638
68045	317142.857143
66050	717.114285714
19387	1802.03735144
233405	400.4
71268	45714.2857143
66694	6605839.41606
18604	198771.498771
20918	246017.699115
18521	115193.370166
22185	23578.9473684
66046	671957.671958
66679	4341.57608696
12387	5919.59026889
54645	19527.7142857
109181	2337.57142857
20639	38470.6666667
22122	23919.9376947
12562	8370.91836735
233802	11752.0
18648	562992.125984
20658	3270.57142857
98845	4552.0
233204	6855.71428571
68581	97428.5714286
15191	205428.571429
26394	34661.4718615
56045	82857.1428571
16993	248772.504092
68845	2248.42857143
70047	17226.4976959
68988	22244.488978
330474	1510.28571429
69736	10021.4723926
71943	6517.14285714
56430	95614.6657081
269338	246.694285714
319565	848.857142857
223527	46715.8415842
66492	3584.32160804
67996	28857.1428571
23806	5104.32432432
14696	58529.4117647
229665	367785.234899
78388	351428.571429
76499	4930.85714286
19360	5938.56707317
74840	154857.142857
11625	158000.0
56274	4587.52515091
21922	18145.1428571
19353	158333.333333
19063	35294.1176471
68033	11981.7142857
78808	643.914930556
60595	926535.087719
17222	46.0226337449
107652	8853.25670498
75597	41142.8571429
56040	652631.578947
66481	939759.036145
19230	43714.2857143
22166	1000000.0
27643	12993.4285714
100041953	254.954285714
67604	3555.71428571
74167	42000.0
74764	11622.6171244
15170	7771.42857143
12539	115831.134565
228769	22740.5904059
224904	198571.428571
14679	29096.0451977
20133	8830.3030303
170625	13861.1428571
21810	126000.0
54139	272.312633833
12818	6010.01669449
22200	5266.45021645
18949	14620.6896552
15452	44039.9082569
12370	4661.66666667
270192	17251.9230769
104444	38571.4285714
72772	1265.68571429
68304	20148.8571429
78294	4378205.12821
16418	6803.26530612
66656	622775.800712
11363	11837209.3023
215615	15247.8461538
76707	10573.1428571
77963	73142.8571429
11744	267428.571429
14265	713.571428571
217342	2091.45962733
329877	182857.142857
109778	111186.440678
77573	10310.2857143
13806	2764976.95853
109711	5919.39461883
16653	42165.0793651
67898	7371.71428571
102058	24210.5714286
192970	9792.0
68991	2280.82857143
68089	176190.47619
56749	4591.13924051
56433	55142.8571429
16785	319322.033898
68981	50588.2352941
22145	511160.714286
71268	9406.28571429
56282	259428.571429
51796	13636.3636364
21371	13234.5714286
105675	699029.126214
20916	6177105.83153
320473	8296.28571429
12351	10721.9672131
66530	23981.9004525
26891	108866.995074
66658	14895.1428571
104130	264238.410596
16151	4271.84466019
26895	2439.31818182
