!!SBtab TableType='Proteomaps' Condition='Intensity L Brain medulla'
!ProteinIdentifier	!Abundance
17196	67142857.1429
69187	22665.1428571
12954	678571.428571
11354	9969.42857143
14077	3533834.58647
12961	982857.142857
12889	3600000.0
12955	5600000.0
380684	3559633.02752
226180	7936507.93651
18039	51933701.6575
17189	1880000.0
12960	21553.7142857
110187	6384.57142857
20617	7928571.42857
18823	8828571.42857
12962	35428.5714286
19194	18038.0
G3UXD0	12498.2857143
12373	20855.4285714
21956	220598.006645
70350	3885714.28571
22349	104957.678356
218038	966472.303207
21954	83412.3222749
66473	55513.3079848
19752	54193.9597315
11723	252571.428571
21924	117391.304348
68416	74571.4285714
16204	264843.75
19660	193714.285714
22003	221478.873239
22072	72357.7235772
282619	10035.7142857
12716	2870813.39713
19293	2457142.85714
17906	1457831.3253
12409	155737.704918
227120	238571.428571
56727	10487.7192982
109901	34153.7593985
12613	9200.50083472
12307	5457142.85714
12308	6457142.85714
12970	35428.5714286
22227	17458.6319218
59006	12256.5714286
109697	36515.5131265
55948	63709.6774194
215384	22834.8571429
13706	24675.2767528
26950	11800000.0
16618	3444.86590038
18378	21055.7142857
12797	81714.2857143
12957	56571.4285714
22287	54000.0
16612	121455.938697
14120	50147.4926254
17897	334313.72549
22074	61428.5714286
29818	9944.37869822
107753	141538.461538
140781	6046.51162791
22004	707746.478873
12652	92571.4285714
69117	16902.5714286
21345	902857.142857
76703	42000.0
18040	21698113.2075
17888	51599.5872033
14580	4465116.27907
233335	19154.3882127
18946	13529.8097252
20259	6824.61538462
17901	413297.87234
23795	48285.7142857
56370	6914285.71429
11847	36158.1920904
17287	4047.92503347
69191	157495.256167
66284	34000.0
17907	668639.053254
106393	115142.857143
18645	3742857.14286
53318	3345.42857143
22003	4507042.25352
11770	931818.181818
69060	23010.7526882
59290	1141.51428571
68738	64956.0117302
20215	6722.57142857
20618	1425714.28571
17896	10198.9637306
99709	1064.4
21953	82967.032967
11636	9226804.12371
17075	1516.34920635
16855	66871.1656442
67041	1773076.92308
67931	46571.4285714
66283	36000.0
20199	7065.42857143
12346	1249042.14559
12180	2056.32653061
76722	329355.608592
103968	5754.35203095
12865	316250.0
380683	37428.5714286
12709	23543307.0866
12036	98727.735369
18951	2474254.74255
16765	3510067.11409
19701	6213.93034826
11475	6206896.55172
59011	18244.0
19285	371428.571429
236539	1405253.2833
17756	1766958.42451
11472	11409.3959732
20200	43428.5714286
22004	211267.605634
12722	118291.347207
17762	3410641.20055
13807	7880184.3318
18600	181277.860327
77337	8312.28571429
17882	357142.857143
22223	12780269.0583
54200	4420.1183432
67373	32857.1428571
75600	1243.14285714
17957	3000000.0
24131	24773.7142857
14264	15194.9468085
12389	38496.6292135
17868	4149.29133858
69824	10401.1428571
13346	119189.765458
12958	34285.7142857
81600	3764.05919662
18479	601834.862385
223809	20247.7142857
17880	234787.018256
259300	23941.06814
11459	83289.1246684
20964	7371428.57143
16832	22934131.7365
14778	190707.964602
53322	13490.0
21925	51083.75
104069	8742857.14286
12715	839895.013123
69983	28730.2904564
233799	9478.08695652
14598	16622.1830986
329251	18032.7868852
13142	86086.9565217
12353	4749.52681388
12925	117714.285714
20203	4228571.42857
216188	6881.04008667
74551	53281.25
20404	11562500.0
66824	29302.5906736
15277	5824.53653217
13823	2217438.10549
13070	6073.76425856
27357	272072.072072
27053	158288.770053
20910	27200000.0
14725	4742.48927039
12557	4301.08827086
67092	109219.858156
56012	102371.541502
13628	2937365.0108
13808	497695.852535
14199	437142.857143
13007	7357512.95337
16763	378.6
109042	13318.2857143
218138	128494.623656
19132	665263.157895
19058	1664705.88235
224796	100000.0
56421	1594387.7551
68794	2328.46661775
17922	272.588736394
107993	2218.50961538
16777	7502.79955207
21916	22356.545961
50876	3247863.24786
216350	1073.85714286
109272	50000.0
18295	7645.63758389
21648	18436.2857143
18073	18554.2168675
15507	155980.861244
66695	13705.0938338
12512	8063.44537815
12323	730627.306273
67399	14524.0
12372	38857.1428571
18746	14557438.7947
20198	10793.4285714
104183	139142.857143
27273	12887.8640777
64661	1818.08571429
69787	6689.42857143
330440	4406.28571429
12971	189714.285714
17929	5651.14285714
14660	927299.703264
12799	26428571.4286
433470	20382.0
17035	380000.0
16664	14869.8347107
226519	70317.3615432
16854	13979.9242424
19283	1680000.0
75572	2849056.60377
20195	41142.8571429
16775	1706.77312775
226041	15177.4285714
67326	520000.0
18489	1352.51428571
118449	4550.28571429
12349	32615384.6154
76293	13908.8571429
17885	2157.25348477
17879	136457.260556
67971	5542857.14286
270097	2011428.57143
11674	21978021.978
66734	3206611.57025
107272	1740540.54054
13602	342857.142857
17022	173668.639053
14457	16959.1428571
171580	2586.25714286
11450	99595.1417004
107029	114592.933948
26558	288571.428571
22240	2642857.14286
232714	20616.8571429
232400	21598.5714286
17930	13046.0
18483	397142.857143
13179	72131.147541
23969	3000000.0
11983	1751428.57143
17118	3462783.17152
69051	231562.5
14467	2765714.28571
56185	515580.736544
16852	248888.888889
72948	1540000.0
11676	9614325.06887
21985	537142.857143
12933	8714285.71429
20965	7657142.85714
16890	10655.7312253
20194	65142.8571429
21753	47428.5714286
19340	885844.748858
229731	36285.7142857
17988	2548571.42857
73723	591428.571429
13405	1828.4937466
12721	1101952.27766
13184	1224.77142857
216739	493543.758967
14583	72740.3156385
13010	478571.428571
16985	2268.57142857
11997	427215.189873
15275	1889117.04312
22352	2296137.33906
107684	45714.2857143
18611	1042857.14286
19652	88888.8888889
71960	73500.0
381204	179.382550336
16952	60571.4285714
11820	154545.454545
12306	525714.285714
