!!SBtab TableType='Proteomaps' Condition='Intensity L Stomach'
!ProteinIdentifier	!Abundance
17196	52000.0
69187	7092.28571429
12954	3066326.53061
11354	45714.2857143
14077	7819548.87218
12961	788571.428571
12889	16518.5714286
12955	10457142.8571
380684	1134.95412844
226180	13741.6666667
18039	72191.5285451
17189	425714.285714
12960	14392.0
110187	211428.571429
20617	159285.714286
12962	385714.285714
19194	242285.714286
G3UXD0	4060.0
12373	4273.71428571
21956	60132.8903654
70350	47428.5714286
22349	62998.7908102
218038	3947.37609329
21954	21581.9905213
66473	37185.1711027
19752	5006711.4094
11723	164571.428571
21924	17550.931677
68416	2988.0
16204	77522.65625
19660	233142.857143
22003	167605.633803
22072	2675.93495935
282619	3428571.42857
12716	459330.143541
19293	64571.4285714
17906	299397.590361
12409	167213.114754
227120	21275.7142857
56727	1978.49122807
109901	15769.1729323
12613	20534.2237062
12307	10670.5714286
12308	13198.0
12970	6771.71428571
22227	2888.63192182
59006	1218.4
109697	69451.0739857
55948	2104838.70968
215384	60857.1428571
13706	3829.15129151
26950	2455.97142857
16618	445.708812261
18378	4844.57142857
12797	2528571.42857
12957	165142.857143
22287	46857.1428571
16612	72030.651341
14120	30383.480826
17897	169607.843137
22074	46857.1428571
29818	248520.710059
107753	8384615.38462
140781	2599.74160207
22004	6338028.16901
12652	240571.428571
69117	18614.5714286
21345	26085714.2857
76703	10570.8571429
18040	19575.4716981
17888	8823.52941176
14580	31627.9069767
233335	221652.786675
18946	18965.5391121
20259	3692.72727273
17901	213829.787234
23795	937142.857143
56370	26818.5714286
11847	5053.38983051
17287	1791.03078983
69191	3662239.08918
66284	494285.714286
17907	686390.532544
106393	15281.1428571
18645	83571.4285714
53318	348571.428571
22003	51056338.0282
11770	2227272.72727
69060	37849.4623656
68738	15102.6392962
20618	517142.857143
17896	3137.87564767
99709	2081.85714286
21953	189010.989011
11636	979381.443299
16855	40184.0490798
67041	575000.0
67931	9618.85714286
66283	3257142.85714
20199	5787.14285714
12346	53639.8467433
76722	58711.2171838
103968	3139.84526112
12865	471250.0
380683	6930.85714286
12709	2015748.0315
12036	264631.043257
18951	24712.7371274
16765	251006.711409
67868	1307.62081784
19701	849.577114428
11475	11458885.9416
59011	11176.5714286
19285	1874285.71429
11754	7410.45751634
236539	42776.7354597
17756	8424.50765864
11472	11521.2527964
20200	797142.857143
22004	3661971.83099
12722	17962.7601314
17762	9321.55525239
13807	7708.06451613
18600	261.441307578
77337	2703.22857143
17882	190857.142857
22223	717488.789238
54200	14767.7514793
67373	11194.8571429
75600	738.771428571
17957	4589.71428571
24131	47142.8571429
67399	4899.42857143
14264	18967.8191489
12389	54685.3932584
17868	38.4212598425
69824	58000.0
13346	3496801.70576
12958	14941.7142857
81600	1169133.19239
18479	7504.22018349
19695	2461.4
223809	629.371428571
17880	1135902.63692
259300	51565.3775322
11459	31564.9867374
20964	7432.85714286
16832	2122754.49102
14778	126991.150442
53322	311428.571429
21925	13286.25
104069	9232.85714286
12715	401574.80315
69983	12834.439834
233799	5261.73913043
14598	2950.88028169
329251	136270.491803
13142	348.753623188
12353	85173.5015773
12925	240285.714286
20203	34571.4285714
216188	8017.87648971
74551	1194.1875
20404	30397.7272727
66824	103626.943005
15277	4455.83424209
13823	6157.80409042
13070	1981.9391635
27357	24798.4984985
27053	43672.0142602
20910	20132.5714286
14725	497.467811159
12557	5498.66989117
67092	5815.8392435
56012	14425.6916996
13628	19152.2678186
13808	184562.211982
14199	1120000.0
13007	4352331.60622
16763	164000.0
109042	145142.857143
218138	223655.913978
19132	99368.4210526
19058	62352.9411765
224796	80478.0876494
56421	51020.4081633
68794	10418.1951577
107993	44471.1538462
16777	6942.88913774
21916	142339.832869
50876	48717.9487179
216350	41142.8571429
109272	6390.57142857
18295	254362.416107
21648	2899.14285714
18073	53895.5823293
15507	4674641.14833
66695	426273.458445
12512	2500.71428571
12323	1757.3800738
67399	205714.285714
12372	44285.7142857
18746	988700.564972
20198	70571.4285714
104183	1045714.28571
27273	1365.65533981
64661	5173.42857143
69787	678.085714286
330440	99.56
12971	2718.25714286
17929	720.2
14660	16765.578635
12799	2928.57142857
433470	35142.8571429
17035	37142.8571429
16664	450413.22314
226519	20970.7529558
16854	357575.757576
75572	266981.132075
20195	500000.0
16775	8920.70484581
226041	84285.7142857
67326	3370.57142857
18489	31142.8571429
118449	348571.428571
12349	11000000.0
76293	105142.857143
17885	54.687661332
17879	38105.046344
67971	597142.857143
270097	5897.42857143
11674	1126373.62637
66734	34499.1735537
107272	43243.2432432
13602	15974.8571429
17022	3165680.47337
11450	82591.0931174
107029	21198.156682
22240	79428.5714286
232714	1503.54285714
232400	8566.85714286
17930	5542.0
18483	8572.57142857
13179	1434426.22951
23969	65714.2857143
11983	922857.142857
17118	411003.236246
69051	1886.8125
14467	697142.857143
56185	9483.5694051
16852	2651851.85185
72948	10960.2857143
11676	25143.2506887
21985	871428.571429
12933	108857.142857
20965	13370.2857143
16890	60.3675889328
20194	471428.571429
21753	124285.714286
19340	4270.59360731
229731	74000.0
17988	134857.142857
73723	106000.0
13405	355.573681349
12721	86984.8156182
13184	3975.42857143
14583	19655.6671449
13010	143571.428571
16985	4854.0
11997	68354.4303797
15275	23203.2854209
22352	2032188.8412
18611	66285.7142857
71960	7450.0
381204	2440.13422819
16952	417142.857143
11820	7111.16883117
12306	682857.142857
14381	45631.0679612
18074	42979.3300071
66395	4771428.57143
12362	3791.29353234
56356	3961.71428571
74340	8919.73898858
11808	534285.714286
109857	99277.9783394
13821	7331.28555176
17760	3751.65562914
56078	14947.0031546
109934	18288.8571429
12406	899280.57554
83397	48285.7142857
67103	1735562.31003
216810	9276.57142857
217124	4648.85714286
12934	23601.3986014
67865	44857.1428571
20324	140857.142857
29877	109714.285714
380698	1004.08571429
11766	6878.0
16776	294.91662184
12332	149431.818182
269713	886.446991404
24014	72.6285714286
192176	325651.681148
65969	208.725714286
21346	1360000.0
109264	4761.42384106
66355	10329.8550725
208943	3973.71428571
20963	3191.89189189
76281	224571.428571
12313	573154.362416
23917	340.525291829
66222	1007915.56728
20708	5344.85714286
16779	3116.23123958
102502	138000.0
14590	132807.570978
58194	33004.2313117
66144	271428.571429
16019	7026.0
76932	8405.14285714
30948	78285.7142857
12696	33224.4186047
22138	1766.39309346
67834	576502.73224
11717	186.566579634
19038	66037.7358491
67861	22142.5714286
16403	4489.27589368
68028	358196.721311
12140	4362.04545455
74145	13348.7704918
14571	57634.1127923
56205	29714.2857143
12653	14369.7142857
12798	134857.142857
17755	15746.7532468
18799	7583.33333333
13017	2903.14606742
56526	10216.5714286
16560	7433.62831858
50706	246285.714286
229603	7052.85714286
19895	1991.28712871
P01864	697.542857143
11544	21060.4972376
66251	10362.9063098
21804	3433.71428571
23999	35816.6189112
11677	715189.873418
229593	3851.71428571
68196	4821.42857143
22271	8424.43729904
14432	10061.7142857
97165	427619.047619
22152	15650.2222222
19309	9249.16864608
66471	22227.4285714
114584	344813.278008
14079	71672.7272727
74103	20616.8571429
72042	737142.857143
15929	207124.681934
