Gene names	Intensity L Brown fat
18479	718.146788991
19695	4422.57142857
223809	7944.0
17880	933062.880325
259300	2357274.40147
11459	2785145.88859
20964	153714.285714
16832	16886227.5449
14778	1066371.68142
53322	39714.2857143
21925	1100000.0
104069	221714.285714
12715	5695538.05774
69983	61825.7261411
233799	19652.173913
14598	3429.40140845
329251	9848.36065574
13142	102028.985507
12353	3755.20504732
12925	711428.571429
20203	654285.714286
216188	8018.85157096
74551	16562.5
20404	88068.1818182
66824	27234.1968912
15277	1821155.94329
13823	64477.9332616
13070	33269.9619772
27357	534534.534535
27053	315508.02139
20910	174285.714286
14725	3669.527897
12557	24788.3917775
67092	46099.2907801
56012	170355.731225
13628	200215.982721
13808	2304147.46544
14199	934285.714286
13007	1181347.15026
109042	76000.0
218138	143010.752688
19132	148421.052632
19058	209411.764706
224796	1039840.63745
56421	498724.489796
68794	58327.219369
17922	20208.2347373
107993	4817.06730769
16777	547592.385218
21916	7122.56267409
50876	68376.0683761
216350	21493.1428571
109272	1145714.28571
18295	399328.85906
21648	30571.4285714
18073	245783.13253
15507	1133971.29187
66695	1477211.79625
12512	11382.7731092
72088	426.514285714
12323	11957.195572
67399	61142.8571429
12372	920000.0
18746	14482109.2279
20198	71142.8571429
104183	89714.2857143
27273	1417475.72816
64661	4844.28571429
69787	21343.1428571
330440	2793.08571429
12971	102000.0
17929	442857.142857
14660	45994.0652819
12799	73095.2380952
433470	9696.28571429
17035	18698.8571429
16664	17828.9256198
226519	914747.977598
16854	146590.909091
19283	3797.71428571
75572	6311320.75472
20195	794285.714286
16775	137114.537445
226041	40000.0
67326	822857.142857
18489	9298.57142857
118449	57428.5714286
12349	3023076.92308
76293	275142.857143
17885	54207.537429
17879	5612770.33986
67971	845714.285714
270097	65428.5714286
11674	22554945.0549
66734	364462.809917
107272	63513.5135135
13602	1879.31428571
17022	3846153.84615
14457	2900.0
171580	819.228571429
11450	3133603.23887
11811	147767.857143
107029	9310.44546851
26558	7656.28571429
22240	156000.0
232714	11232.5714286
232400	48285.7142857
17930	825714.285714
18483	49714.2857143
13179	4480874.31694
23969	105714.285714
11983	102285.714286
17118	453074.433657
69051	73437.5
14467	3085714.28571
56185	50424.9291785
16852	7555555.55556
72948	345714.285714
11676	146831.955923
21985	126285.714286
12933	382857.142857
20965	60000.0
16890	841897.233202
20194	1362857.14286
21753	12615.7142857
19340	11132.8767123
229731	72857.1428571
17988	628571.428571
73723	140571.428571
13405	1727.81402936
12721	281995.661605
13184	2521.68571429
216739	240.545193687
14583	143472.022956
13010	237142.857143
16985	3399.42857143
11997	851265.822785
15275	144763.86037
22352	17596566.5236
107684	30857.1428571
18611	145428.571429
19652	318300.653595
71960	20500.0
16952	685714.285714
11820	10031.1688312
12306	5285714.28571
14381	2621359.2233
18074	135424.091233
66395	12114285.7143
12362	25621.8905473
56356	7872.0
17105	2603.78378378
74340	86949.4290375
11808	2225714.28571
109857	19698.1949458
13821	52901.0238908
17760	16335.5408389
56078	86119.873817
109934	14166.8571429
12406	3860911.27098
83397	173142.857143
67103	268389.057751
216810	38857.1428571
217124	38571.4285714
12934	449300.699301
67865	7528.57142857
20324	2331428.57143
29877	125428.571429
380698	51714.2857143
11766	19494.5714286
26556	15043.7142857
16776	12910.1667563
12332	326704.545455
269713	11270.296084
24014	1583.26530612
192176	284472.988289
65969	10590.2857143
21346	711428.571429
109264	200331.125828
66355	611594.202899
208943	334285.714286
20963	19872.8139905
76281	150857.142857
12313	1563758.38926
23917	88326.848249
18476	32066.8103448
66222	419525.065963
20708	29428.5714286
16779	41967.7598666
102502	345714.285714
14590	13601.5772871
58194	105641.748942
66098	771428.571429
66144	302521.008403
16019	157142.857143
76932	20630.8571429
67443	103200.0
30948	177428.571429
12696	34255.8139535
22138	30954.4770397
67834	19672131.1475
11717	90469.9738903
19038	43696.6981132
67861	1257142.85714
16403	63886.3428048
68028	57074.5901639
26430	46542.8276574
12140	451515.151515
74145	93169.3989071
14571	16368638.2393
56205	48000.0
12653	35714.2857143
12798	58857.1428571
17755	20454.5454545
18799	82010.5820106
13017	19115.7303371
56526	3055.71428571
16560	293805.309735
234267	858.314285714
50706	1088571.42857
229603	5316.07142857
19895	224092.409241
P01864	51714.2857143
11544	93922.6519337
66251	13876.6730402
21804	20931.4285714
23999	260171.919771
11677	3670886.07595
229593	21646.2857143
68196	85142.8571429
22271	3936.97749196
14432	3146.85714286
97165	595238.095238
22152	114444.444444
19309	520190.023753
66471	58285.7142857
114584	609958.506224
14079	700000.0
74103	216.82
72042	230285.714286
15929	10000000.0
73442	84285.7142857
59046	14642.8571429
11486	120454.545455
22323	60800.0
66849	191714.285714
11641	654285.714286
12554	64565.8263305
98878	85397.4121996
270685	527.103377687
114663	320344.827586
16541	10173.7470167
17904	3357615.89404
212307	45705.5214724
11857	186500.0
227737	25933.4285714
20692	181142.857143
12810	34285.7142857
19055	79462.571977
11745	648571.428571
19339	81818.1818182
14086	50571.4285714
16594	13276.9616027
20193	1302857.14286
67980	79347.826087
15163	41358.0246914
13476	474285.714286
68106	52285.7142857
71733	11028.0
219072	585714.285714
11973	1176991.15044
16956	127637.130802
17254	83460.0760456
13860	22085.1428571
98932	1098837.2093
54609	21630.0940439
64933	977.033492823
170718	21428571.4286
16678	339089.481947
13132	32898.1723238
107589	55126.2235961
11518	374285.714286
11775	949.168207024
19231	525714.285714
20719	923280.42328
432516	37967.4017258
16906	1870748.29932
18537	687224.669604
75974	1813.62857143
74325	107423.580786
93686	10346.0
227620	5492.11045365
15129	93877551.0204
326618	1814516.12903
11964	893030.794165
15122	38000000.0
12908	6884984.02556
53416	17549.6402878
110935	21767.4285714
75608	334821.428571
12325	5379.01701323
26611	33428.5714286
56360	2271428.57143
20362	160571.428571
353170	965714.285714
18754	5143.55495251
56195	16228.2857143
22003	324295.774648
16592	5407407.40741
66111	1938.74285714
12550	12330.3167421
104001	31142.8571429
69654	927860.696517
11465	167200.0
71780	126750.448833
320707	1672.94285714
110078	457888.493476
223601	70285.7142857
232748	6313.14285714
68631	88714.7335423
15444	55142.8571429
107975	44000.0
209378	35428.5714286
68420	10205.1428571
19264	4785.90240124
14960	34264.84375
16149	19956.6308244
23825	648571.428571
14007	210629.92126
230972	471.971428571
18582	68666.6666667
14936	455284.552846
213539	26501.9047619
654795	511428.571429
22142	180487.804878
381694	26993.8650307
14593	73333.3333333
170930	850526.315789
67068	450000.0
57915	2963.14285714
94181	294285.714286
68519	34285.7142857
11722	15998.0430528
15512	63033.1753555
17524	482857.142857
59069	4471830.98592
14688	1405882.35294
12945	1005.85131894
16593	102218.114603
19672	64285.7142857
67803	1090.85714286
17219	2039.22046285
11966	409001.956947
14245	1805714.28571
26364	4738.99755501
73112	297142.857143
71148	6044.0
18751	6943.07004471
52589	11031.1428571
101314	105428.571429
11931	384868.421053
22629	979674.796748
18717	7896.21785174
20970	16036.6515837
13589	690298.507463
12491	2182203.38983
56327	71739.1304348
18033	10916.5808445
66273	31142.8571429
14269	56571.4285714
18597	13307692.3077
18739	9624.0
56702	15580.2690583
17161	122623.574144
74091	13952.5
68263	22757660.1671
69772	4704.08163265
11891	20555.6561086
216197	27478.2608696
18536	1621.68571429
234779	960.790513834
14026	1461.05714286
12759	126571.428571
16170	12696.5714286
73834	112550.607287
228359	209142.857143
380686	10214.2857143
432467	15767.7142857
51793	34363.5087719
380928	92285.7142857
66128	3314285.71429
P01867-2	605714.285714
21987	5273.14285714
229877	191142.857143
22631	3587755.10204
66310	44571.4285714
66645	44857.1428571
18797	32576.9854133
57349	5887.42857143
235627	148.511428571
20202	33428.5714286
59069	133450.704225
21825	7437.35042735
239217	42000.0
109552	92000.0
12419	43159.6858639
73086	25955.967555
108911	31142.8571429
66128	1820000.0
320183	18198.8571429
13016	148526.077098
72157	33387.0967742
12417	306010.928962
216963	13506.4935065
27360	451428.571429
18642	261538.461538
319713	59824.0469208
72108	457142.857143
170750	102086.677368
65106	54857.1428571
12412	86486.4864865
14225	4462962.96296
227700	84750.0
20111	43232.0441989
12402	4666.26506024
11937	19919.5171026
17831	1021.04477612
105298	2777.05714286
12322	141422.594142
15193	78571.4285714
17220	12822.2531293
53598	386559.139785
11429	66794871.7949
16181	2782.86516854
66576	529213.483146
100900	94017.0940171
12816	6314.1025641
52398	497142.857143
17698	2062391.68111
29812	136571.428571
18220	214571.428571
68614	2788571.42857
22793	2825.0
26417	115000.0
66204	929292.929293
18195	299731.182796
53378	30000.0
57138	20038.0
12183	106563.706564
192662	2593137.2549
27984	39142.8571429
108058	2123.24723247
13688	8168.57142857
20201	105142.857143
65972	38162.5
244373	1131428.57143
233908	297297.297297
54391	640000.0
63986	31142.8571429
12757	406382.978723
17967	11659.1928251
382643	114285.714286
15382	496875.0
116847	1600529.10053
56086	282006.920415
18753	5268.84272997
22343	522857.142857
66469	50000.0
29875	132770.066385
14904	14164.2857143
14857	193273.542601
76626	255428.571429
668218	172571.428571
26370	7010.46511628
16400	2133.14339981
15469	237735.849057
12858	35205479.4521
11852	38261.7346939
108671	26511.1969112
114886	143428.571429
11733	9613.31901182
227960	441.657142857
14784	336405.529954
234353	2117.55062681
214459	47714.2857143
407785	4500000.0
74325	295633.187773
100732	480427.046263
17215	2032.14285714
26949	379310.344828
22375	397089.397089
76820	32857.1428571
14156	16736.7724868
75901	11389.8671096
11957	1037037.03704
67683	5076.28571429
63913	130285.714286
108664	215320.910973
53605	138874.680307
57752	5660.48738033
59069	215140.84507
17931	48493.6831876
269774	5914.59854015
20742	1955141.76894
20024	508571.428571
232201	5374.85714286
72096	5187.71428571
19088	3076923.07692
29817	26188.5714286
66514	62883.4355828
17955	440000.0
329910	338383.838384
545030	180.988571429
20739	25962.7329193
50926	40531.5614618
80890	8919.62365591
56426	88285.7142857
68598	198418.972332
208194	27173.9130435
18738	385714.285714
30059	1320000.0
22151	312359.550562
54519	608.942857143
16773	73406.310367
54401	7113821.13821
69071	4857.14285714
93730	43428.5714286
14555	82234957.0201
329154	8175.42857143
12340	356643.356643
69270	4480.05102041
193740	240249.609984
18750	13684.8214286
12041	210922.330097
54403	46061.1677479
171210	982339.95585
75007	11370.8571429
12826	3550.20970641
17996	274571.428571
22630	3216326.53061
22350	529010.238908
14923	99494.9494949
50492	71324.5997089
13138	113101.903695
22628	15182186.2348
11484	183333.333333
12631	5126506.0241
223255	115313.225058
11657	68857142.8571
19291	111142.857143
67199	330327.868852
235661	374760.994264
94184	120571.428571
18538	152490.421456
54673	298630.136986
67469	205698.005698
13855	3639.15966387
66905	314285.714286
117150	32304.0380048
26413	195810.055866
229709	1779245.28302
109711	260089.686099
20741	43750.0
23988	61818.1818182
71889	6317.7672956
19156	1585278.27648
67860	19837.1428571
11308	50857.1428571
18624	74239.3509128
72565	23880.2857143
66125	279069.767442
57258	10245.7142857
65962	85163.2047478
13822	587044.534413
22329	1892.96346414
20650	73714.2857143
13169	65428.5714286
319162	170769.230769
77579	96659.9190283
54130	1574285.71429
64383	191516.709512
14976	533858.267717
22221	1803.7962963
109624	1185714.28571
12336	929368.02974
22330	1782363.97749
18637	221428.571429
19046	236697.247706
235442	14555.5555556
76895	28857.1428571
53602	66571.4285714
51886	210445.46851
16905	2315789.47368
12974	28663793.1034
57376	38442.8223844
93739	176923.076923
77134	1268852.45902
268656	4974.41860465
66335	252879.581152
98366	70021.1864407
58231	84973.1663685
20588	1390.2173913
99889	99714.2857143
59041	16202.5821596
67808	24440.0
224105	248091.603053
67881	51428.5714286
58233	37783.3753149
66540	133714.285714
23943	311428.571429
76551	20937.9530917
64899	4056.57142857
17919	822.607260726
19385	317142.857143
235380	14568.5714286
20383	695121.95122
83965	8034.28571429
110651	23378.3783784
66290	469491.525424
66593	83544.3037975
27205	45924.4532803
18798	52000.0
231148	7368.62745098
52700	93142.8571429
228998	88647.3429952
58193	2375.93939394
20163	1351428.57143
227613	4853932.58427
11474	136666.666667
17876	15269.7142857
22154	188513.513514
69151	132857.142857
67581	6068.28571429
56737	25542.1686747
70974	12892.7536232
68942	46157.7464789
234663	130894.308943
54132	101714.285714
17993	9942857.14286
56398	36571.4285714
108123	308571.428571
67530	62522522.5225
16790	55900.621118
21961	1128571.42857
53424	93428.5714286
69083	43918.9189189
30056	405714.285714
50927	24838.2923674
12111	509485.094851
18002	322222.222222
76467	245142.857143
22153	1198198.1982
11603	6307.69230769
17149	426712.328767
235339	8224299.06542
20740	2649676.3754
22388	1408571.42857
67902	8924.57142857
232975	223099.70385
12912	25155.1319648
56431	1109090.90909
72900	6250000.0
14544	123568.281938
56330	268571.428571
13877	162857.142857
230872	26520.5714286
213012	39057.2390572
12017	107605.633803
22196	456962.025316
18475	151528.384279
66365	362857.142857
404634	4119.08602151
71766	82571.4285714
66094	5254.28571429
63985	300000.0
56459	105714.285714
67628	300000.0
13427	282679.738562
216190	26875.4285714
109689	87559.8086124
16691	3448979.59184
106628	48258.7064677
18046	16927.4626866
68205	27730.6930693
234852	60204.0816327
226977	224285.714286
13660	1696629.21348
56440	380000.0
192196	142346.938776
68539	56857.1428571
65964	118000.0
66999	5222.0
15132	21786.5714286
12757	83829.787234
70314	15494.8571429
52551	294285.714286
27402	3532934.13174
56297	94086.0215054
20411	23720.9302326
66983	5327.82369146
56212	58115.1832461
15463	205714.285714
13014	36285.7142857
18293	1163245.35679
53331	12275.862069
78330	10096153.8462
13191	697142.857143
15387	34557.2354212
380752	21514.5714286
52163	73529.4117647
55980	1101083.03249
83409	53428.5714286
72931	9077.42857143
66385	331428.571429
76088	16534.2857143
108903	48571.4285714
59013	855233.853007
105559	34285.7142857
56456	122843.822844
76737	3452.0
14678	445070.422535
15381	565495.207668
68183	48444.4444444
107513	55594.4055944
66054	873684.210526
67673	2432203.38983
21923	4328.53080569
67870	72373.540856
76959	278082.191781
386649	265135.135135
66498	24205.8823529
67488	5094.28571429
192292	17958.6915888
433759	109543.568465
51797	31428.5714286
67457	2153.22857143
21881	25526932.0843
232807	14411.4285714
94186	193714.285714
14693	388235.294118
21351	19643916.9139
20168	425714.285714
22627	11803921.5686
21835	722857.142857
245688	45647.0588235
22334	4949152.54237
20947	44857.1428571
67938	487209.302326
12333	96633.941094
18000	1571428.57143
20411	183720.930233
170719	88571.4285714
50773	63000.0
110208	6770186.3354
12859	16328125.0
110854	537142.857143
238330	11680.8571429
12331	1837142.85714
56692	1411290.32258
110809	612903.225806
104015	2843.51969504
50875	346590.909091
68202	12068965.5172
54473	32605.8394161
54126	40719.2575406
67299	16529.4285714
665596	8981.42857143
21849	114988.009592
227624	26632.8571429
19047	433436.532508
94176	678.884026258
66201	100970.873786
66373	153846.153846
16907	625838.926174
110119	66666.6666667
68097	508988.764045
70225	12616.1490683
78830	152285.714286
18104	79197.080292
216873	44285.7142857
68051	206000.0
20723	198000.0
23964	261142.857143
14567	960000.0
20382	216289.59276
12380	414285.714286
14030	81374.0458015
16563	5430.78014184
30949	76857.1428571
66070	59825.3275109
13486	14098.8571429
320165	76227.3901809
225027	5943.82022472
110323	43488372.093
101739	17295.4285714
69499	4137.14285714
74192	188235.294118
67475	5124.4111349
12928	110855.263158
22192	191256.830601
52822	29142.8571429
13043	593406.593407
55992	6055.91397849
71978	136017.897092
70620	346206.896552
57319	98651.6853933
210126	83428.5714286
56726	41428.5714286
66892	462857.142857
234069	2039.88571429
319965	30285.7142857
27756	644210.526316
21917	102857.142857
14164	2628.64516129
56376	400000.0
75739	210857.142857
11972	124786.324786
268980	52571.4285714
53610	443974.630021
66226	33714.2857143
53607	36585.3658537
18952	170571.428571
68969	15553.9823009
12655	2211.54285714
20911	65428.5714286
60365	50910.9195402
D3YV37	39714.2857143
17217	1781.67053364
15159	161397.058824
14866	391071.428571
72993	8269.58981612
14751	17025089.6057
14957	457013.574661
20630	40457.2327044
66420	22826.1904762
68240	27204.1322314
18472	595121.95122
14272	38726.7904509
17685	8215.40106952
69207	15001.4285714
54394	2441.4
225887	570754.716981
60409	72571.4285714
66231	27862.5714286
68094	32234.1302556
12401	165428.571429
52639	2514.05714286
15204	146.426799007
19663	71142.8571429
216001	20252.5714286
235072	1851428.57143
19070	2129.68571429
12488	85086.3422292
20222	81684.2105263
108121	78661.0878661
19155	275000.0
11777	86010.3626943
26941	150285.714286
21873	32904.8843188
P01868	53714.2857143
19646	308235.294118
18451	12553.1835206
59079	4172.68188302
18643	7428571.42857
66531	73428.5714286
20218	110158.013544
595136	26981132.0755
218460	78571.4285714
56362	104347.826087
18569	61428.5714286
11984	111612.903226
56612	156493.506494
12343	1052447.55245
83997	30285.7142857
67465	120606.826802
67771	913907.284768
140546	81714.2857143
23970	270000.0
56217	7959.40740741
269593	55428.5714286
56372	5842.85714286
66624	87610.619469
110082	9739.42857143
98053	6310.62992126
338367	15904.5725646
270110	26575.7142857
108160	18897.3451327
16569	52342.7041499
229279	1934036.93931
12283	299120.234604
15387	1380129.58963
13001	195813.953488
22324	1927.10059172
59008	9361.62162162
22333	10067567.5676
75734	291428.571429
216527	23056.8571429
94284	2598.49340866
73341	6741.24513619
83431	5065.71428571
72590	95077.7202073
93765	1611842.10526
18641	1278205.12821
18148	811643.835616
56150	320000.0
66601	2914285.71429
23837	40000.0
116733	18204.3478261
20021	15507.6363636
22327	1127.51428571
16573	153686.396677
12321	1085714.28571
208618	55714.2857143
68971	43428.5714286
21887	13868.0
71810	29142.8571429
59020	151428.571429
15384	719298.245614
54196	80857.1428571
320795	29704.0169133
621893	488461.538462
57342	532258.064516
74246	96541.7867435
66075	4600000.0
170760	218000.0
12833	105365.853659
70650	7116.36107193
57230	6706.85714286
21807	32000.0
12835	2368571.42857
22319	682524.271845
231887	308571.428571
212531	62571.4285714
67951	11463.9821029
68816	143373.493976
75454	1266129.03226
68833	38571.4285714
52563	14068.0067002
68342	15909090.9091
56358	20291.4285714
20826	385937.5
18221	311428.571429
237823	32909.4988781
17079	40393.3434191
72404	54000.0
22384	200857.142857
109006	225714.285714
107260	405904.059041
81877	194857.142857
75530	160857.142857
68349	4296577.94677
12540	738219.895288
66101	38302.6595745
50995	117554.858934
14187	585443.037975
16202	223451.327434
98238	115714.285714
56031	14606.9767442
72567	36017.4102285
105348	28415.4285714
17380	17600.0
432508	54857.1428571
19326	3100917.43119
216131	11544.0
68705	47389.5582329
19826	98032.7868852
66314	651428.571429
53379	6885714.28571
76614	20657142.8571
69878	62239.5348837
20405	78804.3478261
100986	18303.7142857
269113	33529.4117647
14489	275142.857143
52428	1203.51428571
17472	17847.7142857
18141	10517.8111588
17975	889674.681754
69091	147714.285714
74355	5079.14285714
192174	12438.8571429
433904	4061.14285714
12834	176015.473888
67010	87169.8113208
55988	93142.8571429
100034361	52285.7142857
229542	21936.5714286
66377	2947368.42105
100336	15505.982906
19052	32686.0841424
217837	53221.9570406
67397	431297.709924
14682	259052.924791
236732	12365.5913978
217517	8621.42857143
29806	13656.2857143
66585	86033.5195531
13009	178865.979381
60321	17004.6801872
321022	57428.5714286
18826	337142.857143
108014	38778.3783784
16414	4765.36964981
11991	715492.957746
20174	129805.615551
11746	457142.857143
12334	668571.428571
19889	5128.28571429
11938	163793.103448
22218	163366.336634
56309	195428.571429
80877	56857.1428571
67851	224285.714286
67474	77307.6923077
11928	78103.6168133
69957	33870.9677419
228836	7596.85714286
66437	1011428.57143
94242	111142.857143
18226	38783.269962
16796	334285.714286
15388	1035836.17747
69459	10418.0
69024	2527.97142857
68693	420000.0
20318	14724.8571429
15161	337142.857143
217692	10473.4285714
72552	14480.5714286
223696	371428.571429
70572	334285.714286
67781	146153.846154
13063	44285714.2857
23808	17585.7142857
230596	24354.1666667
242687	52112.6760563
71844	4916.86541738
14082	36770.2439024
230649	190000.0
74200	1357.65714286
17991	19191919.1919
56697	21928.5714286
67877	23555.0561798
53817	485981.308411
110639	3521.3836478
66588	3770408.16327
98758	2200000.0
69875	7872340.42553
70316	15769230.7692
67130	19007633.5878
66118	156857.142857
21399	64285.7142857
14672	156545.961003
64136	14838.8571429
67890	1110588.23529
16976	391428.571429
72313	14181.4285714
56399	26948.0
102566	14517.4285714
66091	6607142.85714
19053	33980.5825243
268373	26097560.9756
68219	50571.4285714
74125	2927.14285714
71514	157367.668097
106344	7572.25274725
66912	10629.1428571
18795	11759.8684211
54683	17946428.5714
68724	263978.494624
67273	14450704.2254
12537	25510.2040816
21787	340000.0
11735	2500.5609383
56350	208241.758242
17448	33727810.6509
56637	40238.0952381
23827	1983766.23377
20833	58192.0903955
66368	46174.863388
19358	106611.570248
11853	246113.989637
12867	8269841.26984
21968	25330.5714286
51792	2699490.66214
67959	141666.666667
18854	18079.0960452
55936	16384.3003413
68682	5061.42857143
15368	9557.78546713
55990	18165.046729
20657	217529.880478
67186	6173913.04348
59005	161714.285714
67955	598214.285714
18747	1071225.07123
66642	26110.1243339
29876	1869565.21739
54214	46857.1428571
12857	38698224.8521
17884	1578133.05828
19707	15026.2857143
19290	405714.285714
76055	12226.2857143
103967	43684.820394
21672	5101010.10101
76137	525714.285714
56324	16997.1319312
68585	22744.8571429
20409	362857.142857
76302	57142.8571429
217030	4276.28571429
109232	23132.8571429
66899	12144.5714286
14790	10323.1428571
224111	30571.4285714
70470	49428.5714286
269061	5164.57142857
16568	2761.76890157
57317	33946.8302658
27054	12967.1447197
107701	41037.7358491
72333	53714.2857143
23971	25961.5384615
67923	1696428.57143
330662	9919.57104558
213760	20020.8571429
193116	5230.94017094
72542	57142.8571429
70296	270571.428571
101706	731428.571429
320024	5912.74509804
27374	30298.2731554
72170	136571.428571
23790	88000.0
76614	18540.8571429
11975	7737.42550656
17758	123555.555556
19317	337142.857143
109331	3213.77183967
224903	25118.2857143
56378	696629.213483
20410	23569.7142857
236573	2011428.57143
16426	345714.285714
319186	8809523.80952
96979	1361979.16667
67886	13608.2857143
240028	96487.804878
17128	4268.23956443
14797	1484.08571429
104457	13514.2857143
12237	55214.7239264
216705	273714.285714
68607	1002857.14286
76709	1496666.66667
11487	8794.39252336
76936	271604.938272
27055	19824.5614035
28000	193650.793651
56495	482758.62069
192170	217031.63017
22594	2883.83518225
103466	6145.71428571
23980	4114285.71429
12345	2263537.90614
217864	14232.2851153
57435	1068571.42857
104009	4252.54010695
68926	8098.57142857
12369	10270.2970297
381308	32000.0
26431	7953.10734463
109676	357142.857143
69150	32857.1428571
13822	28238.8663968
29857	5959.67302452
76899	11445.1428571
19384	3699074.07407
66911	11341.4285714
54353	495.285714286
72183	662857.142857
19357	12634.8031496
22668	103369.06585
67973	517.257142857
P16546	260000.0
74117	685714.285714
21894	645415.19087
12321	102285.714286
64704	72489.0829694
68375	17151162.7907
22169	137583.892617
252870	58023.5720762
102122	1338.74285714
67963	124161.073826
19229	7157.58176412
21915	166981.132075
54195	30967.7419355
20810	168346.774194
22099	109142.857143
66629	92000.0
26395	399491.094148
22070	777142.857143
13002	61111.1111111
225131	5580.0
226251	116144.018583
14011	2500.82474227
100434	1026.29402757
216156	25480.0
13033	7170731.70732
108099	31978.7985866
16801	14456.5217391
11840	895027.624309
19414	12215.4285714
72349	751351.351351
68001	23610.5714286
72205	110571.428571
11844	377777.777778
67285	7087.63326226
66218	8826815.64246
665113	1476.8707483
73288	106285.714286
22680	104285.714286
331026	26558.8888889
67899	360000.0
74255	78167.6413255
75062	92614.7704591
237859	1123.06273063
68278	32318.501171
21681	62352.9411765
230908	817142.857143
66914	57918.5520362
338350	565714.285714
20587	17161.038961
13859	174571.428571
11416	136727.272727
67145	25044.0
108124	554285.714286
234023	99261.9926199
109154	137142.857143
11947	7107750.47259
66043	863095.238095
76884	33998.4038308
22612	26802.2181146
22608	1173913.04348
18810	172244.723939
215951	980000.0
75710	29142.8571429
15182	39754.0983607
66044	196571.428571
20226	855468.75
66827	14493.7142857
78618	3358.05194805
19655	195140.664962
57750	20357.7142857
20720	1325.48571429
12995	340153.452685
15568	493865.030675
20616	44000.0
11491	1997.94437727
66521	59142.8571429
108989	762857.142857
52440	13437.4285714
19084	108136.48294
107182	18880.2857143
16649	136857.142857
20384	152788.104089
50884	70478.7234043
269966	16095.4285714
16549	96791.4438503
19303	62774.9576988
53893	802752.293578
15530	48826.5443755
319322	465714.285714
53413	46197.9913917
67838	127653.631285
67003	29139072.8477
104759	125.545714286
75619	3966.85714286
17920	20948.6166008
78920	6740088.10573
19744	75000.0
56307	115899.58159
67043	194571.428571
26921	5742.41686942
103468	6905.07559395
70248	96285.7142857
75914	7876.28571429
53375	1428571.42857
76425	2720.05714286
107686	299152.542373
14873	1466666.66667
56758	254000.0
227197	11609353.5076
11632	73142.8571429
14390	26872.246696
74105	19402.9850746
207565	7682.65306122
67675	124285.714286
66411	47428.5714286
56044	138834.951456
230753	125131.440589
12568	561643.835616
12866	9228915.66265
69639	30374.6376812
19246	44444.4444444
15289	6558139.53488
66235	512500.0
66414	8965517.24138
70052	11818.4261036
78651	367500.0
56215	48729.4469357
74383	110571.428571
17938	1511428.57143
66416	18495575.2212
114741	147142.857143
69305	81065.0887574
235041	148285.714286
20196	2242857.14286
19027	88571.4285714
11651	106041.666667
