Gene names	Intensity L Brown fat
18607	11171.7352415
66700	56696.4285714
66713	1077142.85714
21402	748466.257669
228061	1052.03100775
11843	210555.555556
67684	30285.7142857
66663	73697.2704715
56748	345714.285714
269966	12749.4285714
11867	448924.731183
338467	1149.25714286
27366	11921.1428571
66055	72000.0
56505	170614.035088
353172	518518.518519
68045	642857.142857
66050	21378.5714286
19387	109168.081494
233405	115142.857143
76561	4848.0
71268	48857.1428571
66694	11934306.5693
27222	3285.1744186
18604	1631449.63145
20918	1230088.49558
18521	704419.889503
22185	233684.210526
66046	5449735.44974
66679	29347.826087
12387	109090.909091
54645	74857.1428571
109181	111714.285714
20639	113333.333333
22122	311526.479751
12562	19005.1020408
233802	81428.5714286
18648	16968503.937
20658	74571.4285714
231386	5801.14285714
98845	1905.91428571
233204	71428.5714286
68581	585714.285714
15191	934285.714286
26394	147186.147186
14707	202941.176471
56045	354285.714286
16993	599018.003273
68845	10450.0
70047	184562.211982
68988	31462.9258517
66278	73714.2857143
227290	1984.91428571
330474	70571.4285714
69736	18280.6748466
71943	22516.5714286
56430	191229.331416
269338	18168.0
105445	12394.5714286
319565	23155.7142857
223527	465346.534653
66492	31264.8241206
67996	136571.428571
23806	9756.75675676
14696	564705.882353
229665	255033.557047
78388	1571428.57143
386612	20270.0879765
76499	67142.8571429
19360	2037.95731707
74840	514285.714286
11625	491428.571429
56274	9417.70623742
21922	46000.0
19353	363541.666667
232314	11673.4285714
19063	562091.503268
67693	5698.0
224902	8829.42857143
68033	100000.0
78808	2504.77430556
60595	1600877.19298
17222	500.766460905
233824	40857.1428571
107652	79885.0574713
75597	597142.857143
56040	2692982.45614
66481	6072289.15663
80838	162910.798122
19230	497142.857143
22166	4028571.42857
27643	27769.1428571
100041953	42000.0
67211	5464.57142857
67604	63142.8571429
74167	39714.2857143
234797	19620.5714286
232791	4389.6138482
74764	117285.945073
15170	4157.98319328
12539	728232.189974
228769	55350.5535055
224904	768571.428571
14679	116101.694915
20133	26388.8888889
170625	37142.8571429
21810	125428.571429
54139	457.04496788
12818	14635.5036171
22200	59956.7099567
72068	1309.22222222
18949	23172.4137931
67988	20060.745614
15452	222477.06422
12370	9036.25
270192	231730.769231
104444	164857.142857
72772	8316.85714286
110380	1193.2
68304	27253.1428571
78294	9102564.10256
56480	5053.77229081
16418	42857.1428571
66656	1829181.49466
11363	43255813.9535
215615	99692.3076923
76707	55142.8571429
20248	345.857142857
11744	187714.285714
14265	72000.0
76938	15556.0493827
217342	4845.65217391
329877	2477142.85714
109778	650847.457627
77573	15882.0
276846	2674.23423423
13806	46313364.0553
109711	10124.8878924
16653	182010.582011
67898	38000.0
30057	92000.0
102058	79428.5714286
192970	17346.5714286
319939	1441.05714286
68991	26842.8571429
68089	472619.047619
56749	219493.670886
56433	272000.0
16785	1332203.38983
68981	115294.117647
22145	408482.142857
71268	38000.0
23950	6508.21917808
56282	3828571.42857
80743	17206.2857143
51796	49260.0422833
21371	236857.142857
26951	8307.83055199
105675	941747.572816
20916	33261339.0929
320473	465714.285714
12351	239672.131148
66530	59276.0180995
26891	642857.142857
71169	15545.7142857
66658	268857.142857
104130	5821192.05298
16151	36407.7669903
70153	147714.285714
15369	251111.111111
23881	130857.142857
17913	514581.373471
56174	64139.941691
59042	255428.571429
68505	3364.85714286
22158	9879.14285714
70497	108285.714286
110355	1638.75181422
52064	596330.275229
19041	165.572649573
234699	7396.87055477
66317	211803.278689
59021	468867.924528
106039	264566.929134
71678	100285.714286
55949	3351111.11111
107476	4264392.32409
216344	65315.3153153
99412	118571.428571
66072	224571.428571
56334	317142.857143
13430	254022.988506
20832	363953.488372
74781	179714.285714
212999	79142.8571429
110052	32285.7142857
14782	232000.0
22042	11102.7522936
239667	2151.37142857
17120	2046.72245467
22273	9062500.0
16434	203030.30303
12301	698689.956332
50770	270429.654591
109785	15210.3321033
54451	52857.1428571
16709	11616.8571429
19286	419444.444444
67282	3368.57142857
26754	446107.784431
11992	2605095.5414
76742	143428.571429
21917	2533.17142857
233199	122285.714286
77305	132000.0
266692	163714.285714
19821	5894.64285714
19359	112980.769231
51786	23875.1428571
226591	271714.285714
105245	249400.479616
70439	3914285.71429
15354	133500.0
13430	27356.3218391
56812	31574.0072202
26893	105864.197531
20844	42335.7664234
52348	9247.85894207
27965	11102.2857143
54709	658461.538462
67458	48285.7142857
67078	68535.8255452
276770	6136363.63636
12632	1331325.3012
218490	124000.0
67726	79142.8571429
22134	43714.2857143
66200	19051.4285714
53323	156500.0
12368	47101.4492754
100206	107837.837838
56744	96190.4761905
217473	42857.1428571
68572	1280.91428571
66495	8701923.07692
230721	337142.857143
210376	10889.1428571
21372	14587.4762808
69976	143449.781659
223754	12214.8571429
13382	16640471.5128
621156	334285.714286
18570	294285.714286
269682	112857.142857
234671	25076.5714286
11739	15201342.2819
215999	382857.142857
71919	10433.7142857
213491	8068.0
18718	1624.83950617
66399	1222222.22222
226407	32285.7142857
22195	2188311.68831
170791	113018.867925
53421	5621.8487395
238024	468571.428571
110829	187428.571429
13006	80772.3911257
19656	49714.2857143
11747	5885714.28571
71732	31428.5714286
77407	82089.5522388
234865	3540.17316017
17184	141843.971631
54127	4000000.0
71713	8465.28497409
66861	5040.35308953
286940	312067.640277
223723	98000.0
54170	277142.857143
83796	15995.6685499
212111	49142.8571429
26922	4423592.4933
56748	191428.571429
72124	151944.444444
12729	8999.57627119
16456	20383.3333333
65970	60285.7142857
16545	2612.62108262
277360	183.915151515
18120	240000.0
68251	26369.1428571
19205	698292.220114
20624	84037.0751802
59035	8630.75657895
11566	320175.438596
14674	116180.371353
15492	45576.4075067
94232	16104.0268456
101943	59079.7041906
13854	121043.478261
105504	56000.0
23983	460674.157303
11564	219008.264463
319154	502941.176471
23789	67714.2857143
229524	5929.71428571
381760	421052.631579
27366	34571.4285714
19878	53890.4899135
54198	233428.571429
213350	16108.8571429
71881	2688571.42857
11927	1162857.14286
73699	324459.234609
93684	42571.4285714
26384	234948.096886
99683	51142.8571429
232341	8161.54816996
67300	1068656.71642
223453	32285.7142857
70430	67428.5714286
68059	55428.5714286
12467	147834.274953
17319	181739.130435
69710	6706.4738292
12388	85820.8955224
226144	8244.0
14667	147668.393782
83701	147428.571429
233977	1919.31428571
100226	441605.839416
219135	3809.23824959
212880	14244.1860465
17995	7392241.37931
238123	27302.2857143
320267	44857.1428571
50709	74429.2237443
108083	7603.36538462
11821	49159.4444444
19045	125454.545455
73046	2171052.63158
71955	62857.1428571
13040	5385.58823529
268301	16389.1428571
20637	303571.428571
14300	20505.8139535
14860	1175675.67568
66552	3971.14285714
665775	11418.0
214952	50806.4516129
230861	1329955.66814
11639	31249.7757848
208263	22397.1428571
19324	3746341.46341
227446	16716.5714286
73473	18335.4285714
17992	20853658.5366
66616	265142.857143
22276	59245.2830189
216363	5744.28571429
110253	23462.8571429
268470	2137.5
215449	1271739.13043
18415	157517.899761
56275	16143.4977578
107702	308571.428571
140858	34857.1428571
11737	731428.571429
12988	17221.3333333
26450	400000.0
69276	3969.09547739
76192	20847.4874372
78798	5939.71428571
232087	96455.6962025
21885	3752.85714286
18706	16198.5018727
15239	37161.2903226
215114	18270.1652089
52469	134571.428571
16658	7462.53869969
27041	460000.0
14433	44144144.1441
75624	49481.865285
192231	17798.5714286
103136	5598.57142857
79560	61635.2201258
100043714	18375.1428571
21872	55186.2464183
226646	6263498.92009
28018	22845.4285714
67542	131428.571429
19134	4327.20953327
72692	96954.3147208
70564	2445714.28571
229543	4720.65321806
22245	142960.288809
78655	279428.571429
67824	3124.85714286
27967	14743.5897436
108155	87189.292543
22378	70000.0
320938	12776.0
28006	24371.1428571
23945	4026402.64026
67040	206153.846154
70297	25188.8571429
19718	6444.6991404
13424	186046.511628
59015	7845.93437946
228994	19066.2857143
213827	965714.285714
19192	244488.188976
54128	772727.272727
66922	60784.3137255
19383	29136.2179487
66449	67428.5714286
52432	35982.3399558
72754	233.117142857
72047	21097.9547901
56443	162432.432432
11771	37461.6171955
16480	75302.0134228
66998	51587.3015873
52502	166285.714286
13684	718894.009217
22088	14557.544757
102339	26204.5714286
57320	7089947.08995
18102	442763.157895
58202	3205.71428571
66108	6100795.75597
192289	29691.2114014
70769	1222.45714286
27058	200000.0
26383	10708.5714286
208606	4268.28571429
207352	87428.5714286
103573	136321.195145
11364	42755344.4181
15894	671.247672253
319192	6771428.57143
14194	24852071.0059
15212	34888.0597015
28295	12171428.5714
23879	5283.71428571
20042	3984848.48485
50933	552173.913043
66164	23020.2857143
66085	132963.98892
68303	5054.28571429
54138	46857.1428571
72201	27697.1428571
14084	179714.285714
69368	22568.8571429
66073	1258823.52941
231380	21937.3219373
217325	579.230769231
216724	612.064606742
19247	134170.854271
69697	8669.14285714
19201	13175.1428571
15458	1168571.42857
19035	3703703.7037
12929	69966.9966997
224014	2578.2
14083	24311.9266055
53380	31062.3376623
69719	48837.2093023
56258	31625.8351893
20924	122285.714286
76563	35714.2857143
233871	173142.857143
60596	845.267727931
66609	37356.3218391
76688	35047.2636816
69456	63714.2857143
17420	2358.12297735
16978	19217.7142857
226539	12463.5528331
269614	18170.7317073
20130	46788.9908257
20656	44144144.1441
231713	17270.5714286
211488	42578.125
23972	160869.565217
20684	271142.857143
67939	99714.2857143
14469	60857.1428571
224727	85428.5714286
66646	311842.105263
107271	426136.363636
67437	46759.4594595
70231	43142.8571429
67500	111142.857143
14104	18290734.8243
51810	475000.0
333433	655270.655271
73910	18080.2857143
75612	44117.6470588
70616	2892.06842924
72198	12019.2307692
329777	16792.6582278
67039	41169.451074
71835	39714.2857143
26936	52857.1428571
232989	58857.1428571
68194	2689922.48062
217449	66285.7142857
29816	74000.0
56418	151010.10101
50911	16215.5251142
269951	13429203.5398
54189	14501.1600928
226432	408571.428571
225341	90000.0
19342	2472.76995305
70160	80051.8134715
76987	580000.0
12566	3958.67052023
66592	1548571.42857
71853	1581818.18182
56361	4468.55791962
69727	712.786885246
17425	18636.9958275
99045	94000.0
52477	3797.42857143
52715	951.542857143
20336	33230.7692308
17970	13000.7619048
245945	86571.4285714
20115	2149484.53608
11370	24542682.9268
58240	55142.8571429
27369	288086.642599
14768	76285.7142857
83493	144571.428571
71177	2254.42857143
235315	4731.42857143
20901	381818.181818
66383	374285.714286
56085	171821.305842
228866	4588.28571429
12261	1362857.14286
625249	3940711.46245
238831	8758.66873065
75705	219312.602291
20430	18196.3288109
74326	119714.285714
107526	162571.428571
14828	4793893.12977
257633	3257142.85714
13680	145142.857143
97387	5405.71428571
66916	1277372.26277
22601	118285.714286
17436	9720279.72028
68299	20135.7142857
68337	565714.285714
433702	16455.6962025
209086	4512.28571429
13204	144654.08805
54367	22758.6206897
56070	62272.7272727
69225	860000.0
266781	15910.2857143
28106	273428.571429
75553	8048.0
223650	29714.2857143
20479	214639.63964
100019	102857.142857
338337	32285.7142857
13722	112857.142857
72515	2960.0
213541	3786.0
18102	18618421.0526
68653	2091428.57143
76457	178857.142857
69713	26365.1428571
104112	11365719.5234
56194	13641.1332634
50917	4398.84615385
21991	15551839.4649
73830	227142.857143
107047	8621.96969697
70549	52210.5263158
75415	7842.85714286
27784	58571.4285714
67144	6119.14285714
17164	26943.0051813
105787	59570.6618962
53310	2314.71428571
232679	10152.8571429
21429	69019.6078431
67897	109032.258065
68135	875000.0
93692	227102.803738
64652	44571.4285714
66053	6228.79078695
68197	12916666.6667
110920	28662.4203822
19324	151707.317073
20648	16588.0
74245	5669.3989071
52635	7733.42857143
101568	629.602649007
71994	269142.857143
66921	3837.08487085
17257	30991.7355372
56354	166599.190283
28169	231914.893617
67074	15790.0
67332	348412.698413
11806	8560606.06061
18518	300000.0
14208	76199.2619926
67184	2520833.33333
54161	460000.0
15254	2000000.0
76824	200000.0
20817	11122.3201175
16412	122556.390977
20843	8610.88545898
66245	4296.07843137
110379	146894.409938
98732	44571.4285714
105446	50000.0
12842	663.000688231
14359	138285.714286
71770	394877.267876
12848	688487.58465
78885	62571.4285714
233900	1019.58041958
84092	2483.33333333
66580	5732.28571429
70527	1055.18867925
17096	18629.1015625
16329	124747.474747
56447	159714.285714
20641	250420.168067
70127	3604.57142857
225010	16372.606383
66978	23620.2857143
100169	5694.57142857
67028	9196.85714286
76332	3998.57142857
68275	6290.04076878
22201	1493383.74291
69064	262857.142857
75956	7769.14539401
213464	2599.82857143
19087	247132.169576
56494	2948.77358491
75751	9698.0
69634	7914285.71429
100383	48000.0
13830	291428.571429
73137	662857.142857
16650	76857.1428571
223658	1209.6
216134	1118589.74359
14694	6200000.0
17939	93493.9759036
80911	15000.0
231086	42736842.1053
12215	2853470.43702
12282	416416.416416
52653	2489.65714286
22687	3162.85714286
56705	57142.8571429
24010	30520.6463196
66660	7507.14285714
69940	77428.5714286
170762	9058.23148814
70356	1177897.57412
23992	36857.1428571
76308	532338.308458
11750	454285.714286
74467	33714.2857143
234729	186857.142857
11792	108201.892744
70349	605714.285714
19653	20778.3933518
233870	15685840.708
11757	17587548.6381
51788	1843750.0
27883	9355.14285714
18708	35497.2375691
56292	282553.191489
12385	118101.545254
108147	479729.72973
211446	17483.4437086
210711	3606.57142857
228410	9716.28571429
19271	1754.28109855
66171	1186770.42802
67943	122285.714286
17973	66578.2493369
68126	1017142.85714
11774	53936.6515837
26894	145454.545455
27979	201743.462017
69019	65217.3913043
22225	412587.412587
66866	123428.571429
108645	229341.317365
23989	3184.0
218503	109714.285714
81489	33529.4117647
380840	108571.428571
56369	875518.672199
66446	18507.9037801
230027	1154054.05405
64009	29142.8571429
74375	12394.2857143
26357	9946.72754947
277250	306.081946223
58184	16914.7157191
12764	42361.1111111
78232	92000.0
22214	146448.087432
110750	888571.428571
18103	5473684.21053
71805	20634.9206349
69367	287179.487179
22365	13619.122807
328417	37428.5714286
66897	2802.66203704
69232	6552.57142857
15211	33522.7272727
70223	136135.957066
230393	13823.1428571
66525	865714.285714
11946	6292947.55877
50527	58620.6896552
104184	292307.692308
11736	77714.2857143
107829	11869.8389458
69641	5906.57142857
15525	721759.80975
66181	152206.25
102103	285428.571429
18100	494285.714286
231580	20613.0268199
77862	16342.0
15481	11640866.8731
65114	1194285.71429
50797	1160000.0
11565	538293.21663
66508	15585.7142857
104721	290540.540541
271457	25507.9069767
71974	5456.20300752
30930	820000.0
17754	3505.76368876
232533	8688.14655172
70369	34675.6152125
100041230	7771428.57143
225896	218000.0
100088	19667.4584323
68736	20034.8571429
81702	86571.4285714
55946	40430.6220096
22083	11343.1428571
216551	11021.7142857
22335	3250883.39223
50783	386131.386861
67264	5086021.50538
234730	7358.28571429
231874	21530.8571429
76303	189428.571429
20874	18410.3811841
68178	18610.8571429
67267	3814.0
64697	109714.285714
228850	12070.5714286
64657	554285.714286
18571	604142.69275
20333	67906.9767442
68499	93428.5714286
13809	46349.2063492
14297	488571.428571
230257	116571.428571
238988	52000.0
76479	2028.23529412
66834	7114285.71429
30940	2676.58767773
19060	145290.581162
20224	656565.656566
26419	13092.96875
105513	4230.85714286
13383	177900.552486
234594	8800.0
67804	1340000.0
67972	176285.714286
69146	12904.0
83768	18003.3596838
16978	16902.5714286
20866	371428.571429
15519	5129604.36562
59047	12473.1800766
19079	136666.666667
12211	2908.64399836
16211	291095.890411
108737	104933.586338
56294	1603.693086
14569	5485714.28571
217149	1451428.57143
20020	5939.08629442
211948	58285.7142857
72946	64000.0
66362	11214.5985401
227715	21697.6109215
114641	2688000.0
271564	121428.571429
239719	1906.42857143
15115	618860.510806
73744	14244.4658325
11958	12112676.0563
227377	33051.6431925
66676	22261.7142857
21770	35428.5714286
53317	38011.6959064
71207	30184.9162011
231872	139142.857143
13205	549848.942598
67857	165245.901639
70533	462857.142857
20227	2945.16129032
56445	516990.291262
108067	50857.1428571
380773	508571.428571
210766	170446.735395
109658	63142.8571429
19345	680555.555556
19659	55714.2857143
29807	29766.255144
66142	948750.0
71521	2618.84384384
69780	4259.34579439
218210	19085.7142857
227800	45142.8571429
66917	477142.857143
110959	157983.193277
20926	13035.9212051
28084	292045.454545
76608	15214.8664344
209318	135031.847134
76130	5332.0
12367	119133.574007
75547	352.571428571
13681	1396551.72414
66902	431095.40636
11886	143908.629442
74098	238857.142857
54563	1660.49840933
11848	459585.492228
76501	10890.8571429
108841	147604.790419
74776	3090909.09091
20085	2441379.31034
70699	33714.2857143
68796	70857.1428571
28088	425714.285714
238799	99428.5714286
67914	1948571.42857
22596	23224.0437158
12461	1375700.93458
20403	23341.1428571
226757	23638.2857143
56438	135185.185185
217869	261072.261072
22288	1302857.14286
74558	17942.0
16430	3831.77304965
13026	59945.5040872
66354	9714.17910448
74108	12753.2051282
216238	164422.395464
17999	72040.5862458
57261	296.492857143
233726	337142.857143
67128	134705.882353
17886	1454081.63265
98221	485714.285714
234664	52996.2546816
74143	7771428.57143
17274	198067.63285
320191	138285.714286
77097	16110.5714286
72322	2032.05980066
67106	68285.7142857
16341	431460.674157
319801	55428.5714286
232910	62377.4647887
28028	58285.7142857
19386	26039.9606944
66840	4331.14285714
21843	32397.9591837
217715	30769.2307692
19325	825000.0
67510	3274.85714286
72508	2236.0
24061	40794.8094079
12895	2966321.24352
20335	167647.058824
235567	53428.5714286
66246	36119.4029851
21379	160000.0
68564	1644.08571429
16201	32405.3452116
26442	1788381.74274
13665	1073015.87302
101861	2449.89626556
11764	169671.26193
14827	5029702.9703
245638	4842.28571429
19697	17854.0983607
22215	28813.559322
13211	97101.4492754
56041	482857.142857
20716	38571.4285714
23968	28857.1428571
66482	64571.4285714
26897	1269689.73747
66302	3828571.42857
67154	23615.4285714
18114	1788.51428571
320632	156000.0
84585	2739.19330289
229589	31497.7973568
15078	8970588.23529
56207	73252.2796353
224020	102857.142857
23996	224641.148325
20499	10064.6352724
16330	2609.06344411
21822	43714.2857143
72141	29435.483871
20014	76069.7305864
76952	13628.75
76983	337142.857143
211673	80857.1428571
69786	8682.28571429
12361	8343.84449244
109093	51211.0726644
66143	166000.0
102098	3750.57142857
67059	1008571.42857
67511	185428.571429
60315	15362.8571429
11933	478417.266187
66847	66285.7142857
223691	454285.714286
69702	614285.714286
269252	29253.3659731
11800	74000.0
72117	340000.0
234366	4615.71428571
59026	20219.3283071
13682	2555282.55528
229096	68000.0
212627	66857.1428571
23918	63618.6770428
11949	3120805.36913
75686	15009.2307692
16783	455665.024631
217707	2035714.28571
226849	360082.304527
66199	26194.5714286
26371	6667.14285714
433771	91428.5714286
19244	269461.077844
12317	6129807.69231
28114	47714.2857143
11765	68613.1386861
224794	44000.0
11776	29190.9924937
16834	10558.0
66606	23800.0
76582	2035.77142857
103694	322857.142857
53382	351428.571429
52245	53428.5714286
106504	74623.655914
76299	311428.571429
13858	52842.8093645
77032	23531.7142857
229707	14323.4285714
20501	580121.703854
107767	21631.7142857
226791	263714.285714
53895	1165441.17647
69082	37428.5714286
71772	87714.2857143
20701	3220338.98305
27681	199612.403101
229363	220779.220779
78891	4784.1191067
66155	474850.299401
83945	1143750.0
70699	6293.71428571
13207	467426.710098
71653	90000.0
30960	405622.48996
104303	25058.5635359
30926	1548571.42857
74351	73142.8571429
13209	140993.78882
68512	357142.857143
66659	339712.91866
20852	3710.51373955
101869	18062.5714286
67160	1267734.55378
68292	65492.1020656
170789	21461.875
14854	43248.9451477
53356	107187.5
13000	30285.7142857
66445	8184615.38462
50497	22395.4285714
56088	11349.8269896
56403	327447.833066
70834	66000.0
19349	3797101.44928
20725	1943.14285714
212986	24587.7142857
68055	96000.0
237459	5468.45124283
26572	238770.685579
107650	3184.68137255
217057	238674.033149
20846	157543.391188
30795	678571.428571
66945	16415662.6506
20103	128431.372549
72008	5424.57142857
234673	73428.5714286
68953	48648.6486486
105732	2801.54285714
225115	1052.67281106
16646	40285.7142857
263406	1060.28571429
13046	261316.872428
11837	5488958.99054
66615	26208.6513995
26900	23708.2066869
19173	405303.030303
68473	34857.1428571
98766	15801.7114914
81898	63880.3680982
53333	209141.274238
68038	9188.0
66401	16486.3945578
217207	123794.212219
58810	1966153.84615
246782	178571.428571
59025	255578.093306
225363	249427.91762
227683	119142.857143
94044	440000.0
20466	802.040816327
74568	3641.73728814
56347	351262.349067
13120	26223.0919765
12465	1295748.61368
238505	42218.6751796
72029	21466.0
105501	25516.0818713
26414	9295.90517241
20867	2872928.1768
71877	414285.714286
68018	30128.2051282
71984	64092.6640927
27277	5738.28571429
74022	39714.2857143
17772	5028.52404643
101592	8492.45785271
107932	1131.17493473
13185	23868.2857143
16004	19009.2629883
20586	751.084934904
30058	138285.714286
26443	1231707.31707
14852	198113.207547
12870	123468.426013
57312	565714.285714
56351	625714.285714
117198	8460.0
234388	28523.4285714
109905	110326.086957
67097	1036363.63636
20340	977.276595745
64655	377142.857143
14270	3238.21656051
70791	200000.0
67563	5294.57142857
66074	12733.4285714
69608	77714.2857143
52036	254285.714286
243819	39142.8571429
14113	187714.285714
67345	12961.2109745
57294	536904.761905
207728	32860.2620087
12462	755963.302752
74252	445714.285714
66687	33428.5714286
83814	17828.685259
268449	2166666.66667
268490	7604.57142857
211347	27837.8378378
101513	3486.28571429
67014	24253.7142857
100273	25790.5714286
26398	21428.7153652
21817	884839.650146
71679	6521739.13043
18453	1891944.99018
26444	1778225.80645
320011	295938.104449
19089	892514.395393
26396	90523.6907731
11426	140000.0
19025	135654.008439
14149	382591.093117
71902	1140000.0
109620	3954.21436004
19039	14332.8571429
67894	17876.0
230233	7876.96924231
114863	1237142.85714
100763	1673.13019391
59029	174193.548387
75221	131842.818428
71648	8478.57142857
107338	34000.0
69527	340000.0
73192	2035.82554517
52665	4028571.42857
50493	174551.386623
384309	7155.17711172
75786	38857.1428571
15107	51910828.0255
218343	22273.1428571
65102	109428.571429
72026	254196.642686
26940	390804.597701
26416	214166.666667
224139	86571.4285714
67958	56000.0
74237	77142.8571429
67680	21879432.6241
19166	3547008.54701
269261	1115151.51515
69601	8128.28571429
21454	868338.557994
320528	1882857.14286
20823	204578.313253
67204	219637.462236
15505	200466.200466
19766	14555.3353659
14479	55351.6819572
229663	551428.571429
210998	77714.2857143
54160	92000.0
20316	78571.4285714
26408	4860.94202899
320727	628.914285714
218035	49428.5714286
226982	67927.6315789
12469	1355839.41606
353242	145142.857143
217737	425714.285714
97541	258000.0
56529	59776.5363128
12466	1161958.56874
68215	169714.285714
64656	354285.714286
66691	10568.5714286
240832	23342.2857143
54122	11187.4285714
19344	74418.6046512
102436	99667.405765
235542	17737.4745418
13629	2400932.40093
100683	292.456140351
330260	186440.677966
13669	281994.047619
14228	1065502.18341
71941	33756.8058076
67201	1734285.71429
D3YUM8	35714.2857143
68276	7213.69863014
68606	36946.9026549
15951	18688.2857143
59040	35182.2503962
59007	15821.812596
15516	5124309.39227
20702	8276699.02913
80888	39054.5918367
22027	2144638.40399
A6X940	1211428.57143
13511	162.281639929
69134	47142.8571429
73825	12476.2857143
15528	41666666.6667
18674	1391428.57143
18703	704.837872892
19185	1555851.06383
66375	931952.662722
67615	29222.2689076
51798	20733944.9541
227648	44857.1428571
100038882	68322.9813665
100043461	4279.71428571
20068	2466666.66667
30055	1994285.71429
226101	3154.57142857
19941	1193103.44828
27393	314285.714286
14375	238486.842105
14229	6325.21929825
237542	1786.4
109079	61734.6938776
67776	123142.857143
94061	217428.571429
101490	102000.0
320806	92811.296534
227720	1394.43645084
66165	60571.4285714
72662	1624.42588727
13030	6991150.44248
56491	457142.857143
19186	5863453.81526
66366	5573.42857143
321006	478.671978752
69923	164608.07601
67035	60534.1246291
20815	20679.0123457
109674	22681.7042607
18438	36082.4742268
85305	305882.352941
66661	405714.285714
19182	886877.828054
14319	4313186.81319
225160	6524.50532725
18813	1057142.85714
71985	2177142.85714
104831	5173.28605201
56717	15103.9623382
104458	180303.030303
67166	536021.505376
77582	5547.14587738
11977	315.613682093
56715	8184.57142857
67439	1415.32163743
77065	1019.16149068
110175	38331.3829787
19170	2050000.0
108077	19018.2857143
338355	88285.7142857
218885	374285.714286
56284	65714.2857143
99311	5281.14285714
18673	5257142.85714
56530	152000.0
74778	2301.88571429
230598	10766.580534
218811	178000.0
12330	275803.722504
53872	1082857.14286
19141	80919.5402299
12091	48840.8037094
16423	123432.343234
81018	83714.2857143
23923	61411.7647059
107976	37859.0078329
73078	241308.793456
69178	565714.285714
231889	11818.5714286
12822	387.609921082
68095	868571.428571
69162	160975.609756
106821	732.085714286
64685	189428.571429
26445	106467.661692
22193	12098.5507246
53312	70285.7142857
22284	28175.0683861
17713	5299539.17051
20185	6749.42857143
14450	102970.29703
219249	6288.28571429
26399	20185.6287425
52443	68571.4285714
18786	84760.7052897
18822	9624.72527473
71517	33714.2857143
26441	2218390.8046
19188	1179916.31799
235606	250000.0
67429	17143.7142857
56551	1180722.89157
93762	2564.70028544
235587	23466.8571429
11431	115822.78481
12464	905380.333952
26440	1026615.96958
17827	494285.714286
18655	16906474.8201
231279	92857.1428571
66388	68571.4285714
109880	9993.15920398
19983	1983164.98316
68117	1462857.14286
20044	973509.933775
80280	21883.1428571
77219	1897435.89744
26905	593220.338983
26932	14293.7901499
75669	2637.11340206
269523	2580645.16129
73024	50857.1428571
66082	60714.2857143
20463	1072072.07207
19072	208450.704225
243743	12836.7670365
16150	4943.98943197
11749	9885714.28571
110279	8267.71653543
97212	33551769.3316
72459	15323.6459709
192169	68000.0
56486	172649.57265
68995	368571.428571
103963	570723.684211
12304	1161442.00627
227331	10692.8571429
59125	52317.8807947
20088	887218.045113
20005	880208.333333
68365	581395.348837
67826	4473.12348668
216820	228792.569659
100037258	72420.6349206
67179	141714.285714
19341	5367.43119266
20054	2696551.72414
267019	1753846.15385
114893	32285.7142857
67427	1915966.38655
11545	8990.22704837
110821	8632596.68508
56295	220000.0
13194	178070.175439
67490	45142.8571429
19298	551839.464883
19946	1860869.56522
56436	102571.428571
53319	15142.5566343
67367	3606.6521265
17449	16976047.9042
63958	3084.91048593
20091	1954545.45455
22041	394285.714286
13200	242630.385488
30934	33714.2857143
19877	4065.50960118
67398	9996.22641509
109652	61274.5098039
75805	194602.272727
15461	86243.3862434
18041	554323.725055
14886	11022.0440882
12010	1184873.94958
211548	348571.428571
72634	72571.4285714
16828	28825301.2048
67533	18947.7142857
16648	125428.571429
214498	13066.5714286
55944	167883.211679
140570	283.659066232
66701	45428.5714286
78893	2495.02688172
20912	133428.571429
15526	28865979.3814
228026	149910.554562
67707	266857.142857
20084	1894736.84211
66121	153428.571429
14227	2764285.71429
14735	7101.2567325
68188	4635.12461059
69893	51142.8571429
21856	4514285.71429
77604	2274.28571429
65019	517142.857143
329908	11119.6025984
76577	60285.7142857
20397	43133.8028169
218506	273714.285714
12651	70812.1827411
20338	3374.17721519
215476	60571.4285714
320714	23679.4285714
54638	31428.5714286
233489	908571.428571
93747	24275862.069
216440	12906.1011905
74157	13399.1428571
65111	768571.428571
69077	883886.255924
231659	166857.142857
67151	22188.2882883
73724	3814606.74157
74153	43428.5714286
20619	28825.2380952
73178	28542.9141717
26446	1443902.43902
12408	2707581.22744
59027	4704684.31772
19248	1792.77419355
68083	2274.71428571
67382	5079.06336088
107733	278857.142857
68734	16324.8571429
11658	341.680960549
381314	717391.304348
104662	765.085714286
19184	662561.576355
67873	31978.3197832
64138	97385.620915
27050	1510288.06584
75617	750400.0
22258	75675.6756757
66361	19067.4285714
66882	254571.428571
76051	21937.6391982
75717	57307.6923077
70737	1778.42149454
72461	32790.2240326
67089	429305.912596
67512	938848.920863
94062	302857.142857
208967	16511.1428571
57296	213597.733711
11767	333333.333333
19177	375451.263538
69617	894285.714286
75964	185714.285714
16913	43478.2608696
13690	74282.5607064
67460	19044776.1194
101994	11346.5714286
29810	37435.0086655
11303	85802.7421495
68636	794285.714286
23997	542553.191489
26554	52083.3333333
11652	644490.644491
213326	57142.8571429
56524	92571.4285714
13480	175769.230769
72562	1573529.41176
