Gene names	Intensity L Ileum
56748	205714.285714
269966	62571.4285714
11867	5645161.29032
27366	148571.428571
66055	417142.857143
56505	631578.947368
353172	581618.655693
68045	2091428.57143
66050	57428.5714286
19387	302207.13073
233405	66285.7142857
76561	167142.857143
71268	291428.571429
66694	7664233.57664
27222	77519.379845
18604	432432.432432
20918	4008849.55752
18521	1671270.71823
22185	656842.105263
66046	1386243.38624
66679	123641.304348
12387	693982.074264
54645	199142.857143
109181	190857.142857
20639	746666.666667
22122	2429906.54206
12562	34438.7755102
233802	531428.571429
18648	10629921.2598
20658	93714.2857143
231386	7100.57142857
98845	2288571.42857
233204	5254.28571429
68581	3571428.57143
15191	2640000.0
26394	883116.883117
14707	201470.588235
56045	2885714.28571
16993	8445171.84943
68845	8587.71428571
70047	426267.281106
68988	156713.426854
66278	61714.2857143
227290	21617.1428571
69736	80674.8466258
71943	260571.428571
56430	132278.936017
269338	34000.0
105445	1841.34285714
319565	85714.2857143
223527	2059405.94059
66492	126633.165829
67996	520000.0
23806	52972.972973
14696	174411.764706
23880	25500.5714286
78388	10400000.0
386612	21817.5953079
76499	57142.8571429
19360	14557.9268293
74840	5828571.42857
11625	221142.857143
56274	59959.7585513
21922	18216.0
19353	2166666.66667
232314	184571.428571
19063	1647058.82353
67693	62857.1428571
224902	56857.1428571
68033	49428.5714286
78808	24305.5555556
60595	14473684.2105
17222	7407.40740741
233824	186000.0
107652	547892.720307
75597	405714.285714
56040	11578947.3684
66481	19277108.4337
80838	3009389.67136
19230	2142857.14286
22166	41619047.619
27643	70571.4285714
100041953	250000.0
67211	66000.0
67604	68285.7142857
74167	198571.428571
234797	6924.57142857
74764	290791.599354
15170	487394.957983
12539	1796833.77309
228769	97416.9741697
224904	170285.714286
14679	584745.762712
20133	59343.4343434
170625	68857.1428571
21810	351428.571429
54139	490364.025696
12818	17417.9187535
22200	98701.2987013
72068	33333.3333333
18949	197241.37931
67988	43640.3508772
15452	2784403.66972
12370	562500.0
270192	2769230.76923
104444	220000.0
72772	1085.11428571
110380	35714.2857143
68304	109714.285714
78294	35064102.5641
56480	46776.4060357
16418	1624489.79592
66656	5943060.49822
11363	6186046.51163
215615	1106153.84615
76707	199428.571429
20248	16650.5714286
77963	201142.857143
11744	2211428.57143
14265	237714.285714
76938	103703.703704
217342	8229.8136646
329877	420000.0
109778	1528813.55932
77573	48857.1428571
276846	109009.009009
13806	38709677.4194
16653	1698412.69841
67898	391428.571429
30057	56857.1428571
102058	138571.428571
192970	362857.142857
319939	77714.2857143
68991	15174.5714286
68089	3333333.33333
56749	25822.7848101
56433	1500000.0
16785	5830508.47458
68981	827450.980392
22145	631696.428571
71268	43714.2857143
23950	61643.8356164
56282	1711428.57143
80743	39714.2857143
51796	200845.665962
21371	602857.142857
26951	23106.5468549
105675	2669902.91262
20916	4902807.77538
320473	59714.2857143
12351	29627.8688525
66530	18263.1221719
26891	1044334.97537
71169	137428.571429
66658	49428.5714286
104130	2125827.81457
16151	30825.2427184
26895	70833.3333333
70153	748571.428571
15369	692063.492063
23881	574285.714286
17913	77140.1693321
56174	702623.906706
59042	871428.571429
68505	86857.1428571
22158	43428.5714286
70497	588571.428571
110355	5964.73149492
52064	311926.605505
19041	1598.29059829
234699	33641.5362731
66317	695081.967213
59021	3485849.0566
106039	231496.062992
71678	642857.142857
55949	12933333.3333
107476	96375.2665245
216344	1040540.54054
99412	291428.571429
66072	27622.0
56334	765714.285714
13430	616091.954023
20832	2191860.46512
74781	43142.8571429
212999	147142.857143
110052	207142.857143
14782	3540000.0
22042	395806.028834
239667	31142.8571429
17120	16596.9316597
22273	6458333.33333
16434	443434.343434
12301	3764192.13974
109785	520295.202952
54451	83714.2857143
16709	157428.571429
19286	209722.222222
26754	544910.179641
11992	738853.503185
76742	87714.2857143
19069	35856.5737052
21917	103142.857143
77305	640000.0
266692	305714.285714
19821	20777.6785714
20022	48870.0854701
19359	596153.846154
51786	106571.428571
226591	246000.0
105245	3261390.88729
70439	897142.857143
15354	700000.0
13430	87241.3793103
56812	6680.86642599
26893	268209.876543
20844	152737.226277
52348	61712.8463476
27965	61428.5714286
54709	2600000.0
67458	186857.142857
67078	54828.6604361
276770	16493506.4935
12632	440361.445783
218490	2100000.0
67726	179142.857143
22134	34285.7142857
66200	71428.5714286
53323	825000.0
12368	4782608.69565
100206	132702.702703
217473	147714.285714
68572	219428.571429
66105	279591.836735
66495	4538461.53846
230721	985714.285714
210376	104000.0
21372	73434.5351044
69976	227074.235808
223754	41428.5714286
223433	17031.1428571
13382	3791748.52652
621156	217714.285714
18570	1771428.57143
269682	220000.0
234671	12428571.4286
11739	17684563.7584
215999	1537142.85714
71919	98000.0
213491	3439.14285714
18718	534.592592593
66399	509259.259259
226407	211142.857143
22195	3415584.41558
170791	537735.849057
53421	117436.97479
238024	274000.0
110829	22908.2857143
13006	437140.509449
19656	125142.857143
11747	1828571.42857
71732	90571.4285714
77407	512437.810945
98386	165428.571429
234865	45367.965368
17184	244680.851064
54127	10797101.4493
71713	32124.3523316
66861	59142.4968474
286940	2809377.402
223723	291428.571429
54170	417142.857143
83796	167231.638418
212111	184571.428571
26922	943699.731903
56748	77428.5714286
72124	319444.444444
12729	4300.42372881
16456	246666.666667
65970	2257142.85714
16545	256410.25641
277360	1436.60606061
18120	248000.0
68251	53714.2857143
19205	3377609.10816
108030	40000.0
20624	537590.113285
59035	93914.4736842
11566	1388157.89474
14674	307692.307692
15492	6959.78552279
94232	55872.4832215
101943	360723.089565
13854	259130.434783
105504	117714.285714
23983	2615168.53933
11564	756198.347107
319154	4713235.29412
23789	440000.0
229524	10944.5714286
381760	523026.315789
27366	52857.1428571
19878	101585.014409
54198	417142.857143
213350	148000.0
71881	671428.571429
11927	808571.428571
73699	136272.878536
93684	225142.857143
26384	2027681.6609
99683	136285.714286
232341	1965.96550273
67300	5486567.16418
223453	52857.1428571
70430	45142.8571429
68059	1060000.0
12467	412429.378531
17319	3904347.82609
69710	18663.9118457
12388	1855010.66098
226144	184000.0
14667	232124.352332
83701	408571.428571
100226	1638686.13139
219135	16151.2155592
212880	115310.077519
17995	3038793.10345
238123	169714.285714
320267	174857.142857
50709	972602.739726
11821	2566666.66667
19045	872727.272727
73046	1736842.10526
71955	500000.0
13040	423529.411765
20637	2116071.42857
14300	322868.217054
14860	7117117.11712
66552	31142.8571429
665775	22221.4285714
214952	112903.225806
230861	2165927.80241
208263	26340.2857143
19324	14829268.2927
227446	225142.857143
73473	26697.1428571
17992	7390243.90244
66616	1257142.85714
22276	7736.60377358
216363	26622.5714286
110253	191142.857143
268470	102528.089888
215449	4211956.52174
18415	128878.281623
56275	75336.32287
107702	2360000.0
140858	93428.5714286
11737	2414285.71429
12988	124222.222222
26450	520000.0
69276	82663.3165829
76192	159045.226131
78798	226571.428571
232087	681012.658228
21885	56571.4285714
18706	62734.082397
15239	130322.580645
215114	320699.708455
52469	261428.571429
16658	283281.733746
27041	1657142.85714
14433	44144144.1441
75624	78756.4766839
192231	30857.1428571
103136	78285.7142857
79560	114465.408805
100043714	18599.7142857
21872	152435.530086
226646	2526997.84017
28018	227428.571429
67542	106857.142857
19134	21946.3753724
245828	32571.4285714
72692	406091.370558
70564	2637142.85714
229543	36311.2391931
22245	64259.9277978
78655	837142.857143
67824	27648.0
27967	37713.6752137
108155	170172.08413
22378	285714.285714
320938	213428.571429
28006	26893.4285714
23945	61716.1716172
67040	323076.923077
70297	220857.142857
19718	44985.6733524
13424	1242463.39363
59015	48002.853067
228994	124285.714286
213827	5628571.42857
19192	1385826.77165
54128	2772727.27273
66922	60294.1176471
19383	138461.538462
66449	23772.0
52432	53642.384106
72754	10023.1428571
72047	137782.561895
56443	1408108.10811
11771	306038.894575
16480	561073.825503
66998	184722.222222
52502	665714.285714
13684	2313364.0553
22088	230179.028133
102339	109714.285714
57320	11851851.8519
18102	1065789.47368
58202	94285.7142857
225028	4189.37360179
66108	952254.64191
192289	313539.192399
70769	16498.8571429
27058	232558.139535
26383	23563.4285714
207352	494285.714286
103573	693744.164332
11364	4346793.34917
319192	20885714.2857
14194	7495069.03353
15212	904850.746269
28295	1534285.71429
23879	32857.1428571
20042	18030303.0303
50933	630434.782609
66164	133428.571429
66085	324099.722992
68303	134285.714286
54138	88285.7142857
72201	21457.1428571
14084	204000.0
69368	143714.285714
66073	1823529.41176
231380	422602.089269
217325	193768.257059
216724	31601.1235955
68556	49270.0729927
19247	174204.355109
69697	56857.1428571
19201	53428.5714286
15458	605714.285714
19035	28703703.7037
12929	168976.89769
224014	14433.7142857
14083	71834.8623853
53380	541125.541126
69719	258720.930233
195018	617142.857143
56258	49888.6414254
20924	468571.428571
76563	60857.1428571
233871	331428.571429
60596	8329.52243126
66609	52586.2068966
76688	25289.0547264
69456	51428.5714286
16978	255428.571429
226539	67075.0382848
269614	12682.9268293
20130	130275.229358
20656	18693693.6937
231713	16798.0
211488	97265.625
23972	24637681.1594
20684	163714.285714
67939	80285.7142857
14469	82285.7142857
224727	83428.5714286
66646	671052.631579
107271	1579545.45455
67437	420000.0
70231	210857.142857
67500	977142.857143
14104	742811.501597
51810	2912500.0
333433	2726495.7265
73910	134857.142857
75612	187500.0
70616	5330.17107309
59287	77259.8870056
72198	184615.384615
170720	497142.857143
329777	123037.974684
67039	474940.334129
71835	78857.1428571
26936	30285.7142857
232989	422857.142857
68194	2604651.16279
217449	30000.0
29816	940000.0
56418	924242.424242
50911	14210.9589041
269951	5884955.75221
54189	27030.162413
226432	103714.285714
225341	1640.77142857
233765	67714.2857143
19342	22705.1643192
70160	129533.678756
76987	163428.571429
12566	33526.0115607
66592	1017142.85714
71853	10113636.3636
56361	47517.7304965
69727	23306.010929
17425	30598.0528512
99045	127428.571429
52477	10796.5714286
52715	35142.8571429
20336	44923.0769231
17970	96000.0
245945	1431428.57143
20115	11030927.8351
11370	4649390.2439
58240	17870.8571429
27369	210830.32491
14768	72571.4285714
83493	774285.714286
71177	537142.857143
235315	29428.5714286
20901	2002272.72727
66383	382857.142857
56085	567010.309278
228866	10506.5714286
12261	1874285.71429
625249	3241106.71937
238831	36068.1114551
75705	900163.666121
20430	83000.7980846
74326	420000.0
107526	1151428.57143
14828	27480916.0305
257633	522857.142857
13680	434285.714286
97387	17949.7142857
66916	510948.905109
22601	474285.714286
17436	1038461.53846
68299	242857.142857
68337	460000.0
433702	159493.670886
209086	90571.4285714
13204	672955.974843
54367	194827.586207
56070	228181.818182
69225	1082857.14286
266781	92000.0
28106	1408571.42857
75553	14615.7142857
223650	5657142.85714
20479	583333.333333
100019	219428.571429
338337	314285.714286
13722	2314285.71429
72515	51142.8571429
213541	82000.0
18102	53618421.0526
68653	1080000.0
69713	100857.142857
104112	745187.901008
56194	171038.824764
50917	35000.0
21991	37458193.9799
73830	654285.714286
107047	64393.9393939
70549	13094.7368421
75415	20641.1428571
27784	106000.0
67144	139714.285714
17164	43782.3834197
105787	11786.5831843
53310	152857.142857
232679	36857.1428571
21429	216993.464052
67897	124731.182796
68135	2298295.45455
93692	9439252.33645
64652	78857.1428571
53890	72857.1428571
66053	15284.0690979
68197	5033333.33333
110920	83864.118896
19324	139512.195122
20648	23834.8571429
74245	9147.81420765
101568	100883.002208
71994	542857.142857
66921	46125.4612546
17257	22727.2727273
56354	603238.866397
28169	39893.6170213
67074	96857.1428571
67332	1341269.84127
11806	5719696.9697
18518	204857.142857
14208	166974.169742
67184	1701388.88889
54161	6342857.14286
15254	4657142.85714
76824	16577.1428571
20817	14277.2393539
16412	290726.817043
17330	31185.031185
20843	65393.9886271
66245	85714.2857143
110379	1897515.52795
12028	65625.0
98732	175714.285714
105446	38505.7471264
12842	6262.21610461
14359	108000.0
71770	2241195.30416
12848	1045146.72686
78885	340000.0
233900	5530.16983017
84092	7489.72222222
66580	11547.4285714
70527	62264.1509434
17096	488281.25
16329	120202.020202
56447	2171428.57143
20641	3680672.26891
70127	27252.0
225010	176595.744681
66978	131428.571429
100169	48000.0
76332	71142.8571429
68275	36458.9400116
22201	4395085.06616
69064	462857.142857
75956	9766.92563818
213464	14111.1428571
19087	563591.022444
56494	783018.867925
75751	101142.857143
69634	611428.571429
100383	155714.285714
13830	25308.0
73137	500000.0
16650	371428.571429
223658	5436.85714286
216134	3878205.12821
19268	19230.7692308
14694	16428571.4286
17939	176867.46988
80911	181428.571429
231086	7978947.36842
12215	3470437.01799
12282	3183183.18318
52653	28857.1428571
22687	77714.2857143
56705	166857.142857
24010	64272.8904847
66660	62857.1428571
69940	260857.142857
170762	96333.5729691
70356	1964959.56873
23992	300000.0
76308	2014925.37313
11750	794285.714286
74467	8970.28571429
234729	178571.428571
11792	804416.403785
70349	6085714.28571
19653	31024.9307479
21745	17497.1472043
233870	10221238.9381
217232	3220.0
11757	3178988.32685
51788	8828125.0
27883	93714.2857143
18708	124861.878453
56292	897872.340426
12385	4061810.15453
108147	2905405.40541
211446	75496.6887417
210711	6314.28571429
228410	239142.857143
19271	6632.55250404
66171	828793.774319
13433	15740.7407407
67943	263428.571429
69168	12426.0
17973	162334.217507
68126	73142.8571429
11774	316742.081448
26894	10305.4545455
27979	1198007.47198
69019	322981.36646
22225	928904.428904
66866	86000.0
108645	413173.652695
23989	21502.5714286
218503	263142.857143
81489	51176.4705882
380840	82285.7142857
56369	333195.020747
66446	123367.697595
230027	241621.621622
64009	1631428.57143
74375	57142.8571429
26357	156773.211568
277250	7938.54033291
58184	111705.685619
12764	1504629.62963
78232	111142.857143
22214	219125.68306
110750	2742857.14286
18103	8026315.78947
71805	208791.208791
69367	120512.820513
22365	90350.877193
328417	345714.285714
66897	32986.1111111
69232	13517.7142857
15211	445075.757576
70223	1742397.13775
230393	29428.5714286
66525	554285.714286
11946	19168173.5986
50527	366379.310345
104184	1228571.42857
11736	337142.857143
245877	3794.57142857
107829	147877.013177
69641	36000.0
15525	2841854.9346
66181	653125.0
102103	97428.5714286
18100	174857.142857
231580	84291.1877395
77862	107428.571429
66898	1520000.0
15481	28173374.613
65114	2171428.57143
50797	7857142.85714
11565	126039.387309
66508	43714.2857143
104721	1675675.67568
271457	516279.069767
71974	41353.3834586
16410	4612.83524904
30930	1097142.85714
17754	40706.0518732
70369	28411.6331096
100041230	33428571.4286
225896	674285.714286
100088	323040.380048
68736	48000.0
81702	42571.4285714
55946	258373.205742
22083	137428.571429
216551	34571.4285714
22335	5830388.69258
50783	1540145.9854
67264	1725806.45161
234730	110285.714286
231874	118000.0
12181	24236.8571429
76303	671428.571429
20874	44282.2384428
68178	844.542857143
67267	27305.4285714
64697	101714.285714
228850	10241.7142857
64657	582857.142857
18571	2232451.09321
20333	967441.860465
68499	73142.8571429
13809	1291005.29101
14297	199428.571429
230257	1771428.57143
238988	12288.8571429
76479	19297.8991597
66834	3257142.85714
30940	3475.07109005
19060	1214428.85772
20224	2525252.52525
26419	40364.5833333
105513	10325.7142857
13383	269613.259669
234594	86736.8421053
67804	1725714.28571
67972	602857.142857
69146	1300000.0
83768	45059.2885375
16978	251714.285714
20866	520000.0
15519	19372442.0191
59047	37547.8927203
19079	332962.962963
12211	7128.22613683
16211	1175799.08676
108737	188804.55408
56294	20741.989882
14569	17028571.4286
234683	106285.714286
217149	865714.285714
20020	58883.248731
211948	109714.285714
72946	143714.285714
227715	170307.167235
26557	149142.857143
114641	3168000.0
271564	150285.714286
239719	12394.5714286
15115	1090373.28094
73744	52839.2685274
11958	18732394.3662
227377	56056.3380282
66676	725714.285714
21770	428571.428571
53317	185575.048733
71207	116201.117318
231872	84285.7142857
13205	1199395.77039
67857	1209836.06557
70533	780000.0
20227	40694.7890819
56445	3349514.56311
108067	95428.5714286
380773	585714.285714
210766	100343.642612
109658	18803.1428571
19345	3361111.11111
19659	101714.285714
29807	225102.880658
66142	432500.0
71521	60210.2102102
69780	115186.915888
218210	57428.5714286
227800	268571.428571
66917	1702857.14286
110959	100280.112045
20926	25318.6558517
28084	1744318.18182
76608	260162.601626
209318	343949.044586
76130	19462.5714286
12367	5776173.2852
75547	21320.0
13681	7093596.05911
66902	1137809.18728
11886	1022842.63959
74098	155714.285714
54563	74231.1770944
11848	2046632.12435
76501	28070.8571429
108841	27742.8143713
74776	1669696.9697
20085	11310344.8276
70699	123714.285714
68796	325714.285714
28088	2714285.71429
238799	777142.857143
67914	217714.285714
22596	21311.4754098
12461	5065420.56075
20403	58571.4285714
226757	73142.8571429
56438	45494.4444444
217869	820512.820513
22288	720000.0
74558	30857.1428571
16430	330496.453901
13026	896457.765668
66354	582089.552239
74108	35416.6666667
216238	325301.204819
17999	71476.8883878
57261	4295.28571429
233726	1008571.42857
67128	228235.294118
17886	13418367.3469
98221	2302857.14286
234664	1024344.56929
74143	1780000.0
17274	1705314.00966
320191	17548.2857143
77097	16074.5714286
72322	33222.5913621
67106	179714.285714
16341	1465168.53933
319801	48285.7142857
232910	1112676.05634
26425	4272.0
19386	94005.8958402
21843	155612.244898
217715	169800.569801
19325	3795000.0
67510	9558.57142857
72508	13279.4285714
24061	184914.841849
24068	3671.42857143
12895	53756.4766839
20335	1588235.29412
235567	831428.571429
66246	73731.3432836
21379	331428.571429
68564	66571.4285714
16201	243875.278396
26442	7925311.20332
13665	3174603.1746
101861	9100.82987552
11764	1283138.91835
14827	30297029.703
245638	126000.0
19697	18214.9362477
22215	70621.4689266
13211	804347.826087
56041	2620000.0
20716	360000.0
66482	74857.1428571
26897	353221.957041
66302	485714.285714
67154	18953.1428571
18114	17117.1428571
320632	1842857.14286
84585	2303.72907154
229589	84140.969163
15078	55588235.2941
56207	373860.182371
224020	104285.714286
23996	968899.521531
20499	56786.7036011
16330	78449.1440081
21822	237714.285714
72141	113709.677419
20014	1616481.77496
76952	102678.571429
76983	920000.0
211673	371428.571429
69786	29142.8571429
12361	131749.460043
109093	115224.913495
66143	325714.285714
102098	63714.2857143
67059	4628571.42857
67511	348571.428571
60315	128857.142857
11933	258992.805755
66847	38571.4285714
223691	2857142.85714
69702	105142.857143
269252	12851.8971848
11800	525714.285714
72117	725714.285714
234366	12473.7142857
59026	35412.3829107
208440	2147.05714286
13682	5503685.50369
229096	474285.714286
212627	233142.857143
23918	566147.859922
11949	13489932.8859
75686	171794.871795
16783	121182.26601
217707	989495.798319
226849	167283.950617
66199	27494.0
26371	145428.571429
433771	862857.142857
19244	301197.60479
12317	50000000.0
28114	311428.571429
11765	268856.447689
224794	11727.1428571
11776	235195.996664
16834	55142.8571429
66606	81428.5714286
76582	68857.1428571
103694	1368571.42857
53382	1620000.0
52245	88571.4285714
106504	331182.795699
76299	4371428.57143
216766	12516.644474
13858	105908.584169
77032	28179.4285714
229707	122285.714286
20501	1164300.20284
107767	138571.428571
226791	79714.2857143
53895	323161.764706
50907	140527.577938
69082	139142.857143
71772	46571.4285714
20701	1915254.23729
27681	627906.976744
229363	526695.526696
78891	56203.4739454
66155	1101796.40719
83945	541666.666667
13207	2638436.48208
71653	311428.571429
30960	3694779.11647
104303	496132.596685
30926	1948571.42857
74351	140000.0
13209	1101449.27536
68512	149714.285714
66659	703349.282297
20852	103225.806452
101869	88571.4285714
67160	5400457.6659
68292	82138.5176185
170789	282500.0
14854	797468.35443
53356	521875.0
13000	274000.0
66445	5538461.53846
50497	55142.8571429
56088	100346.020761
56403	1414125.20064
70834	394285.714286
19349	4473429.95169
20725	16225.1428571
212986	237428.571429
68055	40571.4285714
237459	48183.5564054
26572	581560.283688
107650	35416.6666667
217057	512707.18232
20846	683578.104139
30795	1531250.0
66945	8975903.61446
20103	1024509.80392
72008	22328.2857143
234673	11571428.5714
68953	75675.6756757
105732	22626.0
225115	18018.4331797
16646	150285.714286
263406	131714.285714
13046	925925.925926
11837	17886435.3312
66615	49872.7735369
73942	17390.0
26900	148784.194529
19173	136742.424242
68473	351428.571429
98766	6956.72371638
81898	454754.601227
53333	858725.761773
68038	182000.0
66401	67383.6734694
58810	13230769.2308
246782	212571.428571
59025	671399.59432
225363	1702517.16247
227683	137142.857143
94044	14514.5714286
20466	43956.043956
74568	8706.99152542
56347	1591657.51921
13120	230919.765166
12465	4473197.78189
238505	67198.7230646
72029	66571.4285714
105501	137134.502924
26414	33405.1724138
20867	3904235.72744
71877	31142.8571429
68018	154647.435897
231655	72407.0450098
71984	107335.907336
27277	109428.571429
74022	240857.142857
17772	86069.6517413
101592	254658.385093
107932	89817.232376
13185	117142.857143
16004	13652.8393073
20586	16305.0216987
30058	42285.7142857
26443	3796747.96748
14852	952830.188679
12870	24222.4316682
432572	93428.5714286
57312	465714.285714
56351	3857142.85714
234388	53142.8571429
109905	328260.869565
67097	4812121.21212
20340	9106.38297872
64655	565714.285714
14270	3579.89080983
70791	100792.079208
67563	19264.2857143
66074	68857.1428571
69608	3085714.28571
52036	691428.571429
243819	140285.714286
14113	648571.428571
67345	99337.7483444
57294	3738095.2381
207728	100000.0
12462	2183486.23853
74252	106000.0
66687	351428.571429
83814	24003.9840637
268449	7948717.94872
268490	148857.142857
26875	243142.857143
211347	164324.324324
101513	90000.0
67014	86000.0
100273	11098.5714286
26398	170528.967254
21817	1153061.22449
71679	23602484.472
18453	56385068.7623
26444	7903225.80645
320011	715667.311412
19089	3896353.16699
26396	438902.743142
11426	161714.285714
19025	681434.599156
14149	315789.473684
71902	5428571.42857
109620	863683.662851
19039	139428.571429
67894	79142.8571429
230233	27006.7516879
114863	1414285.71429
100763	28439.5198523
59029	716129.032258
75221	1368563.68564
71648	119714.285714
107338	210571.428571
69527	665714.285714
73192	15264.7975078
52665	148857.142857
50493	2903752.03915
384309	22888.2833787
75786	308571.428571
15107	17547770.7006
218343	206000.0
65102	278285.714286
72026	83932.853717
26940	111494.252874
26416	513888.888889
54194	4574.0
224139	1242857.14286
67958	594285.714286
74237	28438.8571429
27375	54806.6298343
67680	20212765.9574
19166	8760683.76068
269261	8121212.12121
69601	32857.1428571
21454	2089864.15883
320528	171142.857143
20823	797590.361446
67204	570996.978852
15505	856643.356643
19766	114176.829268
14479	293577.981651
229663	1845714.28571
210998	302857.142857
54160	508571.428571
20316	345714.285714
26408	1049.85507246
320727	62000.0
226982	344572.368421
12469	5802919.70803
353242	139714.285714
217737	1277142.85714
97541	3257142.85714
56529	1770949.72067
12466	2711864.40678
68215	920000.0
64656	182571.428571
66691	124857.142857
240832	568571.428571
54122	46571.4285714
19344	219069.767442
102436	64412.4168514
13629	12121212.1212
100683	4405.45808967
330260	1550847.45763
13669	1577380.95238
14228	7117903.93013
71941	34845.7350272
67201	2434285.71429
D3YUM8	13673.7142857
68276	9477.69080235
68606	5578.09734513
15951	31714.2857143
59040	13612.9952456
59007	15975.422427
15516	12928176.7956
20702	5558252.42718
22027	17955112.2195
A6X940	628571.428571
13511	368983.957219
69134	2719.8
73825	75714.2857143
15528	31078431.3725
18674	4571428.57143
18703	1841763.94293
19185	925531.914894
66375	467455.621302
67615	31913.8655462
51798	2911314.98471
227648	190571.428571
100038882	1111801.24224
20068	15851851.8519
30055	1502857.14286
226101	19458.8571429
19941	3889655.17241
27393	391428.571429
14375	58552.6315789
14229	92543.8596491
237542	3599.42857143
109079	306122.44898
67776	734285.714286
94061	431428.571429
101490	3674.0
320806	98973.042362
227720	10935.2517986
66165	178571.428571
72662	93423.7995825
20351	11115.0
13030	864306.784661
56491	1308571.42857
19186	20642570.2811
66366	122571.428571
321006	14209.8273572
69923	313539.192399
67035	139465.875371
20815	141358.024691
109674	107769.423559
85305	1798319.32773
66661	1382857.14286
19182	3235294.11765
14319	18186813.1868
225160	54794.5205479
18813	7200000.0
71985	223714.285714
104831	20981.0874704
56717	28128.6779129
104458	2530303.0303
67166	1408602.15054
77582	62156.448203
11977	24882.629108
56715	12945.1428571
19346	21806.7307692
67439	23508.7719298
77065	1692.96066253
110175	355319.148936
19170	8208333.33333
108077	89428.5714286
338355	243142.857143
218885	221142.857143
56284	102857.142857
99311	63142.8571429
18673	2208571.42857
56530	588571.428571
74778	23120.0
230598	108527.131783
218811	1708571.42857
12330	4940778.34179
53872	3171428.57143
19141	224827.586207
12091	170015.455951
16423	223102.310231
81018	58857.1428571
23923	20395.0588235
107976	91383.8120104
73078	300613.496933
69178	1082857.14286
231889	52285.7142857
12822	3882.86358512
68095	837142.857143
69162	1609756.09756
106821	28857.1428571
64685	1234285.71429
12607	6290.57142857
26445	577114.427861
22193	72463.7681159
53312	19466.2857143
22284	109026.963658
17713	3271889.40092
20185	24443.7142857
14450	537623.762376
219249	18129.4285714
26399	188622.754491
52443	32285.7142857
18786	267002.518892
18822	1155.85164835
71517	51142.8571429
26441	5862068.96552
19188	12008368.2008
235606	915300.546448
67429	80857.1428571
56551	392168.674699
68537	139887.640449
93762	192197.906755
235587	200285.714286
11431	822784.810127
12464	3320964.74954
26440	5703422.05323
14387	8641.97271773
17827	314285.714286
18655	20383693.0456
231279	32285.7142857
66388	91428.5714286
109880	15547.2636816
19983	8114478.11448
68117	854285.714286
20044	7880794.70199
80280	252857.142857
77219	603988.603989
26905	2139830.50847
26932	68094.2184154
75669	7805.59646539
269523	6141439.20596
73024	176571.428571
66082	931547.619048
170752	261278.195489
20463	434234.234234
19072	1333802.8169
243743	5335.44638141
16150	67899.6036988
11749	3800000.0
97212	8387942.3329
72459	23381.7701453
192169	402857.142857
56486	476923.076923
68995	974285.714286
103963	7894736.84211
12304	11896551.7241
227331	49428.5714286
59125	84768.2119205
20088	3090225.56391
20005	3182291.66667
68365	3860465.11628
67826	20318.8861985
216820	362229.102167
100037258	986111.111111
67179	857142.857143
19341	277064.220183
20054	6868965.51724
267019	12384615.3846
114893	368571.428571
67427	11512605.042
11545	98321.816387
110821	1276243.09392
56295	35428.5714286
13194	750877.192982
67490	291428.571429
19298	468227.424749
19946	12173913.0435
56436	442857.142857
53319	11497.2491909
54723	10114.0811456
67367	12322.7917121
17449	26317365.2695
63958	8866.15515772
12395	1362.305026
20091	5416666.66667
22041	745714.285714
13200	1723356.00907
30934	35428.5714286
19877	36484.4903988
67398	127672.955975
109652	1977941.17647
75805	464488.636364
15461	55026.4550265
225467	19413.2625995
18041	312638.580931
14886	48697.3947896
12010	8823529.41176
211548	1597142.85714
213988	8324.85714286
16828	51807228.9157
16648	477142.857143
214498	34000.0
55944	680656.934307
140570	60260.5863192
66701	170857.142857
74080	36650.6122449
78893	12686.2903226
20912	279714.285714
15526	16200294.5508
228026	130411.449016
67707	151142.857143
20084	7697368.42105
66121	64000.0
14227	6328571.42857
14735	22800.7181329
80509	2483.17142857
68188	23909.6573209
69893	91142.8571429
21856	1797142.85714
77604	28451.7142857
65019	3071428.57143
329908	30416.5074513
76577	146571.428571
20397	1026408.4507
13167	37214.9425287
218506	614285.714286
12651	83502.5380711
20338	54177.2151899
215476	41714.2857143
320714	156000.0
54638	52000.0
233489	2142857.14286
93747	5172413.7931
216440	409226.190476
74157	391428.571429
65111	814285.714286
69077	3080568.72038
231659	974285.714286
67151	202252.252252
73724	949438.202247
74153	340000.0
20619	19821.4285714
73178	162674.650699
26446	4619512.19512
12408	13718411.5523
59027	2321792.26069
19248	4163.48387097
68083	127428.571429
67382	100413.22314
107733	377142.857143
68734	77714.2857143
11658	156089.193825
381314	358695.652174
104662	35714.2857143
19184	1428571.42857
67873	163414.634146
64138	1016339.86928
27050	12633744.856
75617	4240000.0
22258	225571.725572
66361	16041.1428571
66882	1142857.14286
76051	24387.5278396
75717	167948.717949
70737	392107.472712
72461	234215.885947
67089	1102827.7635
67512	256115.107914
94062	261428.571429
208967	10232.0
67840	109428.571429
57296	739376.770538
11767	673758.865248
19177	577617.32852
69617	780000.0
75964	271428.571429
16913	1688405.7971
13690	379690.949227
67460	9104477.61194
18567	19036.2857143
29810	12567.0710572
11303	217602.830606
68636	2480000.0
23997	1859042.55319
26554	300781.25
11652	62162.1621622
213326	314285.714286
56524	100285.714286
13480	446153.846154
