Gene names	Intensity L Ileum
109042	9469.42857143
218138	6908602.15054
19058	174117.647059
224796	7649402.39044
56421	2678571.42857
68794	28173.1474688
17922	1306199.71604
107993	41586.5384615
16777	48320.268757
21916	15601.6713092
50876	113390.31339
216350	791428.571429
109272	57428.5714286
18295	32357.3825503
21648	757142.857143
18073	65301.2048193
15507	199043.062201
66695	40750.6702413
12512	149159.663866
72088	1242857.14286
12323	73800.7380074
67399	93142.8571429
12372	69714.2857143
18746	17645951.0358
20198	72571.4285714
104183	110571.428571
27273	9413.34951456
64661	9395.42857143
69787	6285714.28571
330440	3514285.71429
12971	100285.714286
17929	16294.5714286
14660	666172.106825
12799	96428.5714286
433470	1640000.0
17035	285142.857143
16664	95247.9338843
226519	70939.639079
16854	8333333.33333
19283	2434.02857143
20195	1022857.14286
16775	3108.70044053
226041	76000.0
67326	110857.142857
18489	605714.285714
118449	133428.571429
12349	5769230.76923
76293	59714.2857143
17885	2380.38203407
17879	185375.901133
67971	181142.857143
270097	733.4
11674	11620879.1209
66734	153719.008264
107272	313513.513514
17022	236390.532544
14457	3233.42857143
171580	1202857.14286
11450	61133.6032389
11811	1574.0625
107029	2995391.70507
26558	1249.57142857
22240	203714.285714
232714	9142857.14286
232400	46285.7142857
17930	16882.2857143
18483	4892.28571429
13179	229234.972678
23969	31714.2857143
11983	5371428.57143
17118	453074.433657
69051	90000.0
14467	505714.285714
56185	34560.9065156
16852	1962962.96296
72948	44285.7142857
11676	438016.528926
21985	2557142.85714
12933	354285.714286
20965	50000.0
16890	68379.4466403
20194	1825714.28571
21753	828571.428571
19340	190867.579909
229731	2828571.42857
17988	377142.857143
73723	2411428.57143
13405	907.476889614
12721	5856832.9718
13184	2902.57142857
216739	4762.41032999
14583	4203730.2726
13010	252857.142857
16985	132285.714286
11997	13607594.9367
15275	105749.486653
22352	1793991.41631
107684	1360000.0
18611	21842.2857143
19652	367973.856209
71960	3795000.0
381204	142281.879195
16952	320000.0
11820	48571.4285714
12306	25514285.7143
14381	1067961.16505
18074	18745.5452602
66395	7371428.57143
12362	1746268.65672
56356	138000.0
17105	29545.9459459
74340	2430668.84176
11808	9057142.85714
109857	289530.685921
13821	37770.1934016
17760	34657.8366446
109934	511428.571429
12406	589928.057554
83397	5728.57142857
67103	6382978.7234
216810	56857.1428571
217124	134571.428571
12934	730769.230769
67865	228285.714286
20324	44857.1428571
29877	40285.7142857
380698	203.091428571
11766	625714.285714
26556	79142.8571429
16776	4168.90801506
12332	1471590.90909
269713	153772.683859
24014	175510.204082
192176	615791.462032
65969	58857.1428571
21346	6485714.28571
109264	2875.16556291
66355	3493.62318841
208943	1591.97142857
20963	83147.8537361
76281	1662857.14286
12313	3979865.77181
23917	42023.3463035
18476	1448275.86207
66222	34564643.7995
20708	189714.285714
16779	4927.12618121
102502	39428571.4286
14590	447949.526814
58194	30183.3568406
66098	10854.0
66144	729411.764706
16019	84000.0
76932	118571.428571
67443	152000.0
30948	137428.571429
12696	45035.4651163
22138	20134.6093772
67834	4071038.25137
11717	41775.4569191
19038	65094.3396226
67861	256000.0
16403	270394.133822
68028	2459016.39344
26430	74922.6006192
72269	924657.534247
74145	7630.87431694
14571	4993122.42091
56205	60000.0
12653	271428.571429
12798	551428.571429
17755	6250.0
18799	40343.9153439
13017	238202.247191
56526	118857.142857
16560	37345.1327434
50706	39428.5714286
229603	14642.8571429
19895	10860.3960396
P01864	52285.7142857
11544	370165.745856
66251	443594.646272
21804	6076.57142857
23999	974212.034384
11677	5727848.10127
229593	317142.857143
68196	171142.857143
22271	1276527.33119
14432	33428.5714286
97165	9190476.19048
22152	88444.4444444
19309	47980.9976247
66471	500000.0
114584	7178423.23651
14079	30757575.7576
74103	11924.8571429
72042	2137142.85714
15929	2188295.16539
73442	19238.0
59046	19846.5714286
11486	26505681.8182
22323	362666.666667
66849	351428.571429
11641	35428.5714286
98878	150277.264325
270685	87615.1484135
114663	195517.241379
16541	2184.22434368
17904	19470198.6755
212307	299079.754601
11857	2120000.0
227737	204285.714286
20692	18407.1428571
12810	227.802857143
19055	222648.752399
11745	728571.428571
19339	129090.909091
14086	26243.1428571
16594	8014.3572621
20193	87714.2857143
67980	156521.73913
15163	197530.864198
13476	440000.0
68106	102285.714286
71733	28330.5714286
219072	79142.8571429
11973	1123893.80531
16956	2437.76371308
17254	1545627.37643
13860	482857.142857
98932	5098837.2093
54609	46865.2037618
170718	4685714.28571
16678	133751.962323
13132	8894.38642298
107589	772797.527048
11518	448571.428571
11775	29482.4399261
19231	2942857.14286
20719	14259259.2593
432516	3969319.27133
16906	6411564.62585
18537	1158590.30837
75974	57142.8571429
74325	716157.20524
93686	1630.45714286
227620	150295.857988
15129	26734693.8776
326618	4435483.87097
11964	779578.606159
15122	13200000.0
12908	746006.389776
53416	244604.316547
110935	17512.5714286
75608	309821.428571
26611	59428.5714286
56360	668571.428571
20362	57428.5714286
353170	115428.571429
18754	29172.3202171
56195	27210.2857143
22003	802816.901408
16592	1807407.40741
66111	18968.5714286
12550	1493212.66968
104001	334285.714286
69654	2636815.9204
11465	714666.666667
71780	563734.290844
320707	70857.1428571
110078	438908.659549
223601	256000.0
232748	56000.0
68631	3260188.08777
15444	88000.0
107975	182000.0
209378	3417.42857143
68420	86000.0
19264	106893.880713
14960	6523437.5
16149	1064516.12903
23825	3628571.42857
14007	102755.905512
230972	531428.571429
18582	64904.0
14936	47696.4769648
213539	17900.952381
654795	269428.571429
22142	620842.572062
381694	173006.134969
73212	12319.7142857
14593	11621.0
170930	2526315.78947
67068	1354166.66667
57915	94857.1428571
94181	6514285.71429
68519	55714.2857143
11722	2009.39334638
15512	67614.5339652
17524	3114285.71429
59069	15070422.5352
14688	3647058.82353
22637	21844.6601942
12945	94004.7961631
16593	152680.221811
19672	96000.0
67803	10664.2857143
17219	111327.649208
11966	636007.827789
14245	9376.28571429
26364	10943.0317848
73112	2305714.28571
71148	92000.0
18751	135618.479881
52589	36857.1428571
101314	142285.714286
11931	16513157.8947
22629	7276422.76423
18717	9235.40090772
20970	1287330.31674
13589	2205223.8806
12491	38983.0508475
56327	210869.565217
18033	51184.346035
66273	580000.0
227541	202077.922078
14269	104000.0
18597	2564102.5641
18739	25157.1428571
56702	1973094.1704
17161	8726235.74144
74091	981250.0
68263	3064066.85237
69772	1263.30612245
11891	48416.2895928
216197	86434.7826087
18536	16372.2857143
234779	60158.1027668
14026	32571.4285714
74044	28478.2857143
12759	288571.428571
16170	13750.2857143
73834	201619.433198
228359	802857.142857
380711	22828.0
380686	24686.8571429
432467	51142.8571429
380928	1728571.42857
66128	425714.285714
P01867-2	226571.428571
229877	480000.0
22631	21795918.3673
66310	317142.857143
66645	62285.7142857
18797	1961102.10697
57349	4066.28571429
235627	15984.5714286
20202	41714.2857143
59069	219718.309859
239217	132857.142857
109552	1117142.85714
12419	717277.486911
73086	37195.8285052
108911	668571.428571
66128	471428.571429
320183	2178.28571429
13016	265306.122449
72157	2225806.45161
12417	1945355.19126
216963	28961.038961
27360	445714.285714
18642	42179.4871795
319713	950.601173021
72108	428571.428571
170750	3210272.87319
65106	562857.142857
12412	242162.162162
14225	12592592.5926
227700	32750.0
20111	1975138.12155
12402	34939.7590361
17831	626865.671642
105298	1782.14285714
12322	43933.0543933
15193	264571.428571
17220	127538.247566
53598	424193.548387
11429	16025641.0256
16181	39534.8314607
66576	475280.898876
100900	491452.991453
12816	769.519230769
52398	1208571.42857
17698	1540727.90295
29812	400000.0
18220	662857.142857
68614	15200.8571429
22793	39361.7021277
26417	1407894.73684
66204	872727.272727
18195	745967.741935
53378	122571.428571
12183	424710.42471
192662	7254901.96078
27984	1834285.71429
108058	112915.129151
13688	23652.0
20201	40571.4285714
65972	564516.129032
244373	3142857.14286
233908	984555.984556
54391	4477419.35484
63986	168000.0
12757	1634042.55319
17967	3195.60538117
382643	27388.8571429
15382	4156250.0
116847	93121.6931217
56086	2833910.0346
18753	227002.967359
22343	414285.714286
66469	1011428.57143
29875	1617380.80869
14904	73142.8571429
14857	23991031.3901
76626	161428.571429
668218	201428.571429
26370	72674.4186047
16400	97815.7644824
15469	1466307.27763
12858	9109589.0411
11852	47337.755102
108671	307335.907336
114886	275142.857143
227960	26320.8571429
14784	741935.483871
234353	22661.5236258
214459	411428.571429
407785	1275862.06897
100732	879003.558719
17215	146551.724138
320183	6962.85714286
26949	2236453.20197
22375	2022869.02287
54120	811428.571429
76497	782857.142857
76820	6242.85714286
14156	328042.328042
75901	44518.2724252
11957	4629629.62963
67683	5164.0
63913	149142.857143
108664	298136.645963
53605	613810.741688
57752	8877.2845953
59069	788732.394366
17931	153547.133139
269774	97184.5672576
20742	2484130.34278
20024	2322857.14286
232201	23128.2857143
72096	38000.0
19088	35817.3076923
29817	63714.2857143
66514	99079.7546012
17955	578666.666667
329910	143265.993266
545030	5672.28571429
20739	1059.95859213
50926	501661.129568
80890	46236.5591398
56426	651428.571429
68598	1003952.56917
208194	140760.869565
18738	4971428.57143
30059	965714.285714
22151	276404.494382
54519	33142.8571429
16773	9529.94204765
54401	7560975.60976
69071	29428.5714286
93730	107714.285714
14555	14011461.3181
329154	62000.0
12340	3101398.6014
69270	26061.2244898
193740	751950.078003
18750	199404.761905
12041	149757.281553
54403	129749.768304
171210	58940.397351
75007	20378.2857143
17996	224000.0
22630	6938775.5102
18993	23138.832998
22350	13464163.8225
14923	2136363.63636
50492	349344.978166
13138	98656.2150056
22628	4858299.59514
68732	628571.428571
11484	368589.74359
12631	23433734.9398
223255	763341.067285
11657	35142857.1429
19291	322857.142857
67199	1081967.21311
56409	17397.6190476
235661	1544933.07839
94184	1785714.28571
18538	1218390.8046
54673	91780.8219178
67469	6339.6011396
13855	6634.11764706
66905	2197142.85714
117150	9610.45130641
26413	2695530.72626
229709	3735849.0566
109711	1659192.82511
20741	26973.6842105
23988	124242.424242
71889	4066.66666667
19156	565529.62298
67860	2141.4
11308	196857.142857
18624	2778904.66531
72565	219428.571429
66125	473255.813953
67689	25000.0
65962	25507.4183976
13822	281376.518219
20650	27379.7142857
13169	226285.714286
319162	1207692.30769
77579	10627.5303644
54130	3600000.0
64383	131362.467866
14976	2062992.12598
22221	44444.4444444
109624	985714.285714
12336	944237.918216
22330	2035647.27955
18637	449350.649351
19046	648318.042813
235442	307729.468599
53602	225142.857143
51886	552995.391705
16905	3654135.33835
12974	6961206.89655
103850	5628.18181818
57376	191484.184915
93739	354700.854701
77134	6000000.0
268656	295983.086681
66335	633507.853403
98366	216101.694915
58231	149373.881932
20588	71920.2898551
99889	1091428.57143
59041	309859.15493
74134	255489.021956
67808	36571.4285714
224105	437022.900763
67881	391428.571429
58233	6214.60957179
66540	76571.4285714
23943	300000.0
76551	108102.345416
64899	199142.857143
17919	145214.521452
19385	1125714.28571
235380	4903.42857143
20383	1835365.85366
83965	35428.5714286
110651	366216.216216
66290	1457627.11864
27205	1455.28827038
18798	54571.4285714
52700	762857.142857
228998	71980.6763285
58193	10886.6666667
20163	585714.285714
227613	11101123.5955
11474	39111.1111111
17876	30857.1428571
22154	819819.81982
69151	189428.571429
67581	8298.57142857
56737	93012.0481928
70974	62479.8711755
68942	99530.5164319
234663	294715.447154
54132	2642857.14286
17993	3308571.42857
108123	500000.0
67530	29459459.4595
16790	6801242.23602
21961	105142.857143
53424	186571.428571
69083	415540.540541
30056	116285.714286
50927	172056.921087
12111	75067.7506775
18002	524691.358025
22153	2099099.0991
11603	3767.8974359
17149	1924657.53425
235339	1619937.6947
20740	2855987.05502
73833	150857.142857
22388	10085714.2857
232975	1816386.9694
12912	5621.9941349
56431	21454545.4545
72900	3096774.19355
14544	6343612.3348
56330	288571.428571
13877	1185714.28571
230872	4208.28571429
213012	22968.3501684
12017	380281.690141
22196	2006329.11392
18475	567685.58952
66365	322857.142857
71766	305714.285714
18671	92476.4890282
66094	130000.0
63985	223142.857143
56459	408571.428571
67628	1445714.28571
13427	1346405.22876
216190	115428.571429
109689	1088516.74641
16691	71224489.7959
106628	67993.3665008
18046	50447.761194
68205	148514.851485
234852	148469.387755
226977	382857.142857
13660	2153558.05243
56440	1154285.71429
192196	762755.102041
68539	54000.0
65964	50571.4285714
12757	224255.319149
70314	5870.0
52551	322857.142857
27402	463073.852295
56297	4289.46236559
12695	36750.2726281
20411	12790.6976744
66983	94765.8402204
56212	353403.141361
15463	331428.571429
13014	66857.1428571
18293	216031.280547
53331	160536.398467
69724	7292.02657807
78330	1144230.76923
13191	1542857.14286
15387	55507.5593952
380752	85428.5714286
52163	172994.652406
55980	2111913.3574
83409	35428.5714286
72931	71428.5714286
66385	528571.428571
76088	185428.571429
52009	79428.5714286
108903	270285.714286
59013	2316258.35189
14105	101145.038168
105559	69714.2857143
56456	764568.764569
76737	178285.714286
14678	1453521.12676
15381	2849840.25559
68183	457777.777778
107513	1437062.93706
12400	35714.2857143
66054	9073684.21053
67673	2101694.91525
21923	54502.3696682
16331	65239.2947103
67870	240466.92607
76959	453424.657534
386649	983783.783784
66498	128431.372549
67488	4396.28571429
192292	20934.5794393
433759	589211.618257
51797	782857.142857
67457	40857.1428571
21881	14402810.3044
232807	1814.6
94186	179428.571429
14693	1205882.35294
21351	16439169.1395
20168	1385714.28571
22627	25058823.5294
21835	2163.51428571
245688	854117.647059
22334	11661016.9492
20947	428571.428571
67938	1970930.23256
12333	1110799.43899
17216	82964.6017699
18000	905714.285714
20411	18759.6899225
170719	189714.285714
50773	1235000.0
110208	7991718.4265
12859	5015625.0
110854	537142.857143
238330	32285.7142857
12331	16228571.4286
56692	1201612.90323
110809	5080645.16129
104015	21664.5489199
50875	1338068.18182
68202	6146551.72414
54473	51094.8905109
54126	372389.791183
67299	136000.0
665596	877142.857143
21849	1223021.58273
227624	54285.7142857
19047	2145510.83591
94176	13785.5579869
66201	932038.834951
66373	223076.923077
16907	852348.993289
110119	1555555.55556
68097	5977528.08989
70225	91304.3478261
78830	557142.857143
18104	3062043.79562
216873	26061.1428571
68051	742857.142857
20723	362857.142857
23964	231428.571429
14567	1594285.71429
20382	1004524.88688
12380	680000.0
14030	435114.503817
16563	75602.8368794
30949	417142.857143
66070	59388.6462882
13486	168000.0
320165	2059.17312661
225027	767790.262172
110323	25581395.3488
101739	225142.857143
74192	622222.222222
67475	477516.059957
12928	101644.736842
22192	732240.437158
52822	262285.714286
13043	1216117.21612
71978	503355.704698
70620	1151724.13793
57319	692134.831461
210126	229714.285714
56726	201428.571429
234069	143714.285714
319965	152285.714286
16688	211743.772242
27756	3978947.36842
21917	680000.0
14164	1262.51612903
56376	777142.857143
75739	153714.285714
11972	472934.472934
268980	354285.714286
53610	2558139.53488
66226	22186.8571429
53607	515679.442509
18952	95142.8571429
68969	15015.0442478
12655	2025.34285714
20911	560000.0
60365	758620.689655
D3YV37	320000.0
17217	262180.974478
15159	279411.764706
14866	1191964.28571
72993	29561.5275813
14751	18817204.3011
14957	4841628.95928
20630	660377.358491
68240	68111.5702479
18971	7560.0
18472	2512195.12195
14272	251193.633952
17685	49518.7165775
69207	72857.1428571
54394	80571.4285714
225887	575471.698113
60409	460000.0
66231	67142.8571429
68094	192085.73784
12401	37714.2857143
52639	1903.02857143
15204	14205.955335
19663	17433.7142857
216001	988571.428571
235072	2374285.71429
19070	23050.0
12488	635792.77865
20222	206526.315789
108121	87866.1087866
19155	1652173.91304
11777	150259.067358
26941	12428571.4286
21873	682090.831191
P01868	34000.0
19646	1049411.76471
18451	667.883895131
59079	27104.1369472
18643	55571428.5714
66531	103142.857143
20218	900677.200903
595136	9235849.0566
218460	14191.7142857
56362	14180602.0067
18569	631428.571429
11984	812903.225806
56612	733766.233766
12343	6783216.78322
83997	85714.2857143
67465	711757.269279
67771	6000000.0
140546	131714.285714
23970	1248571.42857
56217	55407.4074074
269593	360000.0
56372	30000.0
66624	249557.522124
110082	65428.5714286
98053	25000.0
338367	2097415.50696
270110	152000.0
108160	65486.7256637
16569	18206.1579652
229279	13957783.6412
12283	2812316.71554
15387	3952483.8013
66177	347945.205479
13001	590697.674419
22324	29940.8284024
59008	37702.7027027
22333	15878378.3784
75734	261714.285714
216527	20404.5714286
94284	61958.5687382
73341	12258.1063554
83431	6662.57142857
72590	189378.238342
93765	3315789.47368
18641	170512.820513
18148	4657534.24658
56150	242926.829268
66601	1928571.42857
23837	127428.571429
116733	139816.933638
20021	99272.7272727
22327	169428.571429
16573	1173416.40706
12321	2440000.0
208618	83714.2857143
68971	124857.142857
21887	55428.5714286
71810	351428.571429
59020	5514285.71429
15384	3894736.84211
54196	354285.714286
320795	57505.2854123
621893	5100000.0
57342	125000.0
74246	258789.62536
66075	2314285.71429
170760	362857.142857
12833	31414.6341463
70650	38363.8928068
57230	16902.0
21807	58857.1428571
12835	365714.285714
22319	1669902.91262
231887	888571.428571
212531	108857.142857
67951	454138.702461
68816	1457831.3253
75454	1790322.58065
68833	385714.285714
52563	56951.4237856
68342	7102272.72727
56358	58285.7142857
20826	890625.0
19143	81169.5906433
18221	1165714.28571
237823	167539.267016
72404	192571.428571
22384	405714.285714
109006	249428.571429
107260	1472324.72325
81877	5406.0
75530	51142.8571429
68349	1821292.77567
12540	5340314.13613
66101	760638.297872
50995	169278.996865
14187	1243670.88608
16202	158185.840708
98238	1325714.28571
56031	108970.099668
72567	253536.452666
105348	1320000.0
17380	429333.333333
432508	408571.428571
19326	11926605.5046
216131	105142.857143
68705	73092.3694779
19826	586885.245902
66314	354285.714286
53379	17657142.8571
76614	9428571.42857
69878	252325.581395
20405	164130.434783
100986	144571.428571
269113	168235.294118
14489	705714.285714
52428	176571.428571
17472	35428.5714286
18141	101931.330472
17975	4130127.29844
69091	174000.0
70885	8110.98591549
74355	94857.1428571
192174	38285.7142857
433904	1214285.71429
12834	11895.5512573
67010	4200.75471698
55988	84285.7142857
100034361	278571.428571
229542	2471428.57143
66377	159210.526316
100336	17582.3361823
19052	166019.417476
217837	431980.906921
67397	1568702.29008
14682	1225626.74095
236732	14838.7096774
217517	15456.1904762
29806	25258.2857143
66585	656424.581006
18034	19243.6040044
13009	3687.21649485
60321	56162.2464899
321022	162571.428571
18826	8200000.0
108014	94594.5945946
16414	38651.1024643
11991	2549295.77465
20174	244060.475162
11746	14457142.8571
12334	144285.714286
19889	40571.4285714
11938	908045.977011
22218	631683.168317
56309	109142.857143
80877	1788571.42857
67851	86000.0
67474	362307.692308
11928	7585532.74682
69957	73709.6774194
228836	20486.8571429
66437	1557142.85714
94242	14934.5714286
18226	212927.756654
228983	50285.7142857
16796	3314285.71429
15388	5000000.0
69459	34285.7142857
69024	11136.8571429
19703	2753.25581395
68693	2057142.85714
20318	1251428.57143
15161	482857.142857
217692	27915.1428571
72552	47714.2857143
223696	288571.428571
70572	1065714.28571
67781	812820.512821
13063	27047619.0476
23808	44000.0
230596	155448.717949
242687	299798.792757
71844	59284.4974446
14082	226829.268293
230649	68571.4285714
74200	13528.0
17991	7676767.67677
56697	34571.4285714
67877	166292.134831
53817	1745327.1028
110639	80817.6100629
66588	9948979.59184
98758	5108433.73494
69875	6865248.22695
70316	5916666.66667
67130	6702290.07634
66118	187142.857143
21399	874285.714286
84094	2277.28571429
14672	2025069.63788
64136	502857.142857
67890	5188235.29412
16976	920000.0
72313	110000.0
56399	115142.857143
102566	32571.4285714
66091	3083333.33333
19053	469255.66343
268373	68902439.0244
68219	345714.285714
74125	152571.428571
71514	773962.804006
106344	59065.9340659
66912	571428.571429
18795	742.080592105
54683	17008928.5714
68724	586021.505376
67273	5436619.71831
12537	290816.326531
21787	6114285.71429
11735	30035.6960734
56350	63186.8131868
17448	52662721.8935
56637	54761.9047619
17218	119099.590723
23827	22110389.6104
20833	245762.711864
66368	229508.196721
19358	377410.46832
11853	4715025.90674
12867	7047619.04762
21968	22483.4285714
51792	3005093.37861
67959	595744.680851
18854	39548.0225989
55936	89761.0921502
68682	2399.54285714
15368	4109.68858131
55990	22429.9065421
20657	23790.438247
67186	23652173.913
59005	139428.571429
67955	1514880.95238
18747	874643.874644
66642	153463.587922
29876	1498023.71542
54214	537142.857143
12857	17159763.3136
17884	13563.6926251
19707	32000.0
19290	874285.714286
76055	79142.8571429
103967	50637.3117034
21672	5151515.15152
76137	97714.2857143
56324	68068.833652
68585	106000.0
20409	1574285.71429
76302	54285.7142857
217030	18684.8571429
66899	21887.1428571
14790	12730.2857143
224111	67714.2857143
70470	57714.2857143
269061	46857.1428571
16568	8229.38659058
57317	206543.96728
27054	794002.607562
107701	41509.4339623
72333	126571.428571
23971	238782.051282
67923	4107142.85714
330662	67024.1286863
213760	24709.1428571
72542	302857.142857
70296	173428.571429
101706	1508571.42857
320024	39705.8823529
27374	161695.44741
72170	199428.571429
23790	1648571.42857
76614	49142.8571429
11975	44934.4457688
17758	247111.111111
19317	13822.0
109331	9393.11408016
224903	156000.0
56378	6348314.60674
20410	6292.85714286
236573	101142.857143
16426	9116.57142857
319186	21746031.746
96979	1127604.16667
67886	4292.28571429
240028	45756.097561
17128	36479.1288566
14797	9158.57142857
104457	60000.0
12237	435582.822086
216705	2148571.42857
68607	428571.428571
76709	8533333.33333
11487	110680.907877
76936	1385459.53361
28000	1386904.7619
56495	614942.528736
192170	1445255.47445
22594	31537.2424723
103466	1422.08571429
23980	3057142.85714
12345	6787003.61011
217864	89308.1761006
57435	1698.4
104009	14705.8823529
68926	58285.7142857
12369	1151815.18152
381308	121428.571429
26431	15395.480226
109676	94000.0
69150	414285.714286
76899	80857.1428571
93760	9417.43320193
19384	11250000.0
66911	4501.71428571
54353	11498.5714286
72183	1011428.57143
19357	44881.8897638
22668	278713.629403
P16546	218285.714286
74117	4428571.42857
21894	731995.27745
12321	72571.4285714
64704	96724.8908297
68375	8604651.16279
22169	142281.879195
252870	297370.80689
102122	6956.85714286
67963	818791.946309
19229	51139.7423191
21915	313679.245283
54195	19354.8387097
20810	536290.322581
22099	276857.142857
66629	557142.857143
26395	824427.480916
22070	5200000.0
13002	111111.111111
225131	24046.0
226251	46922.1835075
14011	10622.6804124
100434	166921.898928
216156	92571.4285714
13033	1478048.78049
108099	98763.2508834
16801	28913.0434783
11840	5309392.26519
19414	16847.1428571
72349	63243.2432432
68001	35714.2857143
72205	123714.285714
11844	3611111.11111
67285	31343.2835821
66218	5324022.34637
665113	38170.8238851
73288	122000.0
22680	256285.714286
331026	519444.444444
67899	223428.571429
74255	440545.808967
75062	614770.459082
237859	41697.4169742
68278	290398.126464
21681	238039.215686
230908	3142857.14286
66914	283257.918552
338350	46000.0
20587	39740.2597403
13859	342857.142857
11416	56000.0
67145	71714.2857143
108124	1300000.0
234023	424354.243542
109154	1794285.71429
11947	19848771.2665
66043	3452380.95238
76884	205107.741421
22612	345656.192237
22608	2798136.64596
18810	1074397.78299
215951	70571.4285714
75710	211142.857143
15182	187500.0
66044	189428.571429
20226	2128906.25
66827	37428.5714286
78618	72337.6623377
19655	491048.59335
57750	86285.7142857
12995	1838874.68031
15568	1668711.65644
20616	68285.7142857
11491	18258.7666264
66521	133428.571429
108989	1988571.42857
52440	236857.142857
19084	258267.716535
107182	64285.7142857
16649	232000.0
20384	431226.765799
50884	269503.546099
269966	93714.2857143
16549	344919.786096
19303	95600.676819
53893	1513761.46789
15530	7823.03749663
319322	1668571.42857
53413	113055.954089
67838	2597765.36313
67003	16026490.0662
104759	27130.8571429
75619	12998.5714286
17920	1098814.22925
78920	3259911.89427
19744	793478.26087
56307	1290794.97908
67043	297142.857143
26921	18653.6901865
103468	146868.25054
70248	294285.714286
75914	33714.2857143
53375	440000.0
76425	31714.2857143
107686	2432203.38983
14873	27708333.3333
56758	297142.857143
227197	4167812.92985
11632	113142.857143
245847	176528.117359
14390	83700.4405286
74105	3421.72470978
67675	72000.0
66411	113142.857143
56044	161165.048544
230753	236593.059937
12568	503424.657534
12866	5746987.95181
69639	90942.0289855
19246	61111.1111111
15289	16837209.3023
102595	2002.71428571
66235	1583333.33333
66414	2075862.06897
70052	55662.1880998
78651	851250.0
56215	301195.814649
74383	142285.714286
17938	3200000.0
66416	3902654.86726
114741	1062857.14286
69305	452662.721893
235041	21058.0
20196	354285.714286
19027	414285.714286
11651	140625.0
18607	28980.3220036
66700	17466.5178571
66713	7485714.28571
21402	2552147.23926
228061	24186.0465116
11843	1288888.88889
14533	9521.71428571
67684	143428.571429
66663	421836.228288
