Gene names	Intensity L Adrenal gland
14390	14859.9118943
74105	5570.81260365
207565	4847.78911565
67675	23896.5714286
66411	15902.2857143
56044	36391.2621359
230753	178759.200841
12568	69520.5479452
12866	3204819.27711
69639	17401.0869565
19246	53009.2592593
15289	7860465.11628
102595	5331.71428571
66235	609722.222222
66414	626206.896552
70052	33397.3128599
78651	87867.5
56215	58295.9641256
74383	245714.285714
17938	1042857.14286
66416	1486725.66372
114741	215142.857143
69305	141420.118343
235041	128285.714286
20196	153428.571429
19027	59428.5714286
11651	106041.666667
18607	6727.90697674
66700	36258.0357143
66713	508571.428571
21402	2638036.80982
228061	6288.8372093
11843	157777.777778
14533	7314.85714286
67684	76000.0
66663	77419.3548387
56748	141428.571429
269966	52857.1428571
11867	983870.967742
27366	28286.8571429
66055	322857.142857
56505	429824.561404
353172	212620.027435
68045	454285.714286
66050	5006.57142857
19387	105942.275042
233405	20569.1428571
76561	52571.4285714
71268	136857.142857
66694	3153284.67153
18604	70270.2702703
20918	1106194.69027
18521	867403.314917
22185	203578.947368
66046	365608.465608
66679	46195.6521739
12387	93597.9513444
54645	195142.857143
109181	62000.0
20639	138666.666667
22122	131775.700935
12562	9577.93367347
233802	232857.142857
18648	9133858.26772
20658	123142.857143
231386	8178.0
98845	17041.1428571
233204	12036.0
68581	588571.428571
15191	1654285.71429
26394	206493.506494
14707	32377.9411765
56045	531428.571429
16993	1058919.8036
68845	4698.57142857
70047	80875.5760369
68988	37274.5490982
66278	28492.8571429
227290	2240.22857143
330474	180571.428571
69736	32822.0858896
71943	40000.0
56430	217828.900072
269338	4919.14285714
105445	5566.0
319565	9877.71428571
223527	318811.881188
66492	42386.9346734
67996	218571.428571
23806	29009.009009
14696	160000.0
229665	48.7986577181
23880	120.442857143
78388	2731428.57143
386612	6306.4516129
76499	74571.4285714
19360	3696.64634146
74840	1260000.0
11625	625714.285714
56274	38229.3762575
21922	54857.1428571
19353	588541.666667
232314	22468.8571429
19063	418300.653595
67693	22594.8571429
224902	48571.4285714
68033	9771.71428571
78808	763.454861111
60595	2127192.98246
17222	1250.30864198
233824	19608.8571429
107652	48467.4329502
75597	194571.428571
56040	1956140.35088
66481	2421686.74699
80838	217370.892019
19230	571428.571429
22166	5428571.42857
27643	32571.4285714
100041953	136857.142857
67211	13668.5714286
67604	26035.4285714
74167	79142.8571429
234797	48285.7142857
232791	1498.00266312
74764	172859.450727
15170	47394.9579832
12539	736147.757256
228769	70110.701107
224904	237428.571429
14679	429378.531073
20133	12114.6464646
170625	18134.5714286
21810	192000.0
54139	1820.66381156
12818	37952.1424597
22200	32034.6320346
72068	5070.18518519
18949	164137.931034
67988	32675.4385965
15452	733944.954128
12370	26875.0
270192	99519.2307692
104444	302857.142857
72772	8292.57142857
68304	38000.0
78294	11602564.1026
56480	2805.89849108
16418	92244.8979592
66656	1597864.76868
11363	14604651.1628
215615	86307.6923077
76707	27765.4285714
20248	10358.8571429
77963	1401.48571429
11744	208571.428571
14265	20392.5714286
76938	71851.8518519
217342	9006.21118012
329877	38285.7142857
109778	511864.40678
77573	18635.1428571
276846	21621.6216216
13806	21382488.4793
109711	37668.161435
16653	128042.328042
67898	16877.1428571
30057	18465.1428571
102058	25812.8571429
192970	2430.65714286
319939	40571.4285714
68991	32857.1428571
68089	301785.714286
56749	24653.9240506
56433	405714.285714
16785	1281355.9322
68981	223921.568627
22145	122321.428571
71268	79714.2857143
23950	31232.8767123
56282	288571.428571
80743	17684.0
51796	46405.9196617
21371	577142.857143
26951	3782.79845956
105675	266504.854369
20916	5291576.67387
320473	7223.71428571
12351	9139.01639344
66530	53167.4208145
26891	785714.285714
71169	8971.71428571
66658	35142.8571429
104130	495364.238411
16151	19496.3592233
26895	784.924242424
70153	210000.0
15369	86666.6666667
23881	136285.714286
17913	182502.351834
56174	90379.0087464
59042	164285.714286
68505	13364.5714286
22158	9017.42857143
70497	94857.1428571
110355	1633.81712627
52064	61773.7003058
19041	3031.96581197
234699	3250.78236131
66317	151147.540984
59021	740566.037736
106039	49921.2598425
71678	66857.1428571
55949	3964444.44444
107476	724946.695096
216344	213063.063063
99412	169428.571429
66072	32857.1428571
56334	209714.285714
13430	193103.448276
20832	243023.255814
17969	755.885714286
74781	38857.1428571
212999	23638.0
110052	115142.857143
14782	294000.0
22042	2327.91612058
239667	12769.7142857
17120	20920.5020921
22273	1222916.66667
16434	445959.59596
12301	2248908.29694
50770	15332.7716933
109785	148339.483395
54451	38571.4285714
16709	54285.7142857
19286	125000.0
67282	3675.42857143
26754	329341.317365
11992	920382.165605
76742	104857.142857
19069	1920.98273572
21917	23482.8571429
233199	1956.6
77305	136857.142857
266692	85428.5714286
19821	29128.5714286
20022	19707.6923077
19359	281250.0
51786	32571.4285714
226591	66285.7142857
105245	1381294.96403
70439	1034285.71429
15354	865000.0
13430	4396.7816092
56812	20107.5812274
26893	152160.493827
20844	127372.262774
52348	10628.4634761
27965	13310.5714286
54709	947692.307692
67458	44857.1428571
67078	78193.1464174
276770	4012987.01299
12632	1054216.86747
218490	93428.5714286
67726	172000.0
22134	14982.8571429
66200	24571.1428571
53323	22200.5
12368	89130.4347826
100206	54324.3243243
56744	162857.142857
217473	36000.0
68572	6318.57142857
66495	827884.615385
230721	158571.428571
210376	12954.8571429
21372	63377.6091082
69976	129039.30131
223754	7749.14285714
223433	504.771428571
13382	7406679.76424
621156	48571.4285714
18570	297142.857143
269682	199714.285714
234671	41428.5714286
11739	9161073.8255
215999	184857.142857
71919	51714.2857143
213491	8353.71428571
18718	4027.65432099
66399	361111.111111
226407	32000.0
22195	5337662.33766
170791	47924.5283019
53421	16732.9831933
238024	116285.714286
110829	334285.714286
13006	113393.590797
19656	14245.7142857
11747	7914285.71429
71732	25698.5714286
77407	116915.422886
98386	5237.71428571
234865	6177.14285714
17184	174940.898345
54127	3884057.97101
71713	11521.4162349
66861	14123.5813367
286940	259800.153728
223723	300000.0
54170	94285.7142857
83796	14365.913371
212111	118571.428571
26922	367292.225201
56748	40285.7142857
72124	58055.5555556
12729	3327.07627119
16456	5056.66666667
65970	474285.714286
16545	6683.19088319
277360	36.1151515152
18120	32285.7142857
68251	9423.71428571
19205	1426944.97154
108030	33142.8571429
20624	76313.0792997
59035	20065.7894737
11566	216228.070175
14674	50928.3819629
15492	19919571.0456
94232	4974.66442953
101943	51191.4543961
13854	99304.3478261
105504	17883.1428571
23983	280898.876404
11564	120661.157025
319154	69900.7352941
23789	219714.285714
229524	4768.57142857
381760	146710.526316
27366	2165.28571429
19878	29755.0432277
54198	702857.142857
213350	21746.8571429
71881	745714.285714
11927	860000.0
73699	63893.5108153
93684	265714.285714
26384	285813.148789
99683	15827.1428571
232341	24610.8540177
67300	937313.432836
223453	160285.714286
70430	12374.0
68059	12110.5714286
12467	69114.8775895
17319	41561.7391304
69710	3557.71349862
12388	215351.812367
226144	14492.2857143
14667	1181347.15026
83701	357142.857143
233977	14223.1428571
100226	117518.248175
219135	2965.64019449
212880	61724.8062016
17995	827586.206897
238123	18098.2857143
320267	189714.285714
50709	118721.461187
108083	50000.0
11821	21627.2222222
19045	85151.5151515
73046	855263.157895
71955	58285.7142857
13040	22173.2352941
268301	11170.5714286
20637	625000.0
14300	27811.2403101
14860	684684.684685
66552	1577.91428571
665775	4300.85714286
214952	9737.58064516
230861	211526.282457
11639	40685.6502242
19324	2512195.12195
227446	30000.0
73473	7034.57142857
17992	2804878.04878
66616	133714.285714
22276	8883.77358491
216363	896.342857143
110253	192000.0
268470	25682.0224719
215449	1135869.56522
18415	201670.644391
56275	37668.161435
107702	1240000.0
140858	42857.1428571
11737	1877142.85714
12988	41555.5555556
26450	517142.857143
69276	7389.94974874
76192	187.236180905
78798	11073.4285714
232087	221772.151899
21885	1371.2
18706	9456.92883895
15239	52258.0645161
215114	9718.17298348
52469	35428.5714286
16658	4445.82043344
27041	405714.285714
14433	14984984.985
75624	116839.378238
192231	32285.7142857
103136	23777.7142857
13631	3683.97790055
79560	57547.1698113
100043714	13930.8571429
21872	250429.799427
226646	447084.233261
28018	64000.0
67542	86857.1428571
19134	6310.12909633
245828	11396.8571429
72692	164297.800338
70564	285714.285714
229543	18635.9269933
22245	116967.509025
78655	485714.285714
67824	20104.2857143
27967	23611.1111111
108155	21032.5047801
22378	84000.0
320938	17131.7142857
28006	60000.0
23945	425742.574257
67040	190769.230769
70297	54285.7142857
19718	3671.63323782
13424	158699.397071
59015	3652.56776034
228994	72285.7142857
213827	1217142.85714
19192	294881.889764
54128	582644.628099
66922	39028.9215686
19383	75320.5128205
66449	18243.7142857
52432	8255.84988962
72047	58449.9461787
56443	65675.6756757
11771	37256.9089048
16480	24295.3020134
66998	109920.634921
52502	136285.714286
13684	1050691.24424
22088	76726.342711
102339	21617.4285714
57320	11322751.3228
18102	268421.052632
58202	16924.0
225028	1065.20134228
66108	263660.477454
192289	8144.18052257
70769	32000.0
27058	794186.046512
26383	16832.5714286
208606	11842.8571429
207352	166857.142857
103573	64052.2875817
11364	5463182.89786
15894	5804.283054
319192	1842857.14286
14194	4220907.29783
15212	134888.059701
28295	2665714.28571
23879	11481.1428571
20042	3704545.45455
50933	495652.173913
66164	13588.8571429
66085	1657.86703601
68303	36857.1428571
54138	153142.857143
72201	32285.7142857
14084	76857.1428571
69368	39142.8571429
66073	1752941.17647
231380	41595.4415954
217325	507.663096397
216724	12498.7359551
19247	264656.616415
69697	1118.74285714
15458	494285.714286
19035	5416666.66667
12929	117821.782178
14083	18990.8256881
53380	74891.7748918
69719	12375.872093
195018	32571.4285714
56258	46325.1670379
20924	197714.285714
76563	6655.14285714
233871	162857.142857
60596	10042.5470333
66609	99712.6436782
76688	12222.8855721
69456	76571.4285714
17420	1936.05177994
16978	785714.285714
226539	12411.4854518
269614	6801.46341463
20130	41834.8623853
20656	18513513.5135
211488	18910.15625
23972	111755.233494
20684	15463.4285714
67939	48571.4285714
14469	55714.2857143
224727	99714.2857143
66646	80263.1578947
107271	799242.424242
67437	62702.7027027
70231	64571.4285714
67500	368571.428571
14104	5031948.88179
51810	1887500.0
333433	452991.452991
73910	5264.0
75612	36580.8823529
70616	6415.39657854
59287	10419.0677966
72198	11442.3076923
329777	5456.70886076
67039	50835.3221957
71835	12481.4285714
26936	71714.2857143
232989	60857.1428571
68194	440310.077519
217449	4865.42857143
29816	23322.8571429
56418	195454.545455
50911	11296.803653
269951	5376106.19469
54189	88979.1183295
226432	39428.5714286
225341	93142.8571429
233765	9856.57142857
19342	16117.8403756
70160	15483.6787565
76987	199714.285714
12566	6456.93641618
66592	1745714.28571
71853	1354545.45455
56361	2274.86997636
17425	8253.82475661
99045	149714.285714
52715	21601.7142857
20336	14358.974359
17970	1418.4952381
245945	65714.2857143
20115	3304123.71134
11370	2225609.7561
58240	44000.0
27369	240794.223827
14768	41714.2857143
83493	63142.8571429
71177	13454.5714286
235315	82285.7142857
20901	525000.0
66383	1688571.42857
56085	65807.5601375
228866	5414.28571429
12261	1137142.85714
625249	897233.201581
238831	11738.3900929
75705	252045.826514
20430	16440.5426975
74326	202285.714286
107526	414285.714286
14828	10045801.5267
257633	198000.0
13680	471428.571429
97387	5486.85714286
66916	68275.1824818
22601	328571.428571
17436	15297202.7972
68299	138857.142857
68337	617142.857143
433702	22405.0632911
209086	726.285714286
13204	102389.937107
54367	23793.1034483
56070	52454.5454545
69225	537142.857143
266781	16106.0
28106	608571.428571
75553	29428.5714286
223650	78285.7142857
20479	170045.045045
100019	70000.0
338337	31714.2857143
13722	294285.714286
72515	2856.45714286
213541	12277.1428571
18102	24671052.6316
68653	391428.571429
76457	2482.57142857
69713	29142.8571429
104112	4326306.14115
56194	66631.6894019
50917	5689.80769231
21991	16822742.4749
73830	275142.857143
107047	9740.53030303
70549	50947.3684211
75415	4954.0
27784	51142.8571429
67144	6536.85714286
17164	52331.6062176
105787	26654.7406082
53310	50285.7142857
232679	39428.5714286
21429	95947.7124183
67897	98494.6236559
68135	639204.545455
93692	298130.841121
64652	89142.8571429
53890	34285.7142857
66053	13786.756238
68197	1908333.33333
110920	72399.1507431
19324	108292.682927
20648	33428.5714286
74245	1346.12021858
52635	5960.28571429
71994	531428.571429
66921	34.2177121771
17257	79338.8429752
56354	117611.336032
28169	6958.77659574
67074	16409.7142857
67332	292857.142857
11806	13636363.6364
18518	130000.0
14208	91328.4132841
67184	275694.444444
54161	531428.571429
15254	1491428.57143
76824	33428.5714286
20817	8136.41703377
16412	65162.9072682
17330	8300.83160083
20843	4783.10316816
66245	6672.26890756
110379	162422.360248
19223	10878.0439122
12028	51046.875
98732	37428.5714286
105446	11603.4482759
12842	896.971782519
14359	145142.857143
71770	313767.342583
12848	753950.3386
78885	54857.1428571
233900	3946.25374625
84092	1458.14814815
66580	1579.48571429
70527	6341.74528302
17096	143164.0625
16329	19504.2929293
56447	254857.142857
20641	426050.420168
70127	34857.1428571
225010	466.436170213
66978	32285.7142857
100169	18688.0
67028	12544.2857143
76332	4297.14285714
68275	7047.17530577
22201	1540642.72212
69064	14897.7142857
75956	32778.3943766
213464	8833.71428571
19087	259351.620948
75751	12238.0
69634	757142.857143
100383	69714.2857143
13830	8885.42857143
73137	138857.142857
16650	109142.857143
223658	510.742857143
216134	910256.410256
19268	482.629083246
14694	2708571.42857
17939	103855.421687
80911	26000.0
231086	4357894.73684
12215	416452.442159
12282	849849.84985
52653	26155.7142857
22687	18914.5714286
56705	13678.5714286
24010	104488.330341
66660	5563.14285714
69940	47142.8571429
170762	15168.9432063
70356	1215633.42318
23992	44857.1428571
76308	221890.547264
11750	554285.714286
74467	7972.28571429
234729	81428.5714286
11792	154258.675079
70349	557142.857143
19653	36842.1052632
21745	14.8501331305
233870	5176991.15044
217232	281.903030303
11757	9766536.96498
51788	906250.0
27883	5126.0
18708	25138.121547
56292	324680.851064
12385	108940.397351
108147	989864.864865
211446	14039.7350993
210711	518.714285714
228410	14367.1428571
19271	774.733441034
66171	424124.513619
13433	1196.79012346
67943	408571.428571
69168	1129.97142857
17973	81962.8647215
68126	331428.571429
11774	61809.9547511
26894	91272.7272727
27979	171855.541719
69019	123602.484472
22225	370629.370629
66866	79142.8571429
108645	155688.622754
23989	1359.4
218503	68285.7142857
81489	46764.7058824
380840	445714.285714
56369	263900.414938
66446	19490.3780069
230027	50540.5405405
64009	11439.4285714
74375	19538.2857143
26357	3644.59665145
277250	22343.1498079
58184	7094.98327759
12764	89120.3703704
78232	29714.2857143
22214	103278.688525
110750	514285.714286
18103	2835526.31579
71805	20268.6202686
69367	64743.5897436
22365	6927.19298246
328417	23333.1428571
69232	3934.85714286
15211	76893.9393939
70223	145617.173524
230393	1293.54285714
66525	180000.0
11946	8716094.03255
50527	36422.4137931
104184	309890.10989
11736	120285.714286
107829	287.672035139
69641	13107.7142857
15525	1307966.7063
66181	88068.75
102103	71714.2857143
18100	51142.8571429
231580	5950.34482759
77862	30285.7142857
66898	3964.85714286
15481	14628482.9721
65114	514285.714286
50797	1822857.14286
11565	42450.7658643
66508	10237.1428571
104721	425675.675676
271457	29587.9069767
71974	16306.2030075
16410	10632.183908
30930	263428.571429
17754	6051.87319885
232533	2225.86206897
70369	24161.0738255
100041230	7714285.71429
225896	243428.571429
100088	20031.5914489
68736	4378.28571429
81702	30571.4285714
55946	46650.7177033
22083	17436.8571429
216551	34571.4285714
22335	1784452.29682
50783	244525.547445
67264	192473.11828
234730	5312.85714286
231874	16924.5714286
12181	6448.28571429
76303	258285.714286
20874	40875.9124088
68178	40571.4285714
67267	17728.0
64697	173428.571429
228850	19583.1428571
64657	164571.428571
18571	774453.394707
20333	111162.790698
68499	25187.1428571
13809	183068.783069
14297	135428.571429
230257	311428.571429
238988	49142.8571429
76479	14865.9663866
66834	991428.571429
30940	243.27014218
19060	132064.128257
20224	1111111.11111
26419	18982.5520833
105513	213.157142857
13383	103756.906077
234594	6147.36842105
67804	737142.857143
67972	101714.285714
69146	23022.2857143
83768	22529.6442688
16978	204000.0
20866	98000.0
15519	12796725.7844
59047	13461.1111111
19079	105185.185185
12211	930.335927898
16211	189497.716895
108737	82352.9411765
56294	22259.6964587
14569	5400000.0
234683	693.228571429
217149	82000.0
20020	2612.23350254
211948	17164.5714286
72946	44000.0
66362	6197.81021898
227715	31048.8054608
114641	1088000.0
271564	18046.5714286
239719	1892.6
15115	402750.491159
73744	11164.5813282
11958	13267605.6338
227377	2661.78403756
66676	44000.0
21770	24073.4285714
53317	70175.4385965
71207	6335.75418994
231872	73142.8571429
13205	474320.241692
67857	47540.9836066
70533	614285.714286
20227	5571.96029777
56445	1313106.79612
108067	47142.8571429
19711	1512.77142857
380773	105142.857143
210766	47422.6804124
109658	59428.5714286
19345	284259.259259
19659	411428.571429
29807	62962.962963
71521	1474.24924925
69780	26635.5140187
218210	27267.4285714
227800	29428.5714286
66917	614285.714286
110959	29411.7647059
20926	4247.33487833
28084	198295.454545
76608	2726.59698026
209318	111464.968153
76130	2949.71428571
12367	104332.129964
75547	93428.5714286
13681	1305418.71921
66902	1067137.80919
11886	413705.583756
74098	148000.0
54563	747.401908802
11848	1113989.63731
76501	12031.7142857
108841	12130.239521
74776	1445454.54545
20085	1241379.31034
70699	39142.8571429
68796	3928.28571429
28088	814285.714286
238799	118000.0
67914	174000.0
22596	20765.0273224
12461	1164485.98131
20403	16500.2857143
226757	24101.1428571
56438	189814.814815
217869	198601.398601
22288	1131428.57143
74558	14216.5714286
16430	30212.7659574
13026	99182.5613079
66354	29664.1791045
74108	26602.5641026
216238	464209.780298
17999	32130.777903
57261	470.157142857
233726	1917142.85714
67128	80588.2352941
17886	3153061.22449
98221	145714.285714
234664	39700.3745318
74143	1782857.14286
17274	154589.371981
320191	170285.714286
72322	7267.94019934
67106	61142.8571429
16341	287640.449438
319801	1724.68571429
232910	220422.535211
28028	12389.7142857
26425	10146.5714286
19386	24402.2273174
66840	9237.71428571
21843	54846.9387755
217715	60113.960114
19325	705000.0
67510	1042.85714286
72508	184.476190476
24061	47931.8734793
24068	7900.57142857
12895	93264.2487047
20335	329411.764706
235567	27241.1428571
66246	29531.9402985
21379	8005.71428571
68564	34571.4285714
16201	80289.532294
26442	1103734.43983
13665	936507.936508
101861	1975.82987552
11764	104772.004242
14827	14930693.0693
245638	1696.97142857
19697	47905.2823315
22215	20903.9548023
13211	84782.6086957
56041	771428.571429
20716	21185.1428571
23968	132000.0
66482	23833.1428571
26897	260143.198091
66302	320000.0
67154	16778.2857143
18114	5631.14285714
320632	291428.571429
229589	54405.2863436
15078	17720588.2353
56207	78419.4528875
224020	62857.1428571
23996	839712.91866
20499	2049.30747922
16330	3343.60523666
21822	44857.1428571
72141	25201.6129032
20014	180665.610143
76952	7949.46428571
76983	190571.428571
211673	24349.7142857
12361	11987.0410367
109093	4285.98615917
66143	169142.857143
102098	11555.7142857
67059	1440000.0
67511	66000.0
60315	91142.8571429
11933	139208.633094
66847	47428.5714286
223691	497142.857143
69702	63142.8571429
269252	6500.48959608
11800	122857.142857
72117	328571.428571
234366	8737.14285714
59026	3906.7854695
208440	3171.71428571
13682	2506142.50614
229096	183714.285714
212627	54285.7142857
23918	210116.731518
11949	5536912.75168
75686	33309.2307692
16783	406403.940887
217707	131092.436975
226849	36008.2304527
66199	29142.8571429
26371	11546.2857143
433771	21640.8571429
19244	3234.07185629
12317	14014423.0769
28114	96000.0
11765	62530.4136253
224794	8091.71428571
11776	14512.0934112
16834	2061.65714286
66606	3171.71428571
76582	3577.42857143
103694	82000.0
53382	885714.285714
52245	65428.5714286
106504	20814.8387097
76299	791428.571429
13858	63545.1505017
229707	8959.42857143
20501	65111.5618661
107767	52000.0
226791	88000.0
53895	426470.588235
50907	2789.92805755
69082	78571.4285714
71772	15790.0
20701	2016949.15254
27681	163178.294574
229363	135209.235209
78891	11016.6253102
66155	940119.760479
83945	194166.666667
70699	1217.74285714
13207	500000.0
71653	58000.0
30960	1008032.12851
104303	140883.977901
30926	1834285.71429
74351	95142.8571429
13209	166252.587992
68512	82000.0
66659	98803.8277512
20852	4551.85185185
101869	38285.7142857
67160	800915.331808
68292	5866.22114216
170789	7174.6875
14854	177426.160338
53356	290937.5
13000	38857.1428571
66445	1301538.46154
50497	7093.71428571
56088	19949.1349481
56403	353130.016051
70834	147428.571429
19349	1758454.10628
20725	15746.5714286
212986	23346.8571429
68055	34285.7142857
237459	11247.0363289
26572	216784.869976
217057	271270.718232
20846	220293.724967
30795	1901785.71429
66945	4141566.26506
20103	79411.7647059
72008	679.942857143
234673	75428.5714286
68953	55855.8558559
105732	48285.7142857
225115	5391.70506912
16646	30000.0
263406	3472.0
13046	290123.45679
11837	4889589.90536
66615	9459.28753181
73942	5051.14285714
26900	47720.3647416
19173	67424.2424242
68473	25029.7142857
98766	4933.49633252
81898	64263.803681
53333	99168.9750693
68038	18806.5714286
66401	42470.7482993
58810	2852307.69231
246782	22763.4285714
59025	166531.440162
225363	377574.370709
227683	8276.85714286
94044	118000.0
20466	1521.97802198
24136	1329.218107
56347	355653.12843
13120	2958.90410959
12465	1478743.06839
238505	5008.30007981
72029	70285.7142857
105501	106140.350877
26414	1719.33189655
20867	3793738.48987
71877	23347.1428571
68018	173076.923077
71984	2935.71428571
74022	58285.7142857
17772	4636.15257048
101592	14551.9077196
107932	2105.84856397
13185	22453.1428571
16004	1020.94240838
20586	1173.09361438
30058	115142.857143
26443	817073.170732
14852	328616.352201
12870	121583.411876
432572	10991.4285714
57312	124857.142857
56351	1054285.71429
117198	6309.14285714
234388	33714.2857143
109905	96739.1304348
67097	493939.393939
20340	5487.74468085
64655	161428.571429
14270	1297.36123749
70791	35643.5643564
67563	4538.85714286
66074	3094.85714286
69608	104000.0
52036	189714.285714
243819	2060.77142857
14113	308571.428571
67345	29801.3245033
57294	616666.666667
207728	34606.9868996
12462	491743.119266
74252	135714.285714
66687	25493.4285714
83814	1375.79681275
268449	2121794.87179
268490	2686.28571429
101513	20259.1428571
67014	22950.8571429
100273	34857.1428571
26398	16425.440806
21817	1049562.68222
71679	9565217.3913
18453	16561886.0511
26444	2250000.0
320011	178594.45519
19089	2955854.12668
26396	162344.139651
11426	250571.428571
19025	255274.261603
14149	7287449.39271
71902	1314285.71429
109620	14429.4138051
19039	37142.8571429
67894	30000.0
230233	9902.4756189
114863	517142.857143
100763	3207.01754386
59029	416129.032258
75221	196476.96477
71648	28198.5714286
107338	85428.5714286
69527	89428.5714286
73192	1612.56490135
52665	722857.142857
68090	504.8
50493	141109.298532
384309	4613.89645777
75786	3963.14285714
15107	12770700.6369
218343	31142.8571429
65102	59714.2857143
72026	55155.8752998
26940	39540.2298851
26416	72500.0
54194	9494.85714286
224139	198571.428571
67958	69142.8571429
74237	1107.02857143
27375	382.563535912
67680	5744680.85106
19166	2444444.44444
269261	482424.242424
21454	954022.988506
320528	155142.857143
20823	313253.012048
67204	416918.429003
15505	534965.034965
19766	46341.4634146
14479	31294.5973496
229663	748571.428571
210998	39142.8571429
54160	78857.1428571
20316	41142.8571429
26408	1083.69565217
320727	770.142857143
218035	85714.2857143
226982	57319.0789474
12469	1354014.59854
353242	24797.7142857
217737	577142.857143
97541	320000.0
56529	126256.98324
12466	1414312.6177
68215	97428.5714286
64656	74285.7142857
66691	9927.14285714
240832	12396.2857143
54122	7873.14285714
19344	37339.5348837
102436	23392.4611973
235542	12521.3849287
13629	3216783.21678
100683	90.1169590643
330260	181920.903955
13669	540922.619048
14228	1993449.78166
71941	3506.35208711
67201	1414285.71429
D3YUM8	359.828571429
68276	14779.0606654
68606	33849.5575221
15951	20040.0
59040	14387.4801902
59007	14526.7281106
15516	10428176.7956
20702	6262135.92233
80888	28777.0408163
22027	8254364.08978
A6X940	508571.428571
13511	4953.65418895
73825	58285.7142857
15528	144117647.059
18674	1228571.42857
18703	975.953307393
19185	412234.042553
66375	202662.721893
67615	10365.9663866
51798	2039755.35168
227648	78000.0
100038882	50381.9875776
100043461	17928.8571429
20068	4377777.77778
30055	594285.714286
226101	3634.28571429
19941	1834482.75862
27393	51428.5714286
14375	18585.5263158
14229	108552.631579
237542	448.771428571
109079	106122.44898
67776	228000.0
94061	50571.4285714
101490	21105.1428571
320806	6253.65853659
227720	1705.13189448
66165	8866.85714286
72662	12004.1753653
13030	3716814.15929
56491	388571.428571
66725	187.657301148
19186	4819277.10843
66366	11187.4285714
321006	1812.21779548
69923	86460.807601
67035	173293.768546
20815	2636.72839506
109674	20300.7518797
85305	502521.008403
66661	637142.857143
22129	1392.0
19182	828054.298643
14319	3648351.64835
225160	9401.21765601
18813	1682857.14286
71985	322857.142857
104831	11820.3309693
56717	965.280502158
104458	231818.181818
67166	332258.064516
77582	3644.82029598
11977	126.284372904
56715	23822.2857143
19346	991.442307692
77065	113.530020704
110175	78723.4042553
19170	2500000.0
108077	21043.1428571
338355	78857.1428571
218885	60285.7142857
56284	7841.14285714
99311	18355.4285714
18673	2971428.57143
56530	305714.285714
74778	1484.97142857
230598	22049.9569337
218811	120285.714286
12330	568527.918782
20286	12740.2857143
53872	2708571.42857
19141	291954.022989
12091	64296.7542504
16423	104290.429043
81018	4842.0
23923	49176.4705882
107976	16788.5117493
73078	237218.813906
69178	608571.428571
231889	2147.05714286
12822	3113.30326945
68095	568571.428571
69162	155284.552846
106821	32000.0
64685	236571.428571
26445	174626.865672
22193	4707.24637681
53312	121714.285714
22284	29933.5677999
17713	1894009.21659
20185	14600.5714286
14450	62475.2475248
219249	14452.8571429
26399	7084.43113772
52443	60000.0
18786	73299.7481108
18822	8734.2032967
71517	21551.7142857
26441	1888888.88889
19188	1548117.15481
235606	144808.743169
67429	15963.1428571
56551	3162650.60241
68537	10789.3258427
93762	19790.6755471
235587	79428.5714286
11431	199367.088608
12464	610389.61039
26440	1247148.28897
14387	3753.51521511
17827	43714.2857143
18655	7266187.05036
231279	7129.42857143
66388	9528.85714286
109880	10137.3134328
19983	2740740.74074
68117	302857.142857
20044	986754.966887
80280	78857.1428571
77219	404558.404558
26905	654661.016949
26932	15294.2184154
75669	2822.60677467
269523	3436724.56576
73024	5723.14285714
66082	88690.4761905
20463	61172.0720721
19072	184507.042254
243743	3874.69624934
16150	11118.4940555
11749	3571428.57143
110279	34.6173228346
97212	3840104.84928
72459	26684.2800528
192169	55714.2857143
56486	100000.0
68995	104571.428571
103963	1351973.68421
12304	3479623.82445
227331	39142.8571429
59125	25543.0463576
20088	565413.533835
20005	880208.333333
72145	3043.42857143
68365	284186.046512
67826	76755.4479419
216820	7050.46439628
100037258	444444.444444
67179	97714.2857143
19341	5398.16513761
20054	2648275.86207
267019	1138461.53846
114893	60571.4285714
67427	1226890.7563
11545	8296.93978282
110821	2237569.06077
56295	5909.71428571
13194	115789.473684
67490	68285.7142857
19298	319397.993311
19946	2356521.73913
56436	24604.8571429
53319	8455.66343042
54723	2089.37947494
67367	449.792802617
17449	14401197.6048
63958	2910.23017903
20091	3515151.51515
22041	128857.142857
13200	308390.022676
30934	86000.0
19877	8567.20827179
67398	8882.54716981
109652	68382.3529412
75805	93181.8181818
15461	37245.5026455
225467	11587.5331565
18041	414634.146341
11906	425.201288245
14886	60521.0420842
12010	1957983.19328
211548	110571.428571
72634	11144.8571429
213988	2976.28571429
16828	9277108.43373
67533	23185.1428571
16648	237428.571429
214498	1145.25714286
55944	157481.751825
140570	9174.80998914
66701	47142.8571429
74080	73469.3877551
78893	357.271505376
20912	89142.8571429
15526	18262150.2209
228026	29874.7763864
67707	61714.2857143
20084	5651315.78947
66121	10683.1428571
14227	2164285.71429
14735	13235.1885099
68188	2745.3271028
69893	22489.4285714
21856	714285.714286
27404	81.0987654321
77604	5188.28571429
65019	209285.714286
329908	1757.77607948
76577	36285.7142857
20397	20774.6478873
13167	3664.94252874
218506	187142.857143
12651	2362.20812183
20338	6900.88607595
215476	25728.0
320714	2373.6
