Gene names	Intensity L Adrenal gland
22142	107760.532151
381694	89366.0531697
73212	723.971428571
14593	16011.3333333
170930	1705263.15789
67068	376041.666667
57915	416.171428571
94181	828571.428571
68519	24707.7142857
11722	5216.8297456
15512	130647.709321
17524	351428.571429
59069	11373239.4366
14688	1244117.64706
22637	8505.01618123
12945	3464.17266187
16593	118484.288355
19672	1660000.0
67803	3633.71428571
17219	14250.9135201
11966	315068.493151
14245	91142.8571429
26364	2533.12958435
268996	52000.0
73112	153714.285714
71148	34000.0
18751	35469.4485842
52589	43142.8571429
101314	8584.0
11931	358552.631579
22629	3154471.54472
18717	891.04387292
20970	10382.3529412
13589	1104477.61194
12491	432203.389831
56327	111956.521739
18033	19258.4963955
66273	25574.5714286
227541	3364.41558442
14269	85428.5714286
18597	3102564.10256
18739	1342.51428571
56702	11558.7443946
17161	307984.790875
74091	20124.0625
68263	4568245.12535
69772	18333.4693878
11891	90950.2262443
216197	85565.2173913
18536	22231.7142857
234779	1751.69960474
14026	17195.7142857
74044	45142.8571429
12759	680000.0
16170	11674.2857143
73834	134412.955466
228359	221714.285714
380686	36285.7142857
432467	12928.2857143
51793	45614.0350877
380928	79428.5714286
66128	542857.142857
P01867-2	222571.428571
21987	56000.0
229877	143142.857143
22631	10571428.5714
66310	32285.7142857
66645	112285.714286
18797	22366.2884927
57349	11515.1428571
235627	125.417142857
20202	40571.4285714
59069	609154.929577
21825	3123.41880342
239217	68000.0
109552	167714.285714
12419	378534.031414
73086	7185.97914253
108911	142285.714286
66128	241428.571429
320183	6017.71428571
13016	173242.630385
72157	169354.83871
12417	967213.114754
216963	11332.5974026
27360	264857.142857
18642	75000.0
319713	11062.6099707
72108	49714.2857143
170750	171749.598716
65106	102571.428571
12412	832432.432432
14225	2342592.59259
227700	118750.0
20111	27624.3093923
12402	3371.85104053
11937	252.977867203
17831	7947.76119403
105298	4776.57142857
12322	33891.2133891
15193	90285.7142857
17220	27121.0013908
53598	162365.591398
11429	15769230.7692
16181	860.168539326
66576	121348.314607
100900	34003.8461538
12816	3155.60897436
52398	1551428.57143
17698	4766031.19584
29812	53714.2857143
18220	1294285.71429
68614	44285.7142857
22793	55141.8439716
26417	62105.2631579
66204	363636.363636
18195	547043.010753
53378	25492.0
57138	5712.28571429
12183	88416.988417
192662	4245098.03922
27984	254857.142857
108058	161992.619926
13688	1520.94285714
20201	174571.428571
65972	30566.5322581
244373	1274285.71429
233908	505791.505792
54391	1096774.19355
63986	20341.7142857
12757	974468.085106
17967	14708.5201794
382643	132857.142857
15382	1406250.0
116847	537037.037037
56086	1930795.84775
18753	43175.074184
22343	340000.0
66469	357142.857143
29875	70006.035003
14857	210762.331839
76626	394285.714286
668218	82571.4285714
26370	102325.581395
16400	3502.08926876
15469	762803.234501
12858	2589041.09589
11852	78061.2244898
108671	72200.7722008
114886	136000.0
11733	3746.61654135
227960	3243.42857143
14784	571428.571429
234353	6892.86403086
214459	20691.1428571
407785	887931.034483
74325	274235.80786
100732	1120996.44128
17215	11531.2807882
320183	40571.4285714
26949	891625.615764
22375	436590.43659
54120	28401.4285714
76497	176571.428571
76820	28357.4285714
14156	31746.031746
75901	7961.96013289
11957	498148.148148
67683	13860.2857143
63913	420000.0
108664	99585.9213251
53605	378516.624041
57752	3154.743255
59069	1753521.12676
17931	206997.084548
269774	16266.9447341
20742	1045281.42192
20024	502857.142857
232201	8581.42857143
72096	4670.28571429
19088	800480.769231
29817	57142.8571429
66514	96932.5153374
17955	1208000.0
329910	7857.91245791
545030	56.7514285714
20739	19875.7763975
50926	157807.30897
80890	6075.1344086
56426	54000.0
68598	348221.343874
208194	29619.5652174
18738	717142.857143
30059	557142.857143
22151	296629.213483
54519	3637.71428571
16773	30167.4179008
54401	6300813.00813
69071	2897.42857143
93730	47428.5714286
14555	17793696.2751
329154	16140.2857143
12340	500000.0
193740	1076443.05772
18750	9516.36904762
12041	47815.5339806
54403	1043.18813716
171210	335540.838852
75007	11670.5714286
17996	24332.8571429
22630	2791836.73469
22350	1080204.77816
14923	147979.79798
50492	209606.9869
13138	83874.5800672
22628	13481781.3765
68732	21787.4285714
11484	18323.3974359
12631	11686746.988
223255	290023.201856
11657	75428571.4286
19291	75714.2857143
67199	637704.918033
56409	20408.3333333
235661	435946.462715
94184	188857.142857
18538	175095.785441
54673	78356.1643836
67469	40455.8404558
13855	10970.5882353
66905	294285.714286
117150	85985.7482185
26413	203631.284916
229709	928301.886792
109711	311659.192825
20741	20911.6541353
23988	104242.424242
71889	1849.8427673
19156	1228007.18133
67860	4929.42857143
11308	97428.5714286
18624	54361.0547667
72565	36571.4285714
66125	139534.883721
67689	32905.982906
224650	12865.1428571
65962	117507.418398
13822	280364.37247
22329	7938.15967524
20650	53714.2857143
13169	204571.428571
319162	64096.9230769
77579	188765.182186
54130	825714.285714
64383	67609.2544987
14976	536220.472441
22221	15385.7407407
109624	5342857.14286
12336	278066.914498
22330	2532833.02064
18637	733766.233766
19046	94495.412844
235442	11145.8937198
76895	34000.0
53602	92571.4285714
51886	282642.089094
16905	4857142.85714
12974	2088362.06897
103850	10680.0
57376	102919.708029
93739	250427.350427
77134	3344262.29508
268656	30655.3911205
66335	210471.204188
98366	40466.1016949
58231	55992.8443649
20588	9420.28985507
99889	371428.571429
59041	15754.6948357
74134	625.00998004
67808	26927.4285714
224105	316793.89313
67881	51428.5714286
58233	55415.6171285
66540	53714.2857143
23943	131428.571429
76551	55863.5394456
64899	11968.5714286
17919	193.800880088
19385	825714.285714
235380	10248.5714286
20383	1914634.14634
83965	22536.0
110651	22702.7027027
66290	592372.881356
66593	144725.738397
27205	36182.9025845
18798	33714.2857143
231148	14249.5098039
52700	159714.285714
228998	123188.405797
58193	3107.57575758
20163	694285.714286
227613	8179775.2809
11474	6499.55555556
17876	47142.8571429
22154	349099.099099
69151	101714.285714
67581	2913.42857143
56737	223855.421687
70974	4645.73268921
68942	54460.0938967
234663	126016.260163
54132	156285.714286
17993	1760000.0
56398	2288.37142857
108123	900000.0
67530	12702702.7027
16790	73498.9648033
21961	1011428.57143
53424	205714.285714
69083	103716.216216
30056	63142.8571429
50927	58861.5782665
12111	498644.98645
18002	477777.777778
76467	30000.0
22153	1786036.03604
11603	21384.6153846
17149	1013698.63014
235339	1093457.94393
20740	1824433.65696
22388	1611428.57143
67902	10066.8571429
232975	67324.7778875
12912	62463.3431085
56431	5260606.06061
72900	637096.774194
14544	119383.259912
56330	162571.428571
13877	143142.857143
230872	30000.0
213012	5168.01346801
12017	215774.647887
22196	562658.227848
18475	365502.183406
66365	164000.0
404634	91935.483871
71766	71428.5714286
18671	20454.5454545
66094	189714.285714
63985	554285.714286
56459	314285.714286
67628	41428.5714286
13427	263071.895425
216190	210000.0
109689	119377.990431
16691	3938775.5102
106628	75787.7280265
18046	17995.8208955
68205	41844.5544554
234852	50413.7755102
226977	170285.714286
13660	378277.153558
56440	654285.714286
192196	673469.387755
68539	48857.1428571
65964	23940.2857143
66999	3608.28571429
15132	17869.4285714
12757	171063.829787
70314	26627.1428571
52551	183428.571429
27402	311377.245509
56297	24228.4946237
12695	5.60250817884
20411	18837.2093023
66983	5150.41322314
56212	28582.1989529
15463	223142.857143
13014	51428.5714286
18293	258064.516129
53331	15062.0689655
69724	8168.77076412
78330	1182692.30769
13191	782857.142857
15387	19649.6760259
380752	46285.7142857
52163	54812.8342246
55980	1108303.2491
83409	40000.0
72931	45714.2857143
66385	236571.428571
76088	16308.0
52009	34285.7142857
108903	28271.7142857
59013	917594.654788
14105	7662.97709924
105559	26202.0
56456	127272.727273
76737	29428.5714286
14678	315492.957746
15381	2022364.21725
68183	120000.0
107513	75874.1258741
12400	21417.1428571
66054	793684.210526
67673	1957627.11864
21923	5734.5971564
16331	26700.2518892
67870	158754.863813
76959	268949.771689
386649	575675.675676
66498	53278.4313725
67488	41714.2857143
192292	34766.3551402
433759	315352.697095
51797	147142.857143
67457	8860.85714286
21881	13114754.0984
232807	47714.2857143
94186	194285.714286
14693	832352.941176
21351	11157270.0297
20168	79428.5714286
22627	12980392.1569
21835	100285.714286
245688	237647.058824
22334	1833898.30508
20947	88857.1428571
67938	234302.325581
12333	91725.1051893
17216	14159.2920354
18000	1277142.85714
20411	66201.5503876
170719	345714.285714
50773	324000.0
110208	1919254.65839
12859	1507812.5
110854	275428.571429
238330	13786.2857143
12331	2240000.0
56692	404838.709677
110809	2129032.25806
104015	1751.27064803
50875	380681.818182
68202	1750000.0
54473	20533.2116788
54126	76566.12529
67299	46000.0
21849	1067146.28297
227624	43714.2857143
19047	634674.922601
94176	1964.22319475
66201	140129.449838
66373	173626.373626
16907	1046979.86577
110119	103546.099291
68097	1516853.93258
70225	44519.8757764
78830	282857.142857
18104	133576.642336
216873	60571.4285714
68051	232000.0
20723	360000.0
23964	177142.857143
14567	1897142.85714
20382	511312.217195
12380	428571.428571
14030	178625.954198
16563	4728.93617021
30949	97142.8571429
66070	67685.5895197
13486	74285.7142857
320165	143410.852713
225027	186142.322097
110323	3779069.76744
101739	101428.571429
69499	44285.7142857
74192	398692.810458
67475	37259.1006424
12928	199671.052632
22192	230054.644809
52822	50857.1428571
13043	1868131.86813
55992	4648.65591398
71978	856823.266219
70620	1082758.62069
57319	6311.01123596
210126	202857.142857
56726	12040.0
66892	46571.4285714
234069	11665.4285714
319965	83142.8571429
16688	35231.316726
27756	747368.421053
21917	274857.142857
14164	4494.12903226
56376	297142.857143
75739	32857.1428571
11972	341880.34188
268980	60285.7142857
53610	923890.063425
66226	8213.42857143
53607	142160.278746
18952	156285.714286
68969	18034.5132743
12655	10183.1428571
20911	69428.5714286
60365	422413.793103
D3YV37	208857.142857
17217	24825.9860789
15159	22549.6323529
14866	589285.714286
72993	43140.0282885
14751	3620071.68459
14957	511312.217195
20630	234591.194969
66420	76190.4761905
68240	43371.0743802
18971	492.914027149
18472	1026829.26829
14272	87798.4084881
17685	2633.5828877
69207	46857.1428571
54394	13116.0
225887	35105.6603774
60409	52285.7142857
66231	63714.2857143
68094	89859.8516076
12401	123142.857143
52639	8654.0
15204	1705.00413565
19663	27833.4285714
216001	17161.7142857
235072	2222857.14286
19070	5187.42857143
12488	97331.2401884
20222	70105.2631579
108121	99581.5899582
19155	204347.826087
11777	19965.2849741
26941	351428.571429
21873	28534.7043702
P01868	27603.7142857
19646	409411.764706
18451	35205.9925094
59079	5874.03708987
18643	9285714.28571
66531	72571.4285714
20218	370203.160271
595136	1905660.37736
218460	35714.2857143
56362	91973.2441472
18569	87428.5714286
11984	25637.4193548
56612	185714.285714
12343	912587.412587
83997	92857.1428571
67465	227560.050569
67771	1331125.82781
140546	34857.1428571
23970	340000.0
56217	4122.66666667
269593	18107.7142857
56372	176571.428571
66624	101327.433628
110082	24670.0
98053	10470.6692913
338367	64512.9224652
270110	88285.7142857
108160	33628.3185841
16569	17536.8139224
229279	12823218.9974
12283	290322.580645
15387	2462203.02376
66177	66861.6438356
13001	22153.0232558
22324	1945.32544379
59008	7725.54054054
22333	6216216.21622
75734	74000.0
216527	4639.42857143
94284	1793.87947269
73341	17380.0259403
83431	31428.5714286
72590	89119.1709845
93765	1453947.36842
18641	179487.179487
18148	2565068.49315
56150	15392.195122
66601	1440000.0
23837	113714.285714
116733	7050.11441648
20021	14969.8181818
22327	66857.1428571
16573	409138.110073
12321	2242857.14286
208618	20747.1428571
68971	7977.14285714
21887	9650.28571429
71810	192000.0
59020	500000.0
15384	1898245.61404
54196	291428.571429
320795	2182.13530655
621893	22640.0
57342	301075.268817
74246	9915.27377522
66075	2242857.14286
170760	209428.571429
11629	66571.4285714
12833	89756.097561
70650	5830.46544429
57230	9415.14285714
21807	92000.0
12835	714285.714286
22319	496116.504854
231887	408571.428571
212531	28498.5714286
67951	75167.7852349
68816	178915.662651
75454	1935483.87097
68833	42857.1428571
52563	9349.58123953
68342	2045454.54545
56358	27157.4285714
20826	346875.0
19143	2551.8128655
18221	928571.428571
237823	47419.5961107
17079	949.213313162
72404	77428.5714286
22384	235714.285714
109006	41428.5714286
107260	464944.649446
81877	159142.857143
75530	7538.85714286
68349	581749.04943
12540	1246073.29843
66101	80319.1489362
50995	275862.068966
14187	1772151.89873
16202	206194.690265
98238	164571.428571
56031	52491.6943522
72567	116430.903156
105348	10639.1428571
17380	3545.46666667
432508	138285.714286
19326	1142201.83486
216131	9360.28571429
68705	44578.313253
19826	137049.180328
66314	880000.0
53379	11457142.8571
76614	7800000.0
69878	43237.2093023
20405	60869.5652174
100986	26636.5714286
269113	45686.2745098
14489	311428.571429
52428	132.942857143
17472	3473.71428571
18141	93991.416309
17975	2560113.15417
69091	110285.714286
74355	26317.4285714
192174	16208.8571429
433904	11006.5714286
12834	64023.2108317
67010	7968.30188679
55988	206571.428571
100034361	70571.4285714
229542	58000.0
66377	28181.5789474
100336	20109.97151
19052	26081.8770227
217837	5250.8353222
67397	744274.80916
14682	176601.671309
236732	29569.8924731
217517	18986.1904762
29806	35142.8571429
66585	156983.240223
18034	1230.81201335
13009	3534.89690722
60321	16224.648986
321022	103428.571429
18826	814285.714286
108014	82432.4324324
16414	6770.55771725
16416	134.942820839
11991	952112.676056
20174	246220.302376
11746	757142.857143
12334	507142.857143
19889	4195.42857143
11938	68199.2337165
22218	282178.217822
56309	138571.428571
80877	86285.7142857
67851	30000.0
67474	102307.692308
11928	222873.900293
69957	42419.3548387
228836	25834.8571429
66437	845714.285714
94242	270571.428571
18226	66159.6958175
228983	32571.4285714
16796	720000.0
15388	1670648.46416
69459	12612.0
69024	3444.0
19703	10953.0232558
68693	628571.428571
20318	156000.0
15161	226571.428571
72552	11223.4285714
223696	38857.1428571
70572	337142.857143
67781	116923.076923
13063	9809523.80952
23808	29142.8571429
230596	67948.7179487
242687	57344.0643863
71844	16639.693356
14082	25229.7560976
230649	84000.0
74200	2713.48571429
17991	1303030.30303
56697	7670.57142857
67877	18669.1011236
53817	462616.82243
110639	2976.69811321
66588	2464285.71429
98758	1390361.44578
69875	1319148.93617
70316	3064102.5641
67130	2045801.52672
66118	342857.142857
21399	185428.571429
84094	63428.5714286
14672	92200.5571031
64136	67428.5714286
67890	1223529.41176
16976	1508571.42857
72313	3317.71428571
56399	25823.1428571
102566	19539.7142857
66091	728571.428571
19053	300323.624595
268373	59878048.7805
68219	100857.142857
74125	2458.4
71514	326180.257511
106344	26792.8571429
66912	118857.142857
18795	52796.0526316
54683	3919642.85714
68724	55913.9784946
67273	2033802.8169
12537	33418.3673469
21787	422857.142857
11735	11218.7659357
56350	431868.131868
17448	7751479.28994
56637	14941.1904762
17218	2266.84856753
23827	795454.545455
20833	91101.6949153
66368	52459.0163934
19358	512396.694215
11853	252849.740933
12867	2000000.0
21968	10686.0
51792	2020373.51443
67959	198581.560284
18854	20338.9830508
55936	25085.3242321
15368	41522.4913495
55990	24299.0654206
20657	214741.035857
67186	10695652.1739
59005	65714.2857143
67955	565476.190476
18747	229629.62963
66642	20781.5275311
29876	1284584.98024
54214	147714.285714
12857	7455621.30178
17884	76328.0041258
19707	34857.1428571
19290	2034285.71429
76055	19646.8571429
103967	18192.3522596
21672	3217171.71717
76137	68857.1428571
56324	27151.0516252
68585	317142.857143
20409	365714.285714
76302	122571.428571
217030	18063.4285714
109232	172571.428571
66899	7246.57142857
14790	1536.74285714
224111	30571.4285714
70470	76571.4285714
269061	28857.1428571
16568	4753.06704708
57317	139059.304703
27054	79269.8826597
107701	41037.7358491
72333	123714.285714
23971	14396.1538462
67923	1991071.42857
330662	14852.5469169
213760	17594.5714286
193116	4048.88888889
12229	266.282245827
72542	31142.8571429
56699	28857.1428571
70296	120285.714286
101706	734285.714286
320024	125980.392157
27374	26844.5839874
72170	113142.857143
23790	207428.571429
76614	3620.57142857
11975	10566.2693683
17758	311111.111111
19317	155142.857143
109331	36690.647482
224903	55142.8571429
56378	1191011.23596
20410	52000.0
236573	428571.428571
16426	34285.7142857
319186	13968253.9683
96979	198437.5
67886	356.228571429
240028	44097.5609756
17128	5491.47005445
14797	1539.57142857
104457	28857.1428571
12237	107668.711656
216705	922857.142857
68607	102571.428571
76709	1233333.33333
11487	1004.77970628
76936	314128.943759
27055	15562.2807018
28000	236111.111111
56495	287356.321839
192170	459854.014599
22594	2989.38193344
103466	94000.0
23980	7114285.71429
12345	1682310.46931
217864	13774.2138365
57435	557142.857143
104009	4084.89304813
68926	2506.88571429
12369	13830.3630363
381308	12267.1428571
26431	3212.00564972
109676	71142.8571429
69150	88857.1428571
13822	28542.5101215
29857	5070.02724796
76899	6493.14285714
93760	1373.67498905
19384	4129629.62963
66911	4202.85714286
54353	1262.91428571
72183	640000.0
19357	22047.2440945
22668	197549.770291
67973	4430.85714286
P16546	158285.714286
74117	311428.571429
21894	853994.490358
12321	230857.142857
64704	13941.7030568
68375	2029069.76744
22169	250559.284116
252870	50951.9492294
102122	7319.42857143
67963	639597.315436
19229	1074.52923687
21915	162735.849057
54195	17903.2258065
20810	262096.774194
22099	57714.2857143
66629	85714.2857143
26395	430025.445293
22070	1371428.57143
13002	101010.10101
225131	4828.85714286
226251	26713.1242741
14011	4386.80412371
216156	1918.71428571
13033	2804878.04878
108099	2334.27561837
16801	14021.7391304
11840	745856.353591
19414	4320.0
72349	216216.216216
68001	18887.4285714
72205	110857.142857
11844	415555.555556
67285	9918.55010661
66218	1072625.69832
665113	592.297808012
73288	7966.85714286
22680	174857.142857
331026	19765.0
67899	109142.857143
74255	77192.9824561
75062	184431.137725
237859	5770.29520295
68278	24824.3559719
21681	119215.686275
230908	1222857.14286
66914	126244.343891
338350	105714.285714
20587	15764.9350649
13859	265428.571429
11416	37454.5454545
67145	31142.8571429
108124	1125714.28571
234023	269741.697417
109154	139714.285714
11947	10756143.6673
66043	461309.52381
76884	23623.3040702
22612	30314.232902
22608	875776.397516
18810	176295.033042
215951	54000.0
75710	40285.7142857
15182	103893.442623
66044	118571.428571
20226	1154296.875
66827	17600.2857143
78618	18311.6883117
19655	304347.826087
57750	63714.2857143
20720	780.228571429
12995	195140.664962
15568	877300.613497
20616	32857.1428571
11491	2002.90205562
66521	78285.7142857
108989	1137142.85714
52440	15852.0
19084	482939.632546
107182	1364.68571429
16649	75428.5714286
20384	449814.126394
50884	62588.6524823
269966	45142.8571429
18693	7234.28571429
16549	236631.016043
19303	34686.9712352
53893	315137.614679
15530	40733.7469652
319322	765714.285714
53413	99139.1678623
67838	446927.374302
67003	5496688.74172
104759	2396.82857143
17920	26007.9051383
78920	1024229.07489
19744	180978.26087
56307	399581.589958
67043	230285.714286
26921	2519.5458232
103468	6713.71490281
70248	124000.0
75914	1835.68571429
53375	485714.285714
76425	31142.8571429
107686	932203.389831
14873	1400000.0
56758	860000.0
227197	1471801.92572
11632	147142.857143
245847	21848.1662592
