Gene names	Intensity L Kidney cortex
14390	44493.3920705
74105	47429.5190713
207565	836.020408163
67675	86857.1428571
66411	55428.5714286
56044	120873.786408
230753	252365.930599
12568	359589.041096
12866	10144578.3133
69639	34946.7391304
19246	43518.5185185
15289	10558139.5349
102595	1712.77142857
66235	2020833.33333
66414	2158620.68966
70052	80614.2034549
78651	288750.0
56215	133034.379671
74383	411428.571429
17938	1894285.71429
66416	5929203.53982
114741	231714.285714
69305	343195.266272
235041	202857.142857
20196	488571.428571
19027	254000.0
11651	31458.3333333
18607	22361.3595707
66700	74553.5714286
66713	2114285.71429
21402	730061.349693
228061	224806.20155
11843	255000.0
14533	2218.08571429
67684	63142.8571429
66663	90074.4416873
56748	337142.857143
269966	93714.2857143
11867	876344.086022
338467	925.428571429
27366	42857.1428571
66055	224000.0
56505	274122.807018
353172	447187.928669
68045	485714.285714
66050	16738.2857143
19387	53310.6960951
233405	48857.1428571
76561	272571.428571
71268	388571.428571
66694	8029197.08029
27222	96899.2248062
18604	597051.597052
20918	3610619.46903
18521	1674033.14917
22185	303157.894737
66046	1206349.20635
66679	91576.0869565
12387	289372.599232
54645	291428.571429
109181	176000.0
20639	178666.666667
22122	495327.102804
12562	10420.4081633
233802	186000.0
18648	10708661.4173
20658	155142.857143
231386	15039.4285714
98845	585714.285714
233204	42285.7142857
68581	594285.714286
15191	3000000.0
26394	406926.406926
14707	42323.5294118
56045	585714.285714
16993	1914893.61702
68845	4091.71428571
70047	177188.940092
68988	58316.6332665
66278	43714.2857143
227290	26771.4285714
330474	11114.2857143
69736	46319.0184049
71943	76285.7142857
56430	247304.097771
269338	16077.1428571
105445	44571.4285714
319565	300000.0
223527	848514.851485
66492	95477.3869347
67996	217714.285714
23806	52972.972973
14696	523529.411765
229665	932885.90604
23880	1094.88571429
78388	1845714.28571
386612	16268.0351906
76499	99714.2857143
19360	28658.5365854
74840	1040000.0
11625	405714.285714
56274	43661.971831
21922	176571.428571
19353	443750.0
232314	86571.4285714
19063	256862.745098
224902	39142.8571429
68033	33428.5714286
78808	5045.74652778
60595	6666666.66667
17222	1809.97942387
233824	84000.0
107652	115900.383142
75597	908571.428571
56040	5526315.78947
66481	8349397.59036
80838	184976.525822
19230	1642857.14286
22166	11047619.0476
27643	8578.0
100041953	225428.571429
67211	696.571428571
67604	19367.1428571
74167	121428.571429
234797	14642.0
232791	16910.7856192
74764	576736.672052
15170	188235.294118
12539	1575197.88918
228769	139852.398524
224904	622857.142857
14679	788135.59322
20133	24368.6868687
170625	53714.2857143
21810	113142.857143
12818	210907.067334
22200	100216.450216
72068	18888.8888889
18949	256551.724138
67988	8668.20175439
15452	1105504.58716
12370	104166.666667
270192	490384.615385
104444	348571.428571
72772	6341.71428571
110380	46571.4285714
68304	122857.142857
78294	18397435.8974
56480	7248.69684499
16418	191836.734694
66656	2042704.62633
11363	7744186.04651
215615	176923.076923
76707	58571.4285714
77963	90571.4285714
11744	1080000.0
14265	139142.857143
76938	104691.358025
217342	5663.04347826
329877	231428.571429
109778	1861016.94915
77573	181142.857143
276846	12264.5045045
13806	27419354.8387
109711	64125.5605381
16653	458730.15873
67898	62857.1428571
30057	49142.8571429
102058	97428.5714286
192970	88000.0
319939	222857.142857
68991	44857.1428571
68089	1494047.61905
56749	201012.658228
56433	614285.714286
16785	1867796.61017
68981	623529.411765
22145	2477678.57143
71268	147142.857143
23950	125479.452055
56282	1305714.28571
80743	48285.7142857
51796	93128.9640592
21371	1248571.42857
26951	13478.8189987
105675	1451456.31068
20916	9632829.37365
320473	48285.7142857
12351	28646.2295082
66530	130769.230769
26891	950738.916256
71169	10345.7142857
66658	294285.714286
104130	2774834.43709
16151	50485.4368932
26895	30369.6969697
70153	236857.142857
15369	253333.333333
23881	465714.285714
17913	246472.248354
56174	169970.845481
59042	294285.714286
68505	13072.8571429
22158	35142.8571429
70497	121428.571429
110355	304.673439768
52064	336391.437309
19041	14188.034188
234699	27453.769559
66317	306229.508197
59021	646226.415094
106039	61574.8031496
71678	46857.1428571
55949	5066666.66667
107476	48187.6332623
216344	322972.972973
99412	240000.0
66072	91714.2857143
56334	360000.0
13430	572413.793103
20832	411627.906977
17969	2321.6
74781	105142.857143
212999	35142.8571429
110052	284000.0
14782	1988000.0
22042	3488.20445609
17120	32357.0432357
22273	4062500.0
16434	838383.838384
12301	759825.327511
50770	122156.697557
109785	260147.601476
54451	38000.0
16709	58571.4285714
19286	518750.0
67282	43142.8571429
26754	479041.916168
11992	3181528.66242
76742	334285.714286
19069	6044.22310757
21917	38285.7142857
233199	23016.2857143
77305	168571.428571
266692	322857.142857
19821	15299.1071429
20022	50796.5811966
19359	711538.461538
51786	72285.7142857
226591	146285.714286
105245	681055.155875
70439	1008571.42857
15354	339000.0
13430	20689.6551724
56812	27244.4043321
26893	220987.654321
20844	357664.233577
52348	34760.7052897
27965	44857.1428571
54709	1963076.92308
67458	17587.4285714
67078	73520.2492212
276770	7142857.14286
12632	3289156.62651
218490	502857.142857
67726	311428.571429
22134	52571.4285714
66200	115142.857143
53323	150000.0
12368	159420.289855
100206	157297.297297
56744	107619.047619
217473	62571.4285714
68572	46571.4285714
66105	775510.204082
66495	6884615.38462
230721	183142.857143
210376	17210.2857143
21372	150094.87666
69976	259825.327511
223754	18272.0
223433	580.6
13382	9155206.28684
621156	611428.571429
18570	774285.714286
269682	250571.428571
234671	1091428.57143
11739	13590604.0268
215999	179142.857143
71919	62857.1428571
213491	15315.1428571
18718	11190.617284
66399	753086.419753
226407	54857.1428571
22195	2116883.11688
170791	203773.584906
53421	16330.2521008
238024	742857.142857
110829	465714.285714
13006	131470.82991
19656	30571.4285714
11747	4485714.28571
71732	43142.8571429
77407	290049.751244
98386	32000.0
234865	21471.8614719
17184	306146.572104
54127	7057971.01449
71713	338.04835924
66861	21437.5788146
286940	1329746.34896
223723	110000.0
54170	340000.0
83796	102448.210923
212111	142000.0
26922	646112.600536
56748	82857.1428571
72124	142222.222222
12729	8201.27118644
16456	89000.0
65970	1414285.71429
16545	1334.07407407
277360	437.193939394
18120	331428.571429
68251	38285.7142857
19205	1485768.50095
108030	271714.285714
20624	197734.294542
59035	35361.8421053
11566	820175.438596
14674	128381.962865
15492	11002.9490617
94232	30201.3422819
101943	74609.6959737
13854	386086.956522
105504	94571.4285714
23983	1536516.85393
11564	652892.561983
319154	681617.647059
23789	297142.857143
381760	973684.210526
27366	17379.7142857
19878	254322.766571
54198	1240000.0
213350	119142.857143
71881	1594285.71429
11927	2677142.85714
73699	40432.6123128
93684	44000.0
26384	2705882.35294
99683	79428.5714286
232341	16238.9566681
67300	4525373.13433
223453	21081.1428571
70430	34571.4285714
68059	119428.571429
12467	73634.6516008
17319	4443478.26087
69710	5040.56473829
12388	375266.52452
226144	32857.1428571
14667	6891191.70984
83701	368571.428571
233977	75714.2857143
100226	244890.510949
219135	4993.84116694
212880	73158.9147287
17995	3771551.72414
238123	137428.571429
320267	162857.142857
50709	341095.890411
108083	56009.6153846
11821	340000.0
19045	327272.727273
73046	4763157.89474
71955	291428.571429
13040	13491.4705882
268301	4609.71428571
20637	345982.142857
14300	39534.8837209
14860	3941441.44144
66552	16769.4285714
665775	13225.4285714
214952	44032.2580645
230861	867637.745408
11639	2905829.59641
19324	5121951.21951
227446	97714.2857143
73473	30285.7142857
17992	17926829.2683
66616	991428.571429
22276	2960.41509434
216363	140857.142857
110253	208857.142857
268470	51123.5955056
215449	1445652.17391
18415	170644.391408
56275	25112.1076233
107702	2445714.28571
140858	51142.8571429
11737	2411428.57143
12988	48222.2222222
26450	1885714.28571
69276	1474.72361809
76192	12220.3517588
78798	30857.1428571
232087	632911.392405
21885	10525.4285714
18706	84082.3970037
15239	124903.225806
215114	22934.888241
52469	42857.1428571
16658	18165.0154799
27041	597142.857143
14433	31831831.8318
75624	127461.139896
192231	69428.5714286
103136	27314.5714286
79560	100943.396226
100043714	34571.4285714
21872	163896.848138
226646	2505399.56803
28018	112285.714286
67542	58857.1428571
19134	5754.61767627
245828	26260.0
72692	175972.927242
70564	714285.714286
229543	10854.9471662
22245	93140.7942238
78655	602857.142857
67824	76285.7142857
27967	29487.1794872
108155	116634.799235
22378	325714.285714
320938	117142.857143
28006	222571.428571
23945	83828.3828383
67040	283076.923077
70297	135714.285714
19718	16394.8424069
13424	320844.099914
59015	10128.3880171
228994	108857.142857
213827	1728571.42857
19192	559055.11811
54128	1173553.71901
66922	246078.431373
19383	133012.820513
66449	37142.8571429
52432	33333.3333333
72754	8767.71428571
72047	125941.872982
56443	1162162.16216
11771	69191.4022518
16480	157046.979866
66998	246031.746032
52502	171428.571429
13684	875576.036866
22088	91048.5933504
102339	66285.7142857
57320	12751322.7513
18102	550000.0
58202	15991.1428571
225028	4361.63310962
66108	891246.68435
192289	88598.5748219
70769	7734.57142857
27058	746511.627907
26383	31142.8571429
208606	17026.2857143
207352	186857.142857
103573	218487.394958
11364	15415676.9596
15894	21042.83054
319192	7828571.42857
14194	14398422.0907
15212	240671.641791
28295	5857142.85714
23879	35714.2857143
20042	6196969.69697
50933	1008695.65217
66164	14930.5714286
66085	45983.3795014
68303	19111.7142857
54138	163714.285714
72201	38857.1428571
14084	205142.857143
69368	126857.142857
66073	1558823.52941
231380	58974.3589744
217325	57448.8802337
216724	30337.0786517
68556	4399.81751825
19247	161306.532663
69697	18969.1428571
19201	2657.25714286
15458	857142.857143
19035	9629629.62963
12929	281518.151815
224014	38857.1428571
14083	77155.9633028
53380	129004.329004
69719	61337.2093023
195018	26834.0
56258	287305.122494
20924	156285.714286
76563	65142.8571429
233871	226285.714286
60596	35166.4254703
66609	86206.8965517
76688	84577.1144279
69456	200571.428571
17420	11946.9255663
16978	178571.428571
226539	48392.0367534
269614	56219.5121951
20130	127064.220183
20656	46846846.8468
211488	40234.375
23972	3268921.09501
20684	18898.5714286
67939	169714.285714
14469	60000.0
224727	95428.5714286
66646	402631.578947
107271	481060.606061
67437	27623.7837838
70231	90857.1428571
67500	800000.0
14104	322284.345048
51810	1450000.0
333433	1663817.66382
73910	66285.7142857
75612	202205.882353
70616	9095.80093313
72198	24711.5384615
170720	5484.57142857
329777	46835.443038
67039	93556.0859189
71835	55714.2857143
26936	208285.714286
232989	196857.142857
68194	4852713.17829
217449	58571.4285714
29816	345714.285714
56418	237373.737374
50911	3225.34246575
269951	24557522.1239
54189	63689.0951276
226432	158857.142857
225341	142571.428571
233765	145428.571429
19342	16919.2488263
70160	41450.7772021
76987	671428.571429
12566	6264.16184971
66592	1325714.28571
71853	2409090.90909
56361	10068.0851064
69727	13358.1967213
17425	3763.28233658
99045	206571.428571
52477	9655.14285714
52715	12677.1428571
20336	59076.9230769
17970	21714.2857143
245945	391428.571429
20115	2793814.43299
11370	3765243.90244
58240	61142.8571429
27369	281227.436823
14768	48000.0
83493	59714.2857143
71177	11336.8571429
235315	20315.7142857
20901	843181.818182
66383	1360000.0
56085	323024.054983
228866	18328.0
12261	1682857.14286
625249	4703557.31225
238831	24458.2043344
75705	913256.95581
20430	18355.9457302
74326	368571.428571
107526	877142.857143
14828	9725190.83969
257633	1308571.42857
13680	175428.571429
97387	7991.71428571
66916	839416.058394
22601	184000.0
17436	3059440.55944
68299	551428.571429
68337	1585714.28571
433702	18481.0126582
209086	377142.857143
13204	172327.044025
54367	44137.9310345
56070	70636.3636364
69225	1302857.14286
266781	121428.571429
28106	551428.571429
75553	37714.2857143
223650	32857.1428571
20479	403153.153153
100019	158000.0
338337	66000.0
13722	288571.428571
72515	11893.7142857
213541	32000.0
18102	45657894.7368
68653	971428.571429
76457	9360.57142857
69713	37142.8571429
104112	868010.999083
56194	67261.2801679
50917	39615.3846154
21991	26989966.5552
73830	514285.714286
107047	4121.21212121
70549	223578.947368
75415	18534.0
27784	300000.0
67144	52857.1428571
17164	168134.715026
105787	29338.1037567
53310	11652.2857143
232679	14118.0
21429	159477.124183
67897	49677.4193548
68135	1431818.18182
93692	1000000.0
64652	120857.142857
53890	109714.285714
66053	12339.731286
234912	3553.71428571
68197	4516666.66667
110920	80042.462845
19324	200487.804878
20648	17603.1428571
74245	63661.2021858
52635	3544.57142857
101568	28256.0706402
71994	3685714.28571
17257	160330.578512
56354	113562.753036
28169	4375.79787234
67074	52571.4285714
67332	362698.412698
11806	7083333.33333
18518	557142.857143
14208	178597.785978
67184	3604166.66667
54161	1688571.42857
15254	6542857.14286
76824	152857.142857
20817	17327.4596182
16412	245614.035088
20843	16003.2493907
66245	10187.1148459
110379	506211.180124
19223	3115.56886228
12028	60416.6666667
98732	38000.0
105446	112356.321839
12842	1095.73296628
14359	241428.571429
71770	1419423.69264
12848	920993.227991
78885	213142.857143
233900	2151.94805195
84092	1082.12962963
66580	1678.34285714
70527	24528.3018868
17096	97070.3125
16329	104040.40404
56447	468571.428571
20641	1000000.0
70127	96285.7142857
225010	5805.58510638
66978	14990.5714286
100169	116571.428571
67028	18834.2857143
76332	5226.0
68275	14851.4851485
22201	2240075.61437
69064	256000.0
75956	17018.1280059
213464	10728.0
19087	486284.289277
75751	17748.5714286
69634	4171428.57143
100383	43428.5714286
13830	18913.4285714
73137	156857.142857
16650	115428.571429
223658	9214.85714286
216134	3653846.15385
19268	7218.12434141
14694	4142857.14286
17939	219759.036145
80911	587142.857143
231086	8947368.42105
12215	1910025.70694
12282	856856.856857
52653	33142.8571429
22687	90571.4285714
56705	7499.14285714
24010	43087.9712747
66660	103428.571429
69940	328571.428571
170762	22645.5787203
70356	2444743.93531
23992	92857.1428571
76308	86069.6517413
11750	700000.0
74467	16530.2857143
234729	273428.571429
11792	217981.072555
70349	1408571.42857
19653	95290.8587258
21745	128.699125143
233870	11792035.3982
217232	1023.33333333
11757	6887159.53307
51788	2390625.0
27883	471428.571429
18708	34944.7513812
56292	373617.021277
12385	693156.732892
108147	454391.891892
211446	74304.6357616
228410	38285.7142857
19271	23263.3279483
66171	630350.194553
67943	190000.0
69168	20326.5714286
17973	115384.615385
68126	1262857.14286
11774	229864.253394
26894	186181.818182
27979	281444.582814
69019	27418.0124224
22225	456876.456876
66866	184571.428571
108645	425149.700599
23989	5845.14285714
218503	215714.285714
81489	64705.8823529
380840	911428.571429
56369	601659.751037
66446	25220.9621993
230027	278378.378378
64009	41714.2857143
74375	9112.28571429
26357	348554.033486
277250	29961.5877081
58184	28289.9665552
12764	768518.518519
78232	69142.8571429
22214	100000.0
110750	785714.285714
18103	8947368.42105
71805	49450.5494505
69367	147435.897436
22365	27894.7368421
328417	20479.4285714
69232	23338.2857143
15211	78409.0909091
70223	373881.932021
230393	1664.4
66525	278857.142857
11946	23508137.4322
50527	87068.9655172
104184	830769.230769
11736	425714.285714
245877	24276.0
107829	10628.1112738
69641	23978.8571429
15525	1521997.62188
66181	514062.5
102103	62571.4285714
18100	505714.285714
231580	48735.6321839
77862	47428.5714286
66898	29428.5714286
15481	15309597.5232
65114	1442857.14286
50797	1871428.57143
11565	101969.365427
66508	109142.857143
104721	827027.027027
271457	144651.162791
71974	21616.5413534
16410	19923.3716475
30930	922857.142857
17754	3818.44380403
232533	5436.85344828
70369	51901.5659955
100041230	9742857.14286
225896	417142.857143
100088	98099.7624703
68736	7208.85714286
81702	34285.7142857
55946	152153.110048
22083	22366.8571429
216551	45428.5714286
22335	2862190.81272
50783	518248.175182
67264	1575268.8172
234730	31714.2857143
231874	36285.7142857
12181	17448.0
76303	291428.571429
20874	122465.531225
68178	508571.428571
67267	38571.4285714
64697	20428571.4286
228850	10744.8571429
64657	354285.714286
18571	1380897.58343
20333	66046.5116279
68499	111142.857143
13809	446560.846561
14297	697142.857143
230257	442857.142857
238988	158857.142857
76479	60924.3697479
66834	12400000.0
30940	1665.78199052
19060	498997.995992
20224	333838.383838
26419	8902.86458333
105513	24111.7142857
13383	490607.734807
234594	11452.6315789
67804	4257142.85714
67972	140285.714286
69146	32285.7142857
83768	98616.6007905
16978	152285.714286
20866	99142.8571429
15519	8308321.96453
59047	27969.348659
19079	522222.222222
12211	5346.16960262
16211	398401.826484
108737	301707.779886
56294	15047.7234401
14569	8971428.57143
234683	33142.8571429
217149	305714.285714
20020	16598.9847716
211948	76000.0
72946	69428.5714286
66362	12883.2116788
227715	40614.334471
26557	1010.28571429
114641	840000.0
271564	22410.2857143
239719	9976.85714286
15115	483300.589391
73744	40712.2232916
11958	24507042.2535
227377	22159.6244131
66676	190285.714286
21770	38857.1428571
53317	51851.8518519
71207	29437.4301676
231872	584.514285714
13205	747734.138973
67857	465573.770492
70533	1062857.14286
20227	14764.2679901
56445	1019417.47573
108067	238857.142857
19711	1684.97142857
380773	465714.285714
210766	251546.391753
109658	777142.857143
19345	1324074.07407
19659	748571.428571
29807	510288.065844
66142	171250.0
71521	11261.2612613
69780	63317.7570093
218210	48571.4285714
227800	176000.0
66917	777142.857143
110959	3557422.96919
20926	46755.5040556
28084	455681.818182
76608	21835.0754936
209318	299363.057325
76130	11443.7142857
12367	179422.382671
75547	163428.571429
13681	1497536.94581
66902	1385159.0106
11886	992385.786802
74098	139142.857143
54563	14262.990456
11848	989637.305699
76501	25869.7142857
108841	140718.562874
74776	8151515.15152
20085	4282758.62069
70699	83428.5714286
68796	99142.8571429
28088	1582857.14286
238799	203142.857143
67914	1657142.85714
22596	72131.147541
12461	1760747.66355
20403	74857.1428571
226757	32857.1428571
56438	123148.148148
217869	421911.421911
22288	757142.857143
74558	22350.0
16430	1698.86524823
13026	196730.245232
66354	97761.1940299
74108	16025.6410256
216238	1112686.03827
17999	45321.307779
57261	633.242857143
233726	274000.0
67128	198823.529412
17886	4734693.87755
98221	425714.285714
234664	85955.0561798
74143	3171428.57143
17274	388888.888889
320191	362857.142857
77097	32571.4285714
72322	7766.94352159
67106	110285.714286
16341	411235.955056
319801	15249.1428571
232910	753521.126761
28028	29428.5714286
26425	40000.0
19386	60596.1349492
66840	8930.28571429
21843	97704.0816327
217715	71225.0712251
19325	1345000.0
67510	3674.57142857
72508	4100.95238095
24061	266017.84266
24068	98000.0
12895	291450.777202
20335	216176.470588
235567	340000.0
66246	66268.6567164
21379	75142.8571429
68564	33428.5714286
16201	112472.160356
26442	1987551.86722
13665	866666.666667
101861	4206.43153527
11764	446447.507953
14827	12217821.7822
245638	35142.8571429
19697	60655.7377049
22215	69039.5480226
13211	263768.115942
56041	1245714.28571
20716	71428.5714286
23968	191142.857143
66482	161142.857143
26897	2260143.19809
66302	611428.571429
67154	106285.714286
18114	4759.14285714
320632	505714.285714
229589	62775.3303965
15078	9191176.47059
56207	243161.094225
224020	154571.428571
23996	428229.665072
20499	23545.7063712
16330	15709.9697885
21822	90000.0
72141	30645.1612903
20014	117274.167987
76952	192857.142857
76983	302857.142857
211673	190571.428571
69786	7708.28571429
12361	118790.49676
109093	106747.404844
66143	305714.285714
102098	66285.7142857
67059	1497142.85714
67511	144000.0
60315	282571.428571
11933	205395.683453
66847	52571.4285714
223691	1062857.14286
69702	155428.571429
269252	12607.0991432
11800	120571.428571
72117	365714.285714
234366	14322.2857143
59026	17614.8046607
208440	21912.2857143
13682	3636363.63636
229096	280571.428571
212627	192571.428571
23918	229571.984436
11949	19194630.8725
75686	62051.2820513
16783	667487.684729
217707	373949.579832
226849	130658.436214
66199	140571.428571
26371	12890.2857143
433771	611428.571429
19244	74850.2994012
12317	11490384.6154
28114	102571.428571
11765	403892.944039
224794	24225.4285714
11776	38782.3185988
16834	5310.28571429
66606	31142.8571429
76582	5671.42857143
103694	272571.428571
53382	882857.142857
52245	66571.4285714
106504	117849.462366
76299	682857.142857
216766	2723.23568575
13858	212931.995541
77032	19344.2857143
229707	13960.8571429
20501	78498.9858012
107767	169428.571429
226791	2314285.71429
53895	801470.588235
50907	10650.5995204
69082	163714.285714
71772	16512.0
20701	1723970.94431
27681	720930.232558
229363	268398.268398
78891	31141.439206
66155	712574.850299
83945	472916.666667
70699	1018.4
13207	970684.039088
71653	93428.5714286
30960	178313.253012
104303	65193.3701657
30926	1614285.71429
74351	32857.1428571
13209	202484.47205
68512	345714.285714
66659	421052.631579
20852	9124.85065711
101869	67142.8571429
67160	1361556.06407
68292	20170.109356
170789	176562.5
14854	1331223.62869
53356	384375.0
13000	70000.0
66445	3507692.30769
50497	35714.2857143
56088	79584.7750865
56403	434991.974318
70834	442857.142857
19349	3951690.82126
20725	94857.1428571
212986	34571.4285714
68055	102857.142857
237459	22370.9369025
26572	486997.635934
107650	13480.3921569
217057	455801.104972
20846	118291.05474
30795	2000000.0
66945	10090361.4458
20103	142647.058824
72008	14468.5714286
234673	116285.714286
68953	77927.9279279
105732	24571.4285714
225115	32396.3133641
16646	58000.0
263406	276857.142857
13046	325102.880658
11837	4164037.85489
66615	21302.5445293
73942	32571.4285714
26900	30699.0881459
19173	571969.69697
68473	116571.428571
98766	65770.1711491
81898	157208.588957
53333	98337.9501385
68038	84857.1428571
66401	268027.210884
217207	5534.16398714
58810	39384615.3846
246782	28857.1428571
59025	162677.484787
225363	528604.118993
227683	44000.0
94044	482857.142857
20466	6386.10675039
24136	3056.6255144
56347	342480.79034
13120	25636.0078278
12465	2643253.23475
238505	112529.928172
72029	82571.4285714
105501	26078.9473684
26414	16651.0775862
20867	3314917.12707
71877	74000.0
68018	71153.8461538
71984	49806.9498069
27277	34571.4285714
74022	72285.7142857
17772	15671.973466
101592	35137.5332742
107932	11644.9086162
13185	129142.857143
16004	7450.66451873
20586	2766.21202728
30058	357142.857143
26443	1817073.17073
14852	627358.490566
12870	120640.904807
432572	182571.428571
57312	284571.428571
56351	571428.571429
117198	44285.7142857
234388	80285.7142857
109905	193478.26087
67097	468484.848485
20340	6844.76595745
64655	391428.571429
14270	13193.8125569
70791	105544.554455
67563	36000.0
66074	7387.42857143
69608	203142.857143
52036	100571.428571
243819	21745.7142857
14113	119714.285714
67345	22800.3784295
57294	250000.0
207728	11899.5633188
12462	1154128.44037
74252	368571.428571
66687	65428.5714286
83814	29382.4701195
268449	2980769.23077
26875	42571.4285714
211347	12471.0810811
101513	55714.2857143
67014	60571.4285714
100273	119714.285714
26398	34760.7052897
21817	3381924.19825
71679	24596273.2919
18453	9017681.72888
26444	3068548.3871
320011	217279.174726
19089	1788867.56238
26396	281795.511222
11426	437142.857143
19025	1094936.70886
14149	240890.688259
71902	1742857.14286
109620	17065.5567118
19039	53142.8571429
67894	118000.0
230233	18154.5386347
114863	2142857.14286
100763	6814.58910434
59029	325806.451613
75221	356368.563686
71648	17812.0
107338	60857.1428571
69527	189428.571429
73192	4188.26583593
52665	445714.285714
68090	2902.28571429
50493	440456.769984
384309	10881.4713896
75786	61714.2857143
15107	25573248.4076
218343	54285.7142857
65102	63714.2857143
72026	99040.7673861
26940	77701.1494253
26416	102777.777778
54194	12730.0
224139	554285.714286
67958	182000.0
74237	44000.0
27375	1292.15469613
67680	13368794.3262
19166	2970085.47009
269261	1018181.81818
69601	29428.5714286
21454	1567398.11912
320528	494285.714286
20823	404819.277108
67204	495468.277946
15505	527972.027972
19766	50152.4390244
14479	114169.215087
229663	828571.428571
210998	124000.0
54160	288571.428571
20316	138000.0
26408	2926.44927536
320727	6900.0
218035	32285.7142857
226982	104440.789474
12469	3448905.10949
353242	139142.857143
217737	502857.142857
97541	582857.142857
56529	103351.955307
12466	1497175.14124
68215	200285.714286
64656	190285.714286
66691	17950.5714286
240832	14239.7142857
19344	65116.2790698
102436	136363.636364
235542	41547.8615071
13629	4289044.28904
100683	521.520467836
330260	100000.0
13669	476934.52381
14228	2925764.19214
71941	69328.4936479
67201	2608571.42857
D3YUM8	74285.7142857
68276	5875.53816047
68606	23672.5663717
15951	39428.5714286
59040	20919.1759113
59007	28725.0384025
15516	5939226.51934
20702	4684466.01942
80888	19056.6326531
22027	3865336.65835
A6X940	1528571.42857
13511	17825.311943
69134	3209.71428571
73825	242571.428571
14670	2699.88571429
15528	59215686.2745
18674	2071428.57143
18703	819.779507134
19185	168617.021277
66375	21827.5147929
67615	44537.8151261
51798	5321100.91743
227648	172000.0
100038882	47827.9503106
100043461	1902857.14286
20068	3659259.25926
30055	2285714.28571
226101	41428.5714286
19941	602758.62069
27393	342857.142857
14375	76480.2631579
14229	78289.4736842
237542	37142.8571429
109079	104081.632653
67776	620000.0
94061	255714.285714
101490	16865.4285714
320806	116046.213094
227720	7002.39808153
66165	14762.8571429
72662	32254.697286
20351	1104.40789474
13030	2035398.23009
56491	354285.714286
19186	3590361.44578
66366	31714.2857143
321006	359.694555113
69923	254156.769596
67035	139169.139466
20815	17746.9135802
109674	34461.1528822
18438	50257.7319588
85305	394957.983193
66661	614285.714286
22129	558.571428571
19182	1493212.66968
14319	2791208.79121
225160	20395.738204
18813	1857142.85714
71985	1582857.14286
104831	36879.4326241
56717	19262.455865
104458	454545.454545
67166	251075.268817
77582	1150.0845666
11977	794.366197183
56715	25021.7142857
19346	18657.6923077
67439	902.608187135
77065	1431.57349896
110175	1500000.0
19170	2983333.33333
108077	48285.7142857
338355	377142.857143
218885	165714.285714
56284	87714.2857143
99311	20740.0
18673	5828571.42857
56530	211428.571429
74778	3584.57142857
230598	47114.5564169
218811	1217142.85714
12330	580372.250423
20286	14536.2857143
53872	2728571.42857
19141	1158620.68966
12091	156105.100464
16423	405940.594059
81018	9737.42857143
23923	12047058.8235
107976	75979.1122715
73078	308793.456033
69178	1225714.28571
231889	13214.5714286
12822	46899.6617813
68095	342857.142857
69162	459349.593496
106821	65428.5714286
64685	110857.142857
12607	981.085714286
26445	422388.059701
22193	14701.9323671
53312	112571.428571
22284	36967.5654553
17713	3847926.26728
20185	20278.2857143
14450	161386.138614
219249	42285.7142857
26399	71856.2874251
52443	190857.142857
18786	152392.947103
18822	3765.65934066
71517	63428.5714286
26441	1908045.97701
19188	820083.682008
235606	860655.737705
67429	31428.5714286
56551	1253012.04819
68537	31092.6966292
93762	7887.34538535
235587	14214.0
11431	301265.822785
12464	1512059.3692
26440	2030418.25095
14387	10380.0629591
17827	275428.571429
18655	17745803.3573
231279	79142.8571429
66388	34571.4285714
109880	20273.6318408
19983	2471380.47138
68117	1068571.42857
20044	973509.933775
80280	76000.0
77219	1658119.65812
26905	574152.542373
26932	35331.9057816
75669	8468.33578792
269523	4776674.93797
73024	127428.571429
66082	4000.0
170752	189849.62406
20463	349549.54955
19072	273239.43662
243743	9297.41151611
16150	14795.2443857
11749	5200000.0
110279	21259.8425197
97212	5976408.91219
72459	40819.0224571
192169	103142.857143
56486	244444.444444
68995	221428.571429
103963	1098684.21053
12304	3683385.57994
227331	56857.1428571
59125	132450.331126
20088	337593.984962
20005	906250.0
72145	65142.8571429
68365	1102325.5814
67826	91283.2929782
216820	37151.7027864
100037258	255952.380952
67179	308571.428571
19341	29391.2844037
20054	1717241.37931
267019	2046153.84615
114893	43428.5714286
67427	2193277.31092
11545	51826.2586377
110821	4143646.40884
56295	80285.7142857
13194	360526.315789
67490	212000.0
19298	541806.020067
19946	2739130.43478
56436	146857.142857
53319	6988.99676375
54723	3243.31742243
67367	11668.4841876
17449	25718562.8743
63958	897.698209719
20091	2469696.9697
22041	322857.142857
13200	730158.730159
30934	96000.0
19877	22156.5731167
67398	19496.8553459
109652	2818627.45098
75805	274147.727273
15461	120105.820106
225467	13007.9575597
18041	929046.563193
11906	573.859366613
14886	129258.517034
12010	1117647.05882
211548	417142.857143
72634	26167.7142857
213988	10535.7142857
16828	12168674.6988
67533	27714.8571429
16648	161714.285714
214498	11395.4285714
55944	286496.350365
140570	32193.2681868
66701	137428.571429
74080	99591.8367347
78893	3323.65591398
20912	264285.714286
15526	16053019.1458
228026	70304.1144902
67707	185714.285714
20084	3171052.63158
66121	88571.4285714
14227	2950000.0
14735	21364.4524237
80509	108857.142857
68188	14719.6261682
69893	232285.714286
21856	1557142.85714
27404	744.382716049
77604	7152.57142857
65019	277142.857143
329908	25028.6587696
