Gene names	Intensity L Kidney cortex
27984	174571.428571
108058	42435.4243542
13688	67714.2857143
65972	60080.6451613
244373	2394285.71429
233908	1146718.14672
54391	896774.193548
63986	25944.0
12757	3391489.3617
17967	14170.4035874
382643	56857.1428571
15382	1368750.0
116847	724867.724868
56086	1148788.92734
18753	37833.8278932
22343	1437142.85714
66469	118000.0
29875	255884.127942
14904	20730.5714286
14857	7399103.13901
76626	1077142.85714
668218	32857.1428571
26370	172093.023256
16400	24691.3580247
15469	423180.592992
12858	9863013.69863
11852	89285.7142857
108671	55212.3552124
114886	168000.0
11733	1604.40386681
227960	83714.2857143
14784	520737.327189
234353	1563.45226615
214459	186571.428571
407785	6775862.06897
74325	3401746.72489
100732	1099644.12811
17215	5212.68472906
320183	19869.1428571
26949	507389.162562
22375	259875.259875
54120	982857.142857
76497	302857.142857
76820	16377.1428571
14156	6433.33333333
75901	15124.9169435
11957	21944444.4444
67683	22814.0
63913	230857.142857
108664	1948240.16563
53605	831202.046036
57752	34725.848564
59069	2306338.02817
17931	236151.603499
269774	107403.54536
20742	2958104.10495
20024	348571.428571
232201	5306.57142857
72096	41142.8571429
19088	64903.8461538
29817	385714.285714
66514	131595.092025
17955	1133333.33333
329910	20033.6700337
545030	1606.8
20739	10683.2298137
50926	159136.212625
80890	35215.0537634
56426	411428.571429
68598	326482.213439
208194	36413.0434783
18738	614285.714286
30059	1925714.28571
22151	386516.853933
54519	3214.28571429
16773	7501.60978751
54401	5975609.7561
93730	153428.571429
14555	8338108.88252
329154	57714.2857143
12340	727272.727273
69270	5279.08163265
193740	1341653.66615
18750	25000.0
12041	162378.640777
54403	982391.102873
171210	1004415.01104
12826	9406.83043739
17996	72571.4285714
22630	5306122.44898
18993	100804.828974
22350	14692832.7645
14923	327777.777778
50492	104803.49345
13138	204927.211646
22628	3477732.79352
68732	1785714.28571
11484	1589743.58974
12631	14518072.2892
223255	271461.716937
11657	26628571.4286
19291	207428.571429
67199	806557.377049
235661	927342.256214
94184	480000.0
18538	224521.072797
54673	128767.123288
67469	5692.59259259
13855	62352.9411765
66905	602857.142857
117150	629453.68171
26413	801675.977654
229709	837735.849057
109711	786995.515695
20741	6484.96240602
23988	98787.8787879
71889	13435.5345912
19156	2621184.91921
67860	19649.1428571
11308	320000.0
18624	592292.089249
72565	181428.571429
66125	533720.930233
67689	644.166666667
224650	31428.5714286
57258	6053.71428571
65962	296735.905045
13822	319838.05668
22329	22868.7415426
20650	232000.0
13169	557142.857143
319162	21438.4615385
77579	449898.785425
54130	1817142.85714
64383	150385.604113
14976	3669291.33858
22221	21851.8518519
109624	8742857.14286
12336	539033.457249
22330	3686679.17448
18637	2064935.06494
19046	798165.137615
235442	22862.3188406
76895	57714.2857143
53602	221714.285714
51886	259600.614439
16905	3984962.40602
12974	3599137.93103
103850	15693.1818182
57376	124087.591241
93739	185470.08547
77134	1849180.32787
268656	28541.2262156
66335	1939790.57592
98366	70762.7118644
58231	96958.8550984
20588	23822.4637681
99889	794285.714286
59041	42957.7464789
74134	5226.14770459
67808	45142.8571429
224105	435114.503817
67881	72285.7142857
58233	77329.9748111
66540	357142.857143
23943	129142.857143
76551	14141.7910448
64899	10467.4285714
17919	23487.3487349
19385	660000.0
235380	49428.5714286
20383	2926829.26829
83965	135714.285714
110651	67432.4324324
66290	12711864.4068
66593	23759.9156118
27205	260437.375746
18798	4539.14285714
231148	3382.67973856
52700	514285.714286
228998	140096.618357
58193	3692.42424242
20163	4000000.0
227613	11056179.7753
11474	11888.8888889
17876	82571.4285714
22154	44369.3693694
69151	117714.285714
67581	2668.51428571
56737	64337.3493976
70974	4971.81964573
68942	120657.276995
234663	294715.447154
54132	269714.285714
17993	9428571.42857
56398	76285.7142857
108123	594285.714286
67530	32432432.4324
16790	1159420.28986
21961	2468571.42857
53424	294285.714286
69083	5033783.78378
30056	622857.142857
50927	135834.411384
12111	439024.390244
18002	666666.666667
76467	202857.142857
22153	1468468.46847
11603	47897.4358974
17149	649315.068493
235339	2165109.03427
20740	4733009.70874
73833	33428.5714286
22388	3285714.28571
67902	13663.1428571
232975	168805.528134
12912	90909.0909091
56431	8121212.12121
72900	5000000.0
14544	52422.907489
56330	247428.571429
13877	215142.857143
230872	400000.0
213012	89225.5892256
12017	127887.323944
22196	1006329.11392
18475	384716.157205
66365	788571.428571
404634	59677.4193548
71766	211428.571429
18671	3034.32601881
66094	159142.857143
63985	845714.285714
56459	345714.285714
67628	482857.142857
13427	815359.477124
216190	124857.142857
109689	346889.952153
16691	1789795.91837
106628	76616.9154229
18046	44477.6119403
68205	150495.049505
234852	182653.061224
226977	199714.285714
13660	1230337.07865
56440	2254285.71429
192196	568877.55102
68539	28857.1428571
65964	19984.5714286
66999	4585.42857143
15132	22230.8571429
12757	209361.702128
70314	40857.1428571
52551	221428.571429
27402	842315.369261
56297	462365.591398
12695	24372.955289
20411	34263.5658915
66983	22515.7024793
56212	41461.2565445
15463	360000.0
13014	195714.285714
18293	213098.729228
53331	88505.7471264
69724	2890.59800664
78330	7615384.61538
13191	1091428.57143
15387	132181.425486
380752	133714.285714
52163	166577.540107
55980	1021660.64982
83409	158000.0
72931	31142.8571429
66385	720000.0
76088	15736.0
52009	117714.285714
108903	38571.4285714
59013	1781737.19376
14105	64503.8167939
105559	74571.4285714
56456	128438.228438
76737	21042.2857143
14678	1222535.21127
15381	1811501.59744
68183	398666.666667
107513	92657.3426573
12400	38571.4285714
66054	6947368.42105
67673	2830508.47458
21923	6161.13744076
16331	190.327455919
67870	118677.042802
76959	291780.821918
386649	1678378.37838
66498	2640.0
67488	11143.7142857
192292	70467.2897196
433759	138796.680498
51797	59428.5714286
67457	32857.1428571
21881	6838407.49415
232807	115714.285714
94186	291428.571429
14693	1408823.52941
21351	8724035.60831
20168	382857.142857
22627	13686274.5098
21835	12093.1428571
245688	195294.117647
22334	6338983.05085
20947	188857.142857
67938	442441.860465
12333	161290.322581
17216	1946.46017699
18000	2317142.85714
20411	265116.27907
170719	121428.571429
50773	143500.0
110208	2111801.24224
12859	10859375.0
110854	720000.0
238330	24594.2857143
12331	4628571.42857
56692	1346774.19355
110809	943548.387097
104015	4639.96188056
50875	1531250.0
68202	18189655.1724
54473	138686.131387
54126	285382.830626
67299	48285.7142857
21849	297362.110312
227624	72857.1428571
19047	1015479.87616
94176	195.125820569
66201	308737.864078
66373	302197.802198
16907	1463087.24832
110119	496453.900709
68097	2786516.85393
70225	113664.596273
78830	2491428.57143
18104	1635036.49635
216873	32285.7142857
68051	574285.714286
20723	571428.571429
23964	1000000.0
14567	1751428.57143
20382	606334.841629
12380	505714.285714
14030	155725.19084
16563	7754.18439716
30949	205142.857143
66070	86026.2008734
13486	189428.571429
320165	29328.1653747
225027	382022.47191
110323	22674418.6047
101739	208571.428571
69499	23055.4285714
74192	660130.718954
67475	4996.78800857
12928	473684.210526
22192	661202.185792
52822	502857.142857
13043	1923076.92308
55992	1752.82258065
71978	206935.123043
70620	1972413.7931
57319	577528.089888
210126	1097142.85714
56726	87714.2857143
66892	23919.4285714
234069	7996.85714286
319965	36285.7142857
16688	576512.455516
27756	2463157.89474
21917	491428.571429
14164	74838.7096774
56376	1331428.57143
75739	285714.285714
11972	2441595.4416
268980	45714.2857143
53610	1164904.86258
66226	70857.1428571
53607	98954.7038328
18952	227714.285714
68969	49517.699115
12655	177714.285714
20911	714285.714286
60365	259770.114943
D3YV37	448571.428571
17217	5802.78422274
15159	135294.117647
320981	9978.40909091
14866	3138392.85714
72993	47241.8670438
14751	8566308.24373
14957	868778.280543
20630	186163.522013
66420	80000.0
68240	73906.6115702
18971	815.71040724
18472	741463.414634
14272	58090.1856764
17685	14117.6470588
69207	52857.1428571
54394	7397.42857143
225887	1882075.4717
60409	79714.2857143
66231	136571.428571
68094	112118.713932
12401	58285.7142857
52639	17460.2857143
15204	6348.2216708
19663	322857.142857
216001	47142.8571429
235072	1877142.85714
19070	42571.4285714
12488	483516.483516
20222	84842.1052632
108121	90376.5690377
19155	389130.434783
11777	165284.974093
26941	11428571.4286
21873	161953.727506
P01868	28571.4285714
19646	560000.0
18451	52808.988764
59079	19543.5092725
18643	12857142.8571
66531	224285.714286
20218	297968.397291
595136	11132075.4717
218460	42285.7142857
56362	101672.240803
18569	102000.0
11984	603870.967742
56612	522077.922078
12343	1566433.56643
83997	72571.4285714
67465	371681.415929
67771	2072847.68212
140546	167714.285714
23970	1680000.0
56217	72000.0
269593	193714.285714
56372	52000.0
66624	50442.4778761
110082	2398.31428571
98053	21259.8425197
338367	224652.087475
270110	125428.571429
108160	78171.0914454
16569	58902.2757697
229279	6992084.43272
12283	821114.369501
15387	3196544.27646
66177	619178.082192
13001	74418.6046512
22324	435.704142012
59008	8210.94594595
22333	16283783.7838
75734	221714.285714
216527	17471.4285714
94284	3412.0527307
73341	8632.29571984
83431	3377.42857143
72590	254145.07772
93765	3236842.10526
18641	138461.538462
18148	2417808.21918
56150	20421.4634146
66601	234000.0
23837	103142.857143
116733	68878.7185355
20021	54545.4545455
22327	247142.857143
16573	719626.168224
12321	1945714.28571
208618	38000.0
68971	43142.8571429
21887	6434.85714286
71810	138857.142857
59020	37428571.4286
15384	1505263.15789
54196	417142.857143
320795	9836.15221987
621893	486153.846154
57342	723118.27957
74246	16352.4495677
66075	4514285.71429
170760	385714.285714
11629	52857.1428571
12833	124878.04878
70650	24400.5641749
57230	43714.2857143
21807	282857.142857
12835	1348571.42857
22319	765048.543689
231887	634285.714286
212531	334285.714286
67951	73601.7897092
68816	422891.566265
75454	6161290.32258
68833	141428.571429
52563	28475.7118928
68342	11590909.0909
56358	54000.0
20826	914062.5
19143	12046.7836257
18221	857142.857143
237823	54749.4390426
17079	3197.12556732
72404	95142.8571429
22384	300000.0
109006	408571.428571
107260	881918.819188
81877	244000.0
75530	33428.5714286
68349	3992395.43726
12540	1523560.20942
66101	37960.106383
50995	199059.561129
14187	436708.860759
16202	550884.955752
98238	182285.714286
56031	27728.9036545
72567	154515.77802
105348	25586.5714286
17380	209333.333333
432508	134571.428571
19326	7385321.10092
216131	33428.5714286
68705	60240.9638554
19826	71803.2786885
66314	1102857.14286
53379	10714285.7143
76614	13685714.2857
69878	148837.209302
20405	106793.478261
100986	62285.7142857
269113	82745.0980392
14489	1111428.57143
52428	25076.8571429
17472	20680.2857143
18141	92060.0858369
17975	2135785.00707
69091	243428.571429
74355	25233.4285714
192174	49428.5714286
433904	42857.1428571
12834	76595.7446809
67010	47547.1698113
55988	677142.857143
100034361	150857.142857
229542	75428.5714286
66377	1684210.52632
19052	49514.5631068
217837	14882.8162291
67397	2003816.79389
14682	362116.991643
236732	56021.5053763
217517	20419.5238095
29806	66000.0
66585	230167.597765
18034	5599.66629588
13009	27745.8762887
60321	76287.0514821
321022	105714.285714
18826	1442857.14286
108014	122072.072072
16414	10971.5953307
11991	2357746.47887
20174	345572.354212
11746	2082857.14286
12334	744285.714286
19889	11208.8571429
11938	95210.7279693
22218	282178.217822
56309	388571.428571
80877	1017142.85714
67851	105428.571429
67474	253076.923077
11928	2609970.67449
69957	50806.4516129
228836	86571.4285714
66437	2971428.57143
94242	38285.7142857
18226	173954.372624
228983	5063.14285714
16796	1591428.57143
15388	1723549.48805
69459	14224.0
69024	8448.57142857
19703	65116.2790698
68693	1217142.85714
20318	148857.142857
15161	119714.285714
217692	23904.8571429
72552	14368.0
223696	184857.142857
70572	414285.714286
67781	315384.615385
13063	25809523.8095
23808	8399.14285714
230596	42307.6923077
242687	203219.315895
71844	38841.5672913
14082	42392.195122
230649	232571.428571
74200	4166.85714286
17991	10080808.0808
56697	36000.0
67877	87078.6516854
53817	759345.794393
110639	23167.6100629
66588	7091836.73469
98758	2371084.33735
69875	4843971.63121
70316	6602564.10256
67130	12824427.4809
66118	625714.285714
21399	480000.0
84094	551428.571429
14672	260445.682451
64136	13820.8571429
67890	4776470.58824
16976	7142857.14286
72313	22260.0
56399	127142.857143
102566	2610.02857143
66091	338095.238095
19053	236893.203883
268373	39268292.6829
68219	67428.5714286
74125	21058.2857143
71514	430615.164521
106344	13605.4945055
66912	43142.8571429
18795	36759.8684211
54683	45982142.8571
68724	291935.483871
67273	8394366.19718
12537	21938.7755102
21787	931428.571429
11735	476797.552269
56350	637362.637363
17448	23875739.645
56637	83571.4285714
17218	2446.93042292
23827	6980519.48052
20833	102259.887006
66368	103005.464481
19358	606060.606061
11853	1430051.81347
12867	5952380.95238
21968	86571.4285714
51792	1833616.29881
67959	235815.602837
18854	137853.107345
55936	74232.0819113
68682	212.162857143
15368	60899.6539792
55990	117943.925234
20657	693227.091633
67186	9217391.30435
59005	23134.8571429
67955	964285.714286
18747	137891.737892
66642	75666.0746004
29876	5612648.22134
54214	280857.142857
12857	26686390.5325
17884	12377.5141826
19707	104285.714286
19290	942857.142857
76055	72000.0
103967	88991.8887601
21672	6868686.86869
76137	531428.571429
56324	151434.034417
68585	717142.857143
20409	805714.285714
76302	140285.714286
217030	49142.8571429
109232	88571.4285714
66899	30000.0
14790	49428.5714286
224111	32285.7142857
70470	147142.857143
269061	34285.7142857
16568	16690.4422254
57317	701431.492843
27054	194263.363755
107701	184198.113208
72333	462857.142857
23971	57532.0512821
67923	1678571.42857
330662	22734.5844504
213760	5572.0
193116	6252.47863248
12229	255.675265554
72542	60857.1428571
56699	30000.0
70296	308571.428571
101706	991428.571429
320024	362745.098039
27374	87598.1161695
72170	460000.0
23790	402857.142857
76614	45714.2857143
11975	13349.2252682
17758	382222.222222
19317	138285.714286
109331	26824.2548818
224903	111714.285714
56378	1556179.77528
20410	142000.0
236573	164000.0
16426	20135.1428571
319186	17380952.381
96979	835937.5
67886	994.285714286
240028	448780.487805
17128	13902.722323
14797	25024.0
104457	84285.7142857
12237	291104.294479
216705	2171428.57143
68607	514285.714286
76709	3733333.33333
11487	15353.8050734
76936	595336.076818
27055	44561.4035088
28000	448412.698413
56495	747126.436782
192170	688564.476886
22594	15193.977813
103466	60571.4285714
23980	8942857.14286
12345	1859205.77617
217864	21802.9350105
57435	37428.5714286
104009	5090.77540107
68926	68571.4285714
12369	15515.8415842
381308	19469.7142857
26431	9118.22033898
109676	222571.428571
69150	617142.857143
13822	26113.3603239
29857	4142.23433243
76899	55142.8571429
93760	10775.2956636
19384	5000000.0
66911	5384.28571429
54353	6268.57142857
72183	2142857.14286
19357	43307.0866142
22668	362940.275651
P16546	442857.142857
74117	1637142.85714
21894	1475796.93034
12321	220857.142857
64704	74235.8078603
68375	12674418.6047
22169	221923.93736
252870	105167.724388
102122	2537.6
67963	1677852.34899
19229	27155.5996036
21915	456132.075472
54195	54516.1290323
20810	145564.516129
22099	79714.2857143
66629	180000.0
26395	348600.508906
22070	1574285.71429
13002	304545.454545
225131	20003.7142857
226251	103948.896632
14011	8027.83505155
100434	18223.5834609
216156	60857.1428571
13033	4292682.92683
108099	35865.7243816
16801	25869.5652174
11840	1502762.43094
19414	8710.28571429
72349	492972.972973
68001	37714.2857143
72205	192571.428571
11844	1172222.22222
67285	25373.1343284
66218	7374301.67598
665113	2743.53741497
73288	127714.285714
22680	405714.285714
331026	51666.6666667
67899	448571.428571
74255	115984.405458
75062	339321.357285
237859	14324.1697417
68278	74473.0679157
21681	207450.980392
230908	1494285.71429
66914	145248.868778
338350	777142.857143
20587	45194.8051948
13859	568571.428571
11416	278181.818182
67145	35428.5714286
108124	654285.714286
234023	457564.575646
109154	614285.714286
11947	38374291.1153
66043	3083333.33333
76884	51715.8818835
22612	61552.6802218
22608	1577639.75155
18810	185887.87039
215951	184000.0
75710	142000.0
15182	41803.2786885
66044	226571.428571
20226	1294921.875
66827	50000.0
78618	24935.0649351
19655	644501.278772
57750	53142.8571429
20720	10116.8571429
12995	544757.033248
15568	858895.705521
20616	8934.57142857
11491	3319.34703748
66521	210285.714286
108989	1637142.85714
52440	74571.4285714
19084	153543.307087
107182	7542.0
16649	90285.7142857
20384	464684.01487
50884	98404.2553191
269966	98285.7142857
18693	36285.7142857
16549	211229.946524
19303	104060.913706
53893	972477.06422
15530	85513.8926356
319322	965714.285714
53413	152080.344333
67838	877094.972067
67003	12251655.6291
104759	8799.42857143
75619	5971.71428571
17920	806324.110672
78920	2885462.55507
19744	438043.478261
56307	441422.594142
67043	448571.428571
26921	745.482562855
103468	23542.1166307
70248	232857.142857
75914	9530.57142857
53375	1700000.0
76425	48571.4285714
107686	1796610.16949
14873	2283333.33333
56758	266571.428571
227197	6203576.34113
11632	186857.142857
245847	29828.8508557
