Gene names	Intensity L Cerebellum
19283	12457142.8571
75572	7122641.50943
20195	314285.714286
16775	52037.4449339
226041	58571.4285714
67326	800000.0
18489	2947.71428571
118449	58857.1428571
12349	42692307.6923
76293	80285.7142857
17885	16778.5234899
17879	998970.133883
67971	9885714.28571
270097	4857142.85714
11674	75274725.2747
66734	10000000.0
107272	5729729.72973
13602	1354285.71429
17022	491124.260355
14457	571428.571429
171580	25251.7142857
11450	190688.259109
11811	22093.75
107029	539170.506912
26558	2734285.71429
22240	5885714.28571
232714	45142.8571429
232400	351428.571429
17930	193428.571429
18483	5485714.28571
13179	368852.459016
23969	23457142.8571
11983	9685714.28571
17118	19352750.8091
69051	418750.0
14467	6542857.14286
56185	101983.002833
16852	1148148.14815
72948	8542857.14286
11676	41873278.2369
21985	2648571.42857
12933	47714285.7143
20965	31142857.1429
16890	34914.3610013
20194	777142.857143
21753	24627.7142857
19340	436986.30137
229731	382857.142857
17988	2885714.28571
73723	2594285.71429
13405	19820.5546493
12721	8872017.35358
13184	34000.0
216739	2682926.82927
14583	209469.153515
13010	1764285.71429
11997	1253164.55696
15275	8429158.11088
22352	21373390.5579
107684	108285.714286
18611	3857142.85714
19652	1732026.14379
71960	482000.0
381204	330.147651007
16952	190571.428571
11820	1311688.31169
12306	2265714.28571
14381	1541747.57282
18074	163934.42623
66395	21685714.2857
12362	176368.159204
56356	2220000.0
74340	1398042.41436
11808	2742857.14286
109857	340072.202166
13821	3447098.97611
17760	5673289.18322
56078	36277.6025237
109934	3200000.0
12406	1055155.8753
83397	994285.714286
67103	279939.209726
216810	1725714.28571
217124	4514285.71429
12934	36713286.7133
67865	210000.0
20324	545714.285714
29877	3028571.42857
380698	8169.71428571
11766	1282.11428571
26556	4057142.85714
16776	15008.0688542
12332	434659.090909
269713	638968.481375
24014	7276.19047619
192176	389119.758217
65969	23585.1428571
21346	771428.571429
109264	793046.357616
66355	771014.492754
208943	46571.4285714
20963	4847.69475358
76281	146571.428571
12313	14563758.3893
23917	80933.8521401
18476	905172.413793
66222	5963060.68602
20708	54000.0
16779	107837.687604
102502	1914285.71429
14590	22279.1798107
58194	107616.361072
66098	1797142.85714
66144	3714285.71429
16019	113428.571429
76932	700000.0
67443	6264000.0
30948	11742857.1429
12696	709302.325581
22138	14170.9027916
67834	18114754.0984
11717	198433.420366
19038	37963.2075472
67861	1562857.14286
16403	104491.292392
68028	450000.0
26430	738906.088751
12140	2295454.54545
74145	22404.3715847
14571	7799174.69051
56205	1602857.14286
12653	294285.714286
12798	61428.5714286
17755	3778409.09091
18799	199735.449735
13017	593258.426966
56526	2605714.28571
16560	370501.474926
234267	6885714.28571
50706	16840.8571429
229603	75238.0952381
19895	4602.64026403
11544	704419.889503
66251	90248.5659656
21804	77714.2857143
23999	5128939.82808
11677	10348101.2658
229593	130571.428571
68196	1805714.28571
22271	14346.3022508
14432	5885714.28571
97165	3619047.61905
22152	23555555.5556
19309	5546318.28979
66471	822857.142857
114584	2568464.73029
14079	185606.060606
72042	9571428.57143
15929	8625954.19847
73442	8542857.14286
59046	594285.714286
11486	265056.818182
22323	135466.666667
66849	1200000.0
11641	2885714.28571
12554	106162.464986
98878	316081.330869
270685	448311.156602
114663	2747.44827586
16541	779.23627685
17904	13907284.7682
212307	7208588.95706
11857	264000.0
227737	114571.428571
20692	568571.428571
12810	377142.857143
19055	15316698.6564
11745	1780000.0
19339	17000000.0
14086	1120000.0
16594	355592.654424
20193	2391428.57143
67980	1445652.17391
15163	151234.567901
13476	1565714.28571
68106	611428.571429
71733	44285.7142857
219072	1540000.0
11973	43628318.5841
16956	1953.12236287
17254	2091254.75285
13860	511428.571429
98932	4575581.39535
54609	1349529.78056
64933	209808.61244
170718	22200000.0
16678	758241.758242
13132	31070.4960836
107589	63884.5955693
11518	12257142.8571
11775	1035120.14787
19231	2180000.0
20719	2910052.91005
432516	104506.232023
16906	20408163.2653
18537	16784140.9692
75974	88571.4285714
74325	7379912.66376
93686	974285.714286
227620	100591.715976
15129	361904761.905
326618	7741935.48387
11964	21555915.7212
15122	149142857.143
12908	809904.153355
53416	1133093.52518
75608	6026785.71429
12325	748582.230624
26611	90857.1428571
56360	2694285.71429
20362	7714285.71429
353170	385714.285714
18754	246947.082768
56195	3628571.42857
22003	9225352.11268
16592	12296296.2963
66111	12112.2857143
12550	6225.22624434
104001	7114285.71429
69654	13805970.1493
11465	1869333.33333
71780	184919.210054
320707	5657142.85714
110078	8837485.172
223601	1577142.85714
68631	689655.172414
15444	3971428.57143
107975	1480000.0
209378	115428.571429
68420	118571.428571
19264	11309.0627421
14960	125781.25
16149	32458.4229391
23825	3114285.71429
14007	1088582.67717
230972	18617.7142857
18582	2060000.0
14936	182926.829268
213539	97619.047619
654795	602857.142857
22142	1634146.34146
381694	45194.2740286
14593	820000.0
170930	6452631.57895
67068	6645833.33333
57915	240000.0
94181	3371428.57143
68519	802857.142857
11722	12855.9686888
15512	1627172.19589
17524	1628571.42857
59069	28908450.7042
14688	33823529.4118
22637	5151.13268608
16593	4251386.32163
19672	30857.1428571
67803	123714.285714
17219	6624.84774665
11966	17142857.1429
14245	22908.2857143
26364	10728.3618582
268996	554285.714286
73112	368571.428571
71148	235428.571429
18751	6527570.78987
52589	5657142.85714
101314	591428.571429
11931	44736842.1053
22629	48780487.8049
18717	1007564.29652
13589	9179104.47761
12491	375000.0
56327	363043.478261
18033	153450.051493
66273	300000.0
227541	906493.506494
14269	2400000.0
18597	11102564.1026
18739	662857.142857
56702	17104.0358744
17161	2376425.85551
74091	190312.5
68263	19387186.6295
11891	101357.466063
216197	295652.173913
18536	254285.714286
234779	1961.26482213
14026	251428.571429
74044	213428.571429
12759	3171428.57143
16170	14933.4285714
73834	5101214.5749
228359	2468571.42857
380711	1397142.85714
380686	3428571.42857
51793	775438.596491
380928	331428.571429
66128	1285714.28571
P01867-2	625714.285714
21987	112000.0
229877	9714285.71429
22631	94693877.551
66310	602857.142857
66645	1277142.85714
18797	324959.481361
57349	21362.2857143
235627	1206.48571429
20202	48571.4285714
59069	982394.366197
21825	7524.95726496
239217	1985714.28571
109552	365714.285714
12419	2408376.96335
73086	388180.764774
11630	605714.285714
108911	965714.285714
66128	183142.857143
320183	1362.97142857
13016	2766439.9093
72157	191935.483871
12417	4158469.94536
216963	255844.155844
27360	5285714.28571
18642	3794871.79487
319713	278592.375367
72108	68857.1428571
170750	670947.030498
65106	905714.285714
12412	540540.540541
14225	57129629.6296
227700	2070000.0
20111	1740331.49171
12402	39868.5651698
11937	1039.3360161
17831	81716.4179104
105298	168571.428571
12322	14100418.41
15193	2148571.42857
53598	1413978.49462
11429	51923076.9231
16181	6902.80898876
66576	74311.2359551
100900	154273.504274
12816	2070.09615385
52398	23857142.8571
17698	6551126.51646
29812	2182857.14286
18220	568571.428571
68614	54857.1428571
22793	7257.80141844
26417	1963157.89474
66204	5212121.21212
18195	38978494.6237
53378	642857.142857
57138	780000.0
12183	436293.436293
192662	12696078.4314
27984	3000000.0
108058	2306273.06273
13688	42857.1428571
20201	13644.0
65972	19058.8709677
244373	4685714.28571
233908	2992277.99228
54391	1045161.29032
63986	2601.74285714
12757	16000000.0
17967	4493273.5426
382643	542857.142857
15382	8062500.0
116847	386243.386243
56086	4740484.42907
18753	145697.329377
22343	4457142.85714
66469	1040000.0
29875	51116.4755582
14857	869955.156951
76626	1408571.42857
668218	534285.714286
26370	468023.255814
16400	580.845204179
15469	2938005.39084
12858	18904109.589
11852	7704081.63265
108671	157915.057915
114886	714285.714286
11733	1208378.08808
227960	60000.0
14784	6359447.00461
234353	842815.814851
214459	103428.571429
407785	5077586.2069
100732	35587188.6121
17215	4040.51724138
26949	2201970.44335
22375	1943866.94387
54120	305714.285714
76497	3142857.14286
76820	440000.0
14156	117460.31746
75901	66112.9568106
11957	5851851.85185
67683	72571.4285714
63913	117428.571429
108664	5031055.90062
53605	3452685.42199
57752	30983.4638816
59069	2718309.85915
17931	316812.439261
269774	1595411.88738
20742	18578078.7135
20024	2134285.71429
232201	1684.34285714
72096	58571.4285714
19088	824519.230769
29817	14693.7142857
66514	9969325.15337
17955	5760000.0
329910	595959.59596
545030	41.8771428571
20739	73291.9254658
50926	3687707.6412
80890	815860.215054
56426	628571.428571
68598	2043478.26087
208194	817934.782609
18738	8742857.14286
30059	6400000.0
22151	46516853.9326
54519	11818.0
16773	21281.3908564
54401	36178861.7886
93730	1262857.14286
14555	19140401.1461
329154	90000.0
12340	1381118.88112
69270	281632.653061
193740	2012480.49922
18750	708333.333333
12041	190776.699029
54403	417052.826691
171210	470198.675497
75007	92857.1428571
17996	203714.285714
22630	36285714.2857
18993	1012.63581489
22350	2798634.81229
14923	949494.949495
50492	1234352.25619
13138	303471.444569
22628	110526315.789
68732	10878.8571429
11484	2410256.41026
12631	103614457.831
223255	883990.719258
11657	72857142.8571
19291	934285.714286
67199	6368852.45902
235661	6099426.38623
94184	751428.571429
18538	231800.766284
54673	994520.547945
67469	12670.6552707
13855	480672.268908
66905	588571.428571
117150	1762470.30879
26413	7569832.40223
229709	11811320.7547
109711	2836322.86996
20741	1762218.04511
23988	830303.030303
71889	199685.534591
19156	5421903.05206
67860	183714.285714
11308	2140000.0
18624	363083.1643
72565	181714.285714
66125	1337209.30233
67689	2110.27777778
224650	88000.0
57258	8768.85714286
65962	122551.928783
13822	2580971.65992
22329	170500.67659
20650	97428.5714286
13169	1291428.57143
319162	355384.615385
77579	6325910.93117
54130	9600000.0
64383	7017994.85861
14976	4566929.13386
22221	76111.1111111
109624	3914285.71429
12336	2342007.43494
22330	2626641.65103
18637	7142857.14286
19046	1975535.1682
235442	574879.227053
76895	120000.0
53602	10085714.2857
51886	2519201.22888
16905	9789473.68421
12974	10000000.0
103850	604545.454545
57376	474452.554745
93739	7341880.34188
77134	5377049.18033
268656	38477.8012685
66335	11858638.7435
98366	1430084.74576
58231	149552.772809
20588	21467.3913043
99889	417142.857143
59041	198826.29108
74134	5100.99800399
67808	385714.285714
224105	1425572.51908
67881	49142.8571429
58233	962216.624685
66540	2025714.28571
23943	560000.0
76551	515991.471215
64899	3538.0
17919	1920.62706271
19385	2914285.71429
235380	9914285.71429
20383	6219512.19512
83965	202285.714286
110651	155405.405405
66290	3050847.45763
66593	43459.9156118
27205	1740.09940358
18798	3114285.71429
231148	1601307.18954
52700	89428.5714286
228998	1956521.73913
58193	283939.393939
20163	1720000.0
227613	99550561.7978
11474	9851.88888889
17876	3457142.85714
22154	6869369.36937
69151	337142.857143
67581	16286.5714286
56737	886746.987952
70974	3075684.38003
68942	11851.6431925
234663	2398373.98374
54132	488571.428571
17993	9142857.14286
56398	93142.8571429
108123	18342857.1429
67530	69279279.2793
16790	93995.8592133
21961	408571.428571
53424	1420000.0
69083	120608.108108
30056	1025714.28571
50927	194049.15912
12111	63956.6395664
18002	1481481.48148
76467	93142.8571429
22153	67792792.7928
11603	87692.3076923
17149	2130136.9863
235339	9158878.50467
20740	41262135.9223
73833	19000.8571429
22388	19314285.7143
232975	20730503.4551
12912	369501.466276
56431	19272727.2727
72900	9032258.06452
14544	2378854.62555
56330	771428.571429
13877	212857.142857
230872	465714.285714
213012	294276.094276
12017	366197.183099
22196	1613924.05063
18475	6637554.58515
66365	428571.428571
404634	243817.204301
71766	171714.285714
18671	35344.8275862
66094	17760.5714286
63985	4000000.0
56459	1245714.28571
67628	305714.285714
13427	1009803.92157
216190	1088571.42857
109689	3277511.96172
16691	5448979.59184
106628	13942.4543947
18046	116119.402985
68205	345544.554455
234852	602040.816327
226977	2885714.28571
13660	3595505.61798
56440	2420000.0
192196	1410714.28571
68539	108857.142857
65964	7919.14285714
66999	5433.14285714
15132	56857.1428571
12757	60425.5319149
70314	74285.7142857
52551	942857.142857
27402	3453093.81238
56297	357526.88172
12695	124318.429662
20411	48759.6899225
66983	47107.4380165
56212	952879.581152
15463	1480000.0
13014	181142.857143
18293	296187.683284
53331	218007.662835
78330	2048076.92308
13191	3542857.14286
15387	408207.343413
380752	551428.571429
52163	2339572.19251
55980	6281588.44765
72931	94000.0
66385	3971428.57143
76088	118857.142857
52009	6321.42857143
108903	594285.714286
59013	8708240.53452
14105	18278.2442748
105559	156857.142857
56456	519813.519814
76737	13167.7142857
14678	18140845.0704
15381	6581469.64856
68183	1608888.88889
107513	41958.041958
12400	55714.2857143
66054	5536842.10526
67673	4754237.28814
21923	240284.36019
16331	3874.05541562
67870	1501945.52529
76959	3237442.92237
386649	3027027.02703
67488	124285.714286
192292	429906.542056
433759	431535.26971
51797	308571.428571
67457	74000.0
21881	13114754.0984
232807	98285.7142857
94186	3885714.28571
14693	6470588.23529
21351	15845697.3294
20168	7628571.42857
22627	127450980.392
21835	32000.0
245688	1002352.94118
22334	15016949.1525
20947	266571.428571
67938	475000.0
12333	238429.172511
17216	2365.26548673
18000	8600000.0
20411	410852.713178
170719	10714285.7143
50773	2380000.0
110208	3022774.32712
12859	7132812.5
110854	3714285.71429
238330	258571.428571
12331	15914285.7143
56692	4330645.16129
110809	8427419.35484
104015	2534942.82084
50875	639204.545455
68202	14310344.8276
54473	510948.905109
54126	1450116.00928
67299	57142.8571429
665596	15814.5714286
21849	2517985.61151
227624	175428.571429
19047	7089783.28173
94176	12527.3522976
66201	2993527.50809
66373	707692.307692
16907	7818791.94631
110119	1070921.98582
68097	23707865.1685
70225	106211.180124
78830	18714285.7143
18104	1372262.77372
216873	258857.142857
68051	897142.857143
20723	368571.428571
23964	742857.142857
14567	56857142.8571
20382	1683257.91855
12380	500000.0
14030	380152.671756
16563	628368.794326
30949	2154285.71429
66070	432751.091703
13486	585714.285714
320165	196382.428941
225027	234831.460674
110323	33488372.093
101739	2497142.85714
69499	342857.142857
74192	8954248.36601
12928	1480263.15789
22192	3229508.19672
52822	10428571.4286
13043	7710622.71062
55992	274193.548387
71978	2237136.46532
70620	11379310.3448
57319	48089.8876404
210126	222285.714286
56726	211714.285714
66892	3121.14285714
234069	264571.428571
319965	101714.285714
27756	3610526.31579
21917	874285.714286
14164	39328.3870968
56376	1080000.0
75739	36857.1428571
11972	18888888.8889
268980	1157142.85714
53610	7167019.02748
66226	174000.0
53607	756097.560976
18952	8285714.28571
68969	493805.309735
20911	68285.7142857
60365	1712643.67816
D3YV37	113714.285714
17217	3190.48723898
15159	135294.117647
320981	320454.545455
14866	5580357.14286
72993	214992.927864
14751	39605734.767
14957	904977.375566
20630	849056.603774
66420	195238.095238
68240	247933.884298
18472	10390243.9024
14272	832891.246684
17685	118716.57754
54394	25044.0
225887	547169.811321
60409	371428.571429
66231	93714.2857143
68094	687551.525144
12401	128571.428571
52639	42857.1428571
15204	16335.8147229
19663	20181.7142857
216001	780000.0
235072	28342857.1429
19070	49428.5714286
12488	66405.0235479
20222	80631.5789474
108121	320083.682008
19155	4402173.91304
11777	891191.709845
26941	4171428.57143
21873	501285.347044
P01868	28102.2857143
19646	1581176.47059
18451	111235.955056
59079	25534.9500713
18643	24571428.5714
66531	777142.857143
20218	1142212.18962
595136	20000000.0
218460	64285.7142857
56362	1187290.9699
18569	204000.0
11984	1729032.25806
56612	3103896.1039
12343	5524475.52448
83997	223428.571429
67465	1154235.14539
67771	3218543.04636
140546	1368571.42857
23970	1888571.42857
56217	89037.037037
269593	542857.142857
56372	41428.5714286
66624	274336.283186
110082	1257142.85714
98053	134.523622047
338367	642147.117296
270110	408571.428571
108160	110324.483776
16569	417670.682731
229279	31398416.8865
12283	5425219.94135
15387	11965442.7646
13001	534883.72093
22324	4864.85207101
59008	23513.5135135
22333	46959459.4595
75734	834285.714286
216527	182285.714286
73341	102723.735409
83431	694285.714286
72590	1393782.38342
93765	16052631.5789
18641	887179.487179
18148	7910958.90411
56150	166829.268293
66601	12714285.7143
23837	380000.0
116733	247139.588101
20021	163636.363636
22327	782857.142857
16573	2409138.11007
12321	3514285.71429
208618	161428.571429
68971	8589.42857143
21887	188.434285714
71810	1068571.42857
59020	1685714.28571
15384	3210526.31579
54196	914285.714286
320795	16279.0697674
621893	407692.307692
57342	373655.913978
66075	4257142.85714
170760	1100000.0
12833	72487.804878
70650	24823.6953456
57230	49428.5714286
21807	805714.285714
12835	270285.714286
22319	8310679.61165
231887	2117142.85714
212531	768571.428571
67951	4876957.49441
68816	2132530.12048
75454	5903225.80645
68833	34571.4285714
52563	51758.7939698
68342	18920454.5455
56358	11856.8571429
20826	1140625.0
18221	2914285.71429
237823	192221.391174
72404	1380000.0
22384	1848571.42857
109006	497142.857143
107260	4723247.23247
81877	21285.4285714
75530	203428.571429
68349	7110266.1597
12540	2167539.26702
66101	250000.0
50995	761755.485893
14187	613924.050633
16202	356194.690265
98238	325714.285714
56031	138538.20598
72567	759521.218716
105348	28563.1428571
17380	739.4
432508	174857.142857
19326	10000000.0
216131	149428.571429
68705	112449.799197
19826	967213.114754
66314	2382857.14286
53379	36857142.8571
76614	32000000.0
69878	355813.953488
20405	739130.434783
100986	141142.857143
269113	160000.0
14489	4514285.71429
52428	54285.7142857
17472	1161.02857143
18141	7832.61802575
17975	6407355.02122
69091	2674285.71429
74355	105714.285714
192174	104285.714286
433904	106571.428571
12834	17117.9883946
67010	22530.9433962
55988	3228571.42857
100034361	471428.571429
229542	497142.857143
66377	286842.105263
100336	179202.279202
19052	315210.355987
217837	177088.305489
67397	7061068.70229
14682	6908077.99443
236732	64623.655914
217517	476190.47619
29806	980.914285714
66585	826815.642458
13009	28612.371134
60321	118876.75507
321022	505714.285714
18826	1922857.14286
108014	49099.0990991
16414	29831.387808
11991	8676056.33803
20174	935205.183585
11746	1588571.42857
12334	2128571.42857
19889	122285.714286
11938	2921455.9387
22218	1722772.27723
56309	462857.142857
80877	422857.142857
67851	55142.8571429
67474	496153.846154
11928	6099706.74487
69957	229032.258065
228836	337142.857143
66437	4742857.14286
94242	157714.285714
18226	427756.653992
228983	246000.0
16796	4828571.42857
15388	9846416.38225
69459	88285.7142857
69024	56571.4285714
19703	16302.3255814
68693	3971428.57143
20318	247714.285714
15161	1128571.42857
217692	135428.571429
72552	202857.142857
223696	248285.714286
70572	2677142.85714
67781	1984615.38462
13063	44571428.5714
23808	87428.5714286
230596	708333.333333
242687	207243.460765
71844	69165.2470187
14082	22592.6829268
230649	233142.857143
74200	15785.1428571
17991	16767676.7677
56697	137142.857143
67877	65168.5393258
53817	3785046.72897
110639	30031.1320755
66588	16275510.2041
98758	5325301.20482
69875	8865248.22695
70316	3282051.28205
67130	29007633.5878
66118	774285.714286
21399	1108571.42857
84094	10010.5714286
14672	1253481.89415
64136	106285.714286
67890	8858823.52941
16976	5057142.85714
72313	134857.142857
56399	170571.428571
102566	10823.7142857
66091	5261904.7619
19053	194822.006472
268373	209146341.463
68219	394285.714286
74125	46857.1428571
71514	2088698.1402
106344	75274.7252747
66912	161714.285714
18795	1842105.26316
54683	65178571.4286
68724	2048387.09677
67273	18647887.3239
12537	127168.367347
21787	4800000.0
11735	349311.575727
56350	4241758.24176
17448	67159763.3136
56637	466666.666667
23827	8409090.90909
20833	282485.875706
66368	156284.153005
19358	1829201.10193
11853	699481.865285
12867	16984126.9841
21968	150571.428571
51792	24278438.0306
67959	836879.432624
18854	203389.830508
55936	116211.604096
68682	8762.57142857
15368	14246.0207612
55990	6663.17757009
20657	107569.721116
67186	18521739.1304
59005	371428.571429
67955	2250000.0
18747	3675213.67521
66642	204262.877442
29876	7312252.96443
54214	382857.142857
12857	46390532.5444
17884	78906.6529139
19707	485714.285714
19290	3514285.71429
76055	551428.571429
103967	1877172.65353
21672	16515151.5152
76137	297142.857143
56324	67112.8107075
68585	3885714.28571
20409	700000.0
76302	181714.285714
217030	230857.142857
109232	345714.285714
66899	9656.85714286
14790	100571.428571
224111	257428.571429
70470	377142.857143
269061	374285.714286
16568	276747.503566
57317	664621.676892
27054	307692.307692
107701	544811.320755
72333	27670.0
23971	262820.512821
67923	5883928.57143
330662	138873.994638
213760	1397142.85714
193116	13700.6837607
12229	713.080424886
72542	817142.857143
56699	660000.0
70296	141142.857143
101706	1368571.42857
320024	556372.54902
27374	82103.610675
72170	76000.0
23790	2714285.71429
11975	1787842.66985
17758	875555.555556
19317	1100000.0
109331	46762.5899281
224903	454285.714286
56378	12247191.0112
20410	24335.1428571
236573	1334285.71429
16426	480000.0
319186	43253968.254
96979	546875.0
67886	48000.0
240028	105365.853659
17128	28675.1361162
14797	86000.0
104457	118285.714286
12237	490797.546012
216705	1305714.28571
68607	68571.4285714
76709	20066666.6667
11487	10597.1962617
76936	1508916.32373
27055	10388.9473684
28000	1416666.66667
56495	2551724.13793
192170	2579075.42579
22594	68938.1933439
103466	2131428.57143
23980	32285714.2857
12345	11155234.657
217864	76519.9161426
57435	213142.857143
68926	134571.428571
12369	20.6597359736
381308	1819.37142857
26431	105084.745763
109676	18228571.4286
69150	602857.142857
13822	281376.518219
29857	4142.50681199
76899	126857.142857
93760	12921.5943933
19384	24768518.5185
66911	9318.0
54353	2359.05714286
72183	1862857.14286
19357	48031.496063
22668	1228177.64165
67973	8474.85714286
74117	5514285.71429
21894	444706.808343
12321	217428.571429
64704	31877.7292576
68375	24244186.0465
22169	474272.930649
252870	504986.400725
102122	56000.0
67963	140268.456376
19229	492566.897919
21915	1547169.81132
54195	490322.580645
20810	909274.193548
22099	1671428.57143
66629	702857.142857
26395	4758269.7201
22070	5800000.0
13002	3873737.37374
225131	23210.8571429
226251	845528.455285
14011	8117.73195876
100434	225114.854518
216156	82000.0
13033	6853658.53659
108099	309187.279152
16801	44130.4347826
11840	4033149.17127
19414	397142.857143
72349	281621.621622
68001	3586.57142857
72205	502857.142857
11844	2100000.0
67285	47334.7547974
66218	8938547.48603
665113	297808.012094
73288	780000.0
22680	551428.571429
331026	111111.111111
67899	545714.285714
74255	368421.052632
75062	504990.01996
68278	16438.1733021
21681	241568.627451
230908	6714285.71429
66914	927601.809955
338350	111428.571429
20587	785.480519481
13859	5057142.85714
11416	7952.0
67145	232857.142857
108124	14400000.0
234023	1324723.24723
109154	196857.142857
11947	85444234.4045
66043	8690476.19048
76884	2234636.87151
22612	536044.362292
22608	403726.708075
18810	2558089.9595
215951	226285.714286
75710	204857.142857
15182	144057.377049
66044	2457142.85714
20226	6152343.75
66827	266571.428571
78618	200000.0
19655	1514066.49616
57750	235714.285714
20720	98571.4285714
12995	2736572.89003
15568	2147239.2638
20616	20657142.8571
11491	567.23095526
66521	1082857.14286
108989	3542857.14286
52440	360000.0
19084	1960629.92126
107182	12746.0
16649	1091428.57143
20384	3754646.84015
50884	1790780.14184
269966	81142.8571429
18693	737142.857143
16549	798128.342246
19303	33840.9475465
53893	876146.788991
15530	16725.114648
319322	1640000.0
53413	360114.777618
67838	1402234.63687
67003	17064017.66
75619	4830.57142857
17920	310671.936759
78920	2555066.0793
19744	2896739.13043
56307	107531.380753
67043	428571.428571
26921	137064.071371
103468	139308.855292
70248	474285.714286
75914	253428.571429
53375	2074285.71429
76425	168571.428571
107686	4601694.91525
14873	2075000.0
56758	465714.285714
227197	9229711.14168
11632	614285.714286
245847	90953.5452323
14390	153744.493392
74105	18407.960199
207565	134183.673469
67675	205142.857143
66411	731428.571429
56044	582524.271845
230753	299684.542587
12568	5616438.35616
12866	23734939.759
69639	24919.5652174
19246	223379.62963
15289	29860465.1163
102595	8594.0
66235	750000.0
66414	5779310.34483
70052	75431.8618042
78651	262500.0
56215	245142.00299
74383	897142.857143
17938	4571428.57143
66416	6584070.79646
114741	611428.571429
69305	754437.869822
235041	194000.0
20196	1840000.0
19027	216000.0
11651	514583.333333
18607	259391.77102
