Gene names	Intensity L Cerebellum
66700	94196.4285714
66713	9457142.85714
21402	9263803.68098
228061	51317.8294574
11843	341666.666667
67684	253714.285714
66663	466501.240695
56748	342857.142857
269966	214857.142857
11867	268817.204301
27366	187714.285714
66055	631428.571429
56505	1410087.7193
353172	1152263.37449
68045	2437142.85714
66050	10381.1428571
19387	176570.458404
233405	215428.571429
76561	60000.0
71268	848571.428571
66694	16569343.0657
27222	44573.6434109
18604	1474201.4742
20918	5964601.76991
18521	6187845.30387
22185	867368.421053
66046	1830687.83069
66679	323369.565217
12387	946222.791293
54645	2302857.14286
109181	104571.428571
20639	817777.777778
22122	260747.663551
12562	11528.6989796
233802	500000.0
18648	50393700.7874
20658	291428.571429
231386	82000.0
98845	880000.0
233204	357142.857143
68581	771428.571429
15191	8228571.42857
26394	2116883.11688
14707	43177.9411765
56045	522857.142857
16993	5286415.71195
71544	926.228571429
68845	16598.2857143
70047	633640.552995
68988	97394.7895792
227290	63142.8571429
330474	30857.1428571
69736	72699.3865031
71943	231142.857143
56430	1588785.04673
269338	181428.571429
105445	259428.571429
319565	108571.428571
223527	2019801.9802
66492	502010.050251
67996	311428.571429
23806	114594.594595
14696	1188235.29412
229665	40268.4563758
78388	2574285.71429
386612	28765.3958944
76499	1242857.14286
19360	8612.80487805
74840	1371428.57143
11625	531428.571429
56274	48289.7384306
21922	37142.8571429
19353	4651041.66667
232314	157714.285714
19063	1915032.67974
67693	12479.7142857
224902	5944.0
68033	82285.7142857
78808	67534.7222222
60595	3760964.91228
17222	16769.5473251
233824	99142.8571429
107652	186781.609195
75597	2105714.28571
56040	7885964.91228
66481	7096385.54217
80838	22007.9812207
19230	3142857.14286
22166	8723809.52381
27643	362857.142857
100041953	317142.857143
67211	7257.14285714
67604	116857.142857
74167	325714.285714
234797	5400000.0
232791	11865.1131824
74764	269789.983845
15170	66218.487395
12539	5936675.46174
228769	376383.763838
224904	1065714.28571
14679	5706214.68927
20133	417929.292929
170625	140000.0
21810	53428.5714286
54139	3306.85224839
12818	10517.5292154
22200	435064.935065
72068	9796.66666667
18949	489655.172414
67988	313596.491228
15452	4215596.33028
12370	6996.875
270192	5673076.92308
104444	668571.428571
72772	33428.5714286
110380	502857.142857
68304	107714.285714
78294	73076923.0769
56480	90946.5020576
16418	75510.2040816
66656	6441281.13879
11363	8162790.69767
215615	560000.0
76707	940000.0
20248	11734.5714286
77963	61714.2857143
11744	311428.571429
14265	300000.0
76938	172839.506173
217342	304347.826087
329877	95142.8571429
109778	4406779.66102
77573	625714.285714
276846	21801.8018018
13806	77188940.0922
109711	151345.29148
16653	3068783.06878
67898	199714.285714
30057	75142.8571429
102058	611428.571429
192970	14939.1428571
319939	351428.571429
68991	124571.428571
68089	8095238.09524
56749	80000.0
56433	1297142.85714
16785	4271186.44068
68981	325098.039216
22145	16026785.7143
71268	166000.0
23950	1213698.63014
56282	1397142.85714
80743	178000.0
51796	101162.790698
21371	742857.142857
26951	50706.0333761
105675	961165.048544
20916	23326133.9093
320473	153428.571429
12351	931147.540984
66530	1404977.37557
26891	4655172.41379
71169	77714.2857143
66658	62571.4285714
104130	3211920.5298
16151	117718.446602
26895	67803.030303
70153	144000.0
15369	961904.761905
23881	2285714.28571
17913	109125.117592
56174	472303.206997
59042	195714.285714
68505	16738.5714286
70497	84000.0
110355	115820.029028
52064	125993.883792
19041	1736.86609687
234699	57965.8605974
66317	1262295.08197
59021	5566037.73585
106039	437795.275591
71678	357142.857143
55949	11111111.1111
107476	324946.695096
216344	2198198.1982
99412	460000.0
66072	83142.8571429
56334	365714.285714
13430	3356321.83908
20832	462209.302326
74781	314285.714286
212999	1694285.71429
110052	640000.0
14782	1486000.0
22042	60812.5819135
239667	1605714.28571
17120	103486.750349
22273	10208333.3333
16434	2338383.83838
12301	3641921.39738
50770	449031.171019
109785	324723.247232
54451	157428.571429
16709	445714.285714
19286	486111.111111
67282	44571.4285714
26754	2877245.50898
11992	8184713.3758
76742	880000.0
19069	21779.5484728
21917	28571.4285714
233199	4832.0
77305	1322857.14286
266692	425714.285714
19821	5138.69047619
20022	288034.188034
19359	1875000.0
51786	205142.857143
226591	1028571.42857
105245	1026378.89688
70439	3714285.71429
15354	710000.0
13430	9340.91954023
56812	185920.577617
26893	740740.740741
20844	1313868.61314
52348	74811.0831234
27965	88571.4285714
54709	2227692.30769
67458	248285.714286
67078	269470.404984
276770	12922077.9221
12632	10783132.5301
218490	257428.571429
67726	877142.857143
22134	17554.5714286
66200	104285.714286
53323	444000.0
12368	47101.4492754
100206	203783.783784
56744	154285.714286
217473	562857.142857
68572	83142.8571429
66495	13461538.4615
230721	294285.714286
210376	272571.428571
21372	152182.163188
69976	218340.611354
223754	6744.28571429
13382	11944990.1768
621156	848571.428571
18570	3542857.14286
269682	934285.714286
234671	94571.4285714
11739	30939597.3154
215999	671428.571429
71919	36000.0
18718	674074.074074
66399	1262345.67901
226407	1160000.0
22195	11168831.1688
170791	837735.849057
53421	46218.487395
238024	2591428.57143
110829	222571.428571
13006	755957.27198
19656	72571.4285714
11747	14371428.5714
71732	255428.571429
77407	2343283.58209
234865	30909.0909091
17184	3037825.0591
54127	10246376.8116
71713	18480.1381693
66861	14501.8915511
286940	378939.277479
223723	611428.571429
54170	997142.857143
83796	197740.112994
212111	4914285.71429
26922	234048.257373
56748	246571.428571
72124	338888.888889
12729	16577.9661017
16456	282333.333333
65970	193142.857143
16545	9665.24216524
277360	154545.454545
18120	198857.142857
68251	38285.7142857
19205	605313.092979
108030	1985714.28571
20624	1143151.39032
59035	190789.473684
11566	2078947.36842
14674	819628.647215
15492	66756.0321716
94232	45973.1543624
101943	339359.079704
13854	3773913.04348
105504	771428.571429
23983	4016853.93258
11564	989669.421488
319154	882352.941176
23789	480000.0
229524	67142.8571429
381760	341447.368421
27366	65714.2857143
19878	430835.73487
54198	3085714.28571
213350	265142.857143
71881	2797142.85714
11927	988571.428571
73699	39767.0549085
93684	334285.714286
26384	837370.242215
99683	177714.285714
232341	68153.1342028
67300	28477611.9403
223453	45714.2857143
70430	204857.142857
68059	172285.714286
12467	42749.5291902
17319	4634782.6087
69710	14049.5867769
12388	192963.752665
226144	44857.1428571
14667	305181.34715
83701	1325714.28571
233977	104285.714286
100226	1886861.31387
219135	12587.0340357
212880	246124.031008
17995	7435344.82759
238123	234857.142857
320267	334285.714286
50709	313242.009132
108083	1930288.46154
11821	58888.8888889
19045	490909.090909
73046	1592105.26316
71955	737142.857143
13040	10575.5882353
268301	35428.5714286
20637	1895089.28571
14300	36976.3565891
14860	2144144.14414
66552	1681.34285714
665775	337142.857143
214952	42258.0645161
230861	7093096.89677
11639	3448430.49327
208263	3081.71428571
19324	18146341.4634
227446	2214285.71429
73473	96857.1428571
17992	28292682.9268
66616	226571.428571
22276	167547.169811
216363	118285.714286
110253	48000.0
268470	227808.988764
215449	4663043.47826
18415	5369928.40095
56275	276532.137519
107702	1722857.14286
140858	117142.857143
11737	7057142.85714
12988	84666.6666667
26450	3028571.42857
69276	4191.95979899
76192	188944.723618
78798	60571.4285714
232087	1189873.41772
21885	27875.4285714
18706	44475.6554307
15239	894193.548387
215114	246841.59378
52469	39428.5714286
16658	264705.882353
27041	42857.1428571
14433	138138138.138
75624	26165.8031088
192231	57142.8571429
103136	31142.8571429
79560	484276.72956
100043714	83714.2857143
21872	302578.796562
226646	3628509.71922
28018	528571.428571
67542	362857.142857
19134	42204.5680238
245828	156857.142857
72692	1595600.67682
70564	4085714.28571
229543	54370.7973103
22245	284115.523466
78655	1391428.57143
27967	121794.871795
108155	1223709.36902
22378	1477142.85714
320938	545714.285714
28006	380000.0
23945	1056105.61056
67040	1221538.46154
70297	371428.571429
19718	14008.8825215
13424	3036175.71059
59015	66833.0955777
228994	517142.857143
213827	1771428.57143
19192	496062.992126
54128	789256.198347
66922	69117.6470588
19383	125000.0
66449	62000.0
52432	180353.200883
72754	25110.2857143
72047	312163.616792
56443	5405405.40541
11771	3828045.03582
16480	275167.785235
66998	339285.714286
52502	528571.428571
13684	3147465.43779
22088	404092.071611
102339	164857.142857
57320	38994708.9947
18102	2302631.57895
58202	48285.7142857
225028	40268.4563758
66108	2084880.6366
192289	13661.9952494
70769	25554.2857143
27058	1523255.81395
26383	342857.142857
208606	76000.0
207352	582857.142857
103573	1914098.97292
11364	2365795.72447
15894	665.102420857
319192	3428571.42857
14194	18067061.144
15212	817164.179104
28295	18600000.0
23879	22435.4285714
20042	6234848.48485
50933	2043478.26087
66164	52000.0
66085	13134.6260388
68303	12543.4285714
54138	2531428.57143
72201	212857.142857
14084	954285.714286
69368	582857.142857
66073	3082352.94118
231380	206077.872745
217325	210.379746835
216724	13602.9494382
68556	42153.2846715
19247	1440536.0134
69697	53428.5714286
19201	36285.7142857
15458	840000.0
19035	7824074.07407
12929	1452145.21452
224014	85714.2857143
14083	251376.146789
53380	159307.359307
69719	372093.023256
195018	120571.428571
56258	795100.222717
20924	1102857.14286
76563	77142.8571429
233871	1314285.71429
60596	140376.266281
66609	474137.931034
76688	47301.9900498
69456	159428.571429
17420	13388.6731392
16978	4742857.14286
226539	28790.1990812
269614	274390.243902
20130	117889.908257
20656	64414414.4144
211488	43359.375
23972	397745.571659
20684	7212.57142857
67939	147714.285714
14469	7204.28571429
224727	471428.571429
66646	117105.263158
107271	4867424.24242
70231	77142.8571429
67500	1634285.71429
14104	1900958.46645
51810	5287500.0
333433	9629629.62963
73910	1434.57142857
75612	133639.705882
70616	31881.8040435
59287	4792.23163842
72198	57307.6923077
170720	74285.7142857
329777	2685.3164557
67039	269689.73747
71835	1245714.28571
26936	1268571.42857
232989	221428.571429
68194	6387596.89922
217449	139142.857143
29816	1594285.71429
56418	1176767.67677
50911	37442.9223744
269951	5000000.0
54189	641531.322506
226432	702857.142857
233765	55142.8571429
19342	137089.201878
70160	86010.3626943
76987	3714285.71429
66592	1737142.85714
71853	3704545.45455
56361	1386.76122931
69727	46174.863388
17425	23226.7037552
99045	92571.4285714
52477	44000.0
52715	28034.8571429
20336	243076.923077
17970	1445.82857143
245945	9374.0
20115	2381443.29897
11370	6829268.29268
58240	448571.428571
27369	1664259.9278
14768	2214285.71429
83493	454285.714286
235315	982857.142857
20901	5136363.63636
66383	1514285.71429
56085	1017182.13058
228866	645714.285714
12261	3285714.28571
625249	3557312.25296
238831	137616.099071
75705	1225859.24714
20430	259377.494014
74326	1434285.71429
107526	124285.714286
14828	16488549.6183
257633	774285.714286
13680	448571.428571
97387	256857.142857
66916	727737.226277
22601	1660000.0
17436	3409090.90909
68299	308571.428571
68337	1951428.57143
433702	349367.088608
13204	718238.993711
54367	66551.7241379
56070	310909.090909
69225	1842857.14286
266781	305714.285714
28106	2328571.42857
75553	120571.428571
223650	52571.4285714
20479	948198.198198
100019	734285.714286
338337	408571.428571
13722	1560000.0
72515	14233.7142857
213541	17616.0
18102	69078947.3684
68653	477142.857143
76457	1297142.85714
69713	11050.2857143
104112	3803849.67919
56194	224554.039874
50917	7596.92307692
21991	73913043.4783
73830	1062857.14286
107047	19035.9848485
70549	677894.736842
75415	121428.571429
27784	291428.571429
67144	245428.571429
17164	27461.1398964
105787	79785.3309481
53310	1645714.28571
232679	39428.5714286
21429	343790.849673
67897	817204.301075
68135	2735795.45455
93692	2887850.46729
64652	651428.571429
53890	597142.857143
66053	29942.4184261
234912	13783.4285714
68197	9500000.0
110920	179405.52017
19324	746341.463415
20648	1302857.14286
74245	3964.48087432
101568	10884.7682119
71994	3914285.71429
66921	57195.5719557
17257	250000.0
56354	655870.445344
28169	17449.7340426
67074	354285.714286
67332	634126.984127
11806	9128787.87879
18518	568571.428571
14208	173062.730627
67184	3993055.55556
54161	2394285.71429
15254	12514285.7143
76824	740000.0
20817	430249.632893
16412	30827.0676692
17330	65904.3659044
20843	114541.023558
66245	43137.254902
110379	406832.298137
12028	78125.0
98732	1628571.42857
105446	95977.0114943
12842	725.60220234
14359	351428.571429
71770	14941302.0277
12848	4198645.59819
78885	420000.0
233900	25074.9250749
84092	17870.3703704
66580	2614.54285714
70527	131367.924528
17096	447265.625
16329	1136363.63636
56447	540000.0
20641	3235294.11765
70127	294285.714286
225010	2979.78723404
66978	125142.857143
100169	56000.0
67028	239714.285714
76332	34571.4285714
68275	37041.3511939
22201	8648393.19471
69064	201142.857143
75956	176840.54754
213464	170571.428571
19087	2768079.8005
56494	31484.9056604
75751	140857.142857
69634	2040000.0
100383	109428.571429
73137	142857.142857
16650	662857.142857
216134	22916666.6667
19268	4547.62908325
14694	7657142.85714
17939	339759.036145
80911	68000.0
231086	7536842.10526
12215	3290488.43188
12282	2102102.1021
52653	10755.1428571
22687	80000.0
56705	468571.428571
24010	153141.831239
66660	66571.4285714
69940	1185714.28571
170762	129403.306973
70356	5552560.6469
23992	250285.714286
76308	1870646.76617
11750	1588571.42857
74467	17450.0
234729	328571.428571
11792	511041.009464
70349	2685714.28571
19653	556786.703601
233870	15442477.8761
217232	7413.6969697
11757	17237354.0856
51788	7171875.0
27883	21694.5714286
18708	321823.20442
56292	961702.12766
12385	226269.315673
108147	1858108.10811
211446	307284.768212
210711	4677.71428571
228410	86000.0
19271	55492.73021
66171	1408560.31128
67943	402857.142857
17973	925729.442971
68126	1168571.42857
11774	115837.104072
26894	1094545.45455
27979	560398.505604
69019	204347.826087
22225	2738927.73893
66866	345714.285714
108645	1371257.48503
23989	33142.8571429
218503	164285.714286
81489	276470.588235
380840	253142.857143
56369	1228215.76763
66446	35051.5463918
230027	386486.486486
64009	4628571.42857
74375	37428.5714286
26357	16438.3561644
277250	9346.99103713
58184	112709.0301
12764	1784722.22222
78232	531428.571429
22214	1032786.88525
110750	6942857.14286
18103	9736842.10526
71805	263736.263736
69367	289102.564103
22365	417543.859649
328417	68857.1428571
66897	11689.8148148
69232	52285.7142857
15211	217803.030303
70223	1282647.58497
230393	11877.4285714
66525	882857.142857
11946	77396021.6998
50527	355603.448276
104184	3076923.07692
11736	448571.428571
107829	83601.7569546
69641	187714.285714
15525	7431629.01308
66181	346875.0
102103	50000.0
18100	82000.0
231580	220689.655172
77862	73714.2857143
66898	8150.57142857
15481	67801857.5851
65114	7600000.0
50797	3400000.0
11565	1391684.90153
66508	186000.0
104721	3500000.0
271457	241860.465116
71974	53195.4887218
16410	69731.8007663
30930	1820000.0
17754	1653458.21326
232533	194181.034483
70369	398210.290828
100041230	23571428.5714
225896	765714.285714
100088	108788.598575
81702	106285.714286
55946	287081.339713
22083	171428.571429
216551	577142.857143
22335	9964664.31095
50783	1729927.0073
67264	655913.978495
234730	206857.142857
231874	1445714.28571
12181	8364.57142857
76303	3257142.85714
20874	416869.424169
68178	14731.1428571
67267	138857.142857
64697	348571.428571
228850	60285.7142857
64657	394285.714286
18571	3613348.67664
20333	188837.209302
68499	78857.1428571
13809	13333.3333333
14297	600000.0
230257	931428.571429
238988	3457142.85714
76479	92436.9747899
66834	11114285.7143
30940	1591.56398104
19060	3486973.9479
20224	1641414.14141
26419	5142.96875
105513	7013.14285714
13383	2618784.53039
234594	71157.8947368
67804	3171428.57143
67972	4714285.71429
83768	2796.83794466
16978	6726.28571429
20866	1188571.42857
15519	49249658.9359
59047	29885.0574713
19079	188888.888889
12211	9135.60016387
16211	2294520.54795
108737	633776.091082
56294	113490.725126
14569	22485714.2857
217149	103142.857143
20020	51269.035533
211948	174000.0
72946	440000.0
66362	4398.54014599
227715	105460.750853
26557	391428.571429
114641	464800.0
271564	554285.714286
239719	64857.1428571
15115	1534381.13949
73744	52743.0221367
11958	91408450.7042
227377	6104.97652582
66676	70285.7142857
21770	717142.857143
53317	337231.968811
71207	61452.5139665
231872	163714.285714
13205	1145015.10574
67857	1573770.4918
70533	2234285.71429
56445	4368932.03883
108067	291428.571429
19711	7862.0
380773	270285.714286
210766	649484.536082
109658	580000.0
19345	2518518.51852
19659	600000.0
29807	95473.2510288
66142	9604.125
71521	13513.5135135
69780	675233.64486
218210	49142.8571429
227800	600000.0
66917	4457142.85714
110959	8556.02240896
20926	19756.6628042
28084	1102272.72727
76608	60046.4576074
209318	874734.607219
76130	12686.2857143
12367	341877.256318
75547	216.188571429
13681	1800492.61084
66902	1406360.42403
11886	697969.543147
74098	645714.285714
54563	60975.6097561
11848	3927461.1399
76501	244857.142857
74776	5818181.81818
20085	2531034.48276
70699	451428.571429
68796	14556.5714286
28088	4542857.14286
238799	874285.714286
67914	594285.714286
22596	27185.7923497
12461	9308411.21495
20403	314285.714286
226757	79142.8571429
56438	1027777.77778
217869	1142191.14219
22288	1391428.57143
74558	11328.0
16430	364.978723404
13026	264305.177112
66354	105410.447761
74108	34455.1282051
216238	1552090.7158
17999	114994.363021
233726	9057142.85714
67128	548235.294118
17886	3612244.89796
98221	1311428.57143
234664	576779.026217
74143	13457142.8571
17274	560386.47343
320191	1054285.71429
77097	47428.5714286
72322	60797.3421927
67106	189714.285714
16341	1134831.46067
319801	542857.142857
232910	3521126.76056
28028	101714.285714
26425	4551.42857143
19386	70750.0818867
66840	47142.8571429
21843	293367.346939
217715	255840.45584
19325	12850000.0
67510	1309.45714286
72508	43619.047619
24061	180859.691809
24068	7875.14285714
12895	73186.5284974
20335	195588.235294
235567	87142.8571429
66246	109552.238806
21379	174571.428571
68564	210857.142857
16201	636971.046771
26442	8257261.41079
13665	2314285.71429
101861	1700.20746888
11764	3202545.06893
14827	22178217.8218
245638	38571.4285714
19697	9797.63205829
22215	150282.485876
13211	1166666.66667
56041	5342857.14286
20716	13217.4285714
66482	728571.428571
26897	1350835.3222
66302	102285.714286
67154	22902.5714286
18114	38571.4285714
320632	2485714.28571
84585	6581.50684932
229589	933920.704846
15078	7500000.0
56207	662613.981763
224020	1894285.71429
23996	1401913.8756
20499	22991.6897507
16330	12487.4118832
21822	13169.7142857
72141	79233.8709677
20014	442155.309033
76952	93750.0
76983	754285.714286
211673	860000.0
69786	57714.2857143
12361	722462.203024
109093	88062.283737
66143	645714.285714
102098	982857.142857
67059	7542857.14286
67511	300000.0
60315	128000.0
11933	917266.18705
66847	177714.285714
223691	1620000.0
277468	92571.4285714
69702	74857.1428571
269252	10787.2705018
11800	1185714.28571
72117	505714.285714
234366	14964.0
59026	62371.4873201
208440	348571.428571
13682	10712530.7125
229096	1245714.28571
212627	645714.285714
23918	998054.474708
11949	23187919.4631
75686	132307.692308
16783	98768.4729064
217707	323529.411765
226849	292181.069959
66199	132857.142857
433771	517142.857143
19244	157485.02994
12317	19855769.2308
28114	255714.285714
11765	531630.170316
224794	36857.1428571
11776	216013.344454
16834	13662.0
66606	600000.0
76582	15795.7142857
103694	428571.428571
53382	2942857.14286
52245	193714.285714
106504	142580.645161
76299	968571.428571
216766	11185.0865513
13858	719063.545151
77032	2070.65714286
229707	241714.285714
20501	30831.643002
107767	1651428.57143
226791	320000.0
53895	444852.941176
69082	85142.8571429
71772	36000.0
20701	3317191.28329
27681	771317.829457
229363	1066378.06638
78891	77667.4937965
66155	1724550.8982
83945	604166.666667
70699	27817.7142857
13207	3485342.01954
71653	173714.285714
30960	5381526.10442
104303	120994.475138
30926	3542857.14286
74351	234000.0
13209	424430.641822
68512	531428.571429
66659	246411.483254
20852	2882.31780167
101869	14053.7142857
67160	3340961.0984
170789	53437.5
14854	457805.907173
53356	434375.0
13000	560000.0
66445	8000000.0
50497	77142.8571429
56088	18377.1626298
56403	550561.797753
70834	597142.857143
19349	10241545.8937
20725	23298.5714286
212986	116857.142857
68055	768571.428571
237459	140726.577438
26572	3711583.92435
107650	17524.5098039
217057	123204.41989
20846	291054.739653
30795	2651785.71429
66945	12454819.2771
20103	105392.156863
72008	42571.4285714
234673	125714.285714
68953	137387.387387
225115	24.8529953917
16646	477142.857143
13046	1106995.88477
11837	11072555.205
66615	63104.3256997
73942	74571.4285714
26900	234042.553191
19173	1170454.54545
68473	102857.142857
98766	119315.403423
81898	500766.871166
53333	454293.628809
68038	75714.2857143
66401	238095.238095
217207	360.353697749
58810	9938461.53846
246782	197714.285714
59025	1539553.75254
225363	711670.480549
227683	10746.8571429
94044	348571.428571
20466	7849.29356358
24136	8477.36625514
56347	1448957.1899
13120	2722.30919765
12465	9889094.26987
238505	45889.8643256
72029	68857.1428571
105501	113157.894737
26414	420258.62069
20867	21731123.3886
71877	2307.62857143
68018	117307.692308
71984	8067.56756757
27277	80000.0
74022	267428.571429
17772	43615.2570481
101592	100266.193434
107932	38276.7624021
13185	129428.571429
16004	15908.175594
20586	11469.3118413
30058	337142.857143
26443	6463414.63415
14852	1411949.68553
12870	125353.440151
432572	285428.571429
57312	174571.428571
56351	2765714.28571
117198	12060.2857143
234388	23211.7142857
109905	673913.043478
67097	325454.545455
20340	43489.3617021
64655	488571.428571
14270	509554.140127
70791	95247.5247525
67563	4586.85714286
66074	8594.85714286
69608	183714.285714
52036	422857.142857
243819	76571.4285714
14113	160000.0
67345	86187.3226112
57294	2797619.04762
207728	561135.371179
12462	5816513.76147
74252	2605714.28571
66687	325714.285714
83814	190239.043825
268449	3243589.74359
268490	24831.4285714
26875	2942857.14286
211347	35405.4054054
101513	68285.7142857
67014	38857.1428571
100273	445714.285714
26398	881612.09068
21817	623906.705539
71679	51863354.0373
18453	10628683.6935
26444	7701612.90323
320011	614442.295293
19089	3531669.86564
26396	481296.758105
11426	2371428.57143
19025	331223.628692
14149	352226.720648
71902	20428571.4286
109620	36767.2563302
67894	331428.571429
230233	157539.384846
114863	3085714.28571
100763	89843.0286242
59029	761290.322581
75221	953929.539295
71648	33714.2857143
107338	151428.571429
69527	169714.285714
73192	8740.60228453
52665	634285.714286
68090	2409.4
50493	430668.841762
384309	4332.28882834
75786	1225714.28571
15107	6687898.08917
218343	219142.857143
65102	454285.714286
72026	84652.2781775
26940	142988.505747
26416	30000.0
54194	54285.7142857
224139	203142.857143
67958	685714.285714
74237	74571.4285714
67680	18049645.3901
19166	7393162.39316
269261	370909.090909
69601	128571.428571
21454	3500522.46604
320528	822857.142857
20823	296385.542169
67204	489425.981873
15505	3181818.18182
14479	449541.284404
229663	2288571.42857
210998	340000.0
54160	1308571.42857
20316	680000.0
26408	39202.8985507
320727	17099.7142857
218035	279142.857143
226982	150493.421053
12469	12718978.1022
353242	106857.142857
217737	4714285.71429
97541	951428.571429
56529	52250.2793296
12466	11205273.0697
68215	1408571.42857
64656	175142.857143
66691	388571.428571
240832	5528.28571429
54122	18652.5714286
19344	562790.697674
102436	43126.3858093
235542	158859.470468
13629	6468531.46853
100683	8382.0662768
330260	567796.610169
13669	1034226.19048
14228	5873362.44541
67201	4257142.85714
D3YUM8	56857.1428571
68276	12770.6457926
68606	187168.141593
59040	41362.9160063
59007	40552.9953917
15516	26795580.1105
20702	9368932.03883
80888	102551.020408
22027	9950124.68828
A6X940	2048571.42857
69134	3976.28571429
73825	462857.142857
14670	157428.571429
15528	115686274.51
18674	7114285.71429
18703	2769.39040208
19185	287234.042553
66375	105325.443787
67615	86974.789916
51798	1082568.80734
227648	228000.0
100038882	245341.614907
100043461	19538.8571429
20068	2540740.74074
30055	2971428.57143
226101	317142.857143
19941	86206.8965517
27393	268857.142857
14375	20559.2105263
14229	57894.7368421
237542	55142.8571429
109079	141326.530612
67776	451428.571429
94061	420000.0
101490	585714.285714
320806	10856.4826701
227720	35107.9136691
66165	5260.57142857
72662	13256.7849687
20351	24078.9473684
13030	3008849.55752
56491	1077142.85714
19186	3040160.64257
66366	10292.8571429
321006	9893.75830013
69923	1175771.9715
67035	721068.249258
20815	25925.9259259
109674	390977.443609
18438	56185.5670103
85305	1292436.97479
66661	782857.142857
19182	2398190.04525
14319	3483516.48352
225160	79604.261796
18813	4571428.57143
71985	285714.285714
104831	65011.820331
56717	142016.47705
104458	1560606.06061
67166	1741935.48387
77582	6634.67230444
56715	74571.4285714
77065	3757.03933747
110175	1861702.12766
19170	8625000.0
108077	166857.142857
338355	520000.0
218885	97142.8571429
56284	49142.8571429
99311	95714.2857143
18673	5685714.28571
56530	228857.142857
74778	421.714285714
230598	70801.0335917
218811	694285.714286
12330	1622673.43486
20286	32571.4285714
53872	5400000.0
19141	222298.850575
12091	105564.142195
16423	3729372.93729
81018	188285.714286
23923	122117.647059
107976	113054.830287
73078	300613.496933
69178	1822857.14286
231889	4549.42857143
12822	12626.832018
68095	281428.571429
69162	800813.00813
64685	760000.0
12607	877.028571429
26445	458208.955224
22193	112560.386473
53312	360000.0
22284	535365.3771
17713	4124423.96313
20185	114285.714286
14450	286138.613861
219249	16575.1428571
26399	241916.167665
52443	60571.4285714
18786	695214.105793
18822	4817.58241758
71517	184285.714286
26441	8045977.01149
19188	307531.380753
235606	418032.786885
67429	95142.8571429
56551	975903.614458
68537	12154.494382
93762	13701.2369172
235587	56000.0
11431	1107594.93671
12464	3525046.38219
26440	4486692.01521
14387	86673.6621196
17827	451428.571429
18655	57793764.988
231279	26546.5714286
66388	114000.0
109880	340796.0199
19983	1740740.74074
68117	269142.857143
20044	708609.271523
80280	132857.142857
77219	712250.712251
26905	1963983.05085
26932	1126338.32976
75669	51914.5802651
269523	13027295.2854
73024	77142.8571429
66082	202380.952381
20463	682882.882883
19072	1746478.87324
243743	137876.386688
16150	58520.4755614
11749	17685714.2857
110279	6512.75590551
97212	5111402.35911
72459	146631.439894
192169	223714.285714
56486	349572.649573
68995	808571.428571
103963	2105263.15789
12304	5015673.98119
227331	134285.714286
59125	127483.443709
20088	1691729.32331
20005	1473958.33333
72145	477142.857143
68365	3479069.76744
67826	1038740.9201
216820	6365.01547988
100037258	942460.31746
67179	628571.428571
19341	163761.46789
20054	3455172.41379
267019	3284615.38462
114893	305714.285714
67427	2596638.65546
11545	20730.5034551
110821	2334254.14365
56295	247428.571429
13194	681578.947368
67490	213714.285714
19298	822742.474916
19946	369565.217391
56436	70000.0
53319	31391.5857605
54723	21360.3818616
67367	12431.8429662
17449	84131736.5269
63958	39045.1832907
20091	2000000.0
22041	101714.285714
13200	888888.888889
30934	95142.8571429
19877	55908.4194978
67398	8149.21383648
109652	468137.254902
75805	552556.818182
15461	1306878.30688
225467	35809.0185676
18041	1230598.66962
14886	196392.785571
12010	1672268.90756
211548	482857.142857
72634	285714.285714
213988	21597.4285714
16828	51506024.0964
16648	2148571.42857
214498	6429.14285714
55944	326642.335766
140570	44571.1183496
66701	411428.571429
74080	87346.9387755
20912	611428.571429
15526	16200294.5508
228026	55456.1717352
67707	25564.8571429
20084	4611842.10526
14227	6214285.71429
14735	50089.7666068
80509	1124.77142857
68188	39408.0996885
69893	20691.4285714
21856	1605714.28571
27404	12345.6790123
77604	6398.0
65019	94285.7142857
329908	89033.2441727
76577	179714.285714
20397	8017.25352113
13167	17735.6321839
218506	977142.857143
12651	44162.4365482
20338	18354.4303797
215476	5391.42857143
320714	144285.714286
54638	166571.428571
233489	2268571.42857
93747	6413793.10345
216440	57440.4761905
74157	320000.0
65111	442857.142857
69077	6232227.48815
231659	631428.571429
67151	1585585.58559
73724	3814606.74157
74153	14317.1428571
73178	339321.357285
26446	2634146.34146
12408	7761732.85199
59027	2118126.27291
19248	34967.7419355
68083	23313.1428571
67382	78512.3966942
107733	59142.8571429
68734	114285.714286
11658	404802.744425
381314	947628.458498
19184	3054187.19212
67873	81571.8157182
64138	35947.7124183
27050	3888888.88889
75617	1936000.0
22258	198544.698545
66361	2435.34285714
66882	1422857.14286
76051	30512.2494432
75717	1060256.41026
70737	11251.0495382
72461	147861.507128
67089	1609254.49871
67512	2121.8705036
94062	60857.1428571
208967	345714.285714
67840	153428.571429
57296	1339943.34278
11767	2146572.10402
19177	1162454.87365
69617	1331428.57143
75964	740000.0
16913	12306.5217391
13690	625827.81457
67460	1832835.8209
18567	10647.1428571
101994	25204.8571429
29810	206239.168111
11303	58381.2472357
68636	402857.142857
23997	2545212.76596
26554	1180989.58333
11652	94178.7941788
213326	660000.0
