!!SBtab TableType='Proteomaps' Organism='mmu' ValueType='Intensity L' Tissue='White fat'
!ProteinIdentifier	!Abundance
17196	45142.8571429
69187	9238.28571429
12954	1392857.14286
11354	220571.428571
14077	759398.496241
12961	540000.0
12889	3837.42857143
12955	1462857.14286
380684	1384.40366972
226180	23015.8730159
18039	75322.2836096
17189	651428.571429
12960	956.085714286
110187	637.771428571
20617	132857.142857
18823	5735.14285714
12962	156857.142857
19194	11722.5714286
12373	3820.28571429
21956	84385.3820598
70350	41428.5714286
22349	80894.8004837
218038	225.56851312
21954	52132.7014218
66473	110266.159696
19752	4510.06711409
11723	437142.857143
21924	104968.944099
68416	17672.8571429
16204	405468.75
19660	148000.0
22003	94014.084507
22072	102032.520325
282619	15038.5714286
12716	93540.6698565
19293	117142.857143
17906	492168.674699
12409	602459.016393
227120	69142.8571429
56727	5433.68421053
109901	53759.3984962
12613	20367.278798
12307	54857.1428571
12308	22135.4285714
12970	23398.5714286
22227	34853.4201954
59006	8240.85714286
109697	91169.451074
55948	30496.3709677
215384	13657.7142857
13706	45387.4538745
26950	4413.42857143
16618	1702.33716475
18378	8284.28571429
12797	485714.285714
12957	144000.0
22287	121428.571429
16612	66666.6666667
14120	8308.25958702
17897	331862.745098
22074	37714.2857143
29818	39056.2130178
107753	131538.461538
140781	4071.5245478
22004	1774647.88732
12652	6488.0
69117	74857.1428571
21345	9314285.71429
76703	20836.5714286
18040	40448.1132075
17888	85139.3188854
14580	5944.18604651
233335	10954.5163357
18946	27272.7272727
20259	18881.1188811
17901	1276595.74468
23795	34285.7142857
56370	7184.85714286
11847	6802.54237288
17287	1593.44042838
69191	231499.051233
66284	48000.0
17907	958579.881657
106393	88285.7142857
18645	220000.0
53318	140857.142857
22003	5387323.94366
11770	115909090.909
69060	23440.8602151
59290	867.228571429
68738	9871.9941349
20215	73714.2857143
20618	6514285.71429
17896	4646.47668394
99709	131.582857143
21953	234065.934066
11636	525773.195876
17075	1680.76190476
16855	33128.8343558
67041	876923.076923
67931	29142.8571429
66283	126285.714286
20199	2971.14285714
12346	505747.126437
12180	1174.06122449
76722	28639.6181384
103968	3036750.48356
12865	135000.0
380683	10199.7142857
12709	742782.152231
12036	1221374.0458
18951	17570.7317073
16765	191275.167785
67868	2839.44237918
19701	21372.6368159
11475	5782493.3687
59011	15958.0
19285	10742857.1429
11754	831372.54902
236539	1589118.19887
17756	3014.55142232
11472	18232.6621924
20200	522857.142857
22004	771126.760563
12722	14019.7152245
17762	2015.00682128
13807	67050.6912442
18600	440.267459138
77337	779.0
17882	104571.428571
22223	141704.035874
54200	3194.9704142
67373	56285.7142857
75600	11166.8571429
17957	10098.0
24131	37142.8571429
14264	7081.91489362
12389	8651685.39326
17868	3762.12598425
69824	4263.42857143
13346	1027718.55011
12958	22934.5714286
81600	23044.397463
18479	438.110091743
223809	44857.1428571
17880	1749492.90061
259300	1860036.83241
11459	74270.5570292
20964	24693.4285714
16832	1266467.06587
14778	1809734.51327
53322	32000.0
21925	70625.0
104069	56285.7142857
12715	417322.834646
69983	18594.6058091
233799	8072.17391304
14598	9109.85915493
329251	13934.4262295
13142	4956.23188406
12353	4419.55835962
12925	1125714.28571
20203	29714.2857143
216188	8213.54279523
74551	9048.59375
20404	77556.8181818
66824	65803.1088083
15277	105125.408942
13823	8944.88697524
13070	3036.50190114
27357	160060.06006
27053	290552.58467
20910	94285.7142857
14725	2113.92703863
12557	7133.97823458
67092	26713.9479905
56012	43478.2608696
13628	112526.99784
13808	187327.18894
14199	528571.428571
13007	2031088.0829
109042	442857.142857
218138	91129.0322581
19132	6409.47368421
19058	75294.1176471
224796	143426.294821
56421	201530.612245
68794	81438.0044021
17922	72408.8973024
107993	257211.538462
16777	772676.371781
21916	159331.476323
50876	50142.4501425
216350	24336.0
109272	103142.857143
18295	1432885.90604
21648	2248.94285714
18073	265863.453815
15507	329665.07177
66695	327077.747989
12512	54621.8487395
72088	20865.1428571
12323	6907.3800738
67399	120857.142857
12372	64857.1428571
18746	2919020.71563
20198	76000.0
104183	37142.8571429
27273	12959.9514563
64661	4470.85714286
69787	1237.28571429
330440	1966.71428571
12971	25806.8571429
17929	4735.71428571
14660	37833.8278932
12799	371428.571429
17035	34000.0
16664	18862.6033058
226519	453018.046049
16854	1151515.15152
75572	1141509.43396
20195	1542857.14286
16775	214757.709251
226041	116000.0
67326	78857.1428571
118449	88857.1428571
12349	650000.0
76293	82571.4285714
17885	640.21683015
17879	143666.323378
67971	988571.428571
270097	15472.2857143
11674	5659340.65934
66734	119008.264463
107272	535135.135135
13602	7288.85714286
17022	5798816.56805
14457	9076.85714286
171580	3027.14285714
11450	971659.919028
107029	16589.8617512
26558	1668.25714286
22240	205428.571429
232714	29714.2857143
232400	13927.4285714
17930	52000.0
18483	28058.8571429
13179	5765027.3224
23969	16164.8571429
11983	120285.714286
17118	533980.582524
69051	28573.75
14467	380000.0
56185	4501.69971671
16852	10888888.8889
72948	32000.0
11676	23837.4655647
21985	94571.4285714
12933	334285.714286
20965	7476.85714286
16890	130961.791831
20194	1660000.0
21753	61142.8571429
19340	11144.2922374
229731	126285.714286
17988	224285.714286
73723	181428.571429
13405	15280.0435019
12721	190021.691974
13184	1741.94285714
216739	3358.96700143
14583	39741.7503587
13010	51192.1428571
16985	29428.5714286
11997	277848.101266
15275	27310.0616016
22352	8454935.62232
107684	159.088571429
18611	218571.428571
19652	10766.6666667
71960	23200.0
381204	90.2953020134
16952	1805714.28571
11820	3097.4025974
12306	9885714.28571
14381	955339.805825
18074	246614.397719
66395	20028571.4286
12362	131592.039801
56356	34000.0
17105	24264.1891892
74340	76672.1044046
11808	4657142.85714
109857	41877.2563177
13821	4865.64277588
17760	3933.44370861
56078	196214.511041
109934	2185.05714286
12406	3093525.17986
83397	320000.0
67103	243768.99696
216810	16827.1428571
217124	9140.28571429
12934	211538.461538
67865	46285.7142857
20324	1994285.71429
29877	180857.142857
11766	2373.91428571
26556	2657.48571429
16776	1912.2915546
12332	292613.636364
269713	2392.9321872
24014	4015.37414966
192176	744238.760861
65969	1613.97142857
21346	1154285.71429
109264	1635.84437086
66355	8469.85507246
208943	6552.85714286
20963	55961.8441971
76281	71142.8571429
12313	625503.355705
23917	18274.1245136
18476	5306.03448276
66222	796833.773087
20708	215428.571429
16779	31684.2690384
102502	243428.571429
14590	11856.7823344
58194	28913.9633286
66098	67428.5714286
66144	159663.865546
16019	800000.0
76932	25927.1428571
67443	22823.2
30948	109714.285714
12696	28384.3023256
22138	12807.7698577
67834	1426229.5082
11717	10468.6684073
19038	42153.7735849
67861	126000.0
16403	28689.2758937
68028	86885.2459016
26430	589.463364293
12140	203030.30303
74145	576502.73224
14571	563961.485557
56205	41142.8571429
12653	4480.85714286
12798	122857.142857
17755	4099.02597403
18799	17195.7671958
13017	17959.3258427
56526	9923.42857143
16560	28613.5693215
234267	6430.28571429
50706	451428.571429
229603	11904.7619048
19895	41254.1254125
P01864	86571.4285714
11544	57182.320442
66251	33843.2122371
21804	5710.28571429
23999	142979.942693
11677	5316455.6962
229593	6362.85714286
68196	15272.2857143
22271	8959.80707395
14432	11547.1428571
97165	260476.190476
22152	25777.7777778
19309	26365.7957245
66471	49142.8571429
114584	560165.975104
14079	106060.606061
74103	585714.285714
72042	230571.428571
15929	284987.277354
73442	217714.285714
59046	5602.57142857
11486	23123.2954545
22323	69333.3333333
66849	20949.4285714
11641	210571.428571
12554	11533.6134454
98878	93345.6561922
270685	2950.05117707
114663	8947.24137931
16541	4424.5823389
17904	6483443.70861
212307	65337.4233129
11857	460000.0
227737	21340.2857143
20692	62571.4285714
12810	65428.5714286
19055	47984.6449136
11745	880000.0
19339	52727.2727273
14086	67714.2857143
16594	18196.9949917
20193	48571.4285714
67980	61594.2028986
15163	79835.3909465
13476	437142.857143
68106	7528.85714286
71733	12913.1428571
219072	197142.857143
11973	396460.176991
16956	106540.084388
17254	65589.3536122
13860	33714.2857143
98932	1511627.90698
54609	20062.6959248
64933	1061.38755981
170718	1628571.42857
16678	320251.177394
13132	95300.2610966
107589	180834.621329
11518	209428.571429
11775	301.79297597
19231	877142.857143
20719	1190476.19048
432516	11505.2732502
16906	1096938.77551
18537	160352.422907
75974	3806.57142857
74325	131877.729258
93686	11536.5714286
227620	18786.3905325
15129	40340136.0544
326618	1036290.32258
11964	225283.63047
15122	14828571.4286
12908	345047.923323
53416	7932.55395683
75608	120982.142857
12325	6626.08695652
26611	163428.571429
56360	348571.428571
20362	117142.857143
353170	236857.142857
18754	4124.83039349
56195	5316.0
22003	26300.3521127
16592	7555555.55556
66111	25259.1428571
12550	10364.8190045
104001	80857.1428571
69654	271144.278607
11465	253866.666667
71780	72710.951526
320707	6673.42857143
110078	181494.661922
223601	56571.4285714
232748	4415.42857143
68631	71159.8746082
15444	11956.0
107975	24401.4285714
209378	1584.68571429
68420	10738.0
19264	5134.3144849
14960	40234.375
16149	15621.1469534
23825	222571.428571
14007	57480.3149606
230972	7770.85714286
18582	4016.46666667
14936	43089.4308943
213539	22769.5238095
654795	6932.85714286
22142	388026.607539
381694	61145.194274
14593	55333.3333333
170930	754736.842105
67068	187500.0
57915	1126.4
94181	122857.142857
68519	31428.5714286
11722	20352.2504892
15512	74091.6271722
17524	300000.0
59069	2228873.23944
14688	1014705.88235
22637	1113.94822006
12945	886.810551559
16593	70609.9815157
19672	60285.7142857
