Gene names	Intensity L Thymus
54200	6255.32544379
67373	126571.428571
17957	10175.4285714
24131	41428.5714286
14264	2159.28191489
12389	114606.741573
17868	1883.30708661
69824	1176.8
13346	140938.166311
12958	7069.14285714
81600	5913.53065539
18479	11607.706422
19695	5832.28571429
223809	47714.2857143
17880	179006.085193
259300	58195.2117864
11459	112201.591512
20964	18371.4285714
16832	3143712.57485
14778	495575.221239
53322	90285.7142857
21925	70625.0
104069	43714.2857143
12715	601049.868766
69983	105809.128631
233799	8467.82608696
14598	3441.37323944
329251	3889.44672131
13142	1802.84057971
12353	2322.23974763
12925	2231428.57143
20203	26744.2857143
216188	11050.9209101
74551	13439.21875
20404	276704.545455
66824	854922.279793
15277	17121.046892
13823	18083.9612487
13070	1166.33079848
27357	135735.735736
27053	32976.8270945
20910	104857.142857
14725	1106.0944206
12557	4709.67351874
67092	29078.0141844
56012	60474.3083004
13628	20178.4017279
13808	220737.327189
14199	122571.428571
13007	1756476.68394
16763	7704.0
109042	34571.4285714
218138	156182.795699
19132	3874.52631579
19058	98823.5294118
224796	202390.438247
56421	118367.346939
68794	5612.6192223
17922	7903.4548036
16777	95184.7704367
21916	1905292.47911
50876	94017.0940171
216350	20516.2857143
109272	16998.5714286
18295	127852.348993
21648	27344.8571429
665270	544.2
18073	19518.0722892
15507	602870.813397
66695	102412.868633
12512	21060.5042017
72088	937142.857143
12323	6411.80811808
67399	30285.7142857
12372	111428.571429
18746	2165725.04708
20198	184285.714286
104183	122285.714286
27273	6931.31067961
64661	231.677142857
69787	355.714285714
330440	1520.97142857
12971	6343.14285714
17929	9745.14285714
14660	134124.62908
12799	86904.7619048
433470	8120.57142857
17035	172857.142857
16664	355371.900826
226519	47790.914748
16854	469696.969697
75572	81475.4716981
20195	1080000.0
16775	16464.7577093
226041	29714.2857143
67326	22649.1428571
118449	31142.8571429
12349	1126923.07692
76293	25160.8571429
17885	1402.21992772
17879	226055.61277
67971	189142.857143
270097	189.514285714
11674	3186813.18681
66734	25152.892562
107272	462162.162162
13602	751.342857143
17022	1162721.89349
14457	2615.91428571
171580	29142.8571429
11450	392307.692308
107029	39170.5069124
26558	3509.14285714
22240	96285.7142857
232714	23884.2857143
232400	10003.1428571
17930	44285.7142857
18483	18639.1428571
13179	1106557.37705
23969	54285.7142857
11983	320000.0
17118	2048543.68932
69051	61250.0
14467	162571.428571
56185	4126.34560907
16852	5466666.66667
72948	15301.7142857
11676	28925.6198347
21985	178000.0
12933	528571.428571
20965	14700.0
16890	4850.72463768
20194	442857.142857
21753	150000.0
19340	1770.2283105
229731	84000.0
17988	195714.285714
73723	562857.142857
13405	15687.8738445
12721	11279826.4642
13184	942.685714286
216739	3729.12482066
14583	67144.9067432
13010	75000.0
16985	517142.857143
11997	140506.329114
15275	32751.5400411
22352	2360515.02146
107684	7382.57142857
18611	144285.714286
19652	110457.51634
71960	5050.0
381204	78.0818791946
16952	551428.571429
11820	2871.2987013
12306	4028571.42857
14381	201941.747573
18074	25516.7498218
66395	4685714.28571
12362	33830.8457711
56356	55714.2857143
17105	39700.6756757
74340	34747.1451876
11808	948571.428571
109857	35544.4043321
13821	1972.12741752
17760	3540.8388521
56078	23154.8895899
109934	40000.0
12406	417266.18705
83397	285714.285714
67103	1410334.3465
216810	22723.7142857
217124	10377.7142857
12934	173776.223776
67865	474285.714286
20324	98000.0
29877	242857.142857
380698	75.7685714286
11766	5036.85714286
26556	10022.8571429
16776	844.91662184
12332	636363.636364
269713	7607.16332378
24014	3042.72108844
192176	212315.829241
65969	2240.34285714
21346	1528571.42857
109264	995.248344371
66355	108405.797101
208943	4311.14285714
20963	60890.3020668
76281	92285.7142857
12313	456375.838926
23917	101750.972763
18476	45689.6551724
66222	3614775.72559
20708	139714.285714
16779	2920.12229016
102502	144000.0
14590	123028.391167
58194	131734.8378
66098	6474.28571429
66144	526050.420168
16019	645714.285714
76932	7238.57142857
67443	3393.04
30948	168000.0
12696	76162.7906977
22138	6986.05628603
67834	907103.825137
11717	708.942558747
19038	4192.02830189
67861	102285.714286
16403	43446.3794684
68028	41827.0491803
26430	7026.625387
12140	5316.59090909
74145	129508.196721
14571	215955.983494
56205	59142.8571429
12653	20866.8571429
12798	320000.0
17755	3745.5762987
18799	21031.7460317
13017	8522.02247191
56526	362857.142857
16560	13687.3156342
234267	1523.71428571
50706	130857.142857
229603	127380.952381
19895	32251.1551155
P01864	36571.4285714
11544	117403.314917
66251	14809.9426386
21804	704.285714286
23999	670487.106017
11677	4367088.60759
229593	14459.7142857
68196	23888.2857143
22271	7734.7266881
14432	10161.7142857
97165	3809523.80952
22152	20536.4444444
19309	14964.3705463
66471	1971428.57143
114584	4062240.6639
14079	79545.4545455
74103	548571.428571
72042	882857.142857
15929	167938.931298
73442	16417.1428571
59046	30857.1428571
11486	664772.727273
22323	161866.666667
66849	101428.571429
11641	405714.285714
12554	3000.84033613
98878	30868.7615527
270685	70214.9437052
114663	103103.448276
16541	3434.36754177
17904	5490066.22517
212307	52760.7361963
11857	5450000.0
227737	14514.5714286
20692	14585.7142857
12810	274571.428571
19055	35124.7600768
11745	271428.571429
19339	7379.54545455
14086	96285.7142857
16594	22871.4524207
20193	17371.7142857
67980	64130.4347826
15163	1318930.04115
13476	75142.8571429
68106	11840.8571429
71733	18625.7142857
219072	300000.0
11973	342035.39823
16956	3663.5021097
17254	97908.7452471
13860	5758.0
98932	610465.116279
54609	57053.2915361
170718	311428.571429
16678	850863.422292
13132	25456.9190601
107589	14322.514168
11518	112285.714286
11775	1934.38077634
19231	10000000.0
20719	1076719.57672
432516	11888.7823586
16906	6462585.03401
18537	1242290.7489
75974	12498.8571429
74325	173362.445415
93686	3246.28571429
227620	9633.92504931
15129	64421768.7075
326618	1463709.67742
11964	290113.452188
15122	24057142.8571
12908	126677.316294
53416	9656.47482014
75608	175000.0
12325	2126.27599244
26611	217142.857143
56360	208000.0
20362	12780.0
353170	93428.5714286
18754	5689.95929444
56195	6822.57142857
22003	36267.6056338
16592	16000000.0
66111	5385.42857143
12550	20814.479638
104001	297142.857143
69654	562189.054726
11465	794666.666667
71780	66606.8222621
320707	5564.85714286
110078	69869.5136418
223601	147714.285714
232748	50571.4285714
68631	123510.971787
15444	33714.2857143
107975	10971.7142857
209378	896.714285714
68420	40000.0
19264	360960.49574
14960	1121093.75
16149	101433.691756
23825	1122857.14286
14007	484251.968504
230972	1910.8
18582	10207.3333333
14936	4869.78319783
213539	29887.1428571
654795	21138.8571429
22142	319290.465632
381694	7320.44989775
14593	57000.0
170930	3705263.15789
67068	332291.666667
57915	6543.71428571
94181	505714.285714
68519	24808.0
11722	457.416829746
15512	15357.8199052
17524	206000.0
59069	4929577.46479
14688	573529.411765
22637	16504.8543689
12945	204.752997602
16593	89648.7985213
19672	114571.428571
67803	134571.428571
17219	442143.727162
11966	114677.103718
14245	36000.0
26364	3076.0391198
268996	65142.8571429
73112	106571.428571
71148	234571.428571
18751	107153.502235
52589	19724.2857143
101314	21452.8571429
11931	187500.0
22629	1959349.5935
18717	3160.96822995
20970	10425.3393665
13589	947761.19403
12491	56355.9322034
56327	31727.173913
18033	29557.1575695
66273	19210.8571429
227541	25974.025974
14269	365714.285714
18597	758974.358974
18739	2381.02857143
56702	39008.9686099
17161	77376.4258555
74091	117187.5
68263	1055710.30641
69772	15893.4693878
11891	25386.4253394
216197	19478.2608696
18536	4808.28571429
234779	2942.92490119
14026	54571.4285714
12759	105142.857143
16170	297142.857143
73834	15721.0526316
228359	152285.714286
51793	11276.4912281
380928	33714.2857143
66128	52857.1428571
P01867-2	882857.142857
21987	11182.2857143
229877	98571.4285714
22631	5673469.38776
66645	80857.1428571
18797	1472.60940032
57349	25765.4285714
235627	285.828571429
20202	21340.8571429
59069	880281.690141
21825	1690.25641026
239217	20988.5714286
109552	152285.714286
12419	1387434.55497
73086	1706.14136732
11630	399.257142857
108911	1037142.85714
66128	19003.1428571
320183	2687.91428571
13016	82086.1678005
72157	143548.387097
12417	2322404.37158
216963	3852.5974026
27360	58285.7142857
18642	24743.5897436
319713	15249.2668622
72108	16826.5714286
170750	44783.3065811
65106	137714.285714
12412	1432432.43243
14225	1750000.0
227700	44250.0
20111	17265.1933702
12402	42497.2617744
17831	1260.67164179
12322	13753.9748954
15193	46000.0
17220	103616.133519
53598	167741.935484
11429	2192307.69231
16181	42041.011236
100900	10148.7179487
12816	6666.66666667
52398	1314285.71429
17698	1403812.82496
29812	178000.0
18220	114000.0
68614	3728.0
22793	60460.9929078
26417	30526.3157895
66204	411111.111111
18195	306451.612903
53378	57428.5714286
12183	80694.980695
192662	2436274.5098
27984	278285.714286
108058	21955.7195572
13688	28034.2857143
244373	220857.142857
233908	743243.243243
54391	134838.709677
63986	868571.428571
12757	179574.468085
17967	8069.05829596
382643	166571.428571
15382	1496875.0
116847	112962.962963
56086	986159.16955
18753	28189.9109792
22343	46000.0
66469	199428.571429
29875	64574.5322873
14904	3198.0
14857	194170.403587
76626	130857.142857
668218	348571.428571
26370	21222.0930233
16400	5595.82146249
15469	1247978.43666
12858	503424.657534
11852	23049.4897959
108671	369498.069498
114886	34285.7142857
11733	3197.26100967
227960	2364.77142857
14784	1935483.87097
234353	192.343297975
214459	11461.7142857
407785	90517.2413793
100732	211743.772242
17215	259852.216749
320183	11575.1428571
26949	278325.123153
22375	232848.232848
76497	194857.142857
76820	27805.4285714
14156	139417.989418
75901	38205.9800664
11957	242592.592593
67683	17392.5714286
63913	124857.142857
108664	31055.9006211
53605	388746.803069
57752	3307.65883377
59069	2397887.32394
17931	45869.776482
269774	23357.6642336
20742	250952.179433
20024	2377142.85714
232201	86285.7142857
72096	18345.7142857
19088	56971.1538462
29817	7728.57142857
66514	191717.791411
17955	554666.666667
329910	3386.53198653
545030	13364.0
20739	16149.068323
50926	903654.48505
80890	41.7432795699
56426	82000.0
68598	462450.592885
208194	20657.3369565
18738	560000.0
30059	9409.42857143
22151	140000.0
54519	46857.1428571
16773	5988.40952994
54401	1150406.50407
69071	2413.45714286
93730	60571.4285714
14555	2323782.23496
329154	258285.714286
12340	1174825.17483
69270	8282.65306122
193740	190327.613105
18750	18452.3809524
12041	2075.36407767
54403	145.078776645
171210	50551.8763797
17996	360000.0
22630	2183673.46939
18993	19044.0643863
22350	2167235.49488
14923	4794.74747475
50492	50655.0218341
13138	13661.8141097
22628	1591093.11741
68732	34285.7142857
11484	4766.98717949
12631	27048192.7711
223255	317865.429234
11657	57428571.4286
19291	51142.8571429
67199	513114.754098
56409	5694.76190476
235661	355640.535373
94184	40857.1428571
18538	1881226.05364
54673	23057.5342466
67469	3926.21082621
13855	1095.36134454
66905	266285.714286
117150	20109.5011876
26413	163128.49162
229709	207547.169811
109711	751121.076233
20741	15178.5714286
23988	52207.2727273
71889	1649.05660377
19156	183123.877917
67860	43428.5714286
11308	56000.0
18624	30831.643002
72565	12884.5714286
66125	75983.7209302
67689	661.837606838
224650	5710.85714286
57258	3134.28571429
13822	137651.821862
22329	24898.511502
20650	7720.57142857
13169	385714.285714
319162	175384.615385
77579	8603.2388664
54130	442857.142857
64383	32390.7455013
14976	551181.102362
22221	18518.5185185
109624	266000.0
12336	289219.330855
22330	529080.675422
18637	863636.363636
19046	242813.455657
235442	37890.3381643
76895	4016.0
53602	155714.285714
51886	505376.344086
16905	914285.714286
12974	489224.137931
57376	112895.377129
93739	123076.923077
77134	5114754.09836
268656	3382.66384778
66335	62041.8848168
98366	17266.9491525
58231	352415.026834
20588	69474.6376812
99889	108000.0
59041	1881.17370892
67808	1345.45714286
224105	671755.725191
67881	33428.5714286
58233	8345.34005038
66540	365714.285714
23943	78571.4285714
76551	32196.1620469
64899	226.525714286
17919	20.2678767877
19385	517142.857143
235380	2190.31428571
20383	3957317.07317
83965	2604.74285714
110651	8511.62162162
66290	509322.033898
66593	26747.6793249
27205	3423.45924453
18798	2043.82857143
231148	4299.01960784
52700	210571.428571
228998	55314.0096618
58193	2958.63636364
20163	118000.0
227613	7460674.1573
11474	8132.66666667
17876	56571.4285714
22154	333333.333333
69151	93142.8571429
67581	1859.05714286
56737	2752.53012048
70974	23993.5587762
68942	17448.8262911
234663	42479.6747967
54132	1105714.28571
17993	237142.857143
56398	1821.05714286
108123	213142.857143
67530	3810810.81081
16790	31987.5776398
21961	120571.428571
53424	95714.2857143
69083	29588.8513514
30056	19611.4285714
50927	538163.001294
12111	166124.661247
18002	466666.666667
76467	769.742857143
22153	768018.018018
11603	853.897435897
17149	1273972.60274
235339	443925.233645
20740	501618.122977
22388	1822857.14286
67902	5159.71428571
232975	153998.025666
12912	128445.747801
56431	2333333.33333
72900	167338.709677
14544	52643.1718062
56330	196000.0
13877	400000.0
230872	3101.42857143
213012	13355.8922559
12017	88169.0140845
22196	2474683.5443
18475	191703.056769
66365	22681.7142857
404634	2391.85483871
71766	202571.428571
66094	422857.142857
63985	260285.714286
56459	854285.714286
13427	121241.830065
216190	23155.7142857
109689	42344.4976077
16691	14816326.5306
106628	459.784411277
18046	71641.7910448
234852	35356.122449
226977	35428.5714286
13660	73033.7078652
56440	317142.857143
192196	558673.469388
68539	8862.57142857
65964	7888.0
15132	9549.71428571
70314	19814.2857143
52551	57142.8571429
27402	90818.3632735
56297	19585.483871
12695	258.582333697
66983	58126.7217631
56212	14598.9528796
15463	108285.714286
13014	448571.428571
18293	19550.342131
53331	23271.6475096
69724	20067.7740864
78330	159615.384615
13191	226285.714286
15387	12491.7926566
380752	39428.5714286
52163	37165.7754011
55980	649819.494585
83409	34285.7142857
72931	28221.1428571
66385	169142.857143
76088	71142.8571429
52009	62000.0
108903	9952.28571429
59013	1494432.07127
14105	131297.709924
105559	9484.28571429
56456	195571.095571
76737	11433.4285714
14678	583098.591549
15381	1680511.18211
68183	259111.111111
107513	109440.559441
12400	77714.2857143
66054	585263.157895
67673	1669491.52542
21923	38720.3791469
67870	72373.540856
76959	159360.730594
386649	491891.891892
66498	14769.6078431
67488	20555.4285714
192292	90280.3738318
433759	454356.846473
51797	189428.571429
67457	7645.14285714
21881	3266978.92272
232807	8853.14285714
94186	79714.2857143
14693	160882.352941
21351	3382789.31751
20168	66571.4285714
22627	4745098.03922
21835	219428.571429
245688	437647.058824
22334	881355.932203
20947	19610.8571429
67938	156976.744186
12333	61430.5750351
17216	122787.610619
18000	688571.428571
20411	9224.80620155
170719	37428.5714286
50773	83500.0
110208	337474.120083
12859	441406.25
110854	242571.428571
12331	4685714.28571
56692	366129.032258
110809	7419354.83871
104015	355.292249047
50875	243465.909091
68202	1353448.27586
54126	71345.7076566
67299	13781.4285714
21849	1097122.30216
227624	1959.28571429
19047	178328.173375
94176	10448.5776805
66201	153398.058252
66373	239560.43956
16907	330536.912752
110119	45862.8841608
68097	1040449.4382
70225	91925.4658385
78830	109714.285714
18104	275547.445255
216873	131142.857143
68051	362857.142857
20723	302857.142857
23964	5207.42857143
14567	348571.428571
20382	1253393.66516
12380	201428.571429
14030	392366.412214
16563	4987.94326241
30949	9974.28571429
66070	146288.209607
13486	12276.8571429
320165	22868.2170543
225027	674157.303371
110323	3790697.67442
101739	74571.4285714
74192	135947.712418
67475	16443.4689507
12928	25339.4736842
22192	265573.770492
52822	28857.1428571
13043	102197.802198
55992	210.336021505
71978	158836.689038
70620	188275.862069
57319	9948.08988764
210126	94285.7142857
66892	9384.28571429
234069	26823.1428571
319965	25447.7142857
16688	4435.76512456
27756	1189473.68421
21917	557142.857143
14164	3941.09677419
56376	108571.428571
75739	41714.2857143
11972	111965.811966
268980	12257.7142857
53610	921775.89852
66226	34571.4285714
53607	65505.2264808
18952	12112.5714286
12655	4950.57142857
20911	109428.571429
60365	387931.034483
D3YV37	262571.428571
17217	79466.3573086
15159	14792.6470588
320981	13361.3636364
14866	283035.714286
72993	7384.7241867
14751	1306451.6129
14957	210407.239819
20630	117610.062893
66420	46301.4285714
68240	275206.61157
18971	3328.95927602
18472	570731.707317
14272	21393.1034483
17685	204278.074866
69207	110285.714286
54394	85428.5714286
225887	167924.528302
60409	57428.5714286
66231	40285.7142857
68094	110469.909316
12401	23280.5714286
52639	2479.31428571
15204	696.029776675
216001	6082.0
235072	557142.857143
19070	25761.1428571
12488	48037.6766091
20222	132421.052632
108121	294979.079498
19155	256521.73913
11777	18804.1450777
26941	1182857.14286
21873	13967.4378749
P01868	36857.1428571
19646	1134117.64706
18451	18710.2996255
59079	3770.25677603
18643	23642857.1429
66531	23290.8571429
20218	222573.363431
595136	357547.169811
218460	8336.85714286
56362	8937.79264214
18569	190571.428571
11984	65161.2903226
56612	274025.974026
12343	870629.370629
83997	17346.5714286
67465	357774.968394
67771	2046357.61589
140546	59428.5714286
23970	160857.142857
56217	339.362962963
269593	5689.71428571
56372	20207.1428571
66624	46902.6548673
110082	47714.2857143
98053	32480.3149606
338367	902.773359841
270110	116857.142857
108160	32153.3923304
16569	4383.66800535
229279	6649076.51715
12283	463343.108504
15387	2462203.02376
66177	193150.684932
13001	6545.11627907
22324	46982.2485207
59008	6971.89189189
22333	1807432.43243
75734	7142.28571429
216527	15849.4285714
94284	1339.05838041
73341	18936.4461738
72590	69948.1865285
93765	1644736.84211
18641	56794.8717949
18148	3698630.13699
56150	67804.8780488
66601	325714.285714
23837	79428.5714286
116733	7779.86270023
20021	47636.3636364
22327	68571.4285714
16573	103842.159917
12321	671428.571429
208618	2113.05714286
68971	5574.85714286
21887	53142.8571429
71810	206000.0
59020	46285.7142857
15384	2505263.15789
54196	331428.571429
621893	36968.4615385
57342	47043.0107527
74246	3519.88472622
66075	148000.0
170760	43714.2857143
11629	196857.142857
12833	3509.36585366
70650	14104.3723554
57230	33428.5714286
21807	35428.5714286
12835	192571.428571
22319	162135.92233
231887	360000.0
212531	12661.7142857
67951	12042.5055928
68816	122891.566265
75454	1112903.22581
68833	27572.5714286
52563	15200.6700168
68342	772727.272727
56358	17810.5714286
20826	1257812.5
19143	146.795321637
18221	1440000.0
237823	28945.4001496
17079	4496.97428139
72404	32571.4285714
22384	266285.714286
109006	51142.8571429
107260	325092.250923
81877	43714.2857143
75530	447.342857143
68349	70722.4334601
12540	1115183.24607
66101	229255.319149
50995	376175.548589
14187	13008.5443038
16202	124115.044248
98238	41142.8571429
56031	108970.099668
72567	83895.5386289
105348	16141.7142857
17380	43.052
432508	574285.714286
19326	1188073.3945
216131	2620.14285714
68705	42971.8875502
19826	241639.344262
66314	340000.0
53379	8971428.57143
76614	802857.142857
69878	325581.395349
20405	77717.3913043
100986	12541.1428571
269113	77058.8235294
14489	291428.571429
52428	223.474285714
17472	70857.1428571
18141	124463.519313
17975	4200848.65629
69091	53714.2857143
74355	24870.8571429
192174	15431.4285714
433904	35714.2857143
12834	3093.42359768
67010	27143.3962264
55988	25260.8571429
100034361	12410.8571429
229542	92285.7142857
66377	59606.5789474
100336	19057.2649573
19052	78317.1521036
217837	657.183770883
67397	423664.122137
14682	44011.1420613
236732	10706.0215054
217517	1813.04761905
29806	22527.1428571
66585	198882.681564
18034	2974.74972191
13009	12398.9690722
60321	9233.22932917
321022	73142.8571429
18826	4714285.71429
108014	136486.486486
16414	105188.067445
16416	654.523506989
11991	1588732.39437
20174	298056.155508
11746	434285.714286
12334	113142.857143
19889	19454.5714286
11938	23563.2183908
22218	873267.326733
56309	64000.0
80877	38285.7142857
67851	3876.28571429
67474	80000.0
11928	164222.8739
69957	58548.3870968
66437	377142.857143
94242	28857.1428571
18226	117490.494297
228983	4581.71428571
16796	328571.428571
15388	1740614.33447
69459	31428.5714286
69024	2502.54285714
68693	1065714.28571
20318	17881.4285714
15161	261714.285714
217692	2233.74285714
72552	22062.2857143
223696	3167.71428571
70572	637142.857143
67781	129743.589744
13063	1285714.28571
23808	47714.2857143
230596	87179.4871795
242687	96579.4768612
71844	12777.3424191
14082	41061.9512195
230649	13898.2857143
74200	6414.0
17991	207070.707071
56697	2039.11428571
67877	8209.5505618
53817	682242.990654
66588	1158163.26531
98758	3469879.51807
69875	146099.29078
70316	1096153.84615
67130	450381.679389
66118	208000.0
21399	221142.857143
84094	2171.34285714
14672	12541.2256267
64136	28500.8571429
67890	512941.176471
16976	232285.714286
72313	14297.4285714
56399	87428.5714286
102566	818.342857143
66091	128571.428571
19053	259223.300971
268373	30914634.1463
68219	61714.2857143
74125	966.228571429
71514	319027.181688
106344	72527.4725275
66912	25287.7142857
54683	2482142.85714
68724	67741.9354839
67273	363380.28169
12537	85331.6326531
21787	155142.857143
11735	3118.4599694
56350	200549.450549
17448	2988165.68047
56637	4488.80952381
17218	25511.5961801
23827	260389.61039
20833	290960.451977
66368	32240.4371585
19358	413223.140496
11853	166839.378238
12867	514285.714286
21968	25714.5714286
51792	1689303.90492
67959	358156.028369
18854	89717.5141243
55936	4402.90102389
68682	385.885714286
15368	3161.34948097
55990	1981.12149533
20657	67330.6772908
67186	5886956.52174
59005	10406.8571429
67955	705357.142857
18747	90883.1908832
66642	46714.0319716
29876	652173.913043
54214	31142.8571429
12857	2171597.63314
17884	28158.8447653
19707	38285.7142857
19290	471428.571429
76055	34857.1428571
103967	35457.7056779
21672	2954545.45455
76137	102571.428571
56324	11554.4933078
68585	125714.285714
20409	397142.857143
76302	325714.285714
217030	16655.4285714
109232	1477.05714286
66899	54571.4285714
14790	3875.42857143
224111	142857.142857
70470	50571.4285714
269061	40857.1428571
16568	3571.18402282
57317	734151.329243
27054	78096.4797914
107701	54716.9811321
72333	54000.0
23971	20833.3333333
67923	1187500.0
330662	751.313672922
213760	851.114285714
193116	1817.09401709
12229	222.685887709
72542	34857.1428571
70296	139428.571429
101706	1260000.0
27374	58555.7299843
72170	6686.57142857
23790	154000.0
76614	1014.25714286
11975	4830.75089392
17758	71555.5555556
19317	97428.5714286
109331	13566.2898253
224903	257714.285714
56378	528651.685393
20410	6995.71428571
236573	86000.0
16426	10592.5714286
319186	14523809.5238
96979	14039.84375
240028	14146.3414634
17128	8194.91833031
104457	120000.0
12237	208282.208589
216705	302857.142857
68607	17784.8571429
76709	1950000.0
11487	6206.80907877
76936	460905.349794
27055	10680.877193
28000	555555.555556
56495	220114.942529
192170	381995.13382
22594	25990.4912837
103466	1073.45714286
23980	1082857.14286
12345	2898916.96751
217864	27044.0251572
57435	109714.285714
104009	1303.85026738
68926	10797.4285714
381308	23022.2857143
109676	11822.0
69150	18992.8571429
13822	25506.0728745
76899	4483.71428571
93760	12176.9601402
19384	5000000.0
66911	13099.4285714
54353	7920.28571429
72183	448571.428571
19357	84251.9685039
22668	404287.901991
67973	20556.2857143
P16546	50000.0
74117	1111428.57143
21894	523415.977961
12321	134285.714286
64704	1977.46724891
68375	767441.860465
22169	24384.787472
252870	118766.999093
102122	22808.8571429
67963	1402684.56376
19229	36075.3221011
21915	204716.981132
54195	2398.38709677
20810	137701.612903
22099	23391.7142857
66629	74000.0
26395	166157.760814
22070	797142.857143
13002	106060.606061
225131	21976.8571429
226251	32288.0371661
100434	1300.10719755
216156	66571.4285714
13033	1314634.14634
108099	791.431095406
16801	55108.6956522
11840	306629.834254
19414	8354.57142857
68001	4602.0
72205	28169.1428571
11844	179444.444444
67285	9738.37953092
66218	292178.77095
665113	1522.82690854
73288	6642.57142857
22680	55714.2857143
331026	21403.3333333
67899	25190.8571429
74255	41715.3996101
75062	445109.780439
237859	7422.32472325
68278	97658.0796253
21681	33840.0
230908	2034285.71429
66914	60180.9954751
338350	9816.28571429
20587	27792.2077922
13859	181142.857143
11416	1952.90909091
67145	14370.8571429
108124	322857.142857
234023	150184.501845
109154	86571.4285714
11947	2136105.86011
66043	119047.619048
76884	23623.3040702
22612	14826.8022181
22608	655279.503106
18810	83351.0978469
215951	6344.57142857
75710	104857.142857
15182	53483.6065574
66044	61714.2857143
20226	455078.125
78618	22077.9220779
19655	163938.618926
57750	218285.714286
20720	377.771428571
12995	182352.941176
15568	858895.705521
20616	39714.2857143
11491	2083.31318017
66521	100571.428571
108989	1428571.42857
52440	33714.2857143
19084	448818.897638
107182	6006.85714286
16649	116285.714286
20384	1208178.43866
50884	15425.5319149
269966	46000.0
18693	2881.14285714
16549	421122.994652
19303	21996.6159052
53893	314220.183486
15530	5152.41435123
319322	542857.142857
53413	26111.9081779
67838	224860.335196
67003	1134657.83664
104759	4332.85714286
17920	3955.57312253
78920	151321.585903
19744	35076.0869565
56307	217573.221757
67043	59428.5714286
26921	1631.14355231
103468	24514.0388769
70248	92571.4285714
75914	1685.54285714
53375	52857.1428571
76425	14015.7142857
107686	1508474.57627
14873	205000.0
56758	1214285.71429
227197	495185.694635
11632	111714.285714
245847	10385.0855746
14390	24008.8105727
74105	5078.93864013
207565	1265.52721088
67675	14310.8571429
66411	20625.4285714
56044	28604.8543689
230753	284963.196635
12568	145890.410959
12866	586746.987952
69639	22660.1449275
19246	63194.4444444
15289	8279069.76744
102595	8909.42857143
66235	297222.222222
66414	215172.413793
70052	87523.9923225
78651	220000.0
56215	94917.7877429
74383	118285.714286
17938	920000.0
66416	438938.053097
114741	745714.285714
69305	145266.272189
235041	394285.714286
20196	263428.571429
19027	49142.8571429
11651	35208.3333333
66713	688571.428571
21402	1128834.35583
11843	57222.2222222
14533	2162.57142857
67684	109428.571429
66663	26799.0074442
56748	32571.4285714
269966	83428.5714286
11867	857526.88172
338467	3105.42857143
27366	22806.2857143
66055	72000.0
56505	383771.929825
353172	212620.027435
