Gene names	Intensity L Thymus
68045	634285.714286
66050	4754.85714286
19387	77928.6926995
233405	12102.5714286
71268	34000.0
66694	784671.532847
27222	2327.03488372
18604	18174.9385749
20918	893805.309735
18521	878453.038674
22185	309473.684211
66046	68783.0687831
66679	71467.3913043
12387	27528.809219
54645	21668.0
109181	32857.1428571
20639	122222.222222
22122	220872.274143
12562	19897.9591837
233802	108571.428571
18648	1535433.07087
20658	155428.571429
231386	29428.5714286
98845	4395.42857143
233204	42000.0
68581	177428.571429
15191	1388571.42857
26394	247619.047619
56045	434285.714286
16993	1047463.17512
68845	10417.7142857
70047	62442.3963134
68988	37274.5490982
66278	1516.74285714
227290	9744.85714286
330474	8420.57142857
69736	43251.5337423
71943	17243.4285714
56430	46297.627606
269338	7316.28571429
105445	3051.71428571
319565	4458.85714286
223527	142574.257426
66492	28471.3567839
67996	428571.428571
23806	15226.3063063
14696	71470.5882353
23880	85142.8571429
78388	437142.857143
386612	12077.71261
76499	7356.28571429
19360	12804.8780488
74840	262000.0
11625	118285.714286
56274	18262.5754527
21922	611.342857143
19353	875000.0
232314	42000.0
19063	276797.385621
224902	24060.8571429
68033	166.902857143
78808	5601.30208333
60595	833333.333333
17222	3651.08024691
233824	21900.5714286
107652	41762.4521073
75597	43142.8571429
56040	2605263.15789
66481	3361445.78313
80838	167136.150235
19230	227142.857143
22166	6371428.57143
27643	34857.1428571
100041953	112571.428571
67211	23320.5714286
67604	4042.28571429
74167	21114.0
234797	2820.85714286
232791	35552.5965379
74764	34248.7883683
15170	312605.042017
12539	907651.71504
228769	32258.302583
224904	70857.1428571
14679	142372.881356
20133	136363.636364
170625	21698.2857143
21810	149428.571429
54139	17557.1734475
12818	3171.95325543
22200	59307.3593074
72068	2893.88888889
18949	118068.965517
67988	17505.7017544
15452	1133027.52294
12370	60000.0
270192	62019.2307692
104444	179714.285714
72772	4274.57142857
110380	3059.14285714
68304	16372.8571429
78294	9743589.74359
56480	6110.9739369
16418	66122.4489796
66656	1060498.22064
11363	1883720.93023
215615	61384.6153846
76707	44571.4285714
20248	105428.571429
77963	10587.1428571
11744	302857.142857
14265	1965.74285714
76938	228148.148148
217342	3539.9068323
329877	17701.4285714
109778	328474.576271
77573	45428.5714286
276846	4192.97297297
13806	7695852.53456
109711	71860.9865471
16653	211640.21164
67898	10607.1428571
30057	4117.42857143
102058	27704.0
319939	44285.7142857
68991	40000.0
68089	436904.761905
56749	5832.40506329
56433	246285.714286
16785	1169491.52542
68981	109019.607843
22145	193526.785714
71268	19570.0
23950	14373.6986301
56282	167142.857143
80743	5772.85714286
51796	102114.164905
21371	80857.1428571
26951	4551.3478819
105675	133495.145631
20916	846652.267819
12351	3288.19672131
66530	19567.1945701
26891	166502.463054
71169	3085.14285714
66658	3633.71428571
104130	36929.8013245
16151	25728.1553398
70153	147142.857143
15369	12903.1746032
23881	162000.0
17913	35747.883349
56174	28241.6909621
59042	66285.7142857
22158	8345.71428571
70497	26176.2857143
110355	7330.76923077
52064	18891.1314985
19041	2483.98860399
234699	20128.0227596
66317	125901.639344
59021	127358.490566
106039	32598.4251969
71678	212285.714286
55949	1764444.44444
107476	184221.748401
216344	83783.7837838
99412	5162.0
56334	142857.142857
13430	214942.528736
20832	69767.4418605
17969	4683.14285714
74781	11424.5714286
212999	10666.8571429
110052	78571.4285714
14782	392000.0
22042	9344.42988204
239667	4045.71428571
17120	15481.1715481
22273	105833.333333
16434	313131.313131
12301	820960.69869
109785	8858.67158672
54451	694285.714286
16709	8676.57142857
19286	86805.5555556
67282	14918.2857143
26754	217365.269461
11992	53184.7133758
76742	47714.2857143
19069	3717.1314741
21917	26948.8571429
233199	20167.4285714
77305	258571.428571
266692	214571.428571
19821	28978.2738095
20022	75394.017094
19359	329326.923077
51786	118285.714286
226591	209714.285714
105245	299760.191847
70439	368571.428571
15354	129000.0
13430	1760.68965517
26893	102160.493827
20844	45985.4014599
52348	2894.71032746
27965	16123.7142857
54709	547692.307692
67458	4583.71428571
67078	32398.7538941
276770	8246753.24675
12632	182530.120482
218490	145142.857143
67726	24142.2857143
22134	12015.1428571
66200	2946.57142857
12368	126449.275362
100206	59189.1891892
56744	69274.2857143
217473	11987.7142857
68572	1647.08571429
66105	231292.517007
66495	157692.307692
230721	26026.5714286
210376	127142.857143
21372	137381.404175
69976	89082.9694323
223754	3972.85714286
13382	1347740.66798
621156	5287.42857143
18570	56000.0
269682	46285.7142857
234671	49714.2857143
11739	2318791.94631
215999	5626.28571429
71919	10410.0
213491	613.4
18718	46913.5802469
66399	94753.0864198
226407	36857.1428571
22195	4090909.09091
170791	294339.622642
53421	10139.9159664
238024	57428.5714286
110829	105142.857143
13006	208709.942482
19656	10318.2857143
11747	3714285.71429
71732	19677.7142857
77407	110447.761194
98386	21710.8571429
234865	9523.80952381
17184	154846.335697
54127	3565217.3913
71713	25215.8894646
66861	12484.8675914
286940	228285.933897
223723	250285.714286
54170	52571.4285714
83796	23728.8135593
212111	5439.14285714
26922	68632.7077748
56748	511.085714286
72124	12423.0555556
12729	15468.220339
16456	23153.6666667
65970	219714.285714
277360	1242.42424242
18120	23977.1428571
68251	6777.71428571
19205	1544592.03036
108030	7814.28571429
20624	174047.373841
59035	22532.8947368
11566	274122.807018
14674	100795.755968
15492	7100.26809651
94232	11825.1677852
101943	142152.83484
13854	33391.3043478
105504	23898.0
23983	225280.898876
11564	204338.842975
23789	117714.285714
229524	2294.05714286
381760	63940.7894737
19878	3943.37175793
54198	262000.0
213350	14660.2857143
71881	106000.0
11927	614285.714286
73699	101996.672213
93684	26394.2857143
26384	193771.626298
99683	35428.5714286
232341	2426.04122844
67300	704477.61194
223453	22806.5714286
70430	22364.8571429
68059	17568.5714286
12467	108097.928437
17319	246956.521739
69710	2386.63911846
12388	62686.5671642
226144	4073.71428571
14667	497409.326425
83701	411428.571429
233977	3356.57142857
100226	74452.5547445
219135	2559.31928687
212880	100775.193798
17995	181465.517241
238123	17990.2857143
320267	60285.7142857
50709	15673.0593607
108083	92067.3076923
11821	4033.66666667
19045	135757.575758
73046	111184.210526
71955	43428.5714286
13040	36470.5882353
268301	3722.85714286
20637	256696.428571
14300	64728.6821705
14860	101351.351351
66552	11616.8571429
665775	20604.2857143
214952	1733.06451613
230861	110196.326789
208263	8946.85714286
19324	800000.0
227446	7827.71428571
73473	42285.7142857
17992	847560.97561
66616	51142.8571429
22276	10521.1320755
216363	2719.91428571
110253	32571.4285714
268470	37359.5505618
215449	207065.217391
18415	71002.3866348
56275	109267.563528
107702	477142.857143
140858	77714.2857143
11737	2522857.14286
12988	200888.888889
26450	42571.4285714
69276	4635.92964824
76192	5561.30653266
78798	21979.1428571
232087	125316.455696
18706	5451.77902622
15239	21806.4516129
215114	35957.2400389
52469	7327.14285714
16658	8235.91331269
27041	451428.571429
14433	9699699.6997
75624	58290.1554404
192231	10174.2857143
103136	16690.5714286
13631	898.687845304
79560	68867.9245283
100043714	7649.42857143
21872	5109.85673352
226646	209287.257019
28018	50000.0
67542	93142.8571429
19134	232373.386296
245828	3773.42857143
72692	209813.874788
70564	27138.8571429
229543	14313.1604227
22245	23204.33213
78655	220000.0
67824	52857.1428571
27967	41452.991453
108155	127151.051625
22378	83428.5714286
320938	48000.0
28006	35428.5714286
23945	52145.2145215
67040	91692.3076923
70297	50571.4285714
19718	2660.54441261
13424	58354.8664944
59015	1305.56348074
228994	77714.2857143
213827	500000.0
19192	380314.96063
54128	412809.917355
66922	10603.9215686
19383	21640.3846154
66449	8001.71428571
52432	140.434878587
72754	14947.1428571
72047	46071.0441335
56443	86216.2162162
11771	12998.9764585
16480	31812.0805369
66998	13110.9126984
52502	122285.714286
13684	695852.534562
22088	23178.7723785
102339	7317.14285714
57320	3809523.80952
18102	64429.6052632
58202	11766.2857143
66108	27586.2068966
192289	9171.02137767
70769	57428.5714286
27058	1639534.88372
26383	18891.7142857
208606	23367.7142857
207352	89714.2857143
103573	125116.713352
11364	553444.180523
15894	15875.7914339
319192	1482857.14286
14194	483234.714004
15212	99440.2985075
28295	317142.857143
20042	6840909.09091
50933	241739.130435
66164	44285.7142857
68303	26208.5714286
54138	76857.1428571
72201	758.428571429
14084	82000.0
69368	9799.71428571
66073	174117.647059
231380	60493.8271605
217325	3559.20155794
68556	872.317518248
19247	72194.3048576
69697	847.885714286
19201	3148.57142857
15458	737142.857143
19035	2162037.03704
12929	95379.5379538
14083	4735.87155963
53380	71428.5714286
69719	153488.372093
195018	7641.14285714
56258	56570.155902
20924	340000.0
76563	1409.91428571
233871	184571.428571
60596	377.178002894
66609	16879.5977011
76688	16857.2139303
69456	31714.2857143
16978	176571.428571
226539	2070.13782542
269614	7003.17073171
20130	14883.9449541
20656	2621621.62162
211488	22498.046875
23972	67471.8196457
20684	70857.1428571
67939	20975.7142857
14469	38000.0
224727	36000.0
66646	36407.0175439
107271	357954.545455
67437	23427.5675676
70231	90571.4285714
67500	308571.428571
14104	1230031.94888
51810	1512500.0
333433	213675.213675
75612	26286.7647059
70616	2769.51788491
59287	13435.7344633
72198	12788.4615385
170720	119142.857143
329777	2710.88607595
67039	18138.424821
26936	109428.571429
232989	354285.714286
68194	79844.9612403
217449	3091.14285714
29816	14274.5714286
56418	146464.646465
50911	23744.2922374
269951	964601.769912
54189	14965.1972158
226432	28458.5714286
233765	4344.85714286
19342	23371.8309859
70160	22524.3523316
76987	31714.2857143
12566	4661.84971098
66592	71142.8571429
71853	706818.181818
56361	2077.89598109
17425	6712.10013908
99045	11675.4285714
52715	1737.85714286
20336	7643.07692308
17970	1633.9047619
245945	8262.0
20115	840206.185567
11370	346036.585366
58240	13920.0
27369	16137.1841155
14768	52000.0
83493	20399.4285714
71177	12717.4285714
235315	8380.85714286
20901	456818.181818
66383	127714.285714
56085	68728.5223368
228866	14787.7142857
12261	322857.142857
625249	245454.545455
238831	42879.2569659
75705	855973.813421
20430	7638.14844374
74326	77714.2857143
107526	148571.428571
14828	3053435.1145
257633	21954.8571429
13680	368571.428571
97387	14602.5714286
66916	12272.9927007
22601	38571.4285714
17436	1265734.26573
68299	190857.142857
68337	288571.428571
433702	55063.2911392
209086	11171.1428571
13204	122264.150943
54367	16037.7586207
56070	35000.0
69225	150000.0
266781	16338.2857143
28106	104857.142857
75553	50000.0
223650	111428.571429
20479	116666.666667
100019	8732.28571429
338337	12686.2857143
13722	246000.0
72515	18157.4285714
213541	56571.4285714
18102	11184210.5263
68653	30857.1428571
76457	2645.77142857
69713	24977.7142857
104112	719523.373052
56194	97691.5005247
50917	4892.11538462
21991	6622073.5786
73830	74285.7142857
107047	25806.4393939
70549	2605.47368421
75415	2438.71428571
27784	42000.0
67144	9612.0
17164	3925.12953368
105787	4250.08944544
53310	1131.14285714
232679	19296.5714286
21429	57777.7777778
67897	43870.9677419
68135	411931.818182
93692	269158.878505
64652	100000.0
53890	6465.42857143
66053	18657.3896353
234912	989.942857143
68197	507500.0
110920	19127.8131635
20648	4613.42857143
74245	5196.99453552
52635	12921.4285714
71994	914285.714286
66921	4788.00738007
17257	1708.34710744
56354	83805.6680162
28169	6690.15957447
67074	14982.0
67332	249206.349206
11806	2935606.06061
18518	128000.0
14208	141328.413284
54161	256000.0
15254	837142.857143
76824	11482.0
20817	1998.23788546
16412	29949.8746867
17330	4093.76299376
20843	40617.3842405
66245	8589.3557423
110379	110869.565217
19223	1005.56886228
12028	3359.375
98732	13192.0
105446	107471.264368
12842	179.593943565
14359	51428.5714286
71770	219850.58698
12848	390519.187359
78885	86000.0
233900	2445.25474525
84092	740.824074074
66580	6942.0
17096	29296.875
16329	102525.252525
56447	117428.571429
20641	154621.848739
225010	394.867021277
66978	111714.285714
100169	1161.0
67028	22863.1428571
76332	332.571428571
68275	105998.835178
22201	1238185.2552
75956	4883.46281909
213464	54857.1428571
19087	130423.94015
75751	8940.85714286
69634	175428.571429
100383	11614.0
13830	5794.28571429
73137	65428.5714286
16650	113142.857143
223658	1918.94285714
216134	228846.153846
19268	5584.82613277
14694	4285714.28571
17939	83373.4939759
80911	5421.57142857
231086	482105.263158
12215	257069.40874
12282	196196.196196
52653	52285.7142857
22687	16842.2857143
56705	43428.5714286
24010	5809.33572711
66660	9575.42857143
69940	7433.71428571
170762	24730.4097771
70356	983827.493261
76308	50248.7562189
11750	176857.142857
74467	13146.5714286
234729	51428.5714286
11792	85173.5015773
70349	500000.0
19653	44044.3213296
21745	22.6854317231
233870	1442477.87611
11757	758754.863813
51788	198437.5
27883	729.742857143
18708	11068.3701657
56292	240425.531915
12385	34326.7108168
108147	635135.135135
211446	2076.55629139
210711	12282.8571429
228410	56285.7142857
19271	1961.22778675
66171	170038.910506
13433	1512.28395062
67943	115142.857143
69168	567.142857143
17973	68169.7612732
68126	46571.4285714
11774	49683.2579186
27979	93897.882939
69019	30612.4223602
22225	227272.727273
66866	56857.1428571
108645	83233.5329341
23989	3601.42857143
218503	23176.8571429
81489	47352.9411765
380840	49428.5714286
56369	196680.497925
66446	70446.7353952
230027	21243.5135135
64009	10306.2857143
74375	3206.28571429
26357	1071.44596651
277250	6594.11011524
58184	24568.8963211
12764	30324.0740741
78232	26984.2857143
22214	65027.3224044
110750	3485714.28571
18103	12299.3421053
71805	35653.2356532
69367	8783.97435897
22365	20175.4385965
328417	16305.4285714
66897	1617.47685185
69232	14061.1428571
15211	47348.4848485
70223	33452.5939177
230393	3316.0
66525	53714.2857143
11946	900542.495479
50527	10246.1206897
104184	617582.417582
11736	72857.1428571
69641	3866.0
15525	1521997.62188
66181	89723.4375
102103	22418.8571429
18100	9276.85714286
231580	9731.80076628
77862	16458.8571429
66898	15519.1428571
15481	8157894.73684
65114	302857.142857
50797	794285.714286
11565	14409.190372
104721	331081.081081
271457	17940.0
71974	7785.52631579
16410	2360.34482759
30930	78000.0
17754	30619.5965418
232533	670.862068966
70369	6053.24384787
100041230	6600000.0
225896	84285.7142857
100088	22363.6579572
68736	4795.71428571
81702	19505.7142857
55946	43779.9043062
22083	60857.1428571
216551	2483.68571429
22335	583038.869258
50783	96350.3649635
67264	13640.8602151
234730	3247.42857143
231874	10638.2857143
12181	10908.8571429
76303	73714.2857143
20874	18896.999189
67267	223.72
64697	64857.1428571
64657	21499.4285714
18571	644418.872267
13809	85925.9259259
14297	58285.7142857
230257	109428.571429
238988	7278.0
66834	281714.285714
19060	58717.4348697
20224	530303.030303
26419	10283.59375
105513	2310.91428571
13383	22541.4364641
234594	14863.1578947
67804	668571.428571
67972	90000.0
83768	5610.67193676
16978	29714.2857143
20866	109142.857143
15519	7025920.87312
59047	21264.3678161
19079	46296.2962963
12211	3338.79557558
16211	231735.159817
108737	22770.398482
56294	4540.30354132
14569	3885714.28571
234683	1098.0
217149	24928.2857143
20020	11878.1725888
211948	6861.42857143
72946	89714.2857143
66362	8668.24817518
227715	24204.0955631
114641	227200.0
271564	8083.42857143
239719	5380.85714286
15115	169351.669941
73744	2112.03079885
11958	1422535.21127
66676	20961.4285714
21770	30000.0
53317	22417.1539961
231872	35428.5714286
13205	358006.042296
67857	180655.737705
70533	133142.857143
20227	1969.85111663
56445	927184.466019
108067	96571.4285714
19711	38571.4285714
210766	2766.56357388
109658	46285.7142857
19345	52777.7777778
19659	115428.571429
29807	12934.5679012
66142	18328.75
71521	4408.33333333
69780	45093.4579439
218210	18848.8571429
227800	4477.14285714
66917	768571.428571
110959	4010.92436975
20926	14194.6697567
28084	200000.0
76608	2510.68524971
209318	50106.1571125
76130	9500.28571429
12367	182671.480144
75547	22184.5714286
13681	1529556.65025
66902	378091.872792
11886	138071.06599
74098	32000.0
54563	21367.9745493
11848	232642.487047
76501	4945.71428571
108841	817.125748503
74776	381818.181818
20085	280000.0
70699	53428.5714286
68796	82000.0
28088	494285.714286
238799	163714.285714
67914	117428.571429
22596	14617.4863388
12461	885981.308411
20403	15743.4285714
226757	14333.1428571
56438	95370.3703704
217869	194405.594406
22288	178571.428571
74558	5846.85714286
16430	3315.88652482
13026	544959.128065
66354	7649.25373134
74108	20833.3333333
216238	76541.4599575
17999	22886.1330327
57261	958.285714286
233726	156857.142857
67128	56281.7647059
17886	1010204.08163
98221	151142.857143
234664	37265.917603
74143	246285.714286
17274	62318.8405797
320191	44571.4285714
77097	4476.85714286
72322	6620.26578073
67106	27800.2857143
16341	209438.202247
232910	122535.211268
28028	13652.0
26425	63428.5714286
19386	33737.3075663
66840	5084.57142857
21843	131377.55102
217715	47008.5470085
19325	194500.0
67510	1445.62857143
72508	3068.38095238
24061	24898.621249
24068	22304.0
12895	7045.07772021
20335	18452.9411765
235567	11661.4285714
66246	30746.2686567
21379	5575.71428571
68564	12427.4285714
16201	24164.8106904
26442	1053941.90871
13665	536507.936508
101861	4434.02489627
11764	53552.4920467
14827	4277227.72277
245638	5579.14285714
19697	16831.147541
22215	6403.84180791
13211	102173.913043
56041	554285.714286
20716	13195.7142857
23968	88000.0
66482	26107.1428571
26897	55608.5918854
66302	76857.1428571
18114	674.657142857
320632	411428.571429
229589	18428.6343612
15078	8161764.70588
56207	72.103343465
224020	8500.28571429
23996	311004.784689
20499	2644.59833795
16330	8128.29808661
21822	145142.857143
72141	9128.02419355
20014	56735.340729
76952	14446.4285714
76983	100285.714286
211673	48571.4285714
12361	4286.93304536
109093	1020.95155709
66143	100857.142857
102098	14035.7142857
67059	377142.857143
67511	20791.7142857
60315	38285.7142857
11933	183453.23741
66847	14160.8571429
223691	505714.285714
277468	11082.2857143
69702	11595.7142857
269252	11714.3206854
11800	90000.0
72117	431428.571429
234366	2395.68571429
59026	3472.69819511
208440	1195.14285714
13682	1147420.14742
229096	133714.285714
212627	30000.0
23918	622568.093385
11949	721476.510067
75686	50054.3589744
16783	334975.369458
217707	1718487.39496
226849	30041.1522634
66199	10441.7142857
26371	22708.5714286
433771	31142.8571429
19244	2179.34131737
12317	7115384.61538
28114	62857.1428571
11765	44525.5474453
11776	6667.13928274
16834	2193.68571429
66606	33142.8571429
76582	3804.57142857
103694	17732.2857143
53382	283142.857143
52245	13454.2857143
106504	9241.93548387
76299	365714.285714
216766	328.44873502
13858	57971.0144928
229707	10470.2857143
20501	115821.501014
107767	25608.5714286
226791	31714.2857143
53895	53308.8235294
50907	1366.11510791
69082	12570.5714286
71772	3445.71428571
20701	394673.123487
27681	61240.3100775
229363	129004.329004
78891	1241.43920596
66155	443712.57485
83945	5011.25
70699	538.342857143
13207	436482.084691
71653	12280.2857143
30960	268273.092369
104303	25814.3646409
30926	634285.714286
74351	24382.8571429
13209	124016.563147
68512	24923.1428571
66659	21480.3827751
20852	420.238948626
101869	7121.71428571
67160	794050.343249
68292	1430.74119077
170789	1609.46875
14854	29746.835443
53356	191875.0
13000	11299.7142857
66445	185230.769231
50497	27471.4285714
56088	19557.0934256
56403	132905.29695
70834	45142.8571429
19349	840579.710145
20725	1226.0
212986	905.371428571
68055	5991.14285714
237459	10352.3900574
26572	127186.761229
217057	150828.729282
20846	242990.654206
30795	170982.142857
66945	730421.686747
20103	48641.6666667
72008	5190.85714286
234673	42571.4285714
68953	9731.53153153
105732	6748.85714286
225115	2663.1797235
16646	73714.2857143
13046	184362.139918
11837	3375394.32177
66615	6356.48854962
73942	5218.28571429
26900	41489.3617021
19173	47727.2727273
68473	3458.85714286
98766	8654.52322738
81898	126533.742331
53333	29916.8975069
68038	2933.42857143
66401	4671.70068027
58810	858461.538462
246782	1175.05714286
59025	169574.036511
225363	148283.75286
94044	36571.4285714
20466	3062.40188383
24136	981.234567901
74568	27542.3728814
56347	183315.038419
13120	576.790606654
12465	1597042.51386
238505	5579.4094174
72029	2480000.0
105501	93.1286549708
26414	2284.69827586
20867	3462246.77716
71877	5123.71428571
68018	8127.88461538
231655	2311.35029354
71984	195.752895753
74022	41428.5714286
17772	2202.98507463
101592	8274.26796806
107932	2518.59007833
13185	32000.0
16004	4067.6600886
30058	4079.42857143
26443	1313008.13008
14852	353773.584906
12870	52591.8944392
432572	88857.1428571
57312	4873.71428571
56351	1557142.85714
234388	2149.48571429
109905	87500.0
67097	183636.363636
20340	2871.23404255
64655	28571.4285714
14270	2852.95723385
70791	16406.9306931
66074	5542.85714286
69608	73428.5714286
52036	50857.1428571
243819	14999.7142857
14113	120857.142857
67345	21570.4824976
57294	60669.047619
207728	4507.09606987
12462	480733.944954
74252	22472.5714286
66687	79142.8571429
83814	1578.0876494
268449	362179.487179
268490	583.371428571
211347	3020.81081081
101513	8986.0
67014	9380.0
100273	4774.57142857
26398	9704.53400504
21817	316326.530612
71679	2571428.57143
18453	3084479.37132
26444	2084677.41935
320011	192778.852353
19089	451055.662188
26396	37157.1072319
11426	60857.1428571
19025	178481.012658
14149	47773.2793522
71902	1154285.71429
109620	71800.2081165
19039	7306.28571429
67894	20153.1428571
230233	6554.76369092
114863	132000.0
100763	2937.21144968
59029	61290.3225806
75221	261517.615176
71648	3596.28571429
107338	5988.57142857
69527	16626.5714286
52665	162857.142857
68090	1626.14285714
50493	45840.1305057
384309	4292.64305177
75786	5233.42857143
15107	1331210.19108
218343	30571.4285714
65102	32857.1428571
72026	5088.00959233
26940	9289.1954023
26416	31666.6666667
54194	16657.7142857
224139	56000.0
67958	33142.8571429
74237	4685.14285714
67680	687943.262411
19166	764957.264957
269261	396969.69697
69601	158.234285714
21454	748171.368861
320528	77428.5714286
20823	56385.5421687
67204	96676.7371601
15505	508158.508159
19766	18292.6829268
14479	53414.8827727
229663	244571.428571
210998	1356.57142857
54160	58857.1428571
20316	37428.5714286
26408	98.5362318841
320727	2812.11428571
218035	38285.7142857
226982	18996.7105263
12469	1545620.43796
353242	18666.8571429
217737	234857.142857
97541	111714.285714
56529	2551.06145251
12466	838041.431262
68215	67142.8571429
64656	23861.1428571
66691	10076.0
240832	517.685714286
54122	6424.57142857
19344	7457.20930233
102436	759.567627494
235542	28309.5723014
13629	2855477.85548
330260	27087.0056497
13669	241815.47619
14228	1530567.68559
67201	668571.428571
68276	1569.98043053
68606	2177.94247788
15951	23098.2857143
59040	6880.82408875
59007	6815.20737327
15516	3674033.14917
20702	1264563.1068
80888	23884.1836735
22027	2082294.26434
A6X940	111428.571429
13511	5073.08377897
69134	22602.2857143
14670	2908.85714286
15528	6274509.80392
18674	118857.142857
18703	419.260700389
19185	226063.829787
67615	10336.1344538
51798	663608.562691
227648	30000.0
100038882	252795.031056
20068	1703703.7037
30055	85142.8571429
226101	22339.1428571
19941	129655.172414
27393	32000.0
14375	13805.4276316
14229	100877.192982
237542	2163.77142857
109079	99489.7959184
67776	250285.714286
94061	9685.14285714
101490	9928.57142857
227720	8537.17026379
66165	11870.2857143
72662	435.03131524
13030	1300884.95575
56491	45428.5714286
66725	2051.56311832
19186	4497991.96787
66366	2176.25714286
321006	1289.30942895
69923	45130.6413302
67035	24523.1454006
20815	541.913580247
109674	11401.754386
18438	15391.2371134
85305	396638.655462
66661	397142.857143
22129	499.542857143
19182	536199.095023
14319	299450.549451
225160	19786.9101979
18813	1468571.42857
71985	82000.0
104831	6442.08037825
56717	40408.0031385
104458	606060.606061
67166	37103.2258065
77582	1858.73150106
11977	67.6257545272
56715	4550.57142857
67439	1703.74269006
77065	1739.7515528
110175	139361.702128
19170	1591666.66667
108077	2840.08571429
338355	33142.8571429
218885	10857.7142857
56284	4072.85714286
99311	7099.14285714
18673	688571.428571
56530	122285.714286
230598	29715.7622739
218811	123428.571429
12330	236886.632826
20286	381.342857143
53872	888571.428571
19141	69195.4022989
12091	29520.8655332
16423	275907.590759
81018	30285.7142857
23923	24235.2941176
107976	8691.90600522
73078	33742.3312883
69178	351428.571429
231889	4407.71428571
12822	511.03156708
68095	642857.142857
69162	108943.089431
106821	20359.4285714
64685	93142.8571429
12607	55142.8571429
22193	32213.52657
53312	93142.8571429
22284	9847.59671747
17713	367741.935484
20185	5620.28571429
14450	148514.851485
219249	829.171428571
26399	13216.1676647
52443	3348.85714286
18786	109697.732997
71517	10628.8571429
26441	1942528.73563
19188	598326.359833
235606	59836.0655738
67429	45142.8571429
56551	149397.590361
68537	9424.71910112
93762	2250.90390105
235587	169142.857143
11431	129746.835443
12464	630797.773655
26440	1444866.92015
14387	1588.14270724
17827	15731.4285714
18655	4148681.05516
66388	16119.7142857
109880	2145.77114428
19983	542087.542088
68117	70285.7142857
20044	273509.933775
80280	51714.2857143
77219	79487.1794872
26905	322033.898305
26932	6038.75802998
75669	2720.98674521
269523	1674937.96526
73024	307.628571429
66082	6966.36904762
19072	291549.295775
243743	6708.9276281
16150	30515.1915456
11749	3142857.14286
110279	74.6551181102
97212	267365.661861
72459	21928.665786
192169	16764.8571429
56486	62939.3162393
68995	143142.857143
103963	603618.421053
12304	1724137.93103
227331	18426.2857143
59125	22461.2582781
20088	181954.887218
20005	380208.333333
68365	307906.976744
67826	28571.4285714
216820	3420.74303406
100037258	147222.222222
67179	273714.285714
19341	761.055045872
20054	60175.862069
267019	238461.538462
114893	24917.4285714
67427	1117647.05882
11545	2260.61204344
110821	267955.801105
56295	1376.91428571
13194	114035.087719
67490	33142.8571429
19298	104347.826087
19946	146956.521739
56436	154571.428571
53319	25242.7184466
54723	1872.91169451
67367	473.653217012
17449	4580838.32335
63958	1426.76896846
12395	214.298093588
20091	560606.060606
22041	262285.714286
13200	212698.412698
30934	71714.2857143
19877	1680.42836041
67398	8265.40880503
109652	20862.745098
75805	13278.4090909
18041	73392.4611973
14886	20941.8837675
12010	1159663.86555
211548	35714.2857143
72634	5238.28571429
213988	2747.42857143
16828	8343373.49398
67533	34571.4285714
16648	185142.857143
214498	1760.08571429
55944	109124.087591
140570	389.581976113
66701	35428.5714286
74080	5386.12244898
78893	3744.48924731
20912	13282.0
15526	2577319.58763
228026	9113.23792487
67707	672.485714286
20084	264473.684211
14227	342142.857143
14735	7412.74685817
80509	4879.71428571
68188	17523.364486
69893	18637.7142857
21856	94285.7142857
27404	3546.11111111
77604	9547.71428571
65019	144285.714286
329908	3390.52350019
76577	13388.8571429
20397	11500.3521127
13167	134482.758621
218506	24989.4285714
12651	558.502538071
20338	147.518987342
215476	663.514285714
320714	251.354285714
54638	1270.45714286
233489	75714.2857143
93747	1510344.82759
216440	3863.98809524
74157	9042.85714286
65111	51714.2857143
69077	796208.530806
231659	84857.1428571
67151	218018.018018
73724	67977.5280899
74153	12568.2857143
20619	15320.952381
73178	6194.01197605
26446	697560.97561
12408	660649.819495
59027	234215.885947
19248	1787.61290323
68083	3014.28571429
67382	11819.6969697
107733	9377.42857143
68734	98571.4285714
11658	17667.238422
381314	48418.972332
19184	509852.216749
67873	54200.5420054
64138	321895.424837
27050	301234.567901
75617	245600.0
22258	34407.4844075
66882	261714.285714
76051	5073.38530067
75717	14358.974359
70737	5318.30394626
72461	29327.9022403
67089	228791.773779
67512	10235.2517986
94062	9548.85714286
208967	236.345714286
67840	3864.28571429
57296	83286.1189802
11767	60520.0945626
19177	269675.090253
69617	214571.428571
75964	17691.4285714
16913	228985.507246
13690	28476.8211921
67460	895522.38806
18567	1464.82857143
101994	7920.57142857
29810	32928.9428076
11303	1213.79920389
68636	25433.4285714
23997	542553.191489
26554	1592.83854167
11652	17475.6756757
213326	21326.5714286
56524	32857.1428571
13480	17210.0
72562	22471.3235294
76795	14520.2857143
75646	37428.5714286
14251	18140.4205607
52690	6468.85714286
19042	25604.973822
50887	320000.0
107227	31142.8571429
56451	142485.549133
18704	326.2514828
17463	429906.542056
67025	584269.662921
111173	10705.4285714
20932	102857.142857
70186	120857.142857
56463	428571.428571
67738	840540.540541
18107	62298.3870968
12238	18718.0
56462	19660.0
59022	31142.8571429
109700	3837.74385072
69694	7460.0
105083	30000.0
26426	2241.34285714
65246	48571.4285714
66248	4725.0
229285	9281.71428571
67311	40725.8064516
75909	1377.54285714
225913	124567.474048
109333	1044.04883011
14933	15991.5921288
11605	1338.16229117
114301	4370.57142857
