Gene names	Intensity L Spleeen
19055	410748.560461
11745	3114285.71429
19339	26515.9090909
14086	116285.714286
16594	727879.799666
20193	60857.1428571
67980	173188.405797
15163	14835390.9465
13476	500000.0
71733	342857.142857
219072	12257142.8571
11973	2858407.07965
16956	66877.6371308
17254	783269.961977
13860	74857.1428571
98932	9534883.72093
54609	272727.272727
64933	24880.3827751
170718	1411428.57143
16678	22762.9513344
13132	85639.6866841
107589	577022.153529
11518	1477142.85714
11775	4451.94085028
19231	15400000.0
20719	13571428.5714
432516	15244.4870566
16906	27380952.381
18537	2647577.09251
75974	162000.0
74325	589519.650655
93686	46857.1428571
227620	250493.096647
15129	1462585034.01
326618	21693548.3871
11964	1539708.2658
15122	645714285.714
12908	202875.399361
53416	52877.6978417
75608	1120535.71429
12325	8902.64650284
56360	3542857.14286
20362	777142.857143
18754	23744.9118046
56195	10720.0
22003	75000.0
16592	6555555.55556
66111	43714.2857143
104001	147142.857143
69654	1985074.62687
11465	1696000.0
71780	888689.40754
320707	4828571.42857
110078	684460.260973
223601	2722857.14286
232748	22359.4285714
68631	448275.862069
15444	291428.571429
107975	164000.0
209378	4626.28571429
68420	150285.714286
19264	2223082.88149
14960	863281.25
16149	1756272.40143
23825	6685714.28571
14007	2145669.29134
18582	229333.333333
14936	47967.4796748
213539	203333.333333
654795	119428.571429
22142	869179.600887
381694	49488.7525562
73212	52857.1428571
14593	340000.0
170930	14526315.7895
67068	2645833.33333
57915	151428.571429
94181	1577142.85714
68519	2025714.28571
11722	4496.86888454
15512	325434.439179
17524	1371428.57143
59069	36267605.6338
14688	5529411.76471
22637	50647.2491909
16593	1048059.14972
19672	357142.857143
67803	1280000.0
17219	197320.341048
11966	2759295.49902
14245	87142.8571429
26364	24083.1295844
268996	35142.8571429
73112	2042857.14286
71148	170285.714286
18751	639344.262295
52589	159428.571429
101314	408571.428571
11931	181578.947368
22629	8048780.4878
18717	21936.4599092
20970	38914.0271493
13589	4738805.97015
12491	1127118.64407
56327	230978.26087
18033	673532.440783
66273	62285.7142857
227541	134025.974026
14269	2817142.85714
18597	1020512.82051
18739	33428.5714286
56702	78026.9058296
17161	277566.539924
74091	1075000.0
68263	2253481.89415
69772	17033.877551
11891	45235.2941176
216197	236521.73913
18536	23805.4285714
234779	229249.011858
14026	2140000.0
74044	774285.714286
12759	1020000.0
16170	3914285.71429
73834	29597.9757085
228359	2108571.42857
380711	25088.0
380686	50857.1428571
51793	117543.859649
380928	305714.285714
66128	348571.428571
P01867-2	520000.0
229877	822857.142857
22631	22530612.2449
66310	62857.1428571
66645	440000.0
18797	48055.1053485
57349	7714285.71429
20202	1937142.85714
59069	2806338.02817
21825	3384615.38462
239217	128857.142857
109552	212000.0
12419	3146596.85864
73086	56546.9293163
11630	3472.85714286
108911	2117142.85714
66128	434285.714286
320183	40000.0
13016	471655.328798
72157	1354838.70968
12417	5081967.21311
27360	1411428.57143
18642	60256.4102564
319713	20087.9765396
72108	13411.7142857
170750	404494.382022
65106	297142.857143
12412	2621621.62162
14225	12870370.3704
227700	96750.0
20111	308011.049724
12402	52026.286966
11937	38430.583501
17831	14589.5522388
105298	6187.42857143
12322	63179.916318
15193	223714.285714
17220	58553.5465925
53598	564516.129032
11429	5256410.25641
16181	62359.5505618
100900	94871.7948718
12816	16730.7692308
52398	4828571.42857
17698	10225303.2929
29812	84857.1428571
18220	620000.0
68614	34857.1428571
22793	455673.758865
26417	644736.842105
66204	2666666.66667
18195	2620967.74194
53378	568571.428571
12183	3057915.05792
192662	18970588.2353
27984	1065714.28571
108058	428044.280443
13688	29142.8571429
20201	325714.285714
244373	1402857.14286
233908	2567567.56757
54391	1619354.83871
63986	2085714.28571
12757	608510.638298
17967	19641.2556054
382643	334285.714286
15382	4437500.0
116847	1809523.80952
56086	7301038.06228
18753	175074.183976
22343	911428.571429
66469	194285.714286
29875	1170790.5854
14904	14751.4285714
14857	105381.165919
76626	454285.714286
668218	4000000.0
26370	46288.372093
16400	5188.6039886
15469	4420485.1752
12858	3321917.80822
11852	887755.102041
108671	2243243.24324
114886	123714.285714
11733	502685.28464
227960	20494.0
14784	10322580.6452
234353	83124.3972999
214459	243142.857143
407785	737931.034483
74325	230567.68559
100732	26355.5160142
17215	371921.182266
26949	1990147.78325
22375	1808731.80873
54120	63142.8571429
76497	740000.0
76820	917142.857143
14156	232804.232804
75901	109800.664452
11957	2055555.55556
67683	99428.5714286
63913	788571.428571
108664	229813.664596
53605	1774936.06138
57752	23498.694517
59069	11514084.507
17931	280855.199223
269774	169968.717414
20742	1625052.89886
20024	9200000.0
232201	511428.571429
72096	49428.5714286
19088	98557.6923077
29817	385714.285714
66514	616564.417178
17955	2693333.33333
545030	802857.142857
20739	1204968.9441
50926	2159468.43854
80890	10453.7634409
56426	702857.142857
68598	2067193.67589
208194	73641.3043478
18738	3714285.71429
30059	6312.57142857
22151	1224719.10112
54519	728571.428571
16773	65035.4153252
54401	5121951.21951
93730	127714.285714
14555	1120343.83954
329154	1282857.14286
12340	6993006.99301
69270	11289.7959184
193740	552262.090484
18750	278273.809524
12041	33980.5825243
171210	309050.772627
17996	2808571.42857
22630	7020408.16327
18993	3692.15291751
22350	9146757.67918
14923	162626.262626
50492	574963.609898
13138	200447.928331
22628	11943319.8381
68732	104857.142857
11484	37179.4871795
12631	137349397.59
223255	2062645.0116
11657	150000000.0
19291	144285.714286
67199	1065573.77049
235661	2141491.39579
94184	91428.5714286
18538	3459770.11494
54673	512328.767123
67469	5352.70655271
13855	38487.394958
66905	1194285.71429
117150	261282.660333
26413	851955.307263
229709	645283.018868
109711	7982062.78027
20741	770676.691729
23988	87272.7272727
71889	33962.2641509
19156	5296229.80251
67860	13818.2857143
11308	454285.714286
18624	427991.88641
72565	11074.8571429
66125	1965116.27907
67689	65811.965812
224650	27583.7142857
13822	705465.587045
22329	627875.507442
20650	235714.285714
13169	1942857.14286
319162	22373.8461538
77579	728744.939271
54130	3828571.42857
64383	151928.020566
14976	2448818.89764
22221	59074.0740741
109624	15085714.2857
12336	2211895.91078
22330	8949343.33959
18637	4909090.90909
19046	556574.923547
235442	472946.859903
53602	206571.428571
51886	3256528.41782
16905	7052631.57895
12974	1060344.82759
103850	10239.5454545
57376	527980.53528
93739	1752136.75214
77134	5737704.91803
268656	23678.6469345
66335	903141.361257
98366	289194.915254
58231	2325581.39535
20588	113224.637681
99889	1022857.14286
59041	26291.0798122
74134	2668.86227545
67808	8618.85714286
224105	2309160.30534
67881	248000.0
58233	18454.9118388
66540	1368571.42857
23943	259428.571429
76551	213219.616205
64899	10437.4285714
19385	977142.857143
235380	9565.42857143
20383	18963414.6341
83965	16346.5714286
110651	120540.540541
66290	2059322.0339
27205	18613.3200795
18798	10908.2857143
231148	11475.3267974
52700	937142.857143
228998	371980.676329
58193	20053.9393939
20163	4685714.28571
227613	19640449.4382
11474	15777.7777778
17876	216000.0
22154	2051801.8018
69151	494285.714286
67581	8323.71428571
56737	20442.4096386
70974	96296.2962963
68942	445070.422535
234663	400406.504065
54132	4885714.28571
17993	1491428.57143
56398	25066.5714286
108123	1262857.14286
67530	11891891.8919
16790	303312.6294
21961	1920000.0
53424	305714.285714
69083	20490.8783784
30056	140285.714286
50927	386804.65718
12111	1043360.4336
18002	2222222.22222
76467	5310.0
22153	8400900.9009
11603	8461.53846154
17149	1315068.49315
235339	1200934.57944
20740	2771035.59871
73833	23465.1428571
22388	24457142.8571
232975	701875.616979
12912	419354.83871
56431	14909090.9091
72900	1419354.83871
14544	856828.193833
56330	468571.428571
13877	3371428.57143
230872	20472.8571429
213012	81144.7811448
12017	614084.507042
22196	11265822.7848
18475	327510.917031
66365	457142.857143
404634	28763.4408602
71766	1782857.14286
18671	21081.5047022
66094	374285.714286
63985	1137142.85714
56459	1951428.57143
13427	418300.653595
216190	69714.2857143
109689	1129186.60287
16691	3816326.53061
18046	286865.671642
68205	488118.811881
234852	632653.061224
226977	300000.0
13660	1520599.25094
56440	3514285.71429
192196	1091836.73469
68539	74857.1428571
65964	100000.0
15132	59428.5714286
12757	114468.085106
70314	382857.142857
52551	93428.5714286
27402	341317.365269
56297	8305.91397849
12695	6434.02399128
66983	129752.066116
56212	215706.806283
15463	1154285.71429
13014	192000.0
18293	36265.884653
53331	639846.743295
69724	101661.129568
78330	722115.384615
13191	1285714.28571
380752	172857.142857
52163	296791.44385
55980	4043321.29964
83409	191142.857143
72931	194571.428571
66385	1417142.85714
76088	422857.142857
52009	257714.285714
108903	146857.142857
59013	7416481.06904
14105	235114.503817
105559	136857.142857
56456	1932400.9324
76737	92285.7142857
14678	5098591.5493
15381	5367412.14058
68183	125777.777778
107513	692307.692308
12400	261142.857143
66054	8273684.21053
67673	1211864.40678
21923	89573.4597156
16331	201511.335013
67870	552529.182879
76959	502283.105023
386649	754054.054054
192292	504672.897196
433759	1398340.24896
51797	288571.428571
67457	116571.428571
21881	14168618.267
232807	99428.5714286
94186	340000.0
14693	1870588.23529
21351	19050445.1039
20168	1128571.42857
22627	20352941.1765
21835	16695.4285714
245688	237647.058824
22334	5525423.72881
20947	2325714.28571
67938	2110465.11628
12333	1137447.40533
17216	328539.823009
18000	5171428.57143
20411	99224.8062016
170719	442857.142857
50773	1010000.0
110208	2422360.24845
12859	4382812.5
110854	2102857.14286
12331	42285714.2857
56692	5500000.0
110809	25846774.1935
104015	24777.6365947
50875	3835227.27273
68202	3396551.72414
54473	36496.350365
54126	117169.37355
67299	106571.428571
21849	2661870.5036
227624	32857.1428571
19047	328173.374613
94176	421772.428884
66201	1355987.05502
66373	1109890.10989
16907	1265100.67114
110119	286052.009456
68097	1820224.7191
70225	260248.447205
78830	1651428.57143
18104	205839.416058
216873	4114285.71429
68051	1571428.57143
20723	4485714.28571
23964	205142.857143
14567	2511428.57143
20382	4841628.95928
12380	1700000.0
14030	938931.29771
16563	20567.3758865
30949	99714.2857143
66070	851528.384279
13486	118571.428571
320165	40956.0723514
225027	2771535.58052
110323	7220930.23256
101739	311428.571429
74192	2091503.26797
67475	69379.0149893
12928	214144.736842
22192	644808.743169
52822	291428.571429
13043	895604.395604
55992	10979.5698925
71978	612975.391499
70620	3055172.41379
57319	280898.876404
210126	780000.0
56726	269714.285714
66892	28264.8571429
234069	305714.285714
319965	228285.714286
27756	5926315.78947
21917	2065714.28571
14164	61767.0967742
56376	1951428.57143
75739	159714.285714
11972	376068.376068
268980	368571.428571
53610	4164904.86258
66226	95428.5714286
53607	221254.355401
18952	135714.285714
68969	145132.743363
12655	9542857.14286
20911	1440000.0
60365	724137.931034
D3YV37	1820000.0
17217	31670.5336427
15159	85294.1176471
320981	91818.1818182
14866	781250.0
72993	157001.414427
14751	10053763.4409
14957	923076.923077
20630	911949.685535
66420	43428.5714286
68240	1429752.06612
18971	30226.2443439
18472	3317073.17073
14272	73740.0530504
17685	176470.588235
69207	302857.142857
54394	246000.0
225887	228301.886792
60409	562857.142857
66231	225142.857143
68094	299258.037923
12401	284000.0
52639	18398.8571429
15204	3556.65839537
216001	32000.0
235072	7457142.85714
19070	38857.1428571
12488	984301.412873
20222	307368.421053
108121	156066.945607
19155	626086.956522
11777	1476683.93782
26941	3400000.0
21873	80034.2759212
P01868	360000.0
19646	3435294.11765
18451	55805.2434457
59079	38516.4051355
18643	120714285.714
66531	56857.1428571
20218	571106.094808
595136	638679.245283
56362	175585.284281
18569	1388571.42857
11984	825806.451613
56612	1883116.88312
12343	9160839.16084
83997	159142.857143
67465	1908975.97977
67771	11523178.8079
140546	276857.142857
23970	1594285.71429
269593	32000.0
56372	113714.285714
66624	233628.318584
110082	357142.857143
98053	123228.346457
338367	54870.7753479
270110	382857.142857
108160	274926.253687
16569	1908.03212851
229279	15461741.4248
12283	2302052.78592
15387	9503239.74082
66177	339726.027397
13001	134883.72093
22324	310059.171598
59008	66891.8918919
22333	5709459.45946
75734	81714.2857143
216527	275142.857143
73341	68093.385214
72590	352331.606218
93765	6118421.05263
18641	324358.974359
18148	7397260.27397
56150	314146.341463
66601	817142.857143
23837	460000.0
116733	154462.242563
20021	272363.636364
22327	354285.714286
16573	498442.367601
12321	3285714.28571
208618	16755.1428571
68971	24760.2857143
21887	171142.857143
71810	800000.0
59020	1162857.14286
15384	4350877.19298
54196	402857.142857
320795	31923.8900634
621893	754615.384615
57342	825268.817204
66075	354285.714286
170760	434285.714286
11629	1594285.71429
12833	69463.4146341
70650	25528.9139633
57230	26441.7142857
21807	170000.0
12835	2691428.57143
22319	2048543.68932
231887	1268571.42857
212531	285714.285714
67951	187472.035794
68816	584939.759036
75454	3080645.16129
68833	244000.0
52563	47236.1809045
68342	2988636.36364
56358	5802.28571429
20826	5656250.0
19143	12982.4561404
18221	2745714.28571
237823	252804.786836
17079	475037.821483
72404	334285.714286
22384	2031428.57143
109006	238285.714286
107260	1800738.00738
81877	1720000.0
75530	5320.57142857
68349	284410.646388
12540	4167539.26702
66101	1170212.76596
50995	1152037.61755
14187	693037.974684
16202	1192477.87611
98238	110000.0
56031	272093.023256
72567	590859.630033
17380	12316.8
432508	1080000.0
19326	8899082.56881
68705	751004.016064
19826	983606.557377
66314	2260000.0
53379	26971428.5714
76614	4114285.71429
69878	137209.302326
20405	361413.043478
100986	64000.0
269113	349019.607843
14489	2834285.71429
17472	34571.4285714
18141	100429.184549
17975	16407355.0212
69091	166285.714286
70885	7246.05633803
74355	184857.142857
192174	98857.1428571
433904	325714.285714
12834	84526.1121857
229542	400000.0
66377	386842.105263
100336	134757.834758
19052	89320.3883495
217837	8751.55131265
67397	5725190.83969
14682	325905.292479
236732	108602.150538
29806	280857.142857
66585	1058659.21788
18034	14682.9810901
13009	289175.257732
60321	107332.293292
321022	297142.857143
18826	64857142.8571
108014	599099.099099
16414	1595330.7393
16416	250317.662008
11991	3323943.66197
20174	1233261.33909
11746	4028571.42857
12334	884285.714286
19889	434285.714286
11938	101532.56705
22218	2811881.18812
56309	342857.142857
80877	425714.285714
67851	13412.8571429
67474	1000000.0
11928	674486.803519
69957	227419.354839
228836	143142.857143
66437	2885714.28571
94242	657142.857143
18226	171863.117871
228983	31714.2857143
16796	2288571.42857
15388	11313993.1741
69459	73714.2857143
69024	102000.0
19703	61162.7906977
68693	4285714.28571
20318	127428.571429
15161	1897142.85714
217692	2635.22857143
72552	59428.5714286
223696	144571.428571
70572	4285714.28571
67781	828205.128205
13063	6200000.0
23808	92285.7142857
230596	548076.923077
242687	160160.965795
71844	110562.180579
14082	236585.365854
230649	40000.0
17991	1050505.05051
56697	40285.7142857
67877	146067.41573
53817	3014018.69159
110639	952830.188679
66588	11020408.1633
98758	18771084.3373
69875	651773.049645
70316	1057692.30769
67130	2007633.58779
66118	351428.571429
21399	1960000.0
84094	67714.2857143
14672	84958.2172702
64136	382857.142857
67890	5741176.47059
16976	511428.571429
72313	129428.571429
56399	205428.571429
66091	1142857.14286
268373	135975609.756
68219	582857.142857
74125	119142.857143
71514	2117310.44349
106344	267582.417582
66912	132285.714286
54683	16741071.4286
68724	1112903.22581
67273	1805633.80282
12537	298469.387755
21787	1014285.71429
11735	318204.99745
56350	648351.648352
17448	18964497.0414
56637	46190.4761905
17218	74488.4038199
23827	1850649.35065
20833	847457.627119
66368	352459.016393
19358	2360881.5427
11853	606217.61658
12867	2650793.65079
21968	174857.142857
51792	8217317.48727
67959	852836.879433
18854	2610169.49153
55936	94027.3037543
68682	4299.42857143
15368	3076124.56747
55990	51962.6168224
20657	129482.071713
67186	30956521.7391
59005	110571.428571
67955	1854166.66667
18747	797720.797721
66642	271758.436945
29876	3920948.6166
54214	162285.714286
12857	7692307.69231
17884	974729.241877
19707	144571.428571
19290	722857.142857
76055	109428.571429
103967	225955.967555
21672	32424242.4242
76137	54000.0
56324	92543.0210325
68585	113142.857143
20409	4228571.42857
76302	785714.285714
217030	48000.0
66899	272857.142857
14790	63428.5714286
224111	625714.285714
70470	742857.142857
269061	210285.714286
16568	10004.2796006
57317	398773.006135
27054	668839.634941
107701	173113.207547
72333	1391428.57143
23971	79967.9487179
67923	691071.428571
330662	269168.900804
213760	14774.8571429
193116	49059.8290598
12229	134294.385432
72542	234285.714286
56699	34571.4285714
70296	1242857.14286
101706	3828571.42857
320024	113235.294118
27374	246467.817896
72170	72285.7142857
23790	1537142.85714
11975	21930.8700834
17758	705777.777778
19317	680000.0
109331	105858.170606
224903	462857.142857
56378	6629213.48315
20410	41428.5714286
236573	1397142.85714
16426	57714.2857143
319186	98412698.4127
96979	95312.5
67886	11182.2857143
240028	433170.731707
17128	70054.446461
104457	457142.857143
12237	1739263.80368
216705	2817142.85714
68607	60000.0
76709	26566666.6667
11487	37383.1775701
76936	1810699.58848
27055	33508.7719298
28000	1980158.73016
56495	954022.988506
192170	2822384.42822
23980	8428571.42857
12345	19747292.4188
217864	68553.4591195
57435	328571.428571
104009	5430.7486631
68926	130857.142857
381308	180285.714286
109676	136000.0
69150	93142.8571429
13822	155870.445344
76899	30857.1428571
93760	14454.6649146
19384	18194444.4444
66911	83428.5714286
54353	805714.285714
72183	2594285.71429
19357	338582.677165
22668	1189892.80245
67973	56857.1428571
P16546	300000.0
74117	13685714.2857
21894	8854781.58205
12321	342857.142857
64704	58078.6026201
68375	2546511.62791
22169	865771.812081
252870	399818.676337
102122	57714.2857143
67963	812080.536913
19229	469772.051536
21915	247641.509434
54195	241935.483871
20810	1044354.83871
22099	191428.571429
66629	205428.571429
26395	1201017.8117
22070	4171428.57143
13002	482323.232323
225131	144000.0
226251	121951.219512
14011	9169.27835052
216156	528571.428571
13033	9414634.14634
108099	26148.409894
16801	382608.695652
11840	2734806.62983
19414	945714.285714
72349	237297.297297
68001	85142.8571429
72205	229428.571429
11844	755555.555556
67285	30703.6247335
66218	1402234.63687
665113	9901.73847317
73288	85714.2857143
22680	156857.142857
331026	141388.888889
67899	67142.8571429
74255	374269.005848
75062	896207.58483
237859	18819.1881919
68278	196955.503513
21681	198823.529412
230908	9600000.0
66914	50678.7330317
338350	16173.4285714
20587	247532.467532
13859	585714.285714
11416	5126.18181818
67145	357142.857143
108124	968571.428571
234023	263468.634686
109154	542857.142857
11947	10075614.3667
66043	491071.428571
76884	324022.346369
22612	17069.5009242
22608	931677.018634
18810	326156.469836
215951	17273.1428571
75710	66285.7142857
66044	59142.8571429
20226	2500000.0
66827	36571.4285714
78618	149350.649351
19655	1056265.98465
57750	272571.428571
20720	285428.571429
12995	920716.112532
15568	4049079.7546
20616	63714.2857143
11491	27811.3663845
66521	354285.714286
108989	4228571.42857
52440	119428.571429
19084	2834645.66929
107182	97428.5714286
16649	825714.285714
20384	2799256.50558
50884	115248.22695
269966	45714.2857143
18693	79714.2857143
16549	995989.304813
19303	262267.343486
53893	1233944.95413
15530	104127.326679
319322	3285714.28571
53413	162123.38594
67838	1469273.74302
67003	5099337.74834
104759	657142.857143
17920	121739.130435
78920	887665.198238
19744	145652.173913
56307	713389.121339
67043	210285.714286
26921	6264.23357664
103468	129589.632829
70248	302857.142857
75914	9793.42857143
53375	249714.285714
76425	101428.571429
107686	4627118.64407
14873	2500000.0
56758	5285714.28571
227197	1636863.82393
11632	588571.428571
245847	179951.100244
14390	66960.3524229
74105	129850.746269
207565	11491.3265306
67675	30285.7142857
66411	60571.4285714
56044	64563.1067961
230753	567823.343849
12568	1760273.9726
12866	1265060.24096
69639	219202.898551
19246	861111.111111
15289	37488372.093
102595	162857.142857
66235	1381944.44444
66414	392413.793103
70052	68138.1957774
78651	1687500.0
56215	274289.985052
74383	637142.857143
17938	5600000.0
66416	258407.079646
114741	1634285.71429
69305	828402.366864
235041	608571.428571
20196	2240000.0
19027	279142.857143
11651	404166.666667
66713	10057142.8571
21402	4018404.90798
228061	14023.7209302
11843	363333.333333
14533	93714.2857143
66663	322580.645161
56748	220571.428571
269966	257428.571429
11867	15591397.8495
338467	178571.428571
27366	103428.571429
66055	400000.0
56505	2039473.68421
353172	517146.776406
68045	1880000.0
19387	495755.517827
233405	159428.571429
76561	13395.4285714
71268	182571.428571
66694	1956204.37956
27222	1763.46899225
18604	19959.2137592
20918	5946902.65487
18521	2273480.66298
22185	2023157.89474
66046	289947.089947
66679	519021.73913
12387	167733.674776
54645	82857.1428571
109181	104285.714286
20639	484444.444444
22122	1168224.29907
12562	109821.428571
233802	991428.571429
18648	9566929.13386
20658	388571.428571
231386	144571.428571
233204	311428.571429
68581	1620000.0
15191	5657142.85714
26394	640692.640693
14707	239705.882353
56045	11171428.5714
16993	8625204.58265
68845	65714.2857143
70047	781105.990783
68988	372745.490982
66278	11128.5714286
330474	38571.4285714
