Gene names	Intensity L Spleeen
69736	162269.93865
71943	137428.571429
56430	189791.516894
269338	265714.285714
105445	35714.2857143
319565	89142.8571429
223527	1198019.80198
66492	1311557.78894
67996	622857.142857
23806	44324.3243243
14696	221764.705882
23880	1005714.28571
78388	3542857.14286
386612	59530.7917889
76499	188571.428571
19360	53277.4390244
74840	2685714.28571
11625	255428.571429
56274	110663.983903
21922	4850.57142857
19353	4385416.66667
232314	110571.428571
19063	2434640.52288
224902	229142.857143
78808	21701.3888889
60595	8333333.33333
17222	17952.6748971
233824	112285.714286
107652	149808.429119
75597	351428.571429
56040	23421052.6316
66481	22771084.3373
80838	27725.3521127
19230	2465714.28571
22166	20857142.8571
27643	131714.285714
100041953	980000.0
67211	19213.7142857
67604	90857.1428571
74167	130857.142857
234797	39714.2857143
74764	171243.941842
15170	7680672.26891
12539	5013192.61214
228769	184132.841328
224904	322857.142857
14679	587570.621469
20133	349747.474747
170625	308571.428571
21810	276857.142857
54139	188865.09636
12818	584307.178631
22200	361471.861472
72068	44259.2592593
18949	518620.689655
67988	410087.719298
15452	3610091.74312
12370	245833.333333
270192	562500.0
104444	1420000.0
72772	29428.5714286
110380	45428.5714286
68304	52571.4285714
78294	37564102.5641
56480	29492.4554184
16418	604081.632653
66656	8007117.43772
11363	5581395.34884
215615	407692.307692
76707	334285.714286
20248	61428.5714286
77963	23200.8571429
11744	1717142.85714
76938	276543.209877
217342	158385.093168
329877	204285.714286
109778	3457627.11864
77573	322857.142857
276846	44144.1441441
13806	41244239.6313
109711	11103.8116592
16653	703703.703704
67898	138000.0
192970	83142.8571429
319939	962857.142857
68991	431428.571429
68089	8095238.09524
56749	195443.037975
56433	922857.142857
16785	6779661.01695
68981	411764.705882
22145	1787946.42857
23950	22451.7808219
56282	722857.142857
80743	104000.0
51796	338266.384778
21371	545714.285714
26951	27342.7471117
105675	655339.805825
20916	2634989.20086
12351	2743.54098361
66530	509049.773756
26891	758620.689655
71169	46000.0
104130	204635.761589
16151	134223.300971
70153	600000.0
15369	441269.84127
23881	428571.428571
17913	448730.009407
56174	507288.629738
59042	1048571.42857
68505	19628.8571429
22158	20720.0
70497	811428.571429
110355	46298.9840348
52064	73700.3058104
19041	1875.78347578
234699	62375.5334282
66317	1196721.31148
59021	1033018.86792
106039	192125.984252
71678	694285.714286
55949	3013333.33333
107476	258422.17484
99412	84857.1428571
66072	3044.28571429
56334	837142.857143
13430	859770.114943
20832	994186.046512
17969	166000.0
74781	15284.0
212999	146857.142857
110052	437142.857143
14782	2140000.0
22042	249017.038008
239667	43428.5714286
17120	67085.0767085
22273	900000.0
16434	455555.555556
12301	3672489.08297
109785	140590.405904
54451	1174285.71429
16709	59142.8571429
19286	600694.444444
67282	111714.285714
26754	1452095.80838
11992	203821.656051
76742	322857.142857
19069	13413.0146082
21917	14559.1428571
233199	377142.857143
77305	914285.714286
266692	1222857.14286
19821	163690.47619
20022	526495.726496
19359	1274038.46154
51786	962857.142857
226591	1220000.0
105245	3261390.88729
70439	602857.142857
15354	313000.0
13430	4954.25287356
56812	51263.5379061
26893	271296.296296
20844	308394.160584
27965	154000.0
54709	4430769.23077
67458	44285.7142857
67078	157632.398754
276770	28571428.5714
12632	1259036.14458
218490	557142.857143
67726	325714.285714
22134	102857.142857
66200	144571.428571
53323	208000.0
12368	532608.695652
100206	316216.216216
56744	28952380.9524
217473	66857.1428571
66105	497959.183673
66495	1826923.07692
230721	345714.285714
210376	27295.7142857
21372	297912.713472
69976	358078.60262
223754	170000.0
13382	3575638.50688
621156	29428.5714286
18570	797142.857143
269682	254857.142857
234671	48000.0
11739	8154362.41611
215999	149142.857143
71919	24009.1428571
18718	1039506.17284
66399	271913.580247
226407	377142.857143
22195	13766233.7662
170791	1216981.13208
53421	120378.151261
238024	434285.714286
110829	1777142.85714
13006	646672.144618
19656	75714.2857143
11747	21200000.0
71732	46571.4285714
77407	1179104.47761
98386	191428.571429
234865	45281.3852814
17184	874704.491726
54127	22898550.7246
71713	50777.2020725
66861	26103.4047919
286940	718677.940046
223723	620000.0
54170	785714.285714
83796	207156.308851
212111	311428.571429
26922	163002.680965
72124	313888.888889
12729	23684.3220339
16456	790000.0
65970	925714.285714
16545	1597.12250712
277360	14666.6666667
18120	66000.0
19205	8690702.08729
108030	24586.8571429
20624	905252.317199
59035	123026.315789
11566	1037280.70175
14674	472148.541114
15492	31903.4852547
94232	182885.90604
101943	680361.544782
13854	351304.347826
105504	250857.142857
23983	2308988.76404
11564	747933.884298
23789	531428.571429
229524	18454.8571429
381760	451315.789474
27366	47142.8571429
19878	31916.426513
54198	1117142.85714
213350	44285.7142857
71881	857142.857143
11927	6171428.57143
73699	234608.985025
93684	745714.285714
26384	2564013.84083
99683	198000.0
232341	22465.2923854
67300	4561194.02985
223453	198000.0
70430	91428.5714286
12467	621468.926554
17319	3113043.47826
69710	114325.068871
12388	198294.24307
14667	6113989.63731
83701	865714.285714
100226	1062043.79562
219135	30145.8670989
212880	276162.790698
17995	1051724.13793
238123	182285.714286
320267	218857.142857
50709	131963.47032
108083	730769.230769
11821	56666.6666667
19045	521212.121212
73046	743421.052632
71955	408571.428571
13040	1329411.76471
20637	977678.571429
14300	297674.418605
14860	594594.594595
66552	34000.0
665775	405714.285714
214952	10312.2580645
230861	1336288.79037
19324	7560975.60976
227446	125142.857143
73473	96857.1428571
17992	6073170.73171
66616	1191428.57143
22276	532075.471698
216363	21690.8571429
110253	148571.428571
268470	138764.044944
215449	6902173.91304
18415	174224.343675
56275	303437.967115
107702	2554285.71429
140858	192000.0
11737	6200000.0
12988	1860000.0
26450	1077142.85714
69276	5073.61809045
78798	485714.285714
232087	681012.658228
21885	19819.1428571
18706	6486.42322097
15239	112516.129032
215114	80272.1088435
52469	133428.571429
27041	2180000.0
14433	66666666.6667
192231	46285.7142857
103136	78571.4285714
79560	1154088.05031
100043714	14790.5714286
21872	67621.7765043
226646	505399.568035
28018	268285.714286
67542	57142.8571429
19134	638530.287984
245828	120857.142857
72692	360406.091371
70564	119714.285714
229543	62247.8386167
22245	222743.68231
78655	994285.714286
67824	354285.714286
27967	34188.034188
108155	429254.302103
22378	308571.428571
320938	548571.428571
28006	227428.571429
23945	112541.254125
67040	546153.846154
70297	125428.571429
19718	22462.1776504
13424	441429.801895
59015	30527.8174037
228994	400000.0
213827	3714285.71429
19192	877952.755906
54128	3123966.94215
66922	93627.4509804
19383	362179.487179
66449	21827.4285714
72047	127018.299247
56443	529729.72973
11771	133060.388946
16480	20000.0
66998	244047.619048
52502	611428.571429
13684	4884792.62673
22088	134015.345269
102339	81142.8571429
57320	18888888.8889
18102	256578.947368
58202	54000.0
225028	3002.34899329
66108	259151.193634
192289	21988.3610451
70769	135142.857143
27058	1072093.02326
26383	8819.71428571
208606	100285.714286
207352	651428.571429
103573	1269841.26984
11364	1700712.58907
15894	214152.700186
319192	11828571.4286
14194	2623274.16174
15212	1996268.65672
28295	2322857.14286
20042	21136363.6364
50933	2930434.78261
66164	239714.285714
66085	10747.0914127
68303	89428.5714286
54138	431428.571429
72201	12341.7142857
14084	402857.142857
69368	300000.0
66073	1652941.17647
231380	398860.39886
217325	2728.04284323
216724	17415.7303371
68556	20985.4014599
19247	194304.857621
19201	25790.2857143
15458	7314285.71429
19035	23240740.7407
12929	603960.39604
14083	71284.4036697
53380	237229.437229
69719	965116.27907
195018	1345.71428571
56258	314031.180401
20924	1700000.0
76563	10260.0
233871	894285.714286
60596	74674.3849493
66609	71551.7241379
76688	136318.40796
69456	488571.428571
16978	800000.0
269614	52804.8780488
20130	99541.2844037
20656	10990990.991
211488	276171.875
23972	178743.961353
20684	300000.0
67939	434285.714286
14469	557142.857143
224727	255714.285714
66646	207456.140351
107271	1859848.48485
67437	105945.945946
70231	262000.0
67500	1242857.14286
14104	702875.399361
51810	7325000.0
333433	3675213.67521
73910	1636.68571429
75612	336397.058824
70616	11040.9020218
59287	41949.1525424
72198	64519.2307692
170720	7888.57142857
329777	23396.7088608
67039	75178.9976134
71835	84571.4285714
26936	188571.428571
232989	994285.714286
68194	559689.922481
217449	67714.2857143
29816	281142.857143
56418	681818.181818
50911	299086.757991
269951	6946902.65487
54189	156612.529002
226432	314285.714286
19342	276995.305164
70160	16782.1243523
76987	411428.571429
66592	437142.857143
71853	4318181.81818
17425	7455.91098748
99045	41714.2857143
20336	61743.5897436
17970	462857.142857
245945	5571.71428571
20115	6340206.18557
11370	2652439.02439
58240	888571.428571
27369	642599.277978
14768	13675.7142857
83493	274000.0
71177	6306.0
235315	431428.571429
20901	2088636.36364
66383	534285.714286
56085	584192.439863
228866	297142.857143
12261	1497142.85714
625249	2699604.74308
238831	141331.26935
75705	2274959.08347
20430	92577.8132482
74326	182857.142857
107526	1685714.28571
14828	25038167.9389
257633	38571.4285714
13680	997142.857143
66916	28637.2262774
22601	11213.7142857
17436	473776.223776
68299	159142.857143
68337	4485714.28571
433702	186075.949367
209086	43142.8571429
13204	1225157.2327
54367	147068.965517
56070	154545.454545
69225	562857.142857
266781	102857.142857
28106	780000.0
75553	52571.4285714
223650	52285.7142857
20479	549549.54955
100019	82285.7142857
338337	69428.5714286
13722	994285.714286
72515	154571.428571
213541	89142.8571429
18102	55197368.4211
68653	285714.285714
76457	101714.285714
69713	11097.1428571
104112	1952337.30522
56194	985309.548793
50917	78076.9230769
21991	30802675.5853
73830	391428.571429
107047	85606.0606061
70549	14105.2631579
75415	25152.5714286
27784	184285.714286
67144	117142.857143
17164	308290.15544
105787	102862.254025
232679	162000.0
21429	291503.267974
67897	53978.4946237
68135	2178977.27273
93692	2140186.91589
64652	277428.571429
53890	27586.0
66053	117658.349328
68197	1633333.33333
110920	64118.895966
19324	91707.3170732
20648	17838.2857143
74245	166393.442623
52635	26102.8571429
71994	6285714.28571
66921	42804.4280443
17257	16704.1322314
56354	445344.129555
28169	24614.0957447
67074	56857.1428571
67332	2158730.15873
11806	12272727.2727
18518	465714.285714
14208	992619.926199
67184	83333.3333333
54161	2051428.57143
15254	4457142.85714
76824	93142.8571429
20817	22907.4889868
16412	568922.305764
17330	74428.2744283
20843	111291.632819
110379	366459.627329
19223	29740.5189621
12028	401562.5
98732	120285.714286
105446	580459.770115
12842	7777.01307639
14359	195714.285714
71770	1974386.33938
12848	1471783.29571
78885	1845714.28571
233900	12587.4125874
84092	5530.64814815
66580	27594.0
17096	1437500.0
16329	194444.444444
56447	737142.857143
20641	2991596.63866
70127	108285.714286
66978	29142.8571429
100169	9032.57142857
67028	192000.0
68275	223063.482819
22201	5784499.05482
75956	42175.3607103
213464	130857.142857
19087	269326.683292
75751	222000.0
69634	3371428.57143
100383	118571.428571
13830	557142.857143
73137	71142.8571429
16650	195428.571429
223658	20010.2857143
216134	2400641.02564
14694	17742857.1429
17939	119759.036145
80911	144285.714286
231086	1463157.89474
12215	910025.706941
12282	1291291.29129
52653	186857.142857
22687	84571.4285714
56705	48000.0
24010	126570.915619
66660	105142.857143
69940	156285.714286
170762	107117.181884
70356	3396226.41509
23992	37142.8571429
76308	582089.552239
11750	1442857.14286
74467	204285.714286
234729	877142.857143
11792	1198738.17035
70349	4285714.28571
19653	78116.3434903
21745	290.12932674
233870	7522123.89381
11757	7626459.14397
51788	875000.0
27883	15752.2857143
18708	72513.8121547
56292	396595.744681
12385	286975.717439
108147	5168918.91892
211446	38675.4966887
228410	163714.285714
19271	424878.836834
66171	669260.700389
67943	631428.571429
17973	264456.233422
68126	143714.285714
11774	379185.520362
26894	2581818.18182
27979	899128.268991
69019	375776.397516
22225	1713286.71329
66866	265714.285714
108645	958083.832335
23989	76857.1428571
218503	288571.428571
81489	205588.235294
380840	108000.0
56369	1352697.09544
66446	426116.838488
230027	93513.5135135
64009	42857.1428571
74375	185142.857143
26357	60882.8006088
277250	20870.6786172
58184	63879.5986622
12764	444444.444444
78232	505714.285714
22214	55191.2568306
110750	18742857.1429
18103	1335526.31579
71805	225885.225885
69367	68589.7435897
22365	108245.614035
328417	245142.857143
66897	9223.72685185
69232	67428.5714286
15211	1166666.66667
70223	536672.629696
230393	36285.7142857
66525	178857.142857
11946	12133815.5515
50527	199137.931034
104184	3120879.12088
11736	1234285.71429
15525	3757431.62901
102103	13209.4285714
18100	78857.1428571
231580	55095.7854406
77862	71714.2857143
15481	42879256.9659
65114	2565714.28571
50797	2565714.28571
11565	663019.693654
66508	64571.4285714
104721	1282432.43243
271457	98604.6511628
71974	20864.6616541
16410	10536.3984674
30930	1082857.14286
17754	189481.268012
70369	98210.2908277
100041230	22428571.4286
225896	448571.428571
100088	56769.5961995
68736	44857.1428571
81702	54000.0
55946	303827.751196
22083	258000.0
216551	70000.0
22335	4452296.81979
50783	1824817.51825
231874	179714.285714
12181	19991.7142857
76303	250571.428571
20874	118410.381184
68178	25622.8571429
67267	9334.85714286
64697	73142.8571429
228850	35428.5714286
64657	105428.571429
18571	2094361.33487
68499	7292.57142857
13809	1280423.28042
14297	314285.714286
230257	1380000.0
238988	48857.1428571
76479	36113.8655462
66834	2077142.85714
19060	312625.250501
20224	1580808.08081
26419	8478.64583333
105513	11413.7142857
13383	151381.21547
234594	56000.0
67804	7742857.14286
67972	138857.142857
69146	60000.0
83768	31620.5533597
16978	697142.857143
20866	305714.285714
15519	34106412.0055
59047	289272.030651
19079	210740.740741
12211	6923.39205244
16211	2043378.99543
108737	518026.565465
56294	82293.4232715
14569	20514285.7143
217149	40285.7142857
20020	102030.456853
211948	168285.714286
72946	74285.7142857
66362	139781.021898
227715	244027.303754
26557	2252.2
114641	1560000.0
271564	94571.4285714
239719	30571.4285714
15115	1108055.00982
73744	37824.8315688
11958	5887323.94366
227377	318.215962441
66676	31714.2857143
21770	320000.0
53317	68421.0526316
71207	41785.4748603
231872	155428.571429
13205	1120845.92145
67857	1754098.36066
70533	520000.0
20227	4532.382134
56445	2961165.04854
108067	351428.571429
19711	218571.428571
210766	198281.786942
109658	465714.285714
19345	861111.111111
19659	420000.0
29807	227160.493827
66142	37951.25
71521	30330.3303303
69780	399532.71028
218210	288571.428571
227800	64000.0
66917	3371428.57143
110959	16791.5966387
20926	203939.745075
28084	1539772.72727
76608	35307.7816492
209318	399150.7431
76130	24399.1428571
12367	335740.072202
75547	17199.7142857
13681	7660098.52217
66902	2749116.60777
11886	4365482.2335
74098	245142.857143
54563	222163.30859
11848	968911.917098
76501	108285.714286
108841	44610.7784431
74776	1900000.0
20085	2234482.75862
70699	195714.285714
68796	3534.85714286
28088	1765714.28571
238799	1780000.0
67914	36285.7142857
22596	86338.7978142
12461	4392523.36449
20403	206285.714286
217869	1000000.0
22288	828571.428571
74558	565714.285714
16430	2457.16312057
13026	474114.441417
66354	18010.0746269
74108	216346.153846
216238	1580439.40468
17999	197294.250282
57261	7857.14285714
233726	634285.714286
67128	445882.352941
17886	13724489.7959
98221	1817142.85714
234664	167790.262172
74143	1222857.14286
17274	560386.47343
320191	201142.857143
77097	31428.5714286
72322	24169.4352159
67106	185428.571429
16341	1292134.83146
232910	259859.15493
26425	120571.428571
19386	155257.12414
66840	30571.4285714
21843	482142.857143
217715	504273.504274
19325	2170000.0
67510	12818.2857143
24061	220600.162206
24068	27315.1428571
20335	730882.352941
235567	30857.1428571
66246	185373.134328
21379	90285.7142857
68564	22725.1428571
16201	162583.518931
26442	5975103.73444
13665	1657142.85714
101861	36618.2572614
11764	441145.281018
14827	28514851.4851
245638	14425.4285714
19697	256830.601093
22215	128813.559322
13211	898550.724638
56041	4057142.85714
20716	38000.0
66482	297142.857143
26897	630071.599045
66302	308571.428571
67154	56857.1428571
18114	5857.42857143
320632	1608571.42857
84585	4000.0
229589	185242.290749
15078	27573529.4118
56207	34042.5531915
224020	86571.4285714
23996	1418660.28708
20499	40997.2299169
16330	74018.1268882
21822	1708571.42857
72141	53024.1935484
20014	172741.679873
76952	32142.8571429
76983	617142.857143
211673	520000.0
12361	9988.44492441
109093	28027.6816609
66143	845714.285714
102098	78571.4285714
67059	1614285.71429
67511	75142.8571429
60315	165714.285714
11933	910071.942446
66847	23153.4285714
223691	3257142.85714
69702	52571.4285714
269252	105263.157895
11800	442857.142857
72117	1125714.28571
234366	36857.1428571
59026	22503.9981723
13682	6953316.95332
229096	462857.142857
212627	774285.714286
23918	2743190.66148
11949	3026845.63758
75686	486153.846154
16783	58128.0788177
217707	122689.07563
226849	91152.2633745
66199	183714.285714
26371	27544.0
19244	33632.9341317
12317	43990384.6154
28114	637142.857143
11765	56690.9975669
11776	87572.9774812
16834	10248.8571429
66606	102000.0
76582	90857.1428571
103694	160285.714286
53382	2837142.85714
52245	78571.4285714
106504	10110.7526882
76299	982857.142857
216766	5465.37949401
13858	439241.917503
229707	17545.4285714
20501	533468.559838
107767	311428.571429
226791	95428.5714286
53895	323161.764706
50907	12689.2086331
69082	115714.285714
71772	251428.571429
20701	3002421.30751
27681	414728.682171
229363	411255.411255
78891	10904.4665012
66155	2257485.02994
83945	57291.6666667
70699	60857.1428571
13207	1726384.36482
71653	52857.1428571
30960	530120.481928
104303	96685.0828729
30926	3142857.14286
74351	71142.8571429
13209	565217.391304
68512	362857.142857
66659	175598.086124
20852	2656.15292712
101869	178285.714286
67160	4736842.10526
68292	4681.77399757
170789	50625.0
14854	81645.5696203
53356	915625.0
13000	110000.0
66445	858461.538462
50497	233142.857143
56403	333868.378812
70834	414285.714286
19349	6811594.2029
20725	122285.714286
212986	5644.85714286
68055	302857.142857
237459	12395.0286807
26572	869976.359338
217057	310497.237569
20846	3190921.2283
30795	2160714.28571
66945	3012048.19277
20103	466666.666667
234673	60857.1428571
68953	23232.8828829
105732	3398.28571429
225115	11105.9907834
16646	382857.142857
13046	582304.526749
11837	19400630.9148
66615	208396.946565
73942	112000.0
26900	147872.340426
19173	2018939.39394
68473	34285.7142857
98766	125183.374083
81898	559815.95092
53333	186149.584488
68038	52000.0
66401	80272.1088435
217207	111736.334405
58810	6892307.69231
246782	15542.2857143
59025	1162271.80527
225363	867276.887872
227683	8378.85714286
94044	385714.285714
20466	38618.5243328
24136	14732.5102881
74568	415254.237288
56347	1690450.05488
13120	14852.446184
12465	6987060.99815
238505	160415.00399
72029	5342857.14286
105501	8629.53216374
26414	51508.6206897
20867	10883977.9006
71877	62285.7142857
68018	33493.5897436
71984	37644.7876448
74022	382857.142857
101592	87577.6397516
107932	22558.7467363
13185	305714.285714
16004	23922.6741845
20586	1194.0483571
30058	10988.0
26443	7276422.76423
14852	1729559.74843
12870	668237.511781
432572	29714.2857143
57312	30285.7142857
56351	3657142.85714
117198	17873.7142857
109905	728260.869565
67097	1236363.63636
20340	2597.19148936
64655	162285.714286
14270	35122.8389445
70791	28712.8712871
66074	28077.4285714
69608	368571.428571
52036	588571.428571
243819	374285.714286
14113	1317142.85714
67345	172185.430464
57294	5976190.47619
207728	65938.8646288
12462	2000000.0
74252	204000.0
66687	680000.0
83814	237051.792829
268449	2160256.41026
268490	51142.8571429
211347	78108.1081081
101513	83142.8571429
67014	81714.2857143
100273	130857.142857
26398	111083.123426
21817	4854227.40525
71679	10807453.4161
18453	13772102.1611
26444	7096774.19355
320011	973565.441651
19089	1422264.87524
26396	72568.5785536
11426	842857.142857
19025	1267932.48945
14149	327935.222672
71902	8600000.0
109620	52722.8581339
67894	161142.857143
230233	81020.2550638
114863	1468571.42857
100763	14958.4487535
59029	322580.645161
75221	1775067.75068
71648	64285.7142857
107338	42857.1428571
69527	92571.4285714
73192	2801.97300104
52665	288571.428571
68090	38000.0
50493	311582.381729
384309	56675.7493188
75786	33428.5714286
15107	3630573.24841
218343	57142.8571429
65102	174285.714286
72026	17209.352518
26940	27586.2068966
26416	605555.555556
54194	34857.1428571
224139	250000.0
67958	262285.714286
74237	34571.4285714
67680	3340425.53191
19166	3213675.21368
269261	3145454.54545
21454	4096133.75131
320528	414285.714286
20823	141445.783133
67204	782477.34139
15505	4125874.12587
19766	210365.853659
14479	394495.412844
229663	820000.0
210998	244571.428571
54160	153428.571429
20316	482857.142857
26408	4059.27536232
320727	57714.2857143
218035	89428.5714286
226982	137335.526316
12469	7901459.85401
353242	104285.714286
217737	954285.714286
97541	1225714.28571
12466	4199623.35217
68215	614285.714286
64656	74000.0
66691	99142.8571429
240832	8863.14285714
19344	209767.44186
102436	28935.6984479
235542	869653.767821
13629	11888111.8881
100683	5341.13060429
330260	497175.141243
13669	900297.619048
14228	4737991.26638
67201	4342857.14286
68276	161448.1409
68606	40707.9646018
15951	942857.142857
59007	61904.7619048
15516	12237569.0608
20702	10703883.4951
22027	18204488.7781
A6X940	917142.857143
13511	808.324420677
73825	91142.8571429
14670	13224.8571429
15528	43431372.549
18674	477142.857143
18703	1078.96238651
19185	492021.276596
66375	69526.6272189
67615	95798.3193277
51798	1654434.25076
227648	150857.142857
100038882	2621118.01242
100043461	5085.71428571
20068	6459259.25926
30055	697142.857143
226101	177142.857143
19941	724137.931034
27393	81714.2857143
14375	75000.0
14229	177631.578947
237542	20307.1428571
109079	561224.489796
67776	2180000.0
94061	19228.8571429
101490	14662.2857143
227720	62829.736211
66165	144285.714286
72662	3468.05845511
13030	21327433.6283
56491	276571.428571
66725	25366.0466957
19186	53413654.6185
66366	47142.8571429
69923	219714.964371
67035	480712.166172
20815	76388.8888889
109674	51378.4461153
18438	185824.742268
85305	1080672.26891
66661	1237142.85714
19182	2104072.39819
14319	3494505.49451
225160	122678.843227
18813	5600000.0
71985	130571.428571
104831	18262.4113475
56717	172616.712436
104458	2227272.72727
67166	822580.645161
77582	53276.9556025
56715	69714.2857143
19346	5922.11538462
77065	4604.65838509
110175	1398936.17021
19170	8500000.0
108077	94285.7142857
338355	554285.714286
218885	48285.7142857
56284	20522.0
99311	107428.571429
18673	2305714.28571
56530	140285.714286
230598	187769.164513
218811	737142.857143
12330	1448392.55499
53872	3514285.71429
19141	1002298.85057
12091	754250.386399
16423	6072607.26073
81018	482857.142857
23923	24941.1764706
107976	95822.4543081
73078	111042.944785
69178	6085714.28571
231889	20432.5714286
12822	25873.7316798
68095	342857.142857
69162	809756.097561
106821	183142.857143
64685	1197142.85714
12607	24310.5714286
22193	162318.84058
53312	118571.428571
22284	117624.071903
17713	1308755.76037
20185	18957.1428571
14450	533663.366337
26399	49401.1976048
18786	521410.579345
18822	38598.9010989
71517	297142.857143
26441	9693486.59004
19188	7112970.7113
235606	673497.26776
67429	262857.142857
56551	819277.108434
68537	46116.2921348
93762	13320.6470029
235587	1448571.42857
11431	1860759.49367
12464	4044526.90167
26440	3954372.62357
14387	12696.7471144
17827	170857.142857
18655	22350119.9041
231279	1963.28571429
66388	187428.571429
109880	30472.6368159
19983	4141414.14141
68117	442857.142857
20044	748344.370861
80280	154285.714286
77219	586894.586895
26905	2648305.08475
26932	34689.5074946
75669	33357.8792342
269523	6277915.63275
73024	20620.5714286
66082	47619.047619
170752	662.781954887
20463	68483.7837838
19072	735211.267606
243743	14157.4220814
16150	180977.542933
11749	31714285.7143
110279	1792.28346457
97212	2083879.42333
72459	74768.8243065
192169	320000.0
56486	182905.982906
68995	868571.428571
103963	8421052.63158
12304	21786833.8558
227331	89428.5714286
59125	347682.119205
20088	1120300.75188
20005	2322916.66667
68365	3158139.53488
67826	348668.280872
216820	1922.07430341
100037258	505952.380952
67179	1042857.14286
20054	1813793.10345
267019	1215384.61538
114893	224285.714286
67427	9075630.2521
11545	43040.4738401
110821	1379834.25414
56295	21550.2857143
13194	1201754.38596
67490	268857.142857
19298	227759.197324
19946	973913.043478
56436	311428.571429
53319	103559.87055
54723	3011.575179
67367	30098.1461287
17449	41017964.0719
63958	8780.90366581
12395	5612.65164645
20091	2147727.27273
22041	700000.0
13200	1324263.03855
30934	794285.714286
19877	48005.9084195
67398	31761.0062893
109652	124509.803922
75805	135085.227273
15461	38184.6560847
18041	461197.339246
11906	4240.47235641
14886	74248.496994
12010	546218.487395
211548	97142.8571429
213988	35142.8571429
16828	46987951.8072
67533	179428.571429
16648	1045714.28571
214498	37428.5714286
55944	465328.467153
140570	21986.970684
66701	203428.571429
74080	19113.877551
78893	11554.8387097
20912	234000.0
15526	8497790.86892
228026	58497.3166369
67707	54571.4285714
20084	2013157.89474
14227	3228571.42857
14735	25673.2495512
80509	22064.2857143
68188	71028.0373832
69893	16172.5714286
21856	474285.714286
27404	1577.34567901
77604	19967.7142857
65019	771428.571429
329908	66488.3454337
76577	53428.5714286
20397	56514.084507
13167	393103.448276
218506	88000.0
215476	19271.1428571
320714	8832.85714286
54638	195428.571429
233489	1585714.28571
93747	2806896.55172
216440	13247.9166667
74157	262000.0
65111	162857.142857
69077	5284360.18957
231659	988571.428571
73724	352808.988764
74153	662857.142857
20619	411904.761905
73178	59481.0379242
26446	5902439.02439
12408	3559566.787
59027	1246435.84521
19248	29677.4193548
67382	24242.4242424
107733	27636.5714286
68734	215428.571429
11658	8462.43567753
381314	213438.735178
19184	1556650.24631
67873	512195.121951
64138	1441176.47059
27050	2543209.87654
75617	2696000.0
22258	121621.621622
66882	2080000.0
76051	144766.146993
75717	80384.6153846
70737	26868.1780017
72461	507128.309572
67089	907455.012853
94062	4025.71428571
208967	3298.85714286
67840	85428.5714286
57296	379603.399433
11767	434988.179669
19177	444043.3213
69617	1822857.14286
75964	191714.285714
16913	1721014.49275
13690	230684.326711
67460	2238805.97015
101994	49428.5714286
29810	49046.7937608
11303	86687.3065015
68636	76857.1428571
23997	3484042.55319
26554	33333.3333333
11652	121829.52183
213326	365714.285714
56524	554285.714286
13480	165000.0
72562	786764.705882
76795	62571.4285714
75646	728571.428571
14251	57009.3457944
52690	35142.8571429
19042	193455.497382
50887	788571.428571
107227	36285.7142857
56451	297687.861272
98193	174280.879865
18704	3510.14234875
17463	1682242.99065
67025	4724719.10112
111173	73714.2857143
20932	230000.0
70186	162285.714286
56463	4628571.42857
67738	4459459.45946
18107	727822.580645
12238	92857.1428571
56462	120857.142857
59022	150000.0
109700	169635.284139
69694	63142.8571429
105083	127714.285714
65246	457142.857143
66248	56481.4814815
229285	146571.428571
67311	176612.903226
75909	34571.4285714
225913	168858.131488
109333	27772.1261445
14933	138998.211091
11605	50119.3317422
78428	93103.4482759
50932	14678.8990826
19082	742424.242424
18432	104910.714286
228003	214521.452145
66413	2074550.12853
16443	374285.714286
20416	42141.6234888
58203	230170.316302
18412	30316.7420814
230249	485714.285714
72479	582857.142857
66881	879207.920792
106326	79714.2857143
18458	1745283.01887
226043	125714.285714
66307	1328571.42857
20813	63237.2727273
230163	898351.648352
3338890	26870.2857143
105372	56571.4285714
100710	50414.9377593
68879	4420.82890542
72416	4400000.0
18108	4735.53875236
74996	19040.6976744
13167	16206896.5517
109359	71714.2857143
19167	2258823.52941
667370	39714.2857143
28030	122902.796272
55983	3685714.28571
12972	767371.601208
68346	40645.1612903
246703	1637142.85714
110611	1800000.0
64658	23840.0
13039	38023.9520958
56389	10956.056338
28036	5276.28571429
27061	465306.122449
269587	424242.424242
71795	201142.857143
114664	940000.0
12468	5091911.76471
18563	286926.994907
13437	507399.577167
19896	392165.898618
70110	190857.142857
70767	18740.8491947
223254	4574.85714286
20480	13091.4327917
108100	6851.21495327
23807	19640.6504065
67308	92571.4285714
76826	39498.4326019
69008	40652.8189911
66865	402671.755725
223978	57142.8571429
269823	378531.073446
217830	196571.428571
13627	29653679.6537
54131	1071599.04535
12847	475490.196078
12864	269736.842105
241062	18438.1778742
17356	52967.032967
70925	26314.2857143
19181	2175519.63048
227095	1418181.81818
74370	12509.3632959
19704	129003.558719
13495	78571.4285714
94230	280000.0
109136	21572.2891566
207425	19214.2857143
69116	10521.2355212
66904	176524.953789
74617	772123.893805
105522	23828.0
11740	5100671.14094
15288	850415.512465
19106	30679.6116505
68626	79542.7196149
110173	226393.629124
11950	2847656.25
21762	1123348.01762
11409	2317961.16505
68611	32000.0
71361	2880.85714286
