4686	Q09161
22916	P52298
22916	E9PAR5
144983	Q32P51
220988	P51991
3178	P09651
3183	P07910
27316	P38159
27316	B4E3U4
494115	Q96E39
3190	P61978
3190	Q6IBN1
4670	P52272
3192	Q00839
3192	Q96BA7
5093	Q53SS8
5093	Q15365
6426	Q59FA2
6426	Q07955
8683	Q13242
10929	Q9BRL6
6427	Q53FN0
6427	Q01130
6428	P84103
6428	B2R6F3
6429	Q08170
6430	Q13243
6431	Q13247
6432	B4DLU6
6432	Q16629
29896	Q549U1
29896	Q13595
6434	P62995
10772	B4DJP9
10772	O75494
10772	Q5JRI3
9774	Q9NYF8
1994	Q15717
3608	Q12905
3608	F4ZW62
3609	Q12906
9584	B4DRA0
9584	Q14498
9584	A2RRD3
4904	P67809
124245	Q86VM9
6628	P14678
6628	Q66K91
6632	P62314
6633	P62316
6634	P62318
6635	P62304
6636	P62306
6637	P62308
6625	P08621
6626	P09012
6631	Q5TAL4
6631	P09234
1655	P17844
25766	Q6NWY9
55660	Q05C41
55660	O75400
55660	E9PFS0
58517	P49756
10915	O14776
6627	P09661
6629	P08579
10291	Q15459
10291	E9PAW1
8175	Q15428
8175	Q05DF2
10946	Q12874
10946	B3KY12
23451	A0JLT9
23451	O75533
23451	Q7Z497
23451	E9PCH3
10992	Q13435
23450	Q15393
23450	A8K6V3
10262	Q15427
10262	B3KUJ0
83443	Q9BWJ5
51639	Q9Y3B4
51639	Q53TM1
11325	Q86XP3
84844	Q7RTV0
7307	Q7Z780
7307	Q01081
7307	Q701P4
7307	Q71RF1
11338	P26368
10523	Q8IWX8
1665	O43143
9879	Q7L014
22827	Q9UHX1
84991	Q96I25
84991	Q5W009
10285	O75940
23350	O15042
9184	O43684
728642	Q9UQ88
728642	Q4VBY6
984	P21127
27336	O43719
10181	P52756
8241	P98175
8241	Q7Z3D7
7536	Q15637
7536	C9JJE2
7536	B7Z1Q1
57794	Q8IWZ8
80312	Q8NFU7
2521	P35637
2521	Q6IBQ5
2521	Q13344
57819	Q6FGG1
57819	Q9Y333
27258	P62310
25804	Q9Y4Z0
23658	Q9Y4Y9
11157	P62312
11157	Q4W5J5
51690	Q9UK45
51691	O95777
51691	A4D0W0
9129	O43395
9128	O43172
10465	O43447
10465	Q6FH36
26121	Q8WWY3
26121	F1T0A5
4809	P55769
4809	Q6FHM6
9343	Q15029
9343	B4DK30
9343	B3KX19
24148	O94906
10594	Q6P2Q9
9410	Q96DI7
9410	A0MNP2
23020	O75643
9416	Q9BUQ8
9416	B3KY11
10907	P83876
10421	O95400
9092	O43290
10713	Q53GS9
11017	A8K513
11017	Q8WVK2
153527	Q96NC0
84950	Q8NAV1
55119	Q5VTL8
55119	Q69YH0
57703	Q9HCG8
8449	Q5SQH4
8449	O60231
8449	B4DZ28
27238	Q92917
3315	P04792
22944	O60870
23759	Q13356
23517	Q3MHC9
23517	P42285
91603	Q96NB3
27339	Q9UMS4
988	Q99459
10286	B2R7W3
10286	O75934
5356	O43660
51503	Q9P013
56259	Q8WYA6
3303	B3KTT5
3303	P08107
3303	A8K5I0
3304	P08107
3304	A8K5I0
3305	P34931
3306	P54652
3310	P17066
3312	P11142
3312	Q53HF2
10084	O60828
51729	Q9Y2W2
22938	Q13573
56949	Q9HCS7
25949	O95926
51340	Q9BZJ0
9716	O60306
8896	P41223
151903	Q8WUD4
57461	Q9ULR0
10450	Q3S611
10450	Q9UNP9
10450	Q5TGA3
51645	Q9Y3C6
5546	Q96FT4
5546	Q92733
55696	Q9NW64
84811	Q9BRD0
51634	Q9Y388
51634	Q05DU0
79753	B1AK66
79753	Q8TAD8
3550	Q13123
3550	Q9UK43
3550	Q95HA6
4236	P55081
55234	Q2TAY7
55234	A0MNN4
9967	Q9Y2W1
59286	Q9BZL1
24144	Q9UBB9
22985	B4DQZ7
22985	Q9UKV3
22985	B2RTT4
7919	Q13838
9775	P38919
4116	P61326
55110	Q96A72
5411	Q9H307
9939	Q9Y5S9
9984	Q96FV9
57187	Q8NI27
84321	Q96J01
10189	E9PB61
10189	Q86V81
51362	O60508
8559	Q99633
10569	O95391
1659	Q14562
9785	Q92620
53938	Q9H2H8
85313	Q8WUA2
9360	Q13427
23398	Q96BP3
10283	Q6UX04
81576	P13994
51428	Q9UJV9
60625	Q9H5Z1
60625	F5GXM6
8220	Q96DF8
26240	Q9Y247
9130	Q14320
26017	Q9Y421
118924	Q70Z53
2483	Q14331
55094	Q9BRR8
84292	Q9BRX9
51070	Q9Y314
26986	P11940
7737	O15541
55596	Q6NZY4
6606	Q16637
6607	Q16637
8487	O14893
11218	Q9UHI6
11218	Q9H4N4
50628	P57678
50628	Q8WUM5
25929	Q58EZ8
25929	Q8TEQ6
79833	Q8WXD5
79760	Q9H840
54960	Q9NWZ8
11171	Q9Y3F4
26173	Q8N201
57508	Q9H0H0
65123	Q68E01
92105	Q96HW7
80789	Q6P9B9
26512	Q9UL03
25896	Q9NVH2
25896	B4DLZ6
55656	Q75QN2
55756	B7Z6M5
55756	Q9NV88
55756	B7Z560
55174	Q9NVR2
54973	Q5TA45
54973	B3KPR3
57117	Q96CB8
8161	P38432
10073	O95149
55954	Q9UDW3
79622	Q9BV90
85437	Q8TBF4
11066	Q16560
154007	Q6IEG0
55599	Q96LT9
10949	Q13151
3181	P22626
3182	Q99729
3184	Q14103
9987	O14979
22913	Q53GL6
22913	Q9UKM9
3185	P52597
3187	P31943
3188	P55795
3189	P31942
3189	Q53F48
3191	A6NIT8
3191	P14866
3191	Q6NTA2
92906	Q8WVV9
92906	A8K894
10492	O60506
10492	B7Z645
10492	Q59GL1
10236	O43390
10236	Q0VGD6
10236	Q6MZS5
5094	Q32Q82
5094	Q15366
5094	Q6IPF4
5094	F8VYL7
5094	Q59HD4
5094	Q68Y55
5094	A8K7X6
54039	P57721
57060	P57723
339287	B3KWR7
339287	Q68DK7
55167	Q9HCI7
9295	Q8IWE6
9295	Q05519
140890	Q8WXA9
140890	B3KRJ9
10147	Q8IX01
10147	A8K5G0
57466	O95104
57466	C9JLZ0
11129	Q8N2M8
8227	Q05DA9
8227	Q02040
25957	Q8TF01
25957	Q8TEZ9
10250	Q8IYB3
23524	Q9UQ35
55082	Q9NWB6
8563	Q13769
79228	Q86W42
80145	Q6I9Y2
1653	Q92499
1653	A3RJH1
1654	O00571
1654	B4E3E8
8653	O15523
10521	Q92841
10521	Q59F66
8886	Q9NVP1
8886	Q8N254
203522	Q5JSJ4
55661	Q96GQ7
10212	O00148
79009	Q9BQ39
1660	Q08211
1660	B3KU66
22907	Q7L2E3
5935	P98179
5936	E7EQS3
5936	Q9BWF3
5936	B4E1U0
83759	Q9BQ04
10179	Q9Y580
10432	Q96PK6
10432	Q2PYN1
29890	Q8NDT2
64783	Q96T37
64783	Q86VW9
22828	Q05BU5
22828	Q8NDE9
22828	Q9UPN6
64062	Q5T8P6
54439	Q9P2N5
103	P55265
104	P78563
104	Q4AE77
11335	Q13185
11335	A4D177
1153	Q14011
1153	Q53XX5
8531	P16989
5977	Q92785
10643	O00425
10657	Q07666
26135	Q8NC51
26135	Q63HR1
26135	Q5VU21
55342	Q96SI9
7073	A8K4L9
7073	Q49AS9
7073	Q01085
114034	Q96GM8
51663	Q96KR1
51663	Q05D65
284695	Q5BKZ1
25980	Q9Y312
84081	Q9H0G5
1195	B4DFW7
1195	P49759
1196	P49760
1196	Q9BRG8
1198	P49761
1198	B3KRI8
57396	Q9HAZ1
10658	B4E2U5
10658	Q92879
10658	F8W940
10659	O95319
10659	E9PC62
11189	Q5SZQ8
11189	Q59G45
11189	Q5SZQ7
56853	Q9BZC1
60677	B4DG28
60677	Q96J87
60677	B4DJB6
60680	Q8N6W0
9829	O75061
22826	O75937
23317	O75165
1993	Q12926
1995	Q14576
1996	P26378
1996	B7Z4G7
2130	Q01844
2130	Q96FE8
2130	Q96MX4
2130	Q96MN4
2130	Q9BWA2
2130	B0QYK1
8570	Q92945
8880	Q96AE4
8939	A3KFK8
8939	Q96I24
94104	Q9Y5B6
94104	Q8N6E6
51631	B7Z500
51631	Q9Y383
51631	B7Z4Q3
9782	P43243
9782	Q9H4N1
9782	B7ZAV5
4841	Q15233
4841	F5GYZ3
4841	B7Z4C2
83714	Q9BQI9
83714	A2RRE3
5499	P62136
5499	A6NNR3
5499	Q07161
5500	P62140
5501	P36873
5511	Q12972
5511	Q5TEJ4
5511	Q6ICT4
10419	O14744
10419	A8MZ91
8899	Q13523
55015	Q86UA1
5725	A6NLN1
5725	P26599
5725	Q9BUQ0
6421	P23246
6421	Q86VG2
6732	B4DS61
6732	Q96SB4
6733	P78362
2547	P12956
2547	B1AHC8
11193	O75554
79084	Q9BQA1
6804	Q75ME0
