23996	1.2e+08
19718	4186800
72077	9154000
23999	48100000
286940	3.81e+09
23997	2.24e+08
69957	36700000
11544	31400000
11545	46700000
26377	975730
26370	15300000
214895	3950500
109054	3202900
26572	1.11e+08
110959	9750700
19155	3.26e+08
73086	1004100
19156	6.31e+08
100163	4003700
16678	73300000
74838	1.44e+08
19378	2.32e+08
107869	1.74e+08
12709	4.57e+09
22003	3.51807e+10
22004	1.81e+10
74012	3866200
27370	34300000
68097	1.16e+08
27374	18800000
27375	15900000
27376	52300000
27377	3307100
192176	1.78e+10
77766	3806800
230935	7321000
329910	3208800
64704	2261000
69550	2381400
22668	86200000
74351	20000000
57294	1.42e+08
16498	4664100
57296	44800000
71147	8830100
69955	6597300
276846	14300000
71702	63800000
224938	325620
74129	12000000
69083	1.2e+09
12017	59100000
71701	41400000
12010	96400000
26395	2.16e+08
26394	47200000
26397	3947700
26396	68500000
69772	6590300
227231	8.79e+08
17252	8361600
17254	3.08e+08
26398	37400000
11764	3.35e+08
11765	85700000
101943	98900000
20740	4.97e+09
20741	18300000
100206	18200000
78757	12700000
15484	568200
64050	3185400
75612	9173500
235567	23500000
21925	4669800
21924	39600000
21923	2.76e+08
20528	6083400
53607	30600000
53605	2.3e+08
53356	1.78e+08
11949	1.89e+09
11946	4.97e+09
11947	5.13e+09
18451	12600000
96979	63000000
14137	1163000
16922	6171800
170930	79300000
18854	85500000
12237	16500000
22262	1.01e+08
14629	62300000
54473	25400000
20411	3.608e+08
67397	2.52e+08
67039	94300000
106628	41600000
67035	1.36e+08
246221	69900000
58184	8529600
13052	4954400
54391	1.86e+08
67398	95300000
18703	26600000
18706	47200000
331401	10700000
18704	53600000
18708	9019100
71755	55000000
14711	1.36e+08
14712	4079300
22763	1603200
14688	3.72e+08
217864	10200000
14718	3.94e+08
14719	1.42e+09
217869	1.81e+08
12945	48100000
18747	73900000
20259	40400000
68598	1.3e+08
18746	3.69e+09
16882	4824800
18637	42300000
14390	4507600
29818	61600000
67103	2.49e+09
68606	10600000
237459	10100000
29810	53300000
12491	56100000
15446	46000000
15445	13400000
98366	62000000
67367	5452500
12497	4832500
12499	48000000
79059	14100000
19271	1587600
18141	12400000
360013	1.18e+08
58523	2169700
50709	47400000
66181	7175900
59035	19300000
234889	1747300
72124	21100000
66615	8529200
76884	1.04e+08
77579	2.15e+08
12876	54500000
241062	16600000
12833	5.66e+08
