b3357	3431
b2518	4329
b2926	10328
b0002	932
b2696	3236
b2925	7947
b3983	6090
b3829	4563
b3453	1696
b0417	140
b3987	2577
b3986	13955
b3985	7046
b3984	7826
b0004	2347
b4177	4747
b1539	2305
b4175	317
b4174	570
b0003	111
b4179	114
b3703	10643
b2216	35
b2217	1298
b1713	436
b2594	179
b2697	1012
b3189	267
b1098	40
b3734	6228
b3735	2346
b3736	1604
b0523	853
b3730	135
b3731	3365
b3732	8399
b3733	2159
b2606	6574
b0953	3466
b0480	451
b3738	470
b0954	4176
b0957	3064
b0484	231
b3011	371
b2171	383
b2079	59
b3455	196
b2601	241
b2516	469
b3919	4784
b1897	228
b2585	690
b3916	1264
b0008	4554
b2581	517
b3912	1888
b3355	121
b3623	14
b2463	1951
b2232	256
b2103	1111
b2104	1002
b1538	519
b1780	167
b1199	237
b1095	517
b1094	25542
b1093	2640
b1092	2470
b1091	1270
b1940	43
b3546	50
b2669	839
b3450	160
b3034	141
b2341	20
b2532	70
b1805	160
b1852	985
b1272	45
b1919	1043
b0414	38
b3300	337
b2779	13564
b3498	591
b1642	435
b4213	213
b1378	61
b0779	82
b1276	1457
b4214	1022
b2215	881
b4219	1023
b1376	4402
b2279	214
b2557	750
b0415	3562
b0908	290
b4350	32
b4355	69
b3172	1222
b3176	698
b3175	367
b1126	154
b3178	746
b1767	293
b1651	791
b1876	383
b1654	2325
b1656	2702
b1658	925
b0870	374
b0871	1775
b3251	1790
b3319	7478
b3708	2738
b3255	1819
b3312	10211
b3313	8961
b3310	4987
b3311	4495
b3316	7063
b3317	6203
b3314	8441
b3315	10215
b1479	636
b0688	1229
b3056	33
b0680	873
b0683	2343
b1682	182
b0684	195
b1778	1349
b1779	11721
b2310	11135
b2312	128
b3385	175
b3384	922
b3386	1236
b2319	380
b2428	91
b2253	316
b2254	53
b0522	190
b2193	133
b3671	1068
b3670	492
b0676	30
b1487	332
b1480	5282
b0679	650
b1482	16410
b0178	5848
b3770	558
b3771	18
b0678	1169
b3775	1088
b0171	344
b0170	6046
b0356	488
b3405	1407
b0421	134
b2609	13199
b3956	1684
b3401	636
b2131	1400
b3959	444
b2133	746
b2132	101
b2425	2215
b2255	89
b0194	1668
b0197	6740
b4000	22805
b4006	354
b4005	342
b0529	263
b3813	27
b0199	221
b0051	174
b0053	1462
b3924	205
b0907	3068
b0452	174
b3926	1015
b0902	238
b0903	7998
b3526	91
b3495	16768
b2600	87
b2553	863
b2551	4348
b1059	200
b2041	294
b2893	303
b2042	1859
b0413	185
b0222	1990
b0221	202
b0220	1175
b0399	73
b3928	2390
b3605	64
b2908	766
b0767	1989
b3607	330
b2036	618
b3612	484
b2038	120
b2039	731
b3610	2318
b2936	90
b3359	1057
b3193	74
b1602	907
b1603	786
b0677	181
b2290	79
b2954	128
b0830	603
b1281	123
b1286	205
b0765	56
b1939	34
b1288	5255
b0839	1289
b3458	1053
b1117	88
b1114	45
b1830	430
b1119	79
b2829	52
b1836	3178
b2938	333
b3198	221
b3195	52
b3197	64
b3945	48
b0642	1262
b4381	1069
b1738	244
b1739	2966
b4384	1287
b1896	455
b1732	2974
b4262	99
b4261	26
b4260	603
b4266	31
b2149	370
b2587	304
b0763	639
b2418	46
b3940	43
b3556	130
b1237	19028
b1236	1216
b0733	892
b0884	1945
b0882	639
b2293	173
b0880	3650
b0632	442
b0889	4479
b0888	1080
b3363	1230
b4046	121
b3361	204
b3449	195
b0014	5868
b0015	346
b4041	333
b2665	11283
b2916	256
b0463	928
b2914	2338
b2913	2751
b3447	311
b3418	187
b2662	1173
b1427	135
b0760	36
b1421	136
b3699	422
b1263	158
b4160	730
b4161	199
b0494	149
b2262	638
b0492	1133
b2183	212
b3428	392
b2185	7264
b0124	143
b0125	506
b0126	2003
b4035	705
b3213	475
b3212	436
b3210	88
b2610	457
b3748	419
b0085	66
b2614	2050
b0082	147
b0080	300
b2167	158
b0261	58
b2000	1492
b3429	563
b3835	77
b2168	122
b2169	246
b3846	1379
b3847	1003
b3844	158
b3845	1103
b3843	152
b0062	64
b2988	336
b2935	1375
b1882	1887
b3962	673
b3965	22
b0068	462
b1886	711
b1887	956
b2937	830
b1221	430
b3830	498
b3994	306
b2507	1021
b2500	97
b3991	293
b3992	267
b3993	535
b2901	503
b2465	2136
b2464	2633
b2508	2043
b0409	88
b1082	104
b1083	233
b1084	876
b0724	2215
b1086	42
b1089	3454
b0406	60
b2291	30
b0783	202
b2487	137
b2480	1791
b3423	193
b2283	796
b1380	596
b0346	35
b3341	9558
b2762	346
b2763	739
b2764	639
b3052	460
b4170	13
b3098	6977
b0029	126
b1269	91
b0572	216
b4227	3064
b4226	7042
b3541	318
b3540	96
b1260	1236
b1261	922
b1262	347
b3544	11444
b0394	339
b3809	185
b0030	182
b3065	10313
b3067	953
b0914	50
b2679	73
b3068	92
b1584	36
b1866	1241
b1640	120
b3463	222
b1646	1061
b0473	1004
b1901	1480
b3464	571
b3081	97
b1905	1106
b2567	121
b4088	193
b0118	6572
b0115	2556
b0114	4254
b2964	17
b0912	6241
b4087	105
b0113	83
b2905	67
b1740	1060
b1749	440
b1748	378
b2302	70
b2303	504
b3390	372
b0592	90
b2306	170
b2309	3181
b2517	79
b0168	617
b0169	8587
b3661	596
b0605	13401
b0604	39
b0161	1382
b0163	3295
b3035	151
b0166	1712
b0167	15
b3433	3951
b0437	2557
b2281	684
b3430	613
b0432	629
b2286	1010
b2942	1913
b0431	550
b2827	137
b3281	79
b2288	247
b2531	1828
b2530	3055
b0438	580
b0439	1019
b1516	2811
b1517	774
b0185	1524
b2699	905
b4019	190
b4401	5108
b0181	771
b4014	6202
b4015	32244
b0023	8014
b3804	31
b0026	1088
b3957	279
b2515	273
b0932	918
b0931	292
b0930	1710
b3321	9338
b3320	6372
b2234	601
b2235	453
b2947	593
b2231	669
b0116	5475
b2514	716
b0506	41
b2752	684
b3936	3012
b0334	561
b0337	470
b0238	854
b3933	12
b0333	298
b3931	513
b3588	4048
b1182	157
b0237	1724
b3938	982
b3939	363
b3988	2230
b3244	208
b0121	231
b0182	490
b3454	318
b0331	407
b1638	424
b1608	78
b4302	57
b1637	602
b1635	1655
b3752	89
b1461	258
b0809	1069
b3020	48
b2379	36
b0801	563
b3751	7924
b1040	80
b1042	1746
b1043	373
b1127	422
b1823	14959
b1123	3420
b1049	31
b1120	183
b3619	2030
b1702	1125
b3599	525
b0655	3140
b3617	20
b3616	172
b0651	103
b4375	201
b4376	3053
b4371	193
b1133	101
b3298	9555
b3297	4689
b3296	7860
b3295	3718
b3294	5942
b4269	194
b0722	223
b0723	2134
b0720	6048
b0893	1360
b0726	1483
b0727	2577
b3509	6825
b0897	4634
b0728	5470
b0729	4663
b3053	69
b3500	488
b0573	1924
b4051	1361
b0571	221
b4054	794
b4055	283
b0574	256
b4058	151
b4059	1739
b0470	30
b0578	1090
b2904	561
b1232	374
b0474	2436
b4388	77
b2019	695
b1415	16751
b2844	128
b4113	516
b2599	361
b0778	57
b0242	271
b1275	110
b3187	180
b2278	52
b1274	324
b0098	537
b3201	672
b3202	113
b3203	4033
b3204	689
b0154	858
b0159	396
b0091	75
b0092	74
b0094	269
b0095	1777
b2153	1054
b2150	12026
b2154	277
b2400	1149
b0772	52
b4025	2919
b0077	576
b0074	3656
b3870	2238
b0072	3271
b0073	2886
b0071	5439
b3972	26
b2976	1381
b2784	99
b0078	749
b2081	59
b4024	345
b3961	108
b2478	613
b4382	174
b0386	902
b0381	373
b2576	223
b2579	1111
b4021	310
b2472	49
b0388	183
b0525	2877
b2476	2152
b2411	89
b0436	4616
b1079	77
b2780	309
b3432	227
b3960	170
b2388	923
b1071	393
b1070	112
b4383	1501
b0207	311
b2495	772
b2287	586
b0526	283
b2498	2882
b2499	493
b0408	127
b2285	759
b2284	400
b1946	192
b2799	256
b3974	65
b3041	110
b1000	409
b2794	51
b1002	2396
b1004	6444
b1617	149
b0734	486
b0759	464
b3438	238
b0737	99
b2948	162
b4232	448
b0750	137
b1215	1769
b0756	626
b0755	7607
b0754	963
b1189	230
b2501	64
b2533	304
b0469	510
b2125	556
b1187	185
b0854	4084
b0855	144
b3012	1127
b0851	108
b0028	675
b3153	428
b3156	921
b2502	30
b1174	1444
b1175	2164
b1176	82
b1850	1954
b3345	75
b1854	1656
b1676	5559
b1512	45
b1917	220
b1914	40
b1513	150
b1324	7459
b3729	803
b3728	775
b0180	1444
b1323	60
b0109	288
b3231	8705
b3230	6082
b0104	204
b1511	69
b1329	369
b3234	905
b3236	19723
b1693	148
b3803	289
b4245	5257
b4244	6762
b1757	118
b4016	57
b4243	2948
b3092	90
b2573	183
b4129	68
b2330	405
b0393	286
b0610	606
b0088	70
b3553	489
b3125	74
b4013	397
b3559	1376
b2687	3050
b3836	260
b3347	1327
b2684	66
b0407	2154
b3340	8036
b3831	5124
b3342	2697
b2526	92
b2661	1072
b2296	1584
b2297	1278
b3349	2515
b2523	1367
b2521	886
b4069	7799
b4147	2100
b4142	13660
b4143	8928
b3072	294
b0032	706
b0033	637
b2910	363
b0031	430
b1294	31
b1955	537
b2040	146
b0009	141
b2527	229
b0928	3477
b0929	1827
b3336	5036
b0924	66
b3339	39226
b0923	182
b0662	64
b3850	43
b2741	302
b3318	4118
b0785	226
b2592	1351
b0325	5240
b0443	423
b0240	445
b0243	541
b3908	26458
b0329	14959
b2838	85
b4207	1452
b3705	375
b2114	709
b2113	414
b3791	56
b2383	18
b3259	97
b1107	61
b3701	346
b4043	90
b0441	612
b4139	1070
b3702	31
b1817	4988
b1478	542
b0811	8894
b0812	5677
b1819	1080
b1818	825
b1033	275
b1982	132
b1130	983
b1131	1001
b3481	247
b2818	145
b1136	8613
b1710	2132
b4200	9865
b1712	8533
b4202	6896
b1714	472
b1243	6256
b1716	5350
b1241	5506
b1718	2279
b1719	724
b3566	866
b2582	69
b3560	1048
b1494	25
b3997	284
b3639	379
b3838	69
b3288	295
b3289	61
b3162	16
b3165	7787
b3164	2517
b3168	1095
b0948	12
b3287	621
b2751	530
b0127	198
b1967	2868
b0687	379
b2688	102
b1623	319
b3510	16145
b0864	247
b0860	1485
b0863	2420
b3517	3999
b3309	8220
b3308	8400
b1519	192
b3301	5748
b0565	371
b3303	9260
b3302	9535
b3305	8431
b3304	4847
b3307	4418
b3306	4649
b1764	507
b4108	573
b1761	1425
b1038	498
b1768	163
b0962	224
b0963	756
b0967	38
b0968	168
b2342	117
b2316	733
b3833	485
b2615	73
b3389	340
b4153	566
b3600	951
b0145	2671
b3932	536
b0149	209
b3608	270
b3609	4877
b4392	160
b3947	19
b3414	2376
b3417	403
b3942	3225
b3941	506
b0086	94
b2416	2376
b2417	18877
b2414	15674
b2415	6042
b2412	524
b4203	7326
b1264	66
b2143	1331
b4037	3114
b4034	8403
b0369	917
b3781	6773
b3780	375
b3783	1814
b0784	280
b0049	69
b0048	287
b3860	1429
b1723	419
b2960	371
b3863	730
b2092	2132
b2093	19025
b2091	5162
b2096	23272
b2097	3991
b2094	9189
b2095	18619
b1717	993
b3460	17618
b1493	205
b0444	222
b0911	6983
b0910	295
b2564	642
b0440	18125
b2568	41
b0945	86
b0918	261
b1490	109
b0179	800
b1064	1096
b1062	822
b0212	471
b4258	474
b2903	184
b1888	286
b3256	945
b3774	6256
b2890	1681
b0172	3026
b2027	305
b2026	107
b2025	206
b2023	273
b2022	553
b2021	489
b2020	383
b4233	125
b4049	58
b2029	3344
b4322	612
b4323	86
b1927	102
b1619	1384
b0424	297
b1200	1307
b1611	2743
b1207	2039
b1613	692
b1612	858
b1861	182
b1198	45
b0426	3917
b1881	496
b1192	58
b1190	47
b1197	1261
b3403	4264
b4154	238
b3003	537
b1924	143
b1923	6633
b1922	38
b0420	80
b1920	6186
b3008	1023
b0422	358
b0674	300
b1101	1157
b3958	129
b1849	247
b4235	614
b2422	89
b1109	256
b1661	86
b1662	241
b2421	338
b1440	4556
b1441	255
b1334	604
b3229	2515
b1444	2974
b3186	5355
b3185	3084
b0133	827
b0757	236
b3637	6490
b3636	4764
b0134	2144
b4396	318
b4395	194
b4393	428
b2137	292
b1680	612
b4390	42
b4256	104
b4254	488
b4255	4757
b1727	248
b2329	297
b2320	540
b2323	3885
b3648	116
b3649	2568
b0515	106
b0628	379
b3640	404
b3528	367
b0623	11174
b0059	68
NotMapped	209583
